# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# Filtered with: grep -v "GO:0008150" /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended.txt | grep -v "GO:0001906" | grep -v "GO:0002376" | grep -v "GO:0006791"| grep -v "GO:0008152"| grep -v "GO:0009758"| grep -v "GO:0009987"| grep -v "GO:0015976"| grep -v "GO:0019740"| grep -v "GO:0022414"| grep -v "GO:0022610"| grep -v "GO:0023052"| grep -v "GO:0032502"| grep -v "GO:0040011"| grep -v "GO:0050896"| grep -v "GO:0051179"| grep -v "GO:0051704"| grep -v "GO:0065007"| grep -v "GO:0071840"| grep -v "GO:0098754" > /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended_no12.txt 
# Genes	GO	GO branch  
pfkA	GO:0016053	P
pfkB	GO:0016053	P
pgi	GO:0016053	P
pgk	GO:0016053	P
pheA	GO:0016053	P
proA	GO:0016053	P
proB	GO:0016053	P
proC	GO:0016053	P
pta	GO:0016053	P
purU	GO:0016053	P
puuA	GO:0016053	P
pykA	GO:0016053	P
pykF	GO:0016053	P
rpiR	GO:0016053	P
selA	GO:0016053	P
selD	GO:0016053	P
serA	GO:0016053	P
serB	GO:0016053	P
serC	GO:0016053	P
serS	GO:0016053	P
tdh	GO:0016053	P
thrA	GO:0016053	P
thrB	GO:0016053	P
thrC	GO:0016053	P
tpiA	GO:0016053	P
trpA	GO:0016053	P
trpB	GO:0016053	P
trpC	GO:0016053	P
trpD	GO:0016053	P
trpE	GO:0016053	P
trpGD	GO:0016053	P
tyrA	GO:0016053	P
tyrB	GO:0016053	P
wcaB	GO:0016053	P
ydiB	GO:0016053	P
yfhH	GO:0016053	P
ygfA	GO:0016053	P
yhfS	GO:0016053	P
yieE	GO:0016053	P
ynfK	GO:0016053	P
abgA	GO:0016054	P
abgB	GO:0016054	P
acnB	GO:0016054	P
acs	GO:0016054	P
adiA	GO:0016054	P
agaI	GO:0016054	P
ansA	GO:0016054	P
ansB	GO:0016054	P
arcC	GO:0016054	P
asnB	GO:0016054	P
astB	GO:0016054	P
astC	GO:0016054	P
atoB	GO:0016054	P
cadA	GO:0016054	P
caiD	GO:0016054	P
dadA	GO:0016054	P
dcyD	GO:0016054	P
decR	GO:0016054	P
dgoA	GO:0016054	P
dgoD	GO:0016054	P
dgoK	GO:0016054	P
dsdA	GO:0016054	P
edd	GO:0016054	P
fadA	GO:0016054	P
fadB	GO:0016054	P
fadD	GO:0016054	P
fadE	GO:0016054	P
fadH	GO:0016054	P
fadI	GO:0016054	P
fadJ	GO:0016054	P
fadM	GO:0016054	P
fixB	GO:0016054	P
frlA	GO:0016054	P
gabD	GO:0016054	P
gabT	GO:0016054	P
gadA	GO:0016054	P
gadB	GO:0016054	P
garD	GO:0016054	P
garK	GO:0016054	P
garL	GO:0016054	P
garR	GO:0016054	P
gcl	GO:0016054	P
gcvH	GO:0016054	P
gcvP	GO:0016054	P
gcvT	GO:0016054	P
ghrB	GO:0016054	P
glcB	GO:0016054	P
glcD	GO:0016054	P
glcE	GO:0016054	P
glcF	GO:0016054	P
glsA	GO:0016054	P
glsA1	GO:0016054	P
glsA2	GO:0016054	P
glsB	GO:0016054	P
glxK	GO:0016054	P
glxR	GO:0016054	P
glyA	GO:0016054	P
gnd	GO:0016054	P
gntK	GO:0016054	P
grcA	GO:0016054	P
gudD	GO:0016054	P
hcaB	GO:0016054	P
hcaC	GO:0016054	P
hcaD	GO:0016054	P
hcaE	GO:0016054	P
hcaF	GO:0016054	P
hdhA	GO:0016054	P
hinT	GO:0016054	P
idnD	GO:0016054	P
idnK	GO:0016054	P
idnO	GO:0016054	P
kdgK	GO:0016054	P
kduD	GO:0016054	P
kduI	GO:0016054	P
ldcC	GO:0016054	P
lgoD	GO:0016054	P
lgoR	GO:0016054	P
lpd	GO:0016054	P
lrp	GO:0016054	P
ltaE	GO:0016054	P
metC	GO:0016054	P
mhpA	GO:0016054	P
mhpB	GO:0016054	P
mhpC	GO:0016054	P
nadC	GO:0016054	P
nagA	GO:0016054	P
nagB	GO:0016054	P
nanA	GO:0016054	P
nanE	GO:0016054	P
nanK	GO:0016054	P
oxc	GO:0016054	P
paaA	GO:0016054	P
paaB	GO:0016054	P
paaC	GO:0016054	P
paaD	GO:0016054	P
paaE	GO:0016054	P
paaF	GO:0016054	P
paaG	GO:0016054	P
paaH	GO:0016054	P
paaJ	GO:0016054	P
paaK	GO:0016054	P
paaX	GO:0016054	P
paaZ	GO:0016054	P
pflB	GO:0016054	P
poxB	GO:0016054	P
prpB	GO:0016054	P
pta	GO:0016054	P
putA	GO:0016054	P
puuE	GO:0016054	P
rhmD	GO:0016054	P
sad	GO:0016054	P
scpB	GO:0016054	P
sdaA	GO:0016054	P
sdaB	GO:0016054	P
speA	GO:0016054	P
ssuD	GO:0016054	P
ssuE	GO:0016054	P
tdcB	GO:0016054	P
tdcD	GO:0016054	P
tdcE	GO:0016054	P
tdcG	GO:0016054	P
tdh	GO:0016054	P
tesB	GO:0016054	P
tnaA	GO:0016054	P
uidA	GO:0016054	P
ulaD	GO:0016054	P
ulaG	GO:0016054	P
uxaA	GO:0016054	P
uxaB	GO:0016054	P
uxaC	GO:0016054	P
uxuA	GO:0016054	P
uxuB	GO:0016054	P
yagE	GO:0016054	P
yagF	GO:0016054	P
yahI	GO:0016054	P
ybcF	GO:0016054	P
ydiR	GO:0016054	P
yfcF	GO:0016054	P
ygeX	GO:0016054	P
yhaM	GO:0016054	P
yhaO	GO:0016054	P
yibF	GO:0016054	P
yidR	GO:0016054	P
yieK	GO:0016054	P
yihQ	GO:0016054	P
yihR	GO:0016054	P
yihS	GO:0016054	P
yihT	GO:0016054	P
yihU	GO:0016054	P
yihV	GO:0016054	P
yjhG	GO:0016054	P
yjhH	GO:0016054	P
ykgF	GO:0016054	P
yqeA	GO:0016054	P
yqeF	GO:0016054	P
aaeR	GO:0016070	P
abgR	GO:0016070	P
acrR	GO:0016070	P
adk	GO:0016070	P
alaS	GO:0016070	P
alkB	GO:0016070	P
argS	GO:0016070	P
arsR	GO:0016070	P
ascG	GO:0016070	P
asnS	GO:0016070	P
aspS	GO:0016070	P
baeR	GO:0016070	P
bolA	GO:0016070	P
caiF	GO:0016070	P
cas3	GO:0016070	P
casE	GO:0016070	P
cca	GO:0016070	P
cecR	GO:0016070	P
chpB	GO:0016070	P
cmoA	GO:0016070	P
cmoB	GO:0016070	P
cmoM	GO:0016070	P
cnu	GO:0016070	P
crp	GO:0016070	P
cspA	GO:0016070	P
csrD	GO:0016070	P
cueR	GO:0016070	P
cysB	GO:0016070	P
cysS	GO:0016070	P
dbpA	GO:0016070	P
dcuR	GO:0016070	P
deaD	GO:0016070	P
decR	GO:0016070	P
dhaR	GO:0016070	P
dicA	GO:0016070	P
dicC	GO:0016070	P
dinJ	GO:0016070	P
dmlR	GO:0016070	P
dnaG	GO:0016070	P
dsdC	GO:0016070	P
dtd	GO:0016070	P
dusC	GO:0016070	P
epmA	GO:0016070	P
eutR	GO:0016070	P
feoC	GO:0016070	P
fhlA	GO:0016070	P
flhC	GO:0016070	P
flhD	GO:0016070	P
fmt	GO:0016070	P
frlR	GO:0016070	P
frvR	GO:0016070	P
gadW	GO:0016070	P
gadX	GO:0016070	P
galR	GO:0016070	P
gcvA	GO:0016070	P
gcvR	GO:0016070	P
ghoS	GO:0016070	P
glnS	GO:0016070	P
glrR	GO:0016070	P
gltX	GO:0016070	P
gluQ	GO:0016070	P
glyS	GO:0016070	P
greA	GO:0016070	P
greB	GO:0016070	P
gyrA	GO:0016070	P
gyrB	GO:0016070	P
hicA	GO:0016070	P
hicB	GO:0016070	P
higB	GO:0016070	P
hipB	GO:0016070	P
hisS	GO:0016070	P
hprR	GO:0016070	P
hrpA	GO:0016070	P
hupA	GO:0016070	P
hupB	GO:0016070	P
hyfR	GO:0016070	P
hypT	GO:0016070	P
ihfA	GO:0016070	P
ihfB	GO:0016070	P
ileS	GO:0016070	P
iscS	GO:0016070	P
lasT	GO:0016070	P
leuS	GO:0016070	P
lexA	GO:0016070	P
lhr	GO:0016070	P
lrhA	GO:0016070	P
lsrR	GO:0016070	P
lysS	GO:0016070	P
lysU	GO:0016070	P
mazF	GO:0016070	P
metG	GO:0016070	P
miaA	GO:0016070	P
miaB	GO:0016070	P
mlc	GO:0016070	P
mnmA	GO:0016070	P
mnmC	GO:0016070	P
mnmE	GO:0016070	P
mnmG	GO:0016070	P
mprA	GO:0016070	P
mqsR	GO:0016070	P
nanR	GO:0016070	P
nusG	GO:0016070	P
orn	GO:0016070	P
paaX	GO:0016070	P
pcnB	GO:0016070	P
pepA	GO:0016070	P
perR	GO:0016070	P
pgrR	GO:0016070	P
pheS	GO:0016070	P
pheT	GO:0016070	P
pnp	GO:0016070	P
proS	GO:0016070	P
psuG	GO:0016070	P
puuR	GO:0016070	P
qseB	GO:0016070	P
queA	GO:0016070	P
radD	GO:0016070	P
rapZ	GO:0016070	P
rbfA	GO:0016070	P
rbn	GO:0016070	P
rcdA	GO:0016070	P
rclR	GO:0016070	P
rcsA	GO:0016070	P
rcsB	GO:0016070	P
recG	GO:0016070	P
relB	GO:0016070	P
relE	GO:0016070	P
rfaH	GO:0016070	P
rhaR	GO:0016070	P
rhlB	GO:0016070	P
rhlE	GO:0016070	P
rho	GO:0016070	P
rimM	GO:0016070	P
rlmA	GO:0016070	P
rlmB	GO:0016070	P
rlmC	GO:0016070	P
rlmD	GO:0016070	P
rlmE	GO:0016070	P
rlmF	GO:0016070	P
rlmG	GO:0016070	P
rlmH	GO:0016070	P
rlmI	GO:0016070	P
rlmJ	GO:0016070	P
rlmL	GO:0016070	P
rlmM	GO:0016070	P
rlmN	GO:0016070	P
rluA	GO:0016070	P
rluB	GO:0016070	P
rluC	GO:0016070	P
rluD	GO:0016070	P
rluE	GO:0016070	P
rluF	GO:0016070	P
rna	GO:0016070	P
rnb	GO:0016070	P
rnc	GO:0016070	P
rnd	GO:0016070	P
rne	GO:0016070	P
rng	GO:0016070	P
rnhA	GO:0016070	P
rnhB	GO:0016070	P
rnlA	GO:0016070	P
rnpA	GO:0016070	P
rnr	GO:0016070	P
rnt	GO:0016070	P
rph	GO:0016070	P
rplA	GO:0016070	P
rpoA	GO:0016070	P
rpoH	GO:0016070	P
rpoS	GO:0016070	P
rppH	GO:0016070	P
rpsI	GO:0016070	P
rpsK	GO:0016070	P
rpsL	GO:0016070	P
rpsO	GO:0016070	P
rraA	GO:0016070	P
rraB	GO:0016070	P
rsmA	GO:0016070	P
rsmB	GO:0016070	P
rsmC	GO:0016070	P
rsmD	GO:0016070	P
rsmE	GO:0016070	P
rsmF	GO:0016070	P
rsmG	GO:0016070	P
rsmH	GO:0016070	P
rsmI	GO:0016070	P
rsmJ	GO:0016070	P
rsuA	GO:0016070	P
rtcB	GO:0016070	P
selA	GO:0016070	P
selD	GO:0016070	P
selU	GO:0016070	P
serS	GO:0016070	P
sfsB	GO:0016070	P
sgcR	GO:0016070	P
srmB	GO:0016070	P
stpA	GO:0016070	P
symE	GO:0016070	P
tadA	GO:0016070	P
tatD	GO:0016070	P
tcdA	GO:0016070	P
tgt	GO:0016070	P
thiI	GO:0016070	P
thrS	GO:0016070	P
tilS	GO:0016070	P
tmcA	GO:0016070	P
trmA	GO:0016070	P
trmB	GO:0016070	P
trmD	GO:0016070	P
trmH	GO:0016070	P
trmI	GO:0016070	P
trmJ	GO:0016070	P
trmL	GO:0016070	P
trmO	GO:0016070	P
trpS	GO:0016070	P
truA	GO:0016070	P
truB	GO:0016070	P
truC	GO:0016070	P
truD	GO:0016070	P
tsaB	GO:0016070	P
tsaC	GO:0016070	P
tsaD	GO:0016070	P
tsaE	GO:0016070	P
ttcA	GO:0016070	P
ttdR	GO:0016070	P
tusA	GO:0016070	P
tusB	GO:0016070	P
tusC	GO:0016070	P
tusD	GO:0016070	P
tusE	GO:0016070	P
tyrS	GO:0016070	P
uidR	GO:0016070	P
ulaR	GO:0016070	P
uxuR	GO:0016070	P
valS	GO:0016070	P
yafC	GO:0016070	P
yafO	GO:0016070	P
yafQ	GO:0016070	P
yagI	GO:0016070	P
yahB	GO:0016070	P
yaiV	GO:0016070	P
yaiW	GO:0016070	P
ybaQ	GO:0016070	P
ybeF	GO:0016070	P
ybeY	GO:0016070	P
ybhD	GO:0016070	P
ycaN	GO:0016070	P
yciT	GO:0016070	P
yciV	GO:0016070	P
ycjW	GO:0016070	P
ydcI	GO:0016070	P
ydcR	GO:0016070	P
yddM	GO:0016070	P
ydeO	GO:0016070	P
ydfH	GO:0016070	P
ydiP	GO:0016070	P
ydiZ	GO:0016070	P
yebK	GO:0016070	P
yeeY	GO:0016070	P
yeiE	GO:0016070	P
yeiL	GO:0016070	P
yfaX	GO:0016070	P
yfeR	GO:0016070	P
yfhH	GO:0016070	P
yfiC	GO:0016070	P
yfiE	GO:0016070	P
yfiF	GO:0016070	P
ygbI	GO:0016070	P
ygeV	GO:0016070	P
ygfI	GO:0016070	P
yghO	GO:0016070	P
ygjH	GO:0016070	P
yhaJ	GO:0016070	P
yhaV	GO:0016070	P
yhbY	GO:0016070	P
yhjB	GO:0016070	P
yhjC	GO:0016070	P
yiaU	GO:0016070	P
yidL	GO:0016070	P
yidP	GO:0016070	P
yidZ	GO:0016070	P
yihL	GO:0016070	P
yihW	GO:0016070	P
yijO	GO:0016070	P
yjhI	GO:0016070	P
yjiR	GO:0016070	P
yjtD	GO:0016070	P
ykgA	GO:0016070	P
ymfK	GO:0016070	P
yneJ	GO:0016070	P
yoeB	GO:0016070	P
yqgF	GO:0016070	P
yqhC	GO:0016070	P
zraR	GO:0016070	P
zur	GO:0016070	P
hicA	GO:0016071	P
hrpA	GO:0016071	P
mazF	GO:0016071	P
pcnB	GO:0016071	P
relE	GO:0016071	P
rne	GO:0016071	P
rnlA	GO:0016071	P
rnr	GO:0016071	P
rppH	GO:0016071	P
rpsO	GO:0016071	P
rraB	GO:0016071	P
symE	GO:0016071	P
truB	GO:0016071	P
yafQ	GO:0016071	P
yoeB	GO:0016071	P
mazF	GO:0016072	P
rbfA	GO:0016072	P
rimM	GO:0016072	P
rlmA	GO:0016072	P
rlmB	GO:0016072	P
rlmC	GO:0016072	P
rlmD	GO:0016072	P
rlmE	GO:0016072	P
rlmF	GO:0016072	P
rlmG	GO:0016072	P
rlmH	GO:0016072	P
rlmI	GO:0016072	P
rlmJ	GO:0016072	P
rlmL	GO:0016072	P
rlmM	GO:0016072	P
rlmN	GO:0016072	P
rluA	GO:0016072	P
rluB	GO:0016072	P
rluC	GO:0016072	P
rluD	GO:0016072	P
rluE	GO:0016072	P
rluF	GO:0016072	P
rne	GO:0016072	P
rng	GO:0016072	P
rph	GO:0016072	P
rplA	GO:0016072	P
rpsI	GO:0016072	P
rpsK	GO:0016072	P
rsmA	GO:0016072	P
rsmB	GO:0016072	P
rsmC	GO:0016072	P
rsmD	GO:0016072	P
rsmE	GO:0016072	P
rsmF	GO:0016072	P
rsmG	GO:0016072	P
rsmH	GO:0016072	P
rsmI	GO:0016072	P
rsmJ	GO:0016072	P
rsuA	GO:0016072	P
tmcA	GO:0016072	P
ybeY	GO:0016072	P
yfiF	GO:0016072	P
yhbY	GO:0016072	P
yqgF	GO:0016072	P
mazF	GO:0016075	P
rph	GO:0016075	P
rnb	GO:0016078	P
ispB	GO:0016093	P
ispU	GO:0016093	P
ispB	GO:0016094	P
ispU	GO:0016094	P
ispA	GO:0016114	P
uidA	GO:0016137	P
uidA	GO:0016139	P
csdE	GO:0016226	P
cyaY	GO:0016226	P
erpA	GO:0016226	P
fdx	GO:0016226	P
fpr	GO:0016226	P
iscA	GO:0016226	P
iscS	GO:0016226	P
iscU	GO:0016226	P
iscX	GO:0016226	P
mrp	GO:0016226	P
nfuA	GO:0016226	P
sufA	GO:0016226	P
sufB	GO:0016226	P
sufC	GO:0016226	P
sufD	GO:0016226	P
sufS	GO:0016226	P
ygfZ	GO:0016226	P
ytfE	GO:0016226	P
selA	GO:0016259	P
selB	GO:0016259	P
selD	GO:0016259	P
serS	GO:0016259	P
selA	GO:0016260	P
selD	GO:0016260	P
serS	GO:0016260	P
aceK	GO:0016310	P
adk	GO:0016310	P
alsK	GO:0016310	P
araB	GO:0016310	P
arcB	GO:0016310	P
argK	GO:0016310	P
ascF	GO:0016310	P
atoS	GO:0016310	P
baeS	GO:0016310	P
barA	GO:0016310	P
basS	GO:0016310	P
bglF	GO:0016310	P
cheA	GO:0016310	P
cmk	GO:0016310	P
cpxA	GO:0016310	P
cra	GO:0016310	P
creC	GO:0016310	P
cusS	GO:0016310	P
cysC	GO:0016310	P
dcuS	GO:0016310	P
dgcE	GO:0016310	P
dgcM	GO:0016310	P
dgoK	GO:0016310	P
dosP	GO:0016310	P
dpiB	GO:0016310	P
eno	GO:0016310	P
envZ	GO:0016310	P
era	GO:0016310	P
etk	GO:0016310	P
evgS	GO:0016310	P
fbaA	GO:0016310	P
fepE	GO:0016310	P
fruA	GO:0016310	P
fruB	GO:0016310	P
fruK	GO:0016310	P
fucK	GO:0016310	P
galT	GO:0016310	P
gapA	GO:0016310	P
glk	GO:0016310	P
glmM	GO:0016310	P
glnL	GO:0016310	P
glpK	GO:0016310	P
glrK	GO:0016310	P
glvB	GO:0016310	P
gntK	GO:0016310	P
gpmA	GO:0016310	P
hexR	GO:0016310	P
hflX	GO:0016310	P
hipA	GO:0016310	P
hldE	GO:0016310	P
hprS	GO:0016310	P
idnK	GO:0016310	P
kdgK	GO:0016310	P
kdpD	GO:0016310	P
lyxK	GO:0016310	P
mak	GO:0016310	P
mdh	GO:0016310	P
mtlA	GO:0016310	P
murP	GO:0016310	P
murR	GO:0016310	P
nagE	GO:0016310	P
nagK	GO:0016310	P
nanK	GO:0016310	P
narQ	GO:0016310	P
narX	GO:0016310	P
npr	GO:0016310	P
pdxY	GO:0016310	P
pfkA	GO:0016310	P
pfkB	GO:0016310	P
pgi	GO:0016310	P
pgk	GO:0016310	P
phnN	GO:0016310	P
phoQ	GO:0016310	P
phoR	GO:0016310	P
ppk	GO:0016310	P
ppsR	GO:0016310	P
ptsG	GO:0016310	P
ptsH	GO:0016310	P
ptsI	GO:0016310	P
ptsP	GO:0016310	P
purT	GO:0016310	P
pykA	GO:0016310	P
pykF	GO:0016310	P
pyrH	GO:0016310	P
qseC	GO:0016310	P
rbsK	GO:0016310	P
rcsC	GO:0016310	P
rcsD	GO:0016310	P
rfaE	GO:0016310	P
rhaB	GO:0016310	P
rpiR	GO:0016310	P
rstB	GO:0016310	P
sgcB	GO:0016310	P
srkA	GO:0016310	P
sucD	GO:0016310	P
thiD	GO:0016310	P
tmk	GO:0016310	P
torS	GO:0016310	P
tpiA	GO:0016310	P
treB	GO:0016310	P
uhpB	GO:0016310	P
uspG	GO:0016310	P
waaY	GO:0016310	P
wzc	GO:0016310	P
wzzB	GO:0016310	P
wzzE	GO:0016310	P
xylB	GO:0016310	P
yadI	GO:0016310	P
ydjH	GO:0016310	P
yeaG	GO:0016310	P
yegS	GO:0016310	P
yegV	GO:0016310	P
yehU	GO:0016310	P
yfhH	GO:0016310	P
yihV	GO:0016310	P
ypdA	GO:0016310	P
zraS	GO:0016310	P
aceK	GO:0016311	P
agp	GO:0016311	P
ais	GO:0016311	P
apaH	GO:0016311	P
aphA	GO:0016311	P
appA	GO:0016311	P
bacA	GO:0016311	P
cheZ	GO:0016311	P
cobC	GO:0016311	P
cof	GO:0016311	P
cpdB	GO:0016311	P
cysQ	GO:0016311	P
envZ	GO:0016311	P
etp	GO:0016311	P
fbp	GO:0016311	P
glnL	GO:0016311	P
glpX	GO:0016311	P
gmhB	GO:0016311	P
gph	GO:0016311	P
hisB	GO:0016311	P
hxpA	GO:0016311	P
hxpB	GO:0016311	P
kdsC	GO:0016311	P
narX	GO:0016311	P
otsA	GO:0016311	P
otsB	GO:0016311	P
pgpA	GO:0016311	P
pgpB	GO:0016311	P
pgpC	GO:0016311	P
phoA	GO:0016311	P
phoQ	GO:0016311	P
phoR	GO:0016311	P
pphA	GO:0016311	P
pphB	GO:0016311	P
serB	GO:0016311	P
sixA	GO:0016311	P
suhB	GO:0016311	P
surE	GO:0016311	P
torS	GO:0016311	P
uhpB	GO:0016311	P
umpG	GO:0016311	P
umpH	GO:0016311	P
ushA	GO:0016311	P
wzb	GO:0016311	P
ybhA	GO:0016311	P
ybiV	GO:0016311	P
ybjI	GO:0016311	P
yciV	GO:0016311	P
yedP	GO:0016311	P
yfbR	GO:0016311	P
yfdR	GO:0016311	P
yggF	GO:0016311	P
yidA	GO:0016311	P
yieH	GO:0016311	P
yigB	GO:0016311	P
yigL	GO:0016311	P
yihX	GO:0016311	P
yjjG	GO:0016311	P
ynbD	GO:0016311	P
yqaB	GO:0016311	P
yrfG	GO:0016311	P
hns	GO:0016458	P
stpA	GO:0016458	P
malE	GO:0016477	P
hyaD	GO:0016485	P
hybD	GO:0016485	P
hycI	GO:0016485	P
iaaA	GO:0016485	P
lepB	GO:0016485	P
panD	GO:0016485	P
panZ	GO:0016485	P
prlC	GO:0016485	P
sppA	GO:0016485	P
iaaA	GO:0016540	P
panD	GO:0016540	P
tadA	GO:0016553	P
truB	GO:0016556	P
elaD	GO:0016579	P
dacB	GO:0016998	P
aceK	GO:0016999	P
ackA	GO:0016999	P
acnA	GO:0016999	P
acnB	GO:0016999	P
acs	GO:0016999	P
adhE	GO:0016999	P
agaI	GO:0016999	P
aspA	GO:0016999	P
cof	GO:0016999	P
dcuC	GO:0016999	P
entB	GO:0016999	P
entC	GO:0016999	P
fdhF	GO:0016999	P
fdnG	GO:0016999	P
fdnH	GO:0016999	P
fdnI	GO:0016999	P
fdoG	GO:0016999	P
fdoH	GO:0016999	P
fdoI	GO:0016999	P
fdrA	GO:0016999	P
frmA	GO:0016999	P
frmB	GO:0016999	P
fumA	GO:0016999	P
fumB	GO:0016999	P
fumC	GO:0016999	P
hcaB	GO:0016999	P
hcaC	GO:0016999	P
hcaD	GO:0016999	P
hcaE	GO:0016999	P
hcaF	GO:0016999	P
katE	GO:0016999	P
katG	GO:0016999	P
ldhA	GO:0016999	P
mdh	GO:0016999	P
nagA	GO:0016999	P
nagB	GO:0016999	P
nanA	GO:0016999	P
nanE	GO:0016999	P
nanK	GO:0016999	P
ppc	GO:0016999	P
prpB	GO:0016999	P
prpC	GO:0016999	P
prpD	GO:0016999	P
pta	GO:0016999	P
scpC	GO:0016999	P
sdhA	GO:0016999	P
sucA	GO:0016999	P
sucB	GO:0016999	P
sucC	GO:0016999	P
sucD	GO:0016999	P
tdcE	GO:0016999	P
trpGD	GO:0016999	P
yahF	GO:0016999	P
ybhJ	GO:0016999	P
yeiG	GO:0016999	P
yieK	GO:0016999	P
ackA	GO:0017000	P
adhE	GO:0017000	P
entB	GO:0017000	P
entC	GO:0017000	P
pta	GO:0017000	P
trpGD	GO:0017000	P
acnB	GO:0017001	P
acs	GO:0017001	P
agaI	GO:0017001	P
cof	GO:0017001	P
frmA	GO:0017001	P
hcaB	GO:0017001	P
hcaC	GO:0017001	P
hcaD	GO:0017001	P
hcaE	GO:0017001	P
hcaF	GO:0017001	P
katE	GO:0017001	P
katG	GO:0017001	P
nagA	GO:0017001	P
nagB	GO:0017001	P
nanA	GO:0017001	P
nanE	GO:0017001	P
nanK	GO:0017001	P
prpB	GO:0017001	P
pta	GO:0017001	P
yeiG	GO:0017001	P
yieK	GO:0017001	P
ccmC	GO:0017003	P
ccmE	GO:0017003	P
ccmF	GO:0017003	P
nrfE	GO:0017003	P
nrfF	GO:0017003	P
nrfG	GO:0017003	P
ccmE	GO:0017004	P
ccmF	GO:0017004	P
ccmG	GO:0017004	P
ccmH	GO:0017004	P
dsbD	GO:0017004	P
nrfE	GO:0017004	P
nrfF	GO:0017004	P
nrfG	GO:0017004	P
sdhC	GO:0017004	P
sdhD	GO:0017004	P
ypjD	GO:0017004	P
ccmC	GO:0017006	P
ccmE	GO:0017006	P
ccmF	GO:0017006	P
nrfE	GO:0017006	P
nrfF	GO:0017006	P
nrfG	GO:0017006	P
ftp	GO:0017013	P
sdhE	GO:0017013	P
tolA	GO:0017038	P
tolB	GO:0017038	P
tolQ	GO:0017038	P
abgA	GO:0017144	P
abgB	GO:0017144	P
aceK	GO:0017144	P
ackA	GO:0017144	P
acnA	GO:0017144	P
acnB	GO:0017144	P
acs	GO:0017144	P
add	GO:0017144	P
adhE	GO:0017144	P
agaI	GO:0017144	P
allB	GO:0017144	P
allC	GO:0017144	P
allD	GO:0017144	P
appA	GO:0017144	P
aroD	GO:0017144	P
asnB	GO:0017144	P
aspA	GO:0017144	P
aspC	GO:0017144	P
astC	GO:0017144	P
atoB	GO:0017144	P
atpA	GO:0017144	P
atpB	GO:0017144	P
atpC	GO:0017144	P
atpE	GO:0017144	P
bioA	GO:0017144	P
bioB	GO:0017144	P
bioC	GO:0017144	P
bioD	GO:0017144	P
bioD1	GO:0017144	P
bioD2	GO:0017144	P
bioF	GO:0017144	P
bioH	GO:0017144	P
birA	GO:0017144	P
btuR	GO:0017144	P
cobC	GO:0017144	P
cobS	GO:0017144	P
cobT	GO:0017144	P
cobU	GO:0017144	P
cof	GO:0017144	P
cptB	GO:0017144	P
cra	GO:0017144	P
dcuC	GO:0017144	P
dsdA	GO:0017144	P
dxs	GO:0017144	P
eno	GO:0017144	P
entB	GO:0017144	P
entC	GO:0017144	P
epd	GO:0017144	P
fabG	GO:0017144	P
fabI	GO:0017144	P
fbaA	GO:0017144	P
fdhF	GO:0017144	P
fdnG	GO:0017144	P
fdnH	GO:0017144	P
fdnI	GO:0017144	P
fdoG	GO:0017144	P
fdoH	GO:0017144	P
fdoI	GO:0017144	P
fdrA	GO:0017144	P
folA	GO:0017144	P
folC	GO:0017144	P
folE	GO:0017144	P
folM	GO:0017144	P
folP	GO:0017144	P
frmA	GO:0017144	P
frmB	GO:0017144	P
fumA	GO:0017144	P
fumB	GO:0017144	P
fumC	GO:0017144	P
gapA	GO:0017144	P
garK	GO:0017144	P
garL	GO:0017144	P
garR	GO:0017144	P
gcl	GO:0017144	P
gcvH	GO:0017144	P
gcvP	GO:0017144	P
gcvT	GO:0017144	P
glcD	GO:0017144	P
glcE	GO:0017144	P
glcF	GO:0017144	P
glk	GO:0017144	P
glxK	GO:0017144	P
glxR	GO:0017144	P
glyA	GO:0017144	P
gpmA	GO:0017144	P
gudD	GO:0017144	P
hcaB	GO:0017144	P
hcaC	GO:0017144	P
hcaD	GO:0017144	P
hcaE	GO:0017144	P
hcaF	GO:0017144	P
hcp	GO:0017144	P
hexR	GO:0017144	P
hmp	GO:0017144	P
hycB	GO:0017144	P
hyfA	GO:0017144	P
katE	GO:0017144	P
katG	GO:0017144	P
ldhA	GO:0017144	P
lpd	GO:0017144	P
ltaE	GO:0017144	P
luxS	GO:0017144	P
mdh	GO:0017144	P
metB	GO:0017144	P
metK	GO:0017144	P
mioC	GO:0017144	P
mtn	GO:0017144	P
mtnN	GO:0017144	P
murR	GO:0017144	P
nadA	GO:0017144	P
nadC	GO:0017144	P
nagA	GO:0017144	P
nagB	GO:0017144	P
nanA	GO:0017144	P
nanE	GO:0017144	P
nanK	GO:0017144	P
nemA	GO:0017144	P
norV	GO:0017144	P
norW	GO:0017144	P
nudB	GO:0017144	P
pabA	GO:0017144	P
pabB	GO:0017144	P
pdeK	GO:0017144	P
pdxA	GO:0017144	P
pdxB	GO:0017144	P
pdxH	GO:0017144	P
pdxJ	GO:0017144	P
pdxK	GO:0017144	P
pdxY	GO:0017144	P
pfkA	GO:0017144	P
