#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sapD//fhuD//ybiT//ygcW//
GO_0016053_5	hrsA//uvrA//fucO//ribA//menF//casE//xdhB//gph//rluD//pabA//umuD//gapA//ulaR//rluB//rcnR//kduD//arnB//yihQ//yedX//lipB//priB//cheR//sgcX//adiY//murG//yqeA//rlmC//arfA//rzoR//atpE//ldcA//prmA//yeeL//yjjX//cysG//yeeJ//hflC//trpL//gltI//ygfI//mdtK//grxD//dsbG//potE//deoR//yjhB//ubiB//ihfB//deoD//ulaD//mdtB//tatE//dacB//ade//ribC//ycbV//mltC//ahpC//melR//nhaA//gapA//ytfE//gloB//ydhJ//aceK//yebQ//ldtA//coaD//ycfH//ugpE//ycgR//citT//htrE//wcaB//sapD//ubiF//lptC//feoB//dinI//lyxK//tnaB//abgR//prpC//aes//hinT//thrA//rhaB//trpR//narH//rpnC//lasT//rrrQ//psuG//glpA//oxyR//gshB//cydD//deaD//epd//hemH//leuS//rpnA//yraJ//mrdA//nagC//cas1//narW//lpxL//kduD//gpmM//mscM//wcaJ//rpmC//proW//ykgM//ygeA//ybhR//vsr//uxuR//pgi//nemA//aroE//lolC//trxA//sucC//trmD//pitB//galK//lolA//dnaJ//sfsB//ybjG//ybiX//gpmA//phoB//waaY//panB//ybiI//mrcA//murP//gluQ//ynhG//cstA//frvA//pck//mlaF//nth//pgaC//araG//nanA//ygiB//cbrA//alkA//dkgB//glsB//cyoD//mepA//uvrA//yiaT//yhcD//insB-2//mraY//srmB//galU//cbrC//yjbH//pepN//yhjA//fabZ//alaC//lpxD//rluF//oppA//erfK//artM//tdcA//mutY//xylA//mfd//murB//serS//lptD//yieK//folA//flgG//yehX//sufD//moaA//ybhG//
GO_0016054_5	ppiD//gcvT//yidZ//cpxR//ubiI//zapB//malG//cysM//zapB//fliD//kilR//dam//ilvC//mcrB//yiiE//atpG//tynA//yfcV//gcvH//moaA//gcl//rpiB//insI-2//lolB//clpP//sapB//entC//flgA//fimE//deoC//dgcT//torR//fliT//fadE//hisD//xseA//dcuS//cra//clsA//rhaT//ftsX//rplK//yfdK//cysS//bamC//secG//hipA//cmoB//cpdB//rlpA//eutD//ridA//potD//bipA//acrF//mtfA//msrA//ggt//rlmG//ttdR//tolQ//tauD//thrB//cysA//secA//hybA//phnM//ileS//ptsH//rhaT//cpxA//aroA//mdtA//mdaB//cysP//coaA//rpsB//lsrC//gabP//cyoD//cpxA//tsr//gapA//ybdO//cca//xylA//srlE//ldrB//qseC//bglB//potE//nanC//uxuR//mntH//mzrA//mazF//mlaE//mrr//tdcF//yiaO//hupA//btuR//cusB//aldB//ampD//elfD//aroK//exuT//dpiA//sufD//cpxR//moaB//livH//hdhA//nuoE//ypdF//murC//elaD//yieL//thrA//yoeE//mntH//ugpC//rfbD//chbB//rfbD//nadC//gpmM//murQ//carB//relA//intQ//pgpA//moaD//dam//eptC//mlaF//rnd//ppiA//ydjL//pyrL//lplT//gspI//slt//nemA//glpF//murP//ssuD//ycgR//ascG//yfdG//yjtD//ydiZ//dgcF//tolA//
GO_0016070_6	hsdR//treR//ruvA//hemB//ade//hyfA//leuA//yafO//nupX//murF//ptsN//rffG//ibsC//roxA//yfeW//prs//ybdR//glnA//yfjV//yafQ//thrA//waaH//yiaF//holC//speG//atoS//uraA//upp//recA//ebgR//dnaT//mog//rhaB//cyoD//yddM//caiE//kdpA//paaK//ybhA//bioD2//yajR//hsdM//rlmJ//dam//lysR//ldtC//rlmJ//yheT//pykF//hofC//cnu//speC//umpH//rpmJ//pck//mhpA//ubiF//tar//thiH//cydA//yjbH//fliD//cas3//kdsB//rtcR//yfbS//preT//cof//uspB//rihB//rfbC//zraR//pta//fimF//ygdG//iscR//rluC//dacB//murD//ygfI//ypdI//flgI//baeR//ybcC//pstC//yiaM//rbfA//fhuB//rluB//mglB//nfo//ygeV//agaA//fbp//rzpR//lysR//yehD//nupG//speG//cheZ//yiaM//ppiC//pykF//yqcC//dmlR//glnL//nirB//rluB//rpoE//ldhA//ycgV//dcuB//malS//pncB//opgE//waaG//murF//cysW//accA//ybiX//kilR//ydjK//yjjV//accC//ygfA//fecD//prmC//rhtC//ycfH//trxC//dcuR//purU//abpB//fabG//ulaR//ampD//ppiD//nrfE//secM//cysC//alsB//hemC//cynT//zapC//lasT//kefC//phnI//hslO//yddA//purC//glcC//prpD//insI3//yhdH//iraP//rspB//rclC//tsaC//helD//malF//phnM//paaA//fadL//rsmI//waaY//pgk//yjeI//tdk//yhcN//nirB//elaD//clsC//mltD//ileS//shoB//fabB//paaC//pgpC//rpoE//sdaB//decR//potE//folA//caiD//copA//flgC//slyA//smrA//metK//dmlR//feoC//ldtE//recE//gudD//yfdC//lysU//yibA//yfcV//bioD1//chbR//yhbQ//dam//rclB//hemB//ebgR//lon//gatY//modC//lptE//fucI//glgP//cyoC//cvrA//yebZ//kdgT//acpP//fliK//rcdA//sfsA//htpG//solA//rplL//sspB//yggP//yidR//gabP//yieH//pgrR//smpB//exbB//ycgR//pyrH//pitB//yagJ//fadR//ivbL//thiP//citG//sapD//ssuB//ogt//hdhA//dnaQ//deoA//ibaG//cusB//pdxH//pfkA//fhuB//rnhA//yfeX//bsmA//flgM//gltP//moaC//eamA//yeeJ//mdtD//rpiA//aroB//cadA//ycbV//ubiB//fklB//minD//yfdS//yqiI//ycjU//chbG//yfcR//folC//gltP//ybdZ//fadI//psd//chaC//fliT//yieL//mntP//hda//cheY//prpB//ybiH//ynfL//araH//yeeY//yegV//xseA//hslV//hpt//baeS//clsC//yedF//speC//
GO_0016071_7	rbsC//casE//rutR//rbfA//yfbV//ydjJ//potE//panD//flgI//wzzE//lit//atpE//frlR//ydiF//glnB//
GO_0016072_8	yfiE//hcaR//etp//ribA//ybaO//yiaL//nimT//barA//bsmA//yeeL//ygiW//minC//deaD//tdk//rnhA//purD//ddlB//hyaC//proB//yehZ//torY//slt//patD//phnP//sdaB//yajL//nrfG//yfgI//entH//priC//hemH//mcrA//nsrR//yjbB//yfgJ//allC//phoP//rihA//ppk//malZ//yphD//pgsA//wzzE//rusA//
GO_0016075_8	mukB//ydhC//
GO_0016078_8	hyfC//
GO_0016093_5	glpK//srlA//
GO_0016094_6	cpdA//flgJ//
GO_0016114_6	mfd//
GO_0016137_6	dxr//
GO_0016139_7	dut//
GO_0016226_5	ygiW//bglJ//ycjU//dapB//rcsC//tilS//mntH//yihV//yfcA//potD//ompL//mcbR//frmR//tnaA//dedD//dadA//fruK//nuoF//
GO_0016259_7	yihU//acpS//qorA//elfA//
GO_0016260_8	mltA//mppA//elbB//
GO_0016310_6	ynjA//casC//nupC//yqiI//thiE//yjjB//yqeG//oppC//waaB//uxuA//ykgA//cspC//nuoF//aceB//yqcC//ydhQ//purC//rraA//pntB//thiG//leuA//nupC//atoS//paaB//wzb//ygjK//sdaA//trmH//hemL//mioC//hemB//minC//ffh//kefF//ydeM//sutR//mnmE//cobB//pitB//iscS//agp//intQ//malP//ggt//ligB//abgR//aas//ftsB//sdhA//yjbH//pnuC//nadB//zwf//ilvI//kilR//pliG//borD//hcaF//iscX//pykA//codB//nuoB//nrfA//hofM//exuT//rnd//dxs//ybdM//gnd//asnS//ygiB//ssuD//insI3//yphF//lit//aaeA//recX//opgH//yfdK//chiP//rplC//torS//dinQ//ybaT//gltP//tisB//moaE//rph//bglB//ypjD//nudF//crr//yafO//sdhC//fdhD//osmE//chbC//fdnH//pldB//gdhA//fdoG//yneJ//poxB//gyrA//iclR//glnE//mutY//ychO//yqiI//gmhB//ycdX//betT//yqiG//rcsA//aidB//emrE//yebK//
GO_0016311_6	nimR//mpaA//hisH//tdcA//afuC//treF//envC//murB//cpdA//nadD//purB//abpB//yigB//pabC//yjbG//yihO//ycjW//gshB//ubiX//metH//pflC//trpS//rplW//lspA//lpxD//waaH//codB//yhjB//cysP//maa//yciG//pepT//narJ//ybjL//rluD//ulaR//xseA//yfiR//nupC//lptF//gpmM//frlB//hicB//entD//tadA//bamC//tatD//zapC//dkgB//torR//gpsA//wecE//trkA//ribE//lexA//ftsN//tnaA//pdeK//queA//bglJ//yjjI//
GO_0016458_3	tcdA//rpsS//
GO_0016477_4	raiA//
GO_0016485_6	aceK//plsX//carB//yiaF//lysS//yagG//sbmA//fimI//gpmM//
GO_0016540_7	menC//dadA//
GO_0016553_7	yihT//
GO_0016556_7	rpsR//
GO_0016579_7	rspB//
GO_0016998_5	chbB//
GO_0016999_5	elaB//ydjL//tehA//yehD//ugpE//pagP//yehT//serB//metG//polA//yihV//relB//topB//rna//nuoL//yaiW//ymfA//hyaB//thrS//yghG//kdsC//sucC//dgcJ//tldD//hha//rclA//hokB//folM//frlA//yccS//dppB//ccmH//mdtQ//yecS//gdhA//fdnI//ybiX//pgpC//psuT//cytR//zinT//iscS//surA//mltF//fepD//nupC//potH//bisC//fecD//insI-1//lolD//gcvH//sucD//melR//relE//rpoH//
GO_0017000_5	eutD//ygiW//sdhC//ubiH//crp//arcA//
GO_0017001_5	rpiB//cysQ//crp//artJ//nanE//fliK//pdxY//manA//chbA//wecA//adeD//cusA//mqsA//yjiX//ykgO//crp//yciA//insH-5//allD//zapC//fixC//
GO_0017003_8	ycdX//ypdF//hemL//fiu//chpB//argC//
GO_0017004_7	cobU//ybiA//mprA//secM//ydjE//dbpA//ppsR//dsbD//fdnG//epmB//frdB//
GO_0017006_7	astB//mioC//hscC//dsdC//galP//yghG//
GO_0017013_7	fepD//thrA//
GO_0017038_6	acnB//glyA//fruK//
GO_0017144_4	ybcQ//secF//bioD2//trg//thiE//dhaM//potG//btuE//yjjV//cusA//dgcT//nudF//rihA//ybhJ//hyaC//fryC//sufA//fdnI//caiT//rnt//mrdB//yohC//flgI//speC//ydcR//gudD//intS//phr//mlaC//queF//mrp//yehT//recX//mtnN//ibsC//aroE//mglB//gcvT//hisB//speD//mtnN//purB//ykfM//ydcI//arsC//fdoG//dgcE//ycdY//paoC//rph//hisC//fimD//metR//yedF//idnD//emrY//wecE//ydeM//galM//cysE//cra//aldA//garR//xisE//gppA//acrZ//mnmA//rluF//yebS//aroG//rpsJ//glmU//rpiR//betA//ccmF//pdeD//sfmD//metR//flgF//rsmC//phoA//afuB//sufD//ypjD//kbp//nrdG//def//agaS//ybcF//ymfA//iscX//fimH//yeeY//pcm//clcB//rhaT//yfiR//adeQ//cycA//nadE//metE//gudP//murJ//asnB//garD//mcrB//appY//ccmC//rlmH//yqcG//ghoS//basR//yihL//sfsB//rnr//umuC//deoR//dtpD//aidB//artP//sbmC//xseA//rseB//mnaT//yebK//fur//chbR//sufA//dgcT//yiaT//cvrA//zntA//rng//ydbK//cpdB//ettA//ybdM//glnK//glpT//tdcA//yejA//mdtF//tolB//dcuR//ttdR//glgC//yebG//cadC//rfaG//yagI//hyfA//secY//rutA//hcaB//paaB//yaaJ//mrcB//sohB//yqeA//yfaX//nrdD//tufA//ybhI//ppiA//nagD//lsrR//glnL//cadB//sseA//mazG//uspC//tatD//ykgF//argD//soxS//amiA//relA//hybF//eutD//lsrC//cadB//rpsJ//lysA//rtcR//yabI//artJ//wrbA//thyA//tbpA//casE//srkA//ybgI//kch//yhaC//apaH//yidE//ortT//yneL//araC//
GO_0017148_8	mtlR//ulaE//ybhP//hrpA//hofN//rpmJ//ompA//pgl//nanR//rpsI//yobA//rapZ//ykgO//atpD//gcvT//csrA//rhlE//dsdX//rffC//btuE//glxK//gpsA//wza//pinR//
GO_0017185_8	malE//
GO_0017189_7	ybcQ//
GO_0017198_7	hisQ//
GO_0018011_7	prpB//
GO_0018012_8	zinT//
GO_0018022_6	oppC//
GO_0018023_7	hchA//
GO_0018063_8	dfp//yraH//ybaK//zapD//mepH//
GO_0018065_7	yidZ//yhbY//sugE//erpA//mreD//
GO_0018070_8	gatD//mutY//
GO_0018104_8	srlE//rhaA//yohC//garK//ygbL//rplY//selD//rnpA//
GO_0018105_8	rpmC//yfeD//nadK//
GO_0018106_8	yrdA//fadK//ydcR//yafN//rpsP//sbp//puuP//tdcE//paaB//waaP//yfgO//fadJ//treF//fetA//speG//rhmR//rpmG//trpR//lptA//tus//tolA//yfeD//purN//mglC//guaD//dppC//yfcU//sfmF//macB//
GO_0018108_8	obgE//lipB//ygjH//recE//frr//
GO_0018117_8	glyA//
GO_0018125_6	hslV//
GO_0018126_7	trmD//
GO_0018130_5	ymdB//lldP//yhaC//ravA//yahB//fsr//flgG//flgE//ygjK//ibsC//mdfA//yraK//exbD//ccmH//malQ//mngB//yadI//emrY//dfp//rplF//dmsA//nanE//recF//secF//priB//tcyL//cra//alaA//rssB//hpt//cobU//dacB//grcA//ygfZ//pspF//yeiL//ubiD//ppiC//exuR//alsE//ycjY//ybhR//codA//mraY//cycA//sdaA//gyrB//gph//holC//torI//yrdA//fieF//livH//sohB//afuB//csdE//lgoT//udk//rmuC//lasT//yhhT//cueO//sbcB//ftsK//accA//dcuS//ybcM//cdd//cas2//rhaA//nrfC//yhjA//epd//yheT//thiE//yedX//brnQ//ybhD//ydhC//adeD//kbaY//rnr//cyoB//deoR//ynjA//ilvB//eutK//fhuB//rbn//hemD//uspG//xapB//yhjV//yhaV//upp//guaC//yiiE//cpxR//mog//mdoD//znuB//ybhA//ihfB//rnd//osmF//nadE//tdcB//ilvH//arnB//cheZ//sdaB//lsrK//galU//ydiF//agaW//gntK//yijO//treF//ygiS//rplR//frvA//pdxJ//ratA//pepA//arsR//hisD//der//sanA//yejB//yjbF//yijO//acpP//ykgA//mdtD//malG//ygjR//ndh//insI4//yagE//ydjL//ygfA//ruvB//atpF//sapA//yfcP//ybcJ//cpoB//yidH//fixC//frlR//dapF//trxA//yacG//fixC//rpiR//lsrK//dpiA//emrY//yciE//betA//nanT//htpX//macB//epd//glnA//clsB//pmbA//nusA//yeaG//cdgI//zntA//ybhJ//yhjD//uidA//ssuC//ltaE//agaV//nanA//betI//fryC//hda//yraR//evgA//sdhC//guaC//sdhB//yiiD//tolQ//hypD//hokE//ogrK//yghG//kefB//ydiB//creC//bcr//zinT//allB//glpF//waaU//tsr//lpxT//ybcL//creB//rplC//nfuA//soxR//yiaL//ulaB//rlmI//pdxH//leuO//yddG//apaH//treF//paaJ//uhpA//rplP//wzyE//ibpB//yadK//fabD//trpC//infC//mrcA//moaE//cptB//kdpC//caiF//melB//yiaO//ydfH//acnA//mlaD//lexA//pgm//tgt//hycB//araB//yhcH//hchA//ygiS//dmlR//infB//ycbU//yidL//lpxD//ydeE//yaaU//sdhD//ogrK//araD//aes//dapF//dctR//hyaD//fumB//codB//pdxY//pntA//macB//hycA//tabA//ygbL//paaC//fmt//rclC//barA//phnM//glmM//metR//mepH//narG//hemH//mtn//bglH//fucP//purN//yhaO//yggP//ribB//fabZ//poxB//fbp//dmlR//malY//ais//iaaA//mdaB//yddA//dinB//ybgQ//cirA//menF//pflA//opgG//phr//recD//putP//fabG//btuB//waaZ//citX//yjjX//acpT//bluR//hprS//dsbC//hscA//ftsZ//rpoH//clpX//yegT//nrdR//glcE//mgrB//nuoI//sodA//csgE//cdaR//flgC//atpF//speD//dcuS//recA//betB//bolA//wecB//phnM//dtpB//exuR//rplM//rlmM//caiT//lpxM//araD//phoR//serA//yajR//hycA//gpp//mqsA//recO//insH-5//greB//pphA//yeaE//tehA//pdeF//baeS//aidB//sgcX//ybeY//rfaQ//talB//yfaV//arnT//secE//ldtC//lysU//fhuD//pdxA//intF//cdd//rlmI//hofC//appA//mdtD//yiaA//mcrB//ariR//
GO_0018131_6	ulaG//pspA//
GO_0018160_8	gapA//
GO_0018175_7	gdhA//
GO_0018193_7	ypdF//codB//argI//lldR//amiD//nupG//ybgI//cysE//sapA//truB//yeiG//tdk//ynfE//betI//yafC//shoB//cdh//fhuB//dmlR//yiiD//ycfJ//yraH//basR//insK//waaJ//yjfF//hcaF//pdhR//pdxB//yejF//appC//yehT//zapC//fdx//trpC//fadE//tolA//ascG//yggT//nlpD//ycjD//rsuA//yfiF//secE//mltF//kdpB//proA//tnaB//rapA//icd//leuO//ygcW//ynfK//nadD//cusS//mhpC//tus//rplB//lysU//ypdB//malZ//ybhF//yjjX//prpB//mscK//panD//fliA//alsE//mntP//alkB//lysR//
GO_0018194_8	mrr//cmtA//
GO_0018195_8	yqgB//
GO_0018197_8	ibsB//ydeE//
GO_0018198_8	fdhD//accD//prmA//era//glnQ//hcaR//opgD//maeA//
GO_0018202_8	yjcS//ybjG//narJ//xanQ//ggt//cas2//fhuC//intS//hemD//ybhG//tsaB//sgcC//yggT//frmB//yiiM//rnb//hisG//cpsG//ytfT//rpsB//amiC//nrdF//dppD//araH//yehC//yjaZ//gluQ//rsmB//poxB//
GO_0018205_8	hcp//tdh//ibsD//aroA//yfhH//nfsB//dauA//ydcZ//cadA//uidC//paaB//
GO_0018206_8	rne//
GO_0018208_8	bioD1//tcyL//icd//wecC//hemG//minD//yagG//hokE//
GO_0018209_8	minE//ansB//dapF//ycgB//ptsI//pdxK//fabH//
GO_0018212_8	yjiM//yjjU//dkgA//agaW//yfdO//
GO_0018215_7	abgB//ilvN//
GO_0018246_8	mnmA//
GO_0018247_9	mepA//
GO_0018249_7	rbsC//
GO_0018282_7	rluA//umuC//
GO_0018283_6	bssS//sthA//
GO_0018298_7	yebK//
GO_0018307_7	smrA//
GO_0018315_8	fryC//
GO_0018339_9	clpA//yobA//
GO_0018345_8	secM//
GO_0018364_6	ydcZ//potB//
GO_0018378_9	yjiX//frdC//cheY//
GO_0018393_10	menF//yfcG//
GO_0018394_9	asnA//ynfK//yoaA//
GO_0018410_8	tabA//
GO_0018909_5	phoU//
GO_0018937_4	napD//
GO_0018958_5	puuA//tgt//ybgI//gor//metN//aidB//yciA//fliT//acnB//ytfT//dcuC//
GO_0018960_4	hcaC//
GO_0018962_6	yhgF//ldtD//cusS//fcl//yoaB//
GO_0018973_5	yggP//recB//
GO_0018974_6	rsmC//dnaB//
GO_0019042_6	ubiC//
GO_0019043_6	panD//dacD//mngR//
GO_0019046_6	mntP//ytfP//sufE//
GO_0019048_6	mgtL//ralR//fdoH//pepN//
GO_0019062_5	opgC//
GO_0019068_6	nuoI//adeQ//
GO_0019076_6	ghxQ//cpxP//csdE//potB//
GO_0019184_7	lpxB//prpR//ybiI//pdeD//ftsZ//asnC//yegD//afuB//narX//nei//
GO_0019216_6	hokE//fimC//rfbD//citT//
GO_0019217_7	ydcP//mepS//ygjR//
GO_0019219_6	lnt//yneE//alaS//ybhA//asmA//nudF//cutA//uxaA//nlpE//rutF//ppx//gabP//glyS//hypE//aaeB//slmA//mngA//yiiM//melA//spoT//speE//glnB//hslJ//crl//hlyE//dtd//tldD//nadB//dgcQ//rsgA//dhaM//yoeE//ispF//rpsQ//malS//nhaA//rpsR//mpaA//yjhI//waaF//lpxP//abgR//zapE//paaZ//rcnR//cobS//pyrL//bcsA//ratA//eutD//rpsD//nsrR//yfeX//aaeA//arcC//sfmF//grcA//yqgB//yebS//thiP//yicJ//nikD//ilvC//degS//ycjR//nudF//fumB//cbpM//deoC//solA//entC//phnJ//yjcO//kdsB//tdcE//opgB//raiA//mnaT//emrB//yiaN//ydiO//hldE//tdcD//pflB//mscK//ydaN//cobU//yfaV//msrP//kdsD//feaB//yhcD//katG//apaH//folX//cyoB//fdoH//chpB//yafO//fabR//lpcA//mgtA//rpsQ//dgoA//rplA//yphD//ybjN//frdC//motA//fkpB//dcm//ynbD//yfgJ//galP//intE//asnC//insA-2//hflK//nuoE//yadC//ybjN//ubiC//apt//dmlA//asr//caiD//cysW//apt//ghoT//mscM//yccS//elfG//gabP//cmoB//hisC//recC//ccmD//ligB//kdsA//rsmA//insI4//elbB//bioD2//hisQ//plsX//hyfC//mgrB//arfB//tdcG//acpT//rpsI//tauD//gsiA//sthA//appC//pepN//menC//yadI//trxA//flhC//leuD//bioD//queE//cpdB//talB//kdsB//gmhB//idi//dppB//yggE//yghO//ftsL//gspJ//recG//opgE//gsiD//glvC//yfhM//ydjH//ydfG//insI1//zitB//syd//blc//aceB//rpmG//rep//psuG//rpsP//rpsK//hofO//cspE//apaH//mltG//yihW//gcvT//cpxR//ybbY//ldtA//lamB//hinT//nrdH//yigB//aaeR//ulaE//garR//dmlR//yghB//nagA//rpe//fcl//mnmC//pntA//truD//arnF//waaA//sfmC//ybiX//alkB//folX//kdgR//yadM//metC//vsr//carA//marA//rpoD//preA//cpxR//mobA//ydiO//bamD//fadE//argE//ytfQ//rpoS//lptG//torI//uidR//mtfA//guaA//iraD//yajO//narP//apt//ptrA//yagF//prpD//coaE//tatC//ykgA//yddG//miaA//ycbV//yjfP//sdaB//cusF//nth//vsr//ileS//yedX//argG//clsC//ygeA//prc//mmuM//basS//lnt//lasT//asmA//lysO//ydiB//rplO//melA//manA//rpoH//fruB//coaD//slyD//frdA//stpA//ompG//rssA//hokE//phnJ//treR//ddpX//yebQ//mrp//arsR//yjbH//lpxD//
GO_0019220_7	thiD//suhB//essD//panF//rsmF//umpH//mgrB//rcdA//hybE//aceA//
GO_0019222_4	glsA//dgt//phoU//dfp//ynbD//insA-2//pepT//adiY//yqiG//yggN//glvB//purU//panD//cheW//glyA//crcB//mmuP//sodA//ydiF//nhaB//dicB//fau//pspF//norR//yabI//gcvH//fumB//glnH//xdhB//yigB//galE//bglX//emrK//allC//fabH//pgaD//dcuR//fixC//waaO//cysD//potG//bcsQ//dauA//glyA//araH//ecpR//asmA//lsrR//mnaT//ydjH//gltX//insE-1//gluQ//mdoD//xylA//pdxA//glpF//potF//aroL//sohB//ldrD//yqjA//lpxH//rihA//yehA//yidD//sgrR//menC//ynfK//purF//ypjD//murA//yibA//mdtF//yfdS//ybaK//insI-1//glxK//udp//aroF//yihP//paaH//modB//katE//livJ//wzzE//uxaC//trpC//mocA//ridA//ydhK//rpiA//potG//cydD//miaB//kduD//yciT//yceK//kbaZ//ykgF//abgA//yqaE//pspA//yadM//opgE//hflK//caiD//ebgA//pyrH//lysP//mdtQ//waaS//yfcQ//rbsR//zupT//ulaE//fadD//rimP//lolE//nagZ//artM//rhlB//dtd//nirC//yihW//rimJ//acrF//hprR//pgi//htrE//ycfJ//ispU//rpmG//ccmD//fau//yqaA//yggF//waaS//lepB//intQ//citC//yceK//lptE//yeiG//ybdR//pgaC//yedL//preA//cusB//fruA//lpxB//radA//lpxK//umpH//acrE//phnM//narQ//rutA//gcl//nrdG//gltL//deoB//smrA//elyC//ugpB//cedA//ygiS//sapF//ynfL//katG//ydcM//murB//plsC//dppC//abgB//yhjA//cpxP//hemF//dmsB//dmlR//aes//uxuA//yfeX//cynX//basS//dgcT//wzc//aroG//blc//kdsB//gadA//fimA//fimZ//mgsA//gntU//ldtD//recN//mtfA//basS//csgD//mcrA//nusG//ftsQ//rsmG//yeaE//pepT//tabA//rpoH//hdeD//yaiW//amiB//hemB//bioD1//ynbB//fre//yagI//srlB//ygeV//rihC//ybaL//rsfS//motA//ppsR//dnaE//hypF//ptrA//insB-2//rhtB//ygcO//yggT//fadD//cpsG//nuoF//ibsC//argD//xanQ//miaA//dtpB//emrY//hypA//guaB//wcaJ//lysO//yaiW//plsX//arnB//ycdY//hisM//feoB//potD//fetB//pphA//yaiP//ilvD//amiD//thrB//sohB//phnO//cspD//rimO//nimR//cysC//sgrT//hlyE//dacA//ompR//phoQ//rhaD//fimG//aspS//yjhH//gsiC//cecR//bglA//pgi//yeeA//yhgH//rfaG//oppD//yajR//carB//ulaG//mtfA//ascB//exoX//yaaA//araF//ruvC//serC//pnuC//pyrE//fic//plaP//tag//nadE//pdxK//rpmG//fepG//rpnC//aidB//waaU//hyfA//chbC//rpsO//ptsG//yjjI//hisS//ygbN//fadB//ubiI//ilvM//napF//yoaA//prfC//rseC//csgE//ettA//yidZ//yhdW//opgC//tmcA//ansB//yihO//rutD//waaJ//rpsS//rlmH//pabC//citT//waaU//efp//betA//dmsA//eutD//araD//ynaE//napF//coaA//dsbG//fetA//dgoD//hybO//yfgO//yjjX//gstB//ldhA//glnH//cynX//fiu//metR//ebgR//ybaQ//rpe//fkpA//hybA//ycdY//proA//gltI//ettA//eno//xylF//xanQ//lpxD//casA//cobS//cspD//iaaA//cobC//sgrR//sxy//clcB//
GO_0019242_6	torZ//
GO_0019243_7	fruK//ulaE//slyD//emrB//dsdC//trmI//cueR//cspG//znuC//malY//trmB//nuoL//ptsG//gatZ//yqiJ//ldrD//ugpA//nrdA//uxuR//yeaD//yccA//osmE//carB//cobC//
GO_0019249_6	yfiE//
GO_0019250_7	yebC//
GO_0019262_6	dmsA//fabG//yddL//agaW//tdcA//murR//hupB//
GO_0019264_7	ssuB//
GO_0019272_9	hslU//apt//
GO_0019284_7	fadI//mraY//citT//
GO_0019285_5	aroP//yidC//
GO_0019288_6	kefB//ddlA//htrE//spoT//
GO_0019290_5	ansB//thiQ//nadC//yidD//thiG//sbcC//tonB//patZ//
GO_0019292_8	hisM//
GO_0019294_6	tadA//fucO//asnC//cysI//
GO_0019299_6	nac//tehA//yfbR//glvC//narH//uspE//clsC//
GO_0019301_7	yhiM//ulaF//ftsL//elbB//yajL//aroK//btuR//
GO_0019303_7	sufE//fis//
GO_0019305_7	ybjD//
GO_0019309_7	rplL//
GO_0019313_6	hslJ//frdA//rpsS//
GO_0019314_7	aceF//glnL//amiA//
GO_0019316_8	puuD//ygaZ//fimI//
GO_0019317_7	wcaB//torA//cof//lolD//ldrB//rpsP//
GO_0019318_5	uacT//nupX//kdpD//purR//yihX//ygiV//casB//pheT//mglC//ydcS//yqjI//rbfA//pcnB//yhbS//metQ//lepB//msrP//treC//dctA//ddlB//gntK//modB//argR//mltG//bamB//argC//malP//gutQ//yeeO//aroK//tauA//insI1//dgoA//ybhF//dinG//hdhA//argO//bamD//treF//cysZ//glpT//raiA//cynT//nhaA//flgH//ebgA//
GO_0019319_6	der//speD//rnhA//ddpX//nrfG//hisP//trkG//pnp//nrdB//gatZ//
GO_0019320_6	glxR//ampE//hisS//potI//aroK//cbpM//sodC//tyrB//uidR//clcA//narZ//slt//dctA//btuF//eno//rpsB//yefM//recJ//yifB//preA//phnK//hyfR//hisF//sufC//ortT//folC//mqsA//
GO_0019321_5	rpoH//yfeO//yiaJ//waaJ//yaiV//nlpA//yedX//ybcQ//dcuB//yqiH//yneJ//speE//clsA//ridA//srlA//yahK//ampG//nuoM//nth//truC//yieL//hofC//napD//epmB//nanA//
GO_0019323_6	lplA//envR//abpA//dcm//ynbD//ftsA//lpoA//mcbA//ccmD//ycaN//rcnA//curA//btuR//nusA//astC//iscA//luxS//hycA//
GO_0019324_6	garL//secA//ttdA//thyA//elbB//
GO_0019326_4	bioB//caiT//
GO_0019336_6	phnP//hisH//
GO_0019343_8	ycjY//
GO_0019344_7	yceK//hofQ//ycdX//galT//accC//metB//lsrK//
GO_0019346_7	treB//
GO_0019353_8	flgH//dtpA//prpD//mdfA//
GO_0019354_6	purD//
GO_0019355_8	yjhG//trmH//menD//rhoL//hflD//
GO_0019359_8	rimP//metF//torS//ydjK//ihfB//mliC//glcB//lpxK//insA-1//agaS//yfeW//tamA//ubiE//proW//etp//scpB//mepH//mltB//nadE//lasT//pdeF//pinQ//uxuA//glpC//crl//xanQ//abgA//pyrL//
GO_0019362_6	galP//pstS//gadX//folM//uidA//entA//ybbN//narW//yhcN//bioA//wecE//murB//rpsO//yghW//recA//recN//focB//radA//yfdR//nfuA//lldD//prfA//dxs//flgK//fur//kdpF//gltS//ldtD//aroC//moeA//frr//ycbB//rpiA//fimA//preA//yceD//hemF//glcC//
