#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	artM//ycbU//gcvP//lysU//
GO_0009697_5	speE//
GO_0009698_4	phoB//
GO_0009712_6	ubiE//potC//narL//cvrA//proX//glxR//ymgF//lpxH//iscX//wrbA//
GO_0009713_7	rplQ//lsrK//arcA//glcB//fumC//yoeB//ydiO//sfmH//rpiA//
GO_0009719_3	nrfF//gudD//barA//
GO_0009730_5	dacA//
GO_0009743_5	ybiA//
GO_0009785_5	alkA//
GO_0009850_4	narX//tsx//menI//afuB//hyfA//degP//glcD//argA//yehZ//agaD//yphC//rlmI//yhaV//
GO_0009852_5	glyA//pyrL//atpC//hypC//oppC//yfjV//ydaN//blr//lysP//panB//yhbX//grxD//fryA//
GO_0009889_5	rffM//yagE//dut//sufB//ushA//lptG//rstB//astC//fdnH//ftsP//cycA//cusF//pdxY//ybdH//yiaB//oppC//rsmC//selU//uof//gapC//cas3//basS//narP//yfiE//mgrB//rne//menF//clpP//dcm//dsbB//groS//ytfQ//tauB//yhgH//mdoG//rpmG//thiC//tsaB//bioP//yadV//tsgA//ogt//ubiC//prmB//yrdA//polA//ilvN//yagI//betI//potE//yebC//ddpX//topAI//yajR//yhjV//yibF//cysN//arnT//trkH//ycjR//sodC//waaQ//ascF//ndh//eutB//ychH//fucI//pflC//trpC//gadW//chpB//araG//rplK//sbmA//araC//apt//nikE//ybjL//aes//patA//mntH//soxS//tcyN//amiA//yggW//serA//ybjI//yedA//cusB//rlmN//sbmA//hyaB//guaB//dacA//ilvI//alaC//cysS//crp//dmsA//yjhG//ymdB//panD//rpmB//fecC//ynbC//ubiG//sanA//rsfS//amyA//pdeR//hisC//topAI//uspF//ybfA//hpf//zapC//recN//bglJ//ahr//ispB//amiD//feoB//ymdB//wzb//nuoF//narQ//tdcA//rssA//glrR//agaC//frdC//srlR//ybcQ//yhhZ//glnK//yjjX//otsA//hypF//yjiM//flgJ//yadI//yebZ//yegD//iraM//truB//dppB//uhpT//yjtD//glyA//speD//tig//napD//aroF//yqaE//cpsB//yeaD//casB//rbn//chbF//csiR//wzb//tisB//cmk//thrB//ghoS//acpH//yadK//hyaD//kdgR//frr//ygjK//dppA//yhdH//comR//insI-2//satP//gspE//stpA//dusC//pntA//yecS//kdsA//ubiE//tatC//umpG//ung//mdoG//rlmH//ynaI//mgsA//pagP//fabG//yoaA//ugpA//malS//proB//yhdW//gabD//gcvP//tcyL//ogt//mscS//nanS//dcm//yieF//katE//tabA//rluB//fabH//mutH//asnS//yfeW//lolD//astB//ydbK//cpdB//proP//sucA//cptB//rnhB//rutB//yqeA//dgkA//yadI//cra//mhpB//acrD//yjcE//ruvC//hprR//iraM//ppx//btuR//cobU//hflD//dcuC//phr//abgT//uvrA//fbp//hyfC//ykfI//tamA//ygjK//nupX//aceA//ybaM//kduI//yiaJ//ybfE//eutB//gltP//dpiA//cecR//yfcR//arcB//mdlB//guaB//ybhF//fruA//rplE//ycjP//argE//yfeR//tbpA//lpxP//fdoI//ftp//rlmL//lpxK//hcp//ydjM//yraH//pgi//proB//rnt//tatB//yehP//ymfA//emrD//dsbC//hyaC//mhpB//murP//dxr//gppA//yeiL//treA//potH//umpH//dut//wzyE//yegD//wcaC//galT//frmA//clpB//uof//mrdB//pgrR//intE//paaX//ldtA//hemN//argH//basR//mtlR//yfbS//viaA//lacI//tgt//flgK//ptsH//yegS//mutH//nhaR//
GO_0009890_6	ybhF//cfa//norW//bamB//upp//malZ//mhpA//yehP//metH//pgaC//ybhF//menF//iclR//gapC//hofN//yhbQ//menA//yjjG//yehW//sapA//gltS//ubiH//phoR//bamB//mnmA//bioB//rcsA//sufB//fabD//dgoT//ycbU//rph//uvrC//ybgP//rnt//kilR//wecA//ybhP//dnaG//hprS//arnT//gloA//glsA//yajR//ycbU//astC//yihL//sucC//tesB//amiA//pitA//aaeA//moaA//pdeF//pdxB//cusS//fsr//gloC//cydB//bdcR//yieF//glpB//rpsL//metE//ugpE//feoC//chpB//gntU//ymfK//dcuR//panE//uacT//araG//cpxP//cbl//exbB//yfhH//ydcO//yggF//ycbX//rutB//malS//fpr//mnmA//appA//elfD//tyrS//rcsB//yhjG//iraM//ftsK//helD//gpsA//secG//arcC//nuoB//yfgO//yjhB//cyoC//idnD//selD//waaU//tyrB//rarD//xanP//pta//fepD//nei//hybC//oppF//abpA//rbsD//yjhB//rsgA//dtd//recN//rnhA//ftsP//ybhR//pdeR//yjbE//
GO_0009891_6	ppiC//rmuC//nmpC//fadJ//rplE//mngB//hyfC//purL//hypA//hscB//bglB//rayT//puuR//agaS//fhuB//cobB//cysS//fre//yqeA//dgkA//essD//glxK//rcsC//rfaC//infB//cyaA//selU//ugpC//yciG//fes//hinT//yraK//rseB//nimR//argO//idnD//ynbC//narV//mdtJ//fnr//ldrD//ydfK//pdxH//mltB//hcaD//pspG//rdgB//ybaE//yfdS//ftsQ//aldA//mltG//pstS//ybcJ//rpsO//ftsH//azoR//tusB//mdtM//envC//yeaG//yoaB//yahB//fepC//tsaE//ygfA//gloC//yciK//ftsQ//ybaM//lacY//malY//yhaC//rstB//cecR//caiD//rclR//arsC//galE//narP//lsrD//etp//oxyR//
GO_0009892_5	yfcV//zapA//ygfX//rraA//cysD//purT//dauA//ydiO//pstB//basS//dtpA//iaaA//argC//idnK//arnE//csdA//clpP//yfdR//purR//yhjC//dsdX//uxaB//flgF//yhhT//recT//hscB//kdsA//metF//phnP//ybiV//aaeB//arsB//afuC//araC//ydiP//ynbD//fliK//ubiC//yfdG//cbl//aaeA//lpxK//yjhH//thiG//yeiL//hyaC//cysH//dnaQ//cpxR//nirC//yiaT//ttdR//tdh//fliT//pheP//ybaE//yihO//rutD//fadK//yijE//yjjB//mdtC//rpsE//nlpE//dgcQ//bioD1//ahr//ubiJ//mutY//rclA//cecR//dgoR//narG//yfcU//sodA//tdcR//ykgF//rhaB//yajQ//rlmE//yegD//ppk//gltP//argG//hisA//rmuC//gatZ//narU//topA//lpp//kefF//glgP//rsmE//yicJ//uspB//mdtL//fadL//grxD//yqaB//mrcB//nuoN//phoB//pheT//ygcW//ldtB//stpA//kdgR//atoB//ulaR//norR//acnA//hofP//yfcV//dsbA//cheB//mdoD//htpG//malE//rcsD//ynjD//tsaB//degS//rpnD//flgI//uxaC//coaD//dsdX//nuoH//chaA//yihU//cutA//mltF//envZ//insI4//tgt//rplJ//rcdA//degQ//ghrB//clcB//acpP//npr//iscR//nfuA//ydiR//oxc//
GO_0009893_5	ahpC//fadA//nagZ//ppc//nanA//queG//ibsE//ybgP//bhsA//chbR//bamB//fucI//epmB//yehW//rpmF//leuO//gudP//rhtC//yagF//potG//glcF//katE//nikR//mdfA//livF//shiA//recG//hypA//fucI//gntR//cbpM//yciK//ybjC//wzzB//truB//lexA//puuP//basR//hsdM//xerD//sucB//ybeF//dtpA//gapC//frmA//nupC//dbpA//gsiB//rppH//alsE//ortT//fetB//prfA//lysU//rraA//tauB//cysC//feaB//aaeA//ssuA//ugpA//gloA//yciV//ldrD//ltaE//rdgB//cbl//yjiR//cbl//appB//nupX//yahI//cysQ//yihT//dinD//pgsA//ftsH//cysP//rhaB//yfbR//fecC//yneJ//puuR//entS//exoX//tauA//artQ//rpsN//nemR//rpiA//aspC//epmB//guaB//narX//aroE//yobA//tabA//ynaE//bacA//
GO_0009894_5	agaI//mntR//insB-4//rcnA//ldrA//phnG//cyoA//osmY//lnt//ynfH//ibsD//ugpA//kdgK//frr//
GO_0009895_6	mdoG//dnaK//phoU//galE//
GO_0009896_6	rimJ//osmF//yieF//
GO_0009966_5	gpmM//
GO_0009968_6	mpaA//
GO_0009970_6	btuD//slyD//rfaD//
GO_0009972_10	lrhA//
GO_0009991_4	yehC//sdhB//tabA//bglB//opgC//nagB//rffC//ybiI//dcuB//yihL//yieH//insH-6//yaiW//pgaD//rraB//yqaA//gmhB//murB//cheA//mrdB//guaD//cheR//topB//zipA//solA//yebS//yieL//xerC//rpoS//nadC//ansA//aspA//lptC//mdtO//mdtO//rpmH//xylB//ybjD//hybG//aroA//hyaC//recT//pphB//truB//yrbG//metI//secG//orn//tauB//frc//ilvD//rfaF//fliK//hisH//trmD//frr//lpxP//rpoD//yfcU//araA//speE//ompA//pyrB//
GO_0009992_5	pyrB//yedP//thrS//cedA//
GO_0010033_4	sbcD//metK//nfi//manY//ilvA//folC//lptB//yehB//lpxC//cas1//prmC//lpxL//recJ//elaD//yfgO//rsmH//yieK//gstB//argC//cydB//mukB//nac//ygcO//proB//murR//pdxK//speB//secB//hisC//emrD//phnI//cirA//pdeD//mrdB//leuE//idnD//envR//nikA//iscA//hemA//abpB//yhgH//rluD//
GO_0010035_4	kdsB//thiE//aspC//msbA//ccmC//mrdA//fimA//secF//gatC//deoA//lysO//fliM//yiiE//argO//tas//yajR//yqhD//wecE//msrQ//torS//ansB//fryB//focB//pstC//yieF//allB//amiD//lgt//waaJ//narU//solA//srlB//glnB//adiY//ydiV//yhjV//citE//allB//yohD//yhaJ//kduI//rnb//rfaD//mscM//csdE//dapA//hypD//hofM//rodZ//torI//rsmC//rlmI//cutA//hcaD//tatA//iclR//insB-4//gltD//ycgV//sppA//mglB//rimJ//yagE//yidD//amiA//hisH//bioC//yceK//tdcR//nemA//cpxR//potF//eutR//yjcO//xanP//yciE//
GO_0010038_5	elfC//hflK//artJ//argF//potH//narP//agaD//hupA//csiR//eutR//rclC//cyaY//ssuC//yfcQ//yjhI//yghO//cbrA//yihL//nupG//glmM//yahI//ybaE//oxyR//ispU//cyaA//dosP//murR//gshB//nemR//xylB//leuO//fepB//fimA//yieF//mraY//plsX//mltA//ftsB//lpxB//cas3//hofN//ogrK//groL//mug//yeeJ//
GO_0010039_6	yeiE//chiP//glnE//livF//sdaA//yqiG//cvpA//
GO_0010041_7	rng//yjjB//afuB//ulaF//ycjQ//lacI//
GO_0010042_6	puuB//menI//
GO_0010043_6	pntB//lpxH//alaC//agaD//nirC//rplF//
GO_0010045_6	rplD//argO//yggP//
GO_0010106_6	dgcN//
GO_0010124_4	metI//yqiG//tatC//lysO//rsmA//ascF//fpr//guaD//marA//envZ//trpS//groS//galR//
GO_0010133_7	eutR//
GO_0010139_7	mtfA//
GO_0010165_6	cecR//purU//fabH//yjeH//ggt//hyaA//sbcC//yiaM//arcB//lolC//pdeH//yaiP//mdoD//fliD//gstA//sgbE//
GO_0010167_5	mdlA//dinG//
GO_0010212_5	ugpC//glgA//tauA//pliG//queA//modA//araG//cof//trpD//rnlB//yhjR//ydjL//trmJ//rhaT//rpsP//murJ//alaC//deoB//uof//poxB//glnL//phnK//betI//elyC//ftsY//bioB//lipB//ykfM//
GO_0010226_6	setC//
GO_0010243_5	lysP//arfB//ybcQ//ymgF//ydfH//sufD//rfaG//rpsA//kdpF//purN//cysP//kefC//secY//argI//speC//ftsI//
GO_0010269_5	ghrB//
GO_0010272_6	cydA//dnaA//dmsB//yafC//nemA//tig//
GO_0010273_4	gluQ//mscS//yihS//rodZ//rlmA//borD//
GO_0010288_6	proC//
GO_0010312_3	alsC//
GO_0010332_6	ykgA//
GO_0010350_6	dacC//nanR//
GO_0010438_6	yhjR//nikA//pyrF//rlmH//
GO_0010447_5	csgA//rraA//ybjX//sspB//ccmH//yphD//mntR//yafQ//pstC//ycjU//tig//ycjY//yahB//purL//ycjP//yagJ//sbcD//hdeB//agaC//narP//pcm//
GO_0010466_7	ttdA//murC//
GO_0010468_6	pitA//ascG//rraA//rplP//gudP//katE//plsB//fabZ//secA//tauC//degP//mocA//ynhG//rzoD//potG//fabD//mtlD//menE//waaB//lgt//rcsF//ppc//xylG//glpT//yjbF//cbrA//ybaL//ycfS//phnG//mcbR//gadW//cusR//rpiB//gloA//tus//pgaD//rsmA//ettA//mdaB//hscB//garL//glrR//yjeH//cadC//zapB//waaJ//dapF//yhdH//mtr//nuoH//crr//xylA//modB//thiG//topA//dhaK//ydcP//rcsB//tusC//ydjL//potH//yibF//nepI//mhpT//rstB//glgX//rhmR//bioA//relE//ftsQ//argO//glcD//sufD//tqsA//dgcQ//nadD//msrC//cecR//mtlA//pepT//nikA//nlpD//fliT//pal//rapA//chbR//rutC//upp//yadC//selA//glnP//yacG//glnQ//intF//frwD//zapE//yehC//wzzB//ygiS//yagU//sthA//pdeH//yaiV//ydaN//recF//dacC//gloC//abpB//dicC//nusA//ppiC//dgt//selD//ybeF//tnaC//dgcM//yegV//gpsA//dtpC//fimC//phoQ//yqcG//caiF//lolE//pcnB//ccmE//fimG//argH//uacT//dhaR//sgbE//fliG//hxpB//ptrA//rssA//rbsC//metR//rplY//hypD//waaY//rpnA//ddpX//yghG//ribB//yfeW//yhdH//sapF//relE//chbA//rhtA//yrbG//entB//yjbH//hxpA//gatZ//ycbB//purL//mhpC//cysW//ilvH//lolC//yodD//gcvR//csrA//lpd//manX//phnO//etk//matP//yaiV//hflK//mqsR//dhaK//purU//dapF//yjjG//ynfL//insA-1//thrB//fadM//pgsA//araC//recJ//kup//sstT//yjiY//tsaB//yfcG//rplW//torR//oxc//potF//ssb//bdcA//hisS//rbfA//ispF//paaJ//nupC//rpsM//yhfK//cdd//aroB//sfsB//yjiA//bamB//yihV//yjbH//katE//alaE//ttcA//mobA//trpE//yhbY//ddlA//def//rplD//dgcZ//dld//phoQ//deoC//mgrB//argE//artQ//gdhA//torD//yhcD//yidE//lpxT//pdeD//fabD//ribA//clpP//gudX//gntP//ravA//mdtL//waaG//narY//selA//pgpB//paaZ//rppH//yrbG//cdh//yihQ//ppiD//proX//fliL//cbeA//yedX//fdnI//groS//nikC//fimC//yciH//dnaG//dinD//ynhG//prfB//matP//dhaM//cbeA//ygiV//dam//etk//cyaA//dgcM//recN//ribC//pgaB//dsbC//mngA//hflD//gmd//narY//uspF//ydeT//lpd//leuE//envZ//ruvA//ymfK//ycfL//sgrT//tag//ydhK//azoR//mpaA//sdaC//lnt//yphF//insH-5//rutD//ydaV//gltK//brnQ//rbn//kdgT//ybaK//cobC//yiaA//glpB//lpxH//tgt//exoX//ycgV//moaC//murF//rclA//kdpD//ydgA//prlF//truC//ftsP//ligB//rcnR//ynbD//
GO_0010498_6	yqiG//
GO_0010501_7	purT//cmk//ycgB//rpsN//fadI//yqeG//sfsB//yjiY//glpF//
GO_0010528_5	ibsC//
GO_0010556_6	mdlB//hofN//nhaR//yggE//torD//rutD//yqcG//mhpD//recN//sfmD//fadM//ssb//ulaB//yfeO//ugpE//serB//rffH//frmR//ettA//infC//lysP//mdtF//yeaK//rfaC//mdtN//sdaB//fhlA//psuT//pstC//manX//yhgF//hcaT//ygiN//rimK//yohD//cusB//ynbC//hycB//secM//uhpA//yieH//frwD//waaG//ompF//nlpE//dinB//lpxM//dosP//uacT//yoeB//oppC//fecA//arsR//yciK//frdB//yggE//iap//dppB//nikA//cusS//malQ//ycbX//eutD//epmB//nmpC//sdiA//topB//sixA//wecB//elfA//ftsI//potC//abgA//agaV//solA//zwf//yciG//hrsA//yggW//yjiQ//fadA//dhaM//yefM//lysR//yqeG//infC//ycgR//gsiD//ubiF//mdtD//gpp//metH//ilvE//yigB//nanT//rcsC//gpr//ybiJ//phoE//yadM//envR//rimM//purC//narQ//fieF//artI//rsmE//cysM//osmC//ycbB//waaJ//ygdG//flgK//purF//mtlR//feaR//hldE//hipA//mgtA//yhjB//yphF//rfaG//ttdT//dxs//rstB//cusC//tsgA//gfcE//tcyP//nikB//iscS//mdtC//ygeW//exbD//yajO//bioD1//wecA//sfsB//entE//aldB//ygjK//gcvA//ygcW//katE//elaA//ybeQ//citG//mpaA//rseP//glmU//tolA//zwf//rcsD//entE//rmuC//ytfT//cbpM//yjiR//hisC//yiaF//ytfP//hybO//frvR//lpxC//yejA//lsrR//caiT//hcaR//yggX//argH//yihQ//dgoK//frmR//murB//dhaL//thrA//thiC//pdeH//yddL//ihfB//secE//murB//ydiQ//ompN//ydeI//ydjE//rfaC//araB//mcbA//ybiH//ihfB//nhaB//nrdA//adiA//azoR//menA//araF//ftp//dapF//patA//ybfA//pbpC//ugpC//pta//malS//hcaT//sapB//ypjD//cmoA//selD//napA//yneE//yiaT//arnD//panE//bacA//bcsA//yefM//hcaT//menI//yehU//rapA//gldA//syd//ulaD//mtlD//secY//cysZ//pnp//lldR//mhpA//fmt//cynX//aroP//yfcV//rusA//glgC//yjiY//yihR//cysZ//tig//kbaZ//truD//gltS//cheA//djlC//solA//yhjR//fliG//accB//bcr//nmpC//frdD//csgA//hupA//tsx//ydgA//hisQ//ycgB//tamA//yjhB//acnA//nrdI//fes//soxS//waaC//exuT//garP//prpR//sgcC//yiaJ//aaeB//pcnB//ldrD//fimG//atpG//dedD//phnI//dppD//argD//ycbX//rcnB//fabH//thiQ//pfkA//amiB//oppC//cbeA//dsbD//sapD//bamC//ibpA//yihI//ybhI//viaA//ppiD//ybjL//hofC//ydaC//rimM//gsiC//nlpI//tehA//modA//rsuA//ycdY//pinQ//cusA//zupT//srkA//yeeL//modB//
GO_0010557_7	gutQ//yrfG//idnD//glgA//tdcD//dxs//aaeA//ygiS//miaB//tomB//fkpB//rzpR//ogt//agaB//rpsL//chbC//wcaJ//clsA//acrB//ispB//hybD//frvA//lsrK//yqeA//pgaB//kdsB//rpsJ//yqeA//sbmC//phnJ//shoB//arcB//yhfS//gnsB//afuC//yhjA//yeiL//mhpR//livJ//dmsB//trmI//ybjC//cobT//hybF//moaD//trpE//glyS//yidA//citE//nfi//yhjG//dnaG//crl//ydcR//iscU//rspB//queG//insE-1//bipA//yehY//folA//ydjK//yfdS//gltS//gspJ//ilvI//rhmR//ilvD//sfsB//mutH//metN//yphC//ariR//rdgC//rsmF//tusE//rplS//fryC//gabP//nikB//argO//pgrR//
GO_0010558_7	mlaC//lipB//tolB//rffM//dauA//gadB//murR//fepC//rcnR//tig//yqjI//tldD//priC//gatC//cof//hcp//sucA//phnI//yfaE//truD//paoC//gpmM//fadA//pheS//atoS//rhlB//yjjV//flgJ//infC//ugpB//rbsC//yacG//ymfK//yjiQ//pncB//tcdA//cysH//holC//bluF//kdpC//sufD//caiT//nfi//bepA//norV//mprA//dapB//yjhG//srmB//dcuC//yhjV//kdgT//ymgA//rutB//lsrB//upp//ygbM//ais//ygcO//ynbB//cobC//cheR//rssB//rfbD//nth//yfhH//nhaB//menE//dnaJ//ybgP//slt//murC//ychH//ydjE//agaA//yehP//hypF//hscA//pflA//dacD//panF//ynaI//csdE//betI//ybiT//thrC//azoR//yhdJ//dinD//hns//aphA//yqcG//metQ//paaH//bsmA//pheM//leuA//hybD//yfhM//ftsL//mtfA//glrR//yciF//yjjQ//pabC//wzb//pgaC//paaB//ybhR//puuR//cfa//galM//yggN//dppD//mqsR//yajD//fimI//yghG//citT//ybhS//
GO_0010562_7	rsmI//glgB//
GO_0010563_7	insI-1//iscA//
GO_0010564_6	wecA//tynA//cvpA//ispF//sgcB//
GO_0010565_6	emrK//mglC//sdhE//fdhD//serB//barA//
GO_0010604_6	rimL//hicA//paaK//ypdI//pfkB//slt//yihS//yheT//hypC//fecB//gor//ssuB//rclC//menH//yhjV//clpS//kbaZ//yahK//eutA//sbp//hprS//hisF//grpE//ybeF//holE//folX//sdiA//kdsC//gshB//efeO//tktB//arcC//metK//rbsR//exbD//ybaK//hypC//eptA//fabZ//yidL//livG//yohC//grpE//rpsE//pmbA//codB//plsC//trxC//csgF//araG//dps//marA//aroB//basS//treR//yggE//nagD//rpsB//talB//dcp//glvC//caiD//recR//tyrB//pfkB//mrcA//crr//cbl//torC//rpmH//nrfF//tap//yqhC//sbmC//ldtC//rzoD//nuoM//frvB//lsrR//ybfA//yebZ//lipA//cysG//bepA//uspG//gcvH//tdcR//zntR//fliZ//hcaD//ygbI//yhdZ//ybcF//
GO_0010605_6	ydjJ//glmU//aroF//yqiH//yghG//bioD2//malP//proQ//galT//cyoD//murJ//fdnG//entA//mdoD//sapC//ygjH//gltD//matP//yraH//ynaE//ycdX//envC//adiC//mdoG//fdhF//fhuD//glgA//yjhB//proC//thiQ//yoeB//ybiW//agaS//ydcP//purF//ribC//ydaN//trpGD//cas2//potI//frc//putP//glcE//phoQ//argS//hcaD//rcsA//accB//waaJ//recO//tolA//ydaV//rhaR//pgpA//flgE//fhuF//nagB//wbbK//spoT//dppA//gltS//uxaA//hemN//ybfE//lysC//livH//rimM//coaA//tag//mglA//rihC//ycbV//dsbC//intF//epd//yahO//rplN//mog//alkB//fsr//ogrK//rzpD//hpf//cvpA//sucB//iap//rpsN//rpmA//glnH//abgT//atoB//yahK//dacB//yedL//rclR//rcnR//nikB//relA//hflD//napF//glpF//hslJ//recO//dinQ//yjcS//appB//feoB//ybjI//cheB//qseC//eutD//frvR//intF//yfcP//pgpB//yciT//yneJ//puuE//gabD//bioD//ribC//gapA//gatD//pnp//cbrC//chiP//asr//truD//rsmF//insI-1//gatZ//frdC//ulaE//rplW//fadM//pgl//dgcN//tauC//rpoE//msbA//recX//ypdF//mtr//ihfA//
GO_0010608_7	cusR//relE//fliT//msrP//nadK//yhaC//rseP//uspG//nrfA//prpR//fetA//ydbD//mreC//gudP//coaE//fruB//cydD//rsmA//hofN//flhD//hflD//rsmH//djlC//yphC//csrA//wcaJ//solA//sanA//yneJ//cspD//ugpA//efp//hybD//agp//greA//rraB//xisR//xylR//mqsR//rpsO//bluR//pagP//mltD//ybiY//
GO_0010628_7	panZ//rutA//rcnR//xylB//hflK//creB//hslU//bcp//ygcR//rhtB//perR//yfiC//rfbC//yjiR//artM//dtd//livH//murQ//casE//qorA//alkB//feaB//rpsR//dgoA//mtn//gpmM//cpsG//aspS//clpA//ydcZ//rhsD//tktB//hyfA//pth//xseA//hicA//gdhA//kdsC//ugpA//rplE//rhaR//ygfA//mhpB//paaF//trmJ//atoS//ansA//yqjA//ldtA//waaH//pdxY//gppA//xseA//sodC//vsr//recF//yahB//bssR//dinG//yjjB//chbF//pspA//nadC//sufC//rihB//exuT//motA//bssR//yfcU//glpG//ulaB//nanC//lasT//hicA//metH//elfD//ydiZ//pmbA//etk//sutR//yiaM//gadB//phoQ//
GO_0010629_7	tisB//rplM//narK//map//potE//parC//dgcF//rpmF//setB//gltP//tadA//speD//fre//mdtI//prpC//yfeD//waaA//yfcF//mazF//prs//lepB//lgoT//ybiX//chbG//nadB//xylB//azoR//mgrB//metB//tyrR//rsgA//ygaH//insB-4//yjcE//tdcD//moeB//dnaB//minC//ybaE//hxpA//pstC//ubiJ//dnaN//yiaN//nuoE//yjcS//chbC//ddlA//endA//hfq//hsdR//ydcP//artJ//treF//gluQ//xisE//atpA//waaO//narK//caiF//cycA//acrZ//yfhM//pbpC//pdxB//yfcR//hemG//rplK//elaB//relA//mhpB//nrfA//dnaG//yneJ//yhaO//nhaR//acrF//speE//rpmA//mipA//ftsI//clpX//ydcM//frvR//gcl//galE//ubiD//gor//dapA//zapD//iap//ymgC//acpS//tgt//intQ//rcsF//yccA//rlmG//sdhD//rfe//alaC//metB//rzpR//coaE//ypdB//borD//ybiA//cbtA//rbsA//oxc//mioC//ispH//insH-6//yodD//motA//kdsB//nanE//rpmB//mukB//lsrB//lplT//intA//rclC//ytfQ//yiaM//rutB//ccmF//afuC//
GO_0010638_7	yfhH//cusS//
GO_0010639_7	acrA//xisE//ascG//
GO_0010646_5	rfbX//
GO_0010648_6	yjiA//
GO_0010675_6	yidK//purC//lpxC//pspA//mrp//sspA//
GO_0010676_7	yhfK//glgS//
GO_0010677_7	hisH//
GO_0010699_4	yihR//truB//
GO_0010810_5	hyaA//intQ//
GO_0010817_4	znuB//narH//eutK//waaP//oxc//dgoT//mtlA//pepT//ybbW//gltD//xanQ//ilvE//yfiF//sdaB//
GO_0010827_7	cadC//
GO_0010829_7	tig//
GO_0010876_4	iaaA//
GO_0010906_6	tyrA//frr//
GO_0010907_7	sugE//
GO_0010911_5	ycjY//rluC//sdhB//
GO_0010921_6	dsdX//mdtG//adeD//ydfG//
GO_0010941_5	rbsR//
GO_0010948_7	yggE//argA//
GO_0010951_8	oppA//ydjL//
GO_0010962_7	ftnB//ynfL//
GO_0010966_8	qorA//
GO_0010967_6	nrdI//
GO_0010974_7	ldhA//
GO_0012501_4	ptsH//hyaA//yqaB//yjhB//asnS//ydiR//envZ//mlaD//ftsA//clcA//trmL//coaA//hcaC//
GO_0014070_5	ompN//rlmI//
GO_0015031_5	cbl//rpmH//carA//fimG//chbR//ydhK//waaA//yfeR//pgsA//cedA//yadV//mntS//malX//leuB//pgpB//secY//lsrC//ribE//secM//yibH//yahD//ccmC//thiL//pinE//osmE//ilvB//icd//gldA//purB//recF//opgD//waaG//hflK//rhaD//narV//lptC//minE//nagD//rpmB//dnaA//ykfM//
GO_0015074_6	serB//insK//thyA//thiC//alaS//nudC//entB//
GO_0015628_5	rimP//rplC//suhB//ltaE//rutR//
GO_0015669_5	lptD//
GO_0015670_6	yphF//
GO_0015672_7	rpnD//torC//yeeJ//etp//deoB//elfC//asnA//pyrF//rpoE//chpS//sdaB//pheM//gntU//hypT//yraH//trmA//nrdD//aceK//nac//yehP//fkpA//dnaN//dpiA//ldtB//recB//rcdA//aroA//gabT//serC//tomB//ydbD//ftsK//dsbC//hycH//ymdB//radA//gyrB//hda//fdnG//cecR//dppA//yeiE//treC//
GO_0015673_9	acrF//
GO_0015675_9	yihV//iclR//clcB//yccX//hflK//recE//yefM//yebS//
GO_0015679_10	feaB//rtcR//
GO_0015682_8	tatC//yahO//alsB//yjaA//sgcX//tar//sgbH//yijE//ibsD//fdhD//dedD//rluD//
GO_0015684_9	uvrY//rplP//rbn//opgB//codB//
GO_0015685_8	soxR//ptsG//lexA//galR//sbcD//glmS//
GO_0015687_7	hemD//acpP//hflK//xthA//
GO_0015688_6	nfuA//gshB//fliL//mntH//chpB//dsdX//zapC//agaA//bioP//aas//serB//agaR//purD//nadD//kdgK//ppiC//mgrB//poxB//
GO_0015689_8	yqjI//hyi//yhdZ//
GO_0015691_9	rmuC//pgpC//lacI//dsbC//
GO_0015692_8	hchA//
GO_0015693_9	holB//feaR//
GO_0015695_6	rcdA//otsA//waaL//soxR//mzrA//glpC//hemD//srlR//nikC//glcD//speC//allD//ssuB//rdgB//fixB//envR//ilvD//nuoF//exuR//lepB//mcrA//panZ//yqgF//uxuA//glnL//yeaD//msrC//ackA//yidE//dctA//
GO_0015696_6	ycfJ//msbA//emrE//gatD//pal//nrfD//csdE//puuE//proS//elaD//ynhF//ycjD//fdhD//ubiB//glrK//yabI//rapZ//dinI//yiaM//narK//yjcO//zraR//kdpF//rcsA//pckA//ygcW//mglC//rhtC//acrD//dpiA//ubiI//
GO_0015697_7	scpC//sbcD//cobC//puuB//nhaA//emrK//csrA//yghG//glnP//fdx//udk//yieL//lit//
GO_0015698_7	nanT//lexA//yafS//rfbC//lolC//rsmI//phnK//mltB//sanA//yraI//cytR//rcsB//waaY//hycB//rlpA//slmA//mdtB//manX//bamD//yhaC//pepQ//yiaO//nrfB//rpmE//livH//yfhH//mug//epmB//ebgA//narU//sdaB//sodC//sfmA//cheZ//tbpA//tnaB//pphB//bcp//proQ//glgB//umpH//
GO_0015699_8	frwC//
GO_0015700_8	yejE//selD//
GO_0015706_6	recN//chbC//tolB//
GO_0015707_6	cyaY//hprR//ubiB//gadW//kdpA//rutD//
GO_0015709_6	setA//
GO_0015710_8	hisD//rep//
