#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	greB//cdaR//iscA//hslO//
GO_0009201_8	mocA//mglB//ydbD//fepG//uxuB//rfbB//insH-6//hldE//tsaC//ribD//amiB//yafO//ftsX//fimB//dmlA//feoA//dsbC//lpxC//rutF//ycjU//zwf//cutA//eptB//queF//
GO_0009202_8	yfiC//
GO_0009203_8	trpR//
GO_0009204_8	holC//hybC//exbB//
GO_0009205_8	msrC//relE//ybbY//paaJ//csgE//hcp//codB//potF//hdfR//yqeG//rpoE//clpS//clpA//yidE//yihI//opgH//atoC//nlpE//zapB//livM//edd//deoB//tatC//yciK//rsmB//cdgI//dmlA//rho//cvrA//
GO_0009206_9	yjeI//deaD//ansB//fliG//insB-4//tyrA//opgB//rimK//yiiE//glvB//yghB//yeeL//envY//recB//insH-6//metI//hisA//rhtA//mrcA//fepE//yifB//mdh//ycdY//
GO_0009208_8	yraR//lyxK//
GO_0009209_9	hemC//
GO_0009210_9	hflK//
GO_0009211_8	metK//gatY//galE//
GO_0009212_9	asnA//
GO_0009213_9	yebK//ogt//
GO_0009215_8	exuT//ulaC//
GO_0009217_9	frlB//yadG//
GO_0009218_7	yegV//yehT//rutG//hofM//dsbA//cadC//rcdA//fadL//yfgO//mepS//rcnR//mngA//
GO_0009219_7	yhdH//focA//yieL//recO//lolE//
GO_0009220_8	der//moaA//clcB//glmS//mdtD//cdd//
GO_0009221_8	garK//trpL//lsrD//yajL//
GO_0009222_7	cydC//nfi//insI-2//gcvR//tolC//secE//
GO_0009223_7	atpC//ispA//
GO_0009224_9	alkB//lplT//
GO_0009225_5	waaB//dppD//csrA//ggt//rhmR//ybiI//ygiB//ydbK//opgG//rplQ//ftsZ//rstB//lptB//rarA//rzpR//
GO_0009226_6	metI//ydiK//ycfS//lolA//tqsA//rpsK//yjhC//pckA//torS//bacA//uspE//rcnB//znuC//
GO_0009228_7	mscL//cusS//secD//murD//yagU//clpP//kup//maa//gutQ//dxr//
GO_0009229_6	smrA//narP//
GO_0009231_6	mlaE//eutA//ymgA//glxR//yjtD//polB//roxA//
GO_0009233_6	nei//thiC//narH//argD//waaZ//soxS//tatE//tadA//bioD2//kefG//
GO_0009234_7	kdsC//tsr//arnT//asr//cdsA//sgbU//aroE//yejE//hisA//hybE//
GO_0009235_5	ugpC//patZ//dgoT//umpG//clsB//gadC//
GO_0009236_6	gmhB//yebQ//hflX//mazF//amtB//hycH//
GO_0009237_4	livJ//prpR//codB//norR//ygfX//ygfZ//waaS//nrfF//ybcJ//
GO_0009238_5	yfaL//sucD//rnc//umuD//bioB//nanR//glnK//dacD//cysU//
GO_0009239_6	speF//gabP//dgoK//fecA//ivy//rppH//rbsK//atpH//
GO_0009240_6	yqeF//dnaJ//yraR//narZ//rimM//
GO_0009242_6	ispU//ychH//secG//osmC//htpG//glmU//araG//thyA//cysG//asnC//bcsQ//
GO_0009243_7	lolE//
GO_0009244_7	rpsL//ahr//sucB//ghoT//srlR//mdtA//rlmN//rhaB//rluA//pepB//asr//galF//mhpR//plaP//xanP//psuG//degS//purU//gsiA//yehX//rph//xseA//bolA//rspB//slyA//purB//fklB//yadK//trxA//
GO_0009245_6	ydhC//phnP//hemN//pheP//rfe//thrA//bglA//yggE//ttdB//pcm//
GO_0009246_6	zinT//hflX//satP//ybhS//obgE//yghO//grcA//ascB//ribC//
GO_0009247_6	fadE//fimF//sgrR//fimA//ubiI//ynfL//crfC//yaaA//yehU//nirD//kbaY//ybdO//
GO_0009249_6	napA//hha//cvpA//
GO_0009250_7	argH//nemA//asnA//rpoD//rplX//insB-4//sfmH//cas2//cho//zitB//sufB//murQ//plsX//chpB//
GO_0009251_7	ttdT//rbsB//pyrF//secD//tbpA//araD//
GO_0009252_7	secB//ccmD//tag//nupC//rutC//metE//mcbR//infC//asd//rlmA//rnt//polA//fadE//leuE//chbB//srlB//skp//ptsN//pyrL//glnP//ybhR//ppsA//xylB//mdlA//flgC//hyaB//rplL//sufD//panC//leuC//caiF//yidE//yghW//sbp//sgcX//yihL//wcaB//cpxP//hofC//
GO_0009253_8	frlC//brnQ//ybdG//aes//queE//cspI//paaZ//pepA//hemH//focA//
GO_0009254_8	entF//lysO//cspD//marR//rep//ddpX//fliK//gapC//dgcM//arnA//
GO_0009256_7	rne//hsrA//hpt//panE//
GO_0009257_8	waaY//pgaB//yqhC//iscA//
GO_0009259_6	bssS//prpR//sapF//idnT//gluQ//cysM//ygiW//setC//miaA//hflK//grcA//spoT//thiE//sodB//fkpB//phoR//qorA//rutR//zntR//pitA//rng//wzzE//tdcG//rhtB//btuR//deoR//mgrB//nadB//rhoL//yqeF//mzrA//hybB//hybA//yaaY//citC//ybdO//eptC//yhbS//citT//ribA//yajR//tnaB//rhtC//tmcA//dgt//nrfA//ybiA//ymgC//ymjB//etp//oppA//trkH//lysC//greB//ybjN//mraY//yraK//gloC//trmB//epmC//ybiO//
GO_0009260_7	ybiY//pykA//fhlA//gadW//ybjI//mdtK//ibsC//nagA//frdB//yfcS//yggP//ruvC//rlmH//wcaC//selA//coaD//yadG//ybgP//nagK//sthA//ynbD//uspB//trmO//mfd//btuB//ygiS//hisQ//csgD//mug//mdtL//tcyP//opgC//pcm//fryB//marR//proC//yjiX//rtcB//pncB//mreC//osmE//queE//fepE//napC//
GO_0009261_6	lpxC//oppB//arfB//asr//yfaV//zntA//
GO_0009262_5	yedP//ndk//mdtB//nusA//epmB//nth//phnH//blr//bglB//smpB//arnB//hipB//msrP//
GO_0009263_6	oppF//citC//tomB//ldtC//ynfH//marR//nupG//cysK//rsuA//
GO_0009264_6	csdA//nuoL//malF//yqaE//cmoB//
GO_0009265_7	ompW//fadJ//aceA//glcE//mcbR//
GO_0009266_4	hflX//adeP//argC//paaC//xylE//uvrC//ygeW//deoA//aas//cyaY//dedD//fur//cysQ//kbaZ//uvrA//yehY//deaD//ogt//ygfZ//mdfA//recF//lgt//rpiB//aroE//dsbC//yeeJ//htpX//kdpE//eutR//frlA//secD//ydcR//mnmA//nadA//tatB//cobC//csdA//panZ//corA//tcyP//trmD//yojI//selU//pabC//caiF//ycgV//fhuD//pyrC//garR//phnH//kdsD//yjfF//kdpE//ccmD//aroA//lldD//comR//agaS//citG//narU//yiaB//yhjB//zraS//intF//yhjC//dctR//fabD//glgS//ycgV//ftsB//yjiY//sapC//yadG//cysP//gph//cysS//ydbK//nudB//ydaN//hisC//flgH//yggW//
GO_0009267_5	alsK//glpD//prlC//ybcL//yghW//nlpD//gabT//gcvR//agaI//fmt//srmB//ugd//cusF//fumB//rarA//gltX//frmB//dam//rcsC//prc//gltK//dgcQ//nfsB//ldcA//trmI//thiP//
GO_0009268_4	nudG//ykgM//mdtE//yehB//yeaD//alsA//fliS//ygeW//thrC//hchA//secB//napB//bhsA//nadC//glxR//caiT//rnhA//flgK//bamC//tnaC//ebgA//melB//slmA//mtn//ptrA//yfdG//cspB//
GO_0009271_4	srlE//srlA//mdlA//
GO_0009273_5	dacD//rihA//ybdR//trpB//ynbB//rffC//ygbM//ybcQ//dctA//uvrA//
GO_0009290_6	asd//nfi//
GO_0009292_4	ispA//arcC//
GO_0009294_5	fhuC//potG//
GO_0009297_6	ybhR//clcB//nrdF//clsA//yjiY//xthA//idi//yoeE//hyfF//gcvA//glnA//crr//kdpE//sutR//
GO_0009298_7	rlmD//dgcM//ybaQ//
GO_0009305_7	ytfT//
GO_0009306_4	ompA//phoU//ydcS//yfeD//adhE//yeeL//putA//
GO_0009308_5	slmA//yeeJ//msrP//pdxJ//queG//btuB//insI1//yhdW//frlB//fliS//rhlB//rspB//uxuR//ycfL//gntP//mngB//csiR//codA//tyrR//psuT//hemN//glsA//bioP//frmR//yfeW//tsx//potD//
GO_0009309_6	ftsQ//mlaC//hybO//cdsA//rnt//narJ//insA-2//lolB//puuD//mntP//yajD//ttdT//rsfS//ulaE//
GO_0009310_6	mtfA//rplF//opgB//ubiF//ybaT//minC//rimM//mmuM//putA//livM//elaD//entF//hyi//
GO_0009311_5	pepT//cobB//rlmL//ygiN//lpxP//mcbR//mlaF//rlmC//hdhA//csgB//yfdS//truC//crfC//clpA//yfgJ//proV//degS//glpT//rspB//glcB//yieF//lepA//dapD//ihfA//minE//alr//cysE//evgA//adeD//mnaT//codB//puuA//emrK//csgG//rplW//dacD//trkH//aroK//glrK//ruvB//oxc//ybbY//hprR//deaD//ybaO//dcuA//yadG//fliG//rpsJ//ybhR//livH//pykA//coaE//
GO_0009312_6	ydeT//tesB//tsaC//yihP//insA-2//nikB//proX//tolQ//ais//pdeF//pbpG//nsrR//ygeW//yghG//fliG//uvrA//gpmM//feoB//cmtA//nrdD//ulaR//adhP//dnaX//ybcM//fimA//cyaY//yjcS//pitA//rffG//pheM//betI//pfkB//exbD//dapB//hybG//alaS//infC//ulaD//nrdD//srlD//pspF//proS//
GO_0009313_6	gyrB//gatZ//ivbL//srlE//kduD//dnaC//preT//glcE//ftsA//yegV//
GO_0009314_4	caiD//potI//skp//lapA//focA//def//dnaG//cdsA//fepB//fliL//fabA//ygfA//rarD//lldP//sfmF//fruK//queA//abgR//nuoH//glcD//yggD//tcyP//mhpD//emrE//mutM//sulA//murB//msrB//rssB//deoC//pgaC//dcuB//lpp//cpoB//elaB//ybhS//yehW//rsfS//rsmB//atpE//cynX//dfp//thrB//frr//rplA//fdhF//relA//paaC//yghU//chbF//zur//paaH//waaG//fdoH//cysQ//dcyD//murI//emrY//yidL//wzyE//rnc//yhjA//katG//codA//yihW//mazF//rapA//opgC//frvB//ugpB//garK//paaZ//ydiR//yrfG//pgaC//rbn//nrdI//yiaT//pabC//fimH//mdtD//truA//pdeR//fecB//yjhI//thiG//cpdB//yihO//gltL//ibsD//apt//dinD//
GO_0009372_5	uhpC//glnA//rimM//
GO_0009394_6	ompW//clsB//crl//elaD//glyS//yhdZ//nadB//
GO_0009395_6	dnaX//
GO_0009396_6	hrsA//add//mnmC//deaD//rpsS//melB//yheT//spy//waaC//mltD//acs//
GO_0009397_6	yneL//dcuD//
GO_0009398_7	rraA//
GO_0009401_7	fliL//yjhI//mdtN//exbB//ppx//fpr//aspS//ung//recG//yeeO//sufC//secM//rpsT//aspA//yhjB//garL//rraB//xylE//upp//asnA//torD//glnP//ybfE//mmuP//setB//minE//mngR//bdcR//sucD//mepS//efeO//nrdF//hcp//lolD//cycA//minC//lptC//ribB//ydcP//opgD//tsaE//pinQ//murJ//ybgQ//ygeX//glvC//insI-1//cof//lepA//znuB//yafQ//lepB//
GO_0009403_5	ptrA//
GO_0009404_4	tomB//rfaE//ubiC//yqgB//ynfH//fliZ//ccmH//ydeO//yeaE//ydeO//ybaO//ompC//rnpA//recT//ftsX//purA//yjiR//nrdB//gcvA//
GO_0009405_4	cpsG//mdtL//cheW//
GO_0009407_3	hinT//gspE//uvrD//hrsA//rbsD//hpt//ydcZ//mscL//nth//ypdF//degQ//accB//wzc//cof//csgE//rplS//
GO_0009408_4	yoeB//garP//asnC//metE//mdoG//yaaY//uacT//murB//rlmM//sucC//rbn//yqgF//lpxD//yceD//ygjR//narV//rcsB//thiI//cyoE//cysB//yidH//entH//ssuB//sucD//trmJ//fis//lptD//agaB//potG//ampG//chiP//tgt//recR//ftsQ//ydiO//rhaS//hybB//helD//hslV//sgbH//argP//ygeA//creC//rbfA//napC//hybC//queF//glyS//ydiO//yraN//glsB//trxC//idi//mepM//mhpC//ytfQ//preT//tisB//torY//mepM//
GO_0009409_4	dnaE//mntP//yjfP//opgB//gadC//casB//torZ//fimA//aroH//ydfD//tilS//hslO//nuoE//ybeF//xseA//yfbU//ilvI//sucA//
GO_0009410_4	nudB//
GO_0009411_6	yahF//gldA//minE//yhfS//topAI//rfaH//yfdS//rsmF//nrfC//torR//alsC//ycjD//cynX//bioP//nlpA//coaA//
GO_0009415_4	pflB//
GO_0009416_5	tusE//feaR//murQ//insA-1//argD//gutM//yegD//ubiD//glcD//hflX//ydcZ//yahF//thiI//trkA//purD//ymdB//zapC//yfbV//rlmB//
GO_0009423_8	envZ//ttdR//ydaC//gshB//
GO_0009432_5	yjfF//ydcI//yraR//kbaY//atpB//nadC//ybhS//srlB//serS//mtlA//cusS//galR//menA//ugpB//rsgA//dmlR//clcA//ftnA//elfD//csgF//tolR//yfaU//
GO_0009435_9	sufS//fre//poxB//csgE//dgcE//murC//panB//frdB//yfdR//
GO_0009436_6	lolA//tcyN//qseB//nlpA//
GO_0009437_5	epd//mdtG//lnt//mmuP//dgt//zitB//trmI//
GO_0009438_5	citC//narV//tatE//fis//nanA//cheZ//macA//puuE//queE//ybiS//ybdR//pflC//mppA//uhpA//yiaT//ynfK//ycdX//gloB//sfmA//ogt//yhjC//glnB//argO//rplP//ybhP//betA//fecD//fimI//glnE//panZ//
GO_0009439_5	bcr//mhpB//yciH//
GO_0009440_6	waaG//dhaK//rdgB//
GO_0009441_5	hemB//mhpD//eutB//yhiM//dgcZ//
GO_0009442_7	flhC//pdhR//prlF//hemD//ybdN//
GO_0009443_5	eptB//csgB//caiB//
GO_0009445_5	nuoE//manZ//kbaZ//fdoG//cbtA//trmL//msbA//cysP//mocA//torA//
GO_0009446_6	nlpD//tusD//
GO_0009447_6	glpF//xisE//pdxH//sufE//ldcC//treA//rlmC//rcsD//
GO_0009448_5	narV//rimO//yqcC//yefM//
GO_0009450_6	mdlA//ynjD//uof//mobA//
GO_0009451_6	entC//abgB//glcB//pdhR//argK//aslB//caiF//srlE//chbA//elfD//dut//rhaS//nfi//secF//yghB//ydfK//ackA//mrcB//ppsR//selA//sutR//ybcJ//sulA//narI//torS//gadE//speC//fimZ//flgA//waaZ//fimC//panZ//blc//cyoE//yeiE//melA//hofN//mutS//insF-1//holE//ribB//pepN//atpE//ubiC//alr//lpxD//narQ//mngA//arfB//araC//trmJ//rhlB//mgrB//kbaY//mglC//bglH//casE//entH//arnE//rpmH//metC//hcaT//caiF//rhaM//sufS//entE//yieE//yeaV//atpE//yraI//mglC//tesB//prmA//torC//gshA//aroD//yddG//yhdJ//ompN//ulaD//speC//trkA//chbA//
GO_0009453_4	lolD//
GO_0009454_5	yebC//
GO_0009593_4	kgtP//nagE//
GO_0009597_5	dnaA//
GO_0009605_3	dppF//npr//glgC//araH//patZ//yegD//mrp//rpnC//fadL//yidP//rstB//yfiE//yadG//ftsN//ydiV//hybO//amtB//coaA//adk//yraK//frc//rpmE//feaR//moaB//ybiX//dinD//ugpE//msbA//paaJ//rffG//yrfG//yfcG//uspG//glyA//ydiK//insI1//era//kdgK//groS//adeQ//dctA//yghO//yccA//rplS//yiaB//ychO//frdD//nlpE//fabG//yijO//entD//aas//htpX//rpoS//proQ//argK//yddG//yjhH//hisA//frwD//rpoA//kilR//ybcF//chaA//clpS//abpB//yajQ//ortT//idnO//rpoH//ybhR//cysC//alsA//argT//mukB//cbpM//lacI//
GO_0009607_3	bamD//ssuD//sbp//yfjR//ybhI//ygaZ//sfmF//sucD//argK//bglA//glgB//frlA//yfbV//ymgC//
GO_0009615_4	insH-5//yfcG//dhaR//yeaV//frsA//ygbN//recN//frvA//satP//kdsC//casD//murP//ybiY//hemB//
GO_0009628_3	mltB//cysP//manA//yqgB//nagE//ulaA//pliG//hofC//umuD//ydjE//uspF//ybaK//yggD//sfmH//rdgB//insH-5//speF//tbpA//tyrR//uspC//paaG//mscL//trpB//ackA//yggE//ompG//zntR//agaW//dnaG//aroA//epd//cpoB//mutT//aaeR//mrcB//bglX//ydaV//rseB//ybiO//mdtM//sbmC//menC//fadI//lysC//tusA//murE//dsbD//setB//aceB//osmF//glxK//grpE//cueO//mscM//iclR//ycfJ//amiD//garD//htpX//rihA//yabI//fepB//lolB//cmoM//mnaT//bglH//yrfG//rph//hcaT//hyaB//ppk//kdgR//ascB//yfgI//yjiR//ybiT//norW//secM//tdcG//cecR//dsbG//skp//ppsR//alaS//yidR//lysA//kgtP//mioC//phnJ//xisR//patZ//paaE//metF//hslU//rpnB//pitA//grpE//fixA//yaaY//rseC//wzb//dinQ//gshA//yajL//ade//yghG//maeA//atpB//tag//pspG//syd//casD//tcyL//dmsA//nrfC//yebK//ypdA//yafQ//ycbB//ydiZ//ruvA//ygiN//dps//ydhK//ade//lpxT//ydfK//cysS//mhpB//dnaN//yehB//dtpD//add//metR//ghoS//yfeD//ytfQ//lsrR//pyrL//yciK//intS//gpt//lolD//cstA//aroD//yebC//yfcG//aqpZ//pstB//pcm//wecB//adiC//ytfR//rutE//yfhH//opgH//msbA//mepS//mioC//infC//pgaD//zapE//ldrB//miaB//appC//secY//agaW//rpsA//ycbB//amiB//ulaE//pflC//yihW//ftsE//clcB//artI//waaY//ydiV//rsmD//iscU//yfcU//pyrE//sufB//topB//yraH//wzzE//recT//dcuR//sdhD//topAI//mngA//speB//livK//mcrB//rbfA//yrfG//nikC//insB-4//uspC//fliL//secA//ydfD//blc//truA//bglA//cpdB//grxD//frlB//dsdX//yehA//norR//dmlA//lsrG//ispF//fruB//fepB//nagE//envY//feoA//yfaX//rpsR//emrB//rnd//torA//eutA//yciH//ispH//clsC//eutD//dcuC//
GO_0009635_4	yccX//
GO_0009636_4	pabC//dtpC//yfgO//insI1//glnS//rbsK//pyrF//tamB//nusA//nrdG//cho//xthA//baeS//metL//envC//ycjP//zipA//yccX//mlaD//frwC//pbpG//uspG//sgcB//secB//ariR//ftsE//preT//rluD//ubiX//paaA//ydcT//
GO_0009637_6	glgS//
GO_0009651_5	sufA//ydjM//nadC//hokE//cusF//uhpA//
GO_0009653_3	mlc//
GO_0009696_4	iraP//
GO_0009697_5	hyaD//
GO_0009698_4	thiC//
GO_0009712_6	katE//nikE//allC//cspE//galK//ymgC//araA//mcrB//yafO//aroE//
GO_0009713_7	fes//uspB//clpA//cho//artM//pstS//frlC//elfG//ccmE//
GO_0009719_3	flgK//yihR//tig//
GO_0009730_5	acpS//
GO_0009743_5	fecB//
GO_0009785_5	ftsB//
GO_0009850_4	dinG//uhpB//obgE//yhdH//recG//ccmD//gloB//sfmC//panB//cmoB//ttcA//feaR//rcnB//
GO_0009852_5	yfjV//rutD//pgpC//paaB//dnaN//ubiJ//eptC//rph//yneJ//pcnB//yjjB//mutL//sohB//
GO_0009889_5	glnK//puuR//osmY//yraK//ebgR//tdk//dnaE//fabH//dinJ//ybbY//ybhS//dhaM//glrK//nrfF//ygbL//crfC//degQ//wecE//dgoD//mtgA//fixB//rhmD//guaB//yqgF//ybdZ//yqjH//tatE//fryB//csgF//yidD//nei//rne//cbtA//proW//cspG//araC//agaI//lsrA//yidQ//marR//mltB//oxc//glrR//rpsQ//pepT//talB//xylB//mntH//ymgC//yjjV//proV//rplS//arcC//casB//ycfS//opgE//folA//dhaM//rcsF//pal//fruB//folE//potI//rsmG//envR//dgcE//yddL//rppH//bglF//ypjD//ubiH//pdeL//yiaU//alsB//aceK//lpxL//ybiV//mmuP//yccS//rfaG//ybdH//ycfH//gyrB//tusB//cspD//pheA//ybaM//rlmF//nadE//frlC//rnhB//hybE//yjgX//sufC//chbF//rutD//ybbN//aes//rlmH//ymfK//sstT//nudB//tus//purN//dacD//bamE//xapB//ynfF//uxaA//rhmD//yjjG//pntB//appC//nimT//pbpC//entA//cysA//rcsC//idnD//sspB//hycB//erpA//yafQ//fryB//kdgR//hcaC//acrA//grpE//yejB//ydiP//yciV//ymgF//dmsA//perR//ilvB//argR//mdtN//spy//pyrL//rhtA//adeD//ybiX//agaW//tyrA//hscC//tcyJ//galE//gloB//chpB//ogrK//cpxP//yjjW//ygaZ//glmM//pgaA//hofN//mtlR//prpR//purN//fhlA//sgcR//arcC//ybcL//glxK//yahN//ugpE//potF//ygaH//norW//hslR//yfiF//sulA//sdhE//cdh//frmR//yqeF//crcB//arsR//ydhJ//lapB//mipA//fabD//rplM//aroL//yjcS//dicC//mltD//yedA//ptsG//argB//atpH//lysC//topAI//sfmC//xerD//glpR//yajO//sufE//rpsB//ydjK//ybhG//ogt//ycjQ//mnmA//uspB//efp//ompA//focA//cpsG//mntH//dgkA//chbA//yciA//aroC//rhaS//menA//crr//npr//rimO//yeaG//bglJ//ldtD//yciF//hybA//glnS//osmE//grcA//yejF//araG//deoA//ibsD//sufA//ygiW//rsmH//cytR//hyaB//accB//sfsB//ghoS//rplD//macB//rplL//hofP//pppA//dam//ydcZ//hyfF//rimL//erfK//yhjD//citT//rne//leuA//ompN//ogt//pgaD//holD//amiD//ghxQ//glpA//rcsA//dicC//tktB//truD//gapA//rpsR//ttdA//wecA//fes//yebG//ddpX//potF//hofQ//yahO//frsA//deoA//ycjP//rsmG//yjaA//yjtD//yjaA//tnaC//narZ//cheR//yejE//ybhS//livM//valS//yciT//yajL//uvrD//arcC//waaA//btuC//pnuC//nirB//allD//lptC//ybjI//cspG//tmcA//yfiE//lsrD//yibH//lipB//ilvI//gltB//ldcC//cbrA//ubiD//ytfQ//sugE//garK//dtd//nudB//feaB//
GO_0009890_6	thrL//cas1//ytfQ//casB//nimT//ybbW//speD//ychF//holD//chaA//opgD//rpmA//entD//ygiN//dgcZ//tusC//rutE//ibsD//npr//fabA//cusF//yidD//dicB//dtpC//rpsO//narH//hybG//phnH//pflC//rmuC//fliL//hcaT//hpf//purD//tdcF//ybhS//hybA//yihX//waaY//rlmI//ttdB//ptrA//lsrC//potB//pyrC//ftsA//lsrD//pstB//gsiB//upp//relE//ispH//zapC//prpC//rsmJ//eco//hcaR//insI1//csgD//yeaG//copA//ybgI//prc//wcaB//bcsQ//yieL//rpnB//yqaB//mnmC//sdaA//rnhB//kbp//alsB//lsrA//ydjL//ptsI//lhr//sapB//rhoL//rluE//tonB//yraJ//gutQ//nrdI//yciG//entA//nrdB//bhsA//yihT//cynS//setB//ldrD//yiaT//dcm//secB//elbB//thiL//csgA//essD//dosP//xerC//wcaJ//yadV//aldA//proV//mqsA//minE//mlaD//csiR//phnJ//yphB//flgM//cysA//aaeA//yhjX//rsmI//rsmF//kefB//yehY//deoA//rplD//
GO_0009891_6	ybdM//ubiH//narY//arfA//yciV//ycbX//folX//ribB//thiC//dinQ//fecD//ptsP//nadD//fdhD//codA//plsC//malI//kdsC//kbaY//phoQ//rne//pspC//uxuB//astB//ptsI//mutS//queE//zntR//nuoG//lapA//rzpD//dgoA//ybaT//lptC//leuS//hdhA//tauD//yahI//rfaB//yeeY//yggN//rpmA//insH-6//pepA//putA//panF//argR//rbfA//ybdM//ortT//phnN//gcl//hdeD//paaJ//ydcM//hisF//lldD//yfeW//rraA//ydgA//add//glvB//dacC//garP//oppA//metL//ydjK//evgS//mug//yaiP//yafS//thiC//sdaA//ulaA//yqaB//birA//lpxT//trpGD//dadA//fdoH//bioA//fabA//glnB//
GO_0009892_5	ybdM//yjhB//ygfI//lysA//efp//ulaA//fdhD//galT//csgD//gadB//yfjV//wcaJ//tmk//shiA//kduI//tdcA//ompL//glpK//yiaL//tsf//prkB//yeaD//marR//pdxA//flgI//entB//sdaB//queG//ubiI//ilvH//insB-2//nrfD//yqcC//ymgA//yejE//hcaR//codA//dauA//bfr//ygcO//fadM//rpsI//nlpI//ldtA//chaA//yiaL//fruA//dinD//ygjH//dinI//fes//cytR//gcd//ycbX//hipA//ybhJ//mdfA//menI//kdgR//lit//mnmA//tap//tig//luxS//bsmA//zur//gntT//yfaU//gltS//pliG//chaC//sanA//cysC//rsgA//gnd//mdtA//rcsB//trmI//hypD//dgcM//ycjY//fadB//mqsR//yajO//mgtL//waaJ//ulaE//pinR//eptA//malY//cspC//agaI//hslJ//crcB//gudD//alkB//hisI//pth//cvrA//frc//phoU//rpmH//ypdB//selA//ybhR//flhC//djlC//nhaA//fecA//treC//fdhE//potA//fimC//zipA//tamB//proP//rplI//pgi//kdsD//pflC//yheT//ispU//miaB//abpB//cyoD//yiiM//tamA//nagA//yhaO//waaJ//folA//ldtD//mtlA//ybjN//cytR//rplO//dinJ//fis//ogt//dgoR//mntP//menD//nfsB//aroB//mdfA//narJ//
GO_0009893_5	nudB//yihV//erfK//glpA//flgI//yqjI//gdhA//ydjM//clpB//nusA//luxS//gyrB//betA//menH//parE//pspF//envY//ymgF//fklB//ubiC//aroB//cusR//frvR//hexR//ulaA//hicB//tufA//ivbL//dicC//zapE//adk//xdhB//nsrR//alpA//hipA//nth//gsiB//hcaD//arsB//ptrA//yhjB//rclB//znuC//lapA//ogrK//feoB//fic//maeA//fadA//frc//glcF//rpmH//mltA//nhaA//clpA//sstT//yggE//gluQ//gadW//hsdR//yeeA//nsrR//yrdA//glsB//chaA//insE-1//ygeA//fdoI//rho//nanE//mscM//amyA//entE//gapA//fliA//atoS//htpG//ygeR//lon//pcm//macB//potF//rpnD//paaJ//abgR//yccS//yjiQ//proW//mscK//tehB//sdhD//lit//ldtE//rlmF//tdcG//fimE//uvrC//ftp//msbA//
GO_0009894_5	pyrG//ydeI//fetB//fucA//rpe//clsA//bamB//insB-2//motA//hemA//gpr//hxpA//thiP//mreD//
GO_0009895_6	galM//narQ//bioF//frwC//
GO_0009896_6	kdsB//bepA//ygbL//
GO_0009966_5	rsmI//
GO_0009968_6	rhaS//
GO_0009970_6	mdtC//hybF//nagB//
GO_0009972_10	ynbD//
GO_0009991_4	lysO//fhuB//csgB//crl//ftsX//rplF//dgt//rpnD//chaA//yadK//hyfR//sufB//yieF//cirA//uxaB//uidR//yfcV//dadA//asnA//uspF//eutD//frwC//ccmC//pppA//betA//carA//rpsI//proW//ibpA//dkgB//pinR//umuD//yidR//hxpB//yidL//gcvR//yagF//cpxA//tsaB//ybhA//hsrA//murF//cysN//rbsB//fadA//menC//cho//maeA//lapA//mutH//insH-5//leuE//mtlD//ybgQ//fetB//modB//psuG//yhdJ//napF//fiu//rfbD//lpxM//cspG//
GO_0009992_5	atpG//nepI//gltB//asnB//
GO_0010033_4	napD//plsB//waaL//ibsE//bssR//insH-6//rbbA//rplF//srmB//ihfA//entS//mngA//yeeL//kduI//purN//yhdX//greA//nagB//rrrQ//mrr//tdcG//fadH//glpA//ompL//ilvE//hyaC//mgrB//mrcA//gsiA//tcyL//erpA//smrA//ccmH//fis//dhaR//fruK//hisI//bipA//fdhD//qseB//ybiA//rzoD//cspE//
GO_0010035_4	ubiG//waaF//tolA//rpnD//pgpA//hprR//yneJ//yihL//pta//ftnA//metQ//yphF//ulaA//cas3//hxpA//ascF//pnuC//grcA//ftp//slt//secD//tatB//ispG//yadC//intE//rplT//pinR//secG//rpmC//glcE//symE//actP//trpGD//bdcA//rutB//nrfE//entD//wcaJ//flgH//yddA//bioB//ybhP//btuR//ftsI//lacI//gltS//btuD//mltA//menH//entD//nrdA//birA//tsaB//srlD//ghoT//puuR//elfD//sgcR//cusS//speC//accA//yqhD//insB-4//nagA//queG//dcuD//prmC//cof//yifB//nrfA//amyA//yidA//zraR//pliG//yfhH//evgA//
GO_0010038_5	pstS//kefC//uidC//metQ//nfi//leuS//znuC//cysZ//djlC//envY//yihP//mppA//ahr//glnK//yibF//adeP//ybdZ//gdhA//mdtL//ymfK//frmR//creB//fryA//yfeX//purN//gabP//yqgB//elyC//vsr//tamB//bioP//ybcM//mtn//cmoM//eutB//yadV//map//waaB//pdeK//gudD//btuR//paaJ//rutD//ahr//fimA//
GO_0010039_6	frmB//accD//tatD//dnaN//kdsC//intF//rnhB//
GO_0010041_7	folE//ynfL//surE//gcvA//ycgB//fabB//
GO_0010042_6	opgG//dcuB//
GO_0010043_6	hypC//yidZ//caiE//ubiA//rutC//yjeI//
GO_0010045_6	kefB//tyrB//yqeG//
GO_0010106_6	kdgT//
GO_0010124_4	maoP//greA//azoR//yijE//yiaN//trkG//infC//hyfF//kdpD//fecD//cysS//yceD//gcvP//
GO_0010133_7	rffT//
