#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	citT//fecB//potD//rstB//
GO_0009850_4	citT//rpsB//nirD//gph//ycgB//ybgI//truC//yijO//tilS//pgl//rzpD//maoP//napF//
GO_0009852_5	yihR//glsA1//ompN//hofM//yfiE//yjhI//yehW//dinG//mhpD//eptA//uacT//comR//ynhF//
GO_0009889_5	trpB//tdcF//arcC//greA//metN//ycbB//yihV//yfcU//pspF//moeB//argT//gadB//kdgR//yqgF//sdhC//sdaC//mazF//mglA//nlpE//modA//panF//nimT//rpoH//adiC//yjiX//hybF//malS//ftsH//yihO//rssB//ycjQ//menE//secD//pppA//glyS//rfaQ//recT//adhE//qseC//lapB//thiD//iscX//ibsB//higA//phoB//caiT//mtlD//coaD//yhhT//atpC//ydhK//ubiB//yhaV//recT//alaC//dgoT//menI//lacI//argR//murJ//holB//ldrD//waaA//selB//yfeW//glnH//bioC//rplQ//rsmH//aaeA//mdtJ//fumC//hrpA//torA//pspG//uspB//aceK//torC//rpmH//mreC//focA//ttdR//fucO//lpxK//yhhZ//ptsN//yaiW//rpsH//ldcC//dnaQ//rcsD//chpS//yieE//lsrC//miaA//hisM//afuB//bcp//rsfS//gltI//yraI//yagE//topAI//sixA//rhlE//perR//lgoR//tsaC//yoaB//pspF//yjjB//uxaB//argB//ygjH//yphD//pdeD//arnB//yhcF//ypdA//agaI//alsK//infB//pth//bioP//treF//ybiJ//plsC//dgcT//yjhB//mdtN//ruvC//ydiO//clsC//wcaJ//yaaU//rpsE//hisG//ubiX//sugE//bssR//btuD//amiA//leuS//dgcJ//pntA//uspG//ydhQ//queD//rpsN//aroH//nuoL//hcaC//cadC//ais//frvB//lptE//lipB//hisI//ldhA//yphD//kdpC//gpt//arfB//insI4//fkpA//hypB//scpC//poxB//nadB//ilvH//acpH//hcaT//amiA//aaeB//priA//accA//modC//lepB//sdhD//yjcE//nusG//eamB//solA//ygaH//dgoR//rfbC//dcuS//thiC//secD//cysC//rho//dmlA//gdhA//dsbC//hyaB//copA//tyrA//yeaK//yabI//ggt//psuG//thiC//dxr//ytfR//hmp//lamB//galP//rclC//mdfA//yfcS//gloB//queD//fixA//cmk//acrF//yafN//dnaA//blc//sdaC//glk//tolQ//exbD//lgt//ndh//fepD//nfuA//glcD//yehB//cysZ//lsrA//pykA//orn//uvrC//uvrY//nirC//artJ//lrhA//murD//sgbE//livJ//pflC//ftsH//yjhG//yrfG//kefG//rpmA//parC//idnO//aroK//yhcF//aroE//glnD//mglA//fadD//lpd//yihT//yafC//nudB//pdxH//waaZ//rplD//alaA//ugd//yciG//cusR//ompG//narH//insF-1//glgC//rcnA//ampE//ompC//mhpC//melB//uidA//hchA//gadE//pta//hrsA//hemD//bioB//yqjA//gph//yihR//nirB//queE//frdD//cysZ//hokE//yjbH//waaQ//mdtP//mcbR//menA//argT//yihI//curA//dkgB//fadD//mntS//xseA//envC//rpmJ//ynfK//paaA//nupG//fdnI//acs//rzpR//malG//degS//serC//mtfA//mltC//fliL//trpA//
GO_0009890_6	eutA//hemD//narI//adiY//sapF//yieK//zapD//rpe//ydhQ//yigB//yohC//fimF//citX//ycjP//dsdX//dcp//gyrB//btuB//sad//cysQ//mzrA//bioD1//rlmD//tgt//ydiB//sdhD//modC//dusB//rpmH//yfiR//ompN//sucB//yifB//fiu//alaS//fcl//potC//mntP//yihR//nagZ//greB//narH//ltaE//ftsL//waaY//cnu//galS//insI-1//rodZ//rlmL//macA//bhsA//artI//mhpA//yihQ//cbeA//dsbA//ychF//csgB//ydcO//rcdA//ttdT//ychH//ydaN//frvB//yehZ//narW//recN//ydcZ//ribF//grpE//yccX//manX//trpL//mltG//ydeP//dnaN//alkB//dmsC//ybhD//chaC//wzzE//rfaG//htpG//tdcR//zraR//yfiC//fimH//bioA//hybG//deoC//yneL//mqsR//ribE//pspC//ldtE//intQ//tyrA//argH//hrsA//manY//pth//ygfA//leuO//kdpF//gatC//fdnH//yhfK//yibF//nrfF//puuR//ygbI//murJ//yejF//proA//fadE//rnt//nfuA//xerC//hofC//acpH//
GO_0009891_6	yjbH//nagA//dcd//yagE//stpA//sgcC//hlyE//yjjG//priA//rsmA//agp//cpsB//yfcQ//ydjM//yciE//rclR//potG//pdxA//cvpA//pgpA//murJ//fabB//yhbX//umuC//rfaF//yedL//dpiB//rutR//yjbG//pdeD//lpxK//chbB//uvrB//yidZ//clsB//mazF//infB//crfC//ralR//mliC//ftsN//nikB//rlmH//ssb//yiiE//dnaA//hisP//glnK//betA//trpE//sfmF//rpoA//yagI//aphA//ydiV//proV//dmsC//dgt//acrZ//pth//tsaC//yagF//ybhG//cydC//cysD//hemA//nuoI//tisB//bioA//pth//moaE//secD//kdgT//lpxH//ansB//miaB//yafO//galE//entE//sbcD//lptE//zraS//proS//
GO_0009892_5	exuR//flhA//dgkA//psuG//lpxP//crp//dgcZ//rhtC//mcrA//ubiH//ligB//insK//tqsA//ybcC//rnb//aaeA//lepB//arsB//metQ//rnhB//atpE//ccmF//glyA//ulaB//cmoB//ydeE//frlA//araE//argA//frdA//yfcU//gcl//rph//hisB//ykgO//mutM//rna//rplP//aroG//focB//fadI//hemC//ykfM//xdhB//htpX//alaE//ddpX//potF//dnaT//oppC//sulA//mltF//gloC//ybjX//ygbL//glmU//caiD//glcB//ftsI//atpE//gntU//allB//sixA//sfmH//tsaE//rplX//thrL//yheT//rsmG//hicA//ompT//yfdS//tdcD//cnu//nikC//secY//abpA//pgaA//sulA//crcB//fliG//smpB//yqcG//glcE//gloA//fdx//malK//slyD//dapB//ghoS//leuD//rpmC//dgoR//mdtN//ccmE//ribC//alaC//aroK//dtpB//ravA//fucA//dctR//dnaN//nmpC//hypB//mqsA//tehB//mprA//yddM//asnB//lysC//cyoB//iap//folA//icd//ldcA//rmf//radD//waaZ//rcsF//cadA//rpnC//umpH//rbsD//paaF//pal//tdcR//srkA//fucI//yafQ//pdeD//oppC//argS//waaU//cecR//rutA//potF//nanT//rihC//alaC//cas1//prmC//ybjC//pgaB//copA//ygcO//
GO_0009893_5	yqcC//waaA//lpxM//yfhM//ileS//pdxA//rna//ulaC//nmpC//hofO//treA//insB-2//yraJ//deoC//yjiQ//fetA//wcaJ//rfaF//purN//comR//yqgB//ybdO//cbrC//rtcB//yfeW//uspE//galU//chpS//mhpD//patD//yidC//ytfT//ymfA//ghoS//yejF//ybcQ//phoU//adiC//fadD//flhD//lpxT//fliA//prfB//rmf//ligB//aroA//thrS//ruvA//ligB//gloB//ispF//ydcT//wzyE//nepI//fryB//dpiB//cpoB//yhcF//nagD//paaJ//recR//metE//higB//fecB//malP//dgcM//recN//yahB//tusD//ygiW//yjiA//uxaB//cysM//wzzE//insB-2//casB//ygfI//iscA//pntB//fecC//frsA//dam//otsB//argK//glnE//yhfK//fucA//paaJ//recE//yehA//prpB//rraB//nirC//pdxB//pgm//yjjX//wecB//yihU//ybiO//
GO_0009894_5	bluF//def//asnS//creC//gspI//rutC//ybhJ//dacD//yadK//uidA//yihP//rpnD//nei//lexA//
GO_0009895_6	ahpC//allC//rnlB//qseC//
GO_0009896_6	dcm//ptsH//nikD//
GO_0009966_5	xthA//
GO_0009968_6	mutL//
GO_0009970_6	ldtB//agaA//flhD//
GO_0009972_10	rpsE//
GO_0009991_4	yggE//clcB//kdgK//leuA//rpsO//cas2//ilvM//nrdD//hofP//gcvH//trmO//aroL//metN//ymgC//cueO//fimZ//lptG//pgrR//tcyN//btuE//fpr//adiC//dmlA//tqsA//yobF//fpr//dinB//pheM//yqgF//kdgR//yihW//yihW//gatD//rnc//btuC//rhmD//hipA//fadM//kdpF//dacC//secM//clcA//cusA//glcF//amiC//lit//pspG//gltI//rssB//metH//mazF//dhaL//mazG//yjcS//nagC//dicA//citG//sad//yeaG//glsA1//ybiJ//pstS//kdpE//
GO_0009992_5	ybiY//murG//cyaA//wecC//
GO_0010033_4	ddpX//adeQ//leuC//phnO//metF//ybaO//ibsD//satP//thrS//znuC//pgaC//fepA//sufB//trpC//thrC//yadC//dgoR//yehD//argB//lhr//yqaB//mazG//wza//dxs//rpmB//dctA//cydC//cysP//rpmG//zipA//yeaV//cobB//entB//flgC//nusA//nanC//ccmC//hipB//hpt//rpe//nirC//rpsH//rrrQ//
GO_0010035_4	zitB//hofC//maoP//trmH//rimL//hprR//mnmA//selD//leuS//sfmC//ybfE//fadH//sspA//yiaO//grcA//tufB//ybjC//appC//lipB//ftsA//purC//ytfP//ypdC//rsgA//galU//ydhC//yehT//narK//mnmG//lapA//ytfQ//ogrK//xapA//rluF//treC//dtpC//insE-1//epmB//tyrR//hprS//gapA//hcaF//ycbV//lysU//yehU//ompW//prfC//tauC//bhsA//ldrB//fhuF//potA//artI//ortT//vsr//thrB//argP//wecC//yehA//rof//recC//tdcR//phnK//nrfE//slyD//xapR//folC//rdgB//ttdT//alaE//yacG//cysH//sdhD//ibsE//glcD//truD//
GO_0010038_5	tolQ//phoU//gltL//ptsH//murJ//fliT//caiF//oppF//sodA//yceK//accC//folA//evgS//yfgO//treF//ygaV//uspG//rpmB//yabI//sbmC//hycH//intQ//dgcZ//speD//ftsH//ydhJ//pliG//pdeR//ynaE//ccmE//csgE//argC//ycfH//mdtE//xylA//ccmF//mltB//yiiD//yciK//puuD//rpsB//decR//hflC//fdnG//yoaA//
GO_0010039_6	folX//rdgB//rpoE//rbsA//yjbG//thiI//rpsP//
GO_0010041_7	eutR//potH//torR//baeR//fliZ//alsE//
GO_0010042_6	kdpF//ydcZ//
GO_0010043_6	rpsE//fecA//fliS//ttdB//kbp//fsr//
GO_0010045_6	puuC//crp//xylF//
GO_0010106_6	leuB//
GO_0010124_4	crl//speB//nemR//gspE//cycA//zapA//rsmD//ldtB//marA//yieK//ptsP//kdpF//bamA//
GO_0010133_7	ybiY//
GO_0010139_7	fdhF//
GO_0010165_6	pinR//yadC//rpsR//bioD//ydeT//glnD//yghW//rhlB//metI//pstA//ampD//mug//frmA//mtlD//yhjA//moaA//
GO_0010167_5	exuT//otsB//
GO_0010212_5	amiA//dmsA//waaS//pinR//yahK//prlC//iraM//flgI//fsr//glnB//msrC//tauB//eco//ivy//dcuS//lpxK//fadD//yhfS//tgt//ansA//pdeD//qorA//ftsW//mglC//ybcQ//yjfP//amtB//appY//
GO_0010226_6	manX//
GO_0010243_5	patA//afuC//yebG//rayT//yhaJ//aaeB//fliK//pgpA//rpsA//pdeL//appB//yggP//trpD//chbR//ansA//pdxK//
GO_0010269_5	rssA//
GO_0010272_6	livF//napF//puuC//flgG//narJ//leuA//
GO_0010273_4	pspF//ynaE//lacY//dinJ//yeaD//hisG//
GO_0010288_6	folE//
GO_0010312_3	napA//
GO_0010332_6	nanS//
GO_0010350_6	nanS//lysC//
GO_0010438_6	nanK//prkB//sdhC//lldR//
GO_0010447_5	poxB//sthA//artM//yihR//hslR//dam//ygiN//selD//flgG//frlB//tyrA//hscB//yieE//ybaM//talB//tcyJ//oppB//rplD//nikD//hemL//rraB//
GO_0010466_7	hiuH//ccmH//
GO_0010468_6	glgC//pepT//ppx//zwf//focB//bssR//acrE//yraJ//sdhB//perR//cpoB//malX//selB//treR//hdfR//ghrB//paaA//rraB//sad//yfeD//entE//ybbN//eptA//mgsA//yihS//kdgT//birA//pykA//feoA//yijE//fhuD//cutA//yjhH//dcyD//rclR//yodD//rayT//narQ//ulaB//mepS//mppA//rplR//djlC//borD//higA//gstA//dsdX//kefF//yfhM//yecS//greB//ybjN//mdtG//hyfR//yjjU//hslV//stpA//moeA//emrY//argA//arnT//thrB//mhpC//pgaB//cpdB//tabA//bcp//cusC//yagG//fucK//relA//lsrC//fdoG//agaS//alsB//cnu//tcyL//envC//lasT//dinI//metE//sgrT//yadV//yeaD//cynX//rpsO//argS//nikR//yaaA//cho//rffG//sgcR//mdtJ//paaB//recE//mdtP//yqaE//elfG//gspF//gpmM//panC//mrdA//nudG//fabB//rluD//murJ//yhaM//mtgA//rnhA//narU//qorA//csrD//mrcB//dgcE//frdA//tpx//pitA//fieF//alr//mltF//treR//dgcQ//yebZ//flhD//arcA//rbsD//purC//dgcQ//dnaQ//rpe//spy//gadE//ybdM//mqsR//deoD//lptF//phnG//rcsF//ompF//argP//uvrC//ygbL//proS//dppB//pphA//ytfQ//galF//sgcE//rsmD//ydbD//cof//uspC//yfcF//rclA//eno//dgoR//ddpA//araH//ubiX//yadK//cyoA//topA//pdhR//ypdC//thiQ//lsrB//cobB//proW//phoR//hcaR//ftsZ//feoA//ggt//sanA//brnQ//malY//sgcE//ldtB//kdsB//sgcB//iraM//ubiA//ybiH//cysB//cnu//pfkA//hxpB//hypF//mdlB//cra//rihC//tilS//bisC//basR//fecD//ybiW//pliG//lolB//pyrE//fecC//pdxK//yfcS//yebC//yjcS//sapC//rlmG//eutA//yibA//glcD//idi//truB//uspE//torY//ibsA//bcr//rhaR//aroF//wcaB//fhuD//edd//pgsA//glpG//frdA//dinD//fliG//trpGD//yehY//abgR//rimI//grpE//fetB//gudD//dapA//ykgF//ydeE//rmuC//eutN//otsA//selU//ydfK//dapA//yejB//ymgF//gadA//gabP//yhjX//lgoR//tnaA//yedX//pitA//recN//tdcB//feaB//insE-1//galU//nanA//mutY//dppB//ttcA//gabP//fkpA//rpsN//fruA//trkH//yqeG//proQ//alpA//rutD//adk//zapE//yghB//priC//glpA//guaD//fabD//sbcD//prkB//murI//paaX//menE//ydjH//tsr//hsdM//ilvI//mraY//rpsP//dnaE//rng//rpsG//tcyL//nfo//yhaO//secG//gfcE//zraS//radD//yciV//yahI//glnS//cysU//hlyE//lsrD//ymgC//sgcE//mltF//ybcM//lsrA//zapD//ybgP//acrB//yraN//pdxK//potG//era//yebG//ydcO//argE//galM//
GO_0010498_6	lpoB//
GO_0010501_7	frc//gnd//ftsW//raiA//thrC//ybiI//hcaC//fliM//blc//
GO_0010528_5	ybeF//
GO_0010556_6	mobA//puuP//yfeR//nlpA//hemB//ompR//yihL//mntS//ybaL//thiP//dinJ//mglA//amtB//cysQ//nrdD//ygfA//murE//thrC//betB//sfsB//eutD//ebgR//fryB//torA//yjeH//xthA//amiC//galR//ansA//agaA//potH//rnc//rffT//ycjP//sgcX//ycdX//puuB//yggN//fpr//trmI//yfcA//tabA//ldrB//kefG//metI//ycjP//tynA//ssuC//yqaA//yafS//rssB//nuoN//ybgI//rlmN//xanQ//prkB//ddpA//tadA//rfe//kdpF//acpH//ydaN//queG//lysR//torI//ulaC//mliC//cspD//rmuC//ybdR//ibsE//yabI//sutR//yneE//cdd//ccmF//insB-4//dtpD//uhpC//emrK//ybdO//nrdA//topA//rpoA//fimH//putA//pdeD//tcyP//kdsD//emrD//folX//prmB//rplL//yiaU//yiaL//cpxR//purT//rapA//hypT//trpE//hsrA//nrdG//dnaT//rutF//dmlR//gatZ//ssuE//cueO//fdnH//deoR//ydjM//arnB//malZ//ybdO//waaU//csrD//yqiJ//recF//ycdX//rlmJ//ydjE//ralR//yfgI//yciT//fdhD//yegT//yhfS//entS//fliL//recB//ygjH//appC//nadK//paaF//prlF//miaB//rfe//basR//lsrA//aceF//intE//menD//dicA//metN//lipA//mrcA//hcaB//yihU//xylG//ydiR//bluF//mrdA//nfo//livM//epd//symE//cysK//rplE//dmlR//pstC//yeaD//citG//fadI//cysI//ahpC//fadB//flgF//rpsH//lplA//fmt//gcd//yiiM//ackA//intZ//iaaA//ibaG//ung//fabA//ybhS//carB//pepT//fimB//fadM//nuoG//gltP//dgoR//glpT//yggW//fucO//dgcM//agaW//msrQ//rimK//csdE//opgC//yagI//dgcT//thyA//nanC//ulaF//cbpM//modC//lpxC//yidL//intS//clpS//ribE//rcsB//ssuC//ynaE//ttdR//potD//murR//tsaC//carA//lpxP//mngR//galE//skp//sbmA//rplX//fic//ycfH//sbmA//proQ//rplT//yahF//patD//ulaB//topB//bglB//trmH//dtpA//rplR//gsiA//priA//mdtB//ygcW//oppB//tag//purL//sgcA//fecB//prfC//entA//pspA//iaaA//metH//tsaC//speF//ispB//torY//nth//alaA//ydcM//ydcM//yhiM//yadG//narG//cmk//hemH//yiaF//rpsK//yohD//cysM//ogt//ybjC//hicA//ydgA//exbD//mtnN//phoE//cysU//ynfF//yehY//speF//ccmF//arsR//nuoE//sthA//rnhB//recF//arnT//aidB//slt//exbD//bamC//cpdA//argB//gudX//rcnR//ccmD//sodB//gltB//nadB//perR//thrA//degS//ivy//trpL//fixB//dnaK//paaJ//puuA//glgA//yfeR//yjjB//yegV//hisC//fimA//ydcT//rof//
GO_0010557_7	ubiA//acrZ//rseP//dppD//agaV//orn//mdaB//waaL//tpiA//rnb//gph//grxD//thiE//yjiX//essD//flgJ//arnD//rplO//tehA//ulaE//yagE//yjfF//tabA//yciF//nadA//abgR//fryB//frdB//rhaA//ygiS//pdeD//nth//cpxR//motA//hisB//ubiD//ebgR//kdgT//yqhD//pgm//iaaA//putP//gatA//rlmI//hofC//rlmJ//xylA//pth//serA//zipA//cpxP//proW//rlmF//hcp//deoD//metG//dps//ydbD//radA//rfbX//cyoE//lpxH//basS//ttdB//appB//ompA//ydeT//intE//fimG//djlC//dcm//purC//narH//essD//lolA//ycbB//arsC//narG//argP//phoP//queE//puuC//
GO_0010558_7	moaA//yieE//ssuE//napD//nhaA//infB//ydcT//otsA//glcE//waaH//pdeR//dpiB//yfbS//murI//kdsB//hyaB//cysM//rimO//nikB//ycjP//rlmL//rhaA//deoA//mrr//insI1//gspI//slyD//yagU//cyoC//agaB//purU//hprS//pdxB//bioC//yihR//hda//psd//chbR//gcl//mdtE//yjhI//garK//ybiW//kdpF//narK//mtnN//prlF//yiaO//nanR//phnM//garL//fecD//alsK//secB//fimF//uraA//yidD//hpf//tcyN//fetB//lpoB//sugE//kdpA//pckA//yqeF//pflC//yoeE//narW//recT//nanE//tsaD//lipB//yciT//tauA//nrdG//ygfZ//ibsC//hicB//yebK//xylF//cca//cadC//dusC//uhpC//ychO//argT//yebQ//rplY//gltP//clcA//ggt//yhbS//cbpM//sodB//epmC//mdtA//yhdZ//asmA//gmk//tusC//mlaD//fimH//ghxP//lsrB//mreB//wecA//dgcJ//ansA//crp//nirC//mdtC//betA//tsaC//pepB//coaE//yqcC//elaA//metL//bhsA//ybcJ//
GO_0010562_7	mnaT//ileS//
GO_0010563_7	rfaH//ccmC//
GO_0010564_6	grpE//iclR//flgM//bglJ//rpmF//
GO_0010565_6	mlc//dgoA//ydiK//yhfS//yfiE//narK//
GO_0010604_6	degS//malK//entS//rlmB//ompT//glcE//metB//sspB//bioB//thrC//mipA//nrfG//rraA//sufB//metN//folE//viaA//frlB//priC//amyA//yqeF//hisI//yjeI//mdtI//barA//acs//htrE//yccA//alkA//fepA//feoB//dapA//proS//tktB//phnN//nadC//cmk//alsB//marR//moaC//htpX//hisD//rbsB//rimK//envR//murB//ispF//clsC//ycjY//ykgM//ibsE//ampG//mltC//yfdO//aphA//gltX//yqiJ//macA//entF//manZ//leuD//lolE//yjiX//rpnA//recE//flhC//flgF//setB//moeB//yohC//csgE//purN//rpsR//hcaF//yciG//aldA//cedA//uxuA//kilR//gudP//ptsG//sspA//bisC//ispB//ydcO//ttdB//uvrD//arnF//nikC//ansA//bglH//yjjX//rhmR//
GO_0010605_6	prlC//yneE//ytfR//sfmC//ygbI//ybiT//ung//mfd//narH//ychO//envC//mhpR//dinG//corA//mtnN//rpiR//acrZ//glgX//topA//ybiV//leuE//rph//waaB//rhsD//fabB//nuoI//rplJ//dfp//ccmG//yiaU//ibsD//rutA//lpxP//hofO//sapA//menD//hofQ//yfiC//waaY//yidQ//ruvB//fdnH//srlE//pdeH//puuD//yiaM//cmtA//gor//aer//etp//ydaV//tpiA//ftsN//tynA//mrdB//dcm//mgtL//dacD//dcyD//hflD//ygeV//alsA//tcyP//yfjR//ygjK//xylG//ycjQ//cytR//blc//yjiR//ptrA//rlmI//nemR//ydeT//agaV//pyrE//narQ//pfkA//glpA//rsuA//yhfK//ynbB//yfiC//ygcR//rfe//cusS//uspE//iclR//holD//yfdO//shiA//mdtA//essD//wecA//yadC//dnaB//gadW//ycfH//mepM//ihfB//ldrA//lptE//cobB//rplM//menD//yfaU//hofC//tnaC//folM//ygjK//xisR//gltX//cycA//mliC//yqjA//ygiW//purT//yagU//yddL//xylH//kdpC//caiB//dgoD//sbcD//clpA//mngA//selD//dhaL//otsA//torA//ybhA//rrrD//apt//rpnA//sapD//astB//waaL//yhjR//wcaB//rcsB//hslJ//ushA//gntU//ttdT//
GO_0010608_7	pstC//frvR//nanA//ybcF//ypdB//pyrF//hybO//uspC//menA//rhtA//dctR//yfdK//yqgB//mtn//cusS//yehC//macA//minE//fadM//ybdN//deoB//diaA//yhjV//gltI//kduI//mepS//lapA//tolR//yeiE//yafE//nagZ//dgcE//aaeR//dgoR//iclR//yrbG//hofC//pitA//yiiM//ispF//cobU//ttdR//clcA//udk//
GO_0010628_7	trmL//gloB//murF//tsr//cheA//lpoA//puuE//eutB//elfG//dosP//chbC//ynaE//rihB//secE//narZ//csrD//cdaR//yhbS//yjiY//rplE//ftsH//ynhG//tamA//ggt//rzoR//mdtD//pgrR//tolA//cmk//galM//hypC//dgcN//nupC//ygjH//arcC//hisH//yegV//glpB//acrD//hcaF//wecB//ybhA//ybiW//rtcR//ynbD//fbp//rmuC//rutD//mrr//yhdJ//ftsW//nfi//ygbI//kefF//speG//kdpA//wzyE//gltD//thrA//udk//torS//pphB//lysS//tatA//araB//ratA//ulaD//pck//lsrA//fur//phnG//tusA//ilvD//mntP//dmlR//arcC//fepA//yghG//glcC//yceD//greB//wecA//znuA//
GO_0010629_7	fbaA//yhjG//uxuA//pfkA//rluB//htpX//erpA//mdtD//appA//pdeR//guaC//hslR//recF//hpf//cpsB//pntA//nuoH//yggD//plaP//fecA//ilvD//feoC//priB//yiaN//kbaZ//allS//tolB//scpC//rbfA//yedP//kup//argF//ftsP//wecE//narI//fkpB//rbsD//lyxK//rutC//rhtB//luxS//murR//yfeX//trpS//garL//gntT//yafO//ynaE//uxuB//opgC//dinB//fliM//thiP//ttdR//gatY//yhdH//degP//minC//atpC//agaS//gcvP//cspC//gdhA//malG//rimM//dmlR//ymjB//gltS//etk//yidP//yehC//leuS//yibF//ycgR//rluB//rnlB//tatE//eptA//cmk//serS//rpsM//uspB//puuA//pdeR//ydaN//csdE//ydeI//htrE//exuT//thiM//lysO//minC//fepC//srlA//yehT//nrdD//tusC//ddpX//flgK//ung//pbpC//oppA//rfaE//rssB//gshA//lolA//trpC//gntR//murB//ulaF//fliL//pdxA//bacA//aldA//ymgA//flgE//rplO//uhpC//tehA//eptB//ydeE//rnd//basR//speD//recB//yccS//yehW//paaJ//
GO_0010638_7	rusA//rlmM//
GO_0010639_7	ykgA//csrA//pdxJ//
GO_0010646_5	malE//
GO_0010648_6	fdrA//
GO_0010675_6	ymfK//dapA//mdtK//xapB//tynA//secF//
GO_0010676_7	fabG//ydbD//
GO_0010677_7	rutD//
GO_0010699_4	glyA//bamA//
GO_0010810_5	yejA//tatE//
GO_0010817_4	astC//gloC//rapA//hchA//guaD//nanC//uhpT//fimA//hyfC//ybaL//rplA//dgcJ//insH-6//glrK//
GO_0010827_7	rraA//
GO_0010829_7	luxS//
GO_0010876_4	pgk//
GO_0010906_6	argH//dhaM//
GO_0010907_7	fepE//
GO_0010911_5	katG//yeiG//cheZ//
GO_0010921_6	msrC//lexA//mepS//potD//
GO_0010941_5	murP//
GO_0010948_7	hexR//mglB//
GO_0010951_8	lgt//ibsA//
GO_0010962_7	mlaB//betI//
GO_0010966_8	cobB//
GO_0010967_6	hsdR//
GO_0010974_7	rbbA//
GO_0012501_4	ilvL//arnB//amiA//uof//rffM//poxB//yieF//lpp//ydhK//mdtL//ghoS//truA//gltD//
GO_0014070_5	ydfD//argG//
GO_0015031_5	cpdA//ygiW//adhP//bglF//araF//ogt//ddpA//uraA//cpsB//efp//dpiA//phoR//feaR//glxR//focB//tyrA//trkG//atpF//cytR//yedF//aroP//fecB//asnA//ybaO//rfaH//ygbN//motA//ccmD//nirD//oppC//malE//trg//mocA//rutR//gloC//flgJ//yedP//ybaT//rpsJ//cheZ//manX//
GO_0015074_6	cbtA//rrrQ//ttcA//yejA//phnK//hisF//cusC//
GO_0015628_5	rsmC//cdaR//cynS//mrp//ispH//
GO_0015669_5	miaA//
GO_0015670_6	fdhD//
GO_0015672_7	lptB//hscC//dnaA//ndh//topB//tcyN//oppA//rimM//yjjU//bglJ//zipA//aldA//mltD//yidL//ykfM//yagI//lepA//mgrB//rcnA//nikE//fliK//glxK//rlmG//uspB//ushA//hybC//gudD//sfmD//thiE//hybA//eutA//envY//gpt//yehP//panE//ydcI//pspG//mepH//ompR//ydcT//abgB//tatE//phr//
GO_0015673_9	ybdR//
GO_0015675_9	pppA//rtcB//modB//kdsA//prpR//maa//uhpA//pepD//
GO_0015679_10	xylA//rsfS//
GO_0015682_8	cobB//rluF//nimT//galS//xylA//ydiV//hexR//pdxY//lepB//yifB//yajQ//panB//
GO_0015684_9	rihB//cheW//yfcQ//qseC//fabZ//
GO_0015685_8	dnaX//umuD//casA//rhaR//cvpA//ydcM//
GO_0015687_7	sfmD//csgG//dsbD//nikE//
GO_0015688_6	tdcA//yiaF//aidB//sgcX//lldP//yqiH//rpsG//pgaC//yfeW//matP//dsbA//feaR//yiiM//rpsO//gapA//intE//yqeG//mgtA//
GO_0015689_8	yjjU//tufA//betI//
GO_0015691_9	paaD//cysE//pagP//trpD//
GO_0015692_8	rsmI//
GO_0015693_9	flgD//ihfA//
GO_0015695_6	nupX//nadA//hlyE//fdnH//ydjK//mlaC//yqeG//osmC//mukB//glpK//guaB//mscL//mocA//cusS//mscS//idnT//bisC//cspE//nuoL//kdgT//rng//mgtL//hofP//aphA//pcnB//cdsA//tatE//nrdI//yfaE//btuD//
GO_0015696_6	nuoI//bluF//rplA//mdtG//tatB//dnaQ//mdtD//tpx//rng//glpT//syd//glcE//ynhG//xanQ//tusB//glxR//thiE//modC//rluE//trpE//arnB//ilvA//endA//mntR//raiA//sapA//sbcC//patZ//ribE//nrfE//rdgC//
GO_0015697_7	uacT//rfbX//prfC//gpt//higB//sbp//cecR//fimG//ygiV//cmoB//yiaB//hscC//fdoH//
GO_0015698_7	ffh//ugpA//fabD//deaD//yhaM//gpmA//tatA//yciE//hisC//ubiH//nsrR//rfaE//pgaD//yhbS//ycaN//ilvE//dapA//entA//dhaR//insH-6//casD//gshA//bisC//folD//miaB//gppA//ybgI//rbsD//cusB//rutG//fadM//udk//agp//menB//lpoB//rutG//secG//kbaZ//fhuF//nfuA//appY//
GO_0015699_8	yciT//
GO_0015700_8	ybjX//phoE//
GO_0015706_6	yoeE//tcyJ//ogrK//
GO_0015707_6	rseP//ptsP//putA//dcyD//gyrA//rluD//
GO_0015709_6	ubiI//
GO_0015710_8	ytfQ//putP//
