#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flgA//thrL//yedP//fryA//
GO_0015833_6	fetA//yebK//baeS//ptrA//fabI//nhaB//yjiM//lpxD//torD//pfkB//dpiA//rutR//trpB//torR//yfbS//umuC//trpC//potH//hisB//casC//yfcA//mscL//lpd//galK//tcyJ//frdA//bamD//yraI//nmpC//uup//yobA//rnlA//rpmA//dgcM//ftp//tcyL//ynfK//fadA//yihO//ubiC//hsdR//nadE//yiaA//ogt//apt//lptC//rcnR//envC//frvA//rplJ//pyrD//surA//yjhI//yfjR//recN//stpA//yceK//gcvT//ygeX//ulaA//artI//hsrA//trxC//sgrR//yggD//gcl//ogrK//ygiN//relB//hflD//rzoR//mdtD//yjgX//lamB//nrdF//rcnB//holE//ribD//
GO_0015834_7	recO//hupB//yjhG//glsB//eutN//
GO_0015835_6	gcvP//ydjK//phnO//ynhF//
GO_0015836_7	rpmH//yjjB//trg//
GO_0015838_8	gph//fucK//pdxK//yraR//rlmG//hpt//fadA//nfo//ulaB//narI//mqsA//bcsQ//sgrR//
GO_0015839_7	yfaV//
GO_0015846_6	yhhZ//betT//prc//ispG//yeaG//trpC//exbD//deoR//rzpR//prlC//ygeW//ibsB//topB//arnE//lplT//pta//fadH//
GO_0015847_7	wzzE//yfiR//bioD//mdaB//fadH//oppF//pntB//dtpB//fadA//hcaF//cycA//frmB//rpoD//fabR//ais//
GO_0015848_7	cysN//moaC//cvpA//srlR//galM//cpoB//
GO_0015849_6	bioA//patA//malE//hisC//glxK//ybjL//sgcX//ilvC//yfcF//paaD//avtA//clpP//rhtA//arnB//arnA//thiH//fadM//gltB//ygbN//cycA//fadJ//glnQ//frlC//yqaB//umuD//yjjQ//yehC//ygfI//yfbS//mscS//yfdR//hupA//sucB//yehD//ldcC//ydeI//glcD//ttcA//nuoF//hycH//blr//ycjQ//adhP//recN//rpiA//citE//ftsE//uxuA//yqjI//dkgA//waaB//gspF//sspB//glgP//ydiV//rpsK//aroE//guaA//cusR//rlmB//yiiD//ybdN//dppA//npr//ygdG//putP//prpB//rutE//yegT//atpE//malE//yfjV//dmlA//yggF//yjiY//ycbU//agaR//rutA//yhhZ//ldrB//murJ//maeA//maeA//treA//dadA//gluQ//wzc//rpsL//acrE//pheS//lldP//dhaR//yiaA//ybaM//rlmN//nikD//kdsA//mdtQ//mtlR//aspS//afuB//hcaB//znuC//frlA//phnH//cydA//prkB//sufA//livM//livH//ubiE//yjbE//nuoH//ycjW//sfmH//
GO_0015850_6	ftnA//rffH//ybjL//yqiI//ccmE//setB//yeeY//aroC//wcaC//mhpA//qseC//cadA//bglF//ulaF//gntK//ugpA//prlC//yhbY//cas2//feoB//hisS//fadR//prkB//
GO_0015851_6	yohD//ftsH//yggF//agaB//avtA//ldcC//rbsB//ihfB//ybdN//cpoB//kdgR//mqsR//
GO_0015853_8	aroD//yahI//
GO_0015854_8	astB//crcB//
GO_0015855_7	ypdF//purR//tusE//
GO_0015856_8	eamA//
GO_0015857_6	lsrR//zntR//
GO_0015858_7	yjhC//nanT//hcaD//alsC//waaS//agaS//folM//yqcG//yfhH//
GO_0015860_7	yhdH//ompG//
GO_0015861_9	yccX//fadK//
GO_0015862_9	frlR//pdhR//
GO_0015863_8	hemN//
GO_0015864_8	ybcM//rlmM//
GO_0015871_6	ubiB//cusR//ibaG//recQ//xylA//
GO_0015878_6	treF//
GO_0015879_9	phnI//
GO_0015882_7	flgF//htpX//aroD//
GO_0015886_6	slmA//manA//gpt//nuoG//dmsA//cbeA//gmd//rhmR//relB//
GO_0015887_7	yqcC//
GO_0015888_6	sodC//
GO_0015889_6	thyA//rpoH//abgR//fic//tatB//agaS//nimT//
GO_0015891_6	ubiF//yeeJ//holB//lpxL//dctR//ftsN//argC//corA//malE//yfdS//nuoH//ldtA//adeD//garR//mocA//
GO_0015893_5	focA//infC//slyD//rutD//selB//fmt//ytfE//srkA//yhjV//ycdY//yhaV//lpp//osmY//uspB//yfdK//hicA//pth//clpX//cnu//fhuC//rfaE//queA//yeiL//yjiM//leuO//clcB//mdlA//menD//lpxP//mltA//lgoT//hemE//ydaC//pgaA//ybaE//rdgC//mltD//nlpA//holD//ydiZ//lpxK//rihB//cadB//hsdR//tig//flgG//ykfI//ygeX//deaD//relA//melA//ruvB//nhaB//mntS//yfiF//hicB//fucA//mcrA//hprR//lpxM//cysH//phoA//flgF//folA//argP//yjjU//garP//lgt//ypdA//yfaU//sgbE//narH//actP//sfsA//ygaV//rnd//fimA//wbbK//yahN//frdB//setC//yphC//mutT//fsr//rutC//yfdS//ibaG//pdeK//flgI//rppH//pheM//phnL//tdcA//cadA//glnA//torZ//xanQ//
GO_0015906_6	hipB//lptD//ydfG//hcaR//uspG//
GO_0015908_7	yajQ//pdhR//
GO_0015909_8	clsC//
GO_0015912_8	puuP//
GO_0015914_7	nagB//orn//higB//ygiW//mnmG//ygiS//lsrG//
GO_0015920_7	cho//djlC//fucK//rluB//frmB//rutE//sfsA//yciH//ddpX//
GO_0015931_6	pyrG//lipB//elfC//eamB//paaE//mtr//yhjX//mreC//casD//yjfP//groS//ydeM//
GO_0015936_6	mgrB//trpS//gmd//intQ//
GO_0015937_7	yedA//cobT//malQ//hyfA//
GO_0015939_5	rcnR//xapR//yihI//rcdA//iscU//
GO_0015940_6	opgG//rlmG//betA//dicB//asd//
GO_0015942_6	nlpA//fdhF//crr//caiD//fabA//sgcE//ynfK//ytfR//rbn//
GO_0015944_4	cpxP//uvrA//lexA//crp//yhdZ//yhbO//acnB//
GO_0015949_5	dgcN//yadC//cyoD//narV//menE//rsmF//cusR//xylH//ldrD//yhaC//tas//ppc//insI4//dhaK//lsrC//cysD//sapD//rcsD//rnhB//torY//pdhR//bioA//xerD//ygfI//
GO_0015950_6	xerD//fumA//hflC//
GO_0015951_7	ybdR//mdtI//
GO_0015968_6	cynX//
GO_0015969_8	leuS//coaE//
GO_0015980_4	galS//fdhD//yfcU//sohB//ulaC//ftnA//iraM//araA//cusC//rcsB//zapE//rhaA//yeeY//xylH//yhcH//nrfE//phnK//rnc//thiL//moaE//gatZ//glcC//csgG//ykgF//fepG//fbaA//etk//ldtB//bioB//menF//nikA//yfaE//ybjL//purU//agp//rbbA//bamC//pdeD//aroB//tatD//pfkA//ghoT//ybjX//rbsA//obgE//rclC//fimI//nirB//csdA//surE//nikR//secY//yegT//yfhH//hha//folE//narZ//rpnC//alsB//ffh//msrP//bioB//ydiQ//cusS//ybaM//trmB//prmB//holB//cadB//dppC//paaG//hofP//rffC//eno//idnO//yefM//yfaX//selA//pdhR//cspE//barA//ygaH//ispB//hemC//rusA//wcaJ//
GO_0015985_9	folA//rppH//gltX//ybfE//
GO_0015986_7	ynfK//potD//fepA//ygaV//
GO_0015988_9	sspA//zntA//ybiO//dicC//etp//xylR//yhhZ//yrdA//
GO_0015990_10	yfdR//npr//surA//clpX//fkpB//rpoE//melR//btuR//
GO_0016024_7	zapD//
GO_0016032_5	rpe//ybaO//rlmA//slmA//tadA//patZ//pstA//ttdR//fliG//tatD//cpdB//cheR//fre//dnaE//curA//abgR//ilvE//mdfA//
GO_0016036_6	rsgA//yceK//yecS//ppx//mrr//potI//
GO_0016042_5	prpD//bglJ//proW//torR//flgG//rssB//tktB//tmcA//rutG//elbB//flgD//bhsA//dicC//ydbK//yagI//ychH//gloB//mltC//rplR//nfuA//pepA//rcsD//opgG//waaZ//
GO_0016043_3	tmcA//ydeE//ilvA//acpP//rcsC//alaS//panC//ygcR//xylR//prlC//araA//bssS//speA//pykF//sucB//cynT//pstS//yfcA//sbp//cutC//epd//cnu//ubiE//yiaA//gppA//hypD//mutS//tldD//rpnA//tomB//gpp//hofO//ompT//yjhH//yiaL//yeaE//yjjG//ybcL//yhjG//panZ//hcaR//yihI//rdgC//pal//trxA//otsA//fimG//phnK//yeeO//seqA//rfaQ//ldrB//cynT//ompF//rpe//yfdO//sfsA//murJ//gatD//ldtD//yagE//adeP//torZ//ubiA//nanE//yjcS//tcyP//fes//ldrB//ybgP//aceA//yeeJ//trpR//malK//dppF//atoC//rplD//ratA//gatD//yhjX//secM//yfcU//yahF//rpsB//rpmF//yqjH//yieH//guaC//yhfS//agaW//wcaJ//waaY//argP//rlmD//kdgR//ibsE//yafC//dnaQ//tamA//yegS//mukB//surA//bioB//pyrG//treA//rfaF//proP//artQ//chiP//pinQ//speG//frvA//alsC//ycjW//ampG//hybG//hyfF//xapA//coaD//amyA//dcyD//ldhA//hyaB//prfB//rplJ//pnuC//hemC//gyrA//trkG//mdtC//gdhA//hisM//glk//sfmA//hybF//dgcZ//marA//aroE//nudB//rutE//ybcF//bglB//araA//dicB//folA//hofC//mpaA//ptsG//ybgI//mltA//cvrA//ybjI//fecB//mltA//yphB//srlA//cbrA//rclA//tpiA//rplD//truA//ydiZ//gcvR//ackA//nrfG//polA//rep//ybeQ//gstA//yehT//ybiO//mdtC//yihV//yahI//metQ//ygfX//nikE//nfuA//tcyN//recO//ydiQ//ligA//allS//tsaD//ymgF//mcbA//ispU//hemC//glmU//yciG//hflD//kdpB//yjjU//yhbX//zraR//yggT//metI//ybiX//puuP//thiG//kdpD//thiE//coaA//arnT//hcaT//sdaA//yjbF//rdgC//sdaC//baeR//
GO_0016051_5	fecC//pyrC//ubiC//ycjP//der//otsA//acpT//purU//ydiP//dmsC//ydiF//rluB//ykfM//msrA//ubiJ//selA//bacA//nuoL//ydjJ//citT//smrA//ybiS//nrdA//atpG//atpF//yedX//etp//secA//katE//arsR//yieF//yihO//hisB//bioD1//hokB//rpmC//ygcO//rcsC//tyrB//puuE//rpmA//recE//rutR//fimF//yqaE//gyrB//rlmF//puuB//lacI//udp//bcsQ//kefG//rhaA//menI//rpnD//fumB//thrC//yggD//fimG//yegS//arfB//flgH//pitB//lgt//glnS//ilvE//yhbX//yhiM//yfcP//yajQ//ykgO//putA//coaD//plsC//dnaT//hypC//puuP//ynfK//yigB//mcbR//lpp//ribB//acpT//tehB//nuoE//malZ//mfd//yebK//mtlD//uspF//argI//moeA//nuoN//opgH//ynbB//thrA//yiiM//insA-2//ade//gpp//mnmE//fepC//hslJ//
GO_0016052_5	fimB//brnQ//yhdZ//aroK//ulaG//yhgH//potH//gatY//recX//hfq//treF//ilvB//treB//ulaC//ftsY//dnaK//rrrQ//nuoB//ybcC//preT//yaaY//skp//flgD//frlC//dppA//ydcT//patZ//ybjI//tolB//phnG//nrdF//basR//secA//fucP//bamC//mdtL//ybeQ//rlmE//galK//kdsB//malZ//trmH//rhaB//ampE//yohC//hxpA//moaE//yibF//iaaA//rpsT//yhbO//fkpA//yoeB//proP//gfcE//sapB//yidZ//dcp//yaaA//btuR//yecS//yphB//chbC//atpG//citT//map//ivy//uhpT//ybbW//sbmA//folE//ycfH//pgpB//trmL//livH//potE//ileS//yihQ//yfiC//rhaT//rhtB//melR//cspG//glnE//yhfK//yfcS//emrD//livK//ybjG//rpsR//gdhA//manX//rplN//rplE//argC//ychH//yeaE//ftsP//glcB//pflA//xylA//menF//ytfT//hcaB//umuC//paaG//gcvR//pepN//argK//hemN//bioB//raiA//zapB//hfq//leuO//
GO_0016053_5	ygcW//tdcF//yciV//ybiO//ybhG//ygiV//ygfI//yidE//nanA//dinB//leuD//feaR//hdeD//narX//caiF//yggD//rlmI//dtpA//argP//proW//pckA//flgK//hypB//ycgR//glrR//pdeR//yqhD//secA//sdaB//pabA//aqpZ//rraA//glyA//umuD//srlB//recF//cspE//ubiD//aroH//hisF//nhaA//recT//pgl//luxS//ccmA//pgi//rutF//hemB//pyrE//glgB//glgB//phnL//pdeD//mtlD//yjjW//cheZ//gspF//uidA//gdhA//yciE//ytfP//hdeD//dnaX//cobS//rof//ampG//ybhG//trpL//menE//glgS//cheY//rsmD//hycB//higA//cusR//mdtI//gppA//galM//mgrB//dgcN//yqiG//rzoR//elaB//metL//eutB//hslV//queC//cusC//uvrY//gsiB//sbcD//tyrR//tldD//yghW//malQ//fepC//nrfF//hlyE//cobC//ydhC//tatB//yehA//tolR//speF//yciK//sdhD//dinJ//aroL//pphB//paaG//ycjW//bcsA//aroA//yfaE//mocA//sulA//agaD//mlaD//zipA//tatB//trpB//chbC//ydgA//qorA//parC//rusA//yaiP//exuR//fucO//sfsA//dcuD//secB//ibsE//sufC//hfq//gcvA//yojI//mtlA//nanR//etp//rcsD//mliC//der//rpnA//yidP//rfaD//trmA//dtpC//plsB//yhdZ//dppF//ybaK//mraZ//frvB//astC//bglH//ppiC//glyA//lgoD//cueO//frwD//manA//csgB//dcuA//rmf//yfiF//potA//mltA//hipB//bsmA//dcuS//agaB//ybiI//kdpE//dapD//cheW//greA//topAI//glsA2//mltG//frlA//fumC//yedX//ppk//lysP//csdA//hyi//dmlR//mdtA//
GO_0016054_5	lolE//mnmC//tolR//araH//purC//mdoG//tap//ackA//infB//rsmJ//rpsE//gph//btuR//psd//hycA//yebQ//insI-1//fabB//lldR//yibT//clpB//insB-2//opgD//yhgH//mtn//rhsD//yihR//umuD//rpsE//rzoR//cspG//sucB//hldE//yjbG//chbB//cca//ftsN//pepT//tcyL//speA//purF//uidR//degP//mhpC//fliK//dinG//cyoA//rng//glpX//valS//ompA//yfcV//bcsQ//dgcZ//borD//accD//glnL//ybiX//hflC//hypE//degQ//yciG//tomB//purL//gltX//yceO//rpmA//lptA//paaG//bglA//zapB//ygeV//pdxH//hha//xisR//macA//topA//gudP//pinR//moaD//paaA//ssuE//yejF//yjjU//gcvA//truD//hokE//ompR//holE//yidE//yobA//potB//rpsP//aaeA//insI-1//yciT//obgE//rpsL//csrA//rstB//asd//ybaM//intZ//hrsA//sufE//tas//waaY//hisG//ybhI//rpmJ//yhhY//caiD//artP//ibsD//sugE//hipA//yebQ//rrrQ//secG//ftsH//motA//clsC//infB//bhsA//pdeR//gltP//ydcS//yehU//pcm//tusA//dicA//cpdA//purC//ybiI//fadE//amiA//grcA//aroH//puuA//moaA//gcd//glgB//ytfQ//gntU//hokE//sspB//dusB//lipA//rbsK//pepN//ychO//gntK//ybdG//ygaV//gshA//
GO_0016070_6	yiaJ//priA//ybiY//rfaD//mnaT//yhdX//endA//yidR//flgF//yfcQ//rimO//dcuS//trxA//rrrQ//tatB//rffG//yidH//fmt//narQ//ibsE//ynbB//gudX//ycfH//wza//pepN//iscX//hflX//amiD//tyrB//ribF//acs//ompG//hofN//fecB//rpe//lplA//sufE//rpiR//lepA//yidP//cdd//tus//serB//kch//malE//kefF//ycdY//recF//yfgJ//yciF//exuR//cusB//gspE//iraP//slt//casA//dkgA//ghxQ//dam//aroH//actP//fiu//mltG//holA//yjiM//uidR//mscK//insF-1//pgm//yjjU//speG//dnaA//rihA//rsmE//dppC//glpC//yfgO//ydiV//pgaC//psuG//tsf//lgoR//yfcF//ygiS//rtcR//hybG//pstA//tyrR//fabH//dtpC//glyS//zapB//ydeT//yphF//ggt//hisP//prlC//mutH//flgC//opgG//proS//yadN//pntA//alkB//phnG//rnt//viaA//mutL//gspF//mdtF//gadW//dsbA//bdcR//yajR//bdcR//alaA//yedX//higA//ldtB//yoeB//bamE//rhaR//gpmM//rlmL//ftp//aroE//nrdA//tatC//phnL//ybhA//yfbV//cspD//rihC//yqjI//sseA//yfgI//aspC//rutA//orn//aidB//ydcI//yraR//ftsZ//lrp//rplS//trmA//yfbS//atpE//fepE//diaA//nei//proA//insF-1//glyA//kdpD//glgC//rfe//chaA//ydjH//mglA//ybjI//hyfF//fadI//codA//xdhB//yfcP//mobA//mmuM//oppB//roxA//rimL//kdpE//patA//mnaT//manA//ydcM//grpE//fpr//ycbX//ydiB//ychO//yihS//yoeB//flhA//trmO//mreD//sdhB//gnsB//allS//bioD2//yjcE//dedD//ruvC//argB//glpT//mgtL//flgG//tcyL//ugpC//tufA//proX//ldrD//gltD//ubiX//dgcQ//malZ//pgaC//torI//ydfH//malE//agaB//ridA//rlmB//cysS//rpmH//mliC//wecA//glnB//ulaA//uacT//torZ//map//dgoK//helD//plsB//hscB//yebK//dpiB//trmL//garP//yaaY//mdlB//yhjC//lysO//yjbE//secM//dapB//yhaM//gcvT//fumC//radA//clpS//dcyD//oxyR//ybhR//argH//argD//yegS//eco//nikR//cmoA//hisC//gntK//hypD//relE//sucD//dcuS//phnK//hdeA//ampE//truC//caiF//wecB//insA-1//rhaS//speD//livK//asnC//ugd//recD//speF//phnL//ahr//efeO//ampD//yqiI//adeD//yagE//hiuH//rhaM//casA//yddG//cecR//cspC//nuoL//citX//gltL//rpmG//yheT//bamD//rcnB//yadI//yihP//lsrA//
GO_0016071_7	creC//glpT//ahpC//yjhG//glnL//ribF//ansB//hdeA//arsC//bioP//ubiD//mmuM//tynA//arnF//tusC//
GO_0016072_8	mtfA//yqhD//gatB//sgcX//lptC//nimT//tig//argG//narH//yehB//waaB//glrK//leuA//hprR//dapD//ybhI//acnB//yhfS//livH//hybG//nadB//yifB//psd//sgrR//eptC//rpsI//gnd//arcB//rfaD//chaC//ascF//wcaB//murD//yeeL//fkpA//mngB//nadD//chbR//yjhG//flhD//csgG//hisB//cof//dmlR//
GO_0016075_8	yihP//yfdS//
GO_0016078_8	sixA//
GO_0016093_5	dinG//bdcR//
GO_0016094_6	pdxA//chbF//
GO_0016114_6	yghU//
GO_0016137_6	betI//
GO_0016139_7	ybhI//
GO_0016226_5	azoR//menB//dbpA//yheT//cysD//ycbB//mdtN//yhfS//chiP//deoB//glpF//gpsA//ldcA//elfC//prc//rsmC//iraM//hyfA//
GO_0016259_7	yghB//torA//fryC//allC//
GO_0016260_8	pheS//ptsG//accA//
GO_0016310_6	prc//fau//fau//exbD//sbcC//manX//shiA//tsaD//hcp//ampG//rplL//fdhD//rsmD//allR//csiD//eamB//dppC//pdeD//ymfA//sufA//alpA//nrdF//pphB//mppA//ascB//torZ//tcyJ//oppA//lplT//yjjW//hxpB//accD//insA-2//cpxP//rpsK//malF//ybhA//envZ//flgJ//yhjB//torY//torZ//mhpC//gyrB//znuB//gltK//hflC//nth//mdh//rcsC//ispU//panD//dcuC//rutA//phnP//mtr//rplX//ydfH//nfuA//glpX//yraK//yjjW//arnT//queE//yjfP//feoB//glnE//tatE//dhaR//cpoB//lnt//ybjG//ybaQ//rplW//xapA//ftsQ//fliS//secB//tyrA//rutD//hflX//glpB//mhpB//sgcC//yrfG//citE//ogrK//glpD//ilvN//uspB//dps//kdsD//acrZ//ccmG//dctR//sucA//rbfA//decR//asr//pyrB//qorA//ptsP//tktB//yehA//ybgQ//rrrD//sdhC//ydjK//sfsB//opgC//moaB//acpH//srlD//clsA//yciV//epmB//rlmL//
GO_0016311_6	epmB//glgC//xisR//cynT//rsmA//nlpE//marA//cyoB//manY//apt//nhaR//dapA//ygeX//gph//yheT//bdm//yahD//feaR//yggT//dgcT//yjcS//fimI//gadA//dinI//radD//ybaT//lit//ftsE//cbeA//comR//acrD//flgG//amyA//emrD//fumA//efp//yheT//cysH//atpG//pmbA//frdD//nadE//melB//oppF//glk//ftsY//sgcR//accC//hisH//mdlB//glnS//trpL//sspA//tolR//yohD//bioD1//lnt//aroK//wzzB//rfbC//ghoT//
GO_0016458_3	fepG//rpoE//
GO_0016477_4	pflB//
GO_0016485_6	ebgA//yccS//phoB//insA-1//fliD//trpGD//yghB//ybaK//yciV//
GO_0016540_7	ycjR//ppsR//
GO_0016553_7	malP//
GO_0016556_7	dnaJ//
GO_0016579_7	parE//
GO_0016998_5	ybcL//
GO_0016999_5	ptsH//fliK//dsbD//potB//nusA//tsx//gapA//aceF//alkB//mutL//ydeM//ulaF//ybdM//frlC//yadM//scpB//phoQ//ihfA//yggD//kdsC//ilvD//seqA//yeaV//bioD2//pykF//srlA//tolB//cbrA//yegV//gnd//alsB//tdcA//barA//menI//rlmB//pheA//fdx//queD//dppF//lsrA//yehY//lplA//argO//rhsD//gspI//uspF//rlmF//bglF//torR//ykfM//insB-2//cyoA//gabT//ilvH//mak//lysO//
GO_0017000_5	rpnD//ftsY//rmf//nfi//ybgP//gltD//
GO_0017001_5	artP//ydhQ//fau//dhaM//yedA//rpsE//folP//cynX//nupG//nrdG//cspD//mmuP//pta//upp//ruvC//yfhH//deoD//mltA//elaD//ccmE//ndh//
GO_0017003_8	hemL//lpxD//yneE//yjbB//sgbU//phoA//
GO_0017004_7	acs//sthA//bglX//mdlA//proS//rpmF//citC//yrbG//yfcF//cysP//zntA//
GO_0017006_7	pyrC//cfa//lepB//frdD//yqiI//hisF//
GO_0017013_7	yggT//ydaC//
GO_0017038_6	glyA//melR//aroE//
GO_0017144_4	menB//dtd//moaC//ybaO//ubiF//mrp//udk//pphB//mntR//argG//murI//glcA//glgA//yhbQ//shiA//rsmE//yphC//malE//trpGD//cysZ//lysO//srkA//cpsG//cpxR//rluA//thiH//fucP//kch//yggX//perR//bcp//yqeF//ruvB//fkpA//yfcF//tsgA//yajQ//rpmB//lsrR//gsiC//yqgB//kbaY//rng//hisQ//tdcC//yfdG//fepA//ftsI//add//ybdH//yafC//pinR//eutB//mpaA//yciE//yhcH//torY//cusF//ydiO//rihA//ulaB//nadB//yqiG//prpC//caiB//ygfA//msrP//nanR//evgA//rspB//hslO//ydeE//pstB//recC//ygeW//frlA//ttdT//rpe//mtnN//hflC//dpiA//yehZ//wrbA//lldR//dtpC//glgC//wzzB//mocA//hemG//manA//betA//gdhA//fadA//mdtB//abpB//fhuC//hofC//iscX//sucB//nuoB//xylG//frvA//queG//alsB//ffh//yjbB//dapB//bglA//rpsR//cusB//scpB//recF//mtlD//preT//gspF//araH//rcsB//mhpC//kdsB//cpxR//tus//yeeY//hemH//ettA//hcaC//preA//ftsK//dsdA//ygeA//yaaJ//lpd//pgaA//yagF//fnr//menE//hofN//insA-1//emrB//glcD//ppsR//yafS//yhcN//ompG//ccmD//yjaZ//csiR//murE//frlB//alpA//purF//hyfC//ompL//srlB//cspC//frdD//dcuR//fnr//yeaV//glxR//hlyE//glpX//cra//rutE//tsaC//evgS//uxuA//wcaJ//hscB//rbbA//rayT//psd//dfp//yejB//ynfE//uidA//yjgX//tufA//entH//znuC//lit//groL//dsdX//cynS//priC//hflD//queA//eamB//ycjP//glnH//sodC//aroE//oppD//parC//ompT//artQ//ytfQ//thiM//purD//bioH//
GO_0017148_8	mraY//ileS//araF//hofQ//purL//rihC//ubiE//mdtE//rlmA//sixA//waaA//stpA//yqhD//yhjB//wecE//shoB//yfeX//fumA//yahN//fimI//galF//cas2//gcvR//phnP//
GO_0017185_8	pyrF//
GO_0017189_7	yefM//
GO_0017198_7	fucI//
GO_0018011_7	ybdM//
GO_0018012_8	ydeE//
GO_0018022_6	menC//
GO_0018023_7	rzoR//
GO_0018063_8	yhjX//sad//fau//basS//yeiG//
GO_0018065_7	ycgB//narK//potH//thyA//ybgQ//
GO_0018070_8	yqiG//nrfE//
GO_0018104_8	yebS//fecC//cptB//dgcZ//malE//ptsN//sufS//ihfA//
GO_0018105_8	sapC//glnL//folX//
GO_0018106_8	fiu//dcuR//ydcI//rsfS//cytR//deoB//opgB//tnaA//ptsI//dnaT//eutR//atpA//yegT//ygjK//sppA//yhcN//aroB//ompT//pyrD//ycbV//pinR//katE//ybiA//mntS//rutA//mtn//arsC//rbsC//uup//
GO_0018108_8	rlmN//ykgA//ssb//nrdF//uxuR//
GO_0018117_8	yfcG//
GO_0018125_6	nhaR//
GO_0018126_7	yehB//
GO_0018130_5	nupX//alsE//epd//secG//ybjX//dgcF//mgtL//rssB//rzoD//pgsA//sfmH//malS//hinT//dcp//ade//truA//waaO//alr//ssuD//yegT//yjjV//ybiO//glpA//fre//yhdW//accC//tktB//trpR//csgF//ileS//purB//rihA//htpG//yhhY//ydjM//setB//msrQ//lpoA//efp//pheP//rcsA//pnp//rpoE//ydhK//rsmA//glvC//bcr//rimP//mhpC//gapC//epd//yraN//dhaL//phoU//rplO//rfbC//paoC//sgcE//surA//rpnC//selB//rseC//paoC//rplL//pbpC//iscX//glcA//uxuB//acrR//ycdX//arnE//focA//clcB//tap//rcsC//bssR//ybiT//wecC//xylB//leuA//gyrA//gcl//yjhH//rlmF//frwB//ybiH//htrE//sutR//rcnA//ygfX//rcsD//hrpA//mog//yajL//narW//kbaZ//mgrB//sdhD//smpB//trmO//yobA//ddpA//dacC//lon//hdfR//crp//wrbA//yciK//leuD//ftsZ//lexA//blr//ddpX//yhdH//maa//torD//tktB//chbR//helD//ispH//menI//msrB//sfmC//lysA//aaeA//agaR//hda//mdoG//tsx//rodZ//prlF//rhaS//glpD//yidA//ycjP//thiG//sbmC//sixA//phnP//rpsM//lpd//pgsA//bluR//nirC//yhcH//sspB//maoP//trmJ//srlD//mipA//sspA//dgcN//nadK//napF//aceK//kbaZ//holA//yafC//coaD//pheM//ettA//rlmI//hyaC//speB//tolC//fadJ//yphF//ybjC//aroK//zraR//rna//ybbN//yicJ//hcaT//rplD//hyfC//mltG//ldtA//ung//rpmA//znuB//pepB//chbF//hcaF//potI//lptB//ynjA//rzpR//pdeK//emrY//hdeA//ppsA//relA//entS//opgB//frwB//kdsA//pgpA//rhaM//rpnC//yghU//yqaA//hyfA//glxK//malG//leuB//dgoR//abpA//yhaC//waaO//flhD//gspF//rpsE//ccmD//bcsA//lsrC//paaA//bluF//waaQ//ycjW//sfmC//oxyR//hdeB//rutR//thrA//hyaB//glnS//rfaQ//hemH//nuoM//parC//ygiS//wzzB//rcsC//casB//hisD//csrA//ypjD//mdoG//gabD//nupC//ytfT//galK//gloC//mdaB//zraR//moaC//dinG//prmA//barA//srlD//purF//yqaA//srlR//lolE//adiY//msrA//mqsA//hemL//rssA//vsr//atpD//mtgA//dsbB//potF//mdtO//cbl//sppA//tsaB//gadX//yfeW//trmA//accA//yceD//yidQ//lspA//nei//kdgT//uvrY//recT//argT//clsA//dcuC//yfhM//yahB//potG//puuP//speG//fumA//rpnB//elaB//uspC//yjcS//gspI//frmA//yehU//ymfK//ycjP//mdoD//bluR//tolQ//cusA//dinB//pabC//yhjC//moaD//mraZ//ybjN//rarD//argC//hycH//ftsL//hdeB//arcB//arnF//arcB//hypA//livF//phoQ//atpG//ccmH//mlc//yfbU//ytfP//msrB//cbrC//mgsA//dcuR//chaA//nhaR//gutQ//dhaR//trkH//lysR//yddG//puuR//hflD//deoC//kdgT//flhC//ung//tisB//aceB//dacD//dtpC//lgoT//nsrR//btuF//nupC//nhaB//sapF//aroH//pdhR//mutS//dcp//yqgF//yjiM//mreC//hybA//murE//mdtN//phnJ//fixA//mepH//dicA//cmtA//elyC//frvB//ychH//gatD//dgcQ//
GO_0018131_6	lsrG//adiY//
GO_0018160_8	pbpG//
GO_0018175_7	folP//
GO_0018193_7	ybeQ//potG//ttdR//araE//obgE//menB//cbtA//yghO//recD//cmoA//ubiA//frlB//ppk//puuP//rlmB//xanQ//rfbD//ilvL//asd//hypT//glgA//ghxQ//intQ//gpmM//gatA//fucK//ycjU//livG//lpp//paaK//selB//ansB//yedP//proC//yjbB//mltG//yfbS//minC//ribA//fryA//nanT//ampE//purC//murC//aspA//ytfR//mlaD//phnI//soxS//hyfF//cspB//setA//dgoD//ahr//dinG//ribC//ibsE//yghB//mdlB//ptrA//hslR//mdoD//torD//ubiD//hflD//glpA//cusS//ebgA//yeaK//cas3//pckA//
GO_0018194_8	yqcC//ychH//
GO_0018195_8	ubiA//
GO_0018197_8	livH//puuB//
GO_0018198_8	yadG//galP//ydfD//pal//lplA//flgD//cho//gcvH//
