#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	osmF//mdaB//rfaE//slt//
GO_0006950_3	rplL//pgsA//ung//tqsA//yceO//dps//secG//pitB//rzoD//ubiF//aes//yraI//recE//napA//bluF//ybaO//rssB//srlA//kilR//dusC//yihR//setB//sppA//trpR//hscC//fieF//insA-2//agaW//arnT//iap//glpC//yfjV//flhC//recT//creB//frvB//ygeW//yihT//osmE//hisM//lpoB//nimT//metH//ycjP//exbD//hsdR//mngB//rsgA//glpT//trmD//ydbK//yfeR//kup//exbB//eamB//radA//yiiM//ybcQ//abgB//pta//ycjR//trkH//rhtB//psuT//dcuC//pykA//pheP//hicA//yjfF//waaO//cysI//priB//glcA//cyoE//treB//acpH//cheB//ubiE//ilvM//flgG//cmtA//aaeR//rpmA//yidD//tsaE//torS//barA//ybjC//fabG//atpC//waaO//hisB//pbpG//cspC//glsA1//yfcQ//ccmG//glnD//araB//uhpT//dnaG//sanA//uidA//yegD//thiE//fimC//alaC//recF//bssS//hdeB//epmB//birA//ldtB//holA//lexA//tcdA//lacI//moeA//hxpB//hdhA//fucP//manA//yeiL//iraM//mhpD//ygbI//cdgI//moeA//yafN//entF//leuA//yqhC//mobA//ileS//tyrA//adeP//mltD//sbcD//fabI//rcsB//pgpA//trpE//kefG//allD//rutD//yfiC//tag//lacI//sxy//ybaT//aroL//mutH//dmsC//ubiD//tyrA//cheB//torS//flgH//dinI//ibaG//ilvI//nikC//cynS//gltX//fumB//erfK//ynaE//fliT//xapB//kbaZ//sspB//hcaB//ubiD//sdaA//ulaR//frvB//lacZ//menA//opgB//yjjV//ybaQ//acnA//uup//menH//paaA//glpG//ptsI//ybhF//casC//nrdH//yfaE//minC//yiiE//cheA//yfaV//argF//helD//bamE//rpoH//yhjV//tehB//ybiV//pepA//yhfK//artI//kdsA//ycbX//pyrB//yafQ//envC//yoeE//clsA//frc//gmhB//adiY//yfbU//amyA//rffM//malE//rclC//amyA//creC//ubiD//emrE//ldtC//cmtA//ibpA//fdnI//mntH//dacC//artI//arnE//sdhA//ccmE//fimZ//adeP//acpS//rfaE//yihQ//ppiA//yjjX//lpxK//leuC//yheT//ptsI//yihV//nuoL//basR//gltL//fadE//gloB//yggT//appB//yigB//acnA//nadC//potE//rplO//yhbO//skp//uxuR//cvpA//mdtJ//ribE//kch//suhB//pth//asmA//galU//kdpA//xylE//seqA//thrA//pepB//mgsA//secY//pheP//gfcE//cirA//ttcA//rof//prfC//sapA//fimH//yehB//nfo//bcr//gshB//pflC//carB//amiC//gstA//lgoT//hmp//proS//glnK//csdE//rpsJ//phnK//exuR//cysP//rsmE//yrdA//lpxC//aceF//mgsA//ansB//artI//yhjX//mntH//yfjR//mglB//ydiQ//tehA//murR//mdtQ//nudF//trxA//curA//atoB//pgpC//dhaM//ispF//zapB//yahK//rfbC//ortT//oppB//ygcR//mdoG//cdsA//nuoB//yijO//yedL//metL//gabP//bcp//folA//yphC//malQ//ybdO//tatE//xanQ//mltB//pdhR//yigL//fhlA//dctR//glcC//yjeI//gpp//panD//yjiA//bamC//casC//fadI//tcdA//ftsB//bdcR//ghxP//lldD//fiu//cspB//kdpE//abpB//dapB//dgoT//frr//slyD//ychO//ampH//dmsC//sfmA//oppD//mcbA//yghW//skp//fliL//fhuB//frdA//fdnH//yoeB//argS//ptrA//hipA//uof//ygiV//rhaS//rfe//hyi//yadI//rpsP//malF//azoR//rsmD//eutA//tolR//surE//rrrD//ilvI//minC//sfmC//frr//hpt//ratA//rmuC//rsmE//trpB//cnu//agaD//truC//hycA//sbcD//chbB//yfbU//narQ//uvrY//yhhY//prpR//hpt//bglF//fepE//cysH//sapB//ybdZ//uhpB//pgpA//msrA//rfaF//btuF//cra//corA//pykA//aer//bamA//ftsX//phnL//yieK//paaX//ptsN//yebG//mltG//mltG//allS//puuR//rseB//argK//elfC//glgX//ortT//trpGD//accD//pinQ//sad//gor//msrQ//metF//dauA//bluF//argR//yihS//amtB//lsrD//sucA//yebQ//asr//yggW//sfmH//hybC//cheB//envZ//iraM//bglX//pstS//hha//pyrB//ddpA//aceK//yrfG//yjjB//mdtQ//fkpB//
GO_0006952_4	wcaJ//yhbS//ilvA//phnP//pspC//ydaC//hycA//ibsA//narX//umpG//cusC//ispU//
GO_0006970_4	glpX//kefB//ccmH//rmf//lapA//helD//basS//murF//hisP//fadJ//apt//ynfF//ygcO//minC//rpsA//pphB//fabI//ubiB//fdhF//hyaC//ubiC//yehZ//nikR//rlmL//glgX//cyaY//alaE//ribA//yjhB//ulaB//creC//tusB//ileS//ynfH//metQ//waaO//yjjW//higA//
GO_0006972_5	hscB//napD//dgcE//yihO//fes//cmoA//ygiS//leuD//ttdR//serA//tynA//rhaB//gspF//yebK//
GO_0006974_5	nagD//btuE//hypE//yhgH//xseB//mlaB//glpK//ybhI//yfiR//ftsZ//mlc//eutD//mepH//birA//sapC//yihT//nanR//pabC//crfC//ihfB//rpsG//degQ//asr//napF//narQ//hprS//dusB//atpB//agaI//mrr//prmB//copA//bioP//dhaK//zapE//acs//rnr//prfA//elfG//cbl//uacT//ariR//yfiE//rcsC//fixB//kgtP//potF//frdB//hinT//nrfD//paaZ//treB//gltP//proS//ogt//topA//rpoA//patD//ybgI//agaV//ftsY//pheM//rplR//dinQ//ccmC//trkG//ansA//dkgB//yibA//sapC//bioH//xerC//malI//ydcI//dcuD//queD//narQ//glgX//fimG//nagK//ybeF//codA//dps//bolA//rcnB//dtpA//ldhA//dppB//rpe//pdeD//moaC//tyrB//ybhJ//ybjL//hslR//dsdC//ybaK//hcaC//ybgI//aroL//rluB//ybaK//lptF//rseB//ybiJ//pdeK//pta//ebgR//thiM//asnS//acrZ//yjcE//flgG//galM//fadR//aaeA//nrfD//fliT//yghG//ygcW//ftsI//csrD//rutE//ypjD//hupA//lldR//nrdI//queA//cadB//ydhK//clpB//nimT//mdtB//yieL//fliK//ycjW//zinT//trpC//ycgR//yjhC//iscU//fixC//dacB//malK//yajD//yidK//araE//argH//ydiR//alaE//treA//add//mtr//yibT//ygiS//thiE//rimK//dinQ//borD//yjbB//kdpD//hybO//rplO//tilS//mutY//yfeD//ptsI//kdpE//cynT//gltL//ldtC//yfaE//nudB//fepG//motA//mak//ivbL//gadA//rhsD//cvpA//mltG//mhpB//ybjG//rplC//carB//tusB//aspC//nimT//crfC//ybiV//pepD//puuE//lpxL//nikD//artP//xapR//lolD//envY//hisC//sixA//hofO//mhpA//aas//proX//agaB//frwB//tolC//malF//aroP//ydcZ//yieE//acrA//accB//purF//pyrL//cdd//yqgB//ftsN//cpdB//metR//dusB//frdA//mdtL//yfcA//cvpA//ansA//caiE//paaG//ybgP//cueO//ccmE//arsC//hxpB//tbpA//mdlB//nrfB//bioD1//yajL//wzb//fhuC//parE//btuD//iap//murI//katE//ghxQ//
GO_0006979_4	mcrA//recO//ftsW//yajQ//tar//rmf//eamB//dnaN//ssuB//orn//ybcF//ygiS//ybhJ//rlmN//cydC//rraB//oppD//gudP//murP//lpxL//tbpA//speE//kdgT//lsrG//roxA//rpsL//ybdZ//hflD//polA//thrS//minC//rclB//yhaM//cirA//elfD//acpH//yjbE//bssR//pgaB//ftsK//rimM//iap//ortT//dgcQ//yoaA//yhdX//yraR//glcA//ygeR//dhaL//gltL//arnD//bglH//ptsN//hybC//rplF//rfaD//rpsM//fdoG//nadC//ttdB//tar//eutK//mdtB//deoR//hda//tdk//maa//panE//ndh//murE//pyrC//paaZ//ispF//treR//pitA//allD//clcB//rpsO//ydiB//cnu//fabR//abgT//cutC//dcuC//mraY//
GO_0006986_5	rbn//bglF//lipB//rfbC//wzzB//hscC//
GO_0006995_6	rodZ//fepE//
GO_0006996_4	fabB//rbsA//tolQ//fabB//uup//csgD//frmB//flhA//gsiB//ftsP//rpsM//rplF//emrD//bluR//abpA//nlpA//ydaV//rluE//bioC//yjtD//nagE//hslJ//zwf//cysI//grpE//argH//arfA//manA//aspS//dnaN//frvA//kdpA//ydcT//secE//rhmD//crp//tmcA//secF//yeaG//
GO_0007010_5	ydbK//
GO_0007059_3	dtpA//rcnB//ydhQ//hisF//hisG//entH//insE-1//phnH//yfeO//adiY//
GO_0007062_4	yebS//ttdT//yfcQ//yehC//
GO_0007154_3	ldhA//mog//yjcE//nudC//yieK//aldA//tufB//potC//msrA//pgpC//yidQ//sgcE//fkpB//exuR//uvrA//lpxB//yjhH//yhjV//yedX//hyfF//dgoR//tgt//pdxH//ykgF//rfaF//rffG//fdnI//yjhC//yaaA//astC//artI//casC//mltD//ruvA//puuD//bioA//znuA//yjfP//gntR//ftsP//lpxL//brnQ//gloA//dppB//acrD//ygaH//recX//ygjK//mrdA//rzoR//ubiE//recF//topA//rhlE//sgcE//
GO_0007155_3	ldrB//yaaA//yhcD//pepN//nadD//ibpB//elyC//ybcF//rlmH//leuD//yhbY//nrdE//yfcV//rpe//dgoD//rlmD//mcbA//dgcT//bamB//melA//ileS//ccmF//nuoL//folA//nupG//tbpA//insF-1//puuB//holE//tnaA//sapC//yiaB//rpnB//endA//icd//
GO_0007163_3	yehW//
GO_0007165_3	pal//citE//rfaB//uvrC//wcaC//treF//kdpD//paaJ//ilvB//folC//codA//csrD//menD//zur//putA//ihfB//phr//msrC//rihB//narL//glcB//rbsD//pykF//rpsP//treB//hdfR//rbsD//gltX//nudC//rdgC//wzc//envR//ulaD//erpA//elfC//torI//rluC//rpsS//galM//rluE//nrdR//ycfL//cadB//agaI//yehY//cdsA//yjfP//araB//yqjA//glrK//rplF//ilvN//csgB//citG//apaH//fre//fnr//uspE//cbpM//nrdI//
GO_0007166_4	aroD//kbaZ//secY//mgrB//
GO_0007215_5	yhjB//wecB//ybiW//msrQ//
GO_0007231_4	cadA//
GO_0007234_5	umuC//
GO_0007267_3	mtnN//cysP//
GO_0007346_6	dicB//rssA//sufE//
GO_0007584_4	bglB//flgK//flgH//trpR//
GO_0008033_9	sppA//pyrE//infC//mukB//flgA//ispF//argR//cirA//yiaU//phoB//yraN//yggD//waaQ//tehB//sdhA//ibpA//bcsA//hisM//lapA//rsmI//fadL//argK//radD//hypD//yhcF//osmE//cirA//ygiB//mdh//ydcT//thrS//mglB//ygjK//kbaY//fucK//dicB//lsrB//dxs//torR//yfaE//purF//elbB//yibH//yfcP//mgsA//ycbU//djlC//yafN//fixA//nikR//lpoB//bioF//luxS//cbpM//dctR//uhpC//
GO_0008104_4	aroH//manX//nusG//patA//lldP//yrdA//yodD//hns//cdh//glmS//insK//zntR//ybhI//panE//yfcG//ubiC//yiaM//metR//efp//codA//fabH//livF//wbbK//yfcU//zapA//cspC//cysW//ccmA//yhjG//ybaL//glpB//nadK//ymgA//ltaE//mtn//pckA//nuoL//ydcZ//mltF//katE//fbaA//phnG//tnaC//bglA//yihQ//citG//rsmD//mglB//tolQ//
GO_0008156_8	oppA//valS//yadN//nagK//rpoS//dgcJ//
GO_0008202_5	zinT//
GO_0008206_5	crr//
GO_0008213_7	flhE//mtlD//tusD//hxpB//pckA//moeB//wcaJ//yjjQ//
GO_0008216_5	metQ//fixC//hycI//
GO_0008219_3	phoU//fkpA//yiaM//tnaC//ccmG//bdcR//nanR//napD//yhdW//gloC//artQ//tufB//pyrD//gapA//serB//
GO_0008272_6	sapB//ybeF//miaB//cysB//hemN//yifB//glnS//
GO_0008295_6	csgA//mug//ynfK//
GO_0008299_5	dmsC//moaA//yfcA//ftsE//rlmH//aroG//
GO_0008360_4	sfsB//ydhJ//tufA//folP//paaB//phnP//fhuB//ldhA//yfaV//secD//umuD//garP//evgS//mlaB//agaI//aceB//
GO_0008361_5	nupX//ubiH//rng//flhD//tcdA//
GO_0008380_8	norW//
GO_0008610_5	ubiE//dnaK//rimJ//potB//yehX//yedF//hofC//tsaC//ddpX//suhB//glcA//gsiD//mcrA//yghO//lapA//yqiH//zraS//yiaF//mcrA//essD//rppH//yebS//gldA//dld//rfe//ilvC//higB//yadC//sucC//arcB//argO//mltC//rlmH//kdsB//ygfX//metQ//dsbD//yfeW//ubiF//pstC//yidP//mukB//ddpX//cueR//torZ//rhlB//yigB//mdlB//surE//thiI//yhhT//rmf//cpxP//crp//motA//frc//caiD//gpr//lpxC//umuD//rnt//rnpA//coaD//gudD//folM//lacI//emrB//
GO_0008614_5	frlA//araB//mrcB//yphF//rpsA//hisH//uspE//
GO_0008615_6	rplE//dinQ//yhdW//cspE//lpxB//folX//melA//
GO_0008616_8	yjiM//fecD//hisG//sufC//lldP//iclR//yejF//
GO_0008617_9	araH//
GO_0008643_6	ftnA//rarA//ppc//hsdM//ygeR//prpR//upp//cynX//potI//glsA2//yajD//cra//lon//asr//melB//rpiB//rseC//yraK//ubiJ//ettA//fadR//osmE//rayT//mobA//yggW//purR//flgC//rplQ//aes//copA//dgcT//ybhG//sgcX//glpG//atoS//suhB//hscA//ibpB//ygeV//eptC//crfC//uhpT//ybhR//iraP//narJ//kefC//fdhE//bdcR//dhaR//yiaL//dgoT//ispB//ompN//ubiB//sbp//hyfR//htrE//kdsC//ilvI//pta//rluD//rlmM//sucA//hemH//cusF//rplJ//gpr//sfmC//rbsA//ybiI//deaD//wrbA//ygaV//dpiA//fruB//pheT//narU//rfaC//gntU//fryB//lysR//yihX//narX//uspF//wzc//intE//yebQ//rpoH//gcvP//cobC//argF//xylB//queD//dpiA//livM//dcm//csgA//waaQ//yhaC//yciK//atpF//asr//mtr//ygbM//trmJ//fixC//dicB//flgI//ftsE//speB//yieF//sspB//nrfD//frmA//
GO_0008645_8	purC//aroD//allB//kbaZ//cmoA//mscL//opgB//yabI//yfeR//treC//glcD//gshA//topA//abgT//uof//ydeT//kdsC//priB//cheA//artJ//sixA//parC//tsaD//roxA//
GO_0008652_5	ptsN//ptrA//phoE//gutQ//znuA//dgcE//xerC//sgcC//fhuD//uidC//bamE//lnt//fhuB//ebgA//caiE//eamB//acrA//rplE//nei//ihfB//rraB//gnsB//yjcE//ahr//yehU//yieK//sufB//bhsA//skp//idnD//yjbG//prkB//rsmE//cysH//ackA//waaH//lsrB//purA//nuoH//hyi//cheZ//glxK//lolA//nagE//tesB//yojI//tnaA//yfeX//ybhF//rutA//appC//kgtP//yghO//ibsD//bioH//frr//umpG//rutF//yhjC//ybdM//hdeD//infB//cysH//smrA//tusB//rfaH//frdB//cptB//rfaH//dsbA//phnL//arnF//creB//rssA//uhpC//dhaL//ybhR//yhjV//gyrB//nagK//trmI//yidD//rpsS//potB//basS//trpR//fes//menA//sgrT//yggW//cdh//ygfX//ptsN//ytfR//rbsR//ampD//wzb//pitA//yidK//dosP//ushA//ygiS//ychO//acrB//yfgO//eamA//mocA//rpoH//ycjY//artJ//flgF//phoA//rhaS//hisC//
GO_0008653_5	crl//yaiV//narH//map//citE//mhpC//hfq//alaE//sugE//betI//aphA//yafN//dld//
GO_0008654_5	sucB//hypC//gntR//ibsA//glrR//paaZ//frdC//uspE//hcaF//elaD//arnB//ypdI//glnK//appB//nimR//yhdH//mhpA//ilvD//soxS//frr//ybeY//abgB//ybfE//aaeA//msbA//cysW//uvrC//rsmH//rclA//recB//ybeY//yjfF//mdtG//yebS//fliL//
GO_0008655_5	aceA//fadE//rne//hokE//artQ//flgB//ghxQ//
GO_0009050_6	ydbK//sixA//
GO_0009052_6	yggF//menA//malX//lldR//arsR//flhE//tamB//
GO_0009056_3	glpX//ugpE//cho//yfiC//yccX//yafO//xapB//gpmA//lysO//rplI//cutC//treB//rarD//ftsB//fadM//ibsD//yhaJ//uidC//hflX//glgA//hupB//rpmC//rhaA//ygeV//nhaB//manZ//ispB//cobB//menH//iraM//pabA//dcp//cobS//modB//ygaH//mltG//panD//focA//dkgA//yadG//hybD//leuS//lgoR//yqiJ//yhbX//uof//yciE//minC//melB//araF//tatA//fliM//yciV//rodZ//paaX//caiE//lrp//ptsH//katE//yphF//dtpC//tdcF//carA//lldP//yccS//degP//mdlA//ycfH//folD//adeP//torC//rssB//rfaE//cvpA//sufC//rzpR//argA//dmlR//yibF//rffG//yifB//nadK//ugd//ybiV//hexR//yghB//phoE//mazG//tisB//purT//rsmC//atpA//ykgM//aroA//yjjW//hlyE//clpP//ccmE//glpG//araA//nanC//yiaJ//ybcF//yhaO//oppA//xseA//nadC//rsmE//yjiM//asd//ftsY//ahr//hisS//phnK//murA//dacC//yaiW//lpxM//eutD//ompF//flgA//topB//dnaQ//rplT//citG//melB//cusB//yqiJ//proS//hprS//rlmC//dcm//menF//yggW//sodB//ydeE//asd//bluF//nusA//gyrA//nagB//dctR//ugd//hycI//speF//acpT//waaF//znuC//narV//cysU//yphD//thrS//atpA//phoA//ytfQ//rnhB//minE//rplL//ghxP//agaD//garD//murD//yhdJ//codA//gyrB//lasT//gshA//rutG//fecD//ravA//rlmB//rpsK//hslV//pdhR//pheS//ilvM//yqaB//pinE//insA-2//hypA//bioA//sfmD//priC//guaD//ansA//hprR//ulaD//dicA//rsfS//srmB//nanK//yfcP//tmcA//msrB//cydD//yegS//rlpA//thiI//dinQ//yfiR//yhjV//rluE//lpd//sohB//uxaA//artP//yifB//dgoD//sugE//pgpA//metK//adiY//yibH//infB//cpxP//arnT//caiD//btuR//nadC//yfcF//lpxT//glrK//speE//mdtC//osmE//glcE//opgB//adiA//wecE//degS//proX//rsmJ//yehB//ugpB//sapA//dnaN//ugpB//ygaZ//tsaD//ybeQ//yjjX//gpt//citG//yccA//yqcC//rhaM//sxy//sucA//glk//tolQ//tdcA//ydcS//pstB//gatB//gstA//menF//mntS//umuD//yneE//rplD//mcrB//mutM//nuoG//ssuD//sseA//murB//hisH//gpp//mcbA//sgcR//codB//insH-5//sbcC//hofO//xylG//ynfE//allR//rbsC//sgcB//trmO//ynfF//marA//hprR//ybaM//murE//ychH//dgcQ//treC//ydaN//gadB//nanK//ynhG//yhjR//gshA//dicC//treF//gsiD//zntR//yhcH//mazF//waaL//potD//nlpE//yhbS//fadA//rlmN//fepA//iraM//hsdR//ygeV//pepQ//ydiP//ribF//yqeF//eptA//sapB//pgi//abgB//yjiM//phnP//rfbC//yfcR//rplB//ybaL//prs//exuT//yihL//araE//mdlB//cusS//msrP//recD//ycbU//rsmA//gltP//gnd//hisH//uhpC//mlaF//pheT//deoD//ycfL//yebS//trpC//glnP//yhbS//cyoD//purN//mlaF//tusE//bglA//zapC//hisM//arnT//cheW//recR//lptA//yehU//mdtL//gloA//raiA//ilvL//msrC//yehU//plaP//kilR//mntR//ytfT//murG//dtpB//dsbG//dnaJ//phnG//fliS//csdE//dtpB//oxc//hslR//comR//nagK//ackA//rppH//yigB//sppA//murR//rpsE//viaA//lptA//sapF//tauA//cmoA//yibA//gcvT//otsA//lit//plsB//paaJ//rsmC//ubiH//fis//iraM//ilvL//waaL//hybF//asnC//pinR//fcl//yajD//fecB//uvrA//ade//tufA//yjtD//rnr//hslU//yibA//
GO_0009057_5	glpC//lipB//oppB//ybfA//idnO//nrfA//fepD//ynbD//rof//hyfR//btuD//fliL//phnN//fabR//pnp//tpx//rutR//cynT//yehY//yhfS//ibaG//yihL//ydhC//fdrA//rihB//rplK//paaE//pepQ//nanE//umpH//glsB//yjiA//rpiR//nikB//fecC//glcC//csgA//nusA//ribB//wzc//uspE//yqaE//yhcH//ssuD//lptE//opgB//ydcI//ybdM//dtd//mscK//yedX//recF//yfiF//rhaM//
GO_0009058_3	yjtD//cpdB//mltD//fixC//hyfF//intF//bssS//insI-2//bglH//glgX//icd//yedA//tsaE//yjjU//trpR//glcE//yehT//ydiK//era//hicB//yfhM//glnK//vsr//yadK//agaD//ygcW//yebC//ompF//qseB//ldrD//marR//syd//hybD//hofP//sgbE//potG//csiD//ycjQ//recR//gnsB//lysC//glcF//oppC//yehY//ilvD//pgaA//gnsB//ccmF//rbsC//yjbB//sgrR//yggP//focA//fcl//cysW//rbsR//ygbI//tolA//agaC//cysN//bdm//nuoI//ampH//chbR//yiaL//ugpA//lolB//lacI//dadA//ppk//lldR//ynhF//rdgC//yieE//hisF//otsB//csdA//cbrC//pheS//yceO//cyoC//codA//ftsA//feoA//agaV//fadR//ppc//yhbO//gfcE//citG//ybhS//ppsR//nhaB//clcA//frmR//secE//gudP//panF//rutD//hypA//aroF//fsr//tbpA//kbaZ//sgcA//lpxT//agaI//hiuH//narY//ampE//yjtD//satP//cspI//hypB//fabD//sapB//greB//ftsP//entS//hdhA//gatY//pphA//cas3//sdhD//caiB//exoX//rfaE//nagA//rlmN//bamB//wbbK//gatA//purL//pabC//recE//ydhC//treC//galU//ybjG//ftsH//hisH//mraZ//copA//ydcT//adeQ//yhhY//nlpE//yrdA//yaaA//hscC//gabT//phnJ//rnhB//potG//ydfD//tnaC//narW//allS//flgF//comR//diaA//rclB//opgB//yfgI//yjcS//umpH//hybB//yehY//yebG//kdsB//ytfT//ygeW//yjhH//yehP//insH-5//fsr//appY//menF//cueO//infB//ycdX//tdcD//plsB//hofO//yeaE//ykgF//yafQ//nirC//fur//cydA//dppB//yfdO//yadG//mrdA//yigL//ydhJ//yfhH//bdm//asnC//oxyR//nagD//hokE//glpT//cutC//uspB//yeiE//rimJ//uvrC//argO//yahK//scpC//ratA//yfjR//uvrY//fryC//maeA//hinT//yqeG//aroC//slmA//gltL//nupX//rpsT//hda//hybE//mazG//cueO//galR//tamA//paaA//rhaR//plaP//ydcR//dicB//groL//rplO//tolA//ypdI//rffG//hslU//lnt//nuoN//ppc//fliL//hemC//rpnA//kefF//rsgA//chbF//smrA//phnI//nth//bamE//rnr//fadK//baeS//ycfL//dfp//exuR//flhA//rdgB//nagK//ynfH//fimC//gltI//rclB//glsA2//galE//hcaD//asd//ycgB//mdtG//cysA//abgA//hldE//recN//feoC//rna//creB//mutS//yibH//ydeP//emrE//pgk//gltI//bioH//rhaB//parE//cheA//chbG//galF//abpA//purA//glnH//spoT//ykfM//pdxJ//potE//garP//arsB//hcaB//puuR//ybhI//fhuF//fimA//potI//rbsR//manA//mdtP//insI1//yjeH//opgE//mscK//trmD//arnE//dadA//macB//ygfX//rimP//kduD//gmd//tatD//rimM//pyrH//yehZ//galE//priA//yjjX//appB//exuR//rsgA//ompL//ugpB//yjjB//rcnA//carB//rlmJ//ttdB//yfiR//zinT//ydiZ//rpnA//speD//yciG//ydhK//clcA//uhpT//yfiF//fabB//yhcD//frwD//yqiI//yghO//ycjD//pmbA//truD//fabH//rpmG//puuD//ygiN//mhpA//ubiX//rpe//glcA//emrD//hisC//frdD//moeA//potC//dcuS//yhiM//dnaT//yeaV//nemR//flgA//gutQ//aldB//mscK//rhlB//rluB//ycdX//hprS//rfbD//yqgF//ycaO//rutG//pnuC//uxuB//srlA//ygeX//dxr//gltI//acrR//ygbL//napA//essD//ygiV//ydbD//gadX//trmJ//xylB//nagC//tmk//basR//treC//smrA//hsrA//fucA//elyC//ppiC//dsdX//malS//ibsD//frlR//mltG//nrdG//eamA//xylH//yjcE//dcm//dhaR//tusC//ribC//cysH//aroH//ltaE//hicB//uhpC//hyfA//yagE//plsX//crp//fruA//evgS//ycfJ//obgE//yfaX//fnr//mdlB//hofP//yjcS//hokE//yfiE//ypdB//yhbO//yiaN//fumA//caiF//fepD//gcvR//uhpC//rnlB//lpxL//nikR//cmtB//glpA//waaF//cusF//tusA//ibpA//wecB//amiC//adk//ydiR//rph//rbsR//xisE//casD//setA//waaH//cbrC//adiA//kdsA//accC//cutA//rsmD//rraB//ihfB//elfC//modC//mltA//ybcF//yphF//orn//glyS//napB//mngA//mnmG//rsfS//alsC//yidQ//truD//ygjR//sucD//allR//yidQ//rsmG//hybD//orn//nirC//rnhB//rutC//fliS//fabD//yihR//stpA//fklB//dmsA//tisB//ynfH//ptsN//pyrB//yidL//ydiQ//argT//tbpA//trmD//dadA//menC//treA//argH//hslO//gpp//mmuM//potB//tas//murP//argO//yjfP//dsdA//yahK//pth//yciK//ybbN//mdtN//satP//bamA//yjiQ//gsiD//osmY//cyoB//nagE//yjjI//cusR//diaA//ydiP//fieF//glmM//ykgM//csiR//ftsE//eco//sufD//rlmB//appY//uup//nikE//cynS//ypdC//secY//rpsO//malK//yidR//hypF//insE-1//uvrY//hofN//slyA//pdeH//ssuB//rayT//rihB//clpA//hofQ//ygeA//rplF//ybdN//lepB//ybhF//perR//frvA//hdeA//mtlD//rpsP//intQ//tdcB//gadB//argK//nadA//gntU//sutR//ftsN//hflD//queG//nrdB//icd//nudG//coaE//rpsI//ybjC//bglX//artM//mdtD//xisE//cbrC//ymjB//dgt//surE//aceK//recJ//ybhA//lsrA//potI//hdeD//yebQ//murP//ssuB//cpsB//cpsG//tktB//essD//puuR//htpX//pdeF//ygfA//hisP//plsC//wzyE//rplL//ariR//hypD//chpS//proW//uhpA//yedP//bioD1//hisA//hsrA//macA//alaS//yicJ//xdhB//rnpA//argS//fliG//yafN//kefG//mutS//mhpA//yeaK//nrfG//agaB//aspC//argD//glpF//yrdA//hyfA//obgE//tyrR//insI-2//recN//pdhR//wza//phnM//fepB//yejE//kefF//ydhJ//lldD//ddpA//infC//sgcE//yqaB//hdhA//mipA//curA//pstB//ghrB//codA//gmd//minE//mnaT//ygfZ//cydA//abgB//ynjA//yjjQ//nagB//agaS//rplL//yihT//ybgQ//glpD//dgoD//leuE//mltF//aldB//tauC//rfaC//yjbG//ytfQ//yhfS//aslB//gadC//ygbN//topA//baeR//hflC//der//lpp//yjbF//rimJ//fhuC//allS//glsA1//ratA//ycjY//caiE//gadW//accA//yibF//purD//yohC//ispU//mutL//elfG//rmuC//ispU//yaiW//gabP//cusC//fadJ//xapA//poxB//bglB//aroP//ptrA//dacC//gldA//exbB//abpB//tsaB//yccX//rssB//glxK//fdnI//pepB//citG//acrB//purA//ynjD//aroL//yfeX//polB//citX//nhaA//cpdB//crfC//preA//dnaG//nlpE//bcsQ//cyaA//nrfD//hexR//bluF//tsaE//
