#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rfaE//mdtM//setC//paaB//
GO_0009132_6	torC//truD//napA//dgcE//uhpT//ybeY//elaB//hslJ//yiiD//ansB//modB//spoT//hybE//sdaC//glcE//tyrR//modB//eutK//iscU//hisP//tbpA//speB//aaeB//minD//pmbA//
GO_0009133_7	lldR//plsB//secY//
GO_0009135_7	moaA//ybhR//speB//ubiC//pgl//elfA//bssS//yfcF//aer//lpxT//rtcR//lpxL//rhaR//nrdH//wcaC//recE//fepD//ispA//gabP//higB//gntP//abgB//ypdF//
GO_0009136_8	rho//
GO_0009138_7	gshA//bioA//
GO_0009139_8	mscS//tusB//
GO_0009141_6	ldtC//rraA//ddlB//csgA//cbl//lpxT//zapD//ydfH//ratA//glsB//clpA//csrD//gudD//yjiR//caiF//lipA//nrfD//rpsM//ychO//mmuP//rsmE//ihfB//ftsZ//yfiE//kch//znuB//syd//hycH//cspG//cycA//yneL//yjjW//ibsD//ydjE//araB//ybhF//greB//yedA//
GO_0009142_7	ackA//cas3//yaaY//clpS//rpsQ//glgB//gabP//agaD//oppF//manZ//cueR//rpmJ//pgaB//metI//hybB//katG//yjjG//degQ//torR//oppF//sseA//murB//nsrR//fliT//hdfR//ftsK//rpoE//crcB//
GO_0009143_7	ybaK//pspG//ftsY//garR//
GO_0009144_7	murR//tcyP//yegT//moaD//iraD//sthA//rcnA//ybjX//mdoG//xdhB//galE//yohD//ulaD//kdpC//sgcX//afuC//marA//ligB//fadL//yahK//ychH//flhD//nanC//borD//bluF//holB//rpnB//gshA//flgD//rlmL//ynfH//
GO_0009145_8	nuoG//nirD//xylA//fimA//ydgA//sufC//pepB//yjcO//yggT//yagU//kch//asmA//pck//nanA//sad//uhpC//adeP//satP//msrA//rluA//arsC//rhaB//wecB//
GO_0009146_8	ycbU//insI-2//
GO_0009147_7	pphA//ybiA//gatB//yebZ//
GO_0009148_8	livJ//rpsI//
GO_0009149_8	thrB//gatY//
GO_0009150_7	psuT//waaU//cheW//hemC//cpsG//flgD//csgE//kilR//waaU//agaS//rplI//yceD//yahO//ftnA//lpxP//ygdG//scpB//pgaB//ettA//argD//argE//yfaU//mreD//rlmE//argB//nuoG//hdeD//nrdE//artM//eamB//sfsB//aroA//araA//yihI//potG//yahI//ybeF//lpd//sanA//etp//glmM//rpmJ//rstB//trxC//hemB//fbaA//hypD//elfG//
GO_0009151_7	ccmF//cadB//
GO_0009152_8	fhuD//narL//ldhA//bioP//kduI//dxr//dcuR//priA//fliK//fucO//ybcJ//mscS//gmhB//frwC//lplA//ypjD//rffH//relE//deoA//garR//metR//ccmA//lgt//greA//pstA//yqeF//pdxA//nrdH//mdtO//cyoC//ptrA//yjhP//atoS//gdhA//sstT//amiB//secF//
GO_0009155_7	tesB//atpD//
GO_0009156_8	bioD1//torD//cysH//mrcB//adk//thrS//higA//ltaE//mhpA//srmB//cynX//pheM//tonB//rhaB//arnB//mnaT//rsuA//htpG//tcyL//ldtC//mdtO//pepA//gspF//feoC//tdcC//gudX//murR//frdD//ymgC//comR//hiuH//recO//ccmA//
GO_0009157_8	uof//artM//ftsH//csdE//
GO_0009158_8	rhmD//sgrR//yajL//napF//agaR//
GO_0009161_7	hybE//emrE//sgbU//yjjB//zipA//aroK//yhjA//caiD//pdxK//pgm//hcaR//ilvN//atpB//phnI//serC//bipA//kefB//lexA//motA//ais//nuoG//recQ//lysO//potF//panF//hscB//dmsA//dacA//mutS//pdhR//ymjB//ybdR//trxA//holE//cydA//luxS//treB//icd//trmI//mreC//cusF//yeiG//
GO_0009162_7	hiuH//yfgI//metF//dmlR//
GO_0009163_6	fetA//dnaN//rluB//eutK//hsrA//hcaR//rbbA//fcl//plsC//asd//paaF//ydiB//ubiB//tusE//pflC//baeS//diaA//xylE//waaY//
GO_0009164_6	yaiW//proP//putA//dgoK//yjjU//yjhG//hinT//serA//ais//ubiH//dxr//epd//ade//
GO_0009165_7	yghO//torA//mcbR//ynhG//cusB//tabA//nagD//leuS//arnB//uup//frmA//oxc//ratA//nuoE//pepA//nanR//dsbB//yhbY//hisC//phoE//frlR//tsr//frvA//mtn//pyrF//ycdY//yjhB//ptsP//galS//menI//ygfX//rluE//ghoT//pdxK//adeD//sucD//nudF//accD//fieF//bipA//frwB//ygaZ//fixB//gpsA//nudG//rplE//ftsE//pyrC//lsrG//mhpB//phnG//ygbN//cysD//insA-1//ibsB//fepA//dsbG//lsrA//qseB//rffM//adk//sstT//dmsA//galU//gcvH//ssuB//wcaC//murD//tyrR//phnP//arnA//
GO_0009166_7	tar//cof//lspA//caiT//nupC//yieF//shoB//yhbX//frr//xylF//yejA//pykF//ibsC//uxuR//skp//ffh//adiC//pstB//rlmB//cof//rnhA//tolA//napC//argS//mltB//rutG//pgk//pckA//mdtQ//yohC//ampE//
GO_0009167_8	abgB//feaR//lysA//flgK//acs//btuE//ycbX//rplO//tmcA//yegV//ssb//yfjV//ydjM//rzoR//tisB//envY//ppiA//yjhG//dcuA//gcvA//dgcF//cusF//mltF//chpS//hmp//add//frmA//cmk//mobA//cyoC//prpB//uxaB//yqaE//ybhR//
GO_0009168_9	ybiW//lipA//ghoT//cyoA//glpA//lysS//agaB//ymgA//lysR//feoC//pck//narK//yieH//dapD//htpX//caiF//maoP//smpB//cof//cobU//malI//dnaJ//arcC//glnL//lpxM//fimF//dcp//mdoD//gpmA//ldcC//
GO_0009173_8	tusC//rpnB//hemD//rfaG//yidA//cobB//trmL//
GO_0009174_9	uhpA//paaC//
GO_0009175_9	yphD//sfmF//nimT//ruvC//metN//
GO_0009176_8	proA//groS//entH//
GO_0009177_9	idi//rsmB//yjbH//
GO_0009179_8	insF-1//suhB//ligA//dsbD//eutD//nuoB//abgA//phnC//cutA//casA//znuA//mppA//mdtA//cusA//cspB//glpG//cmk//uspE//tynA//dnaX//ydaN//dcyD//xylF//
GO_0009180_9	norW//
GO_0009185_7	crcB//pepB//tyrS//skp//ulaD//menC//yhjX//ndk//iscU//manA//truC//yhdH//yafS//yhcD//fadE//ddpA//ligB//cvpA//ycjW//cnu//dgt//ada//agaB//gcvP//
GO_0009186_7	proV//
GO_0009187_7	ydbK//fbp//
GO_0009188_8	gcvH//ltaE//
GO_0009189_8	uhpB//
GO_0009190_8	lplT//rpnC//
GO_0009193_8	yagI//
GO_0009194_9	pinQ//
GO_0009196_8	rlpA//
GO_0009197_9	eco//
GO_0009199_7	etp//slt//ihfA//hokE//intF//torI//miaB//prlF//soxS//cpdA//pgpC//asnB//rhsD//yggP//aldA//aqpZ//yrdA//acrR//phnG//csdE//gadE//ubiB//lit//ampG//aroH//ivy//idnT//insI-2//preA//kdpC//patZ//
GO_0009200_7	grcA//abgR//mltF//ahpC//
GO_0009201_8	ybdG//malG//yfbU//spoT//ybdN//ggt//thiP//glgP//lolE//fruA//greA//wza//malX//coaA//yidZ//yebK//yjjW//kdpA//alaA//mepH//ubiG//ghrB//arnE//cusS//
GO_0009202_8	rcsD//
GO_0009203_8	recA//
GO_0009204_8	gspF//proQ//fimG//
GO_0009205_8	chbC//fklB//ynfK//bglA//ibpA//gppA//zapE//dinJ//tusB//alsC//glgX//maa//dctR//rpsH//dinB//napA//cysZ//lolB//rcsC//rfaE//nrdR//cbrC//fixA//mtr//yqaB//adiA//ddpX//ubiC//tpx//
GO_0009206_9	hupB//rffH//rsmC//leuB//aroK//tktA//ulaD//yjiX//potC//gltD//nudG//rsmC//nirB//ybiT//feoC//ycgR//bssS//rplN//bioA//fis//kdgT//hda//cytR//
GO_0009208_8	modA//polB//
GO_0009209_9	cydB//
GO_0009210_9	gsiB//
GO_0009211_8	pspC//yghB//ttdB//
GO_0009212_9	ygfI//
GO_0009213_9	oppB//gspF//
GO_0009215_8	hcaC//leuO//
GO_0009217_9	gpmM//nagE//
GO_0009218_7	sapA//tdcE//sdaB//phnK//mlc//yfiR//mocA//fliD//guaB//ubiI//bipA//betB//
GO_0009219_7	bfr//yhdZ//hokB//mgrB//nfi//
GO_0009220_8	oppF//potD//cirA//yeaV//eno//tcyL//
GO_0009221_8	gabT//yebS//uidC//hprR//
GO_0009222_7	ccmG//elfD//bdcR//afuC//pdeR//ybjD//
GO_0009223_7	lspA//tolQ//
GO_0009224_9	oppD//gpsA//
GO_0009225_5	ybiA//hscC//zapB//ybfA//groL//uvrB//gabD//thyA//ghoS//prmC//lldP//secB//hpf//ydaC//curA//
GO_0009226_6	yaaU//nusG//dgcT//tomB//kduD//cysM//ompG//yoaB//ccmH//yqaB//nudB//ygbM//aceF//
GO_0009228_7	yehP//mrdA//glyA//yqjI//ibsD//nrfF//lysS//tusE//gpsA//yfhH//
GO_0009229_6	ydeM//paaX//
GO_0009231_6	yjhH//murD//ynaE//cydD//dnaE//fliS//pitA//
GO_0009233_6	sad//hyi//mdtM//yahK//hcaT//panC//paaC//murB//phoB//mtlA//
GO_0009234_7	hda//mdtF//preA//yacG//glsA2//rpmC//hflK//ydcP//ydcT//xylG//
GO_0009235_5	yhjC//cusS//bamB//moaA//maoP//minC//
GO_0009236_6	rhaD//purC//ykgO//mlaF//btuR//ftsY//
GO_0009237_4	cpsG//yeaG//exbD//yiaB//moeA//fabD//ybjL//yadK//nuoN//
GO_0009238_5	yhjX//ugpC//ftsK//focA//ycbX//bioD2//bepA//potA//fucK//
GO_0009239_6	glcD//tilS//ampE//recX//hycA//yiaB//osmY//gcd//
GO_0009240_6	mtn//nirB//sdaA//proC//yaaY//
GO_0009242_6	ugpE//purR//bglJ//acpS//yafN//paaD//rsmH//bacA//ndh//cyoE//dcuD//
GO_0009243_7	moaE//
GO_0009244_7	clsA//rplI//gsiC//exuT//recN//rfaF//dgoT//decR//fadI//yqiJ//prfB//rbsA//rbn//mppA//metK//dkgB//rimL//ycjP//dppF//glcD//adhE//pmbA//zitB//acpH//rsmJ//gph//wecE//dmsB//galR//
GO_0009245_6	waaG//mtr//insI-2//lplA//narZ//nuoL//panB//melR//gcd//ydiO//
GO_0009246_6	rhoL//xisR//glvC//citE//accC//speF//upp//ybaQ//nudC//
GO_0009247_6	sfmD//mrdA//ybhS//fhlA//priC//hypF//glgP//grpE//surE//rlmJ//gadC//yfdC//
GO_0009249_6	dusB//pagP//dmlA//
GO_0009250_7	glyA//mprA//hmp//fucO//yciK//fmt//radD//rnc//yodD//bepA//mukB//frvR//gapC//slt//
GO_0009251_7	mscL//hlyE//nanC//mepS//cptB//pepA//
GO_0009252_7	gltB//ribD//kilR//rnd//ydiF//yhfK//osmY//evgA//hycA//codA//mutT//opgC//nei//nudC//yjiQ//rsfS//sgcR//kdgT//nlpA//hflX//pitA//tgt//lapB//rfaE//ycbB//basS//folM//yceD//gstB//idnK//ybhJ//hsdR//stpA//umpH//insI-2//phoP//shoB//rhtB//cspD//
GO_0009253_8	folD//serA//mutY//yfiC//yddM//yadK//dapB//glxK//cysW//mrcB//
GO_0009254_8	add//sulA//yhbS//modB//yiaT//gcvT//znuB//artJ//glcD//ppiD//
GO_0009256_7	casD//rpsH//moaA//yehZ//
GO_0009257_8	yjhG//yajO//cysA//rplF//
GO_0009259_6	fbaA//yqaB//ybhR//bdm//lepB//sgcE//yifB//rpmA//ycgB//insA-2//clpB//yadG//purU//paoC//ygaV//pldB//rfaD//dcyD//yjjX//wzzE//yjjX//pdeD//ygiS//yegV//dnaQ//yrfG//trpB//paaA//gabD//fliS//puuA//xylR//yidR//blr//nagD//ompR//kdpC//lepB//uspG//tcyJ//ybhP//djlC//hflD//menA//ydcO//thiL//waaO//rpmB//afuB//mutL//ygcW//blc//fliZ//ygcR//hyfC//nudF//mzrA//ynbC//ygaV//ampD//lamB//
GO_0009260_7	dtpD//araA//rfaD//purD//barA//treC//yfbU//plsC//paaC//dcm//ilvI//xapB//gcvP//yjeI//dcuS//gltS//bioD//atoB//pyrF//rrrD//ilvC//csdA//casA//kdgR//mraZ//murD//essD//sodC//copA//yafE//hemN//rplY//yadN//ytfT//moeA//ybiO//glpD//asr//rhaR//mngA//rcsC//gyrB//ybdG//dapF//
GO_0009261_6	fdhF//yccS//cusA//cobC//fnr//bdcR//
GO_0009262_5	rlmJ//rsmG//hokE//metC//rpsG//yahN//ygeV//msrB//setB//ygeX//ybfA//sfmH//ybbW//
GO_0009263_6	cutA//fsr//yciE//dgcJ//gabT//ybaO//tdcA//vsr//gstB//
GO_0009264_6	secE//rpnA//sufS//rutR//ydeM//
GO_0009265_7	dinB//atpF//ycbX//prc//pgl//
GO_0009266_4	higA//ycaO//yciT//crcB//phoQ//murE//btuD//thiD//ybdM//abpA//tcyJ//glpT//crcB//pmbA//ydiQ//pspA//speB//menB//ompN//bolA//lpcA//yqgF//yagF//lysS//recB//ydjE//mngA//rfaD//ycaO//ydaC//epmC//nagE//glcC//garL//mutL//dppC//acpT//wecA//asnC//nlpD//waaG//malZ//mmuM//rpmH//dam//tsaE//dtpD//aldB//nanR//yedF//agp//pdxK//fdhD//mtfA//ftsN//eutR//yebC//argH//yegS//cusA//hiuH//yggP//patD//hofO//prc//panF//rlmI//serB//ydfK//rlmI//osmC//rcsB//nanT//purL//yciV//yjbG//rffG//rsmG//rsfS//osmF//hslR//zipA//
GO_0009267_5	ybiH//dppF//phoR//aspA//yehT//edd//thrA//cheW//maeA//xisR//osmC//argB//ubiE//fecA//ftp//eptC//phoR//hisD//hxpA//fliZ//intZ//appB//cdsA//yejF//yebZ//pagP//
GO_0009268_4	copA//tdcA//acpT//gpmM//napB//insH-6//ydiO//trpE//rbsD//cpxR//nuoI//cmoB//nupX//narW//proW//yieK//frdA//topAI//lacY//nac//rpnC//entD//ribD//ydjK//cyaA//selA//yciK//
GO_0009271_4	yqaB//fepB//pntB//
GO_0009273_5	holE//yccS//pgi//cdsA//rpoE//cvpA//hpf//hfq//aceA//ymfA//
GO_0009290_6	nadC//zinT//
GO_0009292_4	pgaC//sohB//
GO_0009294_5	eco//ymfK//
GO_0009297_6	rpmE//aspC//yraJ//entB//rsgA//lpd//tktB//nrdH//tcyN//zipA//yhaC//yihI//clcA//alsA//
GO_0009298_7	ilvB//ygbM//rfaQ//
GO_0009305_7	galU//
GO_0009306_4	nikR//fadE//rrrD//lsrC//metB//dacA//nrdI//
GO_0009308_5	hyfF//citX//yajR//yidD//yehT//acpH//csdE//sgcC//yhbO//allR//nhaA//paaF//fpr//mrcB//arcA//bglA//pdeD//sad//fryA//yceD//ssuA//rpmA//nlpA//cheW//pgpB//secD//rluC//
GO_0009309_6	malZ//murR//yhcD//glcE//yjiY//cycA//prlC//ydfG//dcuR//xerD//mlc//yghB//zwf//ibsC//
GO_0009310_6	prlC//yfhM//exbD//yidH//ccmG//mscS//deoC//flgH//wzzB//mobA//rlmF//malI//adiC//
GO_0009311_5	serA//agaB//tsx//yibT//rraA//livK//degQ//yajD//csdE//mutH//ybdZ//dgcT//corA//rcnA//cmoB//gatZ//nanA//fes//zapE//yajL//arfB//rnt//gatB//dicC//hdeD//mdfA//hofN//nanK//cysN//ynfK//rffH//yadG//ydiK//ykfI//kdpB//pdxY//yhjX//gudD//yfcP//atpA//trxA//gutM//yiaF//cdsA//rfaD//mpaA//rayT//hyfF//miaB//ftsP//yhjV//thiH//yraH//
GO_0009312_6	nusG//dsbA//yahO//rfbX//abgT//yfeX//fdoI//yadG//cvrA//torS//cydA//rluA//nemA//dicB//gntK//alsK//kilR//cecR//treC//menD//thrB//pabA//aroD//treR//xerD//ebgA//rutD//arnE//hemF//rplC//manX//yadC//scpC//yoaA//arsB//pgl//frvA//lptA//spy//flgB//baeS//yqiH//
GO_0009313_6	cyaY//ydiR//epd//rpmF//rpmB//bioB//ybiS//nfuA//yhjB//glgX//
GO_0009314_4	zapD//alsK//gpmM//hdeB//waaL//xerD//uxuA//bamA//thiI//yhjD//allD//lrhA//artI//rplQ//yahN//lptG//nikB//ais//rplJ//yaaY//yqeA//yadM//yhcF//argP//exuR//elyC//lpxD//bioF//csgA//nanR//yfbS//chbR//ytfT//yddA//yggP//gpmM//pdeK//deoD//leuO//ddpA//rhsD//pabA//nrfE//trmJ//ftsZ//ftsA//moaC//yqjA//rsuA//yjhB//fryA//hemC//yiaM//yhjX//dkgB//pheA//greA//yadG//aldA//mukB//ubiG//norW//yaiW//ydeE//yiaJ//lplT//dgoR//lexA//zupT//ccmF//tusE//nusG//yccA//ycjY//atpC//gcvT//yfdG//hslO//glnD//ydcS//ygbM//katE//fimG//murI//nrfG//tehB//murA//hdeB//araF//dgcE//murR//napA//
GO_0009372_5	xanP//yihR//flgI//
GO_0009394_6	ribB//eutR//dnaC//yidZ//yadN//murQ//tsaE//
GO_0009395_6	yfeR//
GO_0009396_6	ydeT//rlmE//hypT//atpD//sfmF//pflC//dam//tpiA//melB//rnb//gatD//
GO_0009397_6	phnK//queC//
GO_0009398_7	srlR//
GO_0009401_7	qorA//sgbE//rihC//yehZ//macA//waaZ//mrp//flhE//galE//nirC//setB//hdhA//dapB//paaH//zraR//xylE//ydaC//uhpA//zapB//astB//tauC//trpR//eamA//lsrR//zur//ebgA//ybhF//nemR//flgF//mocA//cydD//rplX//serB//fdhE//bioB//yggN//pstB//phnC//rna//cobS//intF//cueR//rssB//araG//yhaV//yggF//relB//cheZ//cptB//ispH//deoA//cspG//
GO_0009403_5	pstC//
GO_0009404_4	folD//nagD//lolB//patA//aroK//glgP//caiF//garP//yneJ//crl//phnJ//rpsG//wcaC//pyrB//yihU//kdsA//astB//aldA//pepQ//
GO_0009405_4	ftsK//leuO//nlpE//
GO_0009407_3	ydcT//yidD//mhpB//hybD//gutM//gatB//rplW//lspA//pstB//galR//aldA//aroD//yqhC//yqjA//yjjI//ftsA//
GO_0009408_4	metC//pspG//yafQ//opgB//pstA//cusA//matP//djlC//chbF//sufE//ygfZ//gyrB//mlc//ydcR//nrfA//bamB//lysC//recC//rplQ//phnH//pdeL//yhdH//agaB//mtlA//sufE//ubiX//phnN//ydhK//fetB//trpB//relA//ydiB//ybbN//glmS//lplA//ybaQ//yhjR//mhpT//dnaB//ribD//frwD//ybiO//pyrH//sspB//galE//ycjP//pppA//hycB//frmR//glpX//fdnH//narJ//uvrA//glnD//ldtB//macA//feaB//hycI//hyaD//acrR//
GO_0009409_4	frmR//hslR//argT//ybcJ//mtlA//ydhJ//dnaA//ynjD//dapA//uspF//yfiR//yccA//mazF//rseB//hldE//yicJ//rlmI//uidR//
GO_0009410_4	adiC//
GO_0009411_6	pgm//yjtD//argP//ycgR//fabD//minC//btuD//ihfB//fecC//cadA//ulaA//dctA//ybcM//spy//slmA//yjjQ//
GO_0009415_4	asd//
GO_0009416_5	ftsY//lptE//rlmF//paaE//topA//thiH//ssuD//nuoF//glpC//ndh//gluQ//msrA//yggW//tdcD//ppk//torY//sulA//tolA//galP//
GO_0009423_8	aroP//prmA//ispH//kup//
GO_0009432_5	yiaT//ruvA//astC//yrfG//alsB//yagJ//ung//galU//ubiC//maoP//potF//hemF//coaD//uspB//treC//tatB//hfq//hybG//nhaR//yphC//dsdC//ypjD//
GO_0009435_9	maeA//cspB//shoB//hxpB//evgS//mepA//allS//rhtB//fumA//
GO_0009436_6	cho//atoC//ompN//rluB//
GO_0009437_5	ybjI//ygbL//lapB//pflC//yghW//yfbV//mprA//
GO_0009438_5	yqeF//fadJ//mepS//prlF//pnuC//gsiC//nikB//ydaN//soxS//yihO//pdeK//mhpB//frlB//cysG//glnL//udp//malX//atpB//frmR//patA//rpsP//yjhH//yehZ//prpR//yciA//hofN//nlpE//cbl//fepA//msrC//
GO_0009439_5	pck//yafO//sufB//
GO_0009440_6	yejB//mrdA//pabC//
GO_0009441_5	aroL//cpsB//yqjI//speG//msrP//
GO_0009442_7	rsmH//pppA//nhaB//moaB//arnB//
GO_0009443_5	ptsG//cheZ//agaB//
GO_0009445_5	decR//glpG//yphD//ispB//yieK//cusC//yihS//yfgJ//dacA//ycbX//
GO_0009446_6	potF//ypdB//
GO_0009447_6	ydeP//galF//sfmD//torD//ydcI//ftnB//lon//ruvC//
GO_0009448_5	mdtQ//ybaO//yciE//bisC//
GO_0009450_6	ydjJ//afuB//purR//fhlA//
GO_0009451_6	xylB//frwC//ldtD//yiaJ//ccmD//selD//gltI//hdeB//ompL//oppA//ddpA//rpoS//fes//livJ//cheB//lolC//rfbC//cusR//eutA//pspD//higA//speA//rplN//ansB//glcE//ycjP//rpsN//map//tcyN//insI-2//rsgA//secY//aroK//rseB//patD//hupA//nagA//scpC//ibpB//aceB//ychF//recJ//hdhA//nudG//zapA//yqjA//hypF//insE-1//bamA//yciK//brnQ//ydhK//cmoM//ybiT//dnaQ//yebC//fepC//fadB//casA//accD//yghG//ruvC//dgoT//gpmM//yfbS//hcaT//ftnB//ais//frr//nikC//radD//metE//yjiM//yhgF//kefF//dacB//mdtA//nagZ//minC//ompT//yefM//moaA//erpA//
GO_0009453_4	ycaO//
GO_0009454_5	glgP//
GO_0009593_4	atpC//ypjD//
GO_0009597_5	pitB//
GO_0009605_3	ampE//rnt//kefG//yjbH//rlmN//yqaB//tdcC//yqeG//yraJ//glnH//ratA//frsA//bssS//yggW//yjiA//elaB//ascG//hcaC//mdtI//ybbY//ubiH//focA//hcaF//raiA//bfr//waaU//yehY//eamB//thyA//yagE//fimF//narZ//elbB//epmA//alsE//proS//tolR//frdD//yddM//spy//yhdH//cedA//leuS//ilvH//kdpB//pyrH//glcE//htrE//elbB//acrE//mlaE//recR//pdeL//aroB//yebQ//sugE//endA//gltK//acpP//glnA//sfsB//tatB//ghoT//rhaS//cobB//adiA//ligA//thiH//yehC//yjjG//tsaD//yghW//trpC//treR//dicC//ansB//trmO//
GO_0009607_3	dhaM//rpmF//speA//pgm//lpp//eno//agaW//surA//cysI//flgJ//lptA//rpsH//rne//xylF//
GO_0009615_4	nudB//gmhB//yegV//prmC//pphA//ygiS//yejE//rpsJ//phnH//hsrA//ruvB//oppA//trpB//frdD//
GO_0009628_3	recT//acrA//bisC//insH-5//asnA//ycjY//ykgA//ldtE//cspA//kdpD//nrdB//opgD//yadM//appA//pgaC//cheW//holD//ygcR//yjfP//glpB//thrS//yfdC//coaD//agaV//grxD//xylA//hpf//ralR//rcsD//arsC//panD//lpd//brnQ//nhaA//yhcH//rayT//higB//nmpC//bdm//rlmJ//lptE//ldrA//rsuA//tdk//clsA//mdtM//rseC//cpxR//srlD//frdC//rffT//ybdM//mlaF//kdgT//recX//nudB//xylE//yihL//preA//envC//ubiC//yabI//higA//hxpA//tsaB//narQ//ruvB//ispH//opgE//hscB//nlpA//hdfR//tehB//yabI//rpsA//gabP//adiY//ttdT//yhbY//ftnB//matP//serS//dgoA//valS//alr//ffh//csgG//trmD//yhjB//udp//yjbF//iscX//yjbB//ygfI//yeeY//dmsA//pepA//bacA//yfcR//spy//glxR//ydiR//der//suhB//yoaB//hybG//dnaB//proQ//yhhT//cysW//dcuD//hflX//tsx//yfaX//narK//ydeM//rsmC//ydfG//ydjK//ycfJ//paaZ//cmoM//agaS//slt//ndh//recN//ddlA//hemA//melR//cysI//envZ//tdcR//pdxY//ubiG//fhuB//pdeD//aaeA//tynA//rsmE//nupX//phnG//rplQ//nimT//cysC//metG//tktB//yphC//mgtA//prmC//gudX//menI//ynfL//rclB//wecE//potG//fic//ileS//mutH//fadL//gltP//uhpA//kdsA//trxC//topA//kgtP//rpoH//kdsC//priC//yddG//hslV//ackA//thiL//caiF//corA//ycgB//hycA//ynjD//fecC//fliM//nanE//ydiP//torS//yjbH//surA//sapD//nrdG//trpB//folE//parE//yjeI//treF//yehZ//iscX//clcB//caiT//rpmG//rhaA//kefG//accA//nupG//mtlR//ilvH//ygjH//truD//ldrA//napF//pdeH//yefM//ybdR//infC//hisD//opgG//eutB//ompA//yehY//fimZ//aslB//fumB//ftsW//idnT//mltB//rarA//fadL//hofP//yddL//ompR//uspC//oppD//lldR//mdaB//
GO_0009635_4	yehW//
GO_0009636_4	ydjK//casC//mcbR//rhmR//eco//bdcR//secY//mdfA//lit//tdcE//cmoA//lptB//bcsQ//kdsD//relA//coaE//uvrB//cdgI//hda//codB//yfcF//uxuA//yfcU//ydfG//rbsR//rihB//ascB//xylB//sbmA//potI//cusC//
GO_0009637_6	tdk//
GO_0009651_5	fucK//bglX//napC//rplF//pntA//uspB//
GO_0009653_3	ydcT//
GO_0009696_4	psd//
GO_0009697_5	rspB//
GO_0009698_4	znuB//
GO_0009712_6	mscM//trmA//idnD//clpA//galT//rbsA//elbB//cpdB//cdd//gatD//
GO_0009713_7	nepI//xanQ//frwD//nirD//priA//adeP//phnK//marA//phnH//
GO_0009719_3	pdeF//serC//rssA//
GO_0009730_5	yjcS//
GO_0009743_5	kefF//
GO_0009785_5	speD//
GO_0009850_4	kbaZ//tauC//hofQ//recQ//rsmD//envY//hflK//artJ//dgoR//curA//yqiJ//cedA//proC//
GO_0009852_5	yebQ//ispU//galR//yegS//alsK//scpC//mdh//nikR//dacB//osmY//sfmF//ettA//cpdA//
GO_0009889_5	aceB//hicB//osmC//xylR//trkH//yjaA//pheA//iap//wecA//ynjD//lsrA//tqsA//aldA//nlpD//ynfL//sseA//chpS//mutS//degS//yihW//rzoR//ansB//djlC//flgC//qseB//fixB//thiE//yhbO//frwB//yeiL//priC//thiL//yibA//mgrB//pgl//sbp//ydhK//dmsC//pfkB//fdoH//nei//tatE//galT//osmE//dmsC//yqgF//opgD//murD//hlyE//mltD//kduD//yiiE//plsB//rplO//rihA//rbsK//rraA//prmC//xisR//agaV//ybjD//surA//yqcC//bdcA//iraD//ispF//ygcR//murI//ftsH//mltD//rpsQ//ydjK//acrB//yjtD//sodA//agaR//rpmC//ebgA//tyrS//pth//lpxH//purU//treB//selB//recX//kdgR//gutM//cpdB//argS//ralR//htrE//ppc//plsB//fur//yhcD//ompC//mglB//argO//fimF//gatB//bisC//rffM//nikD//syd//ribD//nupC//hfq//ccmA//ymfA//rsmE//wecA//fkpA//dhaM//rsmH//dhaK//truD//ybaO//sohB//alaA//yabI//nikA//prmB//lgoT//ydcP//yfeD//fucO//dgoD//uspF//atpH//yibT//ttdA//yhjG//holA//crl//corA//argI//priA//dnaA//bdm//tolB//ttdB//ybaK//kdpF//ilvA//dacB//dnaK//yidC//fixA//ybiY//nrfA//hyfR//insK//metC//torZ//ptrA//ydeE//amyA//fhuF//mngR//tqsA//gmhB//soxS//xseB//rpsE//pepA//pflB//yfeW//yibH//kdsC//mutS//ybiA//bssS//frwC//yhfS//ampH//ampE//trkG//glpC//mdtB//dapD//panD//galE//cstA//yahK//yaiV//lspA//hdeD//hyfF//endA//kduI//rplK//mtfA//clsB//rarD//ybbW//hokE//trg//appA//yahD//mhpC//kduD//mppA//cutA//setB//cheW//uidC//mdtO//ulaB//nupX//abgB//yrbG//galT//pagP//wecB//yjeH//yghB//ybaO//yafC//yadN//ynbC//frwB//aspC//cycA//hsrA//gsiD//gltB//sbcD//malP//kdpB//norR//ftsW//rhlE//yhcN//malQ//yfaL//cedA//yiaN//yhaV//lgoT//pdeK//iraM//dnaE//hisB//holC//yhcF//cstA//ascG//ribD//mrdB//dauA//epd//bdcR//rutC//ihfB//yadV//ubiX//hsrA//tatA//uxaC//efp//oppF//ybiX//mscM//rho//prlC//paaK//tdcG//yghG//hybC//mqsA//trg//avtA//yraN//glpC//gstB//ulaR//rpsR//rlmA//ygbM//arsR//ghoS//plsC//opgH//oxc//htrE//gldA//rcsD//arnA//fliZ//panF//proW//shoB//rpiA//yfcG//yjhH//shoB//fkpB//yedP//glxK//umpG//malY//hupA//ybjX//yeaG//curA//fhuF//sbp//cydA//gspI//yieF//folM//yfdC//recN//hypE//hybD//lamB//
