#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	paaG//hyaB//relB//galS//
GO_0009889_5	rhtB//trxA//glsA1//kduI//patD//hfq//fbp//ftsQ//intF//mnmG//puuC//kbaY//hdeD//cueO//yedX//hcaE//lpxB//nuoE//hcaE//pepD//mglA//iscX//pabC//hofN//ybjD//ubiE//codB//rlmH//yfiF//fdnI//ccmF//plaP//xylG//gntU//npr//ascF//trmI//lpoA//garP//pspF//zitB//yhjB//thrC//sgcX//uhpB//chbG//ygeR//yejB//iclR//frmB//dgoA//cysP//trpL//mazF//rraA//dacC//tktA//gpsA//yjiY//rlpA//aqpZ//fliT//prmB//dosP//cadA//gatC//nikE//hisA//topA//macB//rluC//rph//hypF//cydC//recX//polA//rzpD//rpsO//yajR//arnT//mcrB//yhjD//mdlB//relE//iclR//idnD//manX//crr//gsiB//cas1//livJ//yghB//yhdH//yegS//murQ//tbpA//livJ//pgm//rbsB//nlpE//nuoG//rhaS//rhaD//araE//yqiJ//ascB//hsdM//rlmL//rimI//melR//lpxM//fsr//arnF//ilvD//mnmE//yidC//ybiV//livF//gfcE//murQ//dsdX//ybcC//ihfA//gluQ//holE//creC//yehP//bioC//glpC//mgrB//ssuB//metK//folA//sdaA//glpR//maa//asd//argC//kefG//lgoR//tsaC//puuR//yaiV//umpH//astC//ydbK//mdtN//sutR//hisB//gloC//mnmG//fucO//menD//pabA//bglJ//gpr//rluE//thiC//ispA//galU//yehP//tsgA//purC//glsA2//ycgV//prmC//ibsC//yrfG//eno//sfsB//cysE//ycjQ//dsdX//lsrR//rsgA//alaS//tilS//ppc//pinE//pgl//dgcM//flgB//lacY//glnE//adeD//gluQ//rfaQ//mliC//gdhA//bioA//galU//rfbD//ydiV//cyaY//rhaR//csgB//yadV//hycI//btuB//mutL//mdtI//bglA//ettA//alaS//tsr//yggF//pppA//yjeH//pheP//purB//yccX//abpB//yqaE//eno//fepD//csgG//alsK//rplB//oxyR//bioA//tmcA//dmsC//dppA//murA//kefF//coaE//evgS//lacZ//paaB//cobS//rodZ//sspB//ccmE//rlmJ//ibaG//kduD//garD//ygcW//nhaA//hisA//yjhH//narV//greA//yjhH//acs//bepA//fucP//nagE//trmL//phnM//entF//torD//ftp//hybC//dppC//bolA//gadE//nrdA//scpB//elaB//nikB//pyrD//frsA//abgA//yehX//rpsT//adhP//citX//mdtJ//rpsI//oppF//galR//ansA//crp//lepB//rhaM//trkG//rimM//torA//rhaT//hprS//rpe//infC//cspI//hpf//mrr//tig//hisF//yqeF//marR//rayT//roxA//dcp//envY//tufA//tisB//ldtB//melB//cobC//cdaR//mdtM//fkpA//lepA//fruB//tusD//rpsL//artQ//thiE//accD//ynjA//mnmA//hisD//manZ//yebZ//yjaZ//rutB//
GO_0009890_6	ybhI//pflC//malY//tdcA//minE//dinG//hcaD//mepA//fdoG//dnaB//ycdY//ampH//rutC//fhuC//lgoT//proQ//paaC//aroK//rspB//fadR//holC//ebgR//ybfE//fimI//ybdZ//mutY//dppA//rlmB//sodA//mlc//yiaF//soxS//fabH//yagG//agaV//nrdD//mhpR//cusS//yidK//secF//suhB//recX//bipA//ypjD//trxA//appB//lacI//phnM//ssuC//mscM//umpH//cstA//ybdG//flhA//yahN//entE//fadK//narI//yeeO//tatB//nfo//hicA//phnC//fdoH//iscX//cheZ//dgcF//iscU//ttdT//uidC//ilvI//ssb//flgC//uup//mhpA//pykF//waaP//glsA2//rhlB//yfcR//rcsF//aspA//chbR//ulaA//dtpB//secM//mltG//mdtG//bioD2//malK//folP//miaB//yjfP//iscS//rnt//betI//elbB//tldD//hinT//exuT//dnaQ//cydD//yebQ//ilvI//yafQ//nagB//perR//lpp//coaE//thrL//groL//cof//idnD//baeS//rpmJ//yidZ//tufA//uhpC//artJ//ygfZ//fliZ//
GO_0009891_6	yaaA//aphA//clsA//yghU//yeiE//ppc//cysU//insI-2//aceA//menA//ybjD//prpB//ybdZ//waaB//entF//uvrB//ghoS//yjbF//cyoD//ydiK//ydfD//prs//eutR//emrE//exoX//yqjH//pgpC//essD//kbaZ//ynfE//ftp//cysD//fabI//yfdG//araG//recX//cyoA//paoC//ydeO//ybgP//cysW//tsgA//dsbD//carA//yigL//thrL//thrB//qseC//yhjD//gshA//dsbD//cecR//amtB//cobT//mdh//lpoB//argF//rnhA//bfr//msrC//pabC//npr//rplL//yiaB//pntB//rluB//cueR//dsdC//uidR//ackA//envY//exbD//panC//ruvB//intZ//chbC//adeD//patD//treA//rcnB//uof//cysI//guaB//
GO_0009892_5	yidP//queD//erpA//yeaE//htpG//dhaK//bglX//trg//hypD//ydfH//puuC//murI//cbtA//znuA//ddpX//ykgM//pbpC//phnN//fepG//yiaF//ygeW//tsaE//ychF//yebQ//mreC//glnK//fimC//plaP//allB//evgA//purF//mnaT//proC//dgkA//ydcP//intS//lpxK//secM//yciV//rpsK//garK//yjgX//yfeW//ycaN//argT//mepS//ibpA//asd//malY//pepQ//pspG//araG//cysK//rcnR//rpiB//yhaV//nagZ//rcsA//aroH//mscM//nagA//emrK//bamE//yjjV//lapA//pabB//yidP//fabA//mrr//ilvI//crp//dnaG//elbB//clsC//secM//bssS//lnt//pbpG//dkgA//rayT//pfkA//nikB//yhjA//puuA//rcsB//rluA//rbbA//glvC//fre//ybiO//rdgB//yihO//ygjR//glyS//trpR//sbp//mdtQ//ppiC//iscX//yghW//frvB//proA//nmpC//gcvH//opgG//elfD//thyA//corA//rluF//glk//rcsC//prlC//xanP//rutD//hypT//sucD//rsmH//ldtC//trmA//yrbG//bamB//envY//lptA//yqcG//sseA//copA//eutA//pheM//thiQ//frmA//casE//casE//prlF//menD//recO//gpmA//allC//mscL//msrB//tabA//mioC//rpsM//dgcM//sfmH//tktB//dmlR//
GO_0009893_5	srlR//fumC//yagU//ydiQ//opgD//rsmC//ydcT//opgD//lpp//dgt//yihS//msrQ//yggD//viaA//ibsA//rutR//msrB//prpD//purF//hybC//yhcD//yidC//dacD//corA//abgB//yhdJ//proB//yoaB//rpsB//yihO//nimT//gsiC//artQ//gloB//rcsB//yibF//dcuC//ftnA//dld//yeaD//sohB//frwC//ycgB//fimB//puuR//yidP//yagF//clpX//npr//rusA//fliS//yiaT//pphB//narW//uacT//valS//recJ//fliL//melA//rnd//xdhB//ydeI//ybbY//yqeG//cytR//artP//yjiR//shiA//arsB//rlmH//rfaQ//yiaJ//tyrS//narZ//fdhD//yoaA//ybhR//nanC//ptsH//sucD//frdC//rutR//hldE//fdoG//rzpR//puuD//glpA//selA//ybdZ//araG//ddpX//srkA//tatC//ydjH//nikD//roxA//fucK//exbB//hdfR//
GO_0009894_5	ssuC//fhuD//glnA//atpH//sbcC//waaP//truC//csgF//dedD//flgA//glpA//folE//intQ//lpd//
GO_0009895_6	yhbY//mdtB//betI//dnaX//
GO_0009896_6	yhjX//menE//cutC//
GO_0009966_5	fryB//
GO_0009968_6	adk//
GO_0009970_6	gatD//rzpR//ycbB//
GO_0009972_10	sgcR//
GO_0009991_4	yagF//mscS//fimE//tus//roxA//pcnB//pdeF//rof//pyrB//btuE//hiuH//gadC//efeO//torD//ycgB//rpnA//yphB//tcyN//ccmC//fdhD//rfbD//glyS//sufD//sufA//yjiQ//ygjR//gntT//lysR//gspI//pheT//ydaC//srlR//gshB//casB//yjcO//iap//ibsD//recR//yahD//sufE//rplO//ychF//yfeX//ydiO//yhbX//glgS//dsbD//setB//osmC//fryC//ynfE//hofM//glk//yidL//fkpB//ibpB//pyrE//paaZ//rpmG//yjjG//intQ//pckA//rnd//
GO_0009992_5	nagB//livM//thiD//caiE//
GO_0010033_4	aslB//sapB//rbfA//gadB//hemE//rpsQ//frlC//hofP//yqgF//yqiG//insK//insA-2//ligA//yfiE//fic//rpsB//epmC//tusB//treC//torA//soxS//borD//modC//pbpC//mtlD//metR//xapR//afuB//chbC//livM//lspA//gadC//hisB//envY//avtA//yhdH//queE//sdhE//yqgB//ybhS//cmk//nfuA//hemN//
GO_0010035_4	lolE//dinD//adeD//gatA//frmB//pspA//cmoA//recQ//sthA//macA//argF//moaC//ybbW//yjhI//fucK//frc//nrdI//dtpA//ygfI//garL//yciK//mpaA//mdtO//umpH//yiaF//bluR//puuD//tdcA//nanR//trg//fryA//dnaB//umuC//ydaC//infC//rpmA//ilvE//lapB//metI//purC//opgG//yjjB//rlmN//mtn//cadA//fhuF//phnJ//wecB//mtfA//yajD//manZ//trkH//cydB//galS//yfcV//deoD//trpC//ybdM//icd//puuD//pliG//ygeX//fadH//pfkA//ybcF//msrA//aspA//wzb//waaJ//fruK//ubiF//lpxD//insI1//yjhI//cueO//sgcB//
GO_0010038_5	afuC//opgB//blr//iraM//wecC//hscB//hexR//yeaK//pgrR//ddpA//yhdX//cyoE//glsA2//rutA//acrD//fetA//caiD//flgJ//gabD//folP//hyaA//tatA//fepB//lpxP//nrfC//ynjD//rhtC//glsA1//mrdB//dacA//tolC//ydeO//manY//dapA//yegV//glrR//ribC//ltaE//ppsA//ihfA//iclR//rnhB//sgcB//oxc//frr//
GO_0010039_6	cadB//mdh//frlR//nrdB//hemA//mrcA//gltX//
GO_0010041_7	manZ//nudC//hslR//hyaA//cstA//sbcD//
GO_0010042_6	hypE//aspA//
GO_0010043_6	glgX//feaR//ftsB//bioA//nudB//rnr//
GO_0010045_6	phnL//hpt//mdtK//
GO_0010106_6	fdnI//
GO_0010124_4	dcuS//glsA2//tdcF//yiaA//sdiA//ynbB//mazF//yjfF//ggt//yfcV//hisF//rclR//lldR//
GO_0010133_7	yggD//
GO_0010139_7	pdeD//
GO_0010165_6	nrfD//rutG//hslU//yidK//dnaX//recB//yieF//trpGD//pspC//leuE//glsA//dacA//hmp//yjgX//lsrR//btuR//
GO_0010167_5	pgpB//csgF//
GO_0010212_5	cusC//wzc//yeaG//infB//ampD//evgS//setC//aer//chaC//rpsM//recE//ubiF//rsmI//yafC//araD//rhtA//dgoT//nuoI//ybhA//nrfD//rfbD//murE//ibsE//cheA//ygiB//nanE//ybjX//lsrB//
GO_0010226_6	gudP//
GO_0010243_5	tusB//mltG//tldD//tktB//pyrG//ibsB//secM//tyrS//gpp//ribA//ydbD//ykgF//rpsD//proS//prmC//ynbD//
GO_0010269_5	ydeP//
GO_0010272_6	phr//ynhG//lepB//flgK//ypdF//tldD//
GO_0010273_4	rusA//cysW//yqcC//pepB//decR//ftsI//
GO_0010288_6	mfd//
GO_0010312_3	ygiS//
GO_0010332_6	gsiD//
GO_0010350_6	glgP//pdeK//
GO_0010438_6	proC//galF//intA//cueR//
GO_0010447_5	eutR//acpS//qseC//nrdD//paaJ//gluQ//thiH//kdpB//yddL//cirA//agp//yeeJ//sapD//elaD//pdeD//hycI//marA//bssR//ibsE//mdtJ//mscK//
GO_0010466_7	alaC//psuG//
GO_0010468_6	fliD//otsA//pta//prpC//lipB//argD//ycfL//rpe//pgaA//secE//djlC//yfbV//proC//purC//csgE//menI//nagZ//uxuA//dbpA//pheS//ydeO//mdoD//rnhB//fliL//xanP//ybcL//iscU//cysC//fhuC//pflC//fliA//prfA//cobB//artP//adhP//coaD//yegS//nikC//qseB//rhlE//pgpC//hokB//ubiF//araG//csdE//rhaD//ulaA//dcuD//murP//ynfE//hdfR//cysW//acpT//endA//tsaE//yfaE//ycaO//sucC//yadN//mnmG//purN//ycbV//pdxA//setC//yafN//malG//hemA//maeA//rluA//cspA//mdtI//rbn//waaY//sdhE//sdhC//deoC//rbsA//aceB//pntB//cynT//flgH//yiiE//decR//yihW//glnE//aldB//ompR//ykgM//gatZ//recJ//cedA//sgcX//aroG//phr//dacA//cysD//livF//secY//ispG//cfa//torR//intF//sufD//mtgA//pstB//bglH//gatA//sucD//gltI//dcuR//yphC//cspA//ydiP//purA//dicB//sppA//eutA//yceD//mcbA//afuC//prpC//crr//yeeL//efp//cynS//ribD//mdlA//clpA//yphF//srkA//pmbA//hyfA//mlaE//ybjI//yoaA//cysM//uup//rutE//hsdM//chbR//selD//efp//lipA//uidA//hmp//recD//recQ//cadB//spy//mgtA//yedL//ribF//hxpB//qseC//ssuB//argI//hslR//rlmE//tisB//trmJ//yfeX//aceA//slyD//ycbB//mdlA//prpR//luxS//cspA//adiA//ubiA//ydiP//sbp//panB//rfaC//fruK//fau//yddA//rpiR//galU//nudB//pncB//gltS//ybhD//mdtC//yfcG//speE//rffM//speF//sfmF//ydeO//zipA//yjiQ//gmhB//hcaF//fdnG//ygiS//yihW//arfB//nuoI//agaW//artQ//frdB//bioP//idnT//rfbC//zupT//rluC//sodA//efeO//dcuC//mutS//leuC//dgkA//afuC//ssuD//hisA//speF//hyaB//rluD//nfsB//xisE//glxR//pfkA//actP//mutL//idi//feoB//galR//pgaB//aaeA//fabD//sfsB//hofN//pheP//rihB//ybhS//qorA//nrfC//glrK//mdh//hmp//trkA//ghxQ//ldtB//rpmG//flhE//dcp//tcyN//livH//glnD//torY//ibsB//amtB//tusA//elaA//ribE//tatE//arcB//dtd//ptsG//comR//pntA//feoA//hofO//kbp//btuB//uhpB//sufE//feoC//ugpA//tldD//mltD//blr//appY//ubiE//yddM//kdpF//leuS//mutL//hisF//yiaO//pnuC//yagJ//ybaQ//accB//menC//cysM//araC//dapB//insF-1//rbsA//yhaO//cyoA//fmt//yfiR//rppH//mdtP//mdtL//trmI//lepB//modC//rhlB//ycjY//yfeW//ttcA//rrrQ//cyoC//secF//holD//rnhB//ygeV//rseB//rrrQ//ldrD//znuB//fdrA//yfdC//xisR//
GO_0010498_6	pepQ//
GO_0010501_7	nuoN//metB//rtcB//narP//crcB//ftsL//miaB//dapD//nuoE//
GO_0010528_5	yobF//
GO_0010556_6	gntU//yfaE//mlaD//serB//dnaE//marA//cpsB//tynA//glxR//chbA//hinT//bisC//rzoR//ruvA//yidE//yjhI//leuE//ybiA//ypdI//glsA//ybdN//rihB//intA//dld//ycbX//rimJ//dapF//ydcZ//ygjH//lolE//rimK//gcvA//flhE//exoX//mtlD//nudB//yfcR//yraJ//rnc//rpsT//tusC//dgcQ//ygfZ//chaC//yfgO//xylA//wcaJ//bglJ//sfmC//rimP//dgkA//citX//pflA//iscX//mdtB//xerC//ppiA//yaaU//yjjV//epmA//deoA//ubiB//narZ//yjiM//yiaO//yafQ//metE//fimH//sdhE//hokB//ydjJ//cyaY//rlmJ//folD//entH//dppA//ycaN//ldhA//cydB//nrdR//ilvM//rclC//fabZ//ribA//insI-2//tmcA//gatD//hisB//yeaE//ypdC//cfa//msrA//pinR//ygcW//opgC//fcl//kbaY//gltP//aroB//folA//paaA//copA//marR//nanE//dkgA//gstB//basS//afuB//xthA//menB//secF//frmR//rplQ//pck//barA//insB-2//yceK//fimA//pgpA//narI//bfr//lptG//yccX//pdhR//znuB//uvrC//tufB//topB//ubiD//tatD//cedA//caiD//torY//gltB//fecA//holB//ampH//uxuR//ibsC//msrA//sdaC//uxaB//dxr//epmA//cas1//alpA//priC//fes//rdgC//rpsK//selB//dinD//ydiR//dppD//sufD//pmbA//parC//sfsA//pyrG//bacA//csgD//ykgA//bglA//entH//lapA//ybeQ//syd//rpsI//btuB//uvrA//murE//tufA//rhlB//napB//kgtP//msrA//yedX//fmt//pheA//lacI//rlmI//hybD//ruvA//sugE//kefF//cdd//ssuC//gudD//yebG//tdcA//fdnG//yadK//cfa//sspB//ypjD//dgcZ//arsB//glnQ//cysQ//potH//ycjU//fliZ//wzc//gshB//menD//ulaB//phnH//tolQ//pgaD//ubiE//ppsA//rpsD//oxc//mscM//nusG//recR//lapA//yfdR//ygfX//ydcP//hyaC//ldtC//ydhJ//panE//flgH//lpoA//recD//flgF//cpsG//ubiH//sdhD//slmA//rapA//fabD//hscC//purN//argP//pyrF//fecA//sfmD//amiD//hycH//rpsR//tufA//yjfF//araB//yedL//yfjR//ugpC//lit//purU//eno//lsrC//dnaK//eutD//gntT//cusS//tgt//yggF//hycH//proX//envC//betA//ybgQ//rseC//deoA//recR//bioA//rnc//allC//glvB//mgsA//flgE//etk//chbA//basS//fepB//phnH//lexA//nimT//hypA//hyfF//mdtB//serS//alsE//gfcE//cysP//cueO//yihV//uxaC//yqiG//trmL//glsB//envY//crcB//dgcJ//glvB//lpd//ybgQ//murD//uvrD//pinR//pdeH//fdnI//zupT//fimZ//rluB//lsrG//xapB//rsmF//eamB//lldD//
GO_0010557_7	yfcG//gutQ//ampD//gcvH//yaiW//fliD//yhfK//trxC//bioB//ypdI//mrp//ompF//cheW//nimR//dut//kup//ompA//hdfR//puuP//galT//ibsB//norR//yihP//recR//rpmH//yehW//yiiE//pdeD//yqaB//epmC//yeiE//tsaD//caiD//mlaF//cytR//rluB//fimA//ddpX//carB//thiH//paaD//glnK//hchA//glxK//ibsD//trmO//sgrR//pdxJ//kdpA//rpnC//kdgT//wecA//envY//ybhJ//nrdA//topA//abgT//dppC//rplF//cysH//mdtO//yafE//recG//evgS//arcB//htrE//sodB//flgB//gph//ymfK//acnA//sfmF//greA//fklB//hscC//norV//rhtC//lysC//fhuF//argA//menH//ccmG//
GO_0010558_7	tyrR//fliM//wecB//uup//nlpI//oppC//tdcE//oppD//dcm//csgF//infB//mnmC//bdm//rssB//yggD//ydcS//ftsK//mhpC//cueO//ycjP//ddlB//ybdO//caiT//chpS//recG//raiA//fadH//ldrD//ynfK//bioP//mutL//tcyP//rspB//zitB//ccmD//murB//brnQ//yhgF//ynaI//proX//gntU//yhaO//livH//araE//yieE//hcaC//xapB//rluB//yhdJ//ftsI//kbaY//putP//spy//dapD//rhaM//clpS//efeO//nagZ//clsB//ybhG//yoeB//rnlA//rhtA//yjjB//csrD//pgpC//yqhD//fetB//ybjG//ydhC//yegD//astB//polA//guaD//recT//amiC//dcyD//pal//entC//luxS//dcuC//nagK//opgH//pyrH//malQ//zapB//nagB//relE//lgoD//msrQ//hisM//add//sgcC//prs//dsdX//dicC//rplN//tmcA//baeR//puuR//accD//yddL//mutL//rplX//def//hycA//bipA//fimC//accD//wcaC//aqpZ//bamA//mraY//gcvT//purA//rimP//nanA//pabA//yhdZ//mioC//
GO_0010562_7	hokB//hypT//
GO_0010563_7	lptC//fdoH//
GO_0010564_6	rutE//ybiH//gspF//rmuC//ybcQ//
GO_0010565_6	proX//rpsM//rnd//mntH//ydjH//glmU//
GO_0010604_6	iclR//hemE//potD//waaA//phnC//rihB//yadK//tcdA//ygbM//dosP//glnS//pcm//cysW//phr//bdcA//cheA//hupA//nfi//dgcF//fadJ//purB//glmM//clcB//rsuA//nuoN//pyrD//rffH//tdcE//rclA//dapB//cysZ//yciE//ppk//yfiF//yfcF//rssA//rbbA//fruA//tadA//yhbO//dppA//ygcW//yraJ//hisB//rlmA//livG//yfcQ//rutG//mog//dgt//proQ//raiA//manZ//mdtJ//dhaR//umpH//fepA//elfA//fsr//ibaG//aceB//miaB//yedF//ccmE//folM//insA-2//pyrF//frmR//iaaA//agaV//kdsD//ygfX//phnJ//pyrL//ybaK//tsx//metC//mqsR//kdsC//galM//afuC//nikB//pphB//yhjB//asmA//gspE//gph//manA//yfbV//fruB//nrfC//gntP//grcA//
GO_0010605_6	otsA//chbC//fpr//tdcG//srlD//rspB//nuoI//rtcR//yjiA//murI//ybbN//udk//yiaO//cdaR//fdhD//dctR//treA//glnQ//yehP//groL//ubiX//galS//plsC//ilvI//symE//ndh//thiQ//lpxM//cfa//mqsA//cysZ//lgt//yijO//tsaB//ycgR//cedA//yeaK//ybjL//hyfA//dnaE//yejE//ygfI//pgaD//mdtF//recO//mhpD//yoeE//yqeA//carA//cho//flhD//yggE//livK//tusA//yidA//flgF//ulaD//uvrD//dxs//yihU//ycjR//gspJ//nrfF//ykfI//thiQ//waaJ//ygjH//gatB//mdtI//mngR//bsmA//yfdS//rpsL//pgrR//yiaA//lexA//yahN//fdoG//yghB//umpH//mgtA//rpoD//mreB//menH//gatB//rhaD//glyA//ycjR//ybhJ//iscA//alpA//yebZ//dgoR//lptG//glcC//yceK//xylB//csgA//potC//treA//dsbD//nudG//glnA//ybaO//zupT//ftsP//hybE//asmA//lipB//panD//hisD//psuG//hemA//fepC//waaP//leuD//abgT//ftsN//rclA//nth//yahB//hflX//ilvA//tnaB//alaA//yeaK//lipB//ydjJ//yijE//mdtF//topA//dcuD//holB//hsdM//yfdK//manY//glvB//yceD//sfmH//sbcB//paaB//oppD//ybaO//dcuC//
GO_0010608_7	uup//paaZ//yebK//casE//cpsG//acpH//epd//glxK//pntA//nrdD//frlC//murC//phnJ//ycgV//dsbG//rdgB//gsiA//priC//rstB//epmB//leuB//ldtB//oppC//mgtA//yceD//bglJ//araD//yggT//tdcD//ftsI//eutK//cra//corA//glcD//osmF//pntA//cdgI//yhjB//aceK//pgsA//dsdA//frsA//nuoE//pck//
GO_0010628_7	hdeB//leuD//pyrC//pspF//csdE//metH//pntB//pth//lamB//narX//nfi//fabB//mfd//tauC//glmS//tsx//aceK//hemC//cho//tamB//hyfF//der//cusC//xapR//glsA1//pyrE//fucK//kdgR//ycdY//efeO//narJ//nuoL//ynjD//ybdN//yraI//abgR//adk//ymdB//atoS//yfaE//shiA//chpS//paaK//nimT//mutY//pbpC//glnH//yiaJ//yphB//hxpB//uup//hscB//shiA//phnN//yihL//grxD//bglX//envZ//yidD//purL//csgB//prpB//elaA//ykfI//ptsP//ompL//hslU//sgbE//galS//cspD//nac//secG//yafO//yihX//tqsA//yojI//ybgP//ggt//ygaV//ampE//queG//aroH//srmB//
GO_0010629_7	gshA//acnA//dhaR//secG//nikD//dtd//rfaD//cedA//ydiV//msbA//pgrR//yjhI//hemA//creC//aer//yjjI//lit//araF//ybjX//yhdZ//rarD//ybhG//yggD//nirC//ghoS//ydfD//hha//yceO//uvrD//recJ//ybeQ//ymdB//rlmA//marR//mepH//rpiR//napA//rsmI//phnI//cpsG//mhpB//bipA//phoE//fdoH//nrdG//mdlB//pheP//rfbB//ccmA//eno//mdoG//ubiA//ssuD//glnB//rplD//glgB//accA//dauA//modA//hybC//bglB//ybhR//nupG//rlmC//ycfJ//opgB//arnE//rcsB//tsaE//fabA//agaD//ynhF//folC//ygfA//insE-1//aspC//ubiA//pepT//casD//xseB//lacZ//glcE//dtpC//sixA//yebS//yebZ//ghoS//dxs//ddlA//dtpC//rmf//lexA//melA//tabA//puuB//hdeD//dcuC//aceF//asnC//yajQ//ispF//sdhA//kdpC//tpiA//putA//acrR//tus//dacB//waaG//ddpX//lysC//frwC//rhaD//yciE//fimB//mdtF//zitB//yaaA//tadA//rsmB//priC//fhuF//der//yjjU//purT//uidC//fre//feoB//
GO_0010638_7	sucA//bioC//
GO_0010639_7	pntB//gcvP//ascB//
GO_0010646_5	leuE//
GO_0010648_6	trmH//
GO_0010675_6	phnI//crp//afuC//envZ//sixA//azoR//
GO_0010676_7	cpsB//ptsN//
GO_0010677_7	yqeG//
GO_0010699_4	yidL//ilvB//
GO_0010810_5	ydeI//ynbC//
GO_0010817_4	ybfE//afuC//rpsI//fumC//rbbA//dbpA//yfcF//tas//dinG//alsA//dinI//gatC//hisG//waaG//
GO_0010827_7	topA//
GO_0010829_7	ftsI//
GO_0010876_4	ybcJ//
GO_0010906_6	insE-1//yqeA//
GO_0010907_7	nepI//
GO_0010911_5	trpE//nikB//cysS//
GO_0010921_6	mnmE//argA//dxr//dadA//
GO_0010941_5	hyfA//
GO_0010948_7	leuA//endA//
GO_0010951_8	secB//rhaM//
GO_0010962_7	tolR//lolB//
GO_0010966_8	amiB//
GO_0010967_6	mntH//
GO_0010974_7	entC//
GO_0012501_4	gntP//secE//rpsN//glpC//xanP//ygeX//araG//dppD//ynaE//fadR//mepM//rutC//ridA//
GO_0014070_5	sdhE//aceB//
GO_0015031_5	cydA//iclR//entD//menD//yghU//metK//ubiJ//yfgJ//sugE//fliM//acrF//cbeA//hycA//argH//glcC//htpG//mmuM//deoR//exoX//cmtB//ybjC//gltS//ldcA//glcF//mdtG//hslU//uidC//rcsC//ydjK//paaC//ybjL//mrdB//rfbX//frmA//araA//fdnG//ynbD//higA//allC//sgbE//wbbK//
GO_0015074_6	yihR//murG//hchA//iscR//tadA//yhjB//ompT//
GO_0015628_5	poxB//mdh//mcbR//tynA//purA//
GO_0015669_5	pfkB//
GO_0015670_6	bdcA//
GO_0015672_7	actP//fadA//nanT//wecB//yfdO//tsr//gadB//tauA//hybA//elaB//menD//cydD//tatD//glnA//cadA//ccmG//otsA//yfbU//csgD//cof//psuG//hisG//nuoM//nfsB//glmU//yqjI//caiE//yiaF//dcuD//ibsB//leuB//pheT//ccmC//atpB//gspF//asnS//moaE//gadA//grxD//sutR//yhhZ//sucD//yqjI//
GO_0015673_9	umpG//
GO_0015675_9	hchA//hyfA//sbcB//araA//folM//lspA//sbp//melR//
GO_0015679_10	cycA//puuE//
GO_0015682_8	trpL//greB//gpmM//mgsA//yajR//rng//leuC//acpT//mglC//dcuS//paaJ//ispH//
GO_0015684_9	ycfJ//yddM//rhlB//infC//dxr//
GO_0015685_8	gsiA//dinB//osmF//topAI//gppA//htpX//
GO_0015687_7	lpxM//yceK//bluR//rpsD//
GO_0015688_6	ndk//recR//yidH//yjhP//treC//murI//nsrR//wbbK//ibpB//galM//ygcR//yihQ//gltK//yoaA//lolC//yaiV//yggP//ubiC//
GO_0015689_8	nuoH//menC//rpsI//
GO_0015691_9	yjjU//folA//argB//hemB//
GO_0015692_8	mepM//
GO_0015693_9	fadA//mscL//
GO_0015695_6	ydfH//waaJ//tdcC//cysM//nrfG//insF-1//yidD//htpG//dosP//mngA//treF//opgC//dgcZ//yiaA//btuE//rcsF//nadC//dhaK//plsB//uvrB//cho//raiA//mngB//fabR//kduI//hyfA//ilvH//yfaU//fadD//rtcR//
GO_0015696_6	pheS//entS//cynT//cmoM//zraS//bamE//kdpE//fepB//ilvH//galF//glcD//pdeH//sugE//flgD//melR//galT//zapA//argD//gcvP//ftsX//casC//speB//ccmG//mqsR//sufB//lon//zntA//uidC//ubiC//lysC//ydhC//
GO_0015697_7	rpoD//sucC//betT//yjhI//bcp//fdoI//dacD//ynfL//nuoH//ssuB//lysA//recC//gloB//
GO_0015698_7	ymgC//elaB//ldtE//yhaM//setC//yraI//dtpD//ytfQ//ptsP//gltS//dgcT//xylB//rsuA//gpmM//galE//kdsB//leuD//prfC//yagF//cadB//cobC//lptG//gltK//entD//stpA//crr//nac//pstC//ahr//leuE//tqsA//yiaJ//thiQ//kup//treA//yfaV//rstB//argT//argG//thiC//rpoE//
GO_0015699_8	ycbU//
GO_0015700_8	hisS//trmB//
GO_0015706_6	envZ//dmlR//phoA//
GO_0015707_6	aspA//ubiI//zipA//manY//ivbL//hemD//
GO_0015709_6	betI//
GO_0015710_8	tcyJ//agaB//
