#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dtpD//fdx//glrK//gnsB//
GO_0006811_5	xanQ//tldD//speF//araD//rpsH//ynbC//mcbA//mutH//pflC//rpsS//gatA//cpdA//hypA//trkA//rcsC//nepI//murF//ybiY//uraA//gabP//rbsD//mutL//phnM//rfe//nudC//yeaK//waaB//pta//epmB//rlmL//sufB//glcA//yjhB//galF//ribA//rlmF//dmsA//pflC//rihB//yadM//eamA//hchA//kefC//allC//mhpD//moaE//dauA//dtd//msrQ//ydjH//rpmE//phnP//srmB//eutK//fliL//serS//rraA//yidK//mdtP//xylB//cysD//sgcB//nanR//moaE//paaH//livJ//tsaB//nuoN//cas1//yphB//rpiB//mnmA//rutE//rclB//ymfA//gpmM//ispH//kbp//cysM//purU//fimE//atpF//rplN//rzoD//dicB//yiaJ//xerC//glrR//glgS//narI//nuoE//intQ//ldtA//bglF//panC//rcnR//dgcJ//shoB//yegT//yhjG//torY//tcyN//yagF//rpsS//mscL//hicA//glxR//napA//mppA//ybjL//aldB//ybaO//mqsR//sfmH//umpG//rpoD//pgi//atpG//roxA//fliZ//pgaC//gltI//bglH//bolA//dcuR//prlC//rpoD//ynhG//ruvA//guaD//norW//glgX//idi//elaD//gapA//agaR//rffH//lptA//rplS//plsC//xylA//lptE//xisE//ynfK//putA//menD//acnA//gntU//bioD1//gpsA//xapB//yehA//hisS//waaC//phnH//hyfA//atpG//ssuE//yceD//rimP//ddpA//ybaO//asnA//uhpB//fryC//ompR//cvpA//scpC//htpG//lsrG//trkG//lolB//pykF//dnaE//ubiH//hemH//rbfA//baeR//ssb//mreB//deaD//sgrR//mdlB//ldcC//ynfL//sdaB//waaH//frmR//ppiC//eptB//hda//evgA//pheS//gabP//uxaC//yfcU//kdpA//hdfR//yjjB//rimP//mukB//lysP//acrA//abpA//ibpB//purR//purR//ycfL//ymgC//secG//ycfH//ydcO//hypC//fryC//rfbX//mutT//gatZ//kdsD//rnhA//yhjC//yiaN//nfsB//ptsG//rzpR//ompL//idnD//focA//rutC//hpt//sfmD//csgG//waaZ//sgcE//nlpI//betT//ynhF//rhoL//csgG//prkB//brnQ//rnhA//luxS//asnS//alaA//yjeI//basS//pdhR//atpG//iscS//cbpM//pcm//lptB//dhaM//moaD//fimD//hemF//phnG//yobF//prpD//rna//cheA//dpiB//bioD1//rplB//tbpA//arnF//tsaD//zinT//tdcF//rutA//coaA//cmtB//sfmH//setC//nrdA//ycfH//lhr//ybaE//cynX//lipB//priB//narI//fliM//rbn//glgP//yghB//folA//
GO_0006812_6	yhbS//dcuB//astC//adk//qseC//ynbB//ubiC//prlF//iscS//pheA//yrfG//crcB//opgC//seqA//yaiV//lpxP//lapB//fixB//pepT//dtd//glnE//pflA//ubiG//caiD//fryA//macA//ssuB//yeeO//tyrB//glpG//rhaM//ybaK//ptsI//ssuC//ftsY//eno//malZ//ybaL//rfaB//pheM//mdtK//etp//cadC//mpaA//narY//idnD//ytfR//treA//rffC//nrdR//speB//mdtA//rplQ//gatB//ubiC//rnhB//nirC//ypdB//sseA//ppsA//hybD//mutM//aer//umuC//sdaA//trxA//ymfK//rnpA//rbsC//narP//yehB//hcaT//torR//dnaQ//aslB//cnu//gadX//ydeE//ftsB//pdxK//thrC//yddL//mglA//cedA//nagK//mdtP//xylR//uacT//baeS//mdtK//folA//plsX//fdoH//cobS//yjjU//atpG//pdeL//coaD//amiD//paaE//cecR//rutC//ubiI//yidH//cspG//fdrA//yiaA//csgD//pldB//xisE//erpA//recC//ttcA//elfG//fdx//yadM//yjfP//yhjA//wzzE//mgsA//sgcB//ychO//dpiB//yjjB//aroC//yfcU//narG//chbR//grxD//ldtE//hdhA//ldhA//yraI//tdk//phoR//mak//trmI//cdgI//yqjH//ybdN//dhaK//fhuD//paaK//xylB//borD//bamB//phnN//nemA//lsrK//ybeQ//purA//ybiV//djlC//ycbU//ypdA//exoX//gntK//ptsG//ydiP//recO//hisH//hypC//epmB//yadN//uvrC//era//mhpC//srkA//recT//glpK//opgE//
GO_0006813_8	rsfS//murI//pdxK//ycdX//casA//yphD//rfbB//yhcD//nemA//ygiB//ccmH//accD//bamB//marR//ansB//yfdC//mdlB//
GO_0006814_8	uspF//yiaJ//cecR//pyrB//nagE//araC//mdtE//gatZ//znuA//
GO_0006816_9	crp//
GO_0006817_8	rpsQ//citX//glgP//xylH//nagZ//ybhF//arnD//yhfS//curA//
GO_0006820_6	yedX//yfcG//entD//gcvR//rplJ//fadK//frvB//menA//ycdX//lolA//tag//focA//yihS//rcnR//narU//cyoE//rraB//yedL//rzpR//tonB//yjiY//yjeH//ccmC//pdhR//entC//matP//dnaJ//phoU//gltS//ydcR//tauB//yejA//rnc//rlpA//ppk//glmU//ygfA//ygfA//greB//gatA//fbp//hsdM//yafQ//yjiY//abgA//dps//recQ//gor//lacZ//tolR//rpoE//yedL//prkB//ubiJ//blc//tsaC//gshA//cecR//phoU//crp//rpsH//ghoS//pgaB//dfp//prpC//acpT//ileS//rbsK//yjjV//cheR//rimP//hflK//ygeA//mzrA//menD//yddM//dld//psuG//deoA//cvpA//napF//yjjB//citX//yegS//mnmG//lsrC//yihI//lon//comR//nudC//thrC//queG//mscK//hcaC//mdh//iap//panZ//gnd//paaE//ydcP//nanR//rodZ//ivbL//rssB//yehA//pbpC//manA//ugpE//tsgA//aroA//purL//fdoG//ybcJ//patZ//xisE//pdxB//sfmH//selB//rapA//yihQ//cusF//coaD//hfq//hdfR//argC//apaH//ydjM//mtr//hofC//aqpZ//glxK//arnB//endA//hemA//fepG//yijO//mepH//proA//cpxP//pykA//mtlA//pdeR//betA//fnr//cbpM//pyrL//dppD//msrP//aldB//cspD//msrA//cusA//rnc//argO//yfaL//cas3//tusE//puuE//glsA1//citT//mraZ//bioB//yfhH//rstB//proA//evgA//dusC//mgrB//treR//ptrA//ychF//def//lysC//hflD//sodB//ais//ycbX//
GO_0006821_8	nupC//rhmD//ybcF//
GO_0006824_8	lldP//cspI//nhaA//cheR//
GO_0006825_9	yigL//mtlR//livH//fryC//yfeD//clpP//prmC//
GO_0006826_9	fruB//pagP//gstA//iscX//yidC//ycbX//yfdS//mpaA//aaeB//rhmR//rnhB//atpF//sucA//umuC//yeeL//ybjX//ybcJ//
GO_0006828_9	menE//add//epmB//
GO_0006829_9	speG//iap//setA//nuoB//thrC//mutT//minC//yajQ//cdd//
GO_0006833_6	atpG//
GO_0006835_8	ybdZ//recB//hscC//cptB//yhhY//dctA//metB//frvB//norV//bssR//dnaJ//dxr//gntP//epmB//
GO_0006836_5	ybaT//setA//cbl//cnu//fabD//lolD//yfcQ//mmuP//cysM//ubiH//
GO_0006846_7	tolB//rcnB//
GO_0006847_8	rfe//
GO_0006855_6	ydaN//rnpA//mnmG//trpC//secM//fis//dps//acnA//aroH//yghO//tdcE//yggX//sdaB//gsiC//yfeW//rpmE//folX//ptsP//tatD//rplW//mtlD//tap//frvB//ygeV//hha//yafS//aceB//glnQ//tsaB//hisM//nanA//clsA//arsR//hcaC//pdxK//pyrL//hsrA//degQ//yhdW//ldcC//ugpB//yeaK//dxr//gpsA//nikC//araB//yceO//ydhQ//slmA//alaE//soxS//rplK//cpdA//ubiB//fruB//nepI//yigL//emrE//
GO_0006857_7	fimC//uhpA//insI-2//pgaA//preT//yegS//rutC//ptsP//nfi//lasT//rpoS//yegT//hokB//nrfC//rpmC//scpB//mcrB//afuC//gcvT//arnA//murP//fecD//atoB//kdsD//potB//yabI//treF//
GO_0006862_7	yfcR//
GO_0006863_7	uacT//mpaA//lysS//galS//aslB//treA//ivbL//gatD//
GO_0006865_6	minD//oppB//ugpC//xseB//dnaC//glnK//rpoS//ydiZ//mdlA//stpA//glxK//ycjY//lsrB//mog//npr//gadW//ubiB//ltaE//yciA//iscR//cheW//napF//rnc//ddlB//bluF//rof//dinG//eptC//ygaH//qseC//ycjD//araE//yjbF//yfjV//kdpC//argK//mdtL//fadM//ybgQ//fryB//pyrH//dicA//yoaB//hycH//torS//folC//abpA//feoB//rfbB//dacA//lgt//yfeO//rspB//epd//gloC//hcaD//hxpA//ubiX//groS//chbC//pitB//yhdW//trmO//bepA//yraR//chbG//narI//yfcQ//nrfF//dctR//gyrB//gshB//atoS//
GO_0006868_7	yeeY//glnD//sfmF//
GO_0006869_6	gnsB//znuA//tsf//ddlB//sstT//narG//fryA//yacG//oxyR//ais//kefF//mhpC//ypdA//yraI//acrB//eco//yajO//waaY//dgoK//hfq//htpG//rfbD//frdC//
GO_0006873_5	purL//tktA//aspS//entD//ydaN//spoT//fryC//hcaB//kbaZ//holC//ibsD//asnC//yggD//rhlE//argH//pheS//fabI//mglB//mdtD//ydcS//dut//xapB//livK//pyrD//ddpA//pdeD//yjbE//nlpE//mppA//alsK//
GO_0006874_8	secY//
GO_0006875_7	rsmJ//idnO//rlmG//hpf//yccX//yeeJ//tsf//sgcB//codB//gpp//ldrB//ligA//flhD//fhuF//glk//cydA//abgR//yafC//yraK//ffh//sfmF//
GO_0006876_8	plsC//
GO_0006878_9	glgS//rplQ//creC//gshB//motA//
GO_0006879_9	tcyL//cmoM//rspB//rpsR//clpX//csgB//fabA//ycgV//lnt//mtlA//alpA//
GO_0006880_4	frlA//ulaD//truA//
GO_0006882_8	rutA//
GO_0006883_8	ybjC//elfG//gspI//
GO_0006884_4	mdlA//cbrC//nanT//katE//glpA//
GO_0006885_9	mipA//yidH//sbp//dmlR//mutL//bioD2//flhE//bcr//yehD//yiaN//ptrA//
GO_0006886_5	rpsR//pepA//gspI//lacZ//recC//pepA//ldhA//paaA//hxpA//rffH//malE//
GO_0006928_3	allB//argB//aroF//dld//waaC//ftsQ//hyfR//rfaB//dacD//dsbB//yiiE//feaB//parE//norR//cirA//melA//cbeA//ybcM//maeA//zapB//leuS//cvrA//kefG//alkB//cynX//cas1//crp//ykgF//yieK//ldrB//ptsH//srlR//ugpE//nanR//nirC//ykfI//lsrR//sufD//dgkA//mdaB//allD//wcaB//yihI//opgB//
GO_0006935_4	cysI//rfbC//hpt//glnA//yebK//yqaA//mnmC//rutC//udk//yobA//speG//dgoR//yehB//rlmI//bglX//caiB//
GO_0006950_3	argS//skp//rhmD//nagD//ptsH//murP//tehB//pdeF//fabH//yijE//entF//cbeA//yfaX//srlE//dppA//mreD//alaS//alpA//nudF//dxs//ppsA//acnA//efp//yfbR//yhjR//creB//pstB//dgcF//phoR//ydcS//dps//hyaA//yggT//paaH//recO//nupG//yjaA//ybgQ//hypF//ybgI//yeiL//yihW//yjgX//glnE//nikR//xylH//flgK//rsmG//dcuA//cpdB//allD//pyrB//rzpD//rnr//gcvP//ssuD//higB//hycI//glsA//fadJ//glyS//rutD//cheB//fabH//yecS//sapC//rpsN//phr//psd//cra//pgm//rplD//yghB//sucA//citE//sgrT//dapA//fucI//dnaN//tnaA//rplA//kdpA//thrA//intZ//argI//yebG//mutT//yneE//tcyL//ulaC//dtpD//dusB//ycjU//ddlB//rffG//ydeO//rayT//csrD//plsX//aaeR//corA//malF//pdxJ//mutL//msrB//uidR//fkpB//nhaA//cyoD//alaS//bolA//frlR//nsrR//ung//srlB//ybjC//hofP//elbB//prpD//ybdN//mdaB//prc//sgbU//birA//ortT//elfA//aceA//pyrG//hyaC//yciG//yicJ//dctA//mipA//yneL//flgC//pdeF//bglF//mipA//frc//hokB//uhpT//mrr//ortT//caiB//alaA//rpmA//sufE//acpS//malX//pdxB//hfq//avtA//cmoA//ansA//mdfA//ybhG//tcdA//bioD1//cdh//xthA//frmB//ttdA//msrQ//sanA//amtB//gmd//intA//speA//nuoN//mioC//rsmJ//caiD//sspB//ydeT//tcyJ//rnhB//soxS//yehZ//yijE//ansB//rng//puuA//ascF//yhhT//ybdO//sdaA//groS//bcr//atpG//uvrA//ybhG//appB//sfmA//seqA//pckA//tamB//xylH//wzzB//thrL//sfmC//purU//symE//msrB//prlC//arnE//ynfK//fklB//ybjX//csgE//gph//cheW//hyaB//ulaR//nanA//ybgQ//rph//trkH//erpA//mutY//astB//msrA//ccmC//ispG//yehB//rnlB//arnA//rbsK//lysS//leuS//ariR//mtlD//pgi//csgA//rlmC//yneJ//wzb//purB//nanA//hofC//lolB//waaY//umpH//cmtB//rhaS//mfd//rbsR//glmS//recF//trmI//yejA//moaE//ydhC//dicC//mnmA//ybjL//insF-1//wecC//holE//creC//gfcE//fepG//mtr//ydbD//yijE//feoB//narL//pbpG//rclR//bglF//deoD//pspA//ftp//sthA//ubiI//appY//queA//fdhF//mglC//hslJ//hemH//amiD//pgaB//nuoB//lsrB//glpC//rppH//hlyE//ymgF//dctR//acpT//recF//exoX//paaH//glcE//gcl//cusC//lysO//yfaU//pdeD//potG//purD//ibsE//npr//brnQ//parE//guaC//rlmN//secE//mdoD//pgrR//rho//bamB//ribA//glgB//rpmJ//purD//exbD//hycA//glnD//modC//malG//tar//dacB//fabD//elfD//nimT//adiA//cas2//acrB//cadA//purA//aroL//wcaB//holE//alsA//pdeH//rnb//lrp//kefB//tehB//abgR//mdlB//abpA//aaeR//ccmH//ydaV//glnQ//yehB//uof//paaJ//tdcB//mrdA//fepA//avtA//ygcR//infC//yaiW//elfC//rhmD//icd//yhaJ//ycjP//pabB//gatA//rtcB//fimA//kbaZ//flgA//pgpC//ytfT//nrdH//clpP//ogrK//rpsH//atpC//fabG//apaH//glsA2//pgpC//murC//acrA//arnB//artJ//putP//glxK//hypB//xylE//proW//gcvR//tig//insK//insH-5//lepB//hrpA//amtB//gutQ//rclC//yiiM//insF-1//hybD//yiaN//fliK//treF//argO//ydjL//zwf//tdcF//yadI//serS//polA//cra//hycI//trmA//yfdR//yfjV//menD//ftnB//cysE//gcvH//glcC//paaJ//rnpA//purL//araA//yfaE//aspC//mdtI//lldP//umuC//rpsA//nusG//tdcD//pdxK//yfjR//parC//hfq//hscB//dinD//ydeP//paaE//gspI//gldA//rlmH//tcyP//pgpB//glsB//lysA//ptsP//yceK//aldB//wecB//citE//flhA//ynbB//nagZ//acpH//dinB//pcm//rseP//nrfF//chpS//tonB//mscL//rph//eco//glmU//rtcR//prlC//fsr//yggX//hipA//waaS//prpC//fliL//ypdB//astC//leuC//gnd//thiG//secB//ybjD//pstS//
GO_0006952_4	degS//rlmE//xanQ//argS//tatB//nanS//hcp//yehC//ddpA//rnt//rhaB//fhlA//
GO_0006970_4	rpnA//xisE//gfcE//yebC//tusC//accB//cusB//speE//mgtL//clsC//rihB//amiA//gltL//insI3//yfbU//paaA//astC//cueR//yciA//puuA//ssuB//aceF//metE//fhuC//sdaC//gloC//tpiA//hemG//yebZ//sixA//fhuF//rhmR//fadB//lgoT//cyoE//opgC//ttcA//cdgI//
GO_0006972_5	tdcF//exbB//norR//frdB//msrC//casB//deoA//yedA//hisM//bamB//rsfS//yihP//modA//ldtC//
GO_0006974_5	flgF//ispB//yjbB//yadI//hipA//adeD//yaaU//tusB//fdnI//alaA//yeeO//perR//bluF//cheB//ykgF//mioC//fdnI//yhfK//nuoI//ynfK//yciA//lpxL//yihT//ribD//hyfR//rpmH//yjaZ//menC//hicB//prfA//ynhG//cusA//tusC//rpnC//yhiM//gudD//caiF//rsmG//accD//sgcR//cspD//eptC//purD//mgsA//yccX//zapC//kdgR//nuoM//skp//phnK//ynaE//elfC//rhaS//yheT//gcvA//ompW//rhlB//baeR//ogt//lysO//rffG//fepD//mltD//degS//lysU//yjbH//yhaO//yfbR//rutF//mngR//murR//cheZ//iaaA//narL//yeiG//ttdB//yjcS//def//metL//fumA//yceO//bamA//ygeV//hisM//entS//pspC//csgB//yadV//yfiF//cpdB//yehX//mltB//adiY//tolR//metI//arsR//hipA//mak//sodC//cysP//yobA//ftsI//pdeF//zapB//rpmB//ydaV//pfkB//thiH//cpdB//argS//glyS//aspC//cnu//yqeG//nfo//aaeR//kefC//mdtD//cyaY//frlC//yfcS//folD//bssS//sapF//melB//mliC//rnc//narH//ndh//rho//rpsI//metN//acrZ//ttdB//eutN//zapA//pheS//selD//yaaJ//mgsA//pspC//tusB//casD//ybhA//nrdG//etk//adiA//cho//selB//aqpZ//yqjA//crp//sanA//argT//treC//mqsA//panZ//rfaH//uhpC//bssS//rtcR//cbrC//ynjD//ssuE//aas//tdcC//mog//gstA//puuD//artM//waaH//ybjG//yajQ//nikE//nei//rpsI//yihR//rcsA//tatC//yaiP//ppk//pntA//napB//ogt//flgJ//ssuB//tdcD//sgcC//yafE//relE//scpB//ftsY//yjiQ//ilvI//gdhA//infB//tatE//chbR//gpr//dsbB//yagG//cydD//ldtD//araD//yjbB//ybaL//rpsD//cdh//panZ//ygeR//lapB//helD//livH//dppA//gltP//uxuR//yjfF//thrA//mrp//ygaV//ygiS//tufB//arcB//ftsE//tyrR//manY//yqiH//ykgA//yjjX//rpnB//murR//yjiR//mcrA//efeO//pta//pppA//mnmC//yjbE//yahN//ybbY//gyrB//dnaJ//dapF//pabA//cspE//frlR//
GO_0006979_4	putP//treB//narJ//frvA//atpH//trpA//spy//hybC//dgcQ//tnaA//cysE//azoR//nrfB//insH-5//aroH//pgk//fepD//murJ//tusA//pdxK//rarA//recN//zapA//galK//yeiE//minE//frvR//kefG//ybdG//valS//mngB//cysN//yfaX//mog//glvC//gltK//plsC//narQ//sbcC//paaF//mreC//tsaE//hyfA//hyaB//frdC//dsbA//kgtP//dsdC//ibpA//yraN//arnD//arsC//gabT//murF//clpB//fabR//argF//hha//nanC//rplP//dkgB//gshA//rluB//yjhP//fabB//rclA//wzb//nikA//adeQ//fmt//deoC//yihS//trpA//argO//feoC//ade//lysC//lolC//yieE//yiaM//ychF//alaA//bacA//fabZ//guaB//puuA//
GO_0006986_5	dgcM//metR//recD//ssb//greA//rplK//
GO_0006995_6	waaY//idnO//
GO_0006996_4	rnd//glmS//yhdW//ybeQ//ybdH//ccmH//panD//yjcS//yrdA//rnlA//allB//rlmA//nlpD//ilvL//degP//ilvE//ybhP//ghoT//mpaA//srlB//srmB//waaL//selB//rsfS//yciG//hycH//cusR//oxc//nuoG//aroC//msrA//nlpA//zupT//pflC//bioH//rhmD//cyaY//rpmJ//rplL//
GO_0007010_5	focB//
GO_0007059_3	rna//yrbG//rplC//fadB//dcuR//yhbS//dosP//pfkB//dhaM//frlB//
GO_0007062_4	livH//menB//deaD//rnc//
GO_0007154_3	ldcA//casC//lpxT//alr//hypB//mepH//yadK//arnD//ydcT//map//yecS//xylR//yqiH//chaC//gltL//groS//wzb//argG//fepD//ycjU//mntS//ubiX//hybC//bamE//nhaA//araF//gabT//lhr//casB//ygbM//prc//yfhH//paaK//paaD//lysC//ubiF//tusA//narY//fimC//argF//minC//pgk//tolC//ldrB//cbrC//yhgF//ydcZ//mepH//yeaE//nusA//cca//idnD//pyrG//cmtB//rluB//
GO_0007155_3	gloB//ydcP//ydhJ//fkpB//tolA//umuD//mgtA//argO//yjeI//casA//feoA//dsdX//tdcC//dcuR//gpsA//nrdF//gph//smrA//dicB//tmcA//dnaK//cmtA//chiP//yhaV//uvrC//phoQ//flgM//galP//hofC//glvB//yebQ//ygcR//ycjD//sgcA//prpR//
GO_0007163_3	paaG//
GO_0007165_3	tauD//truC//mutM//ttcA//mtgA//potF//paaK//luxS//chaC//pgpA//ybhP//obgE//leuB//coaD//tusA//dgcZ//cysN//nanC//ybeQ//rnhB//ybiV//yhjB//srmB//yihO//rimI//adiC//fnr//rraA//spoT//slmA//pepN//opgB//aaeR//dacB//ybdO//bglH//mdtG//pgaC//artM//ltaE//ampH//adiY//waaQ//sgcR//bioD//deoR//pck//yeiG//ansB//yiaO//aaeR//moeA//opgB//yfgO//ccmG//cpxR//dmlA//opgG//nrfA//hisS//
GO_0007166_4	asnA//ygeW//rzpD//oppF//
GO_0007215_5	pdxA//uspB//pyrE//thiG//
GO_0007231_4	ftsI//
GO_0007234_5	serA//
GO_0007267_3	fliM//yrdA//
GO_0007346_6	ttdA//yfdO//fliM//
GO_0007584_4	nrdG//gltS//gntP//mltF//
GO_0008033_9	ybhI//yagE//envR//yjcO//guaD//manA//kdgR//dicB//fimE//rcsB//lasT//galF//ydcZ//yfcF//folM//pbpC//hisP//xylF//ompC//frmA//ptsN//btuB//rffC//mlc//lysU//cheA//leuO//perR//epmB//eutN//hcaD//yggX//fepA//lptA//rlmG//aspS//basS//lpxB//recD//hisF//rplD//fabB//yccX//thiD//napB//nuoE//ung//insI-1//rhaT//rclR//ytfP//cheY//yejB//cnu//kup//pgaD//
GO_0008104_4	ftsW//phoQ//fre//pspG//vsr//ybaT//purA//cysG//bepA//torA//erfK//pdhR//yiaU//ampE//fliT//nudC//metN//entF//mreB//panD//fdrA//ispF//putA//tdk//hprS//gpp//fucI//ygjH//rpnA//recA//recT//mobA//tsr//arnB//mmuP//clsC//yjiR//yqeF//fryB//yjeI//dps//cusF//edd//bacA//uxuR//ygiS//gspE//hofQ//hscC//
GO_0008156_8	dusC//ugd//seqA//argP//sbmC//argG//
GO_0008202_5	evgA//
GO_0008206_5	mprA//
GO_0008213_7	yiaO//ftsA//rpsO//ydhQ//yajD//nudG//menE//yneE//
GO_0008216_5	dusB//recG//eamB//
GO_0008219_3	yqeG//adiA//frmA//mdtQ//yhbS//gabD//mdlA//thiI//tyrS//mltC//ynfK//lplA//idnT//rbsA//betT//
GO_0008272_6	fadA//gadW//blr//kbp//gltL//ybdN//bglF//
GO_0008295_6	creC//rssA//lpxK//
GO_0008299_5	ybiW//trg//rpsL//dnaA//fixA//epmB//
GO_0008360_4	soxR//ygiS//udp//citT//fliZ//yqiJ//ibpA//ligA//paaA//glmU//hyaB//srlE//ftsH//pstS//ydjE//artM//
GO_0008361_5	murA//ypdB//ycgV//waaH//rbsK//
GO_0008380_8	ihfA//
GO_0008610_5	rhtB//ykgO//ybiT//mdtG//mtn//adeP//tsaB//uvrA//thiC//fcl//mltG//frwD//hemD//frdB//pstS//aldA//yedX//gspJ//ynjD//cutC//yciA//prmC//nadK//amiD//fepD//yacG//gltI//tsf//melR//alaA//idnD//cdgI//gatY//rspB//btuC//pyrE//araG//fadL//mscK//csgF//dgcJ//envY//nrdR//dhaM//chbB//gcvP//ltaE//atoB//rstB//truB//fhlA//nrdE//yjhG//gstA//yieL//uvrA//recB//serS//acrD//rpiA//nth//umpG//yfbU//elfA//fimD//glnA//npr//
GO_0008614_5	gatZ//atoC//ydhK//purB//flgF//lptF//hflC//
GO_0008615_6	opgB//ymfA//ytfT//nusA//nrdI//betI//yjjU//
GO_0008616_8	uspG//entH//puuB//phnP//ydcS//appA//map//
GO_0008617_9	pflC//
GO_0008643_6	cdh//mrdB//acpH//tyrS//glnH//rpmJ//garK//queG//surA//oppD//leuB//ansB//ftsB//yhjX//waaC//yddM//lolD//arnA//msrA//kdsD//appY//yaiW//nudG//yfiF//fimD//dgcT//fis//ulaR//yigB//dadA//ybgI//hofQ//hypT//acpP//sdiA//creC//rhtC//cadA//mreD//nemR//mltF//argB//glgS//gltL//ybcM//ptsN//mreB//ilvE//alaC//otsA//ycjP//bfr//allS//ispA//yibF//holB//yjjI//mak//yhdJ//tusB//fepB//mreD//mscM//tatA//sanA//hdeB//codA//yoaA//aroD//yphC//dinD//menC//cbrC//gltS//yjbH//sdhE//bioA//artM//yraI//insB-4//allD//flgF//tnaA//rplQ//lldP//glpG//rlmM//tusC//insB-4//yqaA//nadC//cspI//glmS//ligB//mntH//yebG//btuC//yadN//acs//dcuS//lolE//yaiW//pflB//waaS//bamE//pdeL//nrfG//tdcB//zapB//preT//malK//ruvB//ytfP//lysU//
GO_0008645_8	guaA//ndk//tatD//ligB//csiD//rutD//ilvL//basS//lamB//garR//acpS//rsgA//pbpC//yneE//lipA//ybiS//ribA//dppC//ybiY//sbcC//menE//fnr//ygaZ//plaP//
GO_0008652_5	nikA//ydiK//ybgQ//hemF//gadW//hsrA//cheY//aroE//chpS//csdA//aslB//rhsD//gpp//sad//dut//rpoS//yedA//mlaC//yhjB//ade//yphF//rsmG//glpG//yfcS//hflC//aroD//ubiG//lrp//lsrR//mdtC//frdA//cyaA//csgB//purA//dcuB//glcB//yhbX//ybjD//dgcQ//yfaL//acrR//mreD//dbpA//hyfA//waaP//yjjQ//argI//kdgK//hupB//exuR//ydbD//iclR//fabR//ybaM//alsB//dusB//pcnB//uidC//rbfA//avtA//kdsD//ispA//ftsK//yehZ//rbsD//yqjA//fkpB//tolQ//sgcA//ybaQ//wzyE//yajR//zapC//argC//yagG//yejB//serB//yhjR//cas3//rluF//yajD//bglA//torR//paaF//fimH//yjiQ//purD//fes//add//cusS//mdtO//hyaA//iclR//alaS//pstB//slt//pepT//napF//yjjW//tqsA//diaA//ydjM//csiD//acpH//dgkA//agaW//yhjB//gpp//dgcM//ribA//ddlA//nirB//rpmH//ydhJ//
GO_0008653_5	ccmG//hrsA//mrdA//ychH//rplA//emrB//rsmA//ftsA//livK//fabB//phoQ//puuB//dgcT//
GO_0008654_5	rnr//ispA//eamA//rng//ccmA//lrhA//lolA//rsmD//zapA//nudG//dapF//rrrQ//sufC//yagJ//murE//ygeW//tsgA//wza//yfbS//cheA//gpmM//folX//uhpC//fryB//ridA//uspC//parC//pcnB//yjbG//gor//bluF//mutH//ribC//sgrT//ychF//
GO_0008655_5	sapF//trmL//bglJ//ulaR//sfsA//yidQ//hypD//
GO_0009050_6	eptC//fepE//
GO_0009052_6	yehY//rhtC//yedP//yfiE//gcvR//ydgA//ettA//
