#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	uxaA//pdxY//pppA//gltI//
GO_0009058_3	nadC//gmd//uxaC//wecE//lolD//ychO//sgcE//torZ//arnT//dhaK//dnaK//sapF//lptB//rluA//rimM//mdtK//zinT//agaI//ralR//atpH//folX//cysM//mfd//pppA//ftsQ//lysR//aroF//pflB//pheA//araG//recE//yeeO//ybhA//rfbB//ldtB//cspA//elaA//recR//copA//osmE//murI//murD//fes//sdhA//mltC//mutS//potE//hupA//prfC//yejB//frmA//nrfD//uxaA//rutD//paaC//folM//intS//nuoF//iclR//rep//nuoB//rfaB//cysM//frdC//uraA//araF//yacG//cpoB//rlmF//ompW//leuD//ccmD//dsbB//yjbF//mtlA//yihU//fbaA//galF//ybcL//ynfE//uvrA//ebgR//thiP//dsdC//yjhB//wbbK//nlpI//purF//ariR//gnd//ybjD//ttdB//mepM//pstA//dsbB//sfmF//nmpC//poxB//leuB//yadC//insI-2//sapD//nrdG//mtgA//glvB//caiB//cpxR//ydiZ//tcyJ//recF//tamA//phoA//hypF//symE//yqiI//argC//higA//prpB//mdtB//pepD//frvB//yegV//rpnC//codA//creC//elbB//csgD//torY//argF//serC//gpmM//insB-4//seqA//mltC//rtcR//yfaL//cobC//lepB//yihL//adiA//ghoS//ycfH//ccmH//nagZ//rcnA//thrS//recE//htpX//poxB//xapR//ampG//fimB//srlB//rsmB//abpA//minE//manZ//scpB//acnB//narP//yidK//wecE//nagZ//wzc//metB//yqgF//fliZ//acnA//prfB//aldA//hisH//hcaF//mrcB//casD//ydcZ//metK//pnuC//menA//ydcZ//ydeI//nfsB//rbn//insB-2//ulaG//yfcP//prpC//proS//cyoE//insB-4//feaB//nanR//cdaR//yiiE//prmA//fpr//garL//hflC//yobA//hrsA//frc//lolD//abpA//panD//rzoD//cedA//hyfF//aroP//tnaA//rpnA//artQ//mlaF//trmH//nikB//dut//yjhH//yiaF//rbsA//rhaR//yafC//hisC//ycbU//selU//allS//dinQ//rpoS//ydaV//cydA//prpC//rihC//eamA//lptE//lolC//cueR//dppB//hfq//mhpT//rtcB//idnK//yphB//hybG//yfcF//mcrB//rlmH//rnhB//paaG//yidZ//entE//yhdH//bolA//dinJ//murP//potD//leuD//gcvT//ispF//rspB//waaF//rdgB//yeaG//prfC//bamE//bioP//yhaV//nrdA//dut//dsdX//torS//hcaC//rsmD//adiY//tdcF//mltA//rutB//plsC//nepI//cynT//mglB//nagD//murR//ygeX//rffM//dppF//preT//pgpC//xylA//ilvC//sgcC//rhsD//frdD//pphA//ybdM//prfA//putP//hipB//nrdB//ilvL//degP//ldrD//cstA//rpmH//gatA//yejF//glmM//glgS//ykgF//aes//fdhF//ruvA//argD//ribC//rutB//kdgK//ynaE//cdsA//yfcR//ydjH//yhhY//mcbA//csdE//evgA//ydhQ//bioB//map//malZ//setC//rstB//zapE//sdhD//ynaI//minD//trpS//hycB//xanP//queF//cpsB//fis//rplN//aaeB//putP//scpB//hicA//trpGD//agaC//ibaG//acrA//argO//yadN//nimR//kefB//fdhE//yihL//recE//radA//dpiB//mdfA//paaE//gfcE//bioD//zapE//mhpA//emrD//yahI//prc//yggW//hinT//kdsA//pheT//ribA//bioA//hprS//tolB//insA-1//glcF//xseB//glyA//hisI//yfiF//rplR//fabG//srlR//fau//bamE//osmY//mlaB//trkH//prlF//artP//rhaB//hybF//acnB//ortT//yedF//ebgR//rsmF//ldtC//ybaM//pnuC//proA//osmE//sodA//rpsR//gspF//glpF//tgt//appY//erfK//fdhD//hslR//clpB//tauA//fecD//ridA//sdhA//opgD//dacA//lpp//bssR//yceD//cyoD//rnhB//ykgM//atoS//rnlA//gpr//rutR//trmI//alaS//hemL//ldtE//yfjV//ogt//serA//pykF//nrdE//nlpE//tauD//yhhT//rpsN//glnE//yoeB//nfsB//lysP//gdhA//nudF//yceK//ygaH//tdh//yheT//nanT//cusC//ycfH//ribD//glpX//ygiW//sufD//ansA//nfuA//edd//yagI//ychO//lolE//cspE//rpmF//csgB//holD//fepC//xisR//nimR//csgD//fecC//adeP//dpiA//hofQ//nsrR//leuA//rplE//pgaA//yecS//yegD//zraS//dgcF//phnM//mdfA//nuoM//hcaB//pyrD//yciV//cca//pgpA//pinQ//rapA//panD//dctA//tsr//uxaA//galU//potF//mlc//rpsI//sxy//yehX//srlA//dppF//cyoE//yedP//tsaD//ibpA//envZ//mdlA//intS//rclB//allR//ugpB//ilvH//ilvM//asd//creC//priA//trpR//ubiA//mutS//ycaO//hokB//tdk//cstA//nupX//pdeK//glxK//qorA//tesB//trg//yaiW//rlmA//aqpZ//rutG//yfgO//folC//yihP//leuE//ssuC//rplF//lysO//eutB//eutR//cobU//ynjA//paaB//xylH//dppC//ilvL//nfi//cydB//shoB//nlpE//ybiW//fnr//nagD//tynA//lsrC//lplA//ykgA//rfaF//murR//rdgB//pgi//panF//ykfM//yahN//nhaR//frmB//clpX//nusA//yodD//chpS//rplI//menI//adiY//thrB//nrfC//alsE//clpX//ybjL//cysZ//miaB//atpE//nudC//paaK//fixB//folE//yeaE//dnaX//suhB//lplA//flgM//fes//pyrG//eptB//rfaH//hofM//umpH//lpxH//essD//pyrB//setA//tyrS//tmk//fimA//thrL//yigL//paaG//etp//gatY//ompF//paaC//setB//erfK//ycjR//hcp//ynfF//mrr//yieK//hybC//elfA//ydiF//brnQ//pgl//yoaB//clpS//uvrA//feoA//setB//xdhB//rayT//rutD//efp//entC//uxuA//abpB//alsC//ybiO//pgaA//rluC//aroG//hcaD//gatD//hisA//mepA//znuA//csrA//argF//sodB//alsK//insI-2//feoC//csgE//ykgF//yagU//gshB//yfcQ//rlmL//pth//rclA//tauC//lpd//lysS//wza//yfhH//phnO//yddL//pyrE//uspB//ubiE//fsr//yieL//livF//glpB//nikA//gor//dicB//xapR//trmJ//ygcO//yeeL//murI//glmU//ybdH//kdsB//cusF//osmF//ygfA//exuR//sgrT//rmuC//cspD//waaU//murQ//ymfA//parE//ybiO//rnlB//cdgI//tpiA//gpmM//rbsD//glpA//maa//hxpA//trpR//cheW//lapA//dinJ//ydhK//galM//rutC//erfK//frmR//wecA//rsmJ//agaR//fadH//guaD//yecS//fadR//citE//pgpC//epmB//treR//rplI//cspI//rlmA//cydD//tdcE//torY//frlA//rpsK//yrfG//radD//yddM//ompT//lpp//yadN//fabB//ygaH//hflC//essD//hemE//ynaE//pliG//rhoL//pstS//plsC//aphA//sulA//cydD//tamB//thiP//trkG//rcnB//moaE//uup//rpsE//puuE//ybbN//insA-1//gyrA//ppk//bssS//
GO_0009059_5	folC//kdgR//ldcC//thiG//fruB//nadD//betB//ygaH//rnd//yddL//yjfP//xapB//fucI//torZ//hns//mdtK//lldD//idnT//sapC//afuC//galK//xylG//mdoD//flgB//hybE//ygbI//yfdO//adhP//prkB//hupA//ihfA//yihQ//mug//infB//yeiG//rhsD//rseC//dacA//mlc//htpG//proP//baeS//iscU//dcm//ycbV//rnhA//ccmD//uspF//yfbV//tqsA//cheW//lplA//ugpC//wbbK//ybjL//glmM//sad//allS//casA//dosP//nikD//manX//atpF//entS//napC//yjaZ//mrcA//emrD//maoP//rnhA//mglC//yqhD//yjfF//gldA//nhaB//ynbB//ftsY//waaB//psd//fklB//dinQ//yfdR//pstA//hsdR//proB//atpA//thrC//ubiG//tldD//fecA//yhjX//yhaJ//hcaR//ulaA//ydjK//insA-2//yiaN//flhA//yobA//hrsA//phoQ//yidQ//malG//fadB//aslB//pdeF//gsiA//ycdY//eptC//kdsB//ftnB//cusS//ybeQ//phnL//mtr//acpP//waaO//pphB//argB//ubiD//rpmG//pheM//rpsP//cstA//rimM//rtcB//nuoL//uof//casC//nusG//yagJ//fixA//rplF//thrS//gntP//pal//appB//htrE//allS//htpG//intF//emrY//mgtL//epmC//sspB//tsaE//aphA//tatE//mltC//aldA//pckA//yiaA//dcuA//gabD//acrR//gabD//qseC//purF//fkpA//nirB//trmB//rnc//hcaE//yodD//hscB//marA//rluA//lldP//abgR//ghxP//waaY//ykgO//yjeI//mak//atpF//frlA//ubiC//tolB//yidC//pheT//entD//parC//lpxP//yhhZ//rcdA//garR//yebZ//yigB//yfeX//coaA//tehA//ansA//yggD//lacY//hcaT//thrC//yddM//infC//galS//zraS//infC//nhaR//cvrA//tig//xylR//garR//hsrA//ttcA//yibF//ubiI//ybiT//cobT//trpB//yqaE//eutR//yieF//yjjV//mdaB//nei//gmd//ttdT//bcr//hybF//citG//dnaB//yhjG//ykgA//fpr//yfaE//yojI//mhpB//ampD//tsaD//erpA//glpX//argH//prmA//der//mhpD//gloA//topA//acpH//potD//rsmG//waaY//wza//norR//yhdX//rseB//holA//pflA//yhjD//aceF//elfD//paaG//yeeO//araE//fepB//yaaY//potE//yfeO//topB//gabD//fadB//yfjR//tdcA//ypdB//fabH//ttdT//hisG//narK//gyrB//tktA//agaI//mrdB//sodA//phoE//fkpA//ybdZ//waaB//dicC//rhaM//lgoR//pntA//yobF//yeeL//tus//cydB//bluR//glpA//rhtB//ypdI//rpmA//fucK//glcA//yijE//tyrB//yjjG//pfkB//fdnI//murF//yphD//yojI//hofC//pspG//cpdB//folD//fadL//yhjD//yneL//ynfK//ulaE//ldhA//torZ//dgoT//dsbG//rpmG//
GO_0009060_6	ssuE//clpP//acrR//dkgB//pabB//nlpA//yneL//dcuS//iscR//ybjG//emrY//sufC//hyfA//rhaT//pldB//roxA//hybC//moaB//pspA//ubiX//ahr//livK//pspF//ibsA//hpf//mscM//
GO_0009061_6	srkA//flhA//infB//fadR//secG//yfdC//yphB//yafC//fetB//psuG//osmY//setA//yjbH//fimC//narI//rsfS//lptD//ybbW//yhaC//leuC//prfA//oppD//nuoL//bioD//prfA//cysC//rcsA//higB//folX//cynS//lptE//uspG//ycbB//nuoN//eutD//pstS//yjfF//ulaA//pspA//yrbG//ykgF//hslV//fdoH//xylE//exbB//speD//pspF//cheR//rbfA//mhpC//ihfB//sdhD//yahK//moaE//rpsN//
GO_0009062_6	yphD//grxD//aldB//yjcE//rplF//hcaB//cydA//yedA//pdxY//nepI//aroC//ycjR//pyrL//soxS//eptB//ybaE//mltF//araB//insE-1//waaY//gspE//
GO_0009063_5	yggF//clcB//ybjX//fimI//rlmB//torI//lsrC//fimI//malI//yjjQ//sufD//moaB//tatD//narG//folX//yhjX//adiC//mglB//uvrB//ybaT//tas//ahr//symE//flgB//ycfS//vsr//tsx//yddM//ascF//secM//priB//pitA//waaQ//cynT//frwB//paoC//dgoD//nrdI//napF//waaB//ldcC//rnd//prpD//ugpB//sdaC//acpH//nei//atpF//narG//hflK//btuR//yjbG//rlmA//mntP//yeiG//
GO_0009064_6	ydcM//yfdG//xylE//yigB//higB//mdoD//higA//thiM//dusB//glgC//modB//rpmA//nirC//clsB//bipA//rluD//uxuA//arsR//hypT//yfcS//rhlE//xanP//ybdM//glvC//plsB//ascF//folM//rbsD//lpxT//fetB//pstS//pck//fepB//fixA//gadA//sufD//ybgP//sfmA//nirD//fimI//gatA//wcaJ//dacC//adiA//queD//pyrF//
GO_0009065_7	cas1//mmuP//mdfA//btuB//rtcR//arsR//nrdA//yeiE//ldtE//frmR//uhpB//mhpD//ais//abgA//sodC//wecB//epd//adeP//
GO_0009066_6	serS//fklB//elaB//nanK//mglB//glcE//exuT//psuG//dicA//tilS//yccS//cysQ//frvR//yadM//metG//ybdG//fsr//gyrA//fucP//rplQ//fau//ycjW//iap//glpT//sdiA//yddG//tsaE//eamB//pheT//chpB//rpsJ//tap//ppiD//srlR//yjgX//sapF//phnI//rho//yneL//entA//rstB//dld//uhpT//yebC//wza//ybeF//gntP//prmA//
GO_0009067_7	queA//acrB//kgtP//pheT//yaaJ//hypE//yahI//trxC//helD//eutK//yeeO//fruB//argI//yehC//ykgF//rzoR//mdtE//mtlD//groL//mltG//cysW//ftsQ//fhlA//ydhQ//nanR//yphB//
GO_0009068_7	ubiD//rlmE//ydiP//cyoC//gnd//yphC//ycgV//etk//dhaL//hybA//chbB//essD//xylG//
GO_0009069_6	prmC//fdoG//ymfA//ytfP//tap//etp//atoB//ldcA//dsbA//hisD//ynbB//tolB//glgS//yhjB//puuC//wbbK//dnaX//hybC//ccmD//yfiR//mcbR//grpE//kdgR//oppB//fruK//argP//iraM//asmA//yabI//aroG//pdeH//kdpA//yihQ//ycjW//nemR//mraZ//
GO_0009070_7	rarA//folE//yieF//clpP//suhB//torR//adeP//ldtB//hisP//rpmG//hybA//yqiJ//sbcB//ybhP//bioD2//glpX//xseB//cpdB//ybjC//rluB//
GO_0009071_7	focA//ompT//gatA//trmH//menI//nikR//mnmA//panZ//mraY//recG//rplR//iclR//nudC//rfaE//
GO_0009072_5	ftsY//yafQ//sapF//yeiG//artQ//fadI//yjjW//ynhG//gloB//ybdO//ygcW//aroH//hyaD//cof//alaS//mdtJ//gutM//yagG//ydiV//tatE//mglB//yhjG//yaiW//folX//
GO_0009073_6	pinQ//cueR//caiE//rlmM//kefB//ompT//nikR//ykgA//sanA//fimA//degQ//rihA//ompN//qseC//flgC//pdxH//ynaE//tehA//yebS//prpR//epmB//
GO_0009074_6	nepI//argK//ptsN//
GO_0009078_6	phnN//thiH//serA//artM//trmJ//ydfK//yidC//
GO_0009079_7	cdsA//ybiO//rssA//ydjL//
GO_0009080_7	mglB//skp//xisE//
GO_0009081_5	rluE//pgl//yjiA//rclA//arfA//fadJ//mraY//fepB//xerD//zraS//ybhS//zipA//yheT//sufB//ruvC//yaaJ//dsbC//ychH//rhtB//fdhE//fdhF//tusC//
GO_0009082_6	iap//yfeR//frsA//psuT//yeaG//rfaF//def//tauC//raiA//yafQ//dinQ//hemG//mazF//mmuM//ubiG//fadR//groS//narY//
GO_0009084_7	ibpA//nanE//acs//rfe//ascF//nlpE//hscB//yagJ//fimH//yjhH//yqgB//napD//sufE//rhaB//rpnC//ftp//uxaB//hisQ//hrpA//cysE//ettA//pabA//yeeL//nikA//ascB//
GO_0009085_8	lgoT//uvrD//abgT//yfaE//yqcC//yihI//yfcV//crfC//hemG//wecA//ygjR//tdcE//
GO_0009086_7	pgm//proW//prlF//clcA//cysN//yqjH//opgE//paaF//ypdF//
GO_0009088_8	thyA//hslJ//
GO_0009089_6	zapE//mcbR//focB//garR//dgoK//ydiO//roxA//mak//pepB//
GO_0009090_8	rpsJ//rfaG//arnF//zraS//
GO_0009092_7	ybiA//elyC//ilvH//yahI//yejF//ygdG//
GO_0009093_7	ampG//mscS//dkgB//flhE//napD//
GO_0009094_6	yieE//astC//zntA//mscM//
GO_0009095_7	ybhG//dld//aceA//yibT//
GO_0009097_7	pliG//rffG//narJ//mtlR//arcB//hybB//rplK//
GO_0009098_7	sbcC//asnC//ydeP//glgC//phoU//elaD//sgcX//
GO_0009099_7	argH//glpF//uspE//idnO//trmB//yadM//thiL//carA//btuF//nrdH//
GO_0009100_5	suhB//sbcC//waaJ//yjjB//bamE//
GO_0009101_6	betB//
GO_0009102_6	sgrT//maoP//mutS//hsrA//proV//treC//cdd//accC//cpdB//amyA//lolA//hslV//frvB//
GO_0009103_6	rutE//bglA//ygjH//nirD//msrC//yadK//xylB//insI3//gatA//yhdW//opgH//
GO_0009106_5	malK//treR//
GO_0009107_6	chaC//zinT//
GO_0009108_6	ybeY//cyoA//tmcA//dxr//oppA//yqaE//ykgM//yneL//insA-2//gltX//holD//dppD//hypF//ybjN//insI3//ugpB//tusE//rplF//narG//guaA//nrdR//nikA//nrdD//rplS//hrpA//aroP//etk//clpP//ybbW//yhaJ//sucD//yeaG//otsB//yfdK//yfcQ//aceK//ftsH//ghoS//aaeB//otsA//bcsQ//wecA//mcrA//cydA//thrC//rplJ//ahpC//paaF//ispB//pyrD//cheW//hcaB//ampG//pheM//gmk//entA//umuC//topA//frdD//ada//gmd//ascG//secG//nusG//dxs//yabI//mutH//yfeW//hyfC//prfB//pck//rplM//insI-1//rplC//sdaA//purU//sodC//mraZ//ppx//yibH//mhpD//dnaQ//fabA//alkA//cysK//cpxA//mngA//fpr//rimL//trmI//dacC//lplA//aphA//frwD//nirC//gltL//atoB//mcbA//ugd//yceD//ulaF//aer//ccmE//dtpD//narY//rfbD//eutK//paaB//waaU//malI//
GO_0009109_6	yjgX//dcyD//mtgA//ptrA//yafQ//
GO_0009110_5	ymjB//tolC//cspD//gloB//rnlA//cysK//cheZ//putP//ilvD//aphA//topA//cspC//nrdF//ybbW//fumB//queA//rpmH//rluB//pepA//minD//ynfK//rbfA//frc//tomB//mdtF//gadW//btuR//gudD//carA//ribB//rnc//mazG//moaC//yfgO//alsC//pdxY//uvrD//dacA//rpsL//cspB//baeR//yjaA//folM//gpr//narQ//trxA//dgcM//sgbU//waaB//mdtC//murI//sanA//btuR//mutY//frlB//cadC//tynA//
GO_0009111_5	yfaV//tyrS//metB//rnpA//
GO_0009112_5	dcuS//gltP//amiC//osmC//nsrR//nanC//perR//thiH//citT//ygeR//degQ//ybbN//mppA//galK//cstA//chaC//ruvB//syd//yihW//tauC//fucA//maa//garD//tomB//sucA//yiaA//lpxB//yadM//feoC//yciK//wcaC//focA//ada//atoB//frvA//recA//
GO_0009113_5	yehD//hlyE//yqiJ//gph//acrB//
GO_0009114_8	frwB//
GO_0009116_5	umpG//mhpB//arsC//cyoB//tsaB//nusA//fabA//yghU//ulaE//fimG//corA//araC//paaJ//yqiH//ybhI//alsE//ynhG//fdoG//cmoM//bluR//murJ//hda//rimL//mtlR//potB//bioF//pyrG//trxC//pgi//dsdA//yghW//rbsR//hypB//envR//setB//moaB//wzyE//prlF//melB//yiaJ//
GO_0009117_6	yneJ//sodB//zinT//dgt//pth//queE//hycI//pheT//ftsW//chbR//iraM//yebZ//prkB//lamB//rfaC//yigB//yiaF//ybiV//proB//cmoA//hisI//fimZ//pyrH//ycfJ//obgE//nuoN//potH//yjjX//napF//hyi//yedX//ykgO//accA//uxaA//rffC//csgD//hcaT//bamB//bioA//degS//surE//manX//dppF//casB//amyA//pdxK//entS//atpD//rnb//sgcR//folE//ddlB//mepM//cpdB//afuC//yfgO//dgkA//dpiA//secD//rsmD//ynjD//casD//lysR//uspC//entS//yddA//rimK//fimZ//ubiX//yneJ//phoP//znuC//fepB//nadK//hypA//ydfH//cbtA//ada//ribC//yfdK//fumC//ydcM//ygeR//rpmA//sucC//efp//rsmJ//recN//hxpB//nanR//uvrB//mdtN//prfA//selU//yidQ//cecR//mngB//ybcL//mrcA//pitA//ribF//manA//xylF//baeS//
GO_0009119_6	metC//thiG//zapC//hyi//ackA//cho//hycH//ftnA//rpsL//pgaB//ddpX//fdnG//yefM//yibH//gabD//rtcR//uvrA//ebgA//cptB//deoB//araE//gyrB//waaO//dgt//dcuD//rhoL//yfjV//proQ//rlmM//mipA//cheR//yggE//ansA//fixA//rnr//
GO_0009120_6	sucD//entS//sspB//cysU//
GO_0009123_6	yohD//citC//plsB//ssb//xylF//glrR//ybhF//btuB//rplP//asnB//gapA//mraY//yfcA//ccmH//hemA//rstB//ppk//tyrB//alr//yhhT//murP//nudB//yjhI//rplN//ubiA//ytfP//mtfA//sspB//glcB//yahN//btuR//aroL//hcaB//ytfP//tap//fes//gcd//endA//lgoR//rfaQ//bioD2//yiaM//accB//yjhP//feoB//plaP//
GO_0009124_7	setC//exbB//rpsO//gnsB//ydaV//nusA//bluF//rne//yqjA//flgH//rnhB//dppC//fliM//rfbC//gltS//bioF//aldB//intS//napA//gudD//galS//aspC//yhhT//lptB//yggW//cbl//ygbN//betI//nuoG//narY//hscC//rlpA//ydhC//hflD//csdA//dgcJ//rbsA//
GO_0009125_7	waaL//cheB//uxuB//yfhH//rluD//
GO_0009126_7	narJ//potI//roxA//mhpA//rbsK//nrdR//ihfB//glcA//cmtB//osmE//iscU//yfcQ//fimF//rffT//narW//rclR//envY//nrfA//mutT//casA//oppF//yafS//glsA//pbpG//gstB//ghoT//serS//tag//vsr//waaU//bdm//maeA//blc//hda//
GO_0009127_8	ygeR//rpsE//proX//purR//asnB//rlmL//pliG//nagZ//greA//tesB//alr//clsC//oppB//menD//fucP//ribA//xseB//rhtA//hokE//pdxY//der//serC//orn//clpA//leuS//djlC//rpnA//abgA//uraA//aroF//
GO_0009129_7	mdtB//ypdA//pepA//yafE//pal//cysC//ulaA//yjbB//zupT//basR//
GO_0009130_8	ileS//pflA//envY//menI//rnr//
GO_0009131_8	ybcJ//xanP//ygeA//chbF//ade//
GO_0009132_6	purL//msrQ//kdpC//pyrE//elfD//rdgB//yeeL//cbeA//glmU//torZ//ubiE//caiT//yieK//paaX//elfC//insI1//nuoM//minE//eutN//cheW//alsB//trpL//ygiV//pheT//rpnA//
GO_0009133_7	yajL//xerC//waaO//
GO_0009135_7	folD//ftsA//aspS//yieF//caiT//lapA//entC//rpmH//pyrL//polA//abgR//ldrD//ldtD//dtpB//fetB//yagU//mmuP//murD//nusA//ydiZ//dinG//ubiF//mdtE//
GO_0009136_8	hcp//
GO_0009138_7	dgcM//trkG//
GO_0009139_8	yggW//yabI//
GO_0009141_6	aldB//bisC//zntR//rluB//yaaJ//waaJ//tesB//hcaF//rnb//yjiA//rplW//rplB//ybbN//msrA//csiR//ycbX//kdgR//nuoF//pyrE//dfp//yraH//yabI//ilvD//macA//gltL//trxA//ytfE//gshA//yhjA//xerD//ppsA//bisC//dgoR//agaB//mmuP//secG//csgE//manX//
GO_0009142_7	insB-2//phnG//appB//ymfA//ybcJ//fabB//kup//fimE//degP//pdeK//mgtA//miaB//holB//tig//pppA//asmA//evgS//yfdK//pdeL//yciG//recR//nirD//arnA//dnaG//casE//norR//waaP//cydB//
GO_0009143_7	deaD//iraM//ydjK//ykfI//
GO_0009144_7	exuR//ispU//ydiP//ftnB//rhaD//rspB//kefF//kbaZ//yhjC//trmI//yfaX//mocA//sfmC//dedD//ascB//npr//araF//kdsA//lasT//murJ//wza//xthA//mukB//ydeI//emrK//asnC//apaH//deaD//potG//rplF//serB//
GO_0009145_8	cpsG//elaA//hokE//iraP//ydeI//ygjR//rayT//folA//murG//trmH//oppA//fdhF//ptsI//rimK//basR//yjeI//rcsF//yeaD//cysK//pitB//pstC//hyfC//satP//
GO_0009146_8	ydhQ//acrB//
GO_0009147_7	cof//dapF//ftnB//kgtP//
GO_0009148_8	agaB//rraB//
GO_0009149_8	menC//nrfC//
GO_0009150_7	rffG//hflC//tdcB//hyaB//rsmE//cysW//map//npr//ppsA//dsdX//mscM//cdsA//glnP//appY//ascB//yhbX//prmA//bdcR//ghoS//rhmR//eutK//ilvD//ptrA//gcvT//ybaT//frmR//nikC//cheY//yieH//paoC//plsX//bcr//alpA//ldtE//arnE//panF//nirB//ompG//priB//nrfE//fepC//yhcF//setB//sdaC//casB//mdtJ//atpE//acs//
GO_0009151_7	xerC//fixC//
GO_0009152_8	yeeA//fadD//ytfQ//phoE//csgE//elbB//rfbX//fabR//glsA1//malZ//rlmA//atpE//rlmN//purN//flhC//bcsQ//deoD//acnB//gudP//ycjP//hslV//yedF//trmA//ssuD//lpcA//citG//yeiL//spoT//envR//kdsA//elfG//radD//araF//ynfE//ybjI//dinI//hxpA//
GO_0009155_7	rsmG//chaC//
GO_0009156_8	ybaL//cpsG//sdaC//yfeR//ispH//hda//alsE//cdh//yiiD//upp//truB//hxpB//xapB//paaH//fhuD//ldrA//frmB//galR//rhaA//epmA//ygfA//ebgA//cysQ//ygaZ//pdxB//fur//yhdJ//entB//ycjW//panD//fixA//scpC//phoP//
GO_0009157_8	ygfX//ybeQ//eno//rihA//
GO_0009158_8	mdlA//panC//lsrR//ibpB//fliG//
GO_0009161_7	mntS//phnG//yjhG//nagB//groS//shoB//argH//yhdH//cusR//zur//fliM//glnP//umuC//cysN//rhaS//glcC//paaD//fadR//fimB//flgF//poxB//hchA//ynaE//mepH//rpsN//glcE//ilvM//ispA//thrB//nagD//eutN//infC//srlE//moeA//ybdO//idnT//pnp//elfD//pdxA//idi//rhlB//torZ//
GO_0009162_7	queG//rsmG//bamB//skp//
GO_0009163_6	hycI//tdh//yfcF//truB//ribC//hipB//gapC//wcaC//thiG//mhpB//lpxK//chaA//arfB//ptrA//rpsP//uidA//rof//ydcO//glmU//
GO_0009164_6	leuS//secM//priA//sbcB//xanQ//rcdA//hdeD//metQ//edd//lysO//ompA//atpE//ccmF//
GO_0009165_7	kup//ulaD//lpoA//rcsD//mdoD//yfdR//yfgO//yehC//bamB//folM//melA//lon//waaP//epmC//ycaN//clsC//rpsS//mlaC//yghG//fur//ppsR//alsK//ppc//ihfB//ycgV//paoC//ibsD//rhaD//yraJ//minC//ebgR//sufB//ydiF//adeQ//ascG//adeQ//ssb//moeA//hemF//galT//rfbC//ykgM//psd//dtpD//ybhG//carB//acnA//srlA//purF//parE//ogrK//ydbD//dcuB//pheS//pabA//yeeL//mutY//ribE//patD//mdtM//yebG//ppx//guaA//rfaC//puuD//sspB//elfD//alsC//tdh//yhdZ//umpH//
GO_0009166_7	yahK//kdsB//pykF//ratA//yciG//glnQ//gspI//acpP//mcbA//fumC//ugd//yihU//glyA//hycI//ygaH//bamC//gudP//ftsN//lnt//yidK//rffG//uspB//appC//insB-2//dgcF//tmk//exuR//dinI//ydhJ//rhaB//nikC//
GO_0009167_8	hflK//aroD//lacZ//oppD//ydcI//ycjU//ibsE//yjjX//purD//clpA//livM//sucD//yhdZ//nrfG//rmuC//intQ//crfC//nuoI//tmcA//ais//mdlA//cspC//pepD//qorA//lipA//ftsX//mukB//fadM//mdfA//yeaD//sufB//dadA//radD//yihX//
GO_0009168_9	rpiR//clsA//hypE//pfkB//deoD//sodA//pabC//guaB//patD//mutS//dcyD//ggt//nuoB//dnaX//ffh//cyoA//galU//roxA//dhaK//brnQ//ahr//leuS//nhaB//yqeA//folC//nrdR//hslJ//ydiV//argC//preA//
GO_0009173_8	nuoG//cobU//holC//smpB//yegS//ynaE//uspC//
GO_0009174_9	hyi//secA//
GO_0009175_9	cmoB//yfgJ//rhaS//feoB//ssuD//
GO_0009176_8	amiA//shiA//pdeD//
GO_0009177_9	yraI//gltX//ybiJ//
GO_0009179_8	rluB//pepD//yghU//rfbD//ftnA//yphF//treC//ssuA//rclB//cra//cpoB//yadN//rluB//yiaN//arsB//ubiJ//leuC//xylF//ycaN//paaX//ycdX//glcD//metC//
GO_0009180_9	rlmN//
GO_0009185_7	livM//sapF//caiD//rlmB//rffG//flhA//mlaD//yjjQ//waaF//yfbU//ynfK//idi//rng//pdxA//yfdR//fecD//pgk//mhpC//ibpB//ydiB//sbp//yfbS//arsC//yddL//
GO_0009186_7	fdnH//
GO_0009187_7	cycA//yaaY//
GO_0009188_8	lolA//proQ//
GO_0009189_8	tatB//
GO_0009190_8	abgA//hofO//
GO_0009193_8	narQ//
GO_0009194_9	lpoA//
GO_0009196_8	cbtA//
GO_0009197_9	pykF//
GO_0009199_7	yadC//lolB//gltX//yahK//rng//rhtC//secA//ygfI//afuB//insE-1//epd//fadM//napC//lpxL//cmk//frlA//uxuB//gcvH//elfD//focA//ygcR//kefF//ydiK//citT//thrB//cynS//fhuD//nirB//nhaA//moeB//ogrK//
GO_0009200_7	glsA1//soxR//rplM//artP//
GO_0009201_8	ybcL//otsB//fabH//rplY//yidK//xerD//ribC//yihX//ftsK//yehD//rplT//phnP//cusF//gabT//yejE//fmt//nrdA//cyaY//arnD//glpD//purT//bioB//pdxK//lpxP//
GO_0009202_8	ubiD//
GO_0009203_8	rpiR//
GO_0009204_8	gutQ//abpB//lysP//
