#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydeE//mreB//psuG//ygbI//
GO_0015771_9	ulaC//argP//udk//dnaN//
GO_0015772_7	acrB//rhmR//ynfK//dnaN//ddlB//rimP//rfaD//thrB//phnP//kdsB//gudX//rpsH//argI//holC//gpmA//mdtF//gnd//
GO_0015774_7	lacI//cysI//rfaD//argF//bamE//manX//
GO_0015778_7	flhD//
GO_0015791_7	yfaE//tauD//era//pheA//amiB//rzoD//ftsL//yehZ//
GO_0015793_7	glgX//smpB//
GO_0015794_7	narK//cvrA//mcrA//paoC//paaC//
GO_0015795_7	ycjR//
GO_0015796_7	dhaM//rarA//yegT//dnaK//
GO_0015797_7	ydcS//yieH//
GO_0015800_7	grxD//tamA//fruB//hcaD//
GO_0015801_7	grpE//mtlD//dppA//rpiA//oxc//aroH//wecA//leuE//
GO_0015802_7	yhdW//hslV//lepB//mqsA//qseB//glcD//nrdE//
GO_0015803_7	nrdF//potD//ubiD//uhpC//moeB//lldR//ispF//gpmM//yrbG//glyS//yciE//
GO_0015804_7	modA//ibaG//rplR//sucC//modC//bssR//yqgF//trpS//bamB//norW//ydcS//yqaA//serB//fcl//mtlR//cobT//ykgF//narV//malI//lptG//yidP//ilvA//asmA//recN//galS//bcsQ//bamA//mdtF//ulaC//sugE//exuR//afuB//lon//
GO_0015806_6	mntP//
GO_0015807_7	yehC//cynS//ynfH//proB//mgsA//rmf//higA//yjiY//paaF//ybjG//sfmF//glnB//yfbR//argG//hypT//tolB//metB//yjbE//prc//dgkA//leuD//tynA//atpF//glgS//clpP//wecA//rfaF//tsaC//kduI//nfo//ybiW//rhaD//fepA//insI1//ycjD//prpB//folA//ydcT//
GO_0015808_8	ttdB//galF//
GO_0015809_7	rffC//recD//zapE//ybaO//insE-1//holD//
GO_0015810_8	eutB//tpiA//
GO_0015811_7	xylA//ycbB//rhlB//tatD//lsrR//
GO_0015813_6	eutK//rpsM//rplY//
GO_0015814_7	lptC//
GO_0015816_6	ompF//
GO_0015817_7	ilvM//
GO_0015818_7	acrE//aaeR//aes//ygaH//glgP//sgcR//rbfA//
GO_0015820_7	tusC//macB//pncB//edd//cspA//rsgA//rph//cedA//malQ//
GO_0015821_7	yjjX//fliZ//mgrB//crr//iscS//
GO_0015822_7	treA//yjcE//
GO_0015823_7	tcdA//yjiM//lysP//glgS//lexA//tsaE//hicB//
GO_0015824_7	soxS//topA//
GO_0015825_8	rplD//
GO_0015826_7	nrdR//entE//ybcF//
GO_0015827_7	aroH//rimI//wzyE//
GO_0015828_7	frvA//rbsK//
GO_0015829_7	pitB//ydeM//nagZ//yjjU//rlmN//chbR//efp//setC//menE//
GO_0015830_7	cbpM//pepB//alaS//
GO_0015833_6	ybcJ//apaH//mdtN//flgE//glvB//actP//ybiY//ydcM//fimC//yqhD//yfcA//livH//narY//nikC//yqjH//lgoT//vsr//yidD//lptB//ydiZ//rfaF//ompC//paaC//fkpB//nirC//lgoD//greA//waaC//pykA//cydB//fixC//yjeH//cstA//rplT//lspA//hns//idi//rfaD//fepB//matP//birA//uxaC//ydfG//wcaJ//yhjB//glnK//hipA//umuC//yjhC//pspD//pdeL//ttdT//rffH//ygjH//ychF//bamB//iraM//cra//lacZ//rsmB//citG//glmU//rnpA//pyrG//cydC//agaI//argT//ybiO//uhpC//tqsA//arsR//alaC//sxy//glnL//mltG//ybcL//yhhY//cheA//
GO_0015834_7	dhaR//bamB//pgaC//nhaA//atpE//
GO_0015835_6	sfmH//yibT//fadL//sohB//
GO_0015836_7	ccmF//xapR//nrdR//
GO_0015838_8	hchA//prs//aspA//yhdH//surE//aldA//nanT//yfgI//srlB//yfcR//tdcG//yidC//exbD//
GO_0015839_7	glnL//
GO_0015846_6	recF//azoR//rpsR//mtlD//yhbQ//citE//mdtM//sspB//msrP//lacY//araC//bfr//bamC//bdcR//yehT//mmuP//ybaO//
GO_0015847_7	ccmA//hcaT//yidQ//nuoE//aspA//ndh//nirD//ung//paaE//flgI//tas//malQ//frlB//ybiV//hofM//
GO_0015848_7	rutG//murQ//eamB//glnS//fimD//priA//
GO_0015849_6	bglH//mutS//hofC//rcdA//lpoB//gcd//potA//frdC//fiu//sufE//cysP//yjjW//rihC//ilvN//gcvP//rdgB//ampD//fabD//ubiA//purT//metH//tldD//alkA//glmM//yejA//rbsA//rbsR//adhP//ligB//gcvR//dxs//trmJ//sufA//glnD//hchA//fepA//trpS//mlaF//cobB//pyrD//fbaA//preA//casE//hcaB//trpB//sodC//plaP//fhuC//nuoM//yhcF//flgC//yebK//menE//ttdR//ydcO//guaC//nepI//acrR//mgtA//garP//pgpC//zupT//waaU//cheZ//zapC//galE//adhE//secG//ompC//adeP//ykfI//ghoS//thrL//fryA//asnA//hlyE//ydaC//bioC//yajR//dtpC//argF//dppF//norV//yqcC//uidR//hslO//asnS//phoP//trxC//ppsR//sodA//rnhB//recN//paaH//yrfG//ampD//ynhF//yagF//hypE//rsmH//yphC//ccmD//paaJ//fetA//xthA//ghoS//bglH//gor//xapA//erfK//rpsL//btuD//yjjG//curA//umuC//
GO_0015850_6	nagK//alkA//gpmA//aceF//entH//rnhA//waaF//yfcS//iscX//yihT//holD//mhpT//ompF//ydcT//cadC//ilvD//avtA//mltG//nusG//yehT//galS//osmE//fecB//
GO_0015851_6	fepA//ygjR//tktA//dicC//ygiW//exbD//ldcC//cydC//melR//rplX//ftsE//lpoA//
GO_0015853_8	flhC//betA//
GO_0015854_8	kdsA//fabG//
GO_0015855_7	bcr//potG//bglH//
GO_0015856_8	yddL//
GO_0015857_6	focB//mliC//
GO_0015858_7	dosP//bamE//rfaF//tsgA//cysK//yciT//thiI//rlmL//fryA//
GO_0015860_7	atpF//trmA//
GO_0015861_9	sdhC//mioC//
GO_0015862_9	ygfX//csgF//
GO_0015863_8	nikC//
GO_0015864_8	hpt//cysG//
GO_0015871_6	yraR//tsr//rpsM//chbC//wecC//
GO_0015878_6	rmuC//
GO_0015879_9	ligB//
GO_0015882_7	csrA//bluR//secB//
GO_0015886_6	ybiX//cadC//dosP//idnK//potA//bioB//lnt//zwf//rnhA//
GO_0015887_7	xylA//
GO_0015888_6	galP//
GO_0015889_6	arnA//ybiJ//tamB//tufA//rcsB//rplC//asd//
GO_0015891_6	tauA//nrdD//nrfC//ygiV//ygcO//plsC//ymgC//elfG//cedA//fixA//upp//gloB//cpxR//prlC//dsbB//
GO_0015893_5	rplO//dxr//ybiW//rseP//fepA//nemR//xerD//ydcS//ygaZ//ssuA//yifB//rsmE//leuA//curA//moaC//rpsE//rhsD//mrdB//appB//rutE//panC//mepA//flgE//dtpA//folP//nepI//hybD//yjbF//yigB//rssB//appC//xisR//glrR//folC//fliK//tdcA//rhtC//purC//nrdE//uhpA//pck//accB//fadK//ftp//hisD//add//dcuA//insI3//ycfL//kdpA//speD//lpxT//yfdK//rnlA//gloA//oxc//carA//treF//hypA//dsbB//glpD//nuoF//yphB//cyoE//mukB//bdcR//lgoR//acrB//hofQ//dnaG//yjgX//cmtB//yjjX//hslJ//yoeE//yaaY//hipA//smpB//murD//cyaA//hypF//gdhA//lsrC//yihP//ftsN//priB//sthA//fucP//yeeJ//yggT//pyrE//cusF//ybcJ//menH//yhiM//dgoT//tdcD//
GO_0015906_6	yoaA//queF//pdxH//metK//allR//
GO_0015908_7	sspB//yfjR//
GO_0015909_8	mdtQ//
GO_0015912_8	psuT//
GO_0015914_7	nupG//fis//tauA//pncB//phnK//mglA//epd//
GO_0015920_7	rlpA//opgH//thiL//ydcS//ubiF//ftsP//rsmD//wecB//uvrA//
GO_0015931_6	cmoB//cmtA//murG//araA//pagP//rcsB//tsaE//cbl//hycI//yajQ//argE//arnT//
GO_0015936_6	aroG//fliL//gfcE//glpA//
GO_0015937_7	rpoS//mobA//zapD//pspA//
GO_0015939_5	ccmA//fetA//rseP//hisM//tonB//
GO_0015940_6	secY//wecE//rplM//uxuR//rseC//
GO_0015942_6	phr//mobA//tolR//yijO//pbpG//trpA//plaP//phoA//yhdZ//
GO_0015944_4	ulaC//copA//yifB//rnd//yejE//yqjH//fliL//
GO_0015949_5	nrfF//yhcF//frvB//rimK//dctR//ydfD//lptB//lptB//ybhP//cysB//ugd//yggD//glmS//rcsC//menH//csgD//pppA//ilvL//moeB//argA//rclB//yqcG//rutA//envR//
GO_0015950_6	cysW//ubiJ//bacA//
GO_0015951_7	yahO//ftsX//
GO_0015968_6	arnB//
GO_0015969_8	hisQ//ybjX//
GO_0015980_4	rpsJ//ratA//lysA//intZ//alsA//mutY//folD//nagB//rfaF//ycgR//grpE//torY//exbB//lolD//sbcB//dnaN//rsmA//aceF//prmA//pepN//crcB//rplA//rimI//mhpT//yodD//glnS//nadD//flgH//flgE//glpB//livK//yhbS//lsrK//nanS//yhjV//ftsA//kch//tmk//afuC//tsr//hypF//sspB//dtpD//bglF//yghO//fabI//tolB//glvB//yahK//clsC//glsA2//purF//holB//rpsE//sulA//torD//mrcB//yibT//tag//nikA//tolR//slt//nikR//ilvN//gcd//gmk//ynfH//proW//elaA//mtgA//yfdO//bipA//umuD//frwB//murC//mngA//mcbR//yfgO//ygbL//tsaE//uxuB//hslJ//allD//yggX//torC//hlyE//
GO_0015985_9	tonB//nrfA//fadI//araE//
GO_0015986_7	ynjD//ybfA//nuoN//yciF//
GO_0015988_9	ydjM//queF//dcyD//folD//phoP//mscM//fliA//nadB//
GO_0015990_10	ileS//rfbC//yjjB//ybjI//fliZ//abpA//yehT//ykgA//
GO_0016024_7	yibA//
GO_0016032_5	sthA//phnG//napD//malI//yjcE//tdcG//ybhF//flgD//yedL//lpxK//plaP//iscU//csdA//mug//ybhI//waaY//ygbM//leuA//
GO_0016036_6	ompA//trxC//alsK//yciF//rraB//rzpD//
GO_0016042_5	mltB//rcnA//fadK//yahO//uspF//dppD//wcaJ//lgoR//ssuE//yjjV//nrdE//hflK//mdtB//bdcR//ybiJ//caiD//yhjD//rffT//nirD//abpB//cytR//clcA//yqcC//ettA//
GO_0016043_3	comR//tamA//cpoB//cysK//yibA//agaI//rbsD//yeeL//dacA//mdtM//ribF//hprR//patD//oppD//fruB//argK//yehZ//yneE//glxR//aroA//nupG//yhaO//rnpA//yjhH//crcB//roxA//yiiD//rph//ldtE//insK//csrA//dacD//ttdA//dgoR//hemG//recQ//fklB//ybaO//dgcJ//yfbU//ptsI//hpt//citT//cynT//sfsB//yoaA//syd//menB//osmE//dnaT//gdhA//rnd//ydcT//yohC//tolA//murC//rlmL//garR//tag//nei//hprS//glnH//iscR//treR//cho//lpxB//acpS//ppsR//udk//tolB//rplY//mlaF//frvB//dgkA//pheT//ccmE//alaS//nsrR//mntP//rimI//ilvM//lpxH//mrdB//pgm//tdcC//mlc//ibsB//rpmA//glyS//xisR//mdtJ//torR//lpxC//rnlA//rhaA//mhpD//ydiK//fadH//kdsA//csrD//fecD//torZ//ydjE//sfmA//waaZ//dkgB//paoC//pyrD//guaC//yfeR//lpxT//gadC//allB//slyD//pfkA//mqsA//csgB//sucA//dcuR//asmA//acrD//codA//rcsD//yjbE//appA//ygiW//potC//murI//csdE//rsfS//thiD//dnaX//yjjU//mrcA//oppC//priA//entD//folE//sapB//sufC//glgS//truC//araD//lgoT//napC//mepM//yggW//ydiF//yjbE//yiaJ//gor//lpcA//rfaC//actP//yhfS//higA//mltB//yicJ//xerD//moaA//soxR//atpE//yadM//mltD//ilvE//acnA//sdiA//yadN//ykgO//adiC//xapB//kilR//prpD//yghU//abgB//murJ//waaF//hpf//asmA//fimH//relB//psuG//cysG//yahK//recD//dppC//cspC//eco//pgaC//higA//pldB//cyoE//mcrB//yghW//ygeV//lhr//ppk//rplB//ghxP//metI//metN//flhC//narX//yhaJ//truA//hsrA//ynfK//glnL//fliK//yidR//
GO_0016051_5	ugpA//pppA//yajD//ftnA//envC//hflK//yiiE//yfbR//rluB//fimF//yfcQ//ygbI//sfsA//yidK//iraM//cvpA//rpnD//moaC//yobA//umpH//narK//lon//ampE//rbsA//yadG//tyrS//sucB//pgpB//wzc//syd//oppF//napD//lapB//pal//pheA//rho//pagP//galP//ychF//cof//paaB//tsgA//nadK//zapE//ispB//pphB//allC//pspF//cmk//yehC//feoB//argP//ffh//cvpA//folM//rfaG//ytfQ//fkpB//sfmA//gcvP//rpsH//yciA//yfjR//mhpD//yoeB//rsmD//atoS//emrE//acrZ//yijO//dnaG//pepN//ftsQ//rlmD//greA//yidK//ydiP//rpoD//ebgR//cvpA//thiQ//yadI//ppiD//cdsA//sufE//yaaA//mazG//ybiI//ydeO//ddpX//rppH//yggP//hpf//yejB//agaS//serS//xisR//trmB//rpsS//rarD//yafQ//eutR//pstB//
GO_0016052_5	priA//glcA//pabC//otsB//spoT//relE//zraR//potF//nuoF//ulaG//soxR//iscU//pyrE//baeS//rimJ//yciA//paaK//rplO//chaC//rhaA//gmhB//thrS//rpsS//ibsA//ldtE//gluQ//aroK//dusB//ybfE//carA//allS//tehB//yghB//fes//yiaN//gloA//recA//yjaA//fdoI//yihT//ydeT//mdtN//mutM//ruvB//mnaT//fliS//bcsA//cbeA//phnI//argG//insI-1//yfiC//crp//bluR//fepG//bcr//yiiM//yneL//nadD//sxy//pheP//holC//hscB//rsmF//nemR//minD//kefB//lpxB//bcr//xylF//coaD//yphB//ibaG//hflD//asr//frvB//uvrD//pntB//nth//tpiA//ibpB//glsA//fliS//hofQ//nac//lpxD//ykgO//tufA//fdhF//rhaD//sfmA//pykA//trmO//rutA//ynfK//pspC//nuoF//rpsO//ydfD//mobA//osmY//cueO//tnaB//rpmB//tcyN//ibsE//yneJ//priB//mdtK//fkpA//ybdZ//kdpC//lolB//melA//relA//
GO_0016053_5	ycfJ//dsbG//sdhB//tyrR//ptsH//yhdZ//yehY//pheA//napD//ampE//purD//yihQ//dnaT//dnaK//recD//entF//emrY//ftsX//galT//sdhB//narH//cycA//comR//setC//ydiP//rdgC//secY//yoaB//gspE//kdpD//secY//fdoI//bglX//epmA//ratA//uvrY//srkA//borD//dapB//ccmE//paaA//rfaH//ortT//ybiW//mgrB//araG//ugpB//ybaQ//rnlA//rpsG//murE//hemC//phnG//sugE//ulaE//pdxK//mutL//nanC//nanA//mltC//ydjE//argD//frvR//mgtL//dcp//yidC//yadV//yaiV//ompW//dctR//pstS//yehB//mocA//bacA//ygbM//yjbB//ugd//cusC//garK//murQ//casB//acpH//ypdA//accA//sstT//frmB//yiaO//ybhP//fliM//rpsR//moaE//glsA1//ubiA//lplT//dppC//guaB//cheY//hinT//rpmJ//ulaA//yjeI//ridA//sixA//ubiD//ibpA//ulaB//bglF//dcd//ascF//fis//clpX//umuD//zupT//zapD//dapA//insI-1//bipA//speB//yfcV//rzpR//yeaG//flhD//lpoB//murA//cmoM//yggD//rcnR//hybO//srkA//rluF//dbpA//iclR//fcl//cysI//frmB//prpD//thiE//kdpF//ydeI//csdA//mdtA//ubiB//rnr//trpD//proQ//yfdK//rihB//ttdT//yfjR//ycjY//pyrE//deoD//ynhF//acnB//hisS//puuR//hisC//mdtI//ybiT//rutC//lrhA//yebQ//acpH//ftsA//fruB//rfaQ//recE//rlmD//rseC//ptsH//fdhE//fliD//yjbF//uxuR//htpG//hflK//arsB//ispH//gudD//ftsZ//fixA//yidL//fdrA//cas3//xisR//asnS//ygiW//recR//ushA//
GO_0016054_5	mdtE//matP//rarD//leuD//sdhD//gpsA//cysG//glpF//dtpD//yccS//ypdI//hcaD//ssuE//yrbG//mraZ//rplE//wzzE//yebG//nadD//argP//ykfI//creC//ribD//glgS//pyrL//entE//ghoT//hiuH//gpmA//ybaE//ahpC//pdxY//mglB//greB//oppA//yhcF//yeaK//lpxK//pitB//rssB//ybjC//ubiJ//rplJ//emrK//waaG//ldrB//prfA//tpx//csrA//cobU//pta//argT//yiaF//yahN//ppiD//hipA//murE//rffC//sfmH//cmoM//soxR//dcuS//kgtP//mepS//nrdA//garR//yeeL//epd//rplK//sdhE//fimC//potF//nuoG//thrL//zapE//glnA//yjbB//fdrA//yphC//gpmA//yqjH//sucD//rhsD//lrhA//phnH//glpG//argG//patA//flgK//yhcH//cusA//puuR//mreC//rfaE//hscA//yegT//topAI//tyrB//rnlB//sutR//sdhB//sapB//chbB//brnQ//ytfR//macA//yjcS//cydA//prlF//pheM//hmp//recJ//ubiA//cueO//pppA//yibA//btuF//hprS//cytR//ycjW//truB//thiG//torD//mepA//phnI//bioA//rfaB//rffT//ygbL//ytfQ//ydbD//sapF//cptB//lpxL//epmC//ribE//fucK//xylA//ccmE//ftp//malP//chaC//dinD//yehZ//adiA//lacI//hsdM//ypdC//caiF//pdxB//setA//rpe//hpt//yecS//efeO//
GO_0016070_6	fruK//mcrA//hflD//idi//metC//hemL//gcvP//iraP//lolC//yjaA//gutQ//lacY//moeA//eutR//priA//yraI//lrp//rplN//higA//rpsQ//kdpA//purD//uxaB//tyrB//argH//hypD//fadA//yfbU//glcF//dcm//ubiA//lolD//gabP//dsdC//fnr//stpA//yqjI//mazG//tatE//thiL//yfbV//udp//ybhS//atpD//mhpD//kefB//selA//pdxA//puuA//fixA//acpH//clpP//era//yaaJ//tusE//ilvC//xerC//pheS//ydeE//cas1//dgcM//yfeW//yhbQ//pta//rbsR//ydeM//tmk//artJ//ybjI//nadK//pabC//yiiD//gyrA//pabC//rplN//thyA//ccmH//aceA//napF//hofM//menC//secD//kdsB//hypE//gabP//argB//rlmH//yfiF//yeiL//rplJ//ygjR//lexA//fdnH//mepA//lpxL//panZ//leuS//polA//lptE//nuoG//flhE//casB//yneL//cydD//frwD//dppF//ynfL//osmF//chbC//nadB//dcp//nhaB//sgcB//skp//lptG//ybaO//nagE//srlE//tesB//emrE//hupB//ygaZ//ybfA//serS//ydiQ//clpB//nadK//tisB//rnb//yccA//glpF//codB//yiaT//panZ//mtlD//araG//yneL//yihU//selU//fhuC//metI//ahr//mglC//dhaR//yraR//dnaT//mngA//yggE//yfhH//yqcG//glnL//rnd//flgI//ftsA//nagA//glsB//metK//cas1//avtA//pgk//dsdC//insB-4//potB//fumC//solA//yfcP//sthA//aspA//lpxK//phoR//phr//lapB//ybhS//proC//yhfS//dgcE//yciV//htpG//nuoB//gatC//acpT//yiaO//pspA//gnd//surE//cynS//pdxB//nirC//csrA//rsmI//fliD//hybC//cheY//paaG//narG//yphF//ghxP//ydiR//yibH//secM//yidA//aslB//nagK//ompF//arfB//rimP//nanT//phoE//poxB//tehB//nrdH//nadA//ispF//btuC//elfG//tar//hprR//glpD//tusB//rapZ//gldA//argP//phnK//yrfG//hemF//yfbV//yhjA//uhpB//ibsD//leuS//yafC//katG//ftsL//yfhH//trpL//acrA//cpxP//argE//yhgH//ynfE//yddA//ccmE//yidC//ykgA//yagJ//waaG//ugpA//yidQ//polA//nikB//proQ//hisB//ymgC//curA//srlR//uvrB//nth//lptF//nadA//rnlB//ydgA//wzc//fdhF//ribB//adhP//ygaH//cho//dgcM//yiaU//cysU//lptD//envC//yedF//ydeT//pntA//marA//opgE//clpP//relB//pflB//fmt//gnsB//yhbO//alkA//tatD//rluB//cysS//yjjB//torA//rssB//chaA//ybeQ//yfcA//ycfH//
GO_0016071_7	hisI//hslO//gspI//dnaB//trxA//ydjL//hisI//rpe//ydcS//frmR//ibaG//cysI//ilvB//rfaH//yaaA//
GO_0016072_8	xapA//acpS//pflB//rpnD//acrR//rlmI//hypF//yobF//rplC//actP//arnB//dsbG//pntA//ybhA//hemL//mglB//melR//mrcA//pdxA//yjiR//pdxY//phr//lapB//yqiH//hypE//ibsB//bglB//secE//ispH//cas3//yjhH//cspI//pnuC//bioD1//aldB//moeB//hscA//mdtJ//dgcE//sgcC//yoaB//yjbF//allR//gsiA//
GO_0016075_8	umuC//tyrS//
GO_0016078_8	rtcR//
GO_0016093_5	bioD2//ribA//
GO_0016094_6	rplY//tcyP//
GO_0016114_6	cbpM//
GO_0016137_6	fadK//
GO_0016139_7	insA-1//
GO_0016226_5	cobS//hisB//ygiB//yijO//pdeL//fepE//intQ//cysN//hinT//rnhB//mpaA//rsfS//yahB//ybjC//yceK//thiL//potH//thrL//
GO_0016259_7	ompA//rfbX//kdsB//norV//
GO_0016260_8	eamB//tdcC//nuoB//
GO_0016310_6	iscR//argC//adk//ypdF//nrdG//rzoD//hipB//cspA//rdgC//yidA//aspA//leuA//ynjA//ldrD//yfaV//yqiG//ahpC//mntP//ycgV//sapC//fkpA//rplS//minC//rutG//iap//trmJ//glxK//waaB//gpmA//truC//frlB//ralR//dtd//yiaF//ybfA//mdtD//yobF//dgoT//dacA//uvrD//yfdS//sfmA//ppx//rplP//paaX//mraZ//fdoI//pflB//pyrD//sdhC//chbR//lysO//mdoD//wzzB//pyrE//hns//prpC//rfaF//tcdA//torS//rsmG//copA//mtn//zupT//rhtC//ynbB//rimP//yfcF//yjjI//gsiA//etp//gatY//rpsO//mreC//prpD//ftsP//eco//yphD//cbl//waaZ//uvrC//ffh//dsdA//manA//endA//kch//ypdC//ydcT//rluD//fadE//ycfH//rph//recN//sdiA//abgB//pinR//poxB//rfbC//yhjA//gntT//serC//rplL//yeaD//cpdB//hyaA//recE//elaB//fadI//yjbF//amyA//rfaB//yihO//nanK//hslR//allR//fliZ//yfdR//
GO_0016311_6	nuoM//fabG//insK//mltF//dnaT//hyi//ycfH//elfA//mltD//sad//sbmC//pflC//hupB//yaaA//dnaX//aceA//dicA//pdxB//grpE//hypD//rluB//prfC//rrrD//sgcC//sdhD//rcnA//yhgH//selA//trmA//nupC//nadB//fabG//mdtG//ycdY//yiaO//emrB//queF//uidC//ynaI//yjhB//ascG//hsrA//yghG//phnG//ybeF//recJ//yggN//tktB//pepA//leuD//pepA//cheZ//rhsD//cydB//tyrA//araB//gfcE//fepB//tdcR//yhhT//fkpB//
GO_0016458_3	qseC//lgoT//
GO_0016477_4	fecC//
GO_0016485_6	minE//nrdR//cmoM//fabB//recJ//hlyE//iraD//efp//yjjI//
GO_0016540_7	shiA//recC//
GO_0016553_7	mhpA//
GO_0016556_7	alsA//
GO_0016579_7	ibsB//
GO_0016998_5	hldE//
GO_0016999_5	cstA//rcdA//ycgR//intS//waaY//mlaD//rlmH//cra//csdE//mdtJ//yadK//rnhB//ompC//moeB//lysC//lpxL//phoA//fimF//pmbA//ftsH//phnL//yidA//entA//pmbA//mppA//yagI//atpF//ugpA//menC//purN//mqsA//hns//hprS//waaH//nrdE//nlpA//rspB//ilvN//yjcS//ccmA//arfA//guaB//acpP//acrZ//rnpA//gatC//ybbY//hyfF//ecpR//hyfF//glnD//yehW//higB//gatB//paaJ//hflK//
GO_0017000_5	mepM//lptE//rnpA//era//dhaK//lgoR//
GO_0017001_5	psuG//glsA2//lgt//dnaE//phoQ//osmC//tsf//folM//nuoM//rpmJ//yhcF//nusG//cysQ//psuT//basR//ispG//phnO//fucK//uof//waaF//ampH//
GO_0017003_8	ykfM//yiaU//ansA//nusA//glpK//rpnC//
GO_0017004_7	malI//pepQ//mntS//yraJ//atpF//talB//narV//allS//ruvC//yeiL//mcbR//
GO_0017006_7	yejA//garD//hybB//yaiP//yjhP//ycdY//
GO_0017013_7	rpmE//rhaB//
GO_0017038_6	bdcA//pldB//qorA//
GO_0017144_4	iscA//shiA//fucO//pgrR//mtr//rcsD//ybfE//ssuA//kefB//xisE//dsdA//hsdM//uvrC//preT//dgcM//yoeE//yeiL//rsmB//lpp//mrcB//yfhM//ybhR//tdcA//ybcM//ycbU//grxD//ccmH//tar//bssR//pdeL//elbB//eptC//nirD//degP//rffG//gntK//gabP//araD//cbl//djlC//yicJ//rpsJ//frmR//nrdG//ytfR//rimO//gyrA//ynaI//rzoD//kdsD//recB//macB//yihI//afuB//pepD//hns//idnK//poxB//leuD//mgrB//pgpC//rsmG//dacD//grxD//fdhF//ybdG//glpD//mutS//cbeA//pspC//mdtG//rplE//sfmD//hrpA//hsdM//intF//ycfS//mtfA//yqcC//rplF//mscS//rutA//rcsB//dhaM//topAI//citT//dtpB//rph//dnaB//ribE//tsx//serC//ybdM//deoR//tdcC//sgbU//lasT//setB//dauA//yneE//lapA//ytfT//glnH//rplP//yhjB//intF//dld//ddpA//pstS//cspC//yjbG//fadA//smpB//nupG//dcuS//menD//ynfF//flgI//nikB//mepH//trmD//lysO//lsrB//elaD//purD//csrD//rplY//casD//paaZ//pbpC//xylG//umpH//hflC//ligA//glyS//cutA//dgcE//cusS//fur//kch//rpoD//xisR//ydiQ//yihR//znuA//feoA//mgtL//aroD//rrrD//grxD//iraP//gltB//dinG//yagG//ybiJ//narG//mhpA//yjbE//narJ//xisR//rpsS//rlpA//rlmC//paaH//thrL//rclR//glrR//ymfK//acpT//glsB//macB//dsbA//cutA//nagA//fabH//modB//trg//preT//mobA//trmD//truB//cydC//rpsJ//cspC//rarA//aldA//flgE//srkA//yagJ//rusA//sodC//yidH//panF//rlmD//rpe//hemC//waaF//rcdA//ldrA//
GO_0017148_8	yfcF//acrA//rplD//yqjA//yidZ//fdhF//pyrC//ykgO//ilvH//proQ//rpsH//mlaB//coaA//ptsP//ydiQ//fimZ//comR//pabC//yhjX//yfaV//nuoN//hemG//flhA//ynjA//
GO_0017185_8	pyrB//
GO_0017189_7	ampH//
GO_0017198_7	uvrD//
GO_0018011_7	yjhP//
GO_0018012_8	gatC//
GO_0018022_6	fimG//
GO_0018023_7	hisA//
GO_0018063_8	mrr//pepA//rpsG//diaA//nagD//
GO_0018065_7	nikE//ybgI//hybD//fepE//fadE//
GO_0018070_8	bioD//dadA//
GO_0018104_8	truA//elfD//hda//cysE//aceA//ypjD//hyfR//sodB//
GO_0018105_8	serB//yegV//fklB//
GO_0018106_8	mgrB//glgA//cutC//yidA//ypdI//mreD//rplR//ybhS//metF//hypB//ompN//gsiB//glnP//exbD//malX//cysC//mraY//glrR//yedA//yedL//lptD//sdiA//soxS//paoC//srlB//ssuA//yciV//zapD//lysA//
GO_0018108_8	frvR//yedA//waaY//maoP//rpmF//
GO_0018117_8	yjjQ//
GO_0018125_6	kdpE//
GO_0018126_7	orn//
