#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	alpA//intS//gltB//prfB//
GO_0009070_7	prc//roxA//yccX//crl//zitB//pdxK//eutN//yehT//gyrB//frwD//rnt//uspG//nuoG//rffM//yhbY//sapB//wrbA//rihA//rhsD//yghW//
GO_0009071_7	yfeD//murB//ydcZ//cvrA//bglX//aceF//glcB//fryC//agp//elaA//shiA//xseB//frwC//uvrC//
GO_0009072_5	creC//hipB//dppB//zapD//tas//ybfA//eptB//ybhF//serS//leuB//nemR//yghG//sbcC//yciT//pykF//fre//surE//pgpA//nhaR//fliD//metE//ybeF//feoA//oxyR//
GO_0009073_6	mlaE//yigL//gadC//livH//sspB//tcyJ//ykgO//yqgB//ydiB//sdaA//ldcC//lpxL//yqiG//stpA//ybgI//hyaB//nuoL//nudG//paaC//metR//rbsA//
GO_0009074_6	dnaE//agaI//flhD//
GO_0009078_6	torS//lgt//pbpG//speF//araG//ynfK//thiM//
GO_0009079_7	psd//speG//envR//araF//
GO_0009080_7	gntK//ycfJ//yfcF//
GO_0009081_5	tcdA//ybcM//flgE//cusR//argT//dedD//yiaT//ligB//aceK//folA//pdeD//roxA//livH//ycfL//hycH//exoX//uraA//yiaU//mdtJ//ybaK//frwC//atpA//
GO_0009082_6	ydcR//trxA//ldrB//rpiB//mhpC//nrdD//flhD//yfgO//holB//araH//ydfK//asnS//moaB//gatB//pspD//minC//thrS//yfbV//
GO_0009084_7	kduI//priA//aroE//yajR//rcnR//hmp//nfuA//rlpA//yigL//ybiA//gsiA//hyfR//ydjM//nudG//proB//rimJ//yajO//fdoG//yehD//nikR//tusA//phnI//cspA//feoC//pdxH//
GO_0009085_8	pgaA//ydeE//fic//lpp//rep//guaA//ihfB//malG//nikA//nemA//rnlB//dppA//
GO_0009086_7	glcF//leuD//rph//kch//tsx//ybjI//comR//menI//malI//
GO_0009088_8	mocA//murG//
GO_0009089_6	putP//ygfI//acrE//pnp//arsR//nirC//nrfA//cvpA//trpE//
GO_0009090_8	paaE//elaA//abgT//tomB//
GO_0009092_7	dsdA//mhpA//panZ//hemE//fucO//rluC//
GO_0009093_7	yfcG//ybaT//yhdX//murC//rclB//
GO_0009094_6	yoaB//ygeX//ypdA//mraZ//
GO_0009095_7	ynaI//dicA//pgm//ycjQ//
GO_0009097_7	ulaD//treC//phnJ//ansA//malX//msrQ//mgtL//
GO_0009098_7	ldhA//putP//metG//lptD//rraB//yagJ//ftsP//
GO_0009099_7	phnH//nrdR//ycgR//zntR//hemC//zitB//ftnB//potE//rdgC//xapA//
GO_0009100_5	tesB//uxuA//rluA//nanS//znuA//
GO_0009101_6	syd//
GO_0009102_6	yehP//cbpM//alkA//ycgR//dinD//tatB//msrQ//truA//rpmG//ppsR//yeiL//rplS//fimD//
GO_0009103_6	mntP//chiP//uvrA//tsr//dxr//gspE//moaE//purF//yidC//hyfC//proX//
GO_0009106_5	asnA//melA//
GO_0009107_6	sfsB//mrdB//
GO_0009108_6	zapD//pgpB//yabI//wecE//matP//hokB//ybdO//tesB//yedA//ptsH//hflC//smrA//waaY//rimJ//ldtE//ycbU//blc//dnaA//hemE//araD//hofM//chbB//dcd//yfeD//tomB//curA//lexA//folM//ftp//guaA//glxK//ybdH//rffG//kefG//aidB//ygjH//leuB//murC//sfsA//csgB//glgB//nudC//arsB//ybhJ//astC//prfC//fabZ//rdgC//bamD//flgI//hflX//rpnC//uacT//yedP//ydcM//dacC//pinR//rdgC//ulaF//djlC//insH-6//flhC//ybaT//nadE//hemE//atoB//yhdW//hipB//mdtE//fruK//fadD//cysK//norR//nemR//degS//rlmL//paaC//tauB//mraY//mdtP//nrfC//ydjJ//mdtF//csgE//secG//gatZ//ygcR//ddpX//maeA//dfp//zitB//dacB//galU//uspC//xylA//lolA//ptsG//envY//yijE//ribE//rimO//nrdH//yaaJ//adeD//rnc//lolA//uspB//yqhC//tatE//paaD//
GO_0009109_6	secF//glk//dsdA//csrA//mprA//
GO_0009110_5	garD//folD//yghG//purB//gatB//sapC//tauA//nanK//mltF//gcvP//hofP//gph//thiC//lolB//hypF//ddlA//nikC//deoD//xthA//mtr//yegD//rsmF//fadR//cydA//bluF//ybhF//diaA//ptrA//csiR//prs//yodD//cas3//rcsB//hisC//recG//atpG//argK//yihQ//rluD//nanA//xylR//pspA//fabD//nrdI//potH//zapE//ynjA//tolA//yfcR//insE-1//yhjX//cobC//rplY//ftsY//xerD//hybF//ycjW//
GO_0009111_5	solA//alsK//crfC//mepS//
GO_0009112_5	rsgA//fryC//trmD//hipB//rpnB//rlmD//yehZ//deoR//mliC//lptA//agaC//galF//dppB//ybhI//glpA//cyaY//cheZ//glnD//nanR//tusB//aroF//kdpB//fdhD//pgaB//yqiH//narP//ascB//mioC//idnK//evgA//dnaG//aaeB//cysP//mocA//fruK//rraB//
GO_0009113_5	yqgB//ebgA//gntR//mioC//dsbA//
GO_0009114_8	fucK//
GO_0009116_5	glcB//cobS//rplC//yddA//glnS//sbcC//rffH//cpxA//ppc//guaD//chpS//tadA//rhlB//ghxQ//rnlA//patZ//puuR//cysC//qorA//panB//lnt//dnaG//acrD//uspG//hprS//metQ//flhC//rsfS//ycgR//puuC//ttdT//patA//gldA//aspA//citG//rhaT//ade//malI//nanE//garK//
GO_0009117_6	fieF//waaO//ycjD//dcyD//gdhA//dgcN//wcaJ//tar//chaC//sufA//fecA//ulaE//recR//waaP//nanA//ftsW//hypC//yihL//rclB//bdcA//hisS//rpoH//ulaA//fepA//kefG//setB//ubiX//cusF//fdoG//bluR//ptrA//arnE//cpxP//epd//eutA//frmR//gudD//ynjD//aphA//hflX//fepG//tig//waaP//nrdB//yfdO//csiR//hyaC//oppC//ybdZ//waaG//dtpB//nfuA//yahO//ccmE//gstA//nadA//yehY//yodD//cirA//uvrD//codB//ghoT//rplE//nusG//dinD//tyrB//pta//ycgR//fliZ//ftsL//rbsK//thyA//tauD//tdcB//surA//ilvC//rsmA//gnsB//grpE//gspJ//thiI//gshA//rnpA//nikC//paaC//appY//cpoB//ygaV//wecE//ompN//manA//ihfA//ycjW//ygjK//yeaK//glgX//preT//yejF//dicA//rnlB//thiI//yaaY//pabB//pdxH//
GO_0009119_6	hslV//rplD//yjbH//pagP//dfp//ygcW//accC//nuoI//ivbL//xseA//envC//ybgP//yeiG//lgt//rcsF//rihC//rpsR//secY//csgB//pepT//yraH//folX//dgcN//mdtD//yehD//ddpX//rplP//rbn//truC//dapF//rpmF//araD//hemF//psd//ytfE//
GO_0009120_6	glsA1//araH//gluQ//murD//
GO_0009123_6	proS//crr//dgkA//cusA//ydfD//parE//csiR//eutD//garL//iscX//iscX//recO//mlaB//rpsE//yohD//rplJ//rsmI//uacT//decR//hemL//dgt//adeP//ptsN//ldcC//tmcA//mgsA//phoP//ansA//mraZ//yfbS//trpS//qseB//manX//actP//roxA//fumA//hdeB//dgoR//sdhA//emrD//qorA//hybA//gabD//ynjD//slmA//yejE//
GO_0009124_7	casE//uspB//ribB//cysG//rlmN//cobC//lptB//bglF//hda//nudG//mppA//fdnG//hycB//mog//pbpG//acs//nuoG//lpxM//pepD//nrdD//yfcU//yedP//xapA//ycbV//lsrK//polB//fiu//rihA//dsbG//recG//rdgC//yeaV//cvpA//dgoD//ssuC//oppB//tauB//
GO_0009125_7	glpT//ade//rpe//nagA//lplA//
GO_0009126_7	fhlA//tufB//glxK//ydcM//rayT//ybiA//folC//nikA//ligA//pppA//thrC//ydcM//yraI//mdtG//glgX//umuC//npr//cdgI//phnC//ilvE//nagB//fumA//proQ//envR//queF//acrA//thrS//lpxH//lpxP//cmoB//gatZ//ymgF//uhpT//asmA//
GO_0009127_8	rhsD//bcr//nikB//glpK//rluC//pheP//epmA//rclC//gmk//dctA//alaA//hisI//nanK//queA//mcrB//lpoA//zwf//panZ//pspC//abgT//hyfF//uhpT//narI//rsmC//creC//dgcF//argE//ldtC//ppsR//rlmN//
GO_0009129_7	tktB//secB//htrE//ytfE//glvC//selU//ycfS//cas1//tdcG//csdA//
GO_0009130_8	evgS//ybaK//yhcN//speE//argH//
GO_0009131_8	leuA//ddlA//malQ//yjfP//chaC//
GO_0009132_6	yagE//rpsT//thiI//tdh//thiG//srlB//glgP//xylA//hemL//metC//ubiJ//yagF//ackA//ispF//ybjC//emrB//qorA//csgB//rcsC//kduI//sgcA//glrR//folD//miaB//ulaF//
GO_0009133_7	mlc//speF//yneJ//
GO_0009135_7	yraR//hflD//msrC//argO//caiE//pdxJ//cadC//yqcC//sad//hypE//cbeA//nikC//argK//rzoD//rpmG//cadB//holB//mdtN//hyfR//carA//nirD//crl//alsA//
GO_0009136_8	moeA//
GO_0009138_7	hupA//aceF//
GO_0009139_8	tatD//ttcA//
GO_0009141_6	putP//pykF//yaiW//pdeK//srlE//perR//leuA//mglC//agaI//yhjD//nagK//csgF//frr//ftsE//wecC//rplL//yoaB//yjiY//ycdY//sbcD//fecC//ibsB//yhhY//mmuP//zntR//ybhP//mcrB//glcC//xseA//frlA//cra//ygcR//tauD//ydiV//yccA//agaD//fimZ//nupG//
GO_0009142_7	mdlB//ycgR//cusS//yeaG//lipA//wzzE//rlmI//dcp//lptA//nfuA//livH//ftp//ispB//ybiI//waaB//ftsL//malZ//rutE//artQ//surA//prpC//hybE//sapA//phnK//umpG//yiaM//dsdX//skp//
GO_0009143_7	yodD//def//lacZ//pcnB//
GO_0009144_7	panC//arsC//nanR//yehX//csrA//yahB//cysU//rodZ//ypdC//trmL//agaC//narV//yqgB//yadK//prc//ydaC//serA//rffM//yidQ//ilvC//tehB//rsmH//yhaV//uxuR//yadI//uvrB//rpsN//yihT//kdsD//ubiI//hflK//
GO_0009145_8	ybjN//xylB//frr//paaF//frdB//clpB//nudC//ubiI//fiu//mhpA//rimP//ybiJ//modB//galP//araA//lnt//phnK//melB//rlmB//slt//uvrC//rplS//yehT//
GO_0009146_8	iclR//yeeA//
GO_0009147_7	wecA//yiaN//adhE//frwB//
GO_0009148_8	mutM//hybD//
GO_0009149_8	rpmF//yrbG//
GO_0009150_7	aldB//narX//sfmD//cspI//truA//rpmA//narI//leuO//bioA//argR//hyfF//gatD//csdA//tus//minE//lysA//holD//nanS//garD//menC//cydC//hycH//marR//yiaM//umpH//nadC//fecC//mgtA//paaK//slt//cca//rodZ//phnH//ybdR//glgX//fimZ//mdtI//acpT//tsaD//hemE//actP//waaU//gabD//nrfC//rapA//iscR//dinB//ompN//
GO_0009151_7	yjeI//malQ//
GO_0009152_8	yhhY//ybcC//acpP//xthA//torC//aceA//tyrA//yrbG//ldtA//fimC//yoeB//pinR//yaaJ//moaC//fic//ykgF//yhaO//nfuA//rfbX//mdtC//glk//pheT//xylG//kdgK//ivbL//udk//smrA//tldD//cysE//yihI//yebG//gstA//yibT//erfK//glcD//nuoM//aphA//
GO_0009155_7	ccmE//yagJ//
GO_0009156_8	aroB//pdxH//arnE//fepG//malE//agaA//tdh//yoaB//cspI//insH-6//etk//proA//glnP//fecD//tisB//mtfA//dgcT//ais//hisQ//glpD//yggX//bcsA//ydiV//curA//rfbB//dppA//bcsQ//lpxB//hyaA//alsC//btuE//dcuB//yiaA//
GO_0009157_8	galT//selA//eamA//yhjA//
GO_0009158_8	frsA//uvrD//vsr//ulaG//sfmF//
GO_0009161_7	yidC//prc//fkpB//ppc//marR//manA//mngR//nusA//tsaC//ybaQ//yhgF//caiB//galP//pck//murB//citX//pepB//yjhG//malG//astC//ssuD//mrdB//glpC//glvB//moeA//rlmI//nimT//hpt//adeP//guaB//flhC//arcA//relB//phnM//prpD//speD//glvB//clpA//fadJ//asnB//rseB//ynfL//
GO_0009162_7	yqiJ//rbn//livK//alkA//
GO_0009163_6	ldtA//ydcR//tolQ//tdcA//shoB//yhcH//nagB//yciK//sgrR//insB-2//yhhZ//fadE//yigL//yghB//thiL//dhaL//rplI//lpxK//ubiB//
GO_0009164_6	yjgX//dnaE//nupX//ybcQ//phnC//xanP//dusB//pntB//murA//ypjD//dctA//rimJ//dnaJ//
GO_0009165_7	mhpD//gldA//rnlA//hsdR//atpH//sufS//argG//fucI//znuA//dgcJ//waaC//upp//chbB//ycfJ//cydD//metE//idnT//gspE//rnd//yhaJ//ybiT//rpnD//yhjG//agaD//essD//yeiE//yehP//dnaA//xylA//cobB//rraB//serA//ibsB//xapA//elfG//carA//nimR//dgcT//nagK//cdsA//hslO//proW//yehP//frmR//dnaX//add//tynA//efeO//pspF//cdd//yfcU//ybaM//citC//speC//exbD//araD//adeQ//ydfH//metL//tpx//tusC//yejA//fepC//guaB//kbp//hemG//fau//rbsC//entF//skp//proA//
GO_0009166_7	yhcF//abpA//lplT//ydiR//xylG//bcsA//folC//yqeG//rlmG//yehW//waaB//fdrA//ogt//murG//etk//rhlB//proP//nadC//yceK//gadB//hemN//ytfE//aroL//rraA//nudB//yibA//cheA//nlpD//cusB//yhhY//miaB//
GO_0009167_8	tdcB//yeeA//pdeD//feoA//ridA//potG//gpsA//gutQ//ybhF//leuO//holE//pepD//garD//mreB//feoC//mntH//yacG//cadC//lolC//potB//tomB//alaS//ydcI//tsaD//mltF//casC//nikD//citG//cspD//ynaE//yihU//tag//gntK//accB//
GO_0009168_9	aceA//ybeQ//pgpA//bdcR//panE//frr//yoeB//exuR//mdtC//yrbG//yjcS//ygbL//yrdA//citG//malG//bglF//csgE//argK//yqjH//rpmA//rplF//yeiG//yjhP//priB//ibsC//wzzE//rsmF//iraM//yefM//ilvN//
GO_0009173_8	ydaV//yoeB//yagJ//rhaS//rfaC//hisI//tomB//
GO_0009174_9	pepA//mdtC//
GO_0009175_9	efp//araE//tamA//preT//bamA//
GO_0009176_8	ppx//eco//wzyE//
GO_0009177_9	cpoB//iscU//uxuR//
GO_0009179_8	phoR//xylG//dsbG//manY//rbfA//yhjG//atpD//oppA//rpsM//arfB//pabA//glk//alaA//matP//crfC//miaA//dxs//rcdA//yehB//ulaB//cydD//murF//rpsA//
GO_0009180_9	mgsA//
GO_0009185_7	fliK//grcA//csgF//yraK//sufS//lldP//sbmA//gatZ//rpoS//eco//mdtC//cusF//glpG//motA//ccmF//thiH//ycfL//rpnB//yjiY//elaA//btuF//ycdY//rluB//ttdA//
GO_0009186_7	yjjW//
GO_0009187_7	curA//scpC//
GO_0009188_8	rbsC//hldE//
GO_0009189_8	cyoC//
GO_0009190_8	uvrD//mscK//
GO_0009193_8	bioF//
GO_0009194_9	hcaC//
GO_0009196_8	araF//
GO_0009197_9	aslB//
GO_0009199_7	clpX//frvB//yojI//yaiW//agaV//accA//xseA//uhpC//rfaF//yqgB//gadE//yiaU//paaK//pinQ//pepD//pfkA//mcrB//yneE//fcl//glk//yccA//ccmH//alaS//rbsK//ygcR//ybhG//ansA//fimE//yfaL//frdA//nrfG//
GO_0009200_7	crfC//astC//mrcA//mntH//
GO_0009201_8	kefC//phnK//galK//alaS//mdoD//mdtC//sdiA//alr//sapF//xerD//rlmE//rpsK//alsB//dppF//rpoE//adeQ//nagD//nadD//hypE//fdnG//puuB//csdA//tas//yfgJ//
GO_0009202_8	mprA//
GO_0009203_8	mgtL//
GO_0009204_8	ldhA//bipA//carA//
GO_0009205_8	priC//fabH//nudC//araB//ynhF//chpB//mioC//lysR//gloA//gadX//pgsA//msrA//ddlA//holD//rfe//thiE//ccmE//pgpA//acnA//lnt//yfdG//narG//lolB//yqcC//rapZ//bsmA//rimL//waaS//insF-1//
GO_0009206_9	fbaA//pabC//ybdN//dcyD//rhaT//ydiZ//yeaE//yqjA//ibpA//hupA//dbpA//yhiM//srlD//rutA//fbp//phoP//topAI//cdsA//potE//yjaA//ettA//modC//rmuC//
GO_0009208_8	minD//cspC//
GO_0009209_9	fabI//
GO_0009210_9	mioC//
GO_0009211_8	def//glcF//ilvA//
GO_0009212_9	cheW//
GO_0009213_9	thyA//tdcC//
GO_0009215_8	rplQ//glpC//
GO_0009217_9	entC//sfmH//
GO_0009218_7	fhuF//paaC//hisC//dnaQ//yjhG//yjtD//zipA//yegD//secG//frlC//bglA//tolC//
GO_0009219_7	iclR//cbpM//rlmA//yajO//msbA//
GO_0009220_8	tcyJ//yciA//lysS//umuD//dppA//ilvB//
GO_0009221_8	bhsA//ytfE//pmbA//rplQ//
GO_0009222_7	sgbH//dtpD//hisA//yaiW//dcuD//intZ//
GO_0009223_7	tolQ//oppD//
GO_0009224_9	murF//gpr//
GO_0009225_5	ycfS//comR//cheY//pdeL//murG//bluR//yeeL//pitA//kch//argR//bioH//cirA//mrcB//yjhC//yihU//
GO_0009226_6	exuR//hyfC//yicJ//pepB//hscB//clpS//ybdM//crfC//rdgC//glgB//hybD//cusF//feoB//
GO_0009228_7	yneL//yceK//mngB//menA//csgF//arnD//icd//hisF//yajD//entF//
GO_0009229_6	narX//hdeA//
GO_0009231_6	acrZ//pheT//rffT//talB//ybjI//rutB//gsiD//
GO_0009233_6	yfiF//fumC//yjiQ//rhtC//ybdH//gnd//hofP//yrfG//frmB//minD//
GO_0009234_7	nrdH//yfaL//uxaC//ompW//polB//ydeT//relA//glpD//zupT//ribC//
GO_0009235_5	sbcB//amtB//ygcW//rimJ//folE//talB//
GO_0009236_6	fsr//def//cfa//yghO//tufA//idi//
GO_0009237_4	phoP//yfeD//cadA//aroL//ligA//hldE//galS//tisB//galF//
GO_0009238_5	mdtF//yjhC//mreB//ompA//corA//insI3//cobU//flgI//ftsA//
GO_0009239_6	aceA//mraZ//ygaZ//ldtE//rpmA//argT//pspF//waaJ//
GO_0009240_6	dut//agaR//envY//flhE//fur//
GO_0009242_6	umuC//yggP//csgE//gltS//ligB//nirD//glcB//murP//yqeF//yrdA//cysQ//
GO_0009243_7	ydiV//
GO_0009244_7	frmR//glpC//mtlR//purB//pyrB//mltB//rlmL//ybaT//tolR//gutM//ygeR//xisE//pdxA//fliD//yidL//dfp//nupC//yciA//wecE//yajR//fadH//gpmM//fliZ//yejE//thrC//fepE//hycB//hokB//acnA//
GO_0009245_6	phnN//mnaT//nadA//yadV//yadV//aceK//lysA//gluQ//mepS//cyoA//
GO_0009246_6	gdhA//gadX//fabD//purU//fepD//gatD//yhaM//xylA//ybhA//
GO_0009247_6	tehA//tdcA//ribD//ybhJ//insH-5//thrB//rsmG//ftsZ//pinQ//osmE//copA//ccmC//
GO_0009249_6	mlaE//rpsN//sgcA//
GO_0009250_7	ygbM//sdhC//rfbC//lpp//xapB//sufB//yfbS//cmtA//rutA//tdcF//rsmH//ydcR//metG//entD//
GO_0009251_7	decR//rplJ//dxs//fdnH//feaB//secG//
GO_0009252_7	radA//yhjC//prfB//mtlR//dsbC//tqsA//lptD//yghU//gatY//kdpC//rplY//paaD//dcuC//dacC//mdtJ//ybhR//nuoM//sufC//tusE//rlmI//bisC//ddlA//hypD//yqiI//cydA//eno//insB-4//eamB//lasT//rpsN//yaaJ//ybcL//djlC//mrdB//yciH//yihX//srlA//frmB//tufA//
GO_0009253_8	xerC//mocA//recA//rcsF//norW//rayT//cysE//rplK//oppB//entD//
GO_0009254_8	yggD//ibsE//yiiE//cmtB//frmA//ggt//glpC//fkpA//yehZ//zapA//
GO_0009256_7	yidP//rpoE//abpA//mmuP//
GO_0009257_8	nuoF//envZ//yjhH//glcE//
GO_0009259_6	wzzB//phnH//argT//corA//lptG//add//pgm//yhjR//cvpA//dnaJ//sgcA//kefC//hisC//ssuE//recB//thyA//btuF//oppD//lepA//ygiB//ugpB//eco//gltL//argB//gloC//yhbX//apt//rfbB//purL//guaC//lplT//yhdZ//yadN//marA//nrfG//flgB//hsrA//yohD//dcd//lpxK//caiT//dedD//puuC//dnaB//pepB//gpsA//napB//ynaI//uxuB//cyoB//tdcD//yeiG//rzpR//sdaA//yddA//murF//cusC//folX//paaB//nuoB//nrdA//
GO_0009260_7	hypT//eutN//lnt//xylE//epmA//acrB//glrR//glnP//yahD//thiL//cedA//alsE//dinJ//fixB//xisR//baeS//ubiC//mdoD//tdcE//aspS//cho//rfbD//uof//yiaL//ccmF//fimZ//bssR//npr//emrK//dusB//bglB//aroC//acpS//menB//fdnH//lapA//yjeI//bfr//kdgK//rfaD//nuoI//mdtA//lptC//ynbB//
GO_0009261_6	ycfJ//yejA//artQ//ariR//ecpR//fdrA//
GO_0009262_5	ycdX//intQ//htpG//idi//argI//serA//mgtL//yjcS//sbcB//blr//leuS//yieE//lit//
GO_0009263_6	mepM//dppC//malS//nrfD//arsR//cof//allC//hybA//yebG//
GO_0009264_6	trxA//ycjD//pdxK//pppA//xthA//
GO_0009265_7	sapB//ccmH//rpnC//elfA//mdtO//
GO_0009266_4	xseB//fruA//glpB//murB//holC//yehT//yieK//cusC//rpsA//ompW//pheP//yehD//thiI//tas//pck//chbR//ychF//nemA//ycgB//rrrD//gabP//nuoF//rnd//cbl//nrdE//hipB//ydiR//csgA//ttdB//tdk//ytfE//caiF//yghW//yghO//nikC//betA//nudG//recA//mutS//sgcR//tolQ//hyaC//ybfE//pmbA//yahB//lsrB//clpB//opgE//metQ//puuE//rtcB//ybeF//galR//narV//pta//bamC//insK//tusA//ptsN//accD//serC//epmB//comR//cra//uspE//arnT//glsB//pdeL//fimA//insI3//pepQ//rutC//yaaA//pspC//msrQ//yfiF//ompG//glgB//yaiW//eamA//ycaN//argR//
GO_0009267_5	cdd//aceF//yrbG//dut//yehB//frr//glgP//hxpB//uidC//mscK//lhr//agaD//trkH//yejB//tsaE//sulA//mdtC//gatC//minD//araF//ssuE//pgi//ftsE//allR//hemN//corA//
GO_0009268_4	ispA//yidE//mraY//ftsK//moaC//nanT//hflC//valS//ftsP//sutR//nusA//murP//flgH//bluR//glyA//kch//yfaE//rsmI//ybjN//fdoG//ortT//cyoC//kdsA//hscB//malY//xylA//yhcD//
GO_0009271_4	yobA//srlB//rimM//
GO_0009273_5	pabB//yghU//yddA//rplM//lpxD//elfA//phnO//mmuP//yejB//uspB//
GO_0009290_6	waaY//dnaQ//
GO_0009292_4	iclR//fryC//
GO_0009294_5	rfbC//sanA//
GO_0009297_6	torC//uup//ychO//queC//apt//tusE//yqjI//yaaJ//scpB//rpsS//asd//flgF//ybhF//recG//
GO_0009298_7	guaC//ribC//nusA//
GO_0009305_7	tap//
GO_0009306_4	aroF//cydD//dppA//yidZ//holD//sgbH//recQ//
GO_0009308_5	nupG//mdtO//efp//xseA//nlpE//sgcC//fecD//lpxC//rplD//azoR//kdpF//malI//zitB//fimF//map//dppF//ttdT//rplS//lpxC//syd//rfbD//fhlA//narL//panF//yieK//ybdZ//dgcE//
GO_0009309_6	rarA//cof//prfA//yidD//rluD//pagP//dnaA//yhjV//atpB//yfdG//cheR//epmA//rutB//kdsD//
GO_0009310_6	secG//bcp//crcB//yfjV//oppC//sugE//chpB//araG//ybiA//yhgF//gutQ//thrB//pnuC//
GO_0009311_5	nudF//osmY//fabA//clsB//alsK//rpsD//tauB//prpR//bioC//yjcO//entS//folC//yedF//galR//dppD//udp//yhbS//mlaB//ascB//rihB//deoD//fixA//idnD//ydcZ//insA-2//dctA//cyoC//otsA//ydiO//dctR//rcnB//prmA//ubiA//yjhG//uxaB//cueR//yceD//yieK//dgcJ//pgpB//truB//rbfA//rph//idnO//feoA//cycA//fnr//pstC//yieF//tolC//lexA//murC//ygaZ//
GO_0009312_6	dcuA//essD//ybhP//cmoM//ygbM//proW//dapF//hscB//folA//clcB//fbp//xylB//nagD//glpG//potC//cpsB//msbA//argC//nuoH//rpsI//mdtO//bioP//alsC//pfkA//cysA//flhE//ebgR//rodZ//epmA//tomB//hprS//ymgC//htpX//ydfH//fumA//rpoE//yabI//ubiF//yaiW//agaC//ptsH//ftsI//
GO_0009313_6	entS//tldD//thrS//rhlE//rplM//aspC//basR//yfgO//gpr//yhbS//
GO_0009314_4	tar//yadC//yehB//fhuB//queF//yagE//exbB//ppsR//oppA//murQ//acrF//glpC//ppk//sdaA//aes//zur//waaH//ubiF//bssS//yhjC//proP//ghoS//pyrB//menA//aroL//bglJ//ibsE//apt//sfmA//nrfE//ybhP//yaiV//thiI//tus//xerC//yggT//nrfG//dcp//ompL//rarD//yahN//lldP//bcp//rplF//mtlD//modB//tolR//rpsO//sgcA//yehP//rpoA//dcyD//yciA//yehX//rlmE//fepD//nrfD//ndk//eno//sbmA//htrE//cyoC//rclB//serS//recE//degS//folX//ynfK//pal//ynbB//ydcP//frvA//metG//rplQ//pheS//trxC//dam//ynfL//clcB//yhcH//ldtD//ynhG//smrA//galF//holD//clsB//dcm//gpp//idnK//sgbH//ybhR//nanS//
GO_0009372_5	sxy//araA//ada//
GO_0009394_6	sucC//zipA//rpsL//insE-1//yhaM//fucP//csrA//
GO_0009395_6	garK//
GO_0009396_6	mpaA//pstS//mdfA//yhjX//murG//cysE//dcuS//ruvC//casD//serC//wcaC//
GO_0009397_6	glcA//yjjI//
GO_0009398_7	hflD//
GO_0009401_7	ispF//yhfS//hcaC//rbsB//plsX//atoS//frvR//ftsE//focA//recJ//bioB//radD//yedL//ygfX//rfaQ//ebgR//ygeW//eamB//corA//yggP//yfcV//ftsZ//sucA//aspS//apt//cobT//nrdE//nirB//xylF//rcsC//ubiC//maa//mtlA//nanA//ulaR//bglJ//exbB//cvpA//sixA//crcB//menD//ugpC//intS//cbrC//dacD//pyrH//fdhD//tdcA//fecB//dcuC//gnsB//entS//
GO_0009403_5	mlaD//
GO_0009404_4	nanE//tehA//yfbS//hisB//surA//uxuB//skp//yhbY//recD//rpiR//aceK//yidP//frvA//phnN//pgrR//glcD//btuE//dinI//mug//
GO_0009405_4	mcbA//oppF//nrfA//
GO_0009407_3	pppA//osmY//rpiB//pinR//wecB//waaQ//pgaB//yfbS//envZ//agaS//pstS//sdhD//yhjA//moaE//tadA//sfmH//
GO_0009408_4	ybdH//nth//mipA//ssuB//csgD//pdxJ//helD//selU//fhuD//ecpR//zitB//cho//chaA//nrdA//folP//yqiI//xanQ//phoB//glcE//cca//malQ//holB//gatD//dps//yggE//thrL//hdeA//ybjG//tusD//moaE//yidZ//tusC//bluF//eno//yidH//ispA//rapZ//tehA//citE//livM//opgB//ispF//ssuB//yijE//hcaF//phoE//idnK//cysS//uspF//fliM//ascB//hsrA//folX//yphF//ascG//murR//hybE//dsbD//cysU//fabB//
GO_0009409_4	greB//yiiE//yheT//rhtA//potF//ugpE//mltB//dmsC//xerC//rhaD//atpH//bglF//metG//tsx//ghoT//nfi//dinQ//srlR//
GO_0009410_4	yhjA//
GO_0009411_6	iraM//casB//ompL//mdtI//pdeF//tdcB//allC//nrfA//serC//tcyL//rplL//cirA//fhuB//yidQ//insK//zapB//
GO_0009415_4	ssb//
GO_0009416_5	hflC//eutA//yddA//yihT//msrQ//dnaJ//ftsZ//ftsW//cheA//modC//dtpA//ptsP//gcvA//ruvA//kefF//sulA//recG//lptD//dinB//
GO_0009423_8	abgR//ycgR//mdtN//pphB//
GO_0009432_5	ybgQ//lsrC//hypB//aroG//cspD//malI//tolQ//nrdA//tsaC//folD//rzpD//atoB//garP//sgcX//clcA//cusA//pflB//poxB//degS//ydeO//hprS//qorA//
GO_0009435_9	ansA//ykfI//nrfE//bioA//zipA//ytfR//bluR//mtnN//glsA//
GO_0009436_6	bioD2//gltS//ruvA//tatB//
GO_0009437_5	malS//waaQ//ghoS//hemD//truA//kch//yeeY//
GO_0009438_5	ttdA//rclA//tesB//bioD2//ldhA//yafO//ydjE//yraJ//xylB//rpnD//efeO//arnT//yggE//bcp//ibsD//fecD//ydiV//phoA//yeiL//ibsB//recE//atoB//gspI//ldcC//hybF//pyrB//yehX//lpcA//uvrD//yobA//
GO_0009439_5	flgA//yoeB//tyrR//
GO_0009440_6	yaiP//proV//yiaU//
