#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zntR//sgcA//casD//dgoD//
GO_0044281_3	yaaJ//recC//potB//frmA//ilvB//gntK//ecpR//nfuA//insB-4//marA//ascF//mliC//fadJ//hybB//ybiO//mntP//hemC//waaC//ydiV//hha//trpL//agaS//mazF//waaL//ydiV//purC//yidH//yeiG//rplO//ykgO//fadJ//fdhE//rnd//yodD//casD//aphA//ybcM//rssA//lolE//ettA//murF//yjjX//fimI//hyaC//cueR//sodB//rclC//fucI//cobT//ygiS//fdhE//uidA//yciE//sdaB//ispF//ycbU//holE//nagA//rluD//secM//ygeR//yhfK//rluC//yieL//tatE//tsaE//yfaV//modA//lsrK//rpnA//mtlD//yagE//fhuF//ykgA//ubiA//sufS//rfaH//mutM//glcF//fur//speA//smrA//ribB//nadK//kdpA//narU//ydhQ//frdD//sfsB//rsmD//bfr//cynS//narP//talB//selB//yeaG//queF//selU//nuoG//caiE//ccmA//agp//katE//gshB//rpsN//kdpD//napB//cysQ//emrB//sbmA//pinR//matP//wcaB//argP//cdsA//mngB//miaA//ydhJ//ugpC//sfsA//umuC//yobA//glcA//ybjX//glnE//yfaX//betT//yggP//lyxK//yeeJ//sfmH//nfo//xerD//ugpB//mug//mntS//ybcQ//abpB//fdoH//cspI//cyoD//casA//pabB//cyaA//narU//eutK//pgk//dmsB//metR//pykA//kefG//entH//insH-5//sdhD//ibsE//murD//ispB//hiuH//nei//rnc//dmlR//miaA//nirC//hmp//yjcS//rpnA//yadM//perR//yehU//rutB//gsiA//yggD//pdxK//clcB//tynA//appA//hscB//surA//dmlR//tpiA//tatB//dacA//yiaT//flhD//fdx//yeiL//tatA//yciK//chbC//amiA//hofC//dgoD//ychO//cusC//ydfD//setC//ulaR//tomB//purF//gpsA//ydbK//dgcZ//syd//ftsN//aroF//hdfR//mpaA//secY//tnaB//yhjA//tyrR//topA//yphB//astC//ydaV//tusB//asnC//dhaR//rhmR//yadC//fliD//recR//proQ//yjiM//opgD//ulaG//fre//talB//metL//sdhB//tcdA//uvrC//argS//opgH//pepD//gshA//nrfD//yajR//kdpF//yqjH//crcB//tktB//mazG//bcsA//glsB//bamD//xanQ//hisF//pepD//adeD//nupX//emrD//insA-2//sodC//nupG//garR//cysE//rpsE//yehA//cadB//yfbV//uxaC//mpaA//ulaR//yebC//yibH//cutA//yghB//pgaA//yceK//hsdM//ubiI//prfA//kdpA//thrL//sgcR//tcyL//lsrB//glsB//napC//bamC//arcA//hemG//znuB//ydcZ//tsr//cysZ//uxaB//btuE//yfeD//envR//glsA1//pcm//pspD//yehP//erpA//yieE//hflK//gpmA//sbmA//era//moaA//mhpR//clpS//lsrB//pal//aroP//phoE//yfeW//yacG//grcA//putP//asd//nirD//yeaD//trmI//leuD//yqiG//waaP//lysC//surE//qseB//yadK//asr//aceK//iaaA//frvR//deoA//gspJ//rstB//hupA//ybgI//pheT//eptA//nikE//dbpA//glpR//tolC//entB//yhhT//yhaV//rna//ung//exbB//livK//frvR//hemE//waaL//yajL//bioD1//cyaY//nrfC//malQ//gmhB//yfcU//tufA//cpxA//purA//blr//groL//cstA//lrhA//cdgI//acrB//cysB//cusF//ubiB//amiB//nei//tolR//gpp//pgi//tdcE//roxA//entH//ydiP//rbsD//pgaA//ycjP//waaJ//fes//yahK//fieF//hipA//insI1//priB//argA//bioD1//luxS//ydjH//nuoE//mobA//arsR//thiP//fliK//deoB//hypF//nuoN//yfhH//abgA//sapD//recO//aphA//srkA//gmk//cmtB//rlpA//hflD//ilvC//trpE//lsrC//eutB//uxaB//fhuC//dcd//mlaB//yahK//thrL//recR//lacY//ydjH//dcd//cysE//gldA//adiC//bglF//cheR//yadK//nadA//fdnH//cynT//murD//iscU//mcbA//chbR//ybdR//idi//pdeL//tbpA//pgi//fabB//hslR//yphB//erfK//lsrG//ompA//raiA//ansA//idnT//fadM//proP//hdeB//mtlA//gsiB//yegV//ligA//gadE//dsbC//acrB//yfcV//nhaR//carB//yfcU//ftsZ//ompN//yihP//poxB//yihX//npr//pbpC//osmF//nudC//sapF//mutS//ybiJ//ubiE//cysG//nac//sufA//sfmC//hycB//torD//secD//xanQ//yqiJ//mltG//infB//acrA//paoC//acs//adhE//elaD//menB//yahB//atpH//gshA//otsA//potA//miaB//nuoE//yggD//rfaC//rihA//glxR//lpoB//ulaF//yfgI//lldP//manY//ssuB//yhaJ//ugd//fucI//ycjY//bamC//recX//higA//putP//tdcB//bepA//aceK//ddlB//ynhF//setC//ynfK//galE//feoB//ibpA//deoB//hrpA//rsmB//alkA//ybjC//hybA//cusS//ampH//mhpD//yiaA//lpxP//argG//barA//flgK//ghoT//leuO//yidZ//frwC//wrbA//glcB//ssuE//intE//lplA//secE//rplF//argB//lgoD//hyfA//ybjL//fimD//yraK//hisS//napA//insI-2//yjbE//sgcR//sspB//puuR//pheP//atpH//yoeE//pyrE//fimD//cmoA//ydiR//fepB//yihW//rutD//yacG//xanQ//ldtB//tomB//mglC//guaD//sbcD//yfiC//fhuD//hpf//ppiD//pgm//insI1//rutD//gapC//dicA//iraP//psd//ppsR//mdlA//cof//yhcF//yaaJ//yhgF//patA//ycjQ//rcsD//rcnA//copA//rpsT//tdcD//sseA//rbn//rapZ//nupG//purL//ogrK//glsA2//dam//msrB//hexR//tolB//rsmJ//modA//trpA//nei//potA//ubiD//hpt//yeaE//mtn//artQ//pspC//alaS//fkpA//xylR//nusA//ubiG//emrD//glvC//ydiO//copA//ispF//ibsD//kduD//lexA//eptC//ydcI//ade//osmF//rplN//mdtA//ymfK//ebgR//yecS//sapD//yghB//csdA//sucC//minE//dinG//astC//purT//pdeL//rhsD//hrpA//ppc//frvA//yoeB//casA//prc//dgcZ//fadD//adeQ//aroG//xylB//ttdB//xapB//mglB//idi//menH//cysG//cadC//trxC//avtA//dctR//ulaB//bluR//hcaD//ftsK//waaC//yfeR//nimT//mtr//rffT//minE//gloC//flgI//moaE//hsdM//speA//guaA//pphB//ybeY//csgG//chbA//yqeA//rpsQ//tolR//yadC//greA//gcvH//ilvB//atpB//ibsB//syd//fixC//lrhA//accB//malK//nrdA//lolE//
GO_0044282_4	yjeH//nrdB//ivbL//rpsT//brnQ//purD//cobC//alsE//kefF//deoC//ssuB//proS//ascF//msrQ//oxc//phnL//hcaE//relA//ybjL//paaZ//galK//malQ//garK//lysP//hiuH//pepN//yciF//glyS//sutR//dbpA//yqeF//yadV//arnT//ssuC//thiL//yehT//gltS//tyrB//baeS//thrB//yehW//ycgB//tadA//shiA//pspD//glgX//ppk//glvC//acpP//fruA//elfG//yqaB//arnA//cspE//proC//fucI//valS//cbrC//ycaN//ibsD//nagD//glnS//xseA//ahpC//prmB//casB//recG//yjtD//lpxH//yehP//rplL//rspB//uspF//yedX//oxc//elfC//pflA//yhdX//malS//fryC//flhC//waaJ//cspA//ycfS//sxy//narX//gatA//rlmG//rlmA//yiiE//alsA//yidC//lplA//glnH//yibF//elyC//pliG//frdA//yhcF//rimJ//ydcM//accC//ulaA//sspB//cyoD//yodD//gspE//lpp//yggF//mtgA//ybhG//hslO//uvrC//argE//garK//hdhA//acnB//sdaB//tar//nuoI//hxpB//bglB//ycgR//glsA2//dxs//fkpB//rbfA//rffT//nrfF//livF//plsB//rpsI//dcuD//yggW//nusA//sdhB//galM//alaS//ftsW//ybiJ//evgA//galS//aer//cca//yidP//entB//uxaB//pepA//flhC//recB//oppB//cdsA//yjhC//nadE//ftsX//yqcC//ibsD//elfD//gltS//rfaH//argC//cadB//ybaT//abgA//pgaD//rpsH//xapA//rclA//sgbU//tus//rpsE//aroG//der//yhjA//rhmR//yadG//yphF//ydjE//fadA//yeeY//tusE//rpmA//cysC//bglJ//corA//alaA//radA//trpB//marA//hypE//rhsD//waaA//queE//atoS//rseB//rpsB//frdA//ompG//elaB//ldcA//rsmC//tauA//emrY//yagF//hslR//ydjK//sapB//sfsB//fadH//pgm//yraJ//dhaK//serA//gntU//alsC//yjhG//rplT//cbl//yefM//ynbB//rluE//napF//ispF//priB//rsmJ//lysU//dmsA//yjhP//ygeW//mmuM//hns//copA//rpnD//cysG//accC//mocA//sanA//entE//nadB//intS//yfcQ//chbG//rpsA//ushA//livF//lsrK//fic//xthA//
GO_0044283_4	rutF//iraP//waaY//ompN//fau//narU//yehD//rssB//kefF//cydD//pck//asnB//ais//mtlR//dinJ//fabG//ssb//rbsA//uraA//hyaC//rfaH//sapA//pstS//sapF//yiiM//rtcR//rhaD//yfdS//nanS//mepA//yjjX//cadC//fecA//ivy//prmB//purF//napA//livH//glpK//evgA//uspB//yqjH//csgB//galK//fadH//mqsA//rpsN//sgrT//purN//cysI//guaC//murI//minE//fimE//mgtL//artM//rluE//alaC//ygiW//ahr//zntA//rnhA//alaE//bamC//bioP//rimI//uxaA//hemN//yrfG//ycgV//rhaB//wrbA//cheA//acpS//proS//tdcD//mcrA//yidR//sstT//soxR//pcm//chbR//yaaU//tcyL//nirB//prlC//yigB//mntH//fimI//nadD//hslR//carA//kdgT//ushA//brnQ//gntK//dgcF//torI//yahN//tolQ//rhsD//rlmG//dppD//lpcA//paaK//cpsB//tusC//hybO//pheP//rpiA//yccA//glpA//proX//trkG//lapA//hslV//glcE//efeO//pgaD//tmk//rpsG//rbsB//acrZ//dapB//yciK//allC//sfmA//fadI//nupG//rpsT//ygiB//marR//yjjB//frr//serC//rpmG//deoB//ompN//proB//gstA//speG//secE//cvpA//ulaC//plsX//recR//pgrR//ppiA//ppk//yajL//sufC//rbsC//arnA//surA//proQ//sgcX//uxaC//rluC//waaO//clsA//dppF//hipA//metR//rlmL//rpoA//yjjQ//nanE//dicA//recO//soxS//dapD//btuC//acpP//rpsQ//ubiH//prkB//moaB//fklB//flhC//adiA//kbaZ//aceF//moaE//pntB//dnaE//creB//malF//ghxP//rfaB//cysC//potB//eno//insH-5//ybdR//mntS//ansB//argO//proW//qorA//ydaC//yadI//yggW//yhjA//yhdW//caiE//yadC//fliG//menI//priA//srlD//cbrC//gltD//hprR//sseA//nth//yhjA//pdxB//yrdA//glcB//casB//pyrG//idnD//araE//nikD//puuC//waaO//gldA//bhsA//ampG//pdeK//ppiD//alkA//ascF//mdlB//uacT//rplX//rph//ynbB//ibsC//napA//rssA//cysZ//leuB//pykF//cusA//mnmA//ydhC//nanK//glcE//xylF//ugd//nagC//bipA//ribC//gppA//thiC//hda//sdhE//pepD//abgB//hisB//ydhC//slyD//elaA//fimA//basR//maeA//flgA//fetB//hipA//ygbL//betA//napD//hmp//codA//ddlA//recT//yahN//macB//nusA//elbB//norW//pliG//pnuC//fadI//
GO_0044349_6	rbsD//
GO_0044355_6	deoA//menH//
GO_0044364_5	yiiM//yafN//recJ//flgI//yiiE//
GO_0044403_4	fadL//exuR//bamE//ynfE//lrp//yggE//hisH//lldP//thiL//cusS//bdcA//rpsT//kdpD//acrE//pdhR//treC//ralR//rplW//
GO_0044406_3	cbeA//
GO_0044409_6	fabG//rplP//glcA//erpA//araA//bolA//fieF//ybaK//
GO_0044419_3	preT//feoB//cho//epd//cadB//gnsB//dusB//recN//adeP//yihI//tauB//srlB//kduI//cvrA//lgoR//nth//glvB//ytfR//yqhC//ttdT//yiaM//elyC//iraP//ddlA//moeB//
GO_0044531_5	fis//
GO_0044532_6	ariR//
GO_0044550_4	argP//pldB//barA//soxS//sfmA//fepA//higB//ydaV//garD//
GO_0044650_4	hyfC//
GO_0044659_7	dmsB//pepA//rpsT//mcrA//
GO_0044661_7	dsdA//hisF//ttdA//queF//
GO_0044718_6	hypE//dsbA//
GO_0044728_7	entS//sapA//dgcF//ccmC//alsC//hybG//
GO_0044764_3	mrdB//yaaY//pckA//polA//maoP//ydcT//yhdW//fis//thiC//ykgF//pstA//ribC//ybdN//hcp//yfcF//sbcC//hcaD//cdd//gdhA//intF//rusA//yggN//mdtJ//ybiO//araA//lpxM//cadC//yceK//yciE//ymfK//fimC//carB//bioD2//ulaB//yehY//pgaB//cdaR//casD//srlR//puuB//fepG//djlC//thrA//yjjG//sapC//xylB//queC//kdgK//treA//iclR//tnaC//rhsD//adeP//gutQ//hybD//ascG//panE//
GO_0044780_6	yedF//acrR//yieE//fimB//hybF//mdlA//yjiM//
GO_0044781_5	sgcE//ychF//qseB//paaC//ibsB//chbC//yfcQ//yqeG//
GO_0044786_4	thiG//
GO_0044787_5	cdaR//
GO_0044872_5	ybhG//fetB//leuD//gadC//ais//
GO_0044873_6	selU//yfdS//lipB//uspB//phnK//
GO_0044874_7	lpd//envZ//potC//yhbS//fucI//
GO_0045004_7	ygaH//rplB//lacY//rhaA//
GO_0045005_6	rayT//flhC//mliC//mntS//yhdX//patZ//plsC//
GO_0045013_7	adhP//
GO_0045017_5	dld//yieK//ydaN//yobF//fdhD//mhpR//eutK//lplT//yhbQ//fixC//lysP//poxB//uxuR//
GO_0045047_7	wzb//
GO_0045117_6	nfi//melB//yadI//ftsA//umpG//galE//dhaL//mngR//caiE//rluA//
GO_0045184_4	rffG//cycA//nirC//yjiX//kdpA//eptA//nth//rho//nrdA//ssuE//adiA//aroA//mdtA//osmE//hisI//ybhG//sdhD//bdm//dut//uhpA//ribA//agaV//nikR//yhgH//glmU//sapF//ynaE//ydiF//narQ//rpmF//crp//moeB//abpB//waaO//cysP//dnaN//mepS//zapA//gadX//rfaB//mmuM//livK//bioH//slmA//narP//yfeR//betI//
GO_0045226_7	ppc//mntP//thiH//topB//gnd//bepA//ompC//panF//mrdA//
GO_0045229_4	manZ//pfkB//sdhB//xylR//lysC//wzb//bioF//yajL//cheZ//hemB//rutF//ydcP//uraA//
GO_0045333_5	rfaG//rcsB//uacT//slmA//acnB//ftsE//ybhP//csgB//arnB//ileS//lptG//mdaB//nrfB//arsC//slyA//phnN//gsiA//gadC//btuB//ydfG//yjhP//ynjA//acrE//idnO//hxpA//argA//lpxT//napF//treF//leuB//araF//flhE//glnD//dcuR//yadV//xylG//allD//mltC//cpsG//rraB//yrbG//tdcB//ssb//abgT//glrR//miaA//mtr//fdoH//dcuB//ftsP//glnB//rpsN//uxuR//hsdM//brnQ//plsB//arnB//yphD//cysK//flgA//pgi//araB//gltB//gatB//uvrY//yahN//purD//folM//fdhF//dld//glnS//rng//ybjL//lptC//
GO_0045337_6	ilvI//
GO_0045338_6	cmtB//
GO_0045454_4	ariR//yggW//dinJ//intQ//rpsS//yehU//nimT//fkpA//gloA//psuT//entE//intQ//yfaU//lasT//corA//
GO_0045471_5	wecE//uxuB//rfaE//
GO_0045717_8	ycjU//
GO_0045719_8	hflC//
GO_0045723_8	nagC//
GO_0045727_8	rplQ//alpA//yhbS//thrL//insE-1//dmlR//rtcR//
GO_0045732_7	rpsT//
GO_0045733_6	yciA//kefG//
GO_0045740_8	yihT//hemG//
GO_0045764_7	pflC//
GO_0045786_6	hybG//guaD//
GO_0045787_6	hycA//
GO_0045819_8	ybhR//
GO_0045828_7	dcuD//
GO_0045833_6	msrP//
GO_0045834_6	xanP//yidQ//
GO_0045848_5	pgk//
GO_0045851_10	pgaC//
GO_0045852_10	yaaU//rnlB//aceF//ubiB//cmoM//
GO_0045859_7	kdpA//argB//
GO_0045860_8	tonB//
GO_0045861_8	ascG//tag//crl//
GO_0045862_8	gntK//
GO_0045883_5	hupA//
GO_0045892_8	fadJ//emrB//hyi//glk//ydjH//csdE//leuS//hslR//yjbB//fadB//pgaD//wecB//aroA//garD//ygcR//entA//yjeH//yhaC//sppA//metF//fhuB//ybhI//gcvP//betI//folD//ubiC//rayT//yqgB//alaE//speF//iclR//sfmH//yjjX//trxA//ispG//gcvH//metN//ais//atpC//appA//acnB//cdh//bioD//rsmG//yeeO//araF//yeaG//torA//ygaV//dadA//pheM//livH//uspG//npr//gutQ//hypB//bcr//rluB//pykF//ydcS//dppC//pflB//yceD//hrsA//elfC//yfgI//uidR//paaK//rna//fbp//treR//uof//yciT//nanR//pabB//artJ//phoQ//atoS//yidH//talB//nuoH//ydeI//potI//clsA//ygcR//deoC//aspA//rnr//nrfD//relA//queA//accB//
GO_0045893_8	phnG//cheA//guaC//cysI//era//aspC//flgG//acrA//aroC//argC//hldE//sucB//clcA//aroG//gdhA//marA//yddL//ymgA//fimH//yjjW//ilvH//glsA1//yejB//hisP//yihX//fdrA//afuB//sfmD//narP//tcdA//prmA//cbrC//aslB//yfeD//ybhJ//nanE//yhcF//metC//mdtB//yfeO//emrK//ahr//lpd//xylG//cobU//hemE//yehB//ansA//dtpC//cedA//ptsH//tcyJ//fnr//dsdA//dinJ//nfi//thrL//yqiI//znuB//intZ//opgG//pinR//etk//chaA//lon//mglA//lsrD//epmC//hypC//cysI//lpxH//hokE//
GO_0045900_9	yafC//ynaI//yhhT//manX//
GO_0045903_5	trkG//secD//potA//
GO_0045912_6	rplS//glnD//
GO_0045913_6	adiC//cirA//
GO_0045922_7	phnH//
GO_0045923_7	atpA//
GO_0045926_5	rlmD//msbA//entE//murQ//csiR//fixA//glsB//
GO_0045927_5	ygeR//
GO_0045930_7	yhdW//
GO_0045934_7	rplB//gspF//zntR//acs//malX//rbfA//yejA//ftsH//murB//treA//dgkA//basS//fliT//nagK//rpsQ//rbsR//fimE//seqA//yaaU//waaB//yrbG//bluF//rhaR//gshB//cyoD//ygcR//elaD//tolQ//mak//ubiB//ydjK//srlA//rpmA//fhuB//fdoI//leuO//rnc//hemG//crcB//trxC//malZ//rnhA//yfaU//yfjV//kdsD//yahI//aceK//tusA//helD//cvpA//acpP//metC//rpmB//gmhB//idnK//bglX//thiL//yehU//cmtA//exbB//xylR//miaA//dsbG//nagE//purU//yagF//mcrB//rnd//rluD//cycA//lgt//ascB//fes//cysE//ygfA//srlE//psuG//ybcQ//trg//yigL//yfiR//aphA//dfp//cbrA//waaS//xanP//ynaE//insH-5//bioD//lplT//osmE//cpsG//ilvE//motA//fimB//fadA//phnK//yaaJ//slmA//dusB//nuoM//ybgI//dusB//insH-6//
GO_0045935_7	ebgA//folC//menD//serC//yihO//bioF//puuA//hemH//mgtA//nanC//lplA//fadM//nikC//hycH//nuoG//rsuA//thiQ//tmk//mtfA//psd//rpsN//hmp//alaS//fiu//rbsD//glsB//pflA//lsrB//fliG//rpmA//sfmD//rlmF//nadB//mzrA//pgpB//nth//fbp//nikA//frdC//afuC//rtcR//yjbF//cmoA//hdeA//yqcC//blr//frlA//mazF//mprA//yhbY//intE//yjcO//pliG//gatY//ibsD//nfsB//mukB//sbcD//eamA//secA//rpsD//menH//gspF//ychO//betB//idnD//ybdG//fetA//rfaD//yodD//rtcR//zapB//fadK//lldD//gadC//ydjH//recG//
GO_0045936_8	mnmE//tsaD//
GO_0045937_8	tamA//glpK//
GO_0045947_9	holE//gpmA//abpB//yjjU//zitB//nei//hofQ//
GO_0045974_8	ychF//
GO_0045975_9	ygiV//
GO_0045980_7	galP//
GO_0045990_6	nrdI//cof//
GO_0046031_8	recQ//hemN//fiu//ribA//evgS//cbeA//btuB//yeiE//rpoE//fixC//sthA//mnmA//eutK//yohD//nagC//mltF//manX//rbsB//cydA//gppA//yafS//ruvB//
GO_0046033_5	ugpB//
GO_0046034_5	hisP//yqiI//purT//nikC//emrY//yggE//xdhB//yciG//yajR//yceK//norR//cysP//yoeB//dgcQ//ppk//hexR//hupA//tig//yehP//nadC//fimZ//glnK//narV//zapA//fadH//
GO_0046035_8	yafO//ykfM//
GO_0046036_8	lplT//
GO_0046037_8	rplY//nfi//hsdM//dtpB//
GO_0046039_8	mgsA//rplI//xapB//glcE//
GO_0046040_8	flgA//yihP//yneJ//ynhF//kdpD//
GO_0046046_8	yedA//
GO_0046047_8	rzpR//
GO_0046048_8	yjbF//
GO_0046049_8	alaS//rimL//yfcR//rplJ//pdeH//acnA//
GO_0046050_8	ompT//yraI//tatD//thrC//tsx//
GO_0046051_8	mqsA//
GO_0046052_8	entE//
GO_0046058_8	astB//
GO_0046060_8	rplA//
GO_0046061_8	ynhG//
GO_0046070_8	mobA//rlmG//
GO_0046072_8	ychO//
GO_0046073_8	tap//
GO_0046075_8	yojI//ccmD//
GO_0046076_8	ynfL//
GO_0046077_8	yobF//
GO_0046078_8	tcyJ//nlpA//
GO_0046080_8	yjbG//ibpB//
GO_0046081_8	nuoE//acnB//
GO_0046083_7	ygbL//motA//intF//tap//
GO_0046084_6	artJ//tusB//
GO_0046085_5	mdfA//amiA//
GO_0046086_6	gpt//
GO_0046087_8	mrr//
GO_0046092_8	narY//
GO_0046094_8	rluB//
GO_0046098_7	ribE//ypdC//
GO_0046099_6	dbpA//
GO_0046100_7	flgM//lysC//fieF//ydeT//dicB//
GO_0046101_6	cysM//pheS//metK//
GO_0046102_8	speB//wecE//
GO_0046103_9	insH-5//
GO_0046104_8	ldhA//
GO_0046108_8	hsdR//
GO_0046112_6	eco//glgB//fadR//sppA//katG//hyaB//atpD//rmuC//bamC//rimL//gstB//lysP//ycfJ//
GO_0046113_6	ilvH//yjbE//ymgC//fnr//ymdB//ybdN//ppsA//hrpA//dld//ugpB//bdm//ispG//insI3//prpC//murP//rplT//tyrS//
GO_0046115_10	tnaB//
GO_0046116_7	yghW//ybiW//rpiB//sucA//kdpB//flgM//xylA//
GO_0046120_7	rapA//
GO_0046121_7	casD//xapR//
GO_0046122_7	cpdA//
GO_0046124_8	gadW//
GO_0046125_7	ddlA//umuD//csgG//
GO_0046126_8	araC//
GO_0046127_8	uxaA//
GO_0046128_7	ycbX//galP//frwB//puuB//mepA//motA//symE//recE//metF//malS//rspB//frvR//pepQ//yeiL//
GO_0046129_8	nadD//macA//ybcJ//fixC//topA//paaX//
GO_0046130_8	mrcA//amiA//
GO_0046131_7	znuA//flgD//ychO//ssuC//ydjH//chbC//xapA//alsA//casD//cspA//ptsN//ybiS//surA//
GO_0046132_8	ydiZ//yoeB//pyrL//kdgR//
GO_0046133_8	hisA//pgk//oppF//nupG//ycjR//ftnB//ldtB//lsrB//modB//
GO_0046134_7	pgaA//mscK//fiu//insE-1//glnP//flgA//
GO_0046135_7	acrD//hofQ//fliS//yqaE//dgoA//yoaA//rpsQ//yraI//gspE//
GO_0046144_8	ydhK//yqjI//bfr//yhdX//aroL//galE//
GO_0046145_9	thiH//phoE//mscM//narL//
GO_0046146_5	fes//lamB//
GO_0046148_4	cdh//exoX//ihfA//entE//rlmE//pgi//yeaK//rpiA//decR//perR//rayT//narI//aaeB//kdpD//
GO_0046156_5	ytfP//
GO_0046164_5	ibpA//fnr//argE//ahpC//yjaZ//yegS//mdtK//dmsC//arfB//tsaB//zapC//rfaC//yehU//frmB//fdx//hupB//yqhC//rihA//glsA2//ybeY//sapC//ydeM//
GO_0046165_5	mrdB//ssuA//ydgA//glmS//minC//ompA//yhjD//
GO_0046166_6	ydhQ//
GO_0046168_6	htpX//mutY//moaA//yhdH//
GO_0046173_6	asnA//hybA//
GO_0046174_6	csgD//yhgF//clpP//glnD//ilvI//dicB//moeA//orn//yghB//xseB//ppsR//yhaC//hemA//
GO_0046176_6	frdC//sfsA//casE//srmB//glpF//rsmB//gntP//livK//aer//yjbG//ygbI//hemG//bamA//lptB//bdcR//relB//
GO_0046177_7	glpT//yehX//fabR//ygiB//
GO_0046181_7	sgrT//
GO_0046183_7	nrfF//yajR//yrdA//
GO_0046184_5	yjtD//gmk//dicB//uspE//ascB//yhhY//tauD//ubiG//accC//
GO_0046185_5	recN//yhbY//ycaN//bssR//phoA//mscM//rraB//pepB//setA//yiaJ//agaV//ybdO//alr//fhuD//ybhR//rpsD//speB//rplN//yfjV//ilvN//rpsI//nhaR//yggN//glsB//yqiG//srkA//tamA//hemF//gatZ//yciE//ddpA//ghoT//lipA//lldR//cobS//
GO_0046187_6	hemD//
GO_0046189_6	ybjD//ldtE//araE//ygdG//purF//rplD//ybcF//rstB//kdpE//
GO_0046196_5	crcB//
GO_0046209_5	ldtB//yafC//pal//marA//
GO_0046210_6	kbaZ//cbtA//sfmC//yieH//
GO_0046214_6	purC//
GO_0046215_5	yjjG//
GO_0046218_7	rnc//
GO_0046219_7	dhaM//speF//glgB//csrA//ymjB//fdhD//rcsA//aroA//yejF//
GO_0046256_7	flgA//yggT//
GO_0046260_6	rutA//ilvM//
GO_0046263_5	dcuB//dcuD//
GO_0046271_5	hycI//
GO_0046278_5	lacI//
GO_0046279_6	mltD//
GO_0046292_4	hemD//yehZ//opgC//
GO_0046294_5	yeeL//ibsC//
GO_0046296_6	yggE//chbF//fadJ//glpB//ymgA//
GO_0046306_6	yqaE//asmA//
GO_0046323_10	glgC//hisM//sapC//amiC//ftsX//yqeA//
GO_0046324_8	marA//
GO_0046325_8	yhhT//
GO_0046336_6	helD//
GO_0046337_7	pdxB//
GO_0046341_7	ybaL//yhbS//
GO_0046342_8	mutM//
GO_0046346_7	aaeB//
GO_0046348_6	chaA//ygaZ//syd//ynfF//ttdA//btuR//stpA//yagG//ynhG//eptC//dinI//
GO_0046349_6	frlC//mlaD//mak//mmuM//surA//asnB//adeP//
GO_0046351_6	parC//dsbA//infB//
GO_0046352_6	yhgH//dps//iscS//murA//gpmA//hycA//kup//ftnA//
GO_0046364_5	ybeQ//yihW//greB//mdtQ//argE//galU//hns//ydiQ//zntA//rplY//yhaJ//yjjI//mnmA//yfhM//
GO_0046365_5	hemE//fetB//ybaO//ybiO//hprS//insF-1//rraA//pdxK//mraY//lapA//rnr//pgi//yejB//dcuA//yfcU//ribE//ampG//fliT//mdlA//cpxP//yfaX//mhpB//yjhH//flgD//wrbA//yidA//ydiK//thrL//fkpB//gadB//queF//mlaD//argG//fre//speA//selA//thiL//ydjJ//hsdM//opgG//fepB//ypdA//paaC//yhbS//hcaB//essD//frvB//rppH//mltC//rapZ//rhlB//nrdF//
GO_0046367_7	deoD//aaeA//cusB//
GO_0046368_5	ralR//
GO_0046372_7	yjhI//dgcT//yqiH//
GO_0046373_7	yqaB//abgT//araD//
GO_0046377_5	nrdD//phnL//proX//arcA//yhfS//nrdI//atoS//exoX//ygeR//ybjC//insA-1//
GO_0046378_5	paaD//uxaC//ccmD//envR//rcsB//recX//psuT//ppc//amiC//
GO_0046379_6	csrD//rplK//cmoM//fepC//fimF//cusR//murF//lipB//zapC//
GO_0046383_6	iclR//
GO_0046385_6	agaV//galK//dmsA//flhD//moeA//
GO_0046386_6	yaiW//argE//ybdG//
GO_0046390_6	gudX//chbC//pfkB//dxs//ybaK//metR//thiC//priC//yibH//thiL//wzyE//asnA//rutA//yfhM//yihT//codA//gstA//dgoA//yodD//alsE//potI//ynfF//lipB//nrdA//mrcA//aspS//yihS//ndk//rpsG//relB//ydiR//proX//rihA//ddpX//ilvN//recX//uup//acs//cpxP//frdC//ptsP//ribA//fnr//ygaH//yadK//mltB//
GO_0046391_6	mdtI//cynT//
GO_0046392_7	surA//yjgX//mioC//yfhM//
