#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	bdcR//ssb//gcvP//gnsB//
GO_0009889_5	dcuB//msbA//dinJ//yggX//yacG//exbB//rhaR//nrdB//mcrA//rcnB//glcF//ompR//gatZ//syd//rpsQ//udp//yjhG//dapA//hybF//pdxB//dusC//sutR//bioC//dicB//purB//cmoB//surE//sapC//mdtK//htrE//fbaA//flgA//atpA//hupA//nemR//hofN//basR//ydjJ//araF//abgT//speC//nagE//htpG//ybcQ//lolE//ybjX//yoaA//fetB//yegS//nrfE//yahK//hns//yfjV//hslO//fhlA//yodD//yehY//bglF//ycjR//dusC//erpA//ydbK//gspI//yggW//adeP//chbB//rluC//ygeW//glpB//allB//fre//yjbF//ompN//clcA//ymgA//yahK//pinQ//yhjV//ssuE//rihB//ddpX//tatB//dnaG//hyaD//pepT//bglF//dgcM//speB//flhA//cdd//purF//fdx//dgoA//yqiJ//casC//ppiC//csrA//murA//dgoR//abgT//ybcF//fdoI//ligB//wzzE//ycfS//cas2//fimZ//gatY//zapE//yfeD//pck//hdfR//ulaR//kdpB//yjiA//cstA//yadG//ribB//radD//dhaK//sfmH//hofC//rcsD//frwD//ybiX//cdsA//cirA//kilR//cysW//ybhA//fepE//plsX//murG//pntA//fixB//ydcR//uspE//ycdY//yfaE//treA//rnr//ydcR//rusA//tnaC//bhsA//ilvI//frmR//adiA//argC//tusA//waaH//pyrL//fic//msrP//cdgI//yfgO//asnC//ynjD//soxR//hda//ygiB//pabC//tnaC//yrfG//fliT//feaB//gudX//ygfZ//rihC//sad//atpB//pepB//nuoN//motA//pdeD//rpsB//katE//panD//ssuD//msrB//wzb//cpdA//yodD//yfhM//purF//yqaE//yhhY//yhjX//hypC//iscU//rsmI//yhaJ//surE//rfaD//lsrK//ybiO//truD//narH//nhaA//nlpD//exuR//waaQ//nrdA//flhC//holC//hiuH//pheA//ssuD//tyrS//nudC//bioD//rfaQ//macA//copA//hipA//recD//yneE//glcE//yadV//lptB//recO//yaaJ//prpD//ydiO//epmB//hybB//insE-1//ptsP//leuC//clsB//fepG//hcaD//pepN//rimP//yagI//hofC//tabA//feoC//hyaD//patZ//tgt//insE-1//nuoH//waaC//aphA//ddlB//tnaC//waaC//glyA//paaE//viaA//hypB//ydcR//mdlA//malP//recX//minC//dcp//priB//rluE//lptC//opgB//ygcW//mdtE//uvrD//hybO//holB//livJ//phoA//gntT//guaA//pdxA//marA//dinQ//menC//metC//arnD//rmuC//ribD//thiG//frc//xylF//crp//alaS//ulaD//rluB//rlmB//yihP//rluE//flgI//ydcP//ulaR//dinG//abgA//rnlA//cdd//sdaC//dnaK//yihL//yjjI//rzoD//citG//ribC//mntP//fadR//essD//fliS//astB//aroK//ldtD//hybF//fliA//cysS//prkB//ycfS//yrbG//
GO_0009890_6	yhdJ//xthA//znuA//nagK//yqaE//appC//paaF//yegV//rfaG//ydiB//smrA//oppC//srlD//galS//argS//nirC//fic//artP//ttdB//edd//kdpB//dhaM//ompL//glrK//emrD//dppF//pepT//hprS//ldhA//lepB//clsA//pepT//wzzB//dgcQ//mtfA//mfd//yeeA//rplO//lldD//rpsN//mppA//hypD//rplM//rcnA//trpD//hcaE//cecR//fecB//idnD//baeS//mrcA//hybG//glcA//alaC//yhaV//ygfI//appA//paaD//tmk//oxyR//nimR//perR//glyA//cdaR//rpoE//yhgH//dpiB//fecC//proS//yhjX//alr//mzrA//ytfT//fucI//tsaB//paaC//dnaQ//gltB//holD//tatC//rlmD//rhlE//yihI//recQ//manY//treA//hscA//dcyD//bamB//bdm//tsx//bisC//bdcR//pcnB//eamB//narK//yhjA//atpE//maa//smpB//prlC//asnS//galU//cydA//adeD//araA//eptB//uvrA//acrB//pgaA//ynfF//pepQ//mrdB//rutD//kdpA//nrdR//abgB//sdhC//guaD//phoB//mdlB//
GO_0009891_6	rhsD//cdd//nuoF//ygaH//ypdC//znuB//yfaV//dnaA//prs//hypD//pfkA//sgcA//amyA//yfcU//pflC//rpsT//hyfF//yjiA//argD//potG//syd//thiM//prc//araD//der//hemF//yafQ//rraB//dsbC//paaB//ycjW//nupC//adeP//serC//yqaE//flgM//metN//dusB//udk//ibpA//rpiR//arnF//galF//ftsI//hlyE//casA//fkpA//nemR//dnaK//cpxR//ybcQ//tauB//cusB//cspE//agaB//galS//sgbU//caiB//yjbH//poxB//hda//ibaG//insB-2//ftsX//gsiC//bepA//surE//msbA//fixC//glnD//ybjI//dgoD//sad//eamA//flgJ//ynfL//yqaA//ftsI//cysB//sucA//nikC//nlpI//ybaL//
GO_0009892_5	alsC//hchA//agaR//nudB//pyrF//kdpE//leuB//ynfL//ycbU//ybcJ//mdtQ//tusE//rnhA//rrrQ//rpsE//cyoE//yidR//chbF//flgM//yadG//greA//wzc//efeO//yqiJ//tsf//ynjD//tig//yfeW//nrfF//iscX//hybF//puuE//atpH//ybcL//degS//fadL//waaF//yahN//sodC//rmf//ldtD//yccX//hyfA//selU//lacZ//dgoR//edd//secF//secE//yaaY//yohC//tnaA//cynT//dauA//yfjV//greA//yadI//mgrB//ybcL//tonB//fimD//fkpB//tdcE//cysK//araC//hldE//yfdR//minE//sodC//csgE//hupB//groS//codB//rplS//gloC//yggW//cutA//hemF//ispG//nadK//flhC//rpnD//rclC//rpoE//folM//nsrR//ybaM//sucD//mhpR//ldtA//mnmA//fimZ//deaD//fadL//ubiF//norW//yaaU//artJ//sucA//ycdY//ftsK//lpxB//bepA//wecB//ddpX//relA//ulaF//yhjB//oxyR//ansB//kdgR//cobS//lolD//yqgF//nagZ//bcr//paaG//hflX//hybE//yjjW//norV//gshA//pcm//ygfX//nirB//nlpA//purC//ybjX//yggD//znuA//nadD//fabH//rnr//trmH//dnaE//suhB//rplM//argF//macA//paaK//bioD//ybaM//sucA//idnT//yjhC//fieF//
GO_0009893_5	yfbR//yjbH//speF//ilvA//nemR//bamE//gadA//mgtA//wzyE//cspI//mtn//aqpZ//hscA//trpE//argC//insK//higA//lepB//acnA//mreC//rplF//ytfQ//frvB//mltF//arnA//yfiF//waaB//yqiJ//lsrB//fabA//srlR//ycjW//argB//dacB//pinR//xseB//yfaE//gloA//aceF//insH-6//ybdN//alsC//insI-1//soxS//groL//mtr//paaF//rplF//cedA//menD//cysP//plsX//oxyR//yidK//nrdF//rpoA//holE//dnaG//rlmJ//rhaB//speG//rpsQ//cysP//hdeA//ispF//agaV//ftsY//oppA//accC//rlmF//ygfA//fimI//hofQ//yihU//araD//nth//yfcS//asnA//cpxA//aceK//eutB//pstA//rfaG//yggF//yeiL//afuC//atpE//fetB//ompW//holA//lpxP//ygcR//lsrR//ugpA//yibA//flgD//bamE//pgk//pitA//
GO_0009894_5	dnaT//opgE//treB//rcsC//ansB//fimF//surA//ykgF//wcaC//guaC//modA//mreC//tadA//sdhE//
GO_0009895_6	folP//ruvB//pdxB//lnt//
GO_0009896_6	yadI//prmA//recN//
GO_0009966_5	ldrB//
GO_0009968_6	pck//
GO_0009970_6	ydiQ//nikC//frvR//
GO_0009972_10	lacI//
GO_0009991_4	pyrB//zapB//lsrK//yfbS//yidK//raiA//yjgX//gapA//kilR//dicB//hldE//rpsL//dgoK//dusC//glgC//secD//purN//folE//cysE//truD//dnaJ//lsrA//yjaA//matP//phoA//folC//dsbC//agaR//menF//waaY//folM//rfaF//rne//mepA//rusA//aldB//smpB//trxC//rplX//yicJ//pgm//mutT//pheP//cysZ//rlmI//ompF//fixA//mreD//bglF//pbpC//paaD//hisC//cspG//tatA//cysH//etp//fucA//aldB//cheY//ghxQ//glgX//cynX//yjjW//
GO_0009992_5	secD//tsaE//napF//lpxC//
GO_0010033_4	wcaC//ypdA//rutD//ccmG//torI//ilvA//yhdJ//fimG//cysI//ibsB//ybaK//dgoD//lpcA//topB//gph//ybaO//dacB//hslV//queF//miaB//mdtK//cmoB//cbrC//hflK//mhpT//narX//mglA//fryA//ybfE//aaeA//yneJ//carB//insI1//lpd//napA//yphF//dppF//asd//thiH//tqsA//betI//lpxT//prfA//
GO_0010035_4	sspB//phnM//insH-6//dicC//rbn//matP//cpxR//elyC//rfbC//yjiR//dgt//add//lapA//malS//pyrD//yebC//artM//cusR//argO//nrfD//ybhP//hypB//sbp//yfcU//arsB//ygaZ//mdtB//bioD1//gspE//elbB//lpxD//proX//yfcQ//ralR//yfjR//dppF//yhjV//paaG//ygfA//lrhA//mutM//lldD//fadI//djlC//fdx//rbsC//elfA//serA//gfcE//hlyE//gatC//srlE//nagB//ruvC//relB//pyrL//sdhE//ydeT//lldP//glpG//cas3//rpiA//cra//chpS//murQ//mgrB//tatC//rppH//yeeA//mdtJ//greB//glsA1//hsrA//prfB//borD//tig//
GO_0010038_5	glgB//ileS//avtA//nfuA//fliA//rplO//glgC//rhtA//ftsH//sdaA//ycjQ//rfbD//dgcM//lacY//ycjQ//zapA//mdtM//gloA//ycjP//rsmH//bdm//rhaT//rnd//sgcA//yidQ//lacZ//pyrE//lolD//yhcF//nanE//hslR//phoB//rarA//yiaA//nadD//tsf//asnA//pdeR//yfeO//csgF//yihR//ygfZ//alsK//torR//fadK//
GO_0010039_6	ygeV//cdd//pdeF//yfiE//fumC//yphF//frdD//
GO_0010041_7	zraR//yjhP//ansB//insB-2//rpsM//trmO//
GO_0010042_6	rnc//hcaT//
GO_0010043_6	hisQ//artP//trpD//yqiH//yjbE//xapA//
GO_0010045_6	flhD//cobT//yifB//
GO_0010106_6	dusB//
GO_0010124_4	yeeA//yoaA//thrC//cysH//yecS//putA//pyrD//nuoF//bglJ//yqcG//fliM//priA//dcp//
GO_0010133_7	gsiB//
GO_0010139_7	bdcA//
GO_0010165_6	lptD//queG//rnlB//gatY//grpE//citT//aaeR//secB//nuoG//fimG//opgB//ypjD//yfcQ//metB//rclC//yqgF//
GO_0010167_5	miaA//nirC//
GO_0010212_5	acpS//arsB//hcaT//yeeJ//mdtC//mtnN//yidH//argP//yfhH//tdcB//setC//truC//rrrQ//menE//gyrB//livH//ybbW//acrB//mak//bamA//yaiP//cobT//nusG//dacA//phoE//ssuD//rep//alaC//
GO_0010226_6	elaD//
GO_0010243_5	greB//kefC//hiuH//yifB//glcC//flgI//yidH//lipB//yadN//helD//ansB//avtA//dctR//yfiC//aphA//yraN//
GO_0010269_5	hypB//
GO_0010272_6	ftsW//fieF//yedF//yeaD//rlmD//araF//
GO_0010273_4	carA//yafS//ompR//mepM//pabA//csiR//
GO_0010288_6	pmbA//
GO_0010312_3	murQ//
GO_0010332_6	ldcA//
GO_0010350_6	yjhG//tag//
GO_0010438_6	lsrG//hldE//fdhD//cysD//
GO_0010447_5	acrZ//cysN//ygcW//ygiV//thrB//bioF//mhpA//yfbU//yjiA//rhlE//yjiM//zwf//dnaT//pgpB//pheT//mcrA//murA//serS//ilvH//ydcZ//fes//
GO_0010466_7	malQ//ftsQ//
GO_0010468_6	yfjV//arnA//greB//rstB//ugd//yrdA//ulaR//tamB//ulaA//yfbR//thiE//melB//yfiC//citG//hisA//ybdO//sucB//prfC//mreD//ileS//rffH//malZ//rfaC//hemB//fabR//lpxP//rnlA//tatC//appB//ribD//rfaF//rihB//uof//malG//ynaI//murI//sgbH//cheY//dut//fixC//lipB//srkA//setA//flhE//ydcR//flgM//kdpB//degQ//ydiK//yfaX//msrP//entF//yfgI//potD//truC//osmF//mlc//nsrR//holE//ybjI//yidE//rhaM//miaA//ydaV//nuoB//lepA//sapF//rseB//murG//nadC//bamD//nikA//hyaA//flgJ//ygiV//rnlB//ynjD//dacC//yodD//rplM//ybcM//adeD//glgB//ybjL//agp//fliK//yfiC//folA//glgB//citT//dhaR//lnt//gatA//mrcB//ybaL//alaE//ydiB//glgS//yiaM//rpoH//fdhE//zntR//panD//pinR//yhgH//ubiA//fliG//ilvA//aceK//fucI//yfiC//pepT//mppA//yjjB//sdhC//glcE//ulaF//sspB//proP//yciK//fdhF//erfK//fhuB//dbpA//pspA//fhlA//tgt//rpsG//pcnB//poxB//alsE//cho//btuD//gcd//ycbU//purB//ycdX//lpcA//uup//ompR//lgoT//rutD//insB-4//xisR//hokB//tgt//truD//yehB//cpsG//aroP//ruvA//yggN//ssuA//entF//emrY//ycjU//ulaC//fabD//ompC//recF//yjbE//accD//cobT//rrrQ//yihL//purA//glnL//fmt//zapD//mltG//glcA//queG//msrA//sucA//matP//yfdK//fliT//crp//ascG//mdtP//malF//cvpA//ghoT//znuB//map//yehC//chbR//mdh//tufA//oxyR//waaY//nfsB//accC//sgbH//mtr//ptsN//yjiA//alsA//ybhJ//secE//proW//panE//erfK//opgH//hofP//sfmH//hemB//ybjX//asr//yhcH//phnO//nikB//galR//sdaA//rpiR//rcnR//yibA//nfuA//eptB//ybbY//insI1//hprR//rpoS//pabB//rihA//gmk//cof//fdhD//topAI//phoR//trkA//arnB//citG//kduI//ulaG//phnK//lolA//moaB//marA//ynfH//appB//paaD//psuT//tsaB//ydcP//bioD1//yidA//ybeF//yihU//ung//ravA//potF//tsaD//galT//ygeV//acrZ//yehD//araH//feoB//tilS//recO//waaB//entF//yiaB//nrdA//yajQ//corA//oppF//artI//iraD//spy//yqgF//argC//ccmE//oppC//guaB//rppH//mltF//psuG//hisQ//pdeK//srlE//gcl//ppiA//ampG//nrdR//insA-2//mltF//dnaC//gntR//amiC//gadX//glnK//hisQ//clpX//ppk//ygaH//purU//livM//fadM//flgF//ynbB//yciE//ygeX//polA//fre//fmt//menC//murC//rnd//thiE//sfmC//osmE//chaC//rcnR//nlpD//ybcQ//hycH//
GO_0010498_6	metQ//
GO_0010501_7	mug//ilvB//tcyJ//thrA//gltK//wecC//ynfH//yebQ//bioA//
GO_0010528_5	xapR//
GO_0010556_6	ybbY//mngB//gadE//rnhA//trpL//yhcF//surE//leuD//folC//dsbD//fdnI//mnmE//rlmB//prfA//rdgC//betT//def//npr//fdnI//aslB//rpoH//yfgO//lon//rplY//puuD//suhB//tamA//holA//dctA//pgl//yfhM//rclB//macA//glsA//yfhM//hrsA//topA//rzpR//proB//rutR//asd//cueO//ycfJ//dnaQ//ldtC//bcp//mcbR//argC//ompT//miaB//fieF//rppH//pdxA//dsbG//yohC//ydiB//sufB//alpA//cas2//qseB//djlC//dcp//gudD//arnA//ccmD//menC//lepA//lyxK//rraA//lysP//holD//dauA//tdk//glnK//rpsJ//wecE//yihI//ttdB//nanT//nupG//rpsO//leuA//gltB//alaS//ftsW//cycA//ybiX//nemR//ybfA//raiA//ompG//lysO//rplK//yfgI//waaJ//srkA//betB//puuB//yjiY//yfcV//codB//yigL//prmC//frmA//flgI//alsC//pcm//emrK//rnlB//umuD//hisC//fpr//iaaA//uof//mlaF//hpt//idnT//waaS//rplW//rimM//uhpB//folP//waaJ//ybhI//malQ//galF//radA//yidZ//ompT//yggW//hisB//elaA//dcuC//relB//cydC//uhpB//yqaA//ybaQ//macA//nuoI//hofQ//yhjR//ykfM//yiaU//hinT//pflC//frvR//hybD//yiaO//yehT//marR//cobS//waaL//lplT//hdhA//fabR//yggT//phnH//sdaB//marR//yadV//rraA//rluB//arcA//sxy//ymgF//minE//amiA//fimG//sbcD//waaS//rlmF//ssb//yfhH//gcvH//sfsA//yjbB//proB//ibsA//dam//napA//thrA//insF-1//yejA//sstT//nikB//rffM//casB//flhD//ycgB//ptsH//folD//edd//rplS//appA//zntR//ihfA//murC//ddpX//envC//gpsA//uxuA//arnF//nrdA//yphC//hdeD//higA//hxpB//kduI//gnd//yhfS//livG//gppA//sutR//dhaR//stpA//frwB//xseB//yqcC//yidK//pdxJ//rsmI//pabC//ettA//waaG//dacC//ulaE//yqgF//pnuC//yohD//ygbI//trmH//ibpA//ykgO//ligB//setC//tabA//cysH//gutM//pcnB//nhaA//ldtB//sodA//creC//insI4//dnaK//tomB//ldcC//htpG//glmM//queD//kdsB//yjfF//cspD//ebgA//trpGD//hybB//pykF//gspE//yjcO//mutL//rfaD//uspG//xerC//btuF//obgE//araG//ykfM//mreB//flhC//rpoS//ubiI//arnD//bisC//lgoT//yhcD//mglA//ftnB//sgbH//entE//pstC//flgF//thiM//yoeB//glgP//ftnB//pdhR//yjhI//ycfJ//yhjC//rspB//trmA//lacY//ydhQ//plsB//ybdZ//ydeT//mhpA//psuG//xseB//dnaC//accD//phnK//nrdA//chbA//hflK//yjiY//proP//ulaC//fabA//ttdA//rlmL//
GO_0010557_7	elaA//srlD//rtcB//rpoD//yjjW//secA//gapA//basR//proA//rpnC//yhbO//dacD//yhjC//rbsK//sgbH//galM//fecD//uhpA//opgB//ynhF//ydiB//ubiI//mfd//yggN//acpH//yjbF//ycfS//frvB//mreC//gloA//ascF//lpxT//napA//mtfA//ybgI//moaC//hcaE//ivy//glnK//hisF//flgK//setA//pyrG//fepB//amtB//ybcJ//uhpB//entE//yijE//ydiF//phnL//ilvH//aspC//nanC//rlmI//glcE//rplJ//ycaO//dnaX//dsbD//malI//bluR//lldD//sdhE//lptB//yqgB//xanQ//prkB//amiA//malF//astC//elfG//qorA//fucI//mlaB//mzrA//lsrG//purA//ynaE//yjhB//potC//napB//
GO_0010558_7	ybhD//slmA//gmd//ilvA//rhsD//yibH//kgtP//dgoA//carB//rna//ymgA//yhaC//ftsB//plaP//thyA//yqeA//alkB//norW//fadK//arcA//allB//bacA//rimP//uidA//frmB//sstT//dicA//hflK//yjjW//ykgO//entC//xylH//uxaB//rlmI//rihC//mdtB//mtlA//dnaC//phnC//gspJ//rhtA//uspB//rimP//dusB//ddlA//emrD//ompN//bamC//hyfR//exoX//lolE//glyA//fklB//fadA//ygiV//mdtK//ydcT//plsB//ilvH//iraD//mlaC//hxpA//yebS//kdsC//cpdA//carA//rlmA//rph//thrB//ybhI//ybhG//ftsL//galR//dnaA//phnJ//csdA//yadG//tufB//obgE//fre//mltF//dnaE//ydhQ//dsdC//mdtQ//asnB//torS//kup//ghoT//gltS//yeiG//sspB//hybF//ydfH//mtgA//ybaT//lepA//chbG//nrfF//ilvH//ftsL//ispG//potH//yneE//pitB//treR//yehD//sbcC//garD//priB//fadI//emrK//yegD//rpmF//wcaB//garP//yfcU//alkA//yadI//cnu//
GO_0010562_7	mscM//ackA//
GO_0010563_7	sad//speA//
GO_0010564_6	ibsE//insI-2//yjcS//insH-6//djlC//
GO_0010565_6	yagG//aldB//idnD//ykgF//mltA//blc//
GO_0010604_6	napA//waaS//nlpE//kdsB//sapA//sdaA//betT//mrdA//ydcI//lysO//glcD//tamA//rsmE//amiD//ycfH//modB//yraK//ycjY//sspB//exbB//mtnN//ygbN//acrF//yjhI//casE//ydeP//aldB//fepG//higB//sucC//ftsE//uacT//ibpA//ppk//cbtA//yqgF//cmoB//rlmB//sodB//cbrC//rpnC//mlaF//sdaA//fnr//ebgR//rhlE//yidC//artJ//yjjW//insB-4//rzoR//yhdZ//lpxL//dgcJ//yceO//ybhA//galR//rlmI//psuG//rhlE//ybaO//fixC//dhaR//abgA//mreD//nanE//glsA2//crl//ybjL//tusA//fhuD//yhbX//araG//spoT//gutM//yihI//yfcU//gspF//lepB//yiaN//pabA//pphA//ttdR//lacY//nusG//cyoC//fumC//emrY//ompA//mprA//clsA//acrZ//fiu//
GO_0010605_6	btuF//nuoL//tqsA//yahF//lpd//fliM//potH//nlpE//tnaA//tatA//fumC//rclR//malK//rpsB//pncB//rsmC//lacI//recA//bssS//yahI//yhdX//ahr//yidC//dmlR//pabC//rutB//clpP//nikR//raiA//pyrD//pgk//rnb//sufA//ccmE//borD//pspA//pck//rbbA//nagA//napC//zwf//wzb//trkH//yddG//ydcM//glvC//tap//yggF//ycdX//clsA//dcuS//frlB//nikD//add//fliZ//mnaT//ldtD//arnB//flhD//nikC//livJ//priA//cas3//gutQ//metL//mdtM//hybC//pabC//flgG//cyoD//pdeK//rutC//yajR//ynfK//glnA//xapR//flgA//feaR//yfjV//clpS//sufE//hyfC//cspB//nlpI//yfcR//eutA//yaaU//yqiJ//xapR//tcyN//rlmI//avtA//diaA//glsB//ymgF//iscS//secA//mltA//feoA//yjaZ//htpG//leuE//parE//lpxC//waaO//msrC//dusC//yqiJ//rpsL//glnQ//soxR//fimF//rodZ//moaC//ybhI//epmC//relA//glnH//entH//rfaD//gspJ//gntP//secE//wrbA//rhaM//lolD//fimB//motA//sgrT//ybaT//ftsE//ompA//ghxQ//gmd//sapA//mcrA//rplI//ybhS//dnaE//alr//aldA//fadA//glpG//zapC//
GO_0010608_7	rpmJ//yqeF//ykfI//fixB//sgcR//sapD//yqgF//metI//map//ilvE//gnsB//dhaL//cdh//xanP//kefB//recF//mdtC//mhpB//cusB//hsdR//yidR//insA-2//ftnA//gadA//rplE//preT//rnlB//galP//acrZ//yebQ//waaA//mntP//glgP//rpoE//cpxR//araD//metB//fimF//metH//thiD//wzzE//yibA//yjbH//panB//
GO_0010628_7	ymgC//tdcD//entA//uxuR//treB//ldrA//rpoS//rpsL//artQ//ynjA//serA//ygaH//ldrD//eutA//dedD//rho//polA//nrfE//vsr//yodD//ybfE//purA//ftsH//waaO//abpA//yfhM//entE//yjjW//ampH//sdaC//deaD//bssS//yieH//hchA//opgD//topAI//yfbU//rapA//ygiN//lexA//rayT//wcaB//ilvI//miaA//ftsI//tonB//dapA//panE//fadI//murJ//ynfH//ybcF//aceA//mrr//mgrB//yfaU//yjcO//cmtA//ybhS//dctA//mak//pgpC//livJ//lldR//elfA//glsB//dedD//rhaM//argT//tsr//bamD//glnQ//araF//ygiW//hypB//btuD//ybhI//glpC//bamE//ychO//holA//yheT//galE//
GO_0010629_7	pdxH//napB//helD//degS//fnr//glk//ispA//yijE//truD//rpsJ//lsrK//fabG//napD//atpB//ackA//eutA//treB//casC//feoB//mtlD//ubiC//fur//rlmC//arcC//yfbR//recX//pyrC//cheR//kdgR//ynfK//kdsB//nuoB//rplF//thiQ//dsdA//pgk//hisS//ycbX//pdxA//cheB//xylE//fieF//yagU//yaaA//hofO//ogt//pta//murG//truA//pspG//kdpE//rfbX//nemA//yfdR//tqsA//fliZ//rpmJ//slt//cdd//dps//gutQ//hofN//rimI//djlC//agaB//atpC//insA-1//dam//phnJ//ribF//pepD//baeS//cysN//slt//pspC//phoB//ydbK//barA//ydeO//uvrY//yhdJ//mdtG//amiC//yehP//aceA//cyoB//moaE//mhpT//flgG//rstB//miaB//djlC//cmtB//yhcD//ftsX//dnaJ//dmlA//dtpD//rsmD//sfsB//stpA//nuoF//gmk//radD//melA//yddM//yahN//yiiD//yggE//ybaO//iraM//yiaM//alaA//tgt//fdnI//hybE//rlmM//yegD//mdfA//cadC//casC//hha//hofN//ybbW//aroK//envC//fadJ//yebQ//
GO_0010638_7	gatA//yiiD//
GO_0010639_7	yfdR//dgcN//nrfC//
GO_0010646_5	bacA//
GO_0010648_6	blc//
GO_0010675_6	hslJ//sdiA//fumB//yiiM//rcsD//uvrA//
GO_0010676_7	znuA//rhtC//
GO_0010677_7	cspD//
GO_0010699_4	codB//basR//
GO_0010810_5	ftsE//aes//
GO_0010817_4	recN//yfbU//gldA//hupB//intQ//flhD//ygiN//fucA//feaR//adiY//ybcM//rzpD//elaD//yjaZ//
GO_0010827_7	elaB//
GO_0010829_7	fhuF//
GO_0010876_4	yfdS//
GO_0010906_6	ynaI//rpmA//
GO_0010907_7	yidA//
GO_0010911_5	nikB//adk//lpxH//
GO_0010921_6	ybjX//pfkB//hyaC//pnp//
GO_0010941_5	rbsD//
GO_0010948_7	yadI//lpxK//
GO_0010951_8	bioD2//dnaN//
GO_0010962_7	rutB//cusR//
GO_0010966_8	chbF//
GO_0010967_6	djlC//
GO_0010974_7	fecB//
GO_0012501_4	ompW//rhaR//rplW//rho//ttdT//fdhD//lpxC//rpmA//galU//yhgH//mraZ//phnM//shiA//
GO_0014070_5	alaE//sgrR//
GO_0015031_5	yieK//gudP//fur//fur//wcaB//frlA//ygeV//aer//acrB//mdh//rfaC//ychF//ybbN//holC//yiaF//serC//pinE//prmB//ydcP//nrdD//adhP//ydaN//flgJ//fdnG//prkB//torA//sfmC//csiR//mazG//fucK//ybeQ//dgoK//betA//emrB//gatB//dsbB//kdpD//hchA//ribE//gsiD//xthA//
GO_0015074_6	rarD//dinD//ampH//mgsA//rcsB//mnmG//rutR//
GO_0015628_5	ihfB//yihT//dhaM//yqcC//degP//
GO_0015669_5	grpE//
GO_0015670_6	pdxA//
GO_0015672_7	bacA//alaA//hpt//yadN//flgC//tauC//yqaB//yhjG//chpB//galP//yadI//yqjH//caiB//ruvA//gcvA//gsiC//thiE//cheA//mhpC//lnt//psd//artI//rpmH//tap//yjjU//rffG//entB//tolR//pflC//tyrA//yqgF//symE//phr//bcsQ//nanS//asnA//dgcM//plsX//mutH//fadI//yafS//tusB//mtlR//
GO_0015673_9	rplL//
GO_0015675_9	ibsA//thiP//ybgP//epmC//uxuA//menC//yehY//glgS//
GO_0015679_10	pyrG//mazF//
GO_0015682_8	pth//dnaK//glyS//rzoR//appC//dcuC//tomB//mreB//rmf//ihfA//cas1//tusC//
GO_0015684_9	murE//frwC//sthA//minC//hybE//
GO_0015685_8	rpsL//ssuC//mprA//argI//zapA//fadA//
GO_0015687_7	uvrD//dgoR//rmf//glgX//
GO_0015688_6	livF//greA//metC//ibsB//pspC//yihX//folM//otsA//abgB//rihA//ilvH//iraM//pyrG//tdcF//yajO//mlc//yggF//dfp//
GO_0015689_8	recC//sbcC//rluC//
GO_0015691_9	tcyJ//gyrA//zipA//insF-1//
GO_0015692_8	livG//
GO_0015693_9	glpF//paaD//
GO_0015695_6	bamE//rutD//envC//higA//ydcR//glnD//ynfE//yebC//yfeR//abgB//insA-1//yidD//rplS//hcp//dapA//tatC//hyfA//tamB//arsB//uvrD//lipB//mscM//selA//fadI//pgaD//narH//yhdJ//ycdY//bioC//tolA//
GO_0015696_6	ugpB//frdD//xylB//ybaE//yidH//insI4//glpD//truC//lptC//ybjN//yiiM//opgD//polB//rfaH//clpP//cysK//ydcT//fryB//lysR//flgB//ttcA//yifB//uhpT//rseC//cdaR//tonB//iscS//yhbQ//rplI//yjaA//ybfA//
GO_0015697_7	argP//osmY//ydeT//alsC//paaH//sgbU//rsmC//vsr//djlC//ydjH//uvrD//ratA//nikD//
GO_0015698_7	tsaB//radD//sapC//oppB//tusA//yibA//thiI//argK//gudX//fsr//mltG//narV//hisC//gph//era//zapB//ndk//dsbA//frc//sbcC//uhpB//yhjV//murB//gltP//amtB//torC//truD//ydfD//rbsR//gnsB//livH//ubiA//treR//pth//lptF//citC//pgaB//srmB//fliL//yjhH//galT//
GO_0015699_8	fadL//
GO_0015700_8	fmt//eutN//
GO_0015706_6	cca//rpsH//uup//
GO_0015707_6	lysR//ynfL//rffH//yidR//ilvH//ybiI//
GO_0015709_6	insH-5//
GO_0015710_8	yiaT//yegT//
