#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hyfC//crp//rplA//lysP//
GO_0010468_6	lapB//fdnI//bioH//ybiX//lysS//feoC//intA//intE//csgG//maa//flhD//rffH//pgi//parE//yiaF//lpd//narQ//hycA//kbp//hybF//exoX//potC//ssuD//aspS//hyaD//mdlB//rsmJ//sapC//glpK//cspE//ygeW//bcsA//folP//csgD//prfB//xerC//manA//rmuC//nanR//insE-1//hcaF//trkA//cysA//alaC//hofP//rpsA//scpB//rng//sdhE//ruvB//panB//speG//narY//kduD//plsC//ptsH//cas2//pepT//nrfB//deoD//allD//hsrA//bioC//cdgI//scpC//fucK//tehA//amtB//rclA//ushA//rlpA//rph//ybjC//hchA//nhaB//fimE//thiQ//yhaV//ybjC//yhgH//ilvM//rpsL//yghU//sfmA//yafQ//galT//ydeE//yfiC//sthA//rpoA//araC//rimL//uvrB//gadA//waaO//arnT//malE//cydA//rffC//hscA//paaD//sgbE//entB//sufB//nrdB//mntR//tsf//dedD//lpxD//leuB//yiaO//ypdI//atpH//aldB//dcuA//uvrY//ygeR//thiD//appB//yjhI//apt//leuS//thrL//mug//rnlB//plsC//waaF//pfkB//glcE//ypdA//pgaB//trkA//ybcM//csgG//bglH//dgkA//trmO//grxD//ybjD//agaV//fimC//rplL//ygbL//nrdA//gloC//ptsN//atpG//dgcM//yobA//dnaG//aroE//gutQ//ffh//intS//yjiM//ssuE//rlmE//ftsW//ymfA//kup//sgcR//mqsA//thiE//ykfI//bioA//higB//rpsS//lpxB//fimG//wrbA//yfiF//btuR//recO//tauC//yidE//recD//yciT//azoR//rbsC//ada//znuA//aldA//trkG//yciG//dgoR//yhjB//ulaB//yihR//rlmH//yiaM//gldA//ydjE//ugpC//rfaF//dsbD//fetB//wzzE//envR//rph//phoE//fimF//yciG//idnT//lsrB//tauB//agaS//zwf//ygeX//yjcO//sad//iraM//dgoA//xerD//rihA//bioF//azoR//cheR//cadB//lpp//sdhB//ydeM//hycA//orn//fetA//nrdF//atpA//dkgA//rclA//csdE//rutE//amiA//lysO//holD//folE//ddpX//cyoC//hns//pth//ruvC//gcvH//allB//csdA//yhdH//radA//yraI//yfgO//codB//avtA//mppA//bglF//tyrB//glgS//yhjX//glcD//gutM//torY//fecD//nagA//ligB//mdfA//rcsD//sdaB//serC//mdtL//proC//ydcM//rpsN//mzrA//cusF//livK//metR//rhtA//yggX//rpnA//cbrC//araG//yfbU//bfr//ycdX//hybG//lpxC//ilvN//insH-5//yebS//yciH//nrfE//tyrR//dnaB//yfhH//yphF//fic//csgD//alaA//ynfH//bcsA//bglJ//yfcR//rbsB//dedD//lsrG//ubiB//bglA//proC//puuC//ddlA//nudG//ydhK//yhaO//leuA//ibpA//ansB//shiA//yjjX//citG//rluF//torI//yobF//zinT//
GO_0010498_6	fimE//
GO_0010501_7	purT//deaD//gltP//rffG//guaA//sgbE//ftsI//rpsJ//yidE//
GO_0010528_5	paaZ//
GO_0010556_6	dld//pcnB//yhjX//lolE//ycjW//htrE//caiD//nudC//crr//garK//elbB//ybcM//alsA//panC//waaB//smrA//atoC//csrA//mdh//tar//livJ//hicB//idnT//nudF//rspB//lsrK//rzpD//rutR//soxS//yhhY//ulaG//hcaB//yajO//fdoI//rclR//mraZ//hybF//lpxL//dtd//lptG//bssS//yghO//yajD//mtfA//gsiA//thiP//secF//rpsO//ptsG//insF-1//rutB//asnC//yehX//gcvT//pstC//trpD//lptB//mltG//secM//clcA//udk//glnB//ydiF//ung//mdoD//araE//dnaC//tyrR//rplP//sodA//arnE//sstT//cheZ//ftsY//nrdR//pgk//nusG//manY//lexA//ybdH//cueO//metR//mutY//yhbX//yraK//yqjI//hybB//fdrA//yjhP//cysM//yfgJ//cysQ//paaB//yfiC//ung//uspF//mepA//uxuR//tnaA//sfmC//lplA//rep//tolC//ybdO//tnaB//xerC//citX//umuC//rhtA//gntR//tdh//sgcX//phoQ//kduI//yfeX//hemB//fecC//amiC//yahB//holA//cpxA//ibsD//tusB//erfK//lplT//umuD//ybhG//gutQ//argS//brnQ//dnaB//puuD//aroE//kup//dps//proV//hisH//rcsB//shoB//yhjV//hisP//rbsD//sgcR//dld//dcuA//ade//gluQ//rpmA//mltB//dtd//minE//yigL//gnd//fadR//rbsK//pgrR//rfe//alkB//cpdB//valS//lsrA//oppB//hsdR//otsB//yahK//gsiC//glpT//hcaE//oppC//yhhZ//ydfK//holC//ybdG//ybiY//phnN//garP//mdlB//nrdG//patD//entA//ycgB//ulaC//hybD//yfcG//ymgC//yafQ//lspA//glmS//decR//phnM//yeaD//tatE//lacY//murD//ccmF//purD//mtlR//fmt//prs//gshB//csgF//dcuC//yfcV//holE//rlmH//abgR//ynaI//cca//sucD//ffh//entD//csgG//agaB//erfK//ascB//rbsC//ccmD//crr//msrQ//tpiA//ybdM//ydiF//glpC//paaD//argS//arfB//yjcO//rfaC//mqsA//yjfP//dinB//yfcQ//puuC//adiA//yddM//htpX//ftsI//rzoD//argD//fumA//rfbX//rplR//mcrB//rfbB//yciF//yadV//minC//tatE//rplO//yccA//livF//ftsW//copA//ibpB//alkA//dnaA//proC//recN//nanR//clsC//yjiM//alkB//ascF//yidP//xanP//cof//kdpF//yiaJ//gloC//rfaD//xylR//ydjK//phnK//pyrB//hscB//bcsQ//iaaA//topB//greA//insB-2//trkH//artP//rplK//dhaR//relA//helD//sbmC//napF//yehY//dapB//sgrT//chbG//potD//ssuA//malK//dsbG//rsmJ//soxR//cstA//ibsE//ydjL//cho//ssuB//ribE//chbG//yiaF//ribA//leuE//frdB//mreC//ybfE//bioH//
GO_0010557_7	aphA//wza//rpsG//scpB//tusE//gntK//ybiX//mazF//yjiX//bamA//aaeB//fimC//yajQ//zupT//macA//murR//yqeG//gatB//putP//uvrD//mfd//yaiP//bdcR//metL//chbF//sucB//hupA//ybjI//mltC//atpC//leuC//yjjW//ydcP//gatC//ygiV//phnK//yfcP//rsmA//folX//pheM//ade//yieH//menI//livH//mrdA//kilR//ycjR//yidA//bipA//ompW//cydC//cpdB//hemH//frmA//yojI//mdtK//rluA//cysD//clpX//dinG//tsaD//elfG//btuD//cyaY//slt//mdtA//glyA//dsdA//cpoB//dbpA//adhP//flgM//hisA//selU//sgcX//uxuR//ydiK//fumA//sfsA//selU//iclR//selD//
GO_0010558_7	bioB//rhsD//bssS//deoR//btuB//fepB//priB//mnmE//hypE//rpmH//plsX//ompF//ubiF//intA//ptsN//nanC//csgD//emrK//xerC//hipB//mepH//hxpA//tldD//secG//ydaV//yggP//gshB//cdgI//yidQ//rpsG//srlB//citE//prfA//kduI//chbG//lexA//ihfA//greB//zapC//sapA//glsA2//aer//metC//hslO//bioF//fimE//qorA//viaA//ribC//minE//guaB//adeD//gabP//dmlA//entF//dcuR//ilvM//hfq//yeaK//yejE//dicA//uspB//yiaU//fliT//glmU//ompL//rpsR//dmlR//artP//yhbY//arfA//mlaC//cysG//uidR//uxuR//ybbY//mazG//ariR//trpB//nikC//entA//htrE//ydjL//yddA//cptB//hemF//mhpA//norV//tsgA//abgA//mmuP//yohD//caiE//yojI//wzzE//galP//rseC//gabT//nfi//glrR//ansA//rclA//potC//btuR//setA//ybjN//yebK//hcp//slyD//fadJ//phnK//sufS//rsmD//iscR//fkpB//tolQ//intA//xthA//ypdF//ulaE//
GO_0010562_7	glk//nsrR//
GO_0010563_7	insH-5//yceD//
GO_0010564_6	thiC//xapR//folP//pdxK//mltG//
GO_0010565_6	yeeL//pcnB//dgoA//ydjE//aroE//rbsK//
GO_0010604_6	lptD//rpnC//dhaM//ivbL//srlB//tauA//uxaB//satP//yccA//clsB//yhhY//comR//paaD//ykgA//mmuP//rfaQ//nuoH//yceD//dgcE//dinG//allS//pnp//kdpB//wecA//aer//yejA//rhaR//fruA//flgD//exoX//ogt//fdrA//xapB//ydcZ//yjtD//csgF//yeaV//fabZ//cdsA//dgcM//aspA//hyfF//ybeQ//gntT//argH//dhaM//tamA//rfaC//rpsI//gspJ//nagD//ydcR//htpG//mtr//purC//argE//yigL//ompR//argI//flgJ//blc//recD//kdsA//pyrE//mntS//xylH//thiI//prmB//abpA//glpK//torR//tdcF//moaC//bioF//dfp//ykfI//yjbF//nudF//ribC//ycfS//tabA//zur//rclB//frlR//rpsL//yfdK//dgcJ//hsrA//mdtI//rsmF//yfgO//gatB//ybgI//
GO_0010605_6	kdgK//bssS//cra//yiaM//wzc//frdC//opgD//ybhA//yieF//lsrG//yeiL//bglB//rpnD//lpcA//arnB//ygiB//mgrB//yhdX//ydiF//yggT//aroA//csgG//fecC//pepQ//mprA//yihW//treC//znuB//cusF//yehX//uspB//mscM//basS//thrL//malZ//yhgH//upp//lgoD//argE//sapD//ettA//yhjX//proV//acpH//cysC//alaC//gstB//paoC//serC//mdtM//napC//topA//crp//ydfG//tnaC//yeaD//cysI//ubiG//mliC//napC//tabA//yhhT//lapB//mhpB//aidB//dacA//appA//citE//infC//yeaE//yfcA//pinE//yegT//waaL//yafO//mtnN//mnmA//serS//uidR//opgE//nrfD//rplO//hypF//mlaD//flgM//rpsD//ynaI//narW//valS//dgkA//dcuS//ybeF//citX//tas//acrB//cpxR//thrS//ascG//chaC//dnaX//cmk//clpA//leuC//ydcS//bamD//kdsA//nrdE//fimH//betA//fepD//hscC//rfaE//yigB//xseA//ynbB//acpH//trmB//rplQ//recG//rfbD//nrfA//malY//yaaJ//uvrB//malK//mprA//hinT//dnaE//tauC//metF//trmH//nikE//yccA//pgaB//qseC//fimC//nanT//aspC//dosP//dgoA//glgA//mhpT//rfaQ//rluC//
GO_0010608_7	rne//deoC//udp//yedL//paaX//ppiD//yajL//ftp//apaH//ugpC//ptsP//ydfG//potI//dtd//fimH//ulaB//hprR//truD//ulaC//setA//yehX//yjbH//parE//ybbN//xisR//lysP//nuoL//cdd//nanS//galS//umpG//rpmC//evgA//ydcM//yggF//insI3//csgG//ynfE//sapB//yoaA//lldP//yidZ//chpS//puuB//
GO_0010628_7	dedD//dacC//ybiA//phnN//smpB//bamB//entS//malG//mocA//dedD//fumA//yfcP//pepD//lgoT//pgaC//rlmD//sugE//fkpA//bcp//rpnA//napB//argC//bssS//manZ//yhiM//rutD//fabG//ulaA//ilvC//bioF//trmA//gudP//cpxR//insA-2//araC//ebgR//paoC//alaS//argH//ydaN//iscR//der//eptB//tdcG//folA//metB//speE//pabC//speE//nuoN//tdcD//yfdR//ppx//thiQ//bsmA//ubiG//feaB//fliK//tsr//sohB//ibsA//yadK//mocA//pitA//fre//phnO//tcyN//kdpB//kilR//ygeW//mltF//ortT//srlR//cysW//livF//bglJ//treC//truC//rpsK//ttcA//sspB//chaA//yjeI//
GO_0010629_7	thrA//gpt//nagK//ghxP//flgI//yidD//dgcN//metG//ydaN//rpsH//fadJ//ampE//syd//ybdZ//ygcW//cstA//dicB//zapE//gatC//hofO//fhuD//rmf//rsmD//pspC//ulaC//melB//fepE//rusA//hflX//kduI//pheS//hcp//folA//mdlA//yfhM//ariR//proV//yjiA//thiC//lptC//yoeE//rpiA//dgcN//ptsG//ycgB//add//hybE//ubiE//lasT//elaD//yqgF//uxaB//livK//ligB//fdrA//blc//ccmG//asnB//ibaG//mrr//chbB//ushA//relE//gltL//dcp//zwf//rseP//tolR//topB//dtpD//menH//torY//speA//coaD//yafN//holB//metR//ccmC//insF-1//chbF//hisQ//pspF//tqsA//btuB//yfcF//clsA//rbsR//ybfA//rfaF//mtlA//lptG//ymgC//katG//tcdA//edd//lpxB//ybfE//paaG//qseB//ada//yjhC//ynfL//hisH//yccA//thrB//rcsD//gnsB//yjjG//rpsJ//araA//hybO//dtpB//yadG//bcr//dsbB//xylE//xerD//argS//hcaB//cutA//rluE//fimZ//caiT//lptC//ldtA//thiP//cyoB//crp//
GO_0010638_7	rclR//csdE//
GO_0010639_7	hisQ//tamB//secA//
GO_0010646_5	rhaD//
GO_0010648_6	rhoL//
GO_0010675_6	tehA//galU//cysG//fcl//glnQ//etk//
GO_0010676_7	thiH//fbaA//
GO_0010677_7	dut//
GO_0010699_4	kdsC//btuR//
GO_0010810_5	yhaM//potH//
GO_0010817_4	lgt//pinQ//exuT//gmd//rlmJ//waaU//chbB//yieE//waaA//yqgB//yfgJ//cobT//deoA//gcvP//
GO_0010827_7	rayT//
GO_0010829_7	ydjE//
GO_0010876_4	yfiR//
GO_0010906_6	ykgF//rimM//
GO_0010907_7	gsiA//
GO_0010911_5	yhhY//gyrA//ybdO//
GO_0010921_6	msrB//malQ//guaC//lpxK//
GO_0010941_5	oppB//
GO_0010948_7	narQ//mglB//
GO_0010951_8	flgI//ytfT//
GO_0010962_7	mdoD//yicJ//
GO_0010966_8	casC//
GO_0010967_6	mug//
GO_0010974_7	wecA//
GO_0012501_4	tdcF//ulaE//phr//rplN//exoX//yraK//yhaC//plaP//murA//thiM//hfq//cpdA//alpA//
GO_0014070_5	insK//yjjU//
GO_0015031_5	glxR//xerC//ldtA//sodC//eutR//rffC//ybbW//ulaR//yoaA//lptF//tauD//dinQ//yieK//rbfA//tar//marA//agaR//pgaB//yjbE//rpsK//greA//msrP//torC//atpG//gcvR//plsC//ycfJ//minD//puuA//garL//bluR//rdgC//glmM//ccmF//rihA//metF//pyrH//mntS//zraR//dfp//dtd//
GO_0015074_6	potA//fadR//ygaV//fliS//ilvB//copA//rlmC//
GO_0015628_5	ydfG//yeeJ//argR//exbD//potB//
GO_0015669_5	rpmA//
GO_0015670_6	hyfR//
GO_0015672_7	edd//frvA//amtB//exuR//umuD//cas3//yegD//ytfP//speB//hemE//gstA//ydjJ//nagB//yghW//yqcC//betB//bioF//blc//ynaE//sfmF//mlaF//valS//fepC//uspF//ycjR//cheZ//puuC//yebC//endA//gabD//yjcE//nemR//topB//rpnC//queE//ydcO//atpH//cas2//yciT//ftnA//mdoG//yghO//pgpB//
GO_0015673_9	frdA//
GO_0015675_9	hcaF//corA//mioC//slyD//alaE//roxA//corA//yjcO//
GO_0015679_10	trmA//ibsD//
GO_0015682_8	fnr//pepQ//ftsK//rhaD//pncB//rbsK//nadD//purR//mutM//zapA//ibsA//ycjY//
GO_0015684_9	ridA//mscK//opgE//mntR//mqsR//
GO_0015685_8	ddlB//puuC//yiiD//wecC//yigL//paoC//
GO_0015687_7	cbtA//prlC//csiR//cbl//
GO_0015688_6	plsC//sugE//clsC//udp//fepB//rlmD//fucI//kdpE//udp//nudF//uidA//spy//artQ//alsB//yajL//yeeJ//rtcB//clsB//
GO_0015689_8	ssuE//ypjD//mtlA//
GO_0015691_9	sspB//psuT//yahK//amiB//
GO_0015692_8	nikR//
GO_0015693_9	hfq//yhaC//
GO_0015695_6	ycdX//lysS//paaC//secG//cysD//ykgO//yahN//tmk//mazF//purL//dsbA//yhfS//clpX//yagJ//secY//hflX//qorA//ilvN//fdoG//napD//torS//dgoT//bioD//fbaA//nrfE//dcyD//malP//nadK//frsA//leuC//
GO_0015696_6	apaH//fliL//purC//ilvI//purL//uvrA//yegV//rdgB//osmE//casB//ligB//ynhG//chaA//idnO//hcaC//dgkA//rluB//elfD//cpsG//yhgH//ssb//cpxR//cmoB//gatZ//napA//nfo//frdB//hyaA//ffh//yedL//asnA//
GO_0015697_7	modB//sgbE//rpmF//yiaN//endA//ddlA//kbaZ//osmY//betA//arnE//bamC//nei//rcnB//
GO_0015698_7	fepE//narG//marR//atpH//xerC//dgoA//ubiF//yfbU//mrp//yehZ//icd//rhlE//fimD//ynjD//dsbB//hrsA//pdeH//guaB//glpG//tdcD//uidA//flgA//prfB//insF-1//gcvA//ghoT//lpoB//dhaR//degP//yahO//htpG//gadB//yggX//yjbB//fryB//yhcN//ccmH//hemF//yraJ//secG//yehY//
GO_0015699_8	folX//
GO_0015700_8	dacB//fucO//
GO_0015706_6	ubiX//dps//bamB//
GO_0015707_6	dacD//crp//ftsK//hdeD//yfbR//cecR//
GO_0015709_6	hcp//
GO_0015710_8	ycdY//xisE//
GO_0015711_6	ycjP//frmR//ihfB//ychF//srlR//ykgA//avtA//cspI//gshB//cytR//hypE//afuC//allR//cyoD//citG//ibsE//atpD//skp//dcd//hisQ//brnQ//tig//amiA//rffH//astC//agaA//pflA//fieF//rimO//rnhA//yccX//ybcC//ydeM//ulaA//agaA//tyrB//ycfS//cysW//rtcR//rpsO//nrfF//rseB//clcA//queC//galM//mgsA//sgcA//nuoG//clpS//kdpE//ilvD//ybiA//glpK//trmH//torY//yejF//paaB//sfmH//purC//phnG//mltC//rnb//bfr//casB//bamA//glcB//dcuS//mutH//nagZ//potA//ycdY//glgP//ybhA//yejE//glcA//yahF//gltX//mdtJ//acpP//yfcF//arnF//phnC//yidE//elfC//yehZ//gltK//ubiF//aroE//lsrG//mltB//panE//sgcC//mnmC//agaA//malE//nikR//nadK//murC//csrD//uvrB//ydiZ//livF//greB//melB//proC//pdeD//glnA//ychO//phnJ//yfeR//nanR//eno//yijE//yadG//umpH//umpG//fdhD//lgt//yicJ//ulaB//yafE//hisI//elfG//elyC//hybO//rlmB//lgoT//garR//ubiF//rpe//ykfI//ubiD//upp//ffh//gmd//clsC//tauD//fdnG//ybjX//allS//appC//yibA//mntS//uspG//
GO_0015712_7	amiA//
GO_0015718_8	btuE//yihX//yiaM//lpxH//dsbD//tdk//mngA//aceB//yiaJ//sgrR//dinD//glmU//cusB//yodD//fliL//cdsA//glvB//truA//rplL//proV//panE//chaC//yceO//serB//
GO_0015721_7	torD//sixA//
GO_0015724_7	napF//pflA//folA//
GO_0015726_8	livM//
GO_0015727_7	yjcS//mutY//
GO_0015733_7	nuoL//
GO_0015734_6	yfaE//metG//roxA//
GO_0015735_8	yedA//
GO_0015736_9	yoeB//
GO_0015739_7	nrfF//
GO_0015740_9	yfeD//cpsG//sppA//murB//ycjU//truC//gabP//pcm//gnd//
GO_0015741_10	moeB//mak//
GO_0015743_10	hcp//
GO_0015744_6	crfC//alr//fecD//
GO_0015747_6	nuoE//
GO_0015748_6	yidQ//fklB//yhcD//cpxA//ralR//shoB//yjjV//glpA//lldP//xylB//zur//ampH//gntK//insB-2//rarD//
GO_0015749_7	yccX//astB//pflA//nikD//phoQ//fabZ//pdxK//rplL//ddlA//yajQ//thyA//murF//kdpB//prmA//ftp//xapB//yobA//yahO//hyfC//nrdD//dbpA//yaiW//helD//proA//apaH//cobT//arcC//srlE//hybF//crp//yihQ//yceK//lon//frr//dsbB//yahO//trpR//purC//flgI//obgE//ppx//focB//ldcC//insI1//proB//
GO_0015750_8	yggE//cspB//ydcZ//fdoH//hupB//pgaD//insH-6//arnT//dsbA//yfiF//fadJ//nadA//dmsB//
GO_0015751_9	hcaD//rlmA//maa//abgT//bioA//sxy//
GO_0015752_9	rplR//umuC//ygbI//rzpD//plsC//ykfM//
GO_0015753_9	lgt//frdD//dosP//
GO_0015754_9	infC//cobS//hlyE//
GO_0015755_9	hybG//psd//hha//narX//yhaC//flgC//torA//acrR//paaX//nusG//acrF//
GO_0015756_9	gntR//hycI//
GO_0015757_9	fhlA//tolA//djlC//hicB//cytR//arcC//treF//
GO_0015760_8	cysH//
GO_0015761_9	pta//alr//nmpC//
GO_0015762_9	lpxH//
GO_0015764_7	icd//flgM//galF//proV//
GO_0015765_8	sdaA//yagF//lolB//tusA//
GO_0015766_8	glcF//frc//csgF//yegS//atpD//ispB//thrA//selU//aspS//ubiI//recC//waaO//ynfE//fadA//
GO_0015767_9	yggX//aaeB//zur//argF//
GO_0015768_9	talB//argF//yeaK//yjjX//etk//csiR//
GO_0015769_9	ghoS//
GO_0015771_9	sucA//rnr//livF//acnB//
GO_0015772_7	gabD//yadM//treB//mngR//pstC//yqhC//rfaC//cobU//yhjX//narL//ugpA//yeaG//hycA//lpd//cas3//symE//serA//
GO_0015774_7	fbp//trpS//ssuA//xanQ//sspA//cpxP//
GO_0015778_7	yajO//
GO_0015791_7	umuC//mnmA//trg//caiD//prpB//sfsB//eco//ubiD//
GO_0015793_7	wzb//hokB//
GO_0015794_7	ubiC//atoC//ynhF//ebgA//ptsH//
GO_0015795_7	ycgV//
GO_0015796_7	rpsO//lrhA//pdhR//fadK//
GO_0015797_7	cobU//lolA//
GO_0015800_7	plaP//uidA//frdC//dinG//
GO_0015801_7	bglF//dkgA//yadI//yadC//corA//cdh//gudX//hsdM//
GO_0015802_7	maoP//viaA//yciV//melB//amyA//arsB//nlpI//
GO_0015803_7	lpxL//rbfA//cydB//rpoD//ybdR//ilvN//waaH//fdx//rpmE//frmB//mscS//
GO_0015804_7	yhaV//leuC//nrdI//rpsJ//btuD//rplB//narU//mdh//thrS//dnaA//osmY//ygcR//yebZ//lptC//guaA//yciH//rihA//hemE//kefF//fadI//glxR//yfeD//glsA1//solA//gltL//yraR//metR//cheW//lamB//hemN//flgA//aroH//norV//
GO_0015806_6	tyrA//
GO_0015807_7	glk//torY//nimT//rusA//ahpC//rpsT//tisB//ddlA//ppiA//ybiA//preT//tdk//barA//deoA//glnQ//ymgC//intQ//pstC//glmU//hns//rdgC//pepN//rutA//prlC//rhaA//hyfA//ygjK//ldrA//yegD//ydeO//mdtB//htrE//yodD//fixB//yedF//rutC//agaW//yedA//
GO_0015808_8	clsA//sgcB//
GO_0015809_7	lipB//yehW//glpB//frwC//lipA//yebS//
GO_0015810_8	nuoL//sdaC//
GO_0015811_7	yihT//yfdK//aroB//mntS//glcF//
GO_0015813_6	rhtA//ampG//rseB//
GO_0015814_7	hofP//
GO_0015816_6	nrfE//
GO_0015817_7	nmpC//
GO_0015818_7	allB//moaC//gabP//proX//rfbX//mqsR//yghG//
GO_0015820_7	nagZ//hybG//alsE//ilvB//cptB//lpxP//gcvA//hybA//ygeR//
GO_0015821_7	ppsR//fadE//nrdF//appB//ygeX//
GO_0015822_7	ibsE//aas//
GO_0015823_7	appA//nmpC//macA//hyfC//mltD//dicA//flgB//
GO_0015824_7	flhE//yeeO//
GO_0015825_8	gdhA//
GO_0015826_7	rpsM//hicA//nadB//
GO_0015827_7	recX//bcp//yihU//
GO_0015828_7	ugpE//borD//
GO_0015829_7	glnL//malQ//pnp//rbbA//kdpF//nhaB//yceO//ydgA//hyaD//
GO_0015830_7	nagC//mtr//ybhI//
GO_0015833_6	prpR//proW//fliT//dmsA//azoR//ybiX//fabA//marR//citX//rcsC//proS//rodZ//ytfQ//plsX//hokB//yjhI//hscA//fliA//lacZ//ybbW//prfC//murA//dinQ//pflB//tas//tdcC//ykgF//yfdO//trkA//hisP//btuB//nepI//wecA//rplT//wecE//essD//pphA//flgH//rnb//mutH//shoB//infB//mrdB//yraR//hypA//rutR//sfmA//oppD//narG//yhjD//yjfF//rffG//hscA//ldtB//mdlA//recO//rfbB//prkB//ilvB//nagK//lpxL//orn//dam//ftsI//araH//recR//rpsL//frdC//rseB//nanC//cdaR//hslO//afuB//atpB//ung//dnaB//frmA//yaaU//
GO_0015834_7	polB//alaS//yedF//nfuA//rseB//
GO_0015835_6	ykfI//argG//queA//hchA//
GO_0015836_7	araE//prmB//yjiY//
GO_0015838_8	minC//udp//lpxT//gdhA//truC//ssuD//uidC//uxuA//mprA//yqaB//ftsE//rffC//dcuR//
GO_0015839_7	proS//
GO_0015846_6	sfmD//opgC//pheS//mak//yihR//ybdN//ygiB//ytfT//rfaH//amiB//sfsB//livM//sgcB//mcbA//tmk//pyrD//clcA//
GO_0015847_7	fixA//speF//rpoD//osmF//ade//ydfG//adhP//ftsB//murC//betT//aroK//ybjX//rplY//yhfK//yneL//
GO_0015848_7	astC//yijE//hofO//bluF//gltD//glxK//
GO_0015849_6	gsiC//ygbM//menD//cobC//ybiY//rtcB//aroF//pcm//mglC//yajD//nadC//mepH//hyfC//nuoG//ynfL//hisB//rpiB//mnmG//mtnN//yjfF//glnD//bamE//opgD//yhcN//tdcF//glpB//livH//kdsB//cpoB//pyrL//ynaI//scpC//eutN//rfaB//rlmJ//tsx//recB//pstB//rffM//cydB//entF//ygeX//clpB//nikE//topB//atoC//fadM//nlpE//dcd//aroE//dcyD//yjgX//cecR//surE//priB//fliG//nagC//pgl//garD//cspB//psuT//sfmF//ycaO//cysG//hexR//tag//alsE//flhD//ascF//yeeY//acrE//cyoC//hybB//ytfR//topA//selD//nanR//feoB//yedF//fadD//speA//rng//glnA//fre//mog//fruK//gadW//pstB//mppA//fdx//cutC//hslO//secM//speE//zapC//hcaD//nanC//bluF//mepS//pstB//caiE//prkB//cheR//ibpB//fepA//metG//leuD//alkA//rstB//betA//yidZ//bfr//gltI//hybE//rbn//
GO_0015850_6	serS//ppc//yciV//envZ//zapE//ugd//ddlB//mrdB//garK//cobS//dinG//araA//ybiO//napC//flhA//csrA//yfjV//pdeF//proB//nupC//oppC//fucA//yebS//
GO_0015851_6	frwD//thrC//rstB//ygaV//ybiI//cpdA//frmA//cysD//yiiM//murC//yfdO//lsrA//
GO_0015853_8	kbaY//ybgP//
GO_0015854_8	helD//trpL//
GO_0015855_7	ybaQ//allB//hypF//
GO_0015856_8	hyaB//
GO_0015857_6	glcB//kdpD//
GO_0015858_7	xisR//hslU//ynbB//yidL//lepB//iraD//trkG//sfmC//hdfR//
GO_0015860_7	ybiO//alr//
GO_0015861_9	ygeW//cas3//
GO_0015862_9	bluR//ybdN//
GO_0015863_8	ccmC//
GO_0015864_8	yfcV//yecS//
GO_0015871_6	exuT//leuE//ypjD//nth//hflC//
GO_0015878_6	nuoL//
GO_0015879_9	glmU//
GO_0015882_7	ynaI//insA-1//ymjB//
GO_0015886_6	tatE//mtr//pabC//phnN//mppA//trpA//glgP//yajR//gspJ//
GO_0015887_7	thrC//
GO_0015888_6	yhcN//
GO_0015889_6	purF//waaA//oppF//yfdR//fucA//yfeO//ygfZ//
GO_0015891_6	modA//leuB//rfbX//hupB//ecpR//cedA//rpmB//norR//lrp//mazG//ampE//ybcF//mutH//sufA//yjjU//
GO_0015893_5	dhaL//symE//tdcD//birA//pspG//fabR//ispF//deoD//insI4//frc//ralR//slt//garP//intZ//aphA//fixC//hisI//yecS//rlmB//pheA//trmB//pabA//abgT//focB//tolR//wcaJ//glsA2//ubiG//ybhS//fepE//csgB//ulaF//norW//cobT//rnb//hofM//yihU//yggD//emrK//acrZ//yieL//rna//lsrB//rraB//hypD//rpsN//fliG//mrr//csrA//fpr//hflC//yfcV//yqiI//deoD//nhaR//pstS//hha//dacA//metG//ynfK//cyaY//flgH//ttdB//moaB//rho//rodZ//cas2//rihA//ydeT//mdtM//parC//gutM//xisE//pnuC//dsbC//hofQ//nuoH//uhpC//mdtB//fre//mntS//ahr//gatZ//rfaG//fixA//sfmH//gabD//msrQ//sad//nfuA//rlmN//deoA//yidA//bamD//cbeA//glvC//acrR//
GO_0015906_6	rhtA//pflB//bioA//ydcZ//aslB//
GO_0015908_7	rlmB//phnN//
GO_0015909_8	lgoD//
GO_0015912_8	fabR//
GO_0015914_7	btuR//gyrB//ybeF//secG//napB//flhD//lldD//
GO_0015920_7	tatB//pdeK//rfaC//gltL//yihU//nrdG//aceF//cheW//insH-5//
GO_0015931_6	yehY//ybhI//cadA//mntS//tusB//nagZ//nrdG//gdhA//infB//rlmF//ygaH//glpC//
GO_0015936_6	galM//yfgI//queD//fhuB//
GO_0015937_7	pyrG//rpsR//asnS//dcm//
GO_0015939_5	fbaA//nupC//tcyJ//rplE//hiuH//
GO_0015940_6	rutG//tomB//rnb//thyA//yneJ//
GO_0015942_6	yjhI//emrD//oxc//pfkA//groL//holD//lsrR//dcuR//prlC//
GO_0015944_4	ispF//hisI//gloA//waaF//queG//rbsK//fucA//
