#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	caiT//roxA//ftsB//xylB//
GO_0008643_6	ymdB//matP//yjiX//yobA//aroK//bipA//sseA//rplB//ssb//eutB//caiT//opgG//potC//ybcJ//treA//asmA//lpxK//elfC//rlmB//yajL//xerC//fliA//btuE//proV//bamD//betB//erpA//idnK//pyrG//xanP//mepH//moaD//ade//guaD//gcvA//glpG//mog//yiaJ//viaA//queF//lgt//rpnA//guaD//frdA//ubiF//rhaS//panE//soxR//cspI//ybbW//btuC//kduI//mlaD//ssb//argR//fabZ//nrdA//gltK//atoB//ackA//moaC//umuD//pepB//ribA//nrfE//yaiV//norR//trpD//ribD//leuA//paaZ//mhpB//yhjB//rutG//alpA//appY//iap//pykA//ftnA//tgt//pgrR//gor//tdcD//mnmC//wrbA//hofC//yeiL//bcp//potI//pgm//modA//hyaC//chpB//mzrA//nlpE//oxyR//mrp//cmoM//rplC//rfbD//recX//lon//rimJ//tnaB//insA-2//mscK//cysK//guaA//ybcL//appY//hemH//rclR//tsr//feaB//
GO_0008645_8	rsgA//glgX//dkgA//rusA//cbrA//clpP//fic//yijE//rapZ//gatC//sgbH//envC//btuD//gntU//glgP//ybaM//murA//sucD//rcnR//insI4//glpR//yoeB//aldB//dsbA//
GO_0008652_5	pdxA//paaH//ihfA//adeP//hyaD//plsX//malX//glgP//entB//trpL//torS//ushA//prpC//betB//yghO//ibpB//uxuR//dusC//thiM//rhaS//yghB//ruvB//yjtD//thiI//ilvL//yijE//araD//pntA//bcsQ//ybiI//paaA//frdA//cysN//garR//spoT//oxc//rutA//uxaC//ybhS//serB//rarA//lpoB//orn//yfbR//ydcZ//appC//garK//speA//menA//intZ//tamA//eutR//holB//nrdF//purF//cynT//yhaM//srlR//yihL//hycA//ybiO//hslV//dnaE//trpL//yfeD//rsuA//ubiB//ydeE//pyrC//trkG//rlmB//rhaS//cysM//rhaS//argI//nuoN//lit//lpxD//rimK//degP//gpr//efeO//mgtL//yibA//ribD//rpsG//adk//ynjA//yehC//lldP//waaP//gatC//ydjH//mqsA//mrp//ascF//lsrA//bglH//gadC//ccmF//agaR//glsB//spy//rpsH//mscL//mlaC//rpoS//gatD//pabA//ybiY//ispA//yoeB//cpoB//thiQ//
GO_0008653_5	osmC//yghG//nikB//actP//selB//torS//fecB//sgbE//amiB//rluD//wcaB//rplB//hslR//
GO_0008654_5	sgcR//nirC//yfhM//lldD//msrC//rpmA//shoB//mtlD//fdhE//dgcQ//ispF//cutC//etk//cas3//mlc//elfD//norV//sutR//leuB//ydgA//dppD//ptsH//secF//mrcA//dauA//hisH//ilvB//rfbB//malI//yijO//tolA//aroF//npr//patZ//groS//
GO_0008655_5	obgE//yjgX//tolC//sufC//dmlR//rluD//yfaV//
GO_0009050_6	waaY//fadA//
GO_0009052_6	glrR//ppk//lysC//mtlD//moaD//cysU//narV//
GO_0009056_3	ybcM//radD//glpX//yieF//fetB//cedA//tdcA//waaO//fadD//torZ//bfr//yejE//emrK//uspG//plsC//yfcQ//agaA//sdaC//lptB//pdhR//ycgV//rpmJ//glpC//sodA//cho//grpE//bipA//yihI//rseP//thyA//waaC//btuR//acpP//sthA//flgE//mfd//greB//selA//dicC//emrD//yahO//rbfA//cdsA//pflB//amiC//queF//gltI//surE//crcB//mmuM//cspI//rspB//yehC//yfcA//symE//elaA//yhjG//rmf//coaD//flgF//dsbD//msrB//ynfK//skp//msrC//xerD//dnaE//yhgH//ygbL//acrB//cpxA//glmU//eutB//lolC//glnL//ldtE//ftsW//yedX//araF//mhpD//smpB//cysA//gloB//trpGD//yjaA//artP//ybaK//rpoE//plaP//comR//dgcE//arnA//dppC//acnB//gltK//rpoA//arsB//entH//glmU//mhpC//kefB//intS//nanK//truD//galM//pspD//efeO//fumC//tmcA//hofM//artP//modB//fdoI//nuoE//ddpA//yjjB//msrP//puuP//rpsR//sgcR//ydhJ//nirC//waaL//ompG//glgA//dfp//ydcR//aldA//yibT//emrB//chbF//lplA//ispG//recA//exbD//sdhE//tehA//roxA//hypC//carB//rpoH//rhaR//murG//avtA//uspE//cysN//ssuD//ibsA//qorA//potH//fdhE//gpp//matP//paaG//miaA//bisC//ispA//yejB//cysW//mdtI//trpGD//plaP//sad//fliS//yggE//ldtC//codB//rpsS//waaF//lrhA//tdcD//yagF//yghO//fhuF//cusC//ygjH//coaA//yjiA//glcE//tnaA//mltF//dtpC//mrdA//rplD//yfiE//aspA//hemB//pyrL//wcaC//emrY//ydfG//ibsB//tsaB//uhpA//yihI//yqaE//pppA//bioD//gltS//csgE//rutF//rpoH//fadA//xapR//tdcG//ybgI//ubiB//lptD//putP//arnB//putA//emrD//gpt//oxyR//trmD//pyrC//nadA//dinD//pstB//perR//rplP//malS//lsrG//ndk//idnD//ftsP//csgA//xdhB//fixC//dicA//phnH//yaaA//xylR//polB//pheS//sugE//yhbQ//dcuS//pabA//cysB//yigL//nlpA//yhaC//dapF//amtB//kgtP//mutL//lon//mcrA//fhuC//bluR//ybcF//fklB//dacD//ddlA//astC//livG//alaE//yjaZ//pgm//secB//abgT//mnmG//cysZ//lldR//treR//mdtL//nanK//fimI//mdfA//waaZ//ygcR//trmI//gcl//rpsR//kdpA//oppA//rpiR//rpoA//allB//tauD//yphC//agaB//ptsP//arcA//dinB//glpA//puuE//prpR//dsbC//dsbD//sdhA//ampH//rnhB//rimP//ibsC//pdeD//ybjC//nadD//rlmE//mltF//cbeA//fliG//gltS//pgl//carB//mgsA//gstB//trpB//yibF//ilvD//pgaB//yadG//bfr//dkgB//tqsA//ralR//amiB//yahI//rnpA//fimF//yjcS//yhaC//endA//mdoD//asd//mog//ridA//dppA//narV//asnB//sgcR//pabA//ygfX//uvrD//leuC//puuR//rfaQ//yfcS//selA//yfiR//dgcE//gudD//bioB//mdtP//recE//ygjR//yjiR//rcsD//hyfC//panF//mtnN//pgaA//arfA//rng//rfbX//lpoB//yjhG//glnP//ada//lgoR//ispU//mnmG//yabI//iscS//rpsT//yafC//zitB//murD//murA//deaD//rtcR//fepA//qseB//nimT//ynfE//dctA//yfaL//tusA//yfaE//waaP//nrfE//yjjV//flgM//pfkB//yigL//fimA//recD//perR//wzc//galK//endA//mltA//ecpR//ptsG//yhcN//bglX//rrrD//yejB//pflC//flhA//accC//rlmL//mcrB//glsA//ptsG//frr//iraD//relB//mraY//mcrA//pbpG//mltD//intZ//ydjH//rfaF//
GO_0009057_5	oppF//nadB//tsaB//insE-1//yfdK//metR//ygaV//ispF//lsrB//gltP//iscS//yhdJ//yeaV//glsA//suhB//yqgB//hyfF//soxR//udk//yggX//cas1//bioH//yehC//recO//rnc//secB//codB//phnL//pdxY//atpH//sucA//fetA//cpxR//betA//basR//ydfK//ompL//cspA//narW//hprS//lrp//queE//aidB//dtpA//rplQ//nlpE//yohC//murA//znuA//yccS//aroH//paoC//diaA//leuD//
GO_0009058_3	nirC//pdxY//hrsA//rplX//mhpD//elfG//yejA//greB//coaD//wzyE//soxS//cbpM//nudC//surE//cysS//wza//livF//cysM//zipA//ygeV//torZ//yidZ//yfcP//dnaX//yegS//yfcF//argS//ybfE//gppA//lplA//yaaJ//dhaL//hypC//mtnN//zur//yqgB//galP//glnL//hflC//gdhA//hofC//zwf//sfsB//napD//ydiF//arsR//elyC//yhcD//arnD//ycjP//nadK//metG//ydeE//galT//cobT//tdcB//rimI//iraP//rclR//adhP//phnH//insB-2//degP//potG//ubiA//hybA//yggW//lysO//lapA//rcnA//fimG//rpsS//ttdR//cynT//dppF//paaJ//sohB//ycbU//ldrD//hycA//ycjW//ydaN//hrsA//mutT//malY//sufD//mlaE//higB//chaA//yeiL//ycfJ//uidR//recD//cfa//glmM//nrfG//pbpC//mntP//nagD//rfbB//waaC//hcaE//tesB//pdeL//dgcQ//ssuA//menH//napD//trmJ//hisB//cra//shiA//rsmH//ygfX//pcm//radA//lldP//cadB//glmS//murG//folC//dacD//rpsO//gntT//glgB//prlC//glnP//yccX//cheR//yehD//truC//cusB//rfbC//rnr//ppk//gltL//yghW//glpX//argT//gltX//kdsB//nuoF//rlmN//rpnD//cpxP//menD//yidK//gadA//luxS//trmJ//sad//yjjB//hybA//setB//ydiO//ubiA//hofP//bglA//fadM//cmk//glnD//dcuB//thyA//appA//recA//ydhQ//yhhT//fbaA//slyA//mioC//lolE//tisB//trkH//viaA//flgE//nfsB//nikD//ibpB//glmS//pdeF//fpr//arfA//rcnA//yibT//cpoB//rpnA//fryA//carA//macA//cobB//gltX//yehZ//guaB//dtpD//secB//dtpD//dcuR//potA//phoE//adk//ansB//ansB//glsB//yjeI//hscB//grpE//dacD//pgaB//ydcR//spy//hfq//sfsB//pyrG//mdfA//dinI//rpiA//allR//relE//yehD//plsX//mdtP//ftsW//ridA//ispB//gudD//nemR//ptsG//nrfC//pgpB//rimM//ygfA//tehB//nanE//lysR//gatB//rho//thiL//mazF//thiP//uvrC//yidA//ubiE//hcaD//livF//hyi//aroG//hybC//tsf//recB//xylH//fabZ//garK//yciG//ynbB//fhuB//fumB//rplQ//ydeI//dgoK//sucA//purB//atoB//talB//bamC//npr//glnB//cpsB//lsrD//ygfA//tusC//tatB//lasT//emrD//hmp//ptsN//yjtD//setB//lplA//gudP//yeaG//mazF//mrcA//mgtA//pspF//rho//yceD//glxR//yfiR//rpsS//tdcC//narJ//opgD//nadA//ydiP//pagP//gldA//livF//malZ//pta//rdgC//ygjR//ispH//bfr//waaQ//malG//rnhB//zapD//caiB//gsiA//gcd//yjeI//msrQ//hofN//cysS//yddM//umuC//focA//speD//narJ//ldtD//gluQ//rutG//slmA//trpD//ttcA//ybeF//sdaA//gntU//entD//yheT//yihU//yciT//atoC//rof//sufS//ivy//yhjB//glvC//codA//tauB//tamB//kefF//gltI//mpaA//ligA//kefF//ftsA//hipB//hokB//osmC//ybjI//rlmA//ppc//putP//yifB//rplE//dnaQ//appB//speA//yejF//yiaJ//lysC//acrD//kdpA//ansB//argA//ydiZ//dcyD//yccX//bglB//insH-5//hslR//bluR//ymfK//mrdA//pepQ//ymfK//alr//tamB//arnF//surE//ttdB//hemA//cutC//dcd//ftnB//citT//gabT//prfC//osmY//phoB//chbG//ascG//ackA//katG//nfsB//trxA//nimR//ybiJ//secE//citC//tisB//sapF//yfaV//ribB//cpdA//mngA//kefB//yeaK//apaH//kgtP//rdgC//galK//ttdT//ykfI//lpxB//sfmH//manX//ybcJ//yihQ//csgA//puuA//cheR//yifB//argO//napC//ibpA//ygjR//nanR//xylF//mngA//rpmG//gntR//uof//opgB//rnt//yebK//rplO//ydgA//oppC//yebQ//cmoM//yiaN//nanT//gadB//dmsA//ybdN//fimD//hisG//carB//rsmJ//entH//csgB//yfcQ//rpiB//exuT//lpcA//gabT//garR//ptsH//psuG//ftsP//aldB//queE//mog//lptG//stpA//eutA//ydiB//nhaB//ydiB//oxyR//yphF//clsB//ygbN//mdh//cysH//rbsB//yhcD//prmA//malF//yjiA//ldcA//baeS//metK//ydeT//ybdH//rpmE//yeeJ//paaH//gltL//insI3//dpiB//mtr//nrdE//dmlA//nagZ//ycfS//dgcN//mcrB//pdeL//pmbA//ompF//menB//mcbR//srlA//abpB//mazF//ychF//motA//slmA//nadC//sgcB//ynaE//hisP//ybeY//pyrC//ccmC//kdgR//yddM//ydjE//yiaA//purC//glpA//ivy//ubiX//setC//narL//yihR//luxS//ppsR//csrA//ulaG//mdlB//rpsS//nuoF//mhpC//yegT//flhA//ynhG//purC//mepM//lpxD//fes//rfaF//pgpB//frvR//ycbV//insI4//glnS//dfp//rarD//potI//tdcF//narG//pmbA//mlaD//exoX//cedA//sgcB//eutN//purL//crl//sgcE//dmlA//ygiN//yagJ//hlyE//paaX//ybjN//fecC//hcaE//zraR//uhpA//nanC//mcbR//caiT//purB//wzzE//pgsA//tdcA//btuB//trpE//xapB//sutR//pdxB//rfaH//ydeT//glcC//ilvM//yfcV//tsaC//yidC//ymdB//dgoK//acrZ//nusA//ubiC//waaY//thiH//ulaC//ulaC//galR//rhsD//insK//ycfS//ynaI//yebK//ygiS//mglA//dctR//yccA//yfjV//comR//ahr//pgaA//dxs//cspA//fixA//mglB//ridA//rclR//cspC//tyrB//yphB//patZ//yehY//citT//yobA//rplJ//leuD//secE//tufB//tmk//oppD//intQ//yggN//cysP//ebgA//ycfH//paaF//fnr//wzzB//sbmC//bdcR//yhcD//kefC//rlmB//yciF//rutC//ubiD//rhaA//ybiH//aaeR//rraB//btuR//tauD//yiiD//ompG//shoB//rluB//hypT//tolQ//bioD2//hdeD//tus//flhD//putA//tauC//cydA//waaS//rffH//rluD//guaD//pnp//bdm//yggW//hpf//hyaA//artQ//cyaY//argG//qseB//rpmA//fepD//glpG//pepD//ybjI//yaaJ//cdd//bioC//gabT//feaB//dppB//yggW//allC//narQ//rbsA//ghrB//iscU//orn//folE//pdxB//yjhP//emrB//fdhD//ilvC//yajD//yggN//cadA//proC//bhsA//argC//trkH//kefB//nadC//araE//clpB//ydjE//gspF//ivbL//ribD//glmS//opgB//ydeP//intF//norW//fimB//glpA//hyaC//osmC//ygiV//ynjD//recG//hyfC//cyaA//eptC//rluA//feoA//paaZ//clsA//rpsK//lptE//cvpA//xylG//mglC//bssR//lon//nuoH//yqiJ//hisI//sufB//waaU//tcyP//yjhB//thrS//ubiX//ftsP//ybdM//clpS//rfaH//artI//mdtA//dacC//ychO//dtpB//folP//
GO_0009059_5	gcvP//purU//rluA//yhjC//menA//katG//potI//kduD//gyrB//ybjI//purB//cobS//fhuC//mrp//evgS//yciK//cyoE//dnaX//syd//ispF//atpA//dnaA//tolB//trpC//uacT//flgK//rho//mdoD//torA//hyaA//cmtB//fepG//glsB//fkpA//kgtP//hns//ytfQ//artP//fabZ//mdtJ//ytfP//ptsP//guaC//prpR//fliZ//yfcF//aroB//clcA//serC//chbG//nlpE//frwC//yahF//puuC//casD//idnK//ccmF//higB//dnaJ//nlpD//ybgP//aspC//ftsI//gshB//yihP//recO//gutM//rlpA//cobC//yieK//ibaG//pheM//lapA//rluF//uhpB//yhaO//rcsA//afuC//ascB//yafQ//bglB//malZ//hemD//mltB//ruvB//ftsW//ompF//lhr//bolA//ubiI//pyrL//rutF//iap//rhaA//bcr//metR//hybB//entB//norV//lldR//rlmL//ccmA//ytfT//nrdF//garK//lapB//torS//ugpA//trpL//bglJ//yjiX//ebgA//murC//fliL//hypB//menB//tas//accA//yggD//yiiM//rfbB//rzoD//yfjR//rffM//yjhC//rpsI//flgA//yedA//rpoD//tesB//slt//insK//xylG//napB//bipA//dkgB//yihU//dedD//mtgA//ddlB//manY//ppsR//mutL//ugpA//gdhA//glrK//secA//lsrB//frvB//sfmF//umpG//glk//plsC//serS//rsmE//nfsB//lpxD//yhcN//plsX//fabH//rhaM//uxaC//yfiR//dgoD//rplX//ubiF//ydiQ//cadA//mdoG//chbB//frsA//birA//yqgB//dnaE//yghG//deoD//dicA//rpmB//abpB//rpe//gldA//hofN//fadA//hcaF//paaJ//proC//ridA//cnu//nemR//yahD//gshB//kduI//gudD//ubiJ//cadC//uxaC//leuE//hypB//uraA//wecA//pncB//lysS//tcyL//nudC//qseB//xylB//yadI//caiB//uup//dld//acrF//bisC//feaB//udk//paaJ//nrdF//narI//ydeP//queC//copA//frdB//lapB//chbR//rcsF//yfcV//ilvE//mdtB//yfaE//csrA//pfkA//ybhA//bdcR//ansB//acpH//ulaD//ccmG//mzrA//ubiC//yccA//ydiR//lgoD//rlmI//sucB//lpxP//rihB//amiD//mraY//curA//yjfF//yieK//rne//rtcR//ahpC//rclB//rpmG//napC//chpB//yahF//gutM//cbrC//fruB//srmB//dgoT//msrA//btuC//acrR//opgB//idi//yghB//cynS//pldB//cydC//gltP//deaD//exbD//rnt//smpB//agaA//ybfA//feaB//bcsQ//yjiQ//yjhH//recB//tatA//waaS//setC//yfiR//rplC//yibH//phnN//ttdT//yiaU//dhaK//rcnB//treR//luxS//tcyJ//torR//nanS//hscC//rfaF//sucC//ycbB//sbmA//alsK//gltK//ybjD//mdtE//fadJ//hycB//hybC//aaeA//yibH//hyaA//aqpZ//nlpI//
GO_0009060_6	malE//tdcE//rfaQ//phnC//rimL//sapF//flgM//miaA//csdE//rhoL//lplA//cvpA//rpmH//cyaY//fhuF//cpxA//elfC//cheW//topB//yqjH//apaH//yhaM//nanS//focA//napB//yeaK//
GO_0009061_6	csgF//tag//citC//nfi//ydjH//ygfZ//ygfA//pyrL//ycbB//preT//accB//mcbA//torS//yhjD//ybdN//yphB//yhcF//torR//prmA//torA//cadC//bioD2//hypT//pgpA//glnP//hemA//tamB//kduD//casE//ynbB//dppA//mlaC//lsrC//glvB//ruvB//moaE//sgrT//rluA//ptsI//aceF//mdtJ//tus//nfsB//yciE//sfsB//yiiM//amiC//cynS//asnC//uvrA//mlaE//cusF//accB//uidC//frlA//
GO_0009062_6	hflX//shiA//fpr//efeO//ygiS//ampH//ddlB//lysA//cspD//hyi//araH//miaB//mobA//hinT//glcA//cdd//yibF//mglB//msrA//rfbX//msbA//
GO_0009063_5	yjbB//lsrA//nrdI//acrR//folD//gatY//mlaE//elaB//phr//rplI//abpA//fdnI//sanA//gudX//wzyE//dtd//dauA//recB//garP//sgbU//cspB//zapD//hisB//dpiB//pdxY//fimH//iraP//nirD//insE-1//nagC//ychF//evgA//gudD//rbsB//mhpR//hemN//copA//yciK//fdoG//alpA//spy//cptB//uidA//mobA//hisS//yfbU//ybaM//uxaA//fadE//yhjB//fepB//waaS//fimI//narX//hsdR//
GO_0009064_6	yedF//nusG//dcuC//pyrC//norW//abgT//yfgO//nagB//ahpC//cpxA//ydhQ//frwB//fdhD//cysH//cadC//katG//puuB//dmsB//cnu//yagG//hyaB//cvrA//abgA//nirD//cmoM//yigB//paaC//cadA//mglC//recC//hofM//rfaE//yiaU//topA//fliD//yjjU//nuoM//cysG//phoA//potG//lolB//envR//ssb//higB//fliZ//dtpB//
GO_0009065_7	dxr//hda//cbl//tolA//hexR//mcrB//ccmD//malE//nrfE//ydfG//cptB//cyoB//yhbQ//thiH//yibT//dppB//hicB//degQ//
GO_0009066_6	rhtA//elaA//dcuB//tatB//frdB//pdxB//yjiY//yqeG//yphF//chbF//galF//ybcM//yraN//rnlA//mocA//panC//speE//accC//xdhB//rluF//garL//panZ//ymfA//moaA//kdgT//gabT//ybbW//fimZ//cpxR//flgJ//paaD//prpR//glsA1//ykgF//torZ//murE//aroE//evgA//yiaJ//comR//nanE//yjiM//mhpR//ybiX//ispH//yqcC//yedL//nuoG//
GO_0009067_7	bacA//kefG//nagK//ghoS//ydhQ//ptsI//ltaE//hypA//yjbF//yiaN//hsdM//ibaG//argP//eutR//insA-2//preT//prs//yahD//rclB//hybD//gmhB//ortT//yhcF//mdoD//ldtC//thrA//
GO_0009068_7	rpmC//phoR//iraM//abgA//chiP//kdpD//oxc//btuR//galK//relE//dinG//allR//pabB//
GO_0009069_6	rpnB//cmoA//epmC//baeS//yihO//yhjA//yeeJ//xdhB//yfeD//mlaE//kdpD//paaA//narQ//tamA//der//yafE//rutB//ihfB//hokB//tsgA//allC//lolE//aas//menD//dicB//bglX//tsgA//pbpC//rbsR//pinQ//fliT//plaP//nanT//yodD//xisR//rsmA//
GO_0009070_7	yhcH//accC//lnt//fumB//bglB//prfC//kbaZ//pfkB//dsdX//galK//yibA//uraA//xanQ//nagE//gcvA//pppA//yaiP//thrL//ybfA//cirA//
GO_0009071_7	tyrR//argK//nuoH//kup//ptsH//ygdG//yqeG//maeA//sdaC//hpf//aroB//mog//etk//csgE//
GO_0009072_5	dtpD//fimA//ribB//cysE//ycbV//dicB//rlmI//insI1//yaiW//tatD//rffT//queE//dusB//cysD//yccA//ftp//bioA//murD//fepG//ynfL//rseB//nuoF//yejF//yihW//
GO_0009073_6	phoR//mrcA//insB-2//sgbH//yabI//norW//rhaM//rnd//rcsC//rlmM//emrY//yicJ//ygaV//tsf//hchA//hemH//bioP//fliL//pppA//zipA//hsdR//
GO_0009074_6	phnC//nrfD//rfaD//
GO_0009078_6	ibsA//cysM//blr//wzb//yggE//glpR//yhdJ//
GO_0009079_7	dapA//opgH//gapC//yehC//
GO_0009080_7	ycfH//metE//pyrG//
GO_0009081_5	uspF//ydiP//crr//yjbB//lpxC//yahD//mcrB//fabI//kup//yfcS//lacI//hypC//lpd//cmtB//cynT//yciG//eamA//ybdH//torD//qseB//tar//pabB//
GO_0009082_6	citT//fimC//tufA//ilvC//argS//fkpB//adeD//metR//setB//coaA//yacG//treC//elfD//ygaH//mdoD//hisG//cas3//atoC//
GO_0009084_7	yejE//insF-1//rlmJ//exoX//tusD//ytfP//basR//prmC//rutG//idnD//mnmE//yggP//rhaA//torR//rplE//groL//tdcE//rayT//rlmJ//insI-2//nhaA//chaA//fryB//yjfF//cysN//
GO_0009085_8	nfuA//cnu//rapZ//arnB//ydeM//fadM//baeR//mltF//waaL//ydcR//yiiD//bioF//
GO_0009086_7	entC//ubiE//rplN//ycjR//sohB//intA//actP//hypE//rpoS//
GO_0009088_8	murI//cfa//
GO_0009089_6	secD//arnA//trxA//yieE//dkgB//yjbE//mtr//malI//lsrD//
GO_0009090_8	agaD//mdtP//glpB//iscA//
GO_0009092_7	frlR//mdoG//malZ//tolQ//tauA//pepD//
GO_0009093_7	umpH//rffT//ycbB//livH//yeeA//
GO_0009094_6	ugd//chaC//ybiV//yggF//
GO_0009095_7	rpsN//thrC//soxS//ecpR//
GO_0009097_7	ynhF//rssA//aspC//acrF//aaeR//essD//gltK//
GO_0009098_7	entA//malI//truB//fliG//casC//cedA//dut//
GO_0009099_7	idi//yfeX//viaA//ihfB//infC//nupX//ybbW//glpF//sppA//rbn//
GO_0009100_5	mug//codA//spoT//katG//yjjW//
GO_0009101_6	waaS//
GO_0009102_6	tdcD//ydcM//ybjL//ais//rayT//cbeA//melA//gntK//deoR//essD//pspG//creB//narQ//
GO_0009103_6	nrdF//rbbA//waaH//gntR//narU//asd//yjiM//ftsQ//kdsC//panD//yiaM//
GO_0009106_5	ddlB//arnF//
GO_0009107_6	ydfG//ybiH//
GO_0009108_6	yaiV//gpmM//entA//yfhH//prs//phnM//gspF//nanR//srmB//spy//hofP//arnE//lgoD//rpoS//recX//recD//phoA//wecA//phr//eptA//yedA//flgI//mdtO//yhjG//mscM//rplW//ompF//thiI//mukB//rluE//kbp//zraR//dld//mfd//recF//trxC//dcuS//yaaA//comR//dtpA//yfeW//uvrY//bioD2//yjiQ//ygeW//ptsG//gluQ//speF//polB//hslV//rlmN//sgbH//yahI//bdm//sapF//atpG//hslU//dcuC//dsbD//miaB//tyrB//ydeP//hpt//gltP//wbbK//ssuB//bioD//menA//glpA//cdd//ivbL//yfiC//kduI//yhcD//pnp//ligA//lpxC//xseB//yrdA//rluB//ulaF//nikA//bioD1//slmA//rutB//fabH//hdhA//hcaT//yojI//bcsQ//yphB//sodB//galK//tsgA//sapA//intE//metC//cusC//sgrT//cynS//sohB//adk//aroC//napB//fklB//rimM//emrY//atoS//insB-2//nlpE//
GO_0009109_6	crcB//patD//ligA//oppA//acrD//
GO_0009110_5	rnlA//radA//lptE//skp//feoB//yfaX//dinI//ldtB//patZ//yajQ//pgpB//sfmD//lexA//crcB//yfgO//cusC//fadR//kdsA//chpS//flgE//phnP//rtcB//zapE//dld//ihfB//csiR//topB//tolA//argT//rfaQ//kdsC//aroG//ascG//eutD//bdm//sgcE//folP//secE//malY//rpiA//gcvT//cysE//cueR//hemF//emrY//modA//rmuC//hemE//yoeB//yajQ//livG//ybdZ//hchA//dacA//yjiR//rfaC//truA//
GO_0009111_5	trxC//hxpA//elaD//sfsB//
GO_0009112_5	iraM//nanC//frvB//amiB//rfaC//yidK//yhjX//rluC//thiD//aceK//tdh//mutH//yigL//ygeX//potA//tusC//glgC//pgk//bioD1//ilvI//lolC//narH//accC//opgG//ybbW//yccX//atpF//patA//murI//ppc//yehA//htrE//kdsB//glrR//pgaC//ldcC//
GO_0009113_5	ttdA//dsbA//waaP//eutA//ydjE//
GO_0009114_8	kdgT//
GO_0009116_5	kdsC//yifB//birA//feoA//mltD//phoB//cptB//yghG//torA//cysC//fixC//pyrF//tadA//yehW//phnH//opgG//dhaL//chbR//rarD//opgC//yjjB//yaiP//ydjJ//uxuB//ybgP//ulaB//rsmE//rlmD//mdtL//sgcC//ykgM//sdhC//radD//rlmC//betI//yebK//moaC//lpxK//ymfA//rcsD//
GO_0009117_6	yecS//metH//pyrH//yqiJ//rna//ldrD//ycaN//srkA//ygfI//emrK//dtpC//galR//yfcS//parC//nrdH//fadD//hemD//yjjW//dxs//fryA//ykgO//cysS//yeaK//pspG//rsmC//yqcC//ybaM//iscU//rpsP//zapB//mrdB//feaR//yjgX//ftsE//lgoD//atpG//rbbA//intE//hcaF//trkA//def//yjfP//fimF//ttdB//ppx//ydjL//torD//alsC//ybaK//iscR//pheS//yibF//recQ//speF//fliT//nrdR//cueR//symE//ftsE//zapE//mlaE//ymjB//insB-4//trmD//narJ//fliG//mtfA//fetA//rpnA//miaA//map//pheP//rtcB//kdgT//ynfE//aroH//rzoD//hybD//yddL//ybdM//yfgO//asnS//ivbL//xapB//bamE//trpS//rof//ftsP//glyA//fucK//yjjB//ispU//mpaA//gcl//fimE//lpp//amiC//napC//umuC//tdh//rplE//pgl//ydiF//rlpA//
GO_0009119_6	yqjA//recR//dmsB//acrF//mtlR//upp//spy//rcsF//narQ//dpiB//marA//dcm//cutA//bdcA//mlaB//znuB//bioH//ghxP//yjiA//groS//rtcR//yihQ//tolC//kefF//dadA//allS//yhbS//cbtA//sfmC//gcd//alkA//arnD//fieF//degP//yobF//
GO_0009120_6	mpaA//holA//fliG//livM//
GO_0009123_6	yieE//sgbH//rarA//dgcN//fdoG//lpxD//ldrA//ybhF//tauA//fimI//wecC//prfC//gcvP//araE//tauD//galP//yjjX//ykgA//relB//kdpE//speA//mraZ//fecA//tyrR//tehA//cvpA//fumA//leuD//mtlA//rstB//aroA//gabP//insE-1//recT//pheA//yahB//sufA//yfaL//ybiW//ymgA//entE//coaD//gatY//trmB//ydfG//motA//
GO_0009124_7	ispB//dld//cspA//pyrL//kdgT//malY//trmA//casB//hxpB//rng//bioP//yehA//yciV//sufS//yqaA//ydbD//fimG//yiaB//guaA//fabG//metB//dnaJ//mscM//tatC//uspB//dnaQ//xylA//ydgA//ygiS//rplP//cra//metQ//mdlA//fixC//rplJ//patD//mukB//
GO_0009125_7	hchA//phnC//suhB//narG//pdeR//
GO_0009126_7	yijE//sseA//rdgC//yhaC//ibsE//ffh//kdsB//ybaE//glcC//insI3//phoP//fklB//csrD//yiaU//fdnH//betI//idnK//pdeF//sucA//gshB//fruA//araD//moaE//ldtE//ompG//ptsN//sseA//bglF//pgaB//rpsP//amiA//cysK//sanA//modC//
GO_0009127_8	argI//allB//ndk//nanS//oppB//xapB//msrC//nhaR//moaD//mazG//fes//yafQ//ygaH//puuA//sugE//ubiB//gutM//galT//yagJ//hsdM//yajO//sodB//araB//wcaB//folP//frwC//lapB//casE//rsmB//fepD//
GO_0009129_7	hscB//rbsK//sthA//rlmA//srkA//helD//gntK//yidZ//csiD//phnN//
GO_0009130_8	opgC//edd//napD//hdeB//yjcS//
GO_0009131_8	malZ//lldP//rpoH//kdpC//ybeQ//
GO_0009132_6	livM//pldB//nrdB//serS//ybcM//ispH//metB//cas3//fimZ//hycI//slyA//ydcI//insI3//dsdX//amiC//bioP//ribC//pspD//glgX//murA//rpsP//crr//ppsA//araG//bcsA//
GO_0009133_7	yfeR//bioD//leuB//
