#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lldD//hypB//gstB//pabC//
GO_0008643_6	torI//uhpB//coaD//dgt//gcl//napD//aslB//zntR//tatE//mdlA//trmB//yafO//mdtP//mdtC//ygiB//yafC//phoB//nuoF//fimZ//ybeF//groL//pyrB//iscU//ilvM//dfp//baeS//ihfA//lrhA//argR//cytR//ihfB//lpxT//dcuA//rfbD//yihW//rpsT//priC//phnK//rcnA//nanR//tsaE//plaP//yadC//mazF//mutY//agaD//hfq//yeiE//glnQ//cysS//yfaV//sufB//lasT//thiM//amyA//yecS//cyoA//lysA//csiR//emrY//dnaX//ygiB//recT//ruvC//ilvM//aceB//dppF//argA//ydaN//polB//proQ//narJ//decR//yebS//rpmF//yjjV//emrD//ugpA//flgH//mutT//ybbW//mdtK//thiL//rcnA//glcF//ahpC//argB//rbsB//pdeK//ycfL//yieE//agaC//ibaG//thiE//puuP//mhpR//ydfK//zwf//mtlA//smpB//holD//yccX//alr//cheA//miaA//npr//nagC//ycgV//lpp//ygcO//sbcC//elfC//yfaL//bepA//
GO_0008645_8	ymfA//lipA//ygbL//hisH//aceA//cfa//ygbM//cysB//sixA//pepB//csgD//rstB//yjjV//amiB//yjjW//bamC//waaH//mtlA//bioP//hrpA//rluF//ycjP//sapD//cobB//
GO_0008652_5	tmcA//solA//amyA//yagE//fabR//gutM//psd//carA//rlmH//sdhD//tcdA//pntB//ubiC//ghoS//ybhS//yjjB//zntA//cysI//wzyE//fadB//ruvC//pyrL//gloB//tsr//exuT//parC//artM//kdsB//modB//phoQ//gntT//manX//aqpZ//aldB//wzzE//yjcS//napB//yqjA//pgrR//gpmA//rimK//fimI//idi//gpmA//thrB//cpsG//priC//ybdH//csgE//yrdA//araG//tnaA//cca//atpE//glsA2//emrK//trpE//ygjH//rpoH//dgoA//mscK//ybhG//yebK//polA//yhjX//deoR//srlA//frwD//tonB//glpC//dtd//ubiA//yraJ//lsrK//cysK//phoP//rlmL//sapF//bioD1//secG//fabZ//aroD//fadH//mcrB//macB//mutH//ybdZ//spy//opgD//leuA//nuoE//ilvD//serB//yeeA//cbrC//treR//entF//cca//cysM//crfC//sohB//gsiD//rpsA//mntR//galS//ackA//arfA//ybfA//otsB//ssuA//gsiD//ygaV//napF//hybD//
GO_0008653_5	secY//phnJ//rayT//hslV//hlyE//cdd//ftp//rpmF//ivy//mppA//dtpC//yedX//appC//
GO_0008654_5	glgB//waaY//def//ycjR//narW//rbsK//truB//rpsB//yadC//hicB//bisC//uvrA//sixA//secB//tdcC//rluE//ung//yqaB//hemC//osmY//hokE//cbpM//zwf//yqjI//nadD//sdhA//ynfH//setA//tcdA//rzoD//gudP//rcsC//dtpB//lipB//mdtN//
GO_0008655_5	tonB//panZ//intQ//rbsA//narU//mzrA//insA-1//
GO_0009050_6	envR//narH//
GO_0009052_6	phoQ//artP//focA//yahB//osmY//tabA//basS//
GO_0009056_3	mqsR//tdcF//hemA//paaK//aroD//ppk//fecC//lhr//chbG//wzzE//waaG//dinJ//aroB//hemL//opgD//waaA//moeB//yfdR//gatD//ttdA//dgkA//uacT//glpT//cydC//yhdZ//znuA//cysW//mepS//emrK//lysS//yrfG//yehP//frdC//aaeA//ssuB//nikR//oppC//rpsJ//waaJ//coaE//hemH//fryB//rlmC//glpF//uvrA//ftsB//yeaD//dppB//mdtL//yddM//glpA//ybiS//elbB//bcp//sufB//hpf//ybhP//ykfI//chbG//ebgA//hdeB//mdtG//rlpA//glrK//dnaQ//kbaZ//dinG//envC//narI//yfdC//gadW//dnaT//rhaB//sgbU//insK//ykgO//gntK//betT//mdoD//hypE//ddlB//malG//frvA//yfdC//cutC//yqeG//murC//ybgQ//mlc//frdA//yeeL//priC//bdcA//mglA//ydeP//gpmM//fepG//zraR//hokB//kgtP//selB//pstS//trpB//sodB//napA//hybE//hdeD//ybaT//nanR//rsfS//ygiN//ompA//dcuS//mocA//dsbD//lysR//yacG//hybC//rtcR//lpoA//rlmH//rnd//rppH//yjjB//fimG//dkgB//yraJ//rph//yaiW//chaC//topA//bdm//mntR//ybdR//ybgI//pheA//blc//mocA//trmL//dapA//ybaL//treR//panD//fliT//rfaD//yciH//dmlR//degS//adiY//gudX//ompC//flgB//cutC//yqiG//ssuC//yiaB//pyrG//hdfR//bfr//slyD//yahD//galR//ybaK//ybhF//hemA//yhfS//potC//kdpE//nimR//tehA//tsx//elbB//yihU//cysK//yihX//tsx//kdsD//mqsR//ftsQ//dsbA//abpB//nagB//paaD//ybhD//cbrA//hipB//mazG//hemF//cpxA//rssA//crfC//yagG//rplN//yibF//kbp//sapD//ybdO//fis//glpX//yhfS//cmoM//yqiH//sdhB//fimE//flgH//ycdY//fabZ//ompW//yhbY//nimT//tehA//opgB//deoC//hyaC//rpsH//mdtQ//sodC//ssuE//cmk//lpxH//exuR//envR//tamB//yeiG//gloC//eno//cysI//agaS//glnS//ttdR//torI//iscA//glcF//sapF//tpiA//rzpD//pstB//epd//yihS//ydfK//ispB//hcaT//xylF//gutM//nemA//sapF//waaL//phnN//ompG//truA//menC//alkB//lsrK//dinB//cpsB//tolQ//lptE//htrE//folX//fdhE//napA//yjeI//entB//dacC//cheZ//pnp//dinI//nusA//rhaB//ydbD//garR//xapR//dinI//frlB//cnu//yihV//lysU//pckA//qseB//hisS//metF//narZ//thiD//waaU//nikC//acnB//hycH//cbpM//dgcM//adiY//glrK//pitB//flgE//galR//yehW//murP//rhoL//srlA//ubiC//serC//oppA//mioC//hdeA//yfcR//trpB//ybcM//purF//ibsA//mazF//hypB//acrR//kup//zapD//yiaJ//mdtD//rpoD//yfdC//ybbN//hofN//afuC//ravA//kdsA//yhcN//pspF//dedD//tap//cca//rpnD//rffM//cueO//nagK//pta//flgB//cvpA//paaC//yhaC//glgX//ydeP//waaF//ypdI//phoB//thiM//ihfA//ydiP//uidA//ycjD//yfcP//yobF//tusA//sfmD//hemE//perR//pgaA//torD//stpA//glpF//rhtB//gcd//mdtP//pdxA//ptsP//xerC//ycbB//mutY//dgoT//yjjV//ompG//sodC//hdfR//ydcS//nudC//pspC//msbA//pppA//ulaB//mqsR//rapA//katG//thrA//degP//dauA//mutY//katE//rnhB//hpf//acrA//argC//sppA//yehZ//msrP//msbA//yhhZ//yjjV//nupX//yqhC//fabI//acnA//fhuD//bioD1//xapB//fdnG//chbR//yhdX//edd//yqiI//iaaA//pnp//cysW//glcC//fabD//lpxC//yhhT//rlmB//ubiI//mntR//fdx//
GO_0009057_5	rclB//mdoG//plaP//mdtG//hchA//ftsA//acs//napA//yghG//rng//rutA//elfD//ybgP//rnt//thrB//rplQ//ycjU//frdA//hisH//dctA//ghoS//rraA//rpsO//leuE//ybcM//era//yihU//yehC//purL//treB//pgpB//dgcZ//rutD//ogrK//arcA//ilvB//focB//yhbX//pmbA//wecE//aroH//yafO//ykfM//trmO//ruvA//tmcA//yebS//gshB//yfeW//uhpB//efp//yhgH//map//mdoD//
GO_0009058_3	insA-1//radD//ydcZ//dpiB//bssS//bglA//ybaE//ompG//yggF//thiC//ppx//pbpC//gltS//sodC//tatD//mdtB//fimE//aceB//hflK//osmY//codA//nanA//recA//rsmB//ppc//yhjB//rnpA//kbp//yphC//lsrC//thiE//grcA//nirC//dtd//hypA//ynbC//gltK//rimO//holC//ompN//ydaN//yjjU//smrA//tsf//cdh//bglF//ybiX//rhlB//hisQ//rpoH//waaA//sgcX//yceD//mdfA//phnN//hda//dhaK//yeiG//gntU//ybbW//ilvB//dsbD//hyaA//fdx//plaP//thiM//mnmA//ligA//narV//tamA//nrdA//fhuF//wecA//apt//chaA//caiE//treF//kefB//nuoN//pabC//thiG//cusR//prpC//mnmA//ppsR//hisC//lsrG//mdlA//wzzE//phnO//pdeD//yhjA//ygaV//lpxB//nuoF//abpA//ilvD//prfC//ldrD//htpX//acs//proV//yfaX//menD//envZ//cyoA//bssR//arcC//lsrD//rlmH//slmA//hisH//epmB//trpE//ulaR//ydfH//rhmR//rmuC//yohD//ydeO//yhbS//emrD//rnlA//frvR//gshA//mreC//ghxP//gltI//frmA//moeA//kdsD//rnhB//copA//atpC//exuT//dld//rimP//aspA//folM//zinT//ecpR//yidC//ybaE//fliZ//recD//tyrS//sfmA//cpxP//yeeL//araD//trmL//asnC//grpE//dtpD//rsmA//pyrL//bglA//xerD//kdsB//argG//rcsF//cobC//mltD//yiaB//glpB//ibsA//yjjV//lldP//csgF//treA//yajQ//ileS//mcbA//degS//gmhB//lsrB//yegD//aldA//fucA//proP//paaC//ybhJ//mppA//kch//gadX//dnaN//dgoR//tamB//asnB//rpmC//afuC//trxA//yiiE//hisG//murC//garR//speC//uxaC//sapA//tsf//manA//gadW//marA//lpoB//kdgR//casC//gph//msbA//aslB//dacC//puuA//pyrH//dpiB//rhmR//yfeD//ybaK//atoS//pepA//folC//sfmD//plsB//rplY//ptsG//ftsP//ygaZ//patA//tcyJ//pstS//rpsN//tag//gatA//ychO//dppF//fliM//mngR//ymgA//fepA//trmL//dppB//mtgA//mmuM//scpB//accC//ilvN//livH//murF//yebG//fadR//thiH//groS//yphB//rhaA//rstB//ydjE//atoS//gntR//ruvA//rlmN//serA//lpp//cusS//ygcW//sthA//tyrS//ybhA//recE//blc//phr//sulA//ldcA//acs//yjjU//yihQ//fhuD//lpxK//mdfA//aceA//arnA//yraI//ygfA//malP//shoB//elaD//hslU//cysK//pheT//asnS//dapA//aldA//hcaB//tatB//mltC//hofQ//cho//lasT//yneE//ldtA//curA//speD//mcbR//yciK//mdlB//artI//ybjN//tdcF//tsaE//htrE//lacY//ydjM//ydiF//nudG//cysS//tbpA//envR//yggD//yehD//frmB//lptE//yahN//djlC//gudD//yfiC//mdoG//sbmA//ydiB//aroE//garP//hisB//etp//fliL//soxS//mglA//narW//nrfE//pliG//trkH//fruK//yfdO//wcaB//hrpA//gudP//agaV//msrB//caiE//yiaN//mcbA//yjjQ//torZ//yfhM//deoR//rph//rimL//yehT//ugpA//mdtQ//tdcD//macB//adiC//malX//tap//grxD//speC//nirB//artP//cspD//ffh//murG//syd//oppB//cbtA//dhaM//yidD//alaA//tmcA//nfi//selD//nagK//rnt//rfbC//napC//lolB//nagA//ycbX//setA//pgaB//shiA//yafS//elyC//epmB//otsA//valS//hisC//patD//rimL//yejF//bioA//rlmM//yjhC//ssuC//rfbC//tcyN//holA//pdeF//mntH//oxc//yfcG//plsC//ykgF//miaB//proX//moaE//yedA//uspG//ybdH//malQ//cyoA//yahN//yfaE//rfaE//arcC//atpB//sfmF//nuoI//nrdH//mlaF//miaB//yibA//shoB//gadX//phr//norW//yciA//yfbV//cbl//pgpB//ccmF//sfmA//narU//xisR//cho//plsC//dgcE//menD//ascG//bssS//tas//metH//ravA//ariR//bamD//fdx//lexA//rsmA//araD//cyoC//dcuD//atpC//yehY//entC//napC//paaA//recB//rrrD//xerD//ynjD//ybgQ//fadL//yahK//tyrB//phoU//fliM//wcaB//xylH//frlA//ynbB//alkB//gfcE//recG//yahI//malK//sfsB//lpxT//shoB//yigB//hcaR//ycfS//lplA//pdeD//msrQ//asmA//fabH//fdnH//livJ//gshA//tilS//narZ//fimA//pyrG//nikD//hdeD//yneL//glvC//argE//prpB//mnmE//yagJ//fimF//trmL//hypB//smrA//narV//ftsY//yejF//rfaD//ihfB//phnP//ccmH//gcvA//yjbH//pflA//folE//htpG//dcm//garP//kdpA//pepA//cobU//fliD//yaaY//fdoG//ribD//lsrG//hemA//tdh//mog//cobS//yfaU//paaX//yiaJ//etk//zipA//phoR//yiiE//infC//adiC//frvA//fliL//mtlA//fnr//aer//pykA//cpdB//eutN//ulaB//insB-2//nrdG//leuC//tdcE//stpA//sufB//rutD//rluA//nadK//ascG//rffC//mngR//yahK//htpX//fadE//gcvT//malG//alsB//yfeD//purD//pinQ//yigL//alkB//lsrB//pdeD//bglF//potI//yhaJ//rtcR//exuR//trpS//gcvP//lolD//adiY//pdxA//ftnA//waaY//ygeX//dhaL//degQ//zitB//entH//cysD//glyA//relB//rof//slt//ibsE//nusG//marR//ygeA//rraA//emrE//guaB//cvpA//glnE//kbp//bcp//rfaQ//dnaT//waaO//malE//flgB//sfmD//yeeL//bioP//tcyP//opgB//ydcP//ycbV//ybiY//insB-4//ytfP//yedA//glgX//baeR//focB//yjaZ//glpR//ispB//ddpX//ydcM//ung//ydiO//glcE//rfe//potF//fliD//yiaL//entE//idnK//yfcA//fucI//yhdX//eco//yihT//hisH//gloB//aroD//miaB//rcsF//trpR//uidA//sxy//yheT//holB//mltC//yiaU//pbpC//feoB//ygiV//gltD//ftsH//tehA//flgM//cobU//lepA//fecD//waaZ//rsuA//tktB//cobS//csdA//rhmD//yihL//ycjP//yadN//cspD//ftsA//tyrR//rpmE//folM//argK//lpoB//alsA//gntT//wcaC//yeeA//yahI//glpX//ydhK//ruvC//yqeG//aas//cptB//rpsB//argE//fdoH//murI//atpG//atpH//serC//yjtD//bioA//macB//mnmA//gloB//flhC//ymgC//osmC//nanE//putA//tamB//cydB//phoP//rihA//rpsS//ybhF//yjhG//zntA//dacC//hflD//ybeF//ftsP//rpsT//ftsQ//msrQ//gatD//yoaA//tynA//ydbK//potA//trkA//rmuC//uhpA//copA//ribF//sgrT//chbG//mutL//dgcN//csrD//yidK//tolB//ydcP//livM//tsaC//yejE//tcyL//nagE//marA//yihL//hybE//sohB//ynaI//yeaD//lamB//actP//trpL//frwC//tldD//nrdE//glgX//
GO_0009059_5	ybiT//yehX//nhaB//pinR//glmU//lpxH//cpdB//arsR//fdhD//dsbA//ghxP//kbp//hslR//rutD//sulA//ygdG//atpA//rhaS//yobA//nagA//plsC//mcbA//yihT//aes//pykF//ymdB//lgoT//yafS//pheT//sdaA//ygdG//yeiE//insI-1//gltI//yrbG//acpH//codA//rseP//frmR//paaX//radA//dgt//ygfA//yhfK//nrdB//kdpB//ompG//glcA//yjjI//insI-2//sapC//proC//coaE//sapF//srlB//degQ//ldrA//mltA//rhoL//maoP//rmf//dsbG//glcA//ariR//atpE//ybfE//tusC//yhbQ//phr//ynbD//ftsZ//metK//dacC//dsbA//cysE//ygeW//proV//symE//yjjB//speG//thiI//mtlD//iscU//skp//flgD//hslO//idnT//mnmE//uvrB//yhjV//ldrB//phoA//sutR//btuF//fepA//ydiF//rplI//fliG//ydhC//yeeA//yehB//sfmC//dapD//ydeI//nlpI//rbsA//dnaT//mak//yqeG//fliZ//yafN//chbF//ybjD//eamA//rrrD//opgC//yrdA//yhcD//mntP//zapE//entB//yraR//araE//puuA//fliT//yraK//sfmD//aaeA//mmuM//yfbU//yehC//entA//metF//rbfA//ynfE//idnK//mppA//yfcQ//hrsA//ttdT//rep//tdcC//ppk//rnb//exbB//tolC//rlmJ//torA//yihP//cydB//btuF//rstB//dxs//fis//fabA//rspB//yeeY//dgcM//cfa//tmk//mobA//rclC//glrR//yaiP//zapD//ydeO//fcl//ydaC//atoC//ybaO//yehY//sgcA//lpxM//intQ//mutH//rimL//solA//creC//glmS//yeaV//chbF//hyfC//rlmC//pnuC//yeiG//mepH//casE//fpr//ytfT//ppsR//hsdM//yahB//yfdO//nagB//flgB//pgsA//waaG//yajQ//ffh//csgF//mhpD//glpC//torR//arcA//ypdA//holD//glpG//ccmE//ynfF//gloA//rssA//pykF//yggN//torA//melR//yfjV//solA//aroF//hxpA//mqsA//feoA//glpC//fimE//nupC//ftsK//gudP//purA//codB//oppB//cydD//trpS//garD//sstT//sgcB//modB//nfi//gph//yieL//ynaE//chaA//acpH//ydiZ//menB//ycfH//dxr//dtpC//yafC//mog//tdk//osmY//tonB//ydeI//ppx//ybdR//fimI//hscA//guaD//yjcS//ldtB//nuoG//gnsB//rzpR//yadN//alaS//puuA//nikA//basR//dnaX//xylE//yciH//cysH//clpS//mcbR//yhcF//rfaG//yijO//hybA//kdpB//msrA//fryB//spy//yciH//rplT//cusR//trpD//minC//thrC//gmk//suhB//ppiD//ccmD//mdtJ//lolA//epd//wecE//hslV//yhaJ//fliK//murJ//cobC//glnS//alaS//helD//eptB//der//alkB//bluR//ybiO//pcm//ydaN//ptrA//casE//purF//hypF//hybE//dcuA//cspE//
GO_0009060_6	alkB//paaZ//fecC//ulaR//hcaR//rpsL//tyrR//marR//wbbK//sfsA//degS//tsf//yfiR//polA//arnD//acrA//aldB//mnmA//rplL//yeaG//cobS//lacY//mcbR//tap//narU//gyrA//
GO_0009061_6	sapB//mtlA//uxaB//mutS//yebZ//hemL//hdeD//scpB//tdcE//rplJ//frvB//chbG//mdtL//lapB//lgoT//arfA//hokB//gadC//yaaA//bamC//psuG//bioD2//ybaQ//ampD//borD//ftsW//narP//pgsA//frvA//hofP//rpmB//sapB//crcB//nanR//fimA//rlmG//ydjH//pgpA//ygbI//frmA//rtcB//argK//yfcF//ebgR//agaC//helD//nrdI//srlB//yieF//yeaK//clcA//thiE//ascG//glcE//mlc//
GO_0009062_6	tus//cbpM//yadV//folX//ascG//seqA//rfaF//tcyN//cobS//rplO//casE//aroK//pepB//queD//rhaM//prlF//acrB//envZ//rhaT//rhaB//fdx//
GO_0009063_5	rbsB//ligA//yjjX//rho//yhjG//yjbG//hexR//dnaT//ygfX//sgcC//nupX//rcnB//skp//hcaC//radD//yoaA//paaH//ycbX//glgP//mog//ycgV//fkpB//araF//yrbG//waaH//ygcW//lolC//mltA//nrdA//tsaD//selU//entD//mngR//pdxK//ynfE//dsbG//yqaA//rpmB//feoC//pdxY//ybjX//lamB//greB//uxuA//bioP//proX//alsB//fliG//macB//lpcA//yfiE//yeaK//ompR//rnpA//yneL//
GO_0009064_6	cspA//phnK//chbR//glpR//cysH//ada//yhaM//degQ//alkA//dtd//eutB//gcvP//gabT//eco//allD//rhaR//fnr//hokB//psuT//intF//yjjQ//fimZ//srlD//caiD//acrE//suhB//sodB//ubiG//emrK//infB//srlR//dgcE//rdgB//acrF//aaeB//hpt//smrA//guaC//dinD//hdfR//marR//soxS//fklB//tsf//cnu//moeA//
GO_0009065_7	trmI//hmp//modC//xisE//kefB//rplE//gntP//rtcB//rffC//ldhA//rplX//idnD//ugpB//dsbG//pepN//eno//hscB//gloB//
GO_0009066_6	alsE//cysI//waaA//cpsG//rhaS//mdtL//yhaJ//puuP//nhaA//yagE//guaC//appC//yehC//rffM//ppx//tsf//fhlA//rcnR//leuO//proP//perR//scpC//agaC//yqcG//argG//rluF//tufA//yjhP//nudC//sucA//ybjI//ygjR//ftsA//ubiJ//yjbE//tauA//argF//casC//rclC//cobT//insB-4//prmA//narI//acrB//yqhD//dcuB//ugpA//mltB//
GO_0009067_7	tnaA//cadA//adeD//mioC//ydeM//sstT//ymgC//hdeA//epmC//dapF//yijE//sfsA//ahpC//ybjC//radD//lpxB//rlmG//yjhI//hsdR//mdtO//ydjK//yhhZ//hisD//metB//lptA//rclC//
GO_0009068_7	araF//gspF//ulaD//ykgO//hisC//yhjD//rpsN//hslR//allB//ushA//waaS//ibsD//hslR//
GO_0009069_6	hypB//truD//glgS//fepA//ftsN//atoS//prc//wecA//rfaF//tqsA//yjeI//aroD//rimK//pfkA//ydfG//mdtG//intE//yiaA//mlaF//trmH//puuC//gltP//hemG//yjiY//groS//cspG//aspA//narY//sdhA//vsr//lptF//wzb//rlmG//yagJ//pabC//tdk//
GO_0009070_7	yojI//pabB//yciA//fdoI//ccmE//osmF//asnB//arsR//yhjA//ybdZ//eco//tbpA//kdpF//pgi//pagP//qorA//rpsN//atpE//tdcE//gadX//
GO_0009071_7	glpK//mhpA//uspE//rof//ydeI//nuoI//ppiA//yghO//ydhJ//nlpA//yadG//ycfS//bcsA//cheW//
GO_0009072_5	aldB//ycjY//idi//dkgB//sbmC//ybdN//yjtD//xapB//rpsH//rutD//lysS//vsr//acnB//phoE//ppiA//yagU//entA//holA//ahpC//cmoB//argG//yhaV//argB//iraM//
GO_0009073_6	wzyE//opgE//fixC//menI//pcm//hsdR//hicB//cueO//yhdZ//eamA//yhbY//mltA//dicC//ebgR//cynS//minD//qseB//rlmA//glgA//ygiN//ubiF//
GO_0009074_6	rplK//pntA//mdtK//
GO_0009078_6	mmuM//topB//bioC//yphC//trmO//chbB//frc//
GO_0009079_7	rplS//ynjA//kup//nmpC//
GO_0009080_7	uof//rayT//ybgP//
GO_0009081_5	nagB//kdpE//ycdX//bhsA//bsmA//yqaA//arnA//glpR//apt//recE//dosP//sgbH//kch//bioF//yhhT//mreC//nanC//kgtP//yneE//pcm//potI//arfA//
GO_0009082_6	surE//fdhD//dinJ//lacI//kbaZ//glrR//gcvH//ogt//appC//gmk//malF//panC//ybhR//livH//katE//hmp//narV//yajQ//
GO_0009084_7	speB//dnaK//nanA//ydcT//murC//waaB//clpS//rpsK//adiY//lolD//rpnA//pntB//selD//panC//mcbR//ykgO//wcaJ//ptrA//folC//icd//lysP//bamD//satP//sfsB//gyrB//
GO_0009085_8	yahK//crl//mltB//yraK//yggF//cyaA//adeP//yhdX//yahD//hisG//glnP//galT//
GO_0009086_7	ibsB//pstS//flhE//uhpB//proS//crr//ybgP//kdpF//rbsA//
GO_0009088_8	pgpB//phoR//
GO_0009089_6	yhiM//hisQ//puuC//waaU//rffM//yhjX//ftsL//yghG//nfsB//
GO_0009090_8	melB//ypdC//tolB//rpsD//
GO_0009092_7	ybaM//rmuC//fbaA//tag//dnaB//dacD//
GO_0009093_7	flgF//artQ//galM//ynbC//plaP//
GO_0009094_6	nuoF//emrB//yaaJ//basR//
GO_0009095_7	ydeO//ykgO//ftnA//sucD//
GO_0009097_7	tcyN//mhpT//cydD//pyrL//yhjA//rrrD//degP//
GO_0009098_7	napA//yadC//bamC//ygjH//recF//asnB//cobS//
GO_0009099_7	sucD//uspG//rof//tolA//mdtF//frc//mcbA//crl//yeaV//yafC//
GO_0009100_5	treR//yhgF//pfkB//dmlA//kilR//
GO_0009101_6	hybA//
GO_0009102_6	ydjM//rluC//mraZ//hflK//nagD//ykgM//ebgA//hdhA//manZ//yidD//ydjJ//glvC//yjjQ//
GO_0009103_6	ccmF//yjbB//sugE//xisE//marR//folC//queA//mdtI//rplA//hemB//exbB//
GO_0009106_5	acrA//rclA//
GO_0009107_6	ynaI//yagI//
GO_0009108_6	minC//hcaR//cydB//rlmN//araA//ais//kdpD//yadC//pgpC//yfjR//ibpB//rlmN//yihL//yhaC//recX//casD//lpd//mpaA//priB//yegT//ydaN//dgcJ//folA//fbaA//thrB//groL//yihW//opgC//cysP//pspG//nudG//oppB//gloA//frdB//pitA//yfcU//potH//malI//ytfP//waaZ//mdtO//hsrA//pagP//gatZ//hexR//purT//rzpR//iap//glcC//phnM//acrR//metB//rsmH//gsiA//nac//ydjM//ycbB//rnr//glgC//cobB//xanP//glyA//pheP//oxyR//csgG//narH//cydC//nikR//flgK//lgoT//rpoS//rplQ//entC//rplL//fixA//asmA//deoB//nimT//ccmG//uvrB//yedF//modA//purF//nadB//glpT//tyrB//corA//proC//wzb//uhpB//fdrA//dicA//dnaJ//purF//ydhC//tatA//opgG//coaD//hipA//argI//trmI//mtlA//frvR//trpB//ypdI//umuD//ispF//gcvH//tas//sbcC//
GO_0009109_6	ppiA//recC//guaA//phnO//atpF//
GO_0009110_5	rnc//fimG//torZ//ihfA//cra//pncB//glxK//cyaY//mdtG//mdtA//hcaB//ulaD//dedD//cspG//metH//tcyJ//osmE//yidE//mntS//alr//ybjG//yciV//ihfB//cheY//rcsA//kch//kbaZ//yfaU//ypdI//rof//yejB//fadE//lnt//kdpE//bglX//hypE//dgcQ//ulaF//cyoE//narX//phoP//glnH//ydjK//chbA//yfeO//tgt//eutR//dacA//livK//yjjQ//hchA//rlmE//sfmC//rpsH//skp//ulaA//fepA//
GO_0009111_5	rffH//kdpE//tus//opgD//
GO_0009112_5	moaE//xseA//nudG//hofP//umpG//yidL//hemD//ruvB//thiE//ypdA//yhfK//uxaA//ebgA//clpP//yafE//potE//yfcV//sfmH//mlaD//xylE//lit//setA//asmA//osmF//araA//ribE//selA//rbsK//hypA//yphF//mdh//dld//garD//rdgB//murA//ymjB//
GO_0009113_5	rcnA//nfuA//focB//topB//alkA//
GO_0009114_8	cyoE//
GO_0009116_5	cheR//aroH//mntP//fadD//dcuB//tynA//ubiG//uraA//adhP//xthA//ykgM//yiaN//kdpE//dcp//pabA//ydiQ//cptB//trmH//azoR//yiaL//ppx//hisF//fes//recD//caiB//gatY//ynbC//clsC//mrr//fixB//rplQ//nlpI//ftp//grpE//ccmF//xerD//dfp//yraK//gpp//cbrA//
GO_0009117_6	sodC//mcrB//pntB//pdeR//ygiS//cmtB//mdoD//ymgC//ycgB//narK//yqgB//tilS//frdC//dgcM//patD//sdiA//phnI//hemD//bglH//mocA//tdcC//pgm//secD//fis//feoB//nei//nudC//yqgB//lysA//yjgX//gltK//epmA//allS//rbbA//argB//yebS//envC//yjaA//feaB//rplL//trkG//sfmD//yagE//moaA//agaR//pdeF//tyrS//kbaY//moaC//apaH//argP//insI-2//elfC//gsiA//ade//hypB//dpiB//yijO//ggt//pheS//znuA//narX//ydeM//fliL//ygfX//rfaB//srlD//fdoI//narV//yiaN//tusC//nupG//sxy//rpnA//purR//crr//dinG//trmJ//fliS//gstA//gapC//lplT//ybaT//fau//arcC//yhcN//bioD//glcC//speE//ndk//mepM//cynS//htpX//ycgB//rpoE//rbfA//rimJ//kbp//waaS//ygfI//coaD//rhoL//nhaB//nusA//
GO_0009119_6	queF//yhfK//ycjQ//acpP//rplB//uhpA//phnL//truC//murR//nagD//tisB//bdm//tsx//ilvE//mdtQ//paaE//pfkB//borD//ftnB//hyaD//recA//flgM//preT//metC//cptB//aidB//fecA//kefF//gatB//murP//mprA//yigL//recR//ihfB//ackA//
GO_0009120_6	ytfQ//tnaB//symE//oppD//
GO_0009123_6	elfC//acrZ//alr//ydiP//nanT//ahr//rlmA//entB//ycjU//yjcS//ftsK//degP//gltP//ariR//hdeB//malQ//leuS//hisC//dsdX//nupC//yfcG//yidQ//arsC//nrfB//hda//xerD//cnu//frvR//mscM//azoR//dsbC//recT//yraJ//ygeW//fadI//argE//srmB//groS//tehA//setA//xerD//ybcQ//ompF//gnsB//yihS//nanE//
GO_0009124_7	yihX//rtcB//xapR//yfgO//uidA//chbC//shiA//rbbA//cmoM//potD//ribF//yraR//glmS//cho//pitB//ghoS//fkpB//pckA//zntA//fliD//ygeV//fdnG//ygaZ//glgB//mlaE//melR//minE//hyfC//pdeR//hupA//lysS//intQ//menC//sugE//ykgM//trpL//ychH//
GO_0009125_7	astC//pepN//rlmN//maoP//waaZ//
GO_0009126_7	rlmH//yieF//rhaA//dut//fepG//ulaC//secF//znuC//setB//ldtD//ftsE//elaD//ybbW//rseC//yfeO//bioH//yddA//mhpA//ebgA//yidZ//cspD//ychO//corA//torD//citT//yjjV//sdhC//nuoE//hemC//tatE//nimT//thiP//rlmB//cysD//
GO_0009127_8	yhcN//ndh//lpxM//yeeA//holA//lptC//fliT//nuoG//yqeG//polB//coaD//flgF//mlaC//argD//cheY//torI//casB//wzb//xylB//gmhB//intZ//tauB//paaC//leuA//yigB//evgA//bcp//sdhA//ratA//ydaV//
GO_0009129_7	ygjH//ppsR//ykgO//potC//torZ//yqiH//ileS//gutQ//nanR//tehB//
GO_0009130_8	galM//hycH//narL//dnaG//rnb//
GO_0009131_8	hxpB//infB//fabG//ftsH//mnmC//
GO_0009132_6	trpR//potH//creB//ynfF//tgt//malF//mdlB//prpD//fliS//waaF//fimI//ydjH//frlA//ypdB//rsmD//cadC//ilvA//proA//tesB//uvrD//ftsK//zapC//metB//mdtM//ydcR//
GO_0009133_7	gluQ//mltB//comR//
