#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	recA//speG//tpiA//dnaA//
GO_0009199_7	gatY//ydhJ//yeeJ//ycjU//yadV//ytfP//purU//queG//mntR//malP//lamB//dgcM//fdrA//wecB//tag//dhaR//glcA//fdoI//fhuD//yijO//tdcA//map//rnr//bluR//prlC//fes//aidB//yafC//ydjJ//pphB//uvrC//
GO_0009200_7	nrfD//queC//yjcO//entD//
GO_0009201_8	ycdX//yjhI//mltF//yeeO//pheS//rutR//dbpA//gadA//hslO//gsiC//rhmD//secG//yjjQ//rimM//ydiV//ygiV//leuS//ymfA//ykgF//trkA//xerD//hypF//tcyN//mak//
GO_0009202_8	rssA//
GO_0009203_8	glpF//
GO_0009204_8	insH-6//speC//yccA//
GO_0009205_8	mak//garD//btuC//hemA//ihfA//opgH//fiu//minE//rplP//nirB//ydjM//surA//rsuA//moeB//yghO//nadE//intE//ilvM//hsdR//yagJ//deoD//pdxB//waaJ//yahK//ygjK//mdtO//rluB//mglA//yaiV//
GO_0009206_9	tcdA//yggP//acrD//rraA//rlmA//ompG//adhP//yhbX//yjiY//radA//ymfK//mutY//yhhY//glgA//agaS//glpB//aroF//rlpA//yahI//rhaS//rhtA//ymfA//glcB//
GO_0009208_8	sgbE//hycB//
GO_0009209_9	yhaC//
GO_0009210_9	sgcR//
GO_0009211_8	gyrB//yebC//mltB//
GO_0009212_9	cyoE//
GO_0009213_9	gudX//hipA//
GO_0009215_8	mdoD//yafC//
GO_0009217_9	rhaM//umpH//
GO_0009218_7	chbR//galU//cysI//thrB//allS//prfB//treC//rsmB//rplJ//oppD//polA//wcaB//
GO_0009219_7	napB//xseB//yceK//yadG//fliZ//
GO_0009220_8	lysP//ghxP//nanS//mdtM//csgE//csgA//
GO_0009221_8	rpnD//yahN//macB//nimR//
GO_0009222_7	ybiX//lexA//ptsG//glpA//lptG//glsA//
GO_0009223_7	glpD//nusG//
GO_0009224_9	speG//tdcC//
GO_0009225_5	dapF//caiB//yhcN//yhaC//hipA//gltK//katG//yneE//artI//cysM//dgcJ//ubiF//tldD//metL//frmB//
GO_0009226_6	dtpD//hybF//rzpR//gpr//blr//yjjU//recA//alaS//rzoR//btuR//queG//ydcI//rep//
GO_0009228_7	moaD//frsA//yedL//arnF//menI//pagP//glpB//metK//yebS//manX//
GO_0009229_6	agaS//thiP//
GO_0009231_6	yeiE//lon//aspA//uhpC//kbp//mog//bepA//
GO_0009233_6	casA//gppA//yagE//manY//mrdB//insH-5//ybdZ//sgcA//uxuR//barA//
GO_0009234_7	fadA//alsE//mnmA//cysA//ykgO//cynS//gluQ//zapA//pstC//rplK//
GO_0009235_5	agaV//rcsD//livG//yhdJ//hypD//rcsD//
GO_0009236_6	iap//ybgP//ldcA//cynT//uvrA//phoQ//
GO_0009237_4	hisC//lolB//ompL//lnt//atpF//nrfD//zapC//tsaC//infB//
GO_0009238_5	hyi//fes//yqaA//nemR//grxD//hemD//nuoE//pgl//xisE//
GO_0009239_6	rpsM//entB//hisQ//mdlB//mdfA//trpA//argH//waaB//
GO_0009240_6	mgtL//ydcZ//glnS//nudB//flgF//
GO_0009242_6	proQ//fadR//glyS//slt//ltaE//ariR//nusA//paaG//gadX//vsr//hisB//
GO_0009243_7	lptB//
GO_0009244_7	yebC//ypjD//tabA//rspB//nanS//ynbB//pdhR//ugpA//yfdK//minD//speG//dmlA//treB//ghxP//ymgC//glmU//dgcT//ygiB//epmB//glnS//tig//nupX//araE//nikA//ydbK//cadC//dsbB//ymgA//hofN//
GO_0009245_6	cbeA//cusA//murB//frmR//topAI//hybG//uvrC//zupT//rpoH//glnE//
GO_0009246_6	gyrA//ftsE//ybdH//uvrC//ydjE//mlaE//gpmM//hycB//puuD//
GO_0009247_6	waaG//pcm//nhaR//lysO//ydiO//mrcB//kgtP//yihV//nepI//yneE//dtpB//dedD//
GO_0009249_6	dgkA//rpiA//yiaA//
GO_0009250_7	yhhZ//def//psuG//rihA//cadB//rcdA//hda//eamA//rfaD//insI-1//cydA//bluR//acrR//manZ//
GO_0009251_7	trpB//blr//tktB//flhE//atpE//paaJ//
GO_0009252_7	betB//ggt//carA//yibT//atpE//argK//hns//ada//ccmF//gltS//rsmC//ygiW//nudF//gpsA//ftnB//modC//rplQ//hemB//hisM//narP//lrhA//lapA//aroA//sodC//groL//fhuB//nagK//coaE//yegV//yaaA//trxA//rmuC//ackA//tar//hupB//hlyE//cyoA//ldtA//tcyL//
GO_0009253_8	yjtD//lrhA//grpE//cecR//argI//tktA//yfdC//yieF//mglC//asnC//
GO_0009254_8	cmk//yqiI//yfaX//ccmA//csgD//lapA//oppD//surA//ascF//ybbY//
GO_0009256_7	purF//sufS//yibA//yibA//
GO_0009257_8	acnB//accB//purR//hisH//
GO_0009259_6	yehT//dinI//rlmF//znuB//hha//nrdI//ribC//atpH//rnd//ypdA//frdB//hycB//gstB//ydeM//yaaY//yfcG//eno//secM//hisH//tdcF//lysU//scpB//dcuS//dicC//ydfH//ydjE//pheT//rluB//mdtE//ydjE//dnaX//asd//rhtA//rihA//frr//ybcF//ychF//ung//yafS//rpnA//bamB//ttdA//cyoA//zwf//hybA//mfd//yfaE//glpT//aaeA//csgE//sgbE//ribA//ydiP//hdeA//uacT//umuC//nagK//tnaA//pitB//cheZ//clpX//
GO_0009260_7	rlmB//clsB//murE//dsdX//elaA//thrB//relB//fabR//opgE//bluF//ldtC//hybO//flhD//creB//gadB//nuoF//pinE//tag//yddA//ubiJ//hcaC//dcuR//yiaL//mtn//ilvH//bisC//dcyD//ppk//lplA//iscR//gyrB//sufC//rpsN//gudX//rihA//gsiD//seqA//yadV//proX//diaA//poxB//yqaA//sdhD//ydbD//
GO_0009261_6	frsA//lpxB//msrP//moeA//yqeF//rsmD//
GO_0009262_5	fimA//pagP//uvrD//araD//thrB//dinG//feoA//nagB//sucC//ygjR//artI//ccmC//nhaA//
GO_0009263_6	tsaD//zntA//yrfG//bioC//dcyD//murP//glpF//ydeP//nanR//
GO_0009264_6	murE//pspG//arfB//hflD//insB-2//
GO_0009265_7	amiC//hpf//dgcQ//uup//rnd//
GO_0009266_4	fimF//gsiA//ybdN//serB//queC//yihT//citC//yfcS//lysC//ffh//chbR//ompF//slyD//lgoT//ahr//rapA//gcvA//argF//pphB//pncB//garK//kefF//xdhB//cca//tqsA//cspC//dusB//yfhH//pgk//yhjV//yqjA//kdpD//bamA//yebK//yraH//bamD//fetA//hybD//rpsO//yhhT//arsC//ydiO//dcuS//pspA//galM//intS//fadA//add//sufD//yghU//arcA//flgK//metQ//gcl//yjhG//yadV//ynfL//wzzE//mrdA//ygfI//yfbU//argD//melA//dnaX//gshB//intE//rraB//nrdH//uxuA//eutA//yajO//mgrB//cobU//rplC//rplW//yebZ//nirC//dppC//mglC//rlmD//yraK//eutK//
GO_0009267_5	yhcH//sufS//surE//hldE//ybdO//rsmC//fepE//pitA//relE//yqaB//fepD//uraA//rutA//ilvM//fecD//gcvA//rapZ//intS//surA//udk//leuS//fur//mrr//fieF//nimT//satP//
GO_0009268_4	dam//yjjB//murA//lipB//uhpB//yddM//cbl//hicA//yhjC//glpD//rbfA//hemC//sapA//thiC//yciG//ybjD//yajL//citX//murD//apaH//yneJ//ybbW//yjeI//yejB//queA//hprS//ybiW//
GO_0009271_4	fumA//pstA//uxuA//
GO_0009273_5	ygfX//yeaD//mdtM//yggP//tusB//sucB//ttdT//acrR//gltX//hofO//
GO_0009290_6	lpxP//sgcX//
GO_0009292_4	coaE//surE//
GO_0009294_5	betT//phoB//
GO_0009297_6	yfaE//avtA//rpmE//wzb//hemL//ttcA//artP//gcl//rimL//nikC//rhlB//argA//rffG//osmE//
GO_0009298_7	dicA//cdh//rhmR//
GO_0009305_7	comR//
GO_0009306_4	ppsA//ttdA//livF//intA//fdnH//xdhB//etk//
GO_0009308_5	ibsE//glyS//entF//hisG//pgi//cspD//yfbU//ftnB//psuT//yafN//udp//dgcN//fliM//yajL//fimG//gpp//yneJ//uxaB//thiQ//wcaC//sfmA//phnH//pitB//proQ//torA//endA//menB//
GO_0009309_6	paaJ//ykfM//cueO//tcyN//appB//yqcG//manA//higA//nirB//hybC//queG//accA//der//kdpA//
GO_0009310_6	mreC//dppC//lplA//deaD//aes//queE//yqaB//pphB//kduD//hybA//mdaB//fabB//bamA//
GO_0009311_5	ymgC//gabT//ldrA//recD//prs//ydfD//bluF//oppA//yjiR//yfaL//eutK//ugpB//yjiY//cobS//glvC//rplJ//proA//ampG//ccmE//atpC//carA//atoB//pldB//rpsP//alsK//glnQ//rbbA//pnuC//pgpB//glpD//ugpB//ftsY//ibpA//mltA//malG//pliG//iscA//gatD//ydiV//frdB//fadB//argS//patD//yfbU//thiQ//ydiK//ptsP//livJ//ynfK//fliA//ybbW//hemN//hycI//
GO_0009312_6	mutY//yieH//ivy//hdeB//cpxA//ygfA//macA//nfi//artI//ppiD//ileS//mutY//pliG//yrdA//cyoE//hofP//fre//xisR//rfe//sutR//rfe//ptsN//yjaZ//aslB//uvrC//phnC//sufE//lgoD//chbB//rlpA//ascF//arfB//ychF//ybhP//rplC//sfmC//trkG//malZ//kbaY//hyaA//yfdS//flgH//
GO_0009313_6	entB//ugd//narG//msbA//nanR//nimT//pphA//phnG//artJ//waaC//
GO_0009314_4	tus//ybiS//araD//sfsA//paaG//arsC//pck//mltA//rsmF//aldB//nrfD//hcaD//murC//serS//tbpA//cydC//rdgB//fdoI//rhmR//mug//cheY//rpnC//tldD//katE//uxaA//pdeL//yajR//cmtA//mtgA//recO//mrp//gcvT//yeiE//dgoD//phnN//nlpA//opgH//uvrA//rbsD//mtlD//umpG//atpG//rph//gltI//srlB//yecS//yjiA//leuB//fetB//trpL//relA//rpnC//yneL//hslO//nfsB//nepI//sdiA//trxC//puuP//rluA//ruvB//hyaB//kdpB//casC//copA//prkB//glxR//rzpD//stpA//menC//dmlA//dam//yidH//mutM//yoeE//nuoM//eamA//mnmE//hisB//hexR//zinT//lpoB//ymgF//acpP//yhgF//rmf//ibsD//dppA//clsC//ycaN//ydaN//flhC//
GO_0009372_5	exuT//ydhC//opgG//
GO_0009394_6	elfA//fadE//rstB//fdoG//srmB//yjiX//ldtB//
GO_0009395_6	mmuM//
GO_0009396_6	puuD//ileS//ydbK//glcD//dhaM//ydaN//fimF//gcvP//glpT//mntP//argB//
GO_0009397_6	dadA//ydiP//
GO_0009398_7	yeaV//
GO_0009401_7	waaF//yeeA//cas3//tnaC//pgpA//pyrG//kbaY//yfgO//ihfB//sppA//ruvB//nagB//idnK//sufB//ypdA//surE//frdB//mhpA//slyD//ghoS//yedP//sbcB//alsB//sgcE//nrdG//mocA//pabC//wzc//ykgM//der//malE//cpdB//preT//zapE//yeeO//baeS//aldB//ibsA//adk//selD//rsmH//yggF//nudF//rnt//yfcA//bolA//ydjH//yfbV//coaD//ygiB//modA//yheT//
GO_0009403_5	ybcC//
GO_0009404_4	xdhB//zapA//nanR//rpiR//cydC//hflC//norR//msrA//rpsD//gmhB//aspA//nadB//epmC//yraR//malZ//pheS//recE//surE//gadW//
GO_0009405_4	bamE//kdsC//yhbO//
GO_0009407_3	crp//borD//dbpA//iscS//tatD//ymgA//cyoC//yneE//ycaN//oxyR//yhcD//lldP//ypdB//sbp//nei//lsrB//
GO_0009408_4	flgJ//pspA//rhaR//yhdX//holB//yhfK//casC//frdC//baeS//uspB//fepB//yjiX//hfq//creB//dcm//queE//rplQ//glpA//flgD//pepA//fimF//mutL//glmM//gcvH//intQ//ddpX//slyD//cas3//bamA//brnQ//kdpB//kefC//yjeH//fucI//bhsA//zapB//fepA//rclB//ascF//exoX//glpG//argG//cpdB//prmB//sanA//hemH//artQ//arnA//kbaY//katE//treR//yjcE//glpB//chaA//gpsA//arnD//yihS//yccA//qseB//ltaE//
GO_0009409_4	mscS//malS//bioC//tqsA//hipB//htpX//gcvH//fumB//birA//hisH//mtgA//uvrC//lldD//galS//yjhP//waaO//rng//yhdJ//
GO_0009410_4	rpoD//
GO_0009411_6	mnmC//trmO//argB//putP//flgC//dsbB//sbmA//tdh//cueR//ygfZ//yihS//pabC//rsmG//yejA//nikC//dgcM//
GO_0009415_4	cobT//
GO_0009416_5	tar//napA//spy//tolB//fdx//mngR//ynhG//yfcV//waaS//casE//rnt//uhpC//degP//rplE//recN//exbB//rtcB//ychF//fruB//
GO_0009423_8	yabI//hypE//tyrR//argS//
GO_0009432_5	lhr//dapF//cysN//livK//pbpG//ydeM//fdhF//yfcV//cbrC//glcC//folC//secB//mlaB//ompG//ldtB//cobT//asd//galS//deoR//yhjC//nudC//sodA//
GO_0009435_9	katE//ileS//cysI//ybdZ//mdtG//galS//fre//rpsQ//yfaV//
GO_0009436_6	pyrF//macA//leuB//cbeA//
GO_0009437_5	tehB//mgtL//insI1//tatE//abpB//menF//yqgF//
GO_0009438_5	yidL//garR//mpaA//araA//flgJ//potG//avtA//frlA//rhlB//hchA//bamD//mocA//rbsD//ydiB//waaG//ynbB//ompW//aceF//lsrA//lgoR//entA//fdoG//rhlB//gntK//panC//ycfS//yfeX//umuC//yjcO//xanQ//
GO_0009439_5	appY//nadK//nfo//
GO_0009440_6	yfdR//galP//murE//
GO_0009441_5	lptE//htrE//glsA//gyrA//recC//
GO_0009442_7	fhlA//yjhB//exuT//afuB//yeaD//
GO_0009443_5	tnaB//yejE//ynbC//
GO_0009445_5	eptC//ybdG//cusC//cysP//ybjX//fliL//gspF//lptG//waaH//cpdB//
GO_0009446_6	fadJ//potE//
GO_0009447_6	ibsD//lipB//nlpD//recX//yieH//gfcE//treF//chbG//
GO_0009448_5	cmoA//tcyN//argT//ibsE//
GO_0009450_6	yfcU//tauC//hypB//recG//
GO_0009451_6	rnt//yhjD//gor//rpoH//sfsB//malP//yddA//htpG//accC//narU//coaD//malK//sufC//aidB//narU//holC//afuC//insF-1//yhaJ//metR//rlmI//guaD//cpdB//thyA//maa//fumA//purN//ftsW//rnr//ubiE//flgH//elfC//dgcN//acs//recE//corA//thiI//aroA//garL//argI//mcbR//mgtA//cydD//cdsA//sufA//purT//ybiA//srlR//ruvC//yhcD//rplS//yfdG//yiaF//ycjD//eptC//cysK//hybD//phnP//pdxK//cobU//ibpB//rstB//mrr//ygaH//ygaH//fdoI//yajR//fimB//opgD//mgsA//cbpM//xylR//gatC//xthA//argH//dnaJ//rnb//lysA//feoB//ygfX//ybaQ//cpsG//rplT//
GO_0009453_4	ykgF//
GO_0009454_5	ivbL//
GO_0009593_4	evgA//zntR//
GO_0009597_5	kdpE//
GO_0009605_3	fetA//dadA//fimA//ftsI//mog//dpiB//hcp//fumA//dadA//fliZ//cheY//yafS//rhaD//livJ//rng//lasT//dsdX//crl//iaaA//yidR//caiF//deoR//kup//ftsP//sdaB//rutB//nirD//pcm//cspC//nrdF//yhjC//panE//dut//casC//rplK//hxpA//mtnN//psuT//gltP//ribC//htpG//kefG//yfaU//rhaR//bfr//phoR//emrY//yebK//sohB//rfbX//waaJ//yagU//rpsG//tmk//intQ//gpp//gpp//xylE//yjiR//tabA//norV//yjtD//hcaE//dctA//hybO//yfiE//tamB//yceO//yieK//yfbR//rlmJ//spoT//fdnH//intQ//mdtO//xseB//ydjM//
GO_0009607_3	fdhF//gabD//eutR//atpB//ribF//yiaN//ghoS//rsmB//xisR//ftsK//cheW//dapD//exoX//acpH//
GO_0009615_4	eamA//yjtD//dxs//emrD//katE//yaaJ//ggt//yggX//ppsA//leuA//rng//nanE//yraK//lpp//
GO_0009628_3	hcaT//brnQ//ybaM//ulaD//ygeV//gcvH//ybiT//ycdY//cspD//uhpA//treF//ftsZ//tatD//araH//yhdW//rlmM//ybcM//panD//glyS//araB//ybeY//yfgJ//mdaB//paaB//eno//ybjN//lexA//dhaM//secB//tdh//kdpA//copA//creB//chpB//gsiD//opgE//ibsE//mnmE//wzc//tolR//metC//lldD//metC//leuB//gspJ//prkB//sodA//ygaH//rlmM//narV//glgX//stpA//cmk//dapF//rimJ//wecB//fpr//nrdG//waaQ//pepN//araE//ydcM//fadE//yahD//elbB//menB//atpC//artI//surA//tap//yibF//potE//hybF//rpsD//appB//srlR//ydiF//priB//mdaB//tisB//fadM//leuS//mdtN//fhuB//minD//rlmA//yebS//citG//ybhJ//modA//kilR//yiaB//hexR//udk//yeaK//ygcR//yceK//decR//recR//ttdR//amtB//rlmI//nrdR//yhcN//torS//mtr//fkpB//gltK//nimR//yoaA//ydeI//deaD//ispU//sgrT//dxr//ortT//speB//ugpA//ccmH//insI3//ihfA//gabP//qseC//pyrH//yagG//caiD//ygeA//ybhI//pepN//carA//tnaA//mdtD//mtlR//ivbL//ygcW//edd//yhjR//citX//yggT//yiiE//ybdG//bcp//puuE//sfmH//ydcI//murJ//lon//argK//mrcA//ycjR//hdfR//yoaB//yjbG//rbsB//oxyR//yjbE//rsmA//nrfD//znuB//yhdZ//rhmR//rnc//glsB//gcd//bioD2//melR//rlmL//rnr//ybfE//insA-2//fimI//yfjR//emrB//ubiH//mdtA//cadA//insI4//ndk//rnhB//sufD//ompL//ybhG//cyoC//entH//lapA//ybaT//yqaB//yahN//ahr//sxy//aslB//ygcR//pnp//lgoT//mltB//dapA//ada//metE//ldtD//dmlR//purB//fruB//lrhA//mioC//araD//tktB//pepT//tynA//ybjD//pheM//ushA//tusA//ytfT//btuE//ftsP//ypdA//pgaD//lysC//pgi//yqhD//dfp//rplJ//ttdB//yneL//yifB//yidK//ynfH//ychO//tolB//ydfH//
GO_0009635_4	pdeL//
GO_0009636_4	asnB//recT//ydaV//csgG//yqjA//epd//hisS//ydjH//ruvB//rplJ//glpD//bglF//feoA//serB//bglX//torZ//zapC//rpsL//yheT//metN//ybhR//wecC//yahD//mobA//yafN//tcdA//tar//trkA//fucO//slt//ibpB//
GO_0009637_6	waaP//
GO_0009651_5	thiP//ptsN//ydeI//yqaA//rsmD//frlA//
GO_0009653_3	ypdC//
GO_0009696_4	nemA//
GO_0009697_5	gapC//
GO_0009698_4	tas//
GO_0009712_6	cmoB//malF//sucD//nrfA//citG//rbbA//yfcA//pbpG//radD//panF//
GO_0009713_7	xseA//rzoD//rfaQ//thiE//paaZ//hldE//yhjR//mlaD//lepA//
GO_0009719_3	ubiI//ebgA//nudG//
GO_0009730_5	elfG//
GO_0009743_5	ivy//
GO_0009785_5	mdlA//
GO_0009850_4	ydeP//pspA//hisG//mraY//ybbY//panB//mdtA//secA//ptrA//yjjB//zwf//spoT//ykfM//
GO_0009852_5	tdcF//ycjP//mntP//acrD//hldE//ulaC//cspG//fdhD//atoS//uidR//arcA//glsB//nfuA//
GO_0009889_5	fdnI//yjjX//lsrR//cnu//ibsA//yihW//glgC//frdB//tgt//kdgT//lpcA//glpC//lsrC//rpmE//sapB//murR//ftp//gltB//trxA//glmU//paaB//cysG//uxaA//ldtA//prs//cusS//ulaG//nrdE//ygbM//rsmF//amiA//msrA//bluR//narH//nrdB//acrZ//acpH//ompA//hypE//menB//yedX//uidA//frlC//hflK//argS//dgcE//bsmA//aer//yhbQ//ssuB//dcyD//norV//puuE//ccmH//atpF//lsrR//ppk//sufB//tisB//rfaC//ycgV//csdE//ackA//livG//betA//ldrA//chaA//appA//comR//yjgX//rpsG//ldrD//yfcF//gpr//ydhK//adhP//yidZ//yaaU//mlaC//fabB//priB//flhA//entS//mnmG//codB//efp//ydaC//pdxH//uidC//yjiA//yjfF//metL//ypdA//yiaB//yddG//amiC//fryA//gntT//cspC//efp//ybdZ//yidD//ssb//patD//yggX//yraK//hipB//deoD//hofP//htpG//cdh//arfA//rplL//pyrE//rutR//dinG//lrhA//wzyE//rimP//ydiP//adk//gnsB//hipB//tcyJ//uspE//rplJ//rsmG//pheS//bcp//chbG//clpP//yhcN//hisG//yegV//codB//gloC//lhr//fimE//hokB//ygeW//macA//frmR//dpiB//hflC//gadA//yhjG//yfcS//panD//clsB//astB//bepA//yodD//nrfD//hiuH//dadA//tusB//fhuC//yehU//dcd//tusE//murE//nudF//entB//mglA//fliG//rhaM//pfkB//fliM//gshB//yehX//csgA//valS//sgbH//rplB//recG//smrA//asd//fau//rcnR//yghG//rbsA//luxS//rep//acpH//dctA//ftsE//yihL//rclR//tmcA//hypE//sdhC//fryB//metK//chpS//glcD//hemE//sdhA//caiD//ybhS//yahD//rsmI//dinG//amyA//holB//rhaR//wcaJ//arcA//cusS//dtpB//rnpA//hcaF//manA//uvrA//acrR//garD//yecS//hmp//mcbA//yfdR//menC//tsf//ttdA//ycdX//fdhD//iraM//nanK//degP//panD//rfaF//mfd//uxaB//yrdA//btuB//rfaC//appY//rhtA//yfeD//accB//qseC//umpG//fumA//ycaN//scpB//lgoR//frmR//yejE//yfdS//livK//yeiL//lon//nfuA//exuT//ybcJ//deoA//obgE//ogrK//kefC//tamA//hofO//dcuD//lptD//psuT//dpiA//pphA//trxA//sgcA//bioA//argK//yqjH//clcB//clsA//nagC//dcuR//queG//nuoB//rffT//glnD//fhlA//katE//mtfA//prmC//lsrR//ompT//bamA//cpdA//argP//gcvT//dgcZ//yiaJ//yhbQ//ygeR//csgG//fimF//nhaR//btuF//glgC//cmtB//fryC//yfiF//dsbD//ortT//dgoR//ybjX//dkgA//paaD//yajR//obgE//sulA//ecpR//rhlE//ldtA//ygeV//murC//yqgB//phnP//cpoB//
GO_0009890_6	yihI//cusC//sulA//ffh//lldD//nikC//menI//dinD//ompA//mliC//yagU//glgB//qseC//hyfF//asnB//rfaC//pdeD//iaaA//rpsT//fklB//ftsB//rcsD//btuR//araD//gspF//skp//ybdZ//ybdN//dacD//tatC//yqeG//ydeM//rusA//ecpR//radD//phoP//fhuF//cysE//fimG//iscS//yhjC//smrA//aspS//kdpA//menF//fixB//rluC//ycjQ//fes//hflX//yjfF//dgcN//xanQ//cysH//ybiT//yeeJ//rimK//rpnC//ccmA//pagP//ibsD//tdh//gnd//rnlA//ulaG//leuD//rnlB//moaE//murD//ppiD//yhdZ//yafO//tufA//yfaL//yfgO//idnK//rlmJ//hemF//mhpA//yihI//sfmD//gatY//ybiS//gsiA//mdtL//hdeD//araG//topA//malF//wecB//ibsA//waaG//rplQ//truD//rfaF//yehW//znuC//yeeA//glsB//aroL//glxK//mdh//fdoI//sufA//dapB//dnaC//ybdM//glpT//ydaC//lamB//ydcS//guaD//tdcF//nudB//bacA//pgrR//prkB//kduD//yebQ//yeaV//pepD//
GO_0009891_6	ascB//yiaL//pabA//wecB//livH//yafQ//ubiE//ghxP//fdnI//yghU//sfmF//def//mliC//yqgF//citG//pckA//hscC//rzpR//folA//glcE//rplK//ypdC//narX//feoA//yegT//glk//yedL//yihW//bisC//yiaF//yhdW//ydfD//fadD//gltL//appC//iscA//paaB//livM//yfhM//mepM//cutC//ompF//mtlA//dhaK//ydiR//dgcZ//yjbH//asmA//yidE//ibsC//ruvA//ubiH//uxuA//ybgQ//asd//rluC//cpsG//nudG//lysR//iscA//pphA//eamA//insI1//chaC//rnr//sgcR//ahr//cusF//dppA//yjjV//yfhM//cysP//aphA//hisC//gpr//acrZ//trmI//ydeP//lpxK//rlmL//yehP//yghO//umpG//
GO_0009892_5	glmS//cspE//essD//yfbR//ulaC//pdeD//glyS//allB//cysG//csgD//rpsP//lplT//waaO//fabB//gloA//ykgF//caiF//ybhP//cpdB//hupB//bamA//gatZ//vsr//tolR//lptG//elaD//fliS//yehB//barA//hemE//yciF//yebC//potE//oxc//ftsL//tatD//ubiX//deoD//ydeM//dhaL//katE//livG//sdhC//htrE//nagA//fruA//atoB//puuD//paaC//fdoI//agaB//ybdZ//xapB//ydfH//tktB//malI//yhjB//yihR//mtlD//malI//appC//ettA//tusA//fabG//yfgO//fur//fsr//srlD//dgoA//mtlR//gspI//arcA//fdx//insI-2//argF//rhaT//ibsB//treR//arnB//rluA//metF//yedA//lapB//ftsQ//rplX//gcvP//phnI//fadH//bluR//frdD//xisE//dbpA//tmk//paaZ//tdcF//hisD//tatA//yeeJ//ubiH//fepC//cpoB//intQ//ratA//cysS//hokE//djlC//menB//yeeY//ybdR//ygiS//crl//opgG//ibsD//murI//dkgB//xisE//waaJ//roxA//cysD//hisS//yphF//yadN//priA//sbp//flgJ//tsaD//yjiX//hyfR//sfmD//kdpF//yhcH//argR//yjhI//rppH//dnaE//wzc//hinT//waaF//phnK//oxc//artJ//sgcB//bolA//queE//yccX//ybdO//
GO_0009893_5	tsaC//maa//rzoD//holD//nemA//lacZ//yidR//phnP//mnmA//groS//dtpC//ascG//rpiB//panE//ygiV//glmM//eamA//paaD//envR//cyoB//uraA//yeiG//prc//ruvB//agaC//ydfG//ccmC//insI3//ycbU//torC//phoE//glpF//wzzB//rtcR//feoA//wecB//kilR//trxC//srlB//ydhC//leuA//proQ//eutK//clsA//hybA//yqiG//alsA//ghrB//ftsI//pgaB//yciE//priA//panZ//thiM//tcyJ//yegT//yjiM//ychO//paoC//rluE//xylR//flgE//envC//trmL//prpB//ppc//aaeR//arcC//entA//epd//idi//pgm//glk//gstA//yigL//waaH//mrdB//yihI//pbpC//murE//yfjR//nadE//selA//acrA//hofO//umuC//cnu//rssA//yiaL//ydbK//yfdO//cspB//tdcA//ispG//ftsZ//ydfK//btuD//lepA//gltS//
GO_0009894_5	tauA//ydiQ//mltF//ybaK//pyrC//phnC//fes//xdhB//dcuS//scpB//topAI//yajO//phnJ//tauA//
GO_0009895_6	msrC//fsr//yfdO//yagG//
GO_0009896_6	mepH//ydjH//ais//
GO_0009966_5	dkgA//
GO_0009968_6	araG//
GO_0009970_6	uxaB//yjcE//csdA//
GO_0009972_10	fdrA//
GO_0009991_4	nanR//rpoS//macB//pppA//ycjU//yibT//fepG//tynA//patD//manY//glrK//eutN//puuB//uspE//treC//yraH//sdaA//gcl//dps//ais//dkgA//birA//yaaY//nanE//tauC//rzoR//clpX//yeaE//cyoD//fnr//hmp//phnP//pgsA//yhbY//yihO//btuB//yaaY//rpnB//xapB//arnB//nikD//uidA//yiaU//hycH//yjfP//dkgB//secM//pdxB//opgB//ruvC//crcB//nudF//lgoR//asnA//yjjG//cirA//uspC//araG//ydbK//bepA//diaA//ubiC//tesB//
GO_0009992_5	hicB//fucA//tgt//evgS//
GO_0010033_4	arcB//dpiB//yhbQ//etp//ilvL//ygeR//rplW//treB//exuR//erfK//ubiC//topA//ybjC//lldP//ycjY//ybcL//fliS//spy//prlF//glpK//lamB//ompG//appC//map//fcl//emrB//lsrD//dhaK//yhbX//fucI//yciH//uvrY//dppF//fecC//pitB//holB//hybB//nusG//bdcA//potC//wcaC//thiQ//bdcA//
GO_0010035_4	fumC//yjjI//aroF//glvB//envY//artP//rlmF//hemB//ybfA//yafQ//srkA//cysQ//hemF//pitB//flgK//yceK//iraM//fixB//aspS//hybE//fiu//wbbK//purU//ftsE//tsaC//sfmA//sad//ulaE//nirC//argP//glcA//dcuC//pinR//yajO//ycdX//ydcZ//basS//abpB//pmbA//gudX//dapB//livF//yigB//dgcM//ggt//kdpA//cysH//fadM//yqeF//cydA//elfD//dut//rplN//mdtI//fdhE//ydaC//dmsC//priC//recX//trmO//sucC//ibpA//rpmG//torC//tmk//yadV//ycfH//murB//solA//glgS//pinE//rsmB//atpD//hisS//secB//fumB//
GO_0010038_5	insA-1//ybhS//ycjY//ldtC//gpmM//gntP//rimO//yqcG//cysS//hsdR//gstB//rutC//recC//cobT//rimO//mtlA//ydcR//eutR//torD//valS//yceD//ilvL//ygiW//ybjG//atpB//sdaB//artJ//rffC//dctR//hyaC//ynhF//bioP//rimK//rpmE//waaC//yqaA//truD//hslU//tar//malP//uvrD//malS//yqjI//kdpA//tolC//
GO_0010039_6	yheT//ddpA//sgcC//metI//ydfH//tnaA//zwf//
