#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cbpM//dacD//murA//yrbG//
GO_0006811_5	crcB//lysS//yraN//phoE//zupT//polB//ybiA//ydcT//ldtC//rffC//yfdO//ade//ycjD//cheZ//ugpC//nimT//yagF//cedA//zapC//treB//araH//fimA//rph//fepG//sgbH//rsmJ//zapE//rplT//aceB//sbmC//yeaG//apaH//hofM//thrS//yihR//pnuC//yqjA//fecD//wcaB//leuA//ydiO//nth//ygeW//dhaK//leuD//mutT//ltaE//torD//hisP//uspF//atpG//ghoS//rof//thiC//ldcC//allD//mscS//nrfB//kbaY//satP//yieE//yieF//ydeE//mscS//recG//dusC//nhaB//folC//galE//folD//higB//mlaC//uup//ybiY//glsA2//alaC//hslJ//acpS//feaR//wcaB//yhiM//coaE//phoB//fucA//pflA//treB//znuA//tyrA//nanR//glcA//pitB//fimG//rlmN//nrfA//codA//dnaT//metE//kdpC//avtA//yhjV//trkA//yphF//rnhA//lptE//ade//yggP//yfbU//rihB//dgcQ//fumC//rimJ//msrA//ttcA//tsx//murQ//tauC//fdoI//gloA//mdtO//trmJ//hofO//mreB//yagJ//guaB//epmC//fhuC//phnH//proC//mdoG//tyrA//gcvA//tsaC//gltK//ydcO//fklB//intS//mnmC//yehD//narG//radD//slmA//napB//yjbH//motA//folD//sxy//fruA//wcaB//speF//cydA//ybaO//waaH//yehP//nuoF//ygfX//tauC//xapB//dkgA//murG//ridA//fecB//ynfL//grxD//ptsI//casA//lgoD//hyfF//acrA//srlA//yhgH//uxuA//gspJ//uacT//degP//manZ//garL//kefF//dinJ//mprA//dgoD//emrE//fliG//qorA//ulaF//napC//pyrE//narH//borD//rplK//ydjE//rzoR//ychF//pflC//yraH//allS//rpe//ybiA//wza//frc//aceK//thiD//deoC//slt//tdcG//carB//yfiF//rlmL//yagF//uup//yfbR//tsx//rsuA//paaC//ilvD//prfB//chpS//soxR//ampG//parC//dkgB//yagU//oppA//tusA//yqjI//nrdA//yhdJ//ybaM//ygeX//mntH//yibA//shiA//trpA//glvB//adhE//yehZ//phnL//yihP//manX//mzrA//fabZ//cysB//glgC//ybdH//gapA//glcA//ynjA//nei//rfaE//sstT//nikD//ygbL//elaD//hcaC//setC//gadB//clpA//yjcS//yqjI//ruvC//adiY//yceO//yjjV//eamA//csdA//yahK//elbB//acpH//proS//fepB//endA//sbcB//efeO//rclA//lgoT//yfcV//rnlA//uvrY//yidE//rlmI//ybhS//clpX//chbA//xylH//cmtB//satP//malG//garD//
GO_0006812_6	leuB//mfd//lpd//moaE//zinT//rpsB//holB//ffh//acrE//rsmG//ybaO//uhpA//tyrS//cysC//allS//mhpB//lipB//waaZ//frdB//chaA//proC//tdcR//fsr//fimE//fixC//queE//ygeX//ompN//fdx//citX//potI//dcp//gntP//gsiB//argR//nth//dfp//yibF//fieF//pheM//potB//glnP//rnhB//alsA//mcrA//icd//frwD//yqgB//menC//nudF//dppC//fdhF//yciE//ompN//pliG//mutS//gutQ//rpiR//torI//allB//nimR//manX//queC//yfiE//pmbA//lysP//kdgR//uidR//patZ//dcuS//tdcG//yggP//feoB//abgA//phoR//nuoM//pyrG//ygbL//yphB//pinQ//ribD//rzpD//bdcA//cysW//rpsS//proA//hycB//ftsY//lamB//ecpR//ydfG//puuC//fdoG//yidR//macB//pinR//rpmJ//mtnN//casD//dxr//sufD//ascB//atpA//ybiV//lpxH//yjaZ//aer//phnK//gltS//ychH//yahF//metL//deoR//rplK//lacY//opgC//ypdB//yjbB//rsfS//lpxL//pgi//fsr//uxuB//gltX//hisD//potI//ldcC//chiP//glnA//treR//tolQ//fadK//fimE//rsmJ//ydiV//yehP//yafN//lolE//fhlA//rbsB//ftsY//murB//insI4//mazG//torZ//alsK//nlpI//mntR//gabP//oppC//cas1//rluE//thrS//serS//lepB//uof//osmE//fhuD//rffH//artI//yebK//fiu//sfmF//pheA//mlaB//yahF//metB//minD//fetA//flhA//gcvP//
GO_0006813_8	greA//yraH//menC//sgcX//hrpA//mntR//uidR//cas2//yadV//lgoR//frwC//thiP//dcuS//mtr//nrdD//yeaK//ydcI//
GO_0006814_8	ygbL//ansB//narW//mgtL//rpnB//degS//rplO//ynbB//sgcX//
GO_0006816_9	bioH//
GO_0006817_8	uxaB//fbaA//ispU//yhgH//hcaD//clpA//melR//ybiV//yjhG//
GO_0006820_6	ytfE//pitB//sgcA//pflC//cysC//sthA//ompG//yoeB//phnK//selA//clsC//cspB//ymfA//ydaC//lptB//ydiB//pdeF//zitB//mutH//yaiW//yfaV//dnaT//uxuA//cysI//feoC//betB//fabH//mdtG//corA//atpF//lpxT//ydiB//uidA//hcaB//cysS//mzrA//iaaA//caiD//yfeO//ilvD//prmA//metQ//tcyP//lit//rnlA//ydeE//folM//lpxD//paaE//yfbU//amiB//ptsN//hslO//xylR//sppA//ttdR//pepT//rdgC//eno//rarA//lptA//mmuP//lptE//yhiM//tcyN//cydB//rbsR//ascF//bamE//tktB//preA//clpB//pcnB//paaC//yqgB//acnB//bdm//tdcG//atoS//ydeT//yciV//ybcL//obgE//ulaF//glgX//ribC//rnhA//pheS//dgoD//ybjL//cusA//yjhB//ada//torZ//proV//hslR//alkB//btuB//fliM//yfdK//phnI//sspA//fhuC//dgcN//cmtB//ratA//mrp//puuB//rplC//kefC//era//miaB//yiaF//ubiJ//ubiB//codB//zraS//sufS//glxR//dinG//ycjW//acnA//rfaF//prpD//adiA//mnmA//argA//mfd//tnaC//metL//topA//ybhJ//rpoS//yieL//efeO//ycbU//kilR//dhaK//fryA//orn//cyoC//uidR//insB-2//higA//nadA//tauD//rclC//fadR//cysW//narH//yqaE//qseB//mlc//secD//ydjK//yeeA//yciK//wrbA//bcr//napD//yobA//rplC//cbrC//symE//yodD//yajO//uidR//nlpD//lolC//mazF//fliT//acnB//gloB//gcd//ascG//maa//minC//
GO_0006821_8	marA//wcaB//aer//
GO_0006824_8	arsB//prfA//pcm//dgcM//
GO_0006825_9	mukB//emrB//yejF//chpB//fucP//rclA//glgX//
GO_0006826_9	rhtC//paaG//yjaA//yobA//rpmF//oxc//acpP//purU//yceD//basS//trpGD//uacT//gsiD//adiY//lptF//msrB//sfmC//
GO_0006828_9	tsaD//ileS//yedP//
GO_0006829_9	hslU//yicJ//phoU//hemE//ydiK//hemH//acpS//yqjH//priB//
GO_0006833_6	cyoE//
GO_0006835_8	mdoD//ydjH//agaR//glpR//msrQ//fdoG//chaC//rcnR//bioB//yigB//ldtA//malY//mtgA//pstA//
GO_0006836_5	flhE//lpoB//shiA//wcaB//cpxA//yfiF//accD//fklB//tatC//pinE//
GO_0006846_7	ggt//cysD//
GO_0006847_8	yfjR//
GO_0006855_6	waaH//araE//selB//leuD//trkH//thiG//ydfG//glcF//aslB//asnB//pepQ//yadV//feaR//dgt//sohB//cobU//csgF//hflD//lldD//uspE//dusB//shoB//nuoE//glnQ//hyaB//casB//motA//znuA//narJ//udp//ygiS//ggt//argF//ygcO//pgpC//kdsD//pepA//ppk//rplR//opgC//tisB//yfcQ//mdtB//waaU//slt//bioA//prpD//xapB//nth//dnaX//cysP//rnc//yfdG//trmO//gatC//mipA//relA//insK//
GO_0006857_7	rpsL//coaD//hldE//pheT//yehC//rraA//hycH//dgkA//dcuB//cpxP//cobS//uspE//ihfA//creC//asd//nagD//leuB//tmk//pyrF//fadB//yghW//frwB//ebgA//rsmH//galM//diaA//panD//
GO_0006862_7	bolA//
GO_0006863_7	hcaE//lexA//yegS//recF//mobA//gluQ//betB//hflD//
GO_0006865_6	iap//pdxK//nagK//yehT//fixC//cbeA//ptsP//glpF//exoX//cusF//serS//speC//dmsB//proS//yidQ//hemF//alr//fruB//ybhG//trg//asmA//yjbF//metN//ibpB//glnP//ycgB//cysE//agaB//der//ygbI//ykfM//yadK//rplB//gadA//fetA//yecS//nhaB//rayT//recG//sgbH//yjhB//sdaC//nrfB//ompA//mutT//patA//adeP//lgt//proV//carB//gntK//mgtA//rhaA//blr//aroP//dnaG//ribB//mdtQ//dsdC//yadV//dgcN//proS//yedL//gloA//ydjJ//murB//prfA//puuB//mzrA//rpsS//rpoE//epd//spoT//
GO_0006868_7	rraB//yihP//glyA//
GO_0006869_6	dnaG//yeaE//lepA//ulaG//yggW//insF-1//dhaM//cdgI//torD//pepA//surE//gadB//mglC//mdtB//rplS//yhaV//ribB//hisD//gsiC//fliZ//alkB//guaB//nagA//
GO_0006873_5	hybG//ulaD//recF//rnpA//ebgR//ybhJ//ydfK//corA//rcsF//yraJ//mrcB//tdcG//sspB//cysD//patD//folA//csrA//secA//hisD//ydiQ//mdtL//hisA//aas//tmcA//gyrA//rclB//hslU//agaD//artQ//btuF//
GO_0006874_8	opgB//
GO_0006875_7	holB//rplA//rihA//copA//yfbU//rmuC//yfbU//flhA//wcaB//ibpA//yqgB//cyoC//cysH//rcnR//dmlR//yobF//puuA//yabI//uof//gph//tsgA//
GO_0006876_8	caiB//
GO_0006878_9	zapD//ybiJ//arcA//ais//allD//
GO_0006879_9	oxc//gcvA//cmk//fliM//potA//glsB//yfcR//patZ//guaA//ybiJ//frwC//
GO_0006880_4	ampE//fdhE//afuC//
GO_0006882_8	mdtG//
GO_0006883_8	hisI//yciV//trpGD//
GO_0006884_4	ddpA//yhcH//yceD//tpiA//tcyP//
GO_0006885_9	rpsI//holE//rffH//mnaT//pnp//tolQ//ldtB//hypE//osmF//gadC//rsuA//
GO_0006886_5	argT//ycgV//pyrD//rfaH//thrS//nagC//appC//yjhH//nhaR//azoR//ybjI//
GO_0006928_3	ybiV//folP//sad//narX//tldD//bamA//nrdI//cvpA//yehT//sufA//glpG//rnr//cmoM//frvB//argG//yidQ//trkG//cysE//btuE//napA//rstB//sucD//cobB//rhtC//gudX//cra//cedA//pyrC//gcvT//yejF//abpB//hupA//yadM//ycfJ//trmL//sufB//artP//yqcG//atpB//crfC//mltB//yaaY//appC//citE//
GO_0006935_4	ptsG//phnC//mhpR//oxyR//nikR//cysW//yjbG//rpmH//nadD//yieH//rpmF//ydiR//motA//hyaB//fhuB//yidP//
GO_0006950_3	rplR//btuB//rarD//efeO//entA//mpaA//tolB//trmA//lpxH//ldhA//nlpE//fliM//waaF//fumC//glcC//yfjV//modC//rffC//groS//kup//menF//yqhC//trmO//gudP//pgaA//appY//kdpA//nhaB//ypdC//satP//ybdM//fdnG//yqeG//eco//mrp//malF//rnd//cpdA//pepB//dmsA//gstB//rffM//mntH//dusC//yfcQ//livM//yhjR//envZ//aroC//folE//pyrL//yjeI//tauD//tcyP//katG//yoaA//yggF//hslU//putA//gpr//minD//fur//lipA//yjhP//gntP//ttdA//atpD//hiuH//ugpC//fbp//lsrR//ydfG//fetB//lon//dgcN//recG//rutA//yabI//ldrD//rplW//yhaJ//recF//yhcN//phnL//yagF//yhcN//ynjA//trg//alsK//intE//dsbG//ebgR//cfa//surE//bioC//ruvC//ompL//nimR//potC//opgB//hisB//prpD//tufA//priB//ydfG//menH//tdcC//recF//priA//manA//fepB//hdhA//moaC//mlaD//oxyR//ggt//ldrD//surA//ibsE//cysW//nuoG//cusS//yggN//murJ//trkG//recG//pgrR//cspE//wecC//glvC//hokE//dapF//dsdA//nusG//yggT//sbcC//sgbE//hprR//yhdJ//btuB//secB//ydiP//ppiC//acs//rnpA//acpH//rclC//hycH//yohC//btuB//fetB//fabR//idi//cstA//hybD//pgrR//tmcA//glcE//yhcF//srlR//fecA//recF//yafN//lipA//torR//hybA//cas1//ytfE//bioH//glnK//lldP//ygbI//glpC//ompL//recC//rlmE//dnaN//yieE//nuoF//proA//glnL//lptE//metE//lpoA//ydiQ//araD//ybjD//rplF//glk//sbcC//cusS//lpoB//citX//accA//cueO//nimR//sucA//nemR//sdhC//rplN//gfcE//secF//arnB//yciA//bsmA//dcyD//clpB//yqgF//yjeH//asmA//ypdB//zinT//fhuC//hipB//ybdO//sad//rplN//yghO//fkpB//ubiF//tamA//ettA//cobS//rimJ//gadB//gstA//talB//yihL//phoA//nanT//mdfA//wzc//yihQ//glsA1//fruK//uup//trmH//miaB//trpC//ispU//higA//bssR//mngR//yjhC//macB//rffG//dnaT//aer//uxaB//parC//prpR//gsiB//paaF//moaA//pflC//yfcG//yeaV//yebK//modA//bioD//lyxK//ilvA//serS//ulaC//sbcD//thrA//yhhY//fadA//cyoD//yehX//eutK//waaH//yjcO//yhhY//rarD//rrrQ//secA//hokE//ascB//holB//garR//thiQ//rbn//yagJ//ycfJ//rfaB//eutB//yabI//casD//clpX//metC//pdeL//mdh//yhjC//pepD//surA//elfD//hemL//cca//gspI//mhpC//zntR//narZ//hybE//adeP//narX//thiC//yddG//qseC//ygaH//csgD//potD//fabH//putP//mtn//yraN//yhfS//ydiQ//yqeF//lptG//cyoB//abgA//metH//purL//moaB//norW//ybcC//gnsB//yahN//fimD//mtlA//hpf//ftsB//tusE//yfeR//npr//frwD//cdgI//gatZ//yggP//relB//dtpC//fumC//qseB//umpH//yciT//amiC//atpE//yggF//hcaT//tsaE//dgcT//ycgB//yqiI//ftp//yeiG//eno//macA//serB//sseA//ampE//ccmF//hha//pstB//dnaQ//gsiC//ada//melR//rho//yejE//cmoA//cysN//thrL//rsmD//rof//fecA//mdtK//dmlA//idnT//rluD//fepA//uspE//ruvA//torY//iscS//kdpF//cbpM//purC//cbeA//sodC//rhtB//ygeA//kdpE//yjjB//ycjD//pgaC//araH//insH-5//rluD//yfaX//kdpC//hdfR//asnC//rhoL//mhpB//dcp//asnB//yehX//phnP//rcnR//dgcN//mgtL//tdcE//yidA//pykA//yfdR//msrQ//dmsA//yqaE//trmJ//glnH//gsiD//hofC//clsC//rsmF//setB//uxaB//nrdA//cysI//clpA//degP//wza//waaO//fnr//yrfG//modC//comR//dhaR//miaB//cdd//nadA//nuoL//ubiF//dctA//mdaB//emrY//mog//tauA//yihV//patD//yrfG//spy//uxuA//dgcE//yjjW//citX//yihQ//tdcD//cpdB//ybhD//btuE//tdcD//rplW//cynT//ybiJ//insB-4//frwC//cpxA//fieF//gatD//pgaD//ydiZ//ebgA//frlC//bamB//trpA//eutB//idnT//fryA//ruvB//trmD//rtcB//
GO_0006952_4	rhsD//fecA//proA//patA//yafS//dicB//secF//mhpR//yhhY//hscA//uvrY//recX//
GO_0006970_4	rpmE//ldrD//yeeY//mtlA//rpmB//ykfM//ubiE//ribB//yhgH//yibH//gpmA//roxA//murB//lapB//ada//rlmE//yhjC//nadC//gltB//acrZ//ilvC//mdtP//mliC//mdoG//amiB//ybiX//csiD//nikA//yghG//phoU//bioH//bssR//rmf//nagE//norR//ldcA//osmY//gor//
GO_0006972_5	cpdB//ddpA//cysB//lapB//dnaC//lgoR//glcE//fruK//focB//yqjH//tusD//torY//phoQ//ynfE//
GO_0006974_5	yhbQ//tnaA//glpA//rpsP//panF//flgB//ftsN//tamA//ppiA//flgC//sdhA//ybiV//hflC//nsrR//idi//alsB//argB//carB//ydcZ//spy//chbC//ppc//rffH//yqjA//yehC//ulaE//mdlA//smpB//abgB//tynA//aldA//cutC//insA-1//yieL//hslV//glsA2//gspJ//glgS//ndh//glnL//ssuB//hslO//mlaD//maeA//rpnB//mngA//pta//htpG//smpB//yohD//dgcF//dacB//csrD//hipA//wecC//mraY//napA//atpH//hipA//rclB//rpnD//yidK//dmlA//ypdF//hybD//pgrR//csgB//opgB//cydA//elfG//srmB//gcvP//ycaO//glnE//lsrG//gatA//ravA//murD//mrr//gspF//norR//pabB//ribF//gmk//kdgT//artJ//flgI//asnC//nsrR//yajD//mhpA//puuD//ttdR//hyfR//ihfB//yiiD//hdeD//tolQ//agaW//dacD//yehP//rfe//tufB//aspC//nrdI//mdtL//tyrA//yohC//mtnN//gspI//ssuA//ybiW//rsmG//ldrD//fadR//aroP//yggD//flgK//carB//caiF//fbp//yeeO//fadJ//dnaK//dacB//lplT//pldB//glsA2//lon//alkB//fadM//phnH//sfmD//uxaB//cysC//potC//casE//csiR//ydjL//wcaB//lpxL//fabB//zupT//rpsR//ygiS//moaA//yciK//bioD//rho//crr//acrA//iclR//atpF//rhtA//frlC//ypdI//leuS//otsB//map//gsiA//rof//dedD//radA//bssS//aas//ybdN//ghoT//yjhP//gor//rutE//ndh//mtfA//topB//yeiG//fdoI//yfdK//gsiD//yajR//ftsB//fliK//arsC//yiaB//yfcS//rplQ//insB-4//ompR//rnlA//dgcJ//tynA//atoC//dtpA//citT//emrY//rutF//ydaV//zipA//creC//hdfR//pinE//satP//uvrB//sixA//yibT//ddpX//ybaO//yhjV//rcnB//ydiV//fliS//fabB//yqcC//caiF//tdcF//feaR//glpB//panD//yhbX//ebgR//coaE//rlpA//rfbC//rrrQ//ghxP//cydB//arnF//speE//proB//elaB//ivy//yaaU//gadA//yhjX//crfC//cysU//prfC//dgcT//ibsA//clsC//yidK//diaA//cueO//arsB//udk//exoX//cusA//hypD//
GO_0006979_4	ssuC//yiaL//panD//crp//deoC//zapC//yacG//elyC//fetA//yggD//phoP//nikD//yadV//galP//truD//yciG//bssR//tsx//ccmC//lipB//ybhA//yhhT//modB//ygiB//hprR//lptG//gloA//fdhF//rcsD//cpoB//ycjR//rnlA//cheR//cueO//pepQ//dtpC//yebC//chbR//gpp//ebgA//epmA//pyrC//waaQ//nlpI//ydaN//ydhJ//garD//trpGD//prkB//metC//dacA//appC//yagE//ravA//malX//htpX//rne//deoB//cysS//entH//pgk//yahI//purC//msrC//ygjK//cysZ//entA//rfaD//yhjR//iscA//yoaB//umuC//yhaV//yfcP//ybaK//btuF//sdhD//ugpB//dsbG//maoP//yadN//panB//hybF//yehC//nudB//yieE//
GO_0006986_5	tauA//purR//nadB//mdoG//yohC//rna//
GO_0006995_6	pliG//ubiA//
GO_0006996_4	rluC//clsA//yebS//ydiB//sbcC//csrA//nrfC//rraA//uvrY//cutC//yjaZ//yihL//cmoM//cdh//ybdZ//ubiD//nsrR//fucP//moeB//yphD//tldD//kdgT//fdx//argC//htpX//tusE//moeA//yeaE//hflX//hiuH//kdpA//wecE//btuE//ybfA//perR//yciV//hscA//hofP//yccX//
GO_0007010_5	csiR//
GO_0007059_3	ompG//ybaT//ygiS//fumA//yhdZ//ssuD//kefB//amiB//yagU//rluE//
GO_0007062_4	yehY//opgH//ftsX//fdhD//
GO_0007154_3	ydjL//pheM//skp//yddL//gnd//nrdA//pal//cutC//hsdM//hcaT//tsaD//pgrR//cbrC//nfsB//nei//ybiA//dppA//sgcB//leuD//fucI//xthA//bdcA//ldtC//paaG//lptC//gltL//glnP//sdaB//flhC//fecB//nhaB//ynfL//proB//yjiM//treC//ldrB//hdeB//insE-1//metL//rplX//atpD//rhaA//rnlA//yghW//parE//nuoG//idnD//narW//lptG//yehU//tmcA//accA//rlmN//yaaJ//iraP//
GO_0007155_3	tdh//xylR//deoB//ybgQ//norR//nrdB//rrrD//fetB//rhaA//idnD//glnS//frwB//rlmE//gsiB//ybdM//potE//aldA//ttdB//spoT//bioF//ybcC//nhaB//grpE//insI4//btuF//ydcI//deaD//rapA//prfA//cheR//fdnI//insB-4//tufB//yfgO//ydcZ//
GO_0007163_3	gadB//
GO_0007165_3	dtpB//csgB//yfdK//cynT//uidC//menA//lsrG//yafQ//cysC//hisG//higA//nei//ygiN//kch//tauC//ascG//actP//adiA//rhmR//fimD//yjhG//sgrT//lpxB//ynbB//fumA//bglB//zapD//dkgA//ftsK//gspJ//ybhR//yadK//trpA//ynjA//mdtQ//thrC//lpxL//ydeT//waaC//ydjM//tyrA//yjbH//copA//bglH//yfjV//gsiC//osmY//etp//rimL//add//yebC//pnuC//ydbD//yfcQ//yejE//melB//intS//tqsA//nrfF//yaaA//
GO_0007166_4	yghG//yegT//sfsB//pepA//
GO_0007215_5	ybaE//yfcA//ybgQ//lplA//
GO_0007231_4	rpsI//
GO_0007234_5	nfuA//
GO_0007267_3	bdm//galP//
GO_0007346_6	rpsM//trpA//garD//
GO_0007584_4	yphF//insK//nudC//nimT//
GO_0008033_9	prmB//tap//dinJ//tusA//mhpR//fadA//lit//dgcE//truD//nth//seqA//setA//kdpE//pinR//nupC//atpD//mscL//yieE//ldtB//rpsB//yfgJ//yihQ//epmC//gdhA//sucC//fetA//tdcR//rutF//ygfA//ydaV//yihR//miaB//yajD//mpaA//hdeD//yfgO//dgcQ//puuE//hfq//dnaA//ybjC//narU//ftsQ//rimO//purU//yqaA//bamB//ynfL//ldtA//priA//pinQ//rutC//purU//mnmE//cysZ//rseP//
GO_0008104_4	livM//yajL//yciK//dsbC//iscS//hofN//melB//uxuB//solA//rapA//napD//yehY//entB//epmB//lrp//ydiR//ldcA//tdcB//aslB//parC//arcA//mdlB//dcp//yehU//astC//bioB//lipB//fetA//ssuC//argA//rpmJ//bhsA//mltF//hybG//clsA//tcyJ//cmtB//gltL//ortT//yhjR//dam//flhA//betI//sapD//acrA//tauC//ribF//ycjD//yfjV//
GO_0008156_8	hemN//dgkA//tolB//idnK//bglH//sgcB//
GO_0008202_5	hyaB//
GO_0008206_5	iscS//
GO_0008213_7	msbA//mhpT//frwD//acpH//lapA//copA//pepN//lptA//
GO_0008216_5	mtnN//guaB//pepN//
GO_0008219_3	araH//tamA//hemC//exbB//yadV//yahF//pliG//ydcR//nemR//mdtJ//icd//rph//srlR//soxS//glcC//
GO_0008272_6	ihfB//yjbF//ugpC//fepG//ortT//yehB//hypC//
GO_0008295_6	nrdG//hemC//ydcT//
GO_0008299_5	tufA//xylF//ycfH//minE//casA//ydeT//
GO_0008360_4	fepB//rpmF//zapE//yebQ//yfiF//dinI//cysC//tqsA//hsdM//srlD//ybeQ//rplY//purB//rdgB//secD//purB//
GO_0008361_5	comR//udp//nagB//yhfK//hrpA//
GO_0008380_8	yjeI//
GO_0008610_5	oppA//msrQ//insH-6//cyoD//ampE//tusB//lipB//murE//rplQ//rhaA//dtpA//ghxP//tcyJ//waaP//hda//gstB//waaJ//dcyD//insA-1//lysR//umuC//cpdA//def//yjjX//yehB//lapA//ygaZ//accA//mepM//prpC//bglF//atpD//rpnC//ybhI//glnP//glsA1//ugd//hemC//proQ//msrC//yagI//psuT//cysN//speG//xylR//glgX//proX//sutR//ybjL//hofQ//queE//tusD//htpX//narY//eamB//fliD//garR//insH-6//argF//caiE//sodC//mdtQ//hofO//tehA//ybgI//frwC//pdeR//
GO_0008614_5	hypC//ymjB//rpsK//glxR//trg//zraR//xylR//
GO_0008615_6	rpmF//blc//corA//trpA//lnt//cyoA//argT//
GO_0008616_8	recE//cedA//gltB//atpF//phnC//paaE//cspA//
GO_0008617_9	malF//
GO_0008643_6	dosP//livH//dnaC//yqgB//yjeI//yadC//mdtF//hexR//tnaB//gatB//fucO//chbB//uvrC//srlR//dnaK//clpX//yceK//dgcM//ybaT//iscA//nupG//ygbM//basS//cynS//treB//rfaD//ygaZ//kch//tus//hisG//miaA//yafC//rcnA//gcvT//ade//sdhD//yhdH//yfdO//hemL//csiR//tolC//fdoG//speA//ydjJ//yahF//ynjA//nupG//codB//ftsI//hcaB//csiR//fdrA//tusA//rhaM//cspD//hemA//intE//yfcV//gcvH//ydeT//dgoR//hisI//flhC//clcA//sufS//emrY//ygdG//erpA//garK//ygiN//yadN//ccmH//cysS//rclA//ccmG//recD//cirA//accA//dsbC//lasT//hofP//cbrA//nanE//hycI//thiH//iscR//yraH//allS//arfA//ogt//dcyD//pgaC//dnaG//cho//clpP//yfbV//yojI//yihL//rzpD//dtd//tsaE//rrrQ//artJ//hflC//yhaO//hofQ//pckA//sfmF//pspG//ribE//nudG//ihfA//ybaT//hyaA//
GO_0008645_8	amiD//rplP//ispA//rplX//recT//rbsK//adeP//torI//ybaE//aaeA//pstS//wzzB//tusB//cdaR//lpxP//wzyE//hybE//dicC//mpaA//umpH//dacA//rclR//yhdW//glxR//
GO_0008652_5	nrfB//nrdR//insI-1//tcyN//treC//luxS//rlmM//dsdC//cof//hslU//ortT//epmB//pgi//rof//frmB//lrhA//iscA//ivbL//sufA//citX//rutE//nuoM//purD//recG//emrK//grpE//tisB//entA//aroL//ypjD//greB//selB//hisA//ilvL//garP//smrA//puuR//mqsA//surE//ftsI//yjaZ//yaaJ//nrfB//kduI//rfaD//rclB//sfsB//bioD1//erpA//cusC//hmp//rnlB//fadD//cysK//dsdA//msrC//dctR//yggD//ptsP//yfdR//flgF//ghxP//yqgF//deoR//ribA//potI//speC//narZ//yfgO//znuA//yjhC//potF//dnaX//ybiI//hupB//xylB//pheT//erfK//rplP//ynfF//evgA//lepB//flgM//pncB//yahN//rbsC//bssR//nirB//srlR//glpK//flhC//ycgR//wrbA//mazF//folD//mazG//ybfA//rluD//ppx//trmD//iscR//baeR//gyrA//trmA//bacA//rhaT//yjhP//yneL//yqgB//atoC//gntK//gpsA//nagD//rnpA//
GO_0008653_5	rapZ//sucB//trpB//holD//mutM//hxpB//dpiB//mobA//rhaM//rfbB//argH//frdD//arfA//
GO_0008654_5	ftsZ//hprR//manX//yhaV//ldtD//kbaY//trpB//ymgF//sodC//moaE//nfuA//ftnB//flgM//selU//ymjB//sapF//cnu//dgcT//ubiF//ybcF//yadV//frlC//dnaJ//yqeF//panE//setB//yjjQ//hfq//flgG//mhpB//narP//thrA//elbB//glnL//ygeX//
GO_0008655_5	arcC//nei//aidB//rbfA//yjiM//yaiP//yjhP//
GO_0009050_6	ampE//bioA//
GO_0009052_6	folM//greB//gltK//mcbA//atpG//lacY//yjjG//
