#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lsrD//yjeI//yehY//nrdG//
GO_0009108_6	ssuE//aroL//ybfA//cmtA//srmB//mdtG//fecA//iscU//narU//emrE//rimL//pspF//phoP//cheR//mrp//ycjR//yrfG//rbsK//yohC//rhmD//thiE//dnaJ//tusA//menB//yegD//rsuA//csrD//ydiO//yahD//proA//brnQ//acpT//relB//holB//pgaA//entF//yraN//cyaY//rplQ//torD//yhjG//speF//ribC//nhaB//casE//relA//nikC//mtr//aroL//ybfE//insH-5//yggD//mraZ//prlF//nrdG//degS//sdaC//raiA//yfgJ//menI//rclA//yfaL//dcyD//yjcS//yhcH//glgC//ltaE//relA//nagZ//ydcZ//ydcP//lacI//pdxY//ssuD//yidR//deoD//fliK//cyoD//mltG//htpG//murQ//yadK//melA//trpD//aphA//cusC//asr//rplM//map//atoC//actP//ampE//tolR//ydiP//hofP//bamD//queF//cbtA//wzzE//lamB//oppC//narZ//galP//napA//thiP//amiD//fiu//mdtP//motA//bcsQ//
GO_0009109_6	ttdA//fbp//oxyR//rnlA//rna//
GO_0009110_5	hdeD//ompN//rpmA//cynS//insI-1//acpH//rpsA//tusB//tnaB//flgB//mngA//intF//rplB//spy//mscK//uxuR//cysZ//ubiG//ybbN//nikD//frsA//yjbB//rpsL//rssA//fepE//hofM//tamB//murD//ymgC//tsaE//ykgO//chaC//pheP//glgB//rplR//tynA//yehT//feoA//abgT//glpF//yeiL//fimE//nlpA//alaS//yhaO//ttdA//glgS//tehB//flgK//fabI//ydeT//perR//murP//recC//dsbD//bipA//hisA//
GO_0009111_5	mrdA//uhpT//recO//yidR//
GO_0009112_5	aroF//lpxL//phnG//lolC//rbn//mmuP//yiaA//feoB//cmoM//glpR//entF//barA//ygiS//ydeO//garD//paoC//agaW//thiM//yjiX//rplX//selB//tyrB//cusF//sgrR//ogt//ybiY//tap//fruA//dapB//ybgI//cyaA//rlmM//yjjV//rrrQ//yadC//phoA//
GO_0009113_5	tauC//tpx//ydjE//mutM//blr//
GO_0009114_8	gmhB//
GO_0009116_5	mepS//gspJ//rhaR//recO//rfbB//frwB//tamB//msrB//ygbI//lsrK//ldtA//lptE//hypC//dsbA//insB-2//gltL//yijO//folX//pheP//yrdA//mazG//nrdB//yidR//blc//ptsN//yqgB//htrE//glgB//grpE//yfcA//lysA//iscS//yggT//uraA//ydiB//metR//rlmM//gadB//recB//purL//
GO_0009117_6	yieE//tsx//hemH//srlB//bfr//recB//iraM//mltC//yfdC//phnM//ybhJ//hisH//yjgX//ydiF//rpsH//kdpC//trkH//tqsA//nrfG//zapB//hcaB//dosP//phoP//ygcW//rsgA//pheM//wzzB//mnmC//ampE//yehP//clsC//mdtG//rhaM//curA//phoA//mioC//yggP//yfgI//thrC//hofP//pgpB//dcm//mdtK//uxaA//xapA//argA//crr//carB//exuR//serB//aceA//dxr//yqjA//proQ//ybeY//rfaB//ade//yahO//oxc//tcyP//yafC//lolB//dinI//dusB//ybiA//rhaS//dusB//dut//nikD//prpC//pyrC//acrE//fkpB//hcaE//cyaY//uvrB//yaiW//hlyE//eutN//rpsO//gluQ//hinT//rimO//alsB//rpmE//modA//gltX//umuC//guaB//mutT//fbp//pal//yfbR//bioP//ymfA//dld//rcsD//hisC//yqiH//smrA//lpxM//puuA//yjjX//cheW//
GO_0009119_6	ykgA//tsaD//yjjG//rdgC//yiaT//rpsJ//slmA//metE//tynA//ybcL//yqjH//motA//nrdE//alsC//mdtQ//tcyJ//yahB//btuB//speF//ulaA//hypB//rtcR//ydjK//pykA//tisB//cof//xisE//rpnA//ligA//fucO//ulaD//ribA//insA-1//iscA//yjiY//
GO_0009120_6	yidP//pyrH//preA//rhtB//
GO_0009123_6	msrC//hemN//mdtM//leuE//rffG//frmR//hemE//hslV//uraA//msrA//hsdM//paaG//srlB//dgcT//speG//hisD//ftsW//sseA//wza//ulaG//ispF//bioC//kduI//rlmG//thiI//cadC//narH//flgC//znuA//eutN//gcvP//yhcF//fdnI//cof//gntK//gudX//yfjV//kdpC//rpoH//phoR//queA//nrfE//frvR//deoC//cspC//hslR//
GO_0009124_7	cysG//hybB//mltF//gadE//yjiM//fmt//ugd//yehC//yfaV//glrK//pcnB//greB//adhP//rpmB//kefC//waaJ//asnC//eutN//pspA//kduI//osmC//yijO//ynfF//rplW//ulaA//lolA//dppD//setC//yagJ//ccmE//hdfR//grpE//casD//aroA//torY//ydcO//yiaN//
GO_0009125_7	grcA//sohB//pflA//gntR//pncB//
GO_0009126_7	rnpA//rlmL//secA//flgC//rutF//mdtI//ilvH//ydcR//ldhA//yfgI//grpE//pepN//carA//fixC//ychH//fucK//chbA//coaE//fadE//fmt//dicB//ypdI//perR//lamB//mpaA//macB//ugd//ygcR//yahF//dkgA//mraZ//treA//yfaL//dxs//
GO_0009127_8	rhtB//murJ//katG//yejF//hdhA//ompR//ybiI//slmA//emrY//astB//metE//mdtJ//nirB//yhfK//ompA//murR//nanC//yiaJ//arcC//yqgB//gutM//opgG//melR//dacA//uidC//rhaR//lpxP//agaV//yfaV//sstT//
GO_0009129_7	yibF//raiA//btuR//fes//phnO//ygjK//hpt//yadC//oxyR//envY//
GO_0009130_8	glxR//fliA//obgE//glnL//kdgT//
GO_0009131_8	flgC//yeiG//yidD//gatB//mrdA//
GO_0009132_6	yahD//murG//fbp//rhtA//pncB//modA//tamB//tauB//rplB//pbpG//yebG//dxs//ybhG//ilvA//accB//cas1//murG//alaA//dgoK//yfgJ//pinR//nirC//nlpE//mngR//moeB//
GO_0009133_7	phoB//murC//gloB//
GO_0009135_7	wecA//katG//uhpB//recX//hicB//rplS//znuA//ruvC//nudG//yhbY//yjiY//ycbB//cbtA//degP//panZ//fliD//yeaE//hdeD//ubiE//cspI//rfe//bcsA//insH-5//
GO_0009136_8	hyfA//
GO_0009138_7	minE//gltD//
GO_0009139_8	bioP//yjjG//
GO_0009141_6	minE//smrA//leuS//nth//nfsB//ppk//sutR//fixC//rbn//rodZ//yfcR//mnmC//cvpA//ndk//ybdH//lldD//miaB//mscL//livM//yhgH//yghW//pdxK//ypdF//opgG//ftsK//frmR//ispU//alaS//araG//ybaO//insK//ybgI//tatD//prlC//nemA//fadA//ypdA//cyoB//
GO_0009142_7	rarA//lepB//tsr//glpT//hchA//yaaU//pstC//arnD//rstB//yagJ//nuoH//yeeY//dmlA//rutD//citC//nfuA//macB//bglA//pfkA//glnB//pdeK//mutM//yqaA//yfjR//xerD//mcrA//fliA//hscA//
GO_0009143_7	sgcR//puuB//cadC//fadL//
GO_0009144_7	dicA//elfD//opgE//yneL//rhaM//araH//nlpI//acpT//fpr//cheR//rhlE//fimI//yeeA//rpsL//fieF//yedF//abgT//cyoD//nikD//panC//hofQ//ycgB//ariR//degS//sseA//sodC//cmtA//argS//yjjW//hyfF//yjbE//
GO_0009145_8	zupT//scpC//ynbC//coaD//yghW//moeB//yeeA//rfaF//dgcT//phnG//nmpC//fixA//ascB//tusE//nrdI//arsB//rimM//opgC//sdaA//gcvT//yfcS//hscC//artP//
GO_0009146_8	tbpA//dtpD//
GO_0009147_7	pflB//yfcR//nudC//kduI//
GO_0009148_8	paaH//yiaN//
GO_0009149_8	insF-1//hflX//
GO_0009150_7	cas1//zwf//metL//yjbH//manY//pcnB//entA//tpiA//dtpC//nanR//rimP//azoR//elyC//alkB//ppiD//feoC//fadI//sfmD//yjhI//bacA//dut//btuR//emrE//moeB//umuC//mdtK//lptC//ybhI//ygjR//tsf//glpT//queC//cbl//lpd//feaR//potE//serC//pgaC//pdxH//malX//torR//yejE//tdcF//katG//treA//nuoH//miaA//ykgA//
GO_0009151_7	sfmH//tyrB//
GO_0009152_8	ygjH//leuC//pphB//yceK//ftnA//fdnH//lolA//cycA//ydhC//lysU//apt//caiT//serC//ihfB//ilvI//ulaA//yagI//rutR//rpsM//lptF//treF//sdaC//yaaY//yeeJ//dacC//yfdS//gcvA//sufS//nudB//ilvB//narY//fdrA//cynX//yghW//yhcH//leuA//frsA//
GO_0009155_7	casC//cutA//
GO_0009156_8	yfaU//yahI//rbsC//fimI//icd//nudG//ygbM//deoA//galT//yhjD//thiM//mglA//yjiM//gltI//nimR//ldcC//phoQ//ydiF//paaC//ftsP//narV//dppB//kdpD//fetB//pldB//dgt//yhjR//yiaL//relE//pfkB//yfaL//livK//ibsA//
GO_0009157_8	feoB//ygjR//rnd//hybD//
GO_0009158_8	ilvA//nuoI//glnL//mocA//fadI//
GO_0009161_7	yggE//fre//rpsS//cdsA//pncB//nadB//mrcA//yjhP//ligA//tehA//kdsA//rplP//sdhD//purT//mepH//fepC//ushA//ralR//hisC//yidZ//cyaA//ybeQ//iraD//yehP//mzrA//ykfI//fdx//puuP//sucA//proA//pyrF//atoB//opgB//alsE//glpD//folP//srlE//nth//cynT//rbsR//ecpR//fdnG//
GO_0009162_7	cirA//ybhA//pheP//nanE//
GO_0009163_6	paaC//rbsK//rihC//fdnG//mmuP//fecC//nuoM//nth//cof//narI//rssA//plsB//acpT//ydjE//erpA//evgS//glpF//leuO//kdpC//
GO_0009164_6	rzpD//sapC//gapA//waaH//glpG//rnhB//yfiE//metF//ymgA//metI//gsiB//ibsE//rclB//
GO_0009165_7	ibsD//ubiI//psuT//cobC//yjhC//yihT//yfeW//yjiM//lexA//yddG//yfdG//eptA//ugpE//chpB//waaA//glvB//galE//ydjH//trpR//cysU//tcdA//yaiW//narW//cheW//lysR//cusA//tnaC//ybiT//narI//crr//aslB//elaA//insF-1//rfaH//queD//gspF//ompL//yghU//ynfL//setC//fliM//aer//ratA//glgS//fliM//ribB//ampE//napF//thrS//caiD//pepA//yebG//ycjW//srlR//dgoA//truB//ldtD//lhr//treR//rep//atpD//ompC//mdh//uxaA//chbF//ychH//ccmF//ispU//bamD//nagD//rutA//
GO_0009166_7	ccmA//ftsH//relA//hisS//rseB//ycjR//yghW//cysA//dapA//pheS//dgoA//argO//ygiB//dgkA//cadB//hyaA//mnmC//yacG//paaF//puuC//yhdZ//yjeH//yjjQ//trkA//tar//yfdG//yijO//yedL//tgt//alaA//djlC//
GO_0009167_8	essD//bioC//pepB//frwB//paaA//metL//yijE//trxA//diaA//yraR//kbaZ//garR//glcF//ogrK//fiu//malK//dacD//opgD//corA//rarA//yoaA//insA-2//ais//ulaC//hha//ydiF//glyS//fadB//moaB//arnF//glpA//rffM//envR//fixC//
GO_0009168_9	alaE//clcA//acrR//glrR//phoE//cydC//yegS//acpH//elyC//speG//trmH//uhpB//coaA//selA//hisB//dsbG//nmpC//mrp//rhoL//proW//arnB//kdgR//dgcM//ldrB//yjhB//yphC//narV//flhA//pfkB//tabA//
GO_0009173_8	sfmF//ygcO//ispU//yjjI//xylH//rlmG//ibsA//
GO_0009174_9	sbcD//dmsA//
GO_0009175_9	infC//ybdR//fdrA//eptB//sdhC//
GO_0009176_8	rhmR//ynfF//tqsA//
GO_0009177_9	gpr//yahI//yejA//
GO_0009179_8	malE//ddlA//hycI//agaB//yggE//wcaB//aldB//slyA//ibsA//uxuA//degP//pncB//arcA//cpsB//ydbD//yfaU//pitA//waaG//sapB//glvC//rhaT//pgpC//rpsL//
GO_0009180_9	xerC//
GO_0009185_7	zitB//cpxA//bisC//mepA//yqiG//hmp//parC//paaH//alaS//rplO//rpsI//nrdF//yphF//kdsA//fadR//prpD//fabI//arsC//manY//yidE//wecB//cho//torZ//yjhH//
GO_0009186_7	kdsD//
GO_0009187_7	speA//melB//
GO_0009188_8	fhuC//yjhC//
GO_0009189_8	glcA//
GO_0009190_8	rihB//ariR//
GO_0009193_8	gspE//
GO_0009194_9	yfaE//
GO_0009196_8	yedF//
GO_0009197_9	frdC//
GO_0009199_7	yphB//argT//bioD2//mtr//cobB//yidZ//chpB//tatE//aspA//ugpA//yiaJ//hycH//wrbA//rutF//yadI//accA//cpsG//gabT//casD//ruvC//crcB//nuoN//yeiL//yebS//ybcM//mdtO//soxS//murC//yefM//hyaC//nusA//
GO_0009200_7	yhjB//yphF//yebG//rplP//
GO_0009201_8	gspE//nuoG//gmd//yggP//rsmA//yhjD//tusA//tauB//ecpR//lolE//pitB//narI//oppD//yjbE//mdtM//yfiE//speF//qseC//yfcF//sucA//yjhB//ubiE//tsf//rffC//
GO_0009202_8	polB//
GO_0009203_8	rbsB//
GO_0009204_8	tufA//mhpB//cycA//
GO_0009205_8	nfuA//truC//abpB//mrr//pstS//dtpC//phnP//era//alkA//dsbB//pspG//rpsH//hprS//ompA//dedD//ydhJ//fliA//nanS//shiA//qseC//gntR//dnaT//yqeF//rpsL//mglA//amiC//holB//rplX//ugd//
GO_0009206_9	yaaJ//clsC//fabZ//mpaA//truB//tyrA//hypC//aroC//mnmA//pepD//tcyN//phoP//acrR//ileS//ydjM//selU//pyrL//yhfK//btuF//gnd//efeO//ybcQ//hypF//
GO_0009208_8	yafN//fixA//
GO_0009209_9	alsC//
GO_0009210_9	iscA//
GO_0009211_8	mutT//menB//tbpA//
GO_0009212_9	ghoS//
GO_0009213_9	ygbL//fbaA//
GO_0009215_8	mraZ//tisB//
GO_0009217_9	hemH//yhjX//
GO_0009218_7	rplO//mreB//nudG//pheS//dppB//ygjH//galS//argC//nrfA//xseB//uvrD//ompT//
GO_0009219_7	znuA//lapB//yiaA//oppB//nuoI//
GO_0009220_8	leuS//rpsO//dtpC//fadB//evgS//ybbY//
GO_0009221_8	rcdA//cysC//yceD//erpA//
GO_0009222_7	panC//sgbE//alaA//wrbA//yehT//pdeD//
GO_0009223_7	ybaL//clsB//
GO_0009224_9	mdlB//torI//
GO_0009225_5	hflK//hyfA//nhaA//rpsJ//kduI//uvrY//ycfS//ygjK//btuB//yahK//alkA//wecE//pitB//slyD//yadC//
GO_0009226_6	paaZ//mdaB//nagB//pdeD//fabB//rbfA//fimC//cysD//fepD//raiA//hyfC//yfgJ//uspG//
GO_0009228_7	tyrA//lysA//elaA//rfaQ//gatZ//envC//rsmB//zntR//ruvC//clpX//
GO_0009229_6	sapA//metG//
GO_0009231_6	frvA//cdgI//sbcB//yhjV//nrdA//pgaC//csgE//
GO_0009233_6	srkA//yqjI//uvrY//fcl//uof//rpsI//tcyP//pspC//yqiI//rpmJ//
GO_0009234_7	intQ//lexA//clsA//slyD//sucA//cas2//rhmR//malF//rdgB//moeB//
GO_0009235_5	ftsA//sufC//insH-5//rimM//queG//agaS//
GO_0009236_6	yihW//pgaC//ycgB//cutA//aroD//cyaA//
GO_0009237_4	dgoT//lrp//hscB//greA//epmC//yfdK//norR//cysM//rpsQ//
GO_0009238_5	yeeY//rsmG//aspC//fetB//metF//paaF//yhbQ//phr//galP//
GO_0009239_6	cheY//lsrD//pdeK//srkA//idnK//patZ//dnaE//afuB//
GO_0009240_6	yeeO//yadI//exuR//cpxA//hda//
GO_0009242_6	prpB//rplP//yqjH//hxpA//cysB//pepB//dmsC//araD//pntB//osmE//oppC//
GO_0009243_7	araC//
GO_0009244_7	mdaB//waaB//ydeI//yraR//pabB//fic//rpsM//pntA//ldtE//rmuC//dgt//asr//patA//luxS//yebS//pckA//gltD//mreD//dtpB//araH//waaH//rimL//ybiY//uspF//mhpB//rsmD//xylF//pnp//yjbB//
GO_0009245_6	yhhZ//tcyP//yadI//aspA//acrR//phoR//ygeV//dppF//trpR//pgpA//
GO_0009246_6	ygaH//tusB//pflC//treB//agaR//argG//kilR//norW//mepH//
GO_0009247_6	ygiV//hybE//waaS//tatD//yneL//thiE//yecS//pyrE//yegD//ygjK//glnE//ydiK//
GO_0009249_6	dacC//ftnA//dapF//
GO_0009250_7	manY//ndk//relA//basR//cobC//deoA//hscB//mnmE//aspS//modC//hscA//recJ//casD//rpoS//
GO_0009251_7	cspI//yihV//dmlA//ybjX//ftsK//elfA//
GO_0009252_7	wecE//tsr//ahr//yqeF//solA//clsA//pgaB//rapZ//narW//cbl//lysU//manA//yidQ//mglC//yjcS//ydcT//yqgF//sfsB//ydcP//fsr//tabA//atpE//rdgC//mltG//thiG//selA//priB//waaS//yhjX//gabP//yedP//yadI//fepB//ynfL//wcaJ//rhmD//emrE//trmI//dedD//
GO_0009253_8	srkA//ymjB//prmA//nikE//yiaT//ghrB//atpH//paaC//yihT//holC//
GO_0009254_8	ycgR//dnaA//secD//dusC//mprA//rapZ//yacG//ycbX//rayT//nimT//
GO_0009256_7	aldA//intA//gudD//rfaH//
GO_0009257_8	thiP//ftsB//glgB//xdhB//
GO_0009259_6	lldP//fadI//ygjR//mltD//ydiK//dctA//waaJ//flgG//lsrC//putP//fryA//exuT//panD//hdeA//zupT//ompR//rne//bdcA//fdnH//yegT//ccmA//rzoD//radA//yajL//tar//fliS//yafQ//sbp//mdtF//tonB//gspE//hyaA//yiaF//ynjD//rpsP//phr//chaA//mltC//cusA//maa//coaA//cysQ//argC//glk//cysS//trmI//dacA//gltD//norR//kdsA//chiP//ddlA//folM//pheA//uvrB//trmB//kbp//lsrG//ulaA//argO//chbR//
GO_0009260_7	pnp//frwD//pstB//ydjE//kdsA//coaA//aroA//hofN//yggF//efp//malG//hypD//gpmM//setA//ihfA//yghO//shiA//hypA//iraP//rfbC//rutC//uspG//araC//norW//ffh//rplI//lysO//yhdZ//ogt//plaP//yfiC//mazF//eutN//mntP//fau//secF//yfaU//dsdX//purU//fimD//araA//ftsH//yfgI//elfC//
GO_0009261_6	cspD//phnN//rnhB//minD//yehU//dacB//
GO_0009262_5	rtcR//yhjX//rplE//appB//citC//ybaO//dinI//yfdG//dnaC//yibT//rlmB//phr//rpnC//
GO_0009263_6	pspA//tesB//lysU//flgA//znuC//grxD//ampD//ycfH//yghW//
GO_0009264_6	sdhE//yghB//ileS//tamB//pykA//
GO_0009265_7	wbbK//pheM//nlpA//yehX//ygiV//
GO_0009266_4	pta//proB//yihQ//ybjL//katG//nanA//cdsA//agaW//lsrD//yqiG//yggD//cysG//hxpB//alsK//preA//fadK//amyA//sbp//queG//queG//nrdA//rplK//narZ//dsbA//amtB//hlyE//ygbM//tyrA//rstB//rfaC//yneL//sanA//ccmG//nikC//araA//btuR//prpB//hcaE//frmB//sdhD//frmB//rzoD//apt//pstA//yfdC//yiaB//rpsP//appY//sapD//yggF//osmE//rtcR//flgG//ybiX//soxR//hrsA//gpsA//insH-5//pdeF//xisR//bioA//yejF//fixB//focB//hybC//scpC//kdpF//csgF//yjgX//yajR//ubiI//kdpD//yagI//flhD//setC//hybE//vsr//yghW//hypT//aroD//phnN//frlA//
GO_0009267_5	prfC//gmd//pitB//yfcP//ynfH//nimR//atoC//yebZ//cusR//hscA//fliM//ariR//map//hemG//mdh//lamB//pdxK//shoB//putA//gadX//ybiT//yacG//ruvB//mdtM//ybiY//perR//
GO_0009268_4	argB//ybiY//yrbG//yjhC//gabP//pyrB//udp//potD//ybiO//uidA//rho//rpsM//mcbA//ycbV//yfjR//shoB//torY//mltB//uidR//ebgR//yicJ//iraM//nrfC//arnF//fimZ//metK//baeS//
GO_0009271_4	ptsP//hinT//fepD//
GO_0009273_5	radA//yphC//patD//wecA//tmk//rlmM//mltA//dusB//cobC//cho//
GO_0009290_6	djlC//yphB//
GO_0009292_4	yfeW//araA//
GO_0009294_5	alr//rpmE//
GO_0009297_6	trpGD//dmsC//creC//nagA//rffC//pgaD//murG//elfC//slyA//napB//modB//rpe//rbbA//yagG//
GO_0009298_7	iraD//fhuB//perR//
GO_0009305_7	ccmF//
GO_0009306_4	sufB//bioD1//arcA//hypT//birA//ycjY//fkpA//
GO_0009308_5	tauB//hisB//ybaO//gshB//clpA//prkB//xapB//ibaG//yfcF//gabD//yqhC//pdeR//tcyN//napD//rplN//nhaB//yhbX//livG//yiaO//pgpA//frmB//cynX//murR//bssR//kdpC//hslU//rffG//
GO_0009309_6	insI4//yihI//yfdO//pckA//dxs//yhgH//ubiJ//greB//alr//lpxH//fliD//narP//speB//rffG//
GO_0009310_6	fabR//yfaV//ptsI//trkG//wzb//uspG//ribB//rihC//hisC//ssuA//dgcJ//tcyL//rhaR//
GO_0009311_5	hemF//allC//rseP//lpxK//rne//yfdS//creC//exuR//hisB//appB//cysA//narU//lpxT//dapA//adiC//sfsB//icd//lapB//fepE//paaK//yciT//idnT//pflA//fhuC//mog//syd//cysC//glpA//pdxK//ygcW//dsbA//dld//rng//ykfM//rbsR//yiaO//rrrQ//rhtC//recG//patA//acnB//rhaT//cspB//cobS//malI//dppD//yhbY//ydhC//rpsI//fucO//fadK//proA//yjiQ//
GO_0009312_6	kefC//hcaC//yfeW//sucD//pdeL//lsrK//hypE//argB//rhaM//mnmC//cirA//rplB//glnL//bioP//gyrB//rplK//yieH//ycbV//yjbB//tdcC//acpT//bcp//dnaE//fliK//dut//ispF//ispB//waaH//frdD//purA//gmhB//prfC//ribB//murF//malS//fepC//araG//elaD//sdhA//ydfH//adeQ//recB//
GO_0009313_6	yhaV//rseC//purL//recO//mepH//hslR//sbp//ybeQ//iscX//cfa//
GO_0009314_4	thiI//yfcP//sufB//eutR//uvrY//ompR//fadI//nuoH//paaK//iap//glgB//hxpB//pagP//yraR//znuB//hofQ//phnC//pck//bglA//pfkA//pgi//abgR//yjbE//frdA//glnQ//pheS//glmS//narX//mazF//waaF//ygiN//yhdJ//mprA//argG//ivy//kdpD//erpA//pyrB//xisR//rimP//nrdG//rzpR//adeP//gudX//oppF//yqeG//lapB//tauD//yiaL//modB//rlmN//dapB//ybaO//rutG//rbsD//atpB//flhE//flhE//dbpA//pyrL//fdhF//eptC//cspB//fumB//rhlB//hpf//galP//rcsA//sdaA//btuB//lgoD//nlpA//ompA//rutF//fepE//betA//metC//tbpA//sfmF//nfsB//insH-5//yehP//pgaD//yahO//pinR//fadE//otsB//lldR//insH-5//greB//ogt//yghU//
GO_0009372_5	sfmF//dhaM//dxr//
GO_0009394_6	minC//msbA//lsrR//dtpC//tisB//intF//cadA//
GO_0009395_6	ydeE//
GO_0009396_6	feoB//lit//mreB//lldD//ybaO//arnA//rclB//yfiC//lptE//ynbC//yjjB//
GO_0009397_6	fnr//folA//
GO_0009398_7	rhaT//
GO_0009401_7	uspE//metB//tadA//kdpB//ppc//yjjX//lpxL//ptsP//katE//rpmH//arnF//efeO//yafS//iap//curA//gatY//tonB//ygcW//yijO//nudF//ccmG//rfbC//rcsB//hisD//bamD//soxR//mreC//tamB//thiP//nuoE//elfG//aspS//mtr//yhbS//atoB//ispU//fbaA//truA//rlmG//yohD//acnB//sdaB//nusG//bcsQ//opgG//gltP//mzrA//baeR//ynhF//yegS//ilvA//alsK//
GO_0009403_5	sdaC//
GO_0009404_4	yehZ//rplF//narQ//bioF//cmoM//livJ//arnE//pspA//feoA//gpp//paaE//gltL//yjaA//mdtM//cysK//rihC//ccmD//gltP//sgrR//
GO_0009405_4	ugpB//tauD//melA//
GO_0009407_3	dtd//rep//cas1//htpX//yeaD//kdpB//pgl//ynfH//ycbV//yhjV//sbcD//ybhR//proC//tpx//skp//grpE//
GO_0009408_4	phnJ//shiA//trxA//yghG//yijO//yabI//exoX//ispF//yahN//murP//fadB//glpR//lpxP//malK//emrB//soxR//sdiA//ompG//glpA//torC//intE//ydbD//kup//rlmA//fepA//bcr//leuS//mdtA//pgpB//tus//yegV//waaJ//pykA//rnb//elyC//ydcR//cheB//adiY//ibsD//rluA//pstA//ghoT//sufS//pitB//lexA//phnK//mhpR//ribF//kbp//lsrC//glpT//yajO//ybgQ//casB//prlC//hyaA//manX//yhjG//allC//ybeF//
GO_0009409_4	ybiA//azoR//smrA//uraA//yegV//oxyR//hisF//appA//yhdZ//nuoL//yfbV//csgA//holB//yiiM//nrdD//ycbB//ybaK//amyA//
GO_0009410_4	lpxM//
GO_0009411_6	tatD//aphA//umuD//araA//ycdY//yjhI//pgrR//hemF//yfjV//focA//argR//ulaB//yiaF//yhjR//rcsC//rihA//
GO_0009415_4	yhcH//
GO_0009416_5	yccX//ybiT//yahF//ldcC//lon//corA//menI//lipB//moaE//intE//dkgB//rssB//waaY//cpxR//lpp//rplE//bglJ//umuD//ycjW//
GO_0009423_8	mhpA//livH//dgcQ//paaB//
GO_0009432_5	yafN//cas1//uspB//setA//yajQ//fryA//holC//preA//alsA//cynS//dicA//secY//malS//argG//pdxB//sapB//yjiM//waaC//yciV//ampE//yeeA//tap//
GO_0009435_9	rsmD//sucA//glcA//elfD//spoT//potB//coaE//yhjB//potD//
GO_0009436_6	yfiF//putP//fabD//speG//
GO_0009437_5	rplI//xylF//rnlA//rbn//cytR//fetB//pgl//
GO_0009438_5	ahpC//yigL//wbbK//cysW//fadE//moeB//ycjQ//cas1//yfeD//ispU//epmA//mcbA//ftp//glgS//yccS//purF//ycjY//fepE//lgoD//sdaB//eutB//tyrS//rpsT//gadA//appY//lrp//ygfX//torZ//hofC//waaZ//
GO_0009439_5	rtcB//ccmG//xapB//
GO_0009440_6	mltC//ybgP//insF-1//
GO_0009441_5	ybiJ//emrK//napC//hflX//exuT//
GO_0009442_7	hofM//ybaT//rna//ydjM//entE//
GO_0009443_5	yjfP//rph//sdhC//
GO_0009445_5	slmA//pdeR//pdeD//ycbX//chaC//yahF//thrL//yeaG//yidK//ymfK//
GO_0009446_6	chbC//rplQ//
GO_0009447_6	pheP//yadM//nirB//nhaR//mutH//yneJ//rutG//ppk//
GO_0009448_5	metN//uvrB//ygeX//lpxT//
GO_0009450_6	hpt//rcsF//astB//dnaC//
GO_0009451_6	oppA//pheT//pepA//pflC//ybcF//arfB//chbC//rseP//yihS//dhaK//ydbK//narU//gstA//yadK//yqjA//yqiG//pstA//ais//nikC//dacC//leuE//pyrG//uraA//hycH//ydgA//yaiP//ybiJ//ung//oxc//araD//ompR//xseA//hyfF//rnb//rimL//dppB//efp//cas3//groL//narH//yfjV//ugpB//udk//yqiG//deoB//rhaS//yrfG//betT//sdhA//glnL//rnd//rluD//polB//tadA//rpoA//ygjK//gspI//amiD//amiB//pbpC//baeR//hflD//yahD//lpxK//tldD//rpoA//rlmG//chbB//clpS//allD//mrcA//mepH//yfbV//xylH//rpsD//cysD//ugpA//ybhP//aceB//ybiO//rplD//amiB//grxD//
GO_0009453_4	rmf//
GO_0009454_5	serA//
GO_0009593_4	yggE//rpsN//
GO_0009597_5	ydbK//
GO_0009605_3	ynfK//sodB//tauA//leuA//dacB//osmF//ssuD//rihC//yifB//chbR//rsmH//elaA//corA//yjbF//rhaM//prlC//ascF//ygjH//serC//rpsG//hdeB//yfjR//rplS//solA//yebS//aldB//rraB//rplD//uvrC//flhA//rplX//aaeB//rbsR//pgaD//ycjW//gpp//preA//proV//hypA//pepN//phnO//uraA//dapF//argI//yhcN//malY//tolR//panZ//opgE//bolA//intS//gluQ//bcp//hicB//ydiZ//dgoA//tig//xanQ//sucB//mngB//smrA//mrcB//bioH//eamB//gudX//fdnG//ubiG//yiaO//purR//srkA//yggW//aroE//gsiA//pyrD//btuC//umuC//hdeB//
GO_0009607_3	mdoG//hypC//dtpA//yeaD//ydiK//pta//rfbD//srkA//yhgH//ibsC//def//eptB//yehZ//ftsP//
GO_0009615_4	btuR//livK//hemG//narQ//hypC//cpdB//rpsL//prs//cobC//glrR//yneL//groS//recD//csrD//
