#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybiV//dinQ//yfcA//alsA//
GO_0009073_6	kdpA//lgt//yeeJ//pdxK//cusR//gltP//sdaB//hiuH//rfaD//abpA//cdgI//wecA//oppB//fetB//mhpA//ibsC//lsrA//tabA//yeiG//cutC//proX//
GO_0009074_6	hcaF//priC//galS//
GO_0009078_6	ihfA//fimZ//hisB//hisP//murD//truB//potH//
GO_0009079_7	zraR//sbcD//galK//cpdB//
GO_0009080_7	cyoC//amiC//rplQ//
GO_0009081_5	glcF//cusB//feoC//cutC//rfaF//yhbQ//psuG//phnC//osmY//zupT//ebgA//gldA//pykA//rppH//hyfF//yhhT//yebQ//manY//nuoG//sodA//intF//aroF//
GO_0009082_6	ansB//ravA//cysM//lepA//atoS//tyrA//yhjC//baeR//yhdJ//hmp//gpmM//ybiO//yhbY//wrbA//ubiE//chbA//moaE//ortT//
GO_0009084_7	yiaL//gcvA//hisM//oppB//trmA//acnA//sdiA//malI//nadC//ppx//mdtO//ychF//yibH//cspI//kbaY//moaD//lpxM//kdgT//yobF//marR//mhpB//kdgT//tldD//gcl//pgaD//
GO_0009085_8	ibsE//epmB//eptA//yqhD//trxC//nrdI//tcyP//pgaA//ydeO//zitB//topAI//yqaB//
GO_0009086_7	ydjE//tufA//ugd//gatC//rnpA//lgoD//argP//mdlA//bioD1//
GO_0009088_8	acnB//alpA//
GO_0009089_6	setC//hflD//hybA//cueO//coaA//dcyD//ibsD//icd//panZ//
GO_0009090_8	ilvL//treA//hypF//hypT//
GO_0009092_7	wecA//hdhA//pinR//gppA//der//yfdR//
GO_0009093_7	fnr//ttdA//fecA//fadI//ubiC//
GO_0009094_6	mltC//panC//yqeF//speG//
GO_0009095_7	flhE//manA//hprR//gatB//
GO_0009097_7	xanP//cynT//mazF//yhjA//caiE//bamC//dgcN//
GO_0009098_7	rsmG//mdtC//tsaE//fadH//gcl//nrfE//atoS//
GO_0009099_7	fepG//aldB//kefB//sutR//dsdC//ytfP//glpK//ascG//pstA//ubiJ//
GO_0009100_5	dgkA//envC//nfo//yedL//glsA1//
GO_0009101_6	nepI//
GO_0009102_6	nemA//pnp//gabT//betA//nudF//ulaR//yjjW//hybA//puuR//ybcL//serB//sdaB//glnB//
GO_0009103_6	pliG//yahF//gluQ//yoaA//insK//coaE//sgcX//lysA//dkgA//rseB//ytfP//
GO_0009106_5	folM//citT//
GO_0009107_6	yfaL//treF//
GO_0009108_6	frvR//upp//mreD//dppA//pdxB//rplO//yfcG//serS//clcA//iraD//mdh//yhdH//surE//ppiA//rfbX//prc//mliC//yfdS//orn//cdgI//ygaH//trkH//pnuC//ydaC//lrhA//folC//rzoR//rep//zapC//ompN//mnaT//betA//shoB//accC//appY//yehZ//recC//ptsH//dsdA//thiE//insB-2//chbR//hemH//ybdM//ghoS//smpB//mutL//fliG//yfeR//glnK//fruK//dgt//yqeG//mdtA//cyoD//alaE//tldD//rcsD//hscA//gntP//ykgF//dapB//fimI//araD//dkgB//insE-1//lnt//lptE//lolA//mtgA//mtn//nrfD//paaE//ccmD//intS//macB//rcsC//prpD//mdoG//bamA//tnaC//rpmA//phnH//xdhB//kgtP//yagF//hyfA//zapD//yoeE//dfp//glcE//pdxB//otsB//tmcA//btuC//fimZ//mngR//dcuD//cusC//yfdS//mcrB//pdxJ//paaA//ybjC//agaV//gatC//hrsA//yghB//sugE//yqiH//
GO_0009109_6	lit//era//ybbY//arnB//crcB//
GO_0009110_5	allB//acpP//hycH//hyaD//rplK//pcnB//pdxA//atpC//yphB//yafQ//mioC//speD//leuS//gspJ//uxaC//perR//serA//ldtC//aes//yihR//btuF//tgt//yehW//evgA//mdlA//yqgF//nrfE//secY//folX//frsA//yejB//speE//rluC//frmA//hxpA//topA//stpA//proQ//rluB//narJ//ydcI//kdpB//rnc//yihP//rbn//flgJ//lptB//betT//ybdN//prlC//mppA//ydhC//setA//ccmC//uspF//yigL//mngR//
GO_0009111_5	hisH//ybcC//argB//potC//
GO_0009112_5	fau//ydiK//yccA//moeA//hypB//tgt//ydhQ//argF//ccmF//nuoF//yajQ//fau//lldD//fliA//atpE//pphB//xylA//ygiV//cydC//proP//uraA//ycjW//appC//bioC//livG//ribB//flgD//rhaD//gstB//lhr//rffG//yqaA//yacG//rutG//copA//metR//
GO_0009113_5	dxs//pstB//pth//lysO//yiiD//
GO_0009114_8	mutY//
GO_0009116_5	pyrC//potI//avtA//arsB//garL//serA//yhhZ//mscL//crcB//blc//secG//nrfC//purL//yiaF//yhaO//uvrC//luxS//mdtC//rutG//rep//mppA//sthA//yihL//arnA//rraB//cbrC//paaJ//ftsW//hcaB//rsmG//phoE//speB//ydaV//ydeM//cspG//mug//glsB//ynaE//yafS//ydiB//
GO_0009117_6	paaE//fieF//malE//ydeT//purU//potG//dnaC//dld//deaD//mlaE//pyrL//frmR//ygjH//paaG//lpxT//phnI//rrrD//sulA//oxyR//yehD//lgt//frvR//fepE//ydjK//tatD//hisA//intA//yraJ//ydcI//gstB//fiu//rspB//cspA//yciE//epd//yhjC//fiu//yihT//idnD//xerC//acpP//tnaC//ybcM//fimZ//aldB//speF//hslO//yfiF//yqeA//dgcT//minE//nikB//folA//mfd//yeaG//recB//trmJ//astB//ybaM//tusB//ppiD//ccmH//fimH//rpsT//birA//ycaN//dnaX//rhaD//sgrR//cobU//srlD//ygaH//dgoR//cpsG//dxs//xylH//parC//dmsB//araE//yjiM//rodZ//radA//wcaJ//metI//hyfA//yjcO//creB//ybdO//intS//yggF//fepD//puuB//pyrB//rssB//serA//clpX//recQ//rhmD//rseP//glnS//idnK//yieE//msrQ//thrS//
GO_0009119_6	glgS//xthA//yegS//gor//alpA//yehP//xisE//rcnB//pta//ydcO//groS//ygfX//yjcE//mtfA//minD//abgR//glnQ//radA//tap//clpB//dtpB//dcd//carA//ycbV//acrA//gatY//ybjG//insK//ldtA//yaiV//purT//dnaG//ybeF//lldR//flgB//
GO_0009120_6	insI4//ybgP//efeO//cyaY//
GO_0009123_6	epd//bglJ//entF//yidC//ggt//soxS//tusD//azoR//dsbC//hisG//nrdF//tisB//mdtF//xseA//gpt//yadM//emrD//yfaL//glpX//aroG//amiD//yqeG//yhjD//yfcG//sbmA//ybcC//acpT//kefC//norR//arcA//pfkB//mmuP//mrp//yciG//murD//oppF//sppA//cysP//frdB//yafS//cpsB//sucA//sixA//hemG//tyrR//yjcS//
GO_0009124_7	dnaE//dfp//trkH//acrA//rcsB//ybjC//ldcC//cyoE//rhaT//pykF//torC//ihfA//nusG//murD//bamD//yidD//gltP//tsaD//ubiB//rof//cheZ//gsiC//rnd//fadL//emrK//rpoH//lplT//btuD//pckA//waaL//ttdB//galM//dxs//ynbD//lgt//yicJ//ycjW//
GO_0009125_7	adhP//osmE//yhaC//hchA//yjjV//
GO_0009126_7	ynfE//nimT//yeeA//pal//emrB//cysK//ymdB//alaS//yfhH//yjiA//eco//ycaN//glmS//artJ//fucK//msrQ//rbsC//dpiA//hisA//ilvI//mscL//chbA//ynfF//citE//basR//potH//yajO//hisF//ilvH//ubiX//ynhG//queG//trpE//bipA//
GO_0009127_8	yihO//grxD//ydcR//yagJ//tauB//yjgX//xylG//yadM//yhcH//clpA//thiQ//atoB//mlaD//glsA//pta//narK//nrdB//phoU//etp//tdcA//patA//rpsR//sulA//tnaC//ybdR//ahpC//ybcC//casB//metE//emrY//
GO_0009129_7	cspA//rppH//cytR//folA//hofQ//cspE//acrB//mhpT//ascG//cas3//
GO_0009130_8	rep//rlmB//xisE//lolB//ydcT//
GO_0009131_8	gfcE//fruA//yjhH//elaA//manZ//
GO_0009132_6	glxR//ygcW//rplR//hyi//yhcH//sgbH//elaA//yccX//agaA//amiC//ulaR//truD//ilvI//ypdC//argT//ydjL//lspA//gltL//ydiF//paoC//yegV//rplP//mglC//mepM//serA//
GO_0009133_7	der//rapZ//flgB//
GO_0009135_7	rnlB//fhuF//hcaB//mpaA//solA//yiaM//frdC//yajQ//hyaD//scpB//ygjR//purF//proC//pepT//yggW//hdfR//xerD//xylA//frlA//rsmD//nadD//torD//galK//
GO_0009136_8	ccmD//
GO_0009138_7	yfaV//yjjB//
GO_0009139_8	clsC//nagK//
GO_0009141_6	gltI//lnt//tdcA//mntP//yccA//oppC//chbR//argS//moaA//yhaV//torI//ybdO//yqcC//hmp//thrB//ydfD//wecA//phr//yfeR//yibT//galU//acpH//rzpR//phr//ygcW//cra//pgaC//yqaA//gspF//yhjB//chbC//cspE//tilS//hemD//fabB//mrcA//yidH//ugpA//
GO_0009142_7	yhhY//decR//casA//bcsA//rpsD//pmbA//rpsS//ibsD//ettA//uhpA//panB//ispA//ileS//cbpM//ribE//fetB//higB//trpB//thiI//ssb//mukB//ykgF//zupT//kefF//clsA//citT//lldD//murB//
GO_0009143_7	ydiV//pdhR//glnP//tsaC//
GO_0009144_7	exuR//sfsB//yghU//tsx//sfmD//glyA//dkgA//mglB//yadV//yfhM//uvrC//baeS//rnr//uacT//yiaJ//ybbY//yadN//ydiB//zipA//pitB//fabR//selU//hemC//gltK//yhhY//truA//ivy//chpS//atoB//yeeA//ykgF//
GO_0009145_8	rpsB//der//yqiJ//yebQ//fecC//yhaV//yiaO//ygeW//yhbO//dsbA//ugpB//yddA//zitB//thiP//argR//yqeA//yjbH//ffh//nupG//ispA//mioC//ycgB//entB//
GO_0009146_8	fliL//yodD//
GO_0009147_7	nadE//fadM//rph//arnB//
GO_0009148_8	murJ//eutA//
GO_0009149_8	iscR//tolQ//
GO_0009150_7	yahO//nuoF//groS//lpd//pheS//xapA//galS//dut//rlmC//lysR//paaJ//acrA//bioC//tsaE//gcvP//mobA//ghoS//fabB//panE//abgT//ydbD//citX//lepB//arnB//rraB//efeO//dinG//mqsA//ydjL//yebQ//yqeA//sgbU//hemE//baeR//pspD//puuB//rffC//eutB//ydhC//leuO//yggN//sodB//rpiR//trpGD//pyrL//adeQ//csiD//gltL//
GO_0009151_7	murG//cpdA//
GO_0009152_8	mtlR//yijO//ansA//ibsC//feoC//lpoA//rof//asnC//lptF//trmI//uidR//hokB//ulaF//ccmD//hisQ//yjfP//entC//dtpA//tdcB//queE//ydfG//cusS//oxc//gatB//zinT//agaW//yqjH//kbaZ//ybbN//ribE//arsB//mtr//yidE//lpxT//icd//metK//yiaF//
GO_0009155_7	bioB//dtpA//
GO_0009156_8	alpA//ssb//rne//yfcS//accD//yeeY//ycaO//dgoA//mutT//ybiW//amyA//rmuC//ppk//hflC//lsrC//narX//hofP//metL//sapF//yhhT//frwD//ugpB//yadK//groS//lptE//uvrA//chbA//hipA//fdx//hybE//yhcN//ldrB//tesB//
GO_0009157_8	zinT//endA//bioD1//tktB//
GO_0009158_8	ybaQ//lpxC//ycjW//gadX//waaO//
GO_0009161_7	cysM//ydeO//waaH//yahB//proX//trmA//paaB//clsC//ydiV//insE-1//waaY//ybdO//sbcC//aldA//fadA//kdgK//bamA//thiH//marA//nlpE//acpT//ccmE//rng//ldtA//chbC//infB//hisM//rpoE//dgkA//radA//bioD1//macB//ycjY//seqA//recB//yhdZ//yhjA//cheB//agaA//tcyJ//lptB//garD//
GO_0009162_7	yhfS//aslB//sfsB//hxpA//
GO_0009163_6	glxR//scpB//crr//corA//ydcS//nagZ//tdcA//pinE//artJ//pinQ//hofN//mutL//intA//ybdZ//yjcE//pbpC//paaC//rimK//focB//
GO_0009164_6	ligA//rpsS//leuA//gudX//yaiP//flhC//fhuF//insB-4//yciH//ugpC//hemF//bioD2//dgt//
GO_0009165_7	crcB//dapB//recX//dgcJ//hsdR//rplL//cmtA//cspA//rplR//gpp//rluD//sapD//aceA//yieL//tcdA//ebgR//yhhZ//ssuD//eamB//pyrC//cspA//gatZ//lpxB//cadC//yecS//yjhH//yagJ//iscR//dgoA//etk//argT//frvR//mug//sgcB//trpB//tktA//treC//yfcS//ybcM//hemD//ybhA//tolR//cadC//ompL//pstS//rzpR//bamA//yebG//hybD//yejF//ygcR//hda//araA//yafE//glcA//mug//malX//yjiM//sdaA//zapE//ydcS//rpsG//nikD//rzoR//entB//relB//rzpR//livM//trpL//chpS//hisC//
GO_0009166_7	gntT//glyA//tyrB//hscA//yfeW//tauB//coaA//gltD//yafQ//ycfL//crp//ribA//pnp//hcaR//rhlE//lysU//pheM//nrfE//tpiA//dapB//flgJ//yhaO//yciE//dmsB//rimL//cadA//satP//mraZ//iscS//pfkA//chbB//
GO_0009167_8	fre//aqpZ//dgoR//ygeW//yafN//prkB//rpoS//kdsA//uvrD//yiiM//rpmC//xylE//sufA//abgB//hyaA//rpoE//ybiH//purT//aceF//pfkA//paaG//ssuC//serB//crp//yhdX//purF//frmR//rpsS//ulaD//gcvH//puuE//csgE//argF//pgaC//
GO_0009168_9	yqeA//rrrQ//malG//yfgI//rpsK//fadA//fliT//xapA//ygcO//bisC//ybdG//ansA//curA//mtgA//yciT//symE//hisM//hipB//cysC//ahpC//argH//mscM//sufC//yhcH//yqgF//dosP//ilvN//waaQ//uhpA//mak//
GO_0009173_8	coaE//feaB//yfiE//rffM//nagK//hyaD//lepA//
GO_0009174_9	mltC//ybaO//
GO_0009175_9	dapA//leuA//yidH//rhsD//eco//
GO_0009176_8	rbsD//ydiK//yoaA//
GO_0009177_9	gpmM//csgF//pdeD//
GO_0009179_8	higB//yihI//rfaG//ymfA//gntR//cedA//grcA//ilvN//menE//ydaC//rpsM//aroE//fic//gudD//sucA//ubiE//nagB//malZ//hybE//holA//ubiX//xylB//cspG//
GO_0009180_9	mqsA//
GO_0009185_7	cyoD//kdpE//kilR//tnaA//cutC//yfcS//deoB//speE//yhbX//fadK//yoaB//ibpB//argI//ybgQ//fepA//ycjR//dps//rpmH//hybG//thrB//hdeB//rplD//ygjK//sstT//
GO_0009186_7	pgaD//
GO_0009187_7	chpB//phnH//
GO_0009188_8	secY//fiu//
GO_0009189_8	emrD//
GO_0009190_8	pyrG//surA//
GO_0009193_8	ykgA//
GO_0009194_9	rpsT//
GO_0009196_8	bacA//
GO_0009197_9	lpd//
GO_0009199_7	flgG//eutA//rbn//cmoB//msbA//guaA//bsmA//tyrB//ycaN//pitA//nirB//wcaJ//csgG//ydbK//torZ//hyfA//dinQ//ybgI//mak//yadG//nth//comR//lplA//kdgR//fbaA//agaW//yraH//ascF//lexA//bioD//narI//
GO_0009200_7	epmB//lamB//oppA//glpB//
GO_0009201_8	ansA//purL//prmC//sad//ykgA//panZ//nudG//secM//ygaZ//gor//eptB//tusC//lysA//ghxQ//cyaA//ybeY//gatD//fhuB//tnaB//accD//gcvH//sgbH//arfA//hyaD//
GO_0009202_8	dgcE//
GO_0009203_8	dusB//
GO_0009204_8	agaA//csgE//rspB//
GO_0009205_8	queF//clcA//ftnB//fadM//sfmF//kilR//efp//pinQ//nrfA//glpK//yfiR//hprS//dnaN//corA//yqeA//gabP//yjhC//shoB//trmL//putA//tauC//djlC//hybC//fucP//elfG//hisS//trmH//adiY//ravA//
GO_0009206_9	ydhQ//fliL//dnaN//idnD//fecC//maa//yfaX//cydC//mocA//glvB//rfaB//fabI//rph//lplT//copA//dxr//rmf//yedX//ycfH//nfuA//acrZ//dinD//rhaT//
GO_0009208_8	torD//yrdA//
GO_0009209_9	fliK//
GO_0009210_9	rlmA//
GO_0009211_8	ybhF//lsrD//cysS//
GO_0009212_9	rbsC//
GO_0009213_9	rsmJ//mnaT//
GO_0009215_8	rlmB//clcB//
GO_0009217_9	lpxT//lysS//
GO_0009218_7	thiH//yadG//yegD//pnp//pal//yfjV//mhpA//glsA2//yhbY//intF//fbp//proX//
GO_0009219_7	umpG//thiQ//narL//lpxK//tsx//
GO_0009220_8	cyoC//ribB//pyrB//znuC//sgbH//yfdG//
GO_0009221_8	appA//yhgH//yjbG//atpB//
GO_0009222_7	yhdX//blr//agaV//htrE//rpsE//chbA//
GO_0009223_7	rhmR//rzoR//
GO_0009224_9	ycbV//yggE//
GO_0009225_5	dcm//ykfI//yhhY//hypC//ygjR//ymfA//uup//gltI//zntR//yihL//yjaZ//adhE//mgsA//proV//recA//
GO_0009226_6	ppsR//cusS//tbpA//yhjC//rfbC//metR//panZ//aqpZ//ilvI//hycI//gadB//yneJ//znuB//
GO_0009228_7	mreC//glrK//menC//rpsT//wecA//potI//ppsR//sspB//yfbU//ftsN//
GO_0009229_6	lpp//yfeX//
GO_0009231_6	ydcP//mtfA//preT//lpxL//ydhC//msbA//rnhA//
GO_0009233_6	lysA//fes//cydD//umuD//cysN//cspB//yejA//melA//yjaZ//yaaU//
GO_0009234_7	rplY//ybdN//ygcO//prfC//soxR//yahF//sdaB//entC//fhuF//holE//
GO_0009235_5	dps//yphC//fruB//ftsP//queA//aldB//
GO_0009236_6	crl//ynfF//tusE//lolD//plsC//argE//
GO_0009237_4	dnaQ//fepA//sgbE//mreC//aroF//rhmR//rclC//ybbN//rhsD//
GO_0009238_5	asr//rpsG//abgR//rpnA//nrfC//rimO//hmp//alkA//ypjD//
GO_0009239_6	nuoB//kefF//citC//nei//lptD//araE//proX//nuoF//
GO_0009240_6	yraH//yehP//cpdA//ytfR//pcm//
GO_0009242_6	ibsD//ycgB//scpB//era//gnd//ssuC//gyrB//tdcG//ytfT//rimM//rarD//
GO_0009243_7	envY//
GO_0009244_7	evgS//yigB//ompL//hisD//rutD//pgaB//mdlA//bsmA//nupG//modB//melB//zwf//panZ//yhaM//pitB//yggP//nanK//rfaG//pspD//ypjD//gpr//yedA//zapE//uhpC//mcrA//dppC//pgaA//yhgF//yfbS//
GO_0009245_6	rsmI//hipB//adeQ//oppF//prmA//rplX//glsA2//hsrA//crp//corA//
GO_0009246_6	insI3//mioC//gor//mdtD//pstC//rraB//hsdM//fmt//aidB//
GO_0009247_6	caiT//phoE//ispH//yahN//idi//aqpZ//rrrQ//ugpE//ynjA//araA//sad//glsA1//
GO_0009249_6	yagJ//acrA//ftsE//
GO_0009250_7	ubiX//insI1//dinG//yidZ//lgt//tcyJ//wecE//ynjA//adiA//ychH//ttcA//yphC//aspS//guaA//
GO_0009251_7	baeS//dnaT//cysS//waaA//sdhD//yebC//
GO_0009252_7	tufA//rne//lsrD//kdgK//sdhC//rnhB//cysA//fre//hscA//rbsD//yeeA//yhjV//eptA//iraD//tdcB//mrdA//rpmG//ftsN//yjhH//xseB//yaaJ//casC//ebgR//priA//viaA//glpT//yajD//glpC//elaB//rapZ//lpxH//satP//helD//fur//trmO//ydjM//fliK//rhaR//lpxK//
GO_0009253_8	bolA//nikB//rutA//perR//glnK//ydiZ//glnH//frlR//malX//elfD//
GO_0009254_8	fecC//cmoB//yneJ//nagC//yhaJ//glsA1//yjaA//hflK//rcsB//gspE//
GO_0009256_7	phr//tag//crp//ftsA//
GO_0009257_8	moaB//fimD//dnaJ//fimF//
GO_0009259_6	yhjD//mqsR//yneE//pdxY//ftsB//cysE//proX//pspC//idi//tdcR//zitB//mreD//zipA//rutE//wcaJ//ygiN//dgcT//gudP//mdtN//hdeA//aidB//pyrG//yafQ//murQ//mdtD//nikD//yehD//narW//glnK//pyrH//kdgK//ibpB//acrD//flgB//bglH//zraS//potE//greA//gor//msrA//fimA//ecpR//cheR//sspA//yjjX//yidQ//ridA//mfd//rplF//plsX//endA//kup//ubiJ//leuB//cysB//uvrY//rhtB//ivy//ade//macB//sfmD//
GO_0009260_7	intZ//satP//adeP//yneL//truB//dnaJ//cfa//trpD//queG//yigB//dcd//zwf//prpB//yieE//murP//uidR//mdtM//waaY//tomB//mlaE//rhtC//mdtI//afuB//fieF//aslB//zitB//ygiV//iaaA//ydiK//dxr//fdoI//viaA//ygbI//bcsQ//glsA1//yfgJ//sgbU//basR//nemR//hdfR//ccmC//agaD//ygbI//xthA//
GO_0009261_6	ldtC//rfaD//marA//fau//plaP//recX//
GO_0009262_5	hprR//ccmA//ubiG//cysC//casB//hybC//mltB//tcyN//znuA//sdhB//mutH//eamB//tsaD//
GO_0009263_6	waaO//dkgB//hscC//znuC//aroB//topB//menC//grcA//dapD//
GO_0009264_6	rnhB//phnP//glsA1//frdC//yahK//
GO_0009265_7	era//ycgR//entE//cpsG//fabH//
GO_0009266_4	helD//nrdE//ycjD//fepB//yciH//emrY//allR//mdh//cynT//acs//fecA//tas//csgD//selB//ydjK//psuT//mltF//brnQ//panD//wzzE//pyrF//otsB//sgbH//ubiD//cas1//menH//yafC//oxc//dgoT//ilvH//dtpC//rhtC//narX//ulaB//kdgR//hemL//gltK//rpoS//kdpB//pyrD//yjiY//cpsB//potE//treR//syd//ybiI//ubiB//flgH//trpL//yihT//mlaD//wrbA//ulaG//ydcS//flhA//deaD//cysK//ynhF//creB//agaA//preT//ldtE//ldtD//gloC//nuoL//ortT//grpE//phnH//holA//chiP//pabB//erpA//mraY//yadG//rplA//ribD//yiiM//cdaR//cstA//fryC//hyfR//rcsC//
GO_0009267_5	ycjY//mocA//etk//priC//yhaM//rapA//menB//bamB//yddA//entS//glgP//fdoG//araB//dapF//tsr//ycjP//nrdR//rsmC//mtr//fabR//waaF//moaE//acrZ//apt//cysH//sbcC//
GO_0009268_4	rhaB//chbG//msbA//yhjG//ydiP//ppiA//ybbW//waaL//pdeR//gcvT//mtnN//ybcF//pabB//ttcA//ebgR//alsA//acrD//glcE//cyoB//dapD//yagJ//gstB//sucC//envY//hypC//yiiM//pheP//
GO_0009271_4	lsrK//rnr//ybdN//
GO_0009273_5	bglX//hofM//lptC//folP//bdcA//yedA//speA//pgpB//hisC//fliZ//
GO_0009290_6	yfcR//yfjR//
GO_0009292_4	rbn//allR//
GO_0009294_5	nadA//fklB//
GO_0009297_6	fkpB//nrdI//lpxC//kdsD//rimK//gpmA//pgaC//rzoR//iscU//uhpT//bioD2//paaB//narG//aceK//
GO_0009298_7	ppsA//ymdB//ydjL//
GO_0009305_7	pdxH//
GO_0009306_4	yceO//malZ//dsdA//nrdH//lldD//rbsB//sgbU//
GO_0009308_5	sdhB//glnQ//cyoD//rsmJ//nrdI//flgK//cho//folA//aroL//tyrS//tsgA//hdfR//fabD//dgcN//prfA//rpsH//glgX//purL//uxuR//purF//nhaR//ydiR//agaI//cbeA//sad//atpF//ibsB//
GO_0009309_6	yjiY//yciE//nagK//glpA//nhaR//rplB//prfA//dsbA//gcvH//yejE//nudB//pyrB//fixC//yeaG//
GO_0009310_6	fimE//btuC//yraH//ptsI//wzc//yfiF//yegD//ybaT//rof//alkB//purA//rihC//asnS//
GO_0009311_5	cfa//truD//fadI//hha//ykgF//cspD//flgE//ibsB//hyfR//tsr//ibsA//sfmF//ybgP//sgbU//paaH//rbsC//rplP//elfG//rpsQ//fklB//murJ//paaJ//murQ//ldtB//yahD//frwC//yfcQ//rluA//yfbU//nrfD//rutE//araC//malG//argK//mrdB//ldtE//btuF//rplM//yceO//ftsE//paaZ//hyi//gsiC//rbsR//mak//dicA//xylG//gltD//selA//yjiX//ycjP//rfaC//raiA//
GO_0009312_6	mppA//mtgA//yjiA//yfcF//gmk//barA//adiC//wcaJ//insB-2//eptC//cheR//arcA//recD//rmf//opgE//yieH//ompN//yagU//fliG//ynhG//putA//fimE//srlA//rbn//mepS//frlB//moeA//araA//azoR//thrS//trmL//moaE//oppC//yjhG//nrfF//fhuC//cpsG//pitA//ccmF//lolD//trmL//insB-2//
GO_0009313_6	bioF//znuA//yejF//yqjI//gshA//proP//rpsP//ynaI//ygeV//tmcA//
GO_0009314_4	yciK//cheW//lolA//rpmF//rpmE//dhaL//folM//sufA//recB//yfcF//mdoG//yggN//flgJ//xapR//dppC//cspI//trpE//rclC//yqjH//acpP//recC//eco//yjbH//bglF//topA//lit//pyrL//aroP//ycgR//yfcG//ydiO//speA//ompG//xdhB//tdcB//tolR//lapA//folP//pta//fimG//fumA//gudD//nrfG//ihfB//yeeA//fabR//tesB//iraD//gatZ//alsE//moaC//pgpB//amiC//rna//rfaD//rpmJ//ybdN//torD//fecB//pmbA//hflX//trkH//yidQ//sulA//ybjX//dgcF//dbpA//atpF//ompL//ftsL//yagG//zntR//radD//ydfD//clsC//folE//yihT//dgcZ//ssuC//ybhD//iscU//yfdC//trmH//tauA//yadV//yfaX//infB//nfuA//ghrB//ycaO//cmk//cadB//
GO_0009372_5	bdcA//srkA//tehA//
GO_0009394_6	hcaB//rmf//rlmG//csiR//fklB//clsB//glpK//
GO_0009395_6	astB//
GO_0009396_6	arnB//proQ//agp//uraA//pgrR//araA//pykA//mlaC//yehY//mprA//slmA//
GO_0009397_6	exbB//agaI//
GO_0009398_7	tamB//
GO_0009401_7	uxuR//napA//mltG//uhpC//insI4//obgE//yhdZ//viaA//ydbK//yahF//hprR//yfaL//rpsT//exbB//murD//ymgC//ycfJ//fmt//sgcX//rimJ//dinD//ygbI//glgC//potE//serS//dsbA//katG//pta//mtlD//rplX//uvrA//envC//rusA//galT//trpR//glnL//ariR//yfeD//lysO//hemC//bioD2//rpsP//ilvH//rep//queE//rcsA//tsr//rfaH//yicJ//tehA//priC//yhcF//
GO_0009403_5	mdoG//
GO_0009404_4	dosP//malG//guaD//murQ//sfmD//dsdA//yegS//ygbI//tdh//cptB//tolQ//pgpB//brnQ//mepH//exbB//ffh//amiC//rbn//cobU//
GO_0009405_4	elyC//hybA//prfA//
GO_0009407_3	hsdR//maa//ais//mepH//clcA//prlC//gstB//pdeD//dgcJ//astC//yihO//rhlE//lpd//relB//srlR//gadX//
GO_0009408_4	pcm//insE-1//rseP//nrdD//ydeM//rpnA//mtlR//galM//fetA//tdh//ydeT//rpmE//ygjR//yidR//yneL//ydfK//tyrR//mltA//azoR//fliL//dctA//galS//waaL//paoC//nuoL//borD//recJ//sgcE//argE//ycjW//clsA//rcsF//dinI//waaP//galR//waaJ//rsuA//yhjR//idnD//emrY//ytfT//ydaN//rbsA//yiaO//mreC//yjaA//aspC//feoA//frvR//ppiD//gcvP//rbsD//cyoE//xylG//idnD//yihT//ulaF//gpsA//gatD//nagA//
GO_0009409_4	alaS//yhjR//lpxM//ypdF//arnB//rpsD//yhaO//xisE//ansA//yneJ//yciV//slt//pdxA//pflC//potC//yihO//bdm//ybdZ//
GO_0009410_4	xthA//
GO_0009411_6	emrK//prlF//kefF//yohD//fdnG//hcaE//pitB//yiaO//yhhT//nuoB//mtr//dusB//dnaX//dgcJ//glcD//pepB//
GO_0009415_4	cfa//
GO_0009416_5	ilvB//ygeA//folP//selA//opgD//yiaM//feaR//syd//fhuF//corA//murA//ldcA//mltB//rraA//abpA//fecC//aqpZ//phnI//yfeO//
GO_0009423_8	putA//ynfL//gyrB//recB//
GO_0009432_5	hemH//menB//sdhC//yhjC//gatA//ascF//mliC//torZ//fdoI//fliZ//fepA//rplE//hybG//tynA//rclA//cutC//ycfJ//yjgX//deoR//ubiE//srlR//cusA//
GO_0009435_9	frlA//fhuD//lsrA//uhpT//bamA//rcdA//ribB//lpxK//cspE//
GO_0009436_6	flgG//ilvI//cmtA//dppF//
GO_0009437_5	rarA//rffM//mgrB//lptB//cysH//acrD//tdcD//
GO_0009438_5	nepI//uvrC//pepA//nepI//tsaC//upp//mdtJ//moaD//degP//flhE//hybO//ybhR//lacY//ugpB//ftsQ//nfuA//dgcT//fucK//hisG//cusC//nikB//mog//cysW//srlE//folM//sbmA//wcaJ//hemE//zapB//waaA//
GO_0009439_5	adhP//lgt//iraD//
GO_0009440_6	yfeD//uidA//zinT//
GO_0009441_5	tar//umpG//glnA//flgJ//alsC//
GO_0009442_7	fecD//hyaA//gspJ//wcaC//pgi//
GO_0009443_5	ycaO//gshB//sxy//
GO_0009445_5	gapC//metG//pyrH//glsB//acrR//hinT//nfi//oppD//yeaK//fabI//
GO_0009446_6	yiaM//fliL//
