#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	argS//fadR//secD//fadM//
GO_0010629_7	recF//fadH//mnmC//mscS//gph//nadC//avtA//dinD//ulaE//accC//edd//ybgI//yciF//mraY//cspC//suhB//torC//gldA//yhgH//yejA//ypdC//mtnN//rbbA//dhaM//potB//torS//queG//ampD//mreD//ybfE//cysE//puuB//cobU//fepA//ycdY//slyA//selB//oppF//yrdA//afuC//moeB//alr//pspC//yphF//cyaY//yhfS//cheA//bioH//rcsF//grpE//oppF//ycbU//fadM//ribC//tolR//yddM//moaA//luxS//secB//carA//yidZ//caiF//yaaY//ygaH//cpoB//fre//iscR//xerD//yafS//lpxH//artQ//hsdR//yfiR//exuR//bioD//yagJ//mntS//ptsG//rsmE//yfeW//dgcM//gatC//dgoT//ydfG//rpsE//frvR//hybC//rarD//yedP//pgrR//lysP//ydeO//wzzB//bioF//tdh//purB//ppsA//ydcR//glpR//uvrY//mreC//ivbL//malY//tusD//symE//murB//degQ//pldB//yjcO//cbrC//cysP//sbcC//yhcN//yhbS//nrdR//ygaH//cysP//ydfH//sixA//emrK//yjbE//ghxP//slmA//thrS//ybaK//aroE//rdgC//nanR//
GO_0010638_7	rplM//torS//
GO_0010639_7	rpsG//narI//accA//
GO_0010646_5	kefG//
GO_0010648_6	ycdY//
GO_0010675_6	yihO//serB//tcyP//pykF//dacC//yehA//
GO_0010676_7	ynbD//hscB//
GO_0010677_7	torC//
GO_0010699_4	chpB//puuA//
GO_0010810_5	rhmR//ghoT//
GO_0010817_4	yfeD//dusB//msrP//zapB//gcvT//lysR//aaeR//udk//sspB//ybcC//accD//yhaJ//yggT//tag//
GO_0010827_7	thiM//
GO_0010829_7	exbD//
GO_0010876_4	surE//
GO_0010906_6	azoR//ldtD//
GO_0010907_7	rplP//
GO_0010911_5	tilS//gyrB//azoR//
GO_0010921_6	yaiV//deaD//paaJ//phnL//
GO_0010941_5	crcB//
GO_0010948_7	btuE//chbF//
GO_0010951_8	prpD//bioD2//
GO_0010962_7	tcyL//alaC//
GO_0010966_8	lacY//
GO_0010967_6	ygiV//
GO_0010974_7	dgoK//
GO_0012501_4	gatZ//napA//pphB//ubiI//pbpG//umuD//dapA//yqhC//idnO//xapR//icd//rluB//alsE//
GO_0014070_5	lepB//iaaA//
GO_0015031_5	rstB//psuG//casC//recA//menH//rfaF//lsrR//fadJ//ompT//asr//yhaO//lysA//deoA//ribE//nagB//yidL//trmH//chbB//mcrA//rhmD//ulaA//accD//narH//ydeT//motA//atpF//csgE//cysC//focA//edd//yagF//solA//chbA//rpe//nikR//tatB//yhdX//menA//cmtB//prmB//ptsP//
GO_0015074_6	ribF//nrdG//hyaD//yijE//cof//nadB//yjfF//
GO_0015628_5	zapC//yahB//kch//ydeO//yacG//
GO_0015669_5	bioF//
GO_0015670_6	pagP//
GO_0015672_7	sspB//yrdA//idi//dcm//aroF//lacI//iaaA//cydD//melA//nudF//lpxH//setC//ompA//ascG//ubiB//yrdA//pdxK//potB//acpH//ycjU//ybiT//tgt//glnA//murC//atpD//modA//hisQ//yidA//rsfS//aroF//rhmR//yceK//lsrA//bluR//surE//mug//ghoS//tyrB//yfgJ//speG//yihO//dsbD//yphD//
GO_0015673_9	tsgA//
GO_0015675_9	murC//ycgV//yiaU//amyA//ybhD//yedX//livF//dnaB//
GO_0015679_10	asnC//wrbA//
GO_0015682_8	ribB//cdd//lysC//narX//ycjP//fixA//rffG//yhgH//dtpB//ndh//pdxH//eamB//
GO_0015684_9	lysU//ykfM//galE//crp//pdxH//
GO_0015685_8	insH-6//yjhC//yieF//nudB//glnK//gatD//
GO_0015687_7	dsdC//yggT//mdlA//bcsA//
GO_0015688_6	napC//sapB//ssuA//gspE//poxB//ulaB//rclB//rlmL//insI-2//pyrH//carA//yajQ//dtpD//cadA//yifB//mgsA//rffH//pliG//
GO_0015689_8	mgtA//decR//napF//
GO_0015691_9	insB-4//cspC//yqaB//dcuA//
GO_0015692_8	frlR//
GO_0015693_9	marR//lrhA//
GO_0015695_6	sapB//cmtA//entE//cas3//yehB//sohB//panB//sad//fliZ//lptD//dut//opgB//mntR//galF//yejB//rsmJ//hyfR//nfo//ilvM//cheB//tktB//cobT//ogt//sufE//tauD//lpp//cmk//yddM//yodD//qseB//
GO_0015696_6	ybiI//rtcR//ftsA//paaE//yhcF//glgP//hisS//dadA//lpxB//yoaB//araC//narZ//dkgB//yjiA//hcaD//asd//thiM//tufA//trmJ//fadD//glnD//dgcN//xylG//wrbA//ulaR//ygcO//secY//nagK//rhaR//hmp//dapD//
GO_0015697_7	ubiI//rne//psd//fecC//cirA//kefG//borD//thiP//nmpC//zapE//sodC//pdeF//bamB//
GO_0015698_7	lepA//ybdR//recR//flgM//curA//fimC//rhaB//kbaZ//galT//rarA//yihW//nudF//artJ//dinQ//glpT//argS//ftsH//dppC//pbpG//yeaV//secY//hypC//ynhF//mglA//mgsA//dnaT//fucK//yehW//tsaB//cptB//cheZ//intF//trmA//sfmC//hcaE//tauD//chpS//tsaC//yeeA//rffT//ssb//
GO_0015699_8	yjeI//
GO_0015700_8	xisR//fdnI//
GO_0015706_6	spy//orn//znuB//
GO_0015707_6	prs//tgt//hflC//ybdZ//ttdR//yeeJ//
GO_0015709_6	metI//
GO_0015710_8	mtn//decR//
GO_0015711_6	nanK//valS//eutD//lptE//mepH//menE//yceK//fadL//dxs//hybC//trpA//rsmB//hisQ//qseC//pdeD//yiiD//rimO//dctA//fepC//ldtE//soxR//yqiJ//srlB//ubiD//gabP//paaG//ispG//tldD//rfbD//pppA//ygjH//ybdO//bglJ//ttdA//narH//ybdO//tsaD//dsbB//yggX//rzpR//betB//cspA//ytfQ//sxy//tar//kbaY//cfa//sodA//abgR//argF//lacI//ybaM//yddG//ffh//abpB//narJ//zapE//rapZ//tatA//ftsW//rlmL//hokB//coaA//mdtP//yciA//mdtC//pyrF//hinT//lnt//galK//dsbA//rpsQ//asnC//agaA//serS//csrA//rpsH//waaL//ynfK//glcB//yjhG//cpdA//kch//yhbQ//sdhA//dgcN//hofO//recN//rpmF//bioA//intZ//yfaV//pdeD//ytfP//rlmN//gyrA//yciA//lptE//cheW//yjeH//paaJ//lgt//ihfB//garR//accC//ydhJ//hypC//pyrF//ynhF//yaaU//fucP//fimE//fryA//glcF//fabH//yfdG//amiB//murA//gltX//nsrR//ydbD//gyrA//dtd//csdA//lpxP//ydfK//ihfB//argE//uxuB//yedL//rraB//insE-1//ydjL//ghrB//lsrD//putA//aroF//xapA//flgE//yggX//hupB//icd//ssuC//yahO//
GO_0015712_7	yfdR//
GO_0015718_8	surE//aas//setB//gluQ//yjiA//napF//mliC//hyi//dgcF//tdcA//hprS//ybcQ//emrK//yfdS//lpxC//yeiG//aroC//fdnG//ykfM//bioD1//perR//yefM//ycbU//priB//
GO_0015721_7	rssB//xanQ//
GO_0015724_7	rzpR//narP//prpB//
GO_0015726_8	torR//
GO_0015727_7	chbG//hcaR//
GO_0015733_7	talB//
GO_0015734_6	fkpA//rapA//xylG//
GO_0015735_8	ygbM//
GO_0015736_9	btuF//
GO_0015739_7	insI-1//
GO_0015740_9	ydeP//sdaA//speE//eamB//cusS//trpD//rnt//csrD//cspI//
GO_0015741_10	rihC//mltC//
GO_0015743_10	fumC//
GO_0015744_6	dgoK//rcdA//ydcI//
GO_0015747_6	torY//
GO_0015748_6	tsgA//lysU//aceA//dgoD//cspA//comR//gpsA//ccmF//rssA//rpoE//bglJ//yahI//hpf//dut//livH//
GO_0015749_7	trkG//fixC//der//fumA//dgcM//abgA//rng//fliZ//metC//fimH//selU//gudD//mnmC//thiI//hemF//ychH//ydjM//leuC//vsr//wrbA//yhaV//bdm//yjjU//amtB//dcuA//yfcV//yidK//hisI//ldcA//yfgJ//flhE//gyrA//fau//pdeH//aaeB//artJ//waaH//galM//ppsR//bamE//bhsA//araG//entD//ynhF//cusR//
GO_0015750_8	murJ//dgoA//dgoR//yiaA//glgS//higB//abgA//eutD//lptA//nudG//pgaC//dapA//nrfF//
GO_0015751_9	cobC//ghrB//casC//rpsS//cmk//insI-1//
GO_0015752_9	ybhG//dtpA//arnT//yehU//yfdO//ytfP//
GO_0015753_9	yihQ//nsrR//secB//
GO_0015754_9	gpmM//rfbC//moaE//
GO_0015755_9	ycbB//yafE//fucK//narQ//ydjL//fruA//dcp//actP//lipA//dcuA//glrR//
GO_0015756_9	alkB//fadH//
GO_0015757_9	trkG//yihV//ynjA//lptF//ypjD//gadW//argR//
GO_0015760_8	elaA//
GO_0015761_9	fadD//dnaT//ghxP//
GO_0015762_9	queE//
GO_0015764_7	mcbA//yahB//hlyE//folX//
GO_0015765_8	tisB//sbcB//topB//dppA//
GO_0015766_8	nudB//ispF//nei//rpmG//yjjU//apt//marR//pgl//oppD//gcvH//nikB//minC//ybbN//fdnH//
GO_0015767_9	dkgA//sbp//tonB//puuE//
GO_0015768_9	ypjD//tpiA//rcnA//ortT//atpB//hcaB//
GO_0015769_9	yqaE//
GO_0015771_9	treB//hxpB//yabI//aroF//
GO_0015772_7	fdnG//ydeE//glnS//ybhJ//miaB//yagU//glpD//puuR//gnd//yahI//treB//yhhT//maoP//mhpB//galU//ynbD//cusR//
GO_0015774_7	yjaZ//psuG//dpiB//mdfA//ydiR//dgcJ//
GO_0015778_7	yieH//
GO_0015791_7	hybE//ynfL//mraZ//rpoH//hdhA//lptC//napA//ldcC//
GO_0015793_7	yiaU//phnN//
GO_0015794_7	rcsB//dtpC//ydcO//potI//nrfF//
GO_0015795_7	oppD//
GO_0015796_7	yqiJ//btuB//mpaA//pepB//
GO_0015797_7	dcm//tisB//
GO_0015800_7	metE//gadW//exuT//nuoM//
GO_0015801_7	fecD//yedX//narK//obgE//cof//nagK//fecC//zapE//
GO_0015802_7	leuC//dicA//ompA//dpiA//pinQ//glgA//hlyE//
GO_0015803_7	thrC//ade//bipA//degS//serS//yhjB//mtr//iraP//ybeF//gadC//rarA//
GO_0015804_7	mqsA//gcd//rsmG//elfA//nrfD//dmlR//tdcR//ais//yajO//tesB//yehU//intS//pstC//abpB//rclR//bglX//narQ//leuC//dinI//gatD//cpdB//atoB//rplJ//glrR//cysI//murI//nagK//rcsC//yfgJ//frlC//rsmH//ygaZ//aroA//
GO_0015806_6	rpsT//
GO_0015807_7	yadI//fruA//kdsB//nfo//clpP//yhcF//ftsI//yghO//der//hflC//napC//soxR//hscC//frdC//yqiG//yihL//ybhJ//glnS//mtnN//yghW//ybaT//ribD//nhaA//bcp//fimE//rhaB//bglB//cobS//trmB//yhbO//ilvI//dpiA//ydeO//katG//ulaR//rplM//eutD//focB//
GO_0015808_8	ftnB//napB//
GO_0015809_7	mltB//yjjQ//pfkB//hypC//moaA//rof//
GO_0015810_8	yhcD//lldD//
GO_0015811_7	ypdC//cysC//aas//cysB//mutT//
GO_0015813_6	gatA//rmuC//sbcC//
GO_0015814_7	ugpA//
GO_0015816_6	phnM//
GO_0015817_7	hybA//
GO_0015818_7	pyrC//pflB//frmR//pdxK//ydgA//mdtF//queC//
GO_0015820_7	yjiY//ptsP//yiaM//fpr//yobF//melB//elbB//yegD//avtA//
GO_0015821_7	trpD//guaB//acpP//yjbH//cfa//
GO_0015822_7	cysN//yraH//
GO_0015823_7	sfmD//selD//recX//yrfG//panZ//cycA//ispG//
GO_0015824_7	eutD//cysU//
GO_0015825_8	tdcF//
GO_0015826_7	yigL//ubiF//hisB//
GO_0015827_7	glsA2//glcC//yciV//
GO_0015828_7	rsfS//yccA//
GO_0015829_7	rplR//waaC//mprA//tsx//alsA//rutB//yihS//fliZ//recE//
GO_0015830_7	hflD//mdtG//lpxK//
GO_0015833_6	yegV//barA//gntP//spoT//fepE//abgB//fdoH//hupB//mutT//malI//uxuB//gppA//apt//recX//hisM//yddA//glmM//yqaB//mtlA//wecC//nuoM//trkH//amiA//purD//yiaU//purF//yedL//exoX//mlaD//tdcD//yojI//kdpE//mog//modA//ptrA//atoB//ilvM//epd//yfaU//nrdR//trxC//mdh//trmB//queC//pitB//rutF//yihO//ynaI//casA//murG//yqeA//dusB//rho//tyrR//yfcF//rclB//lyxK//yhcN//dsdX//yagF//entH//radA//zinT//gcl//lplT//rsgA//yibA//kdpB//osmE//fecD//adhP//ygdG//ffh//pbpG//fucA//pflB//waaF//gspJ//
GO_0015834_7	ygcW//tsr//yhdZ//modA//mngR//
GO_0015835_6	clsC//vsr//cusB//yjaA//
GO_0015836_7	amiD//gph//fixC//
GO_0015838_8	malS//yfjV//panF//rfaF//ulaG//perR//metN//wcaJ//rarD//hypB//cyoA//nagK//proV//
GO_0015839_7	dinB//
GO_0015846_6	artJ//cusR//mtr//pspF//lgoD//crp//mnaT//ibsD//hisH//mug//artQ//rffG//ileS//hybD//nagB//bfr//dgcT//
GO_0015847_7	hrsA//nuoI//wzyE//ygeV//phnC//speG//dtpB//dicA//gadW//rplE//flhC//groS//fliT//rffT//gatA//
GO_0015848_7	ybaE//gpsA//gph//gltX//katE//rpmB//
GO_0015849_6	sdhE//alsK//pgpB//ydcZ//yahF//yphB//rcsF//glpA//def//chbB//yecS//atoC//yhjB//frwB//sfsA//adiY//glvB//rapA//yhcN//flhD//ybhJ//nuoI//sstT//agaA//alsK//glsA1//pntB//purT//agaD//prmB//tusD//dusB//bioD2//mreD//yciG//csdA//yaaU//hldE//polA//yihO//guaC//mak//nagC//yheT//adiY//tufB//kefC//rbbA//focA//phnM//nikR//tdcD//yjiR//hemG//bamD//rlmA//acnB//rcnA//envC//ypdC//kdsC//eamB//rpoS//dinB//yebS//asr//flgH//ftsH//yfaV//rstB//xanQ//trg//lit//dnaA//tauD//idnD//acpT//fecA//bamD//guaA//yghO//proC//ompN//ghxQ//potE//bsmA//yahI//gatY//mscL//yoaA//rlmI//rlmM//fecD//cpdB//waaQ//tsf//trmB//lacY//panE//yegT//lapA//codB//yhjV//yqgB//flhE//tehB//comR//frwD//xerC//ybcL//basS//mug//gpp//endA//recO//
GO_0015850_6	potI//queG//yeaK//yggE//xdhB//nimR//mscL//cysH//ygiW//yohD//ygcR//asnA//yneJ//glnD//elfG//rsmG//torY//aceA//zinT//recO//alsK//mntH//fdoG//
GO_0015851_6	waaJ//yqjI//mtlR//ribF//yidA//ymjB//glgA//sugE//yhfS//rpsO//hyfF//sdiA//
GO_0015853_8	idnD//arnF//
GO_0015854_8	rcdA//frlR//
GO_0015855_7	iclR//rof//puuR//
GO_0015856_8	pal//
GO_0015857_6	ygiW//skp//
GO_0015858_7	azoR//tusC//efeO//manX//rbsR//clpA//putP//pabB//yddM//
GO_0015860_7	puuA//yhfK//
GO_0015861_9	sucB//mltD//
GO_0015862_9	rpsB//soxS//
GO_0015863_8	potB//
GO_0015864_8	ybcM//pgm//
GO_0015871_6	purB//selU//nrfC//hemA//queF//
GO_0015878_6	ssuC//
GO_0015879_9	yahI//
GO_0015882_7	tisB//maa//umpH//
GO_0015886_6	phnM//ariR//argT//btuB//sufA//exuR//acrA//potD//putA//
GO_0015887_7	yihI//
GO_0015888_6	yhdZ//
GO_0015889_6	sfmF//dacC//amtB//hicA//cadB//ytfE//yehZ//
GO_0015891_6	yhfS//acs//scpB//dps//trmO//dppB//thrB//yiaN//lrp//trmI//rseB//msrP//yfcR//serA//pstA//
GO_0015893_5	ais//mukB//rplF//yjcO//rsmG//maa//lsrG//atpG//potC//acrZ//rluE//proS//abgA//yoaA//tdh//tufA//rcsB//rplR//sdaC//ydeP//flgC//hofO//maeA//argA//ribF//yqiH//recF//tdcF//fucP//ydiZ//yjeH//hybO//thiE//fimZ//mtgA//ghoT//murI//iraP//rayT//yrbG//rpiA//sdhD//cysB//phoA//moeB//bcp//ykgA//nfsB//yraH//secB//aceK//ghrB//nhaA//cpdB//ebgA//astB//dgcN//dacA//zipA//ptrA//ruvB//sxy//murI//htrE//modA//rihC//fic//sbmA//phoP//msrB//tsaC//gmd//aroG//lptB//yeeJ//galU//nrdI//agaI//thrB//entH//ssb//lplT//rnt//hemH//rsmA//gsiD//yggE//ubiH//ydeO//yjhI//birA//malI//cytR//hyfC//queG//rlpA//creC//
GO_0015906_6	abgT//yhgF//rhtA//aroP//kdsB//
GO_0015908_7	argB//cnu//
GO_0015909_8	rzpR//
GO_0015912_8	glnA//
GO_0015914_7	hisF//brnQ//rplS//ugpB//glgX//araD//sohB//
GO_0015920_7	hemA//murQ//ybiV//lamB//focB//phnJ//fruK//carB//hemG//
GO_0015931_6	gmk//bamC//dsbA//livJ//yfjR//yhjX//mpaA//guaA//edd//mraY//mdtQ//mgtA//
GO_0015936_6	tsgA//metB//cynT//elyC//
GO_0015937_7	dnaG//yphC//tusD//cas3//
GO_0015939_5	murE//bamD//proA//ftsL//tauD//
GO_0015940_6	bamD//talB//arcC//btuC//rclC//
GO_0015942_6	fruA//oppC//nfuA//nuoL//ghoT//frdA//fepA//glmM//rsmC//
GO_0015944_4	agp//ydeI//metC//garD//folD//lpoB//xylH//
GO_0015949_5	exbB//mrcA//ydcT//cpxP//rpmJ//ispB//ydfG//pdxK//dgcE//fdhE//ybiY//yafO//cmtA//uspF//pdxB//torY//cysI//ybcQ//dcuC//yjeI//cmtA//ydiV//lpxP//phnM//
GO_0015950_6	otsA//rplA//dkgA//
GO_0015951_7	nrdH//epmB//
GO_0015968_6	yidE//
GO_0015969_8	ybhG//cytR//
GO_0015980_4	ydaC//proP//srlE//prlF//prpD//gspI//yedL//ybdH//mipA//xylG//tufB//ftsX//ydcP//gltP//mdfA//malF//torY//mhpT//der//csdE//xylR//phnM//serS//hypD//katG//cysC//fkpB//ilvI//cyoA//ydaN//mngA//hyfC//hycB//dgoA//yraK//yieH//appB//ybiA//ftsH//gloC//frwB//rpsL//bglA//ilvH//wza//nuoE//moaE//hisS//abgB//yeaE//pppA//ycfH//hisA//ytfP//tauD//glpR//bamA//mqsR//nrfD//rpsD//rclB//glnL//ydcO//exuR//ppsA//prs//hslO//atpG//dnaQ//fhlA//prmA//yagG//fepA//mtgA//hemL//phnG//rluD//kefG//ykgO//fryB//cedA//dicA//yjjG//yafS//rpsB//nrdE//
GO_0015985_9	dkgA//opgB//dcm//dnaX//
GO_0015986_7	metF//htpX//arnB//fliL//
GO_0015988_9	rnlA//pnp//sbcB//hyfA//rlmG//fadD//rplQ//glpT//
GO_0015990_10	thiQ//metF//ynbB//menE//pgl//ybiT//fimI//yjiX//
GO_0016024_7	mutY//
GO_0016032_5	cobU//msrP//leuO//kbp//ppsA//fliS//iraD//speF//oppC//malS//yhjV//argH//rplT//yihV//bamC//barA//pspC//yihT//
GO_0016036_6	dld//envZ//elfD//lepA//bioH//exbD//
GO_0016042_5	otsA//xapB//diaA//znuC//holB//ldcA//aroG//tdcF//ihfA//rnt//fliS//arcB//rpsG//yrbG//prfC//ibpA//ftsZ//rfbB//yeiL//uhpC//evgA//flgM//basS//dnaT//
GO_0016043_3	dgoD//glsA1//ppiA//qseC//hybE//rimL//nrdE//ccmC//nrdE//rpmC//mukB//pppA//purL//grxD//rsfS//fimA//rnlA//ttdT//srmB//oppA//hipB//ygaH//xerC//cirA//lptD//atpA//cecR//paaJ//ung//rclR//xylB//mioC//glpG//zraS//gntP//gntP//lsrR//fdnH//rimP//fhuB//smpB//ybhS//rfbC//pgi//alsK//acpP//holB//ldcA//yhhY//nlpI//yjcS//ygeW//yahD//malF//lolE//yieL//dtd//zraS//murR//bioB//cas2//hemE//paaH//prpC//mgsA//rlmD//rimL//deoC//ykgO//yggF//uxaC//thrA//yqgF//rpsR//rapA//lapA//rssA//gyrB//rluC//mngB//psuT//yajO//ybgI//gabT//trxA//eamB//mqsR//ynfL//glgX//thiL//yjiQ//galS//wzb//ycjQ//gsiB//ibpB//acrE//nikD//ybiH//ytfP//fbp//ilvL//murQ//nadC//yagF//wecA//pstC//ftsP//yoaB//cdgI//metG//ttcA//mmuP//hybD//potD//rbsR//fixC//rplI//nrdD//hicA//ybaK//birA//prmA//waaY//fadE//artJ//rnlA//nhaA//chaA//msrC//trpL//rhaD//ulaG//yihV//phoA//nhaR//iscS//thiD//cyaY//eutD//yaiW//minC//gntR//fruB//ugpA//gfcE//yieF//mcrA//malE//bioD1//flgD//gmd//hprR//truA//ddpX//rapZ//pth//fdx//maeA//ybgI//gltB//folE//sugE//nemA//yciK//lolD//nagK//nlpA//ydiO//udk//glgA//fucO//ais//ilvB//icd//pgaB//gadX//sfmA//trxA//ygcR//bglJ//ydcS//clpS//argH//torD//ybjN//lamB//fhuF//mgtA//zur//ymgA//clcA//cmoA//kdpF//mutL//ribF//pgk//ribC//bioC//rspB//tdcF//opgH//ilvM//ibaG//glcA//ymfK//mzrA//glnS//nhaB//ydbK//
GO_0016051_5	arcA//lasT//rstB//phnK//abgA//hslO//radA//ldtB//ycfH//flgF//pnp//metH//oppC//dld//dnaA//lsrR//tolQ//pheS//argP//araB//csiD//ygeR//sgbU//yraN//gadE//napA//mdtQ//recF//caiB//prpR//rlmC//crp//rng//mcrA//yahD//yiaT//ydjM//frwB//cecR//mzrA//yieH//yjbB//folA//lysO//rlmB//ygiV//mdtF//selB//ydiO//argT//hemD//xapB//cmoA//rfaQ//rlmH//yeeL//ubiF//rpmG//paaB//phnK//pdeF//trpC//bglA//fruB//ygjK//nadK//aceF//glnA//nanK//orn//truA//yphC//hemG//ptsG//cysD//hcaE//acpS//maeA//pncB//yafO//cdd//kgtP//ycgB//insI-2//arnA//moeA//kefC//fucP//opgB//htpG//yhjR//yfeO//trxC//yehX//ghxP//opgE//mdlA//smrA//mipA//eutB//infB//dmlA//cspB//
GO_0016052_5	preT//ddlB//insI-2//arnD//treF//hprS//rbsK//gsiA//yigB//ompW//pepB//wcaC//yccS//xisR//yidR//potD//glcA//ptsG//ybdO//cyaY//ybaM//slmA//syd//ychH//ycbX//trkH//cadB//hcaE//csgG//sfmA//ftsB//yfcU//ybiO//creC//paaE//chaA//gltK//sgbE//amtB//ydcZ//ruvA//waaU//mgsA//lgoD//manZ//dgoD//xanQ//gltB//holA//cyoE//rstB//proQ//ftsN//mngA//rpsE//ompN//insI4//hslV//rseP//yjhC//potE//glcC//malK//ygiV//frmR//yhfS//yhdX//yghG//pck//rpsI//hyaC//cfa//roxA//casC//dppF//insI-1//lacI//betT//murR//tisB//dsbA//ftp//ytfT//rpsB//mutH//pphA//rplP//cheA//rpmB//yhbQ//wecA//yihS//asnS//maeA//mltG//ldrD//bioD//bamD//ascG//yojI//yjjQ//dicA//yfcF//fdnG//ubiG//dicB//rhlE//hisH//ybjG//tqsA//rlmC//nagD//tsaE//iscU//paaB//
GO_0016053_5	mdtF//hypC//pyrF//yaaJ//ilvC//speG//treR//paaK//thiM//tdcB//galM//frlC//marA//actP//murR//waaA//ytfR//gutM//yadN//glnQ//ycjU//ycaN//dinD//dgcZ//yjtD//pepD//mdtO//yaiW//gsiB//emrB//rstB//caiE//ppk//hslO//ydiP//xthA//tisB//nikC//maa//rpmC//acrA//ychF//flgA//lldP//yqaB//spy//cysK//fecB//cas2//ecpR//hflK//tdcF//ddlA//argO//rpnD//leuO//bamD//yehW//der//degS//tamA//fliD//dpiB//rpoS//yihX//modA//wecC//trkH//mtn//yphB//mdtJ//gsiD//lepB//rpe//pyrB//flgF//ribF//gshA//fimD//bssR//yedP//fdnG//ybgP//umuC//ykfI//focA//ldcC//ypdI//shoB//oppF//paaH//mutT//serB//rlmM//sdhC//pth//asmA//glnQ//abpA//fixA//aspS//rpsB//dppF//flhD//ybfE//rpe//rsmA//nanS//tabA//fbaA//hemF//yphD//entE//ycfJ//yjaZ//yibH//asd//yraN//argT//cobS//intE//codA//rcsA//hisI//accC//sgcX//fimZ//ribC//speA//argP//pinE//ftsI//dauA//rbn//ybaQ//nikC//srlB//yghB//rutE//elfD//mreB//fkpB//gcvA//glyS//ydfH//zntA//argF//csdA//slt//lsrG//xylR//yodD//eamB//yciH//yiaN//ansB//ybdR//malS//ygeR//yaaA//yjhB//nrfE//nuoH//xdhB//agaA//phnC//puuR//eutB//ldrB//yggW//clpA//lepB//higB//ecpR//grcA//rpsE//norW//secD//frvB//uidC//glnS//ybbN//fdoG//araG//ytfE//tyrA//yedL//kdpB//rplI//
GO_0016054_5	yibF//evgS//gadX//wecB//nimR//feaB//appY//ubiJ//mioC//ybcQ//ivy//dtpA//recX//pdeL//ttdR//nusA//ffh//fecA//cheZ//lysP//yedA//cmoB//yaaY//uxaB//rplT//mltG//ytfT//rsfS//atpA//nagZ//actP//rplT//yihT//ydbD//queF//lsrG//adiC//gpmA//yciF//pyrC//yggN//sbcB//sfmC//yagG//nemA//ynfE//yihX//narQ//yhbY//nei//yahI//ycjQ//wzyE//viaA//yehC//rplE//xylH//hicA//plsB//ogt//yafQ//oppD//flgA//ybiS//entA//cusC//phnH//zupT//trpS//mdh//cadC//ompN//abgA//potC//afuC//rpsP//dtpC//ccmD//narL//cpxA//rimK//lysA//coaA//ybdH//pbpG//lpd//phnL//rplC//lsrC//evgS//ibsD//yihQ//ydcP//rseP//ilvD//yidQ//phnN//yehA//astB//rhaS//ycaN//lapB//proC//yajR//iraM//ulaR//fnr//yfcG//dmsA//mscL//speA//alpA//mfd//yceK//hybC//yaaY//pepB//rtcR//potG//bioD1//cobS//fepB//alsA//btuR//kefG//metE//adhE//narL//htrE//hemL//yhfS//prpB//bipA//aaeB//fabH//rpnC//xylR//hflD//gabT//alaC//trkG//gppA//bioD2//wcaB//znuC//pth//hipA//uxaC//potH//norW//glmM//uhpB//zraR//acrF//rpsO//
