#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	adiY//ycgR//pheA//ypdA//
GO_0016043_3	mntS//atpE//ybiO//ldrB//roxA//fsr//ruvC//evgS//yhjD//clpB//pheA//frvA//coaD//bdcR//osmC//xapA//hofN//appB//tsf//kbaZ//rbsK//mutH//trxA//yphD//ydiB//nrfE//nagZ//gfcE//exbD//lsrA//rpmA//ydiO//umuC//ulaF//puuB//pck//gnsB//clsB//fadK//cnu//abgB//rcsC//glnP//fmt//rffC//clsB//mhpC//ymgF//dgcZ//idnT//malZ//treB//ybiJ//dxr//napC//lpxM//guaA//yiaL//aaeA//pflA//phnG//hicB//fliT//tdk//hmp//yejB//nadC//ccmA//galE//mdtQ//yphF//ribF//fklB//rnlA//rpsM//rplJ//speG//rseC//seqA//dgoD//dinD//narW//bdm//ompW//ibsB//yidZ//ubiD//pinQ//pgaC//torD//metN//speD//mtr//rluE//alaS//cusB//pckA//nuoB//nudF//manZ//nsrR//nepI//dxr//lgoT//ebgA//treF//cyoD//uxaC//rclC//cedA//fruB//ygiW//gadE//mcbA//dusB//waaL//casB//pgsA//pspA//ubiC//csgA//nuoG//uxuB//trmJ//nuoL//ycgB//aroL//glnH//cas2//mdtI//yhjA//ccmF//yebQ//ftnA//opgC//rstB//menH//yhdW//fdoH//atpA//rplA//glcB//rclR//mdlA//rmuC//tusA//mhpR//ghxQ//tusB//yeaG//yiaJ//ccmD//rfaH//rimI//atpE//kdpE//xseA//xylG//astB//truB//proQ//gcd//aslB//elfC//fklB//hrpA//infC//queA//yhjG//nanE//ascG//fmt//feaB//mazG//crl//recT//mltC//ibsC//era//ftnA//ulaD//ybjI//kefF//mhpD//yecS//hypE//hxpB//yafC//fimA//pepA//citG//tusD//rsmH//minE//cheY//ais//yejF//entC//fabA//rep//ybjG//rplM//glgS//sthA//mazG//recQ//dgcQ//yciA//galS//ygjK//
GO_0016051_5	selD//insK//hrpA//casD//minC//tqsA//ubiI//guaB//chbG//atpB//elyC//sfmC//dnaT//nanS//degS//leuC//lpoB//dbpA//yjjW//sseA//fur//panD//nrfD//paaF//ycaN//higA//flgB//ubiX//yjiY//alaC//leuO//citG//dgoR//atoS//rnhA//galU//acrA//groS//ribD//arsC//ydaC//oppC//ptsN//rlmJ//slt//folC//appY//syd//paaF//hyaC//mnmE//mdtO//ybbN//ydiB//yphB//mrdA//arsB//yicJ//maoP//msrQ//ptrA//dmsC//sspA//accC//miaB//fdnH//xseB//yjbF//fimH//rzoR//fepG//ynaE//yraH//feaB//ddlB//tdk//tag//amiD//rapZ//aspC//gpmA//mdtN//nuoF//xylA//pyrG//dhaR//rimJ//ybcF//bioF//lplA//hcaD//wzc//yjhH//potD//lon//era//rbfA//dcuS//manA//ispF//yjfF//yieK//yafQ//
GO_0016052_5	era//mntP//chaA//ihfA//mdlB//yjjU//rclC//pyrC//comR//hiuH//hyi//chaC//intE//patD//ilvB//puuA//asmA//chaC//gltD//yebZ//flgI//iaaA//panD//sgbH//astB//flgB//yajD//ybdO//fepB//ldtC//gcd//rpiR//hisS//dacC//bioA//yihU//pheT//ydeI//cysU//acpH//fumB//pstC//rnc//pliG//glrK//nmpC//mcrB//malQ//aas//leuB//ybcF//yagU//yggN//gapA//ndk//rutF//fimA//sfsB//iscX//rhmD//deoR//yfdK//yegS//rpsQ//ssuA//oxyR//metI//chaC//hslV//phoP//rplL//aes//rplW//frlB//setA//ydfG//ybiA//ygeA//qorA//yfgJ//ppc//purD//macA//yejB//ybgP//dapA//ykfI//gdhA//fabZ//cusC//secM//yafS//tdk//tolC//paaE//glcD//cho//speA//serA//bioH//purU//mrp//grxD//nuoH//yiaO//mlaC//fliS//ttdA//prlF//fdhD//kilR//pdxA//recJ//waaA//rseP//
GO_0016053_5	eutB//ynhF//glnB//sspB//torZ//fabA//nirC//truA//cusS//dtd//sugE//ybaO//yjaZ//eutK//cdsA//tauB//nadK//argC//lamB//rplQ//rpsJ//pheM//fadI//ybjC//dut//rutD//nuoH//holA//yraN//cobC//dsbC//tatD//cysN//atpF//agp//curA//intZ//trkG//manA//dtpA//ubiA//add//hslV//allB//rmf//yfgJ//gor//mutT//rsmC//cvpA//glnS//nhaB//moaC//ybiT//astC//glgC//yejE//hcaF//atpG//apaH//ilvH//atpH//artQ//truC//lptG//ubiD//ydgA//trpC//rplK//rdgC//norR//mscM//mntR//rimO//yidZ//ibsD//ydcP//pnp//insF-1//setC//bioA//ybhR//umpG//cheA//nikE//radA//mepH//narL//wzb//pdhR//purF//srlE//alkB//fimF//leuA//yihR//fucP//dbpA//hflD//modB//ygeW//rluB//dgcM//gppA//ccmE//maa//ygbI//rnlA//rpsS//fixC//gcvH//alaE//ompN//thrA//uhpT//ompT//gadE//bglX//fdoG//ygjH//tcyL//fpr//gcvH//rimO//tgt//cysB//eamB//ispU//flgK//seqA//proP//fdhF//hipA//ynjD//mnmA//yieE//ytfP//kup//hxpA//rpe//acnB//yagU//gpmA//fhlA//frdC//yrfG//manZ//rlmC//hisM//glnQ//ybdH//xerC//parE//yaaU//yjcE//lpxH//parC//htpG//gstA//yeaD//hisC//sodC//clsA//cmoM//folM//argR//mobA//gmhB//purB//yraJ//rimL//ycjW//rlmG//copA//ybiH//yibA//yohD//yedL//ychO//hmp//narH//yfcQ//ispH//slt//lnt//insH-5//yfeX//hdfR//rhaA//
GO_0016054_5	dppA//msrC//yiaJ//rffC//spoT//sfmC//narJ//ddlA//hdeA//ptrA//yibF//ybiW//aslB//rimL//puuA//yidH//trmI//rayT//cfa//azoR//glpT//cdsA//ybdM//ydiP//fis//idnD//treR//katE//arnT//malP//mnmC//nirC//pheM//yejE//fadD//waaF//pyrH//yggN//nadB//selD//ycgV//ycfJ//nrdA//gcvA//dps//frmA//zur//zapB//lasT//cas1//eutR//ydhQ//moaA//ybcM//nagE//creC//acpH//cutA//fdhD//ftsE//efp//motA//tolR//mrcB//lamB//srkA//ligA//uxuB//ggt//symE//solA//aroB//nusG//dnaT//kup//phnG//rcsF//ddlA//epmA//glnS//ppsR//trpD//mdlA//hsrA//ybhD//narV//yohD//yfhH//uvrD//yiaB//pliG//secM//glcD//cysW//ydfD//hldE//ydgA//cytR//hypA//helD//ybcJ//gadC//asnB//mdtE//yjfF//gsiB//amiC//glcF//mltG//ygeA//ftsL//fliS//dpiA//fepE//ihfB//uhpT//garD//greA//ybcJ//glpD//glyA//entA//yccS//xanP//gcvT//bipA//etk//potA//ompF//rcnA//yahO//yadK//carB//ybjN//ybdN//waaZ//aspA//era//rzoR//ycgR//gspE//uxaA//paaD//infC//argG//sstT//ynfF//malQ//grxD//argI//nupX//yidC//cusC//yghW//ybhP//
GO_0016070_6	tdh//hyaD//ybiO//cbrC//lasT//yfbR//recX//hldE//yoaB//xisR//ompW//sufS//waaU//yejF//nfi//cpoB//folC//nagA//hchA//pheT//araF//adk//yjiX//macA//glpT//cadB//yphB//queE//prkB//mug//insI4//rluA//frvR//trpB//tdcA//tcyP//wzyE//hscB//yfbV//tsf//hcaC//ppsR//glgA//yhcH//atoC//ybiV//umpH//ygbL//mdtI//cbtA//purL//tauC//nuoN//nrfA//queF//rplC//rof//betT//yagE//yieK//yadV//rplM//aroE//fdoI//sdhE//zntR//torZ//deoR//lpxB//iclR//ftsQ//ygiV//proQ//livG//yjjV//tdcF//entA//chaC//phnP//glcF//aspC//minD//mlaD//ackA//ybjC//ykgA//paaX//intA//miaB//allD//pepT//rfaC//nlpI//kdgR//exbB//yeeL//narP//nlpD//elfG//yihU//eutD//waaY//nuoB//narL//hslO//yoeE//ompN//ubiH//csgB//ybhD//pheM//chbG//acrF//tauC//ltaE//sapC//tabA//ydjH//norW//pgm//ydeE//cpsG//ispA//udp//rlpA//glpB//dcuA//ynjD//trmO//yecS//rfaQ//ushA//lpxB//rmuC//proQ//agaB//serS//narX//sgcX//nei//yghO//paaD//dmlR//fdoI//entB//ribB//pgk//eutA//pheM//yafS//yhdX//hemN//ptsI//gltL//tsaD//yphC//entE//yjjG//paaD//lysO//bioD//lldR//pphA//yhbX//cbtA//ydhJ//idnK//tsx//kduD//yiiD//gntT//minD//fklB//cdsA//flhC//nadD//fre//bglF//etp//ubiG//eutK//efeO//hflX//kefC//sufC//sdaB//murE//arfB//crp//aceB//lpp//hybE//rnb//rsmD//hemL//rpmH//ygjR//glmU//wzzB//ddlA//tilS//waaC//cyoB//rplQ//yahK//fbaA//rplL//solA//lldR//abgR//xseB//ygeX//selD//ilvB//mlaD//lysS//yhdX//paaG//rclA//eutD//mdtO//fucP//dhaK//aspA//dcyD//dkgB//glvB//hisF//allC//ldtA//rpsI//panD//recD//aldA//ahr//yqiI//yphF//yajR//metH//uspE//cobB//mltF//ghxP//soxS//queF//rffT//bglH//elfA//argC//osmE//def//hisF//potI//sfmF//yfcQ//nlpD//yqjH//bisC//xylF//rluC//kilR//rhmD//wzc//pinE//nrdB//rpe//nrfF//gudD//argK//speD//yqcG//opgB//rpiA//trxA//glsA//uxaB//hcaF//yafO//msrP//yijO//aroF//rimO//hyi//npr//aspA//rseB//frlR//cbpM//sad//glcF//rplK//trxC//ydcM//plsB//
GO_0016071_7	fdnG//rraB//sspB//gpmM//fumC//nupX//rpoS//dgoK//livJ//purD//panF//paaH//ftp//bioF//ygeR//
GO_0016072_8	nadD//holE//zapE//hexR//yfcU//truC//cpxR//fmt//uup//dinD//asnB//trmA//rcsA//cysP//asnS//yhcD//dcyD//yhaC//yjhP//yfhM//cysU//rffG//yjhC//yhhZ//gfcE//rlmB//yicJ//dusC//ygaH//ftsB//yraR//adiC//fecD//ftsY//argE//norW//yacG//yahK//wzzB//accC//lyxK//clpS//eutN//upp//
GO_0016075_8	pyrB//malG//
GO_0016078_8	trg//
GO_0016093_5	alsC//tag//
GO_0016094_6	entE//yehA//
GO_0016114_6	yghB//
GO_0016137_6	fieF//
GO_0016139_7	dinI//
GO_0016226_5	insB-2//rhlE//napD//sbmC//avtA//cvrA//rlmC//cyoC//secF//ccmD//artI//cynS//tonB//bolA//mdtK//ptsP//ribA//exuR//
GO_0016259_7	ftsZ//yihO//dsdA//atpD//
GO_0016260_8	yfcF//nrdR//hemF//
GO_0016310_6	idi//yciG//mtlR//ydaN//lpoA//lrp//puuR//adhP//ortT//serA//murJ//yheT//ybcM//parE//trpR//argE//holE//mltC//pstA//hns//sodA//xthA//kduI//yfaU//casE//dacB//lacZ//dsbG//ddlB//mlaD//yefM//gltP//ydgA//glnS//yciT//agaW//hemD//sixA//fimA//hybD//waaC//fklB//kbaZ//yfdS//yqhD//yiaM//ppk//trpGD//afuC//dcuB//mqsA//intZ//aaeR//rhoL//cysU//ydcI//cysA//rfaF//fadI//bglX//pncB//yieH//kbaY//ybiH//recG//dcuC//yfhM//araC//flgF//fcl//ybjL//gmd//yebQ//srlD//pyrE//frlB//fabI//rsmG//araB//mngA//rpnD//yieE//rph//rimK//mdtD//rapA//rplS//bioC//yhgF//ppsA//ymgC//arfA//hisM//yejB//norV//greA//wecA//ubiE//mtfA//yjtD//rhaM//fecC//cra//nrfC//rihA//guaB//ulaR//cysD//ydiO//sdhA//yfbV//arnF//rplK//fucK//uraA//ydeM//mnaT//
GO_0016311_6	fliM//yciH//ghoT//cbrA//miaA//cdgI//rseP//acrB//yceK//bglF//proP//radA//rtcR//otsB//ydiB//rihB//malI//ribF//hmp//entA//ybiH//holC//rbsA//rraB//rnc//psuG//hdeB//hybD//citT//bioF//sfmA//glrR//cfa//yieL//yihW//yhaC//pgaD//flgI//entB//hyfC//rplE//mazF//phr//mlc//rho//rutB//slyD//yggN//yagF//ygiV//corA//yqcC//livG//ybjL//yhcF//intA//dpiA//pgsA//tolQ//sapB//ldcA//
GO_0016458_3	ugpB//tsaD//
GO_0016477_4	tig//
GO_0016485_6	greB//sdhA//abpB//lsrB//rpnD//srlE//thiM//rutR//dld//
GO_0016540_7	sfmC//topB//
GO_0016553_7	cdh//
GO_0016556_7	hipB//
GO_0016579_7	flgK//
GO_0016998_5	yfcS//
GO_0016999_5	ybjD//ybgP//fau//waaB//trpC//eptB//casE//lptG//hokB//yfeX//gmd//mak//satP//alaC//fabD//lysS//tauA//yghU//yaiV//rfbX//dgcN//torD//cysC//alsA//ykgO//trmO//ubiE//yqaB//btuD//yoaB//dgoD//pdeL//yhbS//gspI//mglA//insI3//fis//serC//hemE//dauA//deoD//yjbB//rffM//mcrA//trmI//uxuB//opgC//rraB//dacD//yqiJ//serC//phoB//nepI//ispB//ibaG//fmt//
GO_0017000_5	metF//xylE//mhpB//intS//uidA//ybhG//
GO_0017001_5	rnd//rplT//bioH//hofM//rfbD//bdcR//lasT//sodC//ynaE//proS//xapR//luxS//dgkA//intA//fepB//osmE//rhsD//asmA//rutC//argF//yqiH//
GO_0017003_8	yfcS//ydcO//pinR//glrR//nrfD//yfgJ//
GO_0017004_7	atpH//lamB//flgK//uhpC//yjfF//yfaU//insB-4//ydbK//ompN//rsgA//fbaA//
GO_0017006_7	glcA//yibT//rffC//fdhF//csgB//ydgA//
GO_0017013_7	dinQ//yaaU//
GO_0017038_6	uxuR//alpA//feoA//
GO_0017144_4	hflK//nhaB//insK//ilvI//ybiA//ydjE//ivy//prfC//fepE//mnmC//carB//otsA//yeeY//cheR//dppD//crr//potB//gntT//chbG//nsrR//flgI//ynjD//rpsK//folP//proX//dsdA//ppsR//bioB//mtlA//rlmI//mrp//carB//ypdB//flhD//rffG//dgoK//iscA//mdfA//leuE//mdtC//yaaA//rpoH//matP//bioH//dsdX//ybaT//mlaD//uspC//zapC//prlF//phr//glk//dld//gatZ//ybdG//hyaD//shoB//secE//pcnB//abgT//yggD//adhP//yddL//fadJ//yciF//epd//dsbG//yjtD//ykfI//cydD//yqiI//nrdG//nikA//uxaB//tyrA//yoaB//atpG//pgi//asnC//yccX//srkA//rstB//pgpC//pyrF//pnuC//oxc//ibaG//rhmD//tolB//yqjH//ygeX//hflK//tyrB//fecB//blc//yhbX//pflC//mlaB//gloB//yahD//ygcR//ebgR//ynfE//rep//ydfK//emrB//lipB//waaG//yebQ//rpiR//dhaK//mepH//tyrR//purA//dxr//yciH//agaI//aroF//yggE//cecR//yacG//gmhB//glcB//malQ//tusA//yfgI//ytfP//hypB//yggF//sgbE//ybjL//hdhA//fimH//ydjJ//hpt//grcA//ybiW//yciH//cdd//flgK//mscM//ydiZ//ynfE//uvrD//ybeY//mdfA//cydB//pgpC//metH//ubiB//putP//bfr//cyaY//yifB//aldB//pspD//glgB//proX//yhdX//smrA//mipA//fucK//dgoT//uspC//ptsP//zntA//yciA//glcE//surE//tgt//yadC//fdhE//aroL//livH//paaB//ybaK//sodB//purC//malI//minC//tsaE//umpH//nadK//hisQ//rep//gadX//rsgA//fadL//clpB//btuE//pdxY//yhjG//shiA//ileS//ybdH//cysC//matP//agp//nth//
GO_0017148_8	yebG//bcsQ//rhaM//tyrB//ydaN//yfaL//ompL//bssS//glvB//ycdX//yejE//ykgF//fecC//znuB//ubiE//holA//ftsX//narU//aroP//ycaN//puuD//yjiQ//puuR//tolQ//
GO_0017185_8	hrpA//
GO_0017189_7	yfgI//
GO_0017198_7	dinQ//
GO_0018011_7	yjiQ//
GO_0018012_8	rimK//
GO_0018022_6	ymgF//
GO_0018023_7	asnC//
GO_0018063_8	glpF//eutD//yqgB//chbR//glpA//
GO_0018065_7	gph//crcB//allR//pyrL//osmY//
GO_0018070_8	fur//lpxM//
GO_0018104_8	basR//baeS//yhjX//viaA//ychH//treC//mutM//gntR//
GO_0018105_8	sspB//envZ//gapC//
GO_0018106_8	yidQ//eutN//narL//rluC//pck//ghxP//tauD//potD//tsaC//ulaR//ubiB//ybcJ//ldrA//speE//araF//ghxP//paaH//yegV//gabP//mug//tsx//fucK//prpC//insI4//acpT//yrdA//alkB//rpsB//yjcO//
GO_0018108_8	yadC//purF//paaC//trkG//gadA//
GO_0018117_8	btuF//
GO_0018125_6	rffG//
GO_0018126_7	clpX//
GO_0018130_5	phnP//yfcQ//narP//ldhA//yehB//ldtC//moaB//cstA//metR//alsC//pntB//mak//pstA//rnhA//bioF//talB//ibsE//rplN//thyA//ydaV//lasT//ynjD//bluF//frlC//galR//tabA//glpF//cueR//sbmC//radA//afuC//metB//yiaU//ydiP//gspJ//cvrA//rmuC//pcnB//hisQ//ribE//aldB//secB//ygbN//yfbU//pntB//gpr//mdtI//sbp//rbbA//ulaE//symE//dcd//cheR//ynjA//ileS//eptC//yadM//holD//ibsE//queE//gltX//glnS//pspA//frdC//lgoT//ybfA//valS//hyfA//rhoL//trxA//lit//rplT//cysM//gyrA//pgrR//ygcR//yhjR//mtgA//rclR//yagJ//clpS//fkpA//orn//preA//yibT//bglJ//rffC//fimB//xylG//rbsB//dnaK//dfp//menA//ugpC//glmS//yhhT//envZ//tabA//creB//yciT//uspE//ynfE//cysD//nrdI//puuB//ygfZ//hxpA//xapB//casB//dinB//pflA//puuA//cobB//lptC//metK//rhtB//chbB//dnaQ//ybdG//ydfK//panD//rimP//cysM//cusR//sapF//ybjX//fmt//chbR//clpS//fimE//rzpD//yqaE//afuC//mepM//eptC//ydgA//ygeA//glnA//ssuA//fabI//rsuA//nusA//alaA//cdh//malZ//ydfK//hypC//ykfM//rsmI//gntU//garP//rutB//fkpA//uidC//ibsC//hyaC//kdgK//yegS//casA//yneL//ypdI//ymgA//insI1//nrfA//aqpZ//thiG//rpmG//fic//osmF//tnaA//ssuA//patZ//yidL//insA-2//preT//livF//yiaN//nusA//ydfH//uxaA//malI//rhtA//sapD//tsaB//slyD//crfC//hemC//mdtM//entE//yahD//uidA//glrK//nuoH//yidH//ychF//patD//ftsL//bioD//ybcF//yhiM//yehB//yphF//rplY//ispB//vsr//hprS//fkpA//zipA//fsr//yihO//yecS//yciV//dicA//uspG//aes//glyA//ccmC//ompR//ypdB//ppiD//lpxP//livH//yeaK//hexR//otsB//torD//fabR//sucD//nirC//mliC//bioC//nuoE//iaaA//cycA//rluF//rplP//ypdC//argE//gnd//trkA//glnK//glsB//tauA//betA//maoP//sdiA//pyrC//citG//serS//ygeW//waaO//fhuB//sad//yhdH//galF//pspG//cynS//kdpF//mrdB//murI//yehD//arfB//shiA//yjtD//eutN//deoR//hemL//guaD//sfmC//tyrS//dppB//lptF//mrdB//yjcO//gatC//yqcG//nuoE//gspJ//selD//purT//arnE//dgcM//gluQ//tig//ybiJ//guaA//opgG//mpaA//tauC//argH//betI//yafE//cmoM//lgt//mppA//yfiF//fryB//pncB//abgR//cbtA//narK//ybeY//nikA//cho//rpsT//alkB//csrA//ynaI//yoaA//ispB//yebG//yieE//oxyR//citC//ygjH//lrp//crfC//ilvD//nagZ//yaaU//curA//dapA//iap//edd//purR//narH//leuO//mdoD//ulaB//gltS//yciK//ribB//groS//dgoA//hcaR//basS//asnA//yefM//yhhZ//aceB//iclR//ampG//yahO//ftsL//ispG//sbcC//acrD//modC//rsmA//fdnI//yeeY//rihC//ygfZ//chbF//cydB//alaA//potF//rcsC//cedA//elyC//mntS//tig//ydcO//lysO//ptsG//epmB//yraI//surA//yahN//pgaA//ydcZ//
GO_0018131_6	hiuH//cca//
GO_0018160_8	lptE//
GO_0018175_7	clsB//
GO_0018193_7	ulaG//insA-1//waaJ//yieF//cmk//ypjD//aer//mgsA//idnO//glpA//bdcR//fruK//yedF//yobA//lptC//sapB//ydaC//yhdJ//wcaJ//rseP//narQ//yjgX//yidP//atoB//hycI//tdcB//parE//yahD//yqeG//idnK//ubiX//pdxA//mscL//gstB//lipA//yijE//frvR//exoX//dmlR//iscX//ybfA//sufA//tap//phoP//malY//proQ//rluE//narU//ybjI//csgG//thiH//yfcS//iscR//arnT//nuoB//dosP//artJ//cspC//ynjD//rhoL//ruvC//ycjY//acrZ//rfaH//yaiP//dinI//eutD//moaB//gstB//betB//glnD//
GO_0018194_8	sbp//ribF//
GO_0018195_8	flgJ//
GO_0018197_8	yieF//hybA//
GO_0018198_8	speF//rlmN//sugE//ispB//slmA//yqgF//yciF//feoB//
GO_0018202_8	lpcA//dicA//yagJ//pfkA//paaX//sapC//nuoM//mcrB//amiD//ubiH//potF//amiD//ftsI//ulaR//exoX//entS//rppH//mglC//xseA//yaiW//envZ//gyrB//menC//bioH//glpD//glmS//mutT//ascB//nuoF//
GO_0018205_8	accD//ubiB//ygcR//dinQ//cra//glpA//gatC//patZ//yedL//yhdJ//dinJ//
GO_0018206_8	mog//
GO_0018208_8	rpmB//artQ//decR//folD//ribD//dmsC//shiA//intE//
GO_0018209_8	ebgA//ackA//ubiC//cysC//rlmA//mngR//ydiO//
GO_0018212_8	modB//glnL//fucI//nrfB//thiG//
GO_0018215_7	kefB//groS//
GO_0018246_8	waaB//
GO_0018247_9	ivy//
GO_0018249_7	mazG//
GO_0018282_7	setB//ymfK//
GO_0018283_6	ftsZ//yfgO//
GO_0018298_7	dgcJ//
GO_0018307_7	prlC//
GO_0018315_8	mdtM//
GO_0018339_9	deoR//yraH//
GO_0018345_8	grcA//
GO_0018364_6	hemH//abgA//
GO_0018378_9	ybjN//ptsN//glvC//
GO_0018393_10	degP//grpE//
GO_0018394_9	sfmD//znuC//csrA//
GO_0018410_8	hscA//
GO_0018909_5	ccmH//
GO_0018937_4	rpoA//
GO_0018958_5	abgT//pal//ccmH//nudF//truA//yraJ//cas1//arnA//folD//atoC//artM//
GO_0018960_4	prs//
GO_0018962_6	fnr//ychH//dgkA//rnlA//entS//
GO_0018973_5	mdtG//proA//
GO_0018974_6	fabH//agaW//
GO_0019042_6	ulaG//
GO_0019043_6	cbpM//sugE//mhpR//
GO_0019046_6	ubiH//trpL//serB//
GO_0019048_6	yohD//yraH//casD//infC//
GO_0019062_5	asnS//
GO_0019068_6	recE//phnI//
GO_0019076_6	mhpD//ileS//ybaQ//ynfH//
GO_0019184_7	rimM//hofQ//yqeG//rplL//ldrA//rcsF//agaI//dppA//phoP//oppD//
GO_0019216_6	xseA//aldA//argO//yjeI//
GO_0019217_7	hipA//gyrB//iraM//
GO_0019219_6	agaR//fucI//cysP//folD//cusS//murD//dps//rpsL//lysU//alr//rutC//nepI//hflD//ybiX//yciA//fliD//bglA//elbB//rffM//clsC//nirD//mdlB//agaV//gatB//wzc//uof//dusB//mdtC//fis//rnd//arfA//gsiA//skp//erpA//sapA//grpE//gutM//nanT//hscA//nuoH//hisP//rseP//cysH//yfgJ//hicA//hxpB//ubiF//secF//yibT//glyA//secF//mipA//viaA//mngA//glpF//proP//manZ//nupX//fnr//xerC//fecC//clpA//recC//rimO//btuC//pdxH//ubiA//sufA//argR//bcr//frlR//arsC//kdpD//argB//citX//mug//aroK//rpsB//ribA//entH//msbA//frlA//ubiA//mdtI//yobA//dmsB//serS//ydiV//eptB//msrB//mntR//cysP//glpF//elfA//nepI//sgbE//flgC//mraY//fryC//ybdH//yajD//fryC//ybhD//cmoA//kdpD//purR//btuB//lysS//cysP//hsdM//rpnB//ribD//prfA//hofO//mdtB//efp//paaC//yobA//brnQ//elaB//arcB//yfiR//hcaT//lgt//atpB//cheA//ilvH//uspB//degS//dhaM//nikB//yggF//ycfS//yihL//mlaD//rhaB//phnC//pinQ//rclC//tar//argK//hsrA//tnaA//dinJ//prpB//rcnR//ybbN//thrS//sfmC//glmS//yidK//opgE//nimR//bglX//yadG//cmk//mreC//ygaV//hslU//rpoS//rodZ//thiG//hscA//cusC//rlmI//murD//rarD//kdsB//higB//rpsI//nemR//dgoR//yggT//csgD//phoQ//ycfJ//gatC//aceA//atpD//yjiM//kduI//mtr//uidC//rph//pphB//rpiB//rlmE//gatY//luxS//lgoD//aceF//rsuA//yidA//sodC//mhpR//eno//ybhF//fumC//emrD//ldcA//bcr//gatD//waaC//envC//malF//queD//hlyE//gcvP//nac//aceK//betB//ydgA//metG//rpmF//waaY//betA//mrp//ssb//yfeD//dgcZ//acnA//uspF//rhlE//pyrC//pdxY//miaA//cueO//murG//uacT//narI//tolB//purF//glpC//uidR//gltI//thrC//ldtD//yraK//ibsC//yggT//metF//rffH//nei//rutB//sufD//nuoG//livJ//glpC//hypA//trpGD//mrp//yaaJ//fliM//ccmD//narG//xanP//pdeK//ydiQ//elfG//trmB//recT//rodZ//ybfE//rpmE//mug//xylA//wbbK//ruvB//yjhB//yfdS//flgI//rapZ//glcF//rclR//btuR//baeS//slyA//gadB//mtr//cysH//mutH//yqiH//pheT//katG//tynA//amiC//frdB//lolD//glcF//yneL//fepA//nagK//
GO_0019220_7	higA//rplY//malP//glsB//qseC//pbpG//dbpA//argT//folE//torI//
GO_0019222_4	tatA//nadB//folD//ynhF//dppC//yqjI//emrK//ttdR//xylB//cutC//proX//ulaD//fsr//zapC//waaH//ampE//topB//dapA//rbbA//fliA//rspB//rplX//mutH//narK//yoaA//parE//puuR//nagB//ubiG//purT//rbsA//yeeJ//flgD//pth//cyaA//acpH//yhdZ//greA//rep//hiuH//dinJ//torD//yqgF//era//gph//nagB//nrdB//pheS//ytfQ//pyrF//gudX//bolA//sfmF//kdpF//dcuC//mrcA//ymdB//sufD//yddL//serC//zinT//yqeG//artM//tdcG//hofN//pepB//ybcJ//lpxH//rph//hslU//mrcA//slt//yihQ//nikA//rpsH//rplN//dicA//rbsR//ybdO//ribB//argE//yiaB//mprA//ppc//rhtA//mlaD//phoB//proV//gudX//rhaT//fhuF//ulaR//glcF//sodA//nikC//cheR//ftsB//tolB//barA//gloA//pheS//ydiP//yhjV//rmuC//tus//rlmD//lsrD//prfB//yegD//poxB//thiE//yfaX//glpF//potI//pgpB//sfsB//phnN//cysB//metG//yeaG//mukB//argT//yiiD//lysC//zraS//ccmF//dkgB//topAI//torD//zur//rluD//amiA//yehA//yjbH//tcdA//leuS//agaW//frlC//yedF//fruA//citG//glnA//bacA//pth//ubiG//abpB//adk//ydjE//sppA//secD//htrE//citT//yjcS//bssR//pbpG//rapZ//ompF//xanP//trg//fadB//fadD//ldrB//queE//ybfE//wzyE//ymjB//tyrB//sfmF//uhpA//fadE//serA//phnH//yafO//rapZ//rpoA//ptsP//metR//fes//cbl//lysS//speG//ybbY//lpxT//ybaO//hscC//gor//cheB//ybiV//bamD//glnD//fimD//ttdT//htpG//yqiI//rfbB//rhaD//livK//yajD//rplN//tas//gsiD//yhjD//ybfA//glnD//dicC//yfdO//fkpA//kdgT//hipB//epmB//ypdA//yedP//aroH//sdaB//thiG//hisC//hyaA//soxR//purT//flgA//ydhQ//rutF//ruvA//oppB//ibsA//rcsF//cobB//queD//rbsC//hisI//pbpC//ssuE//yiaJ//pgaD//sufE//cpxA//ybcM//elbB//hicA//ttcA//cyaA//alkB//dmsC//prfC//yhjR//dsdC//yfdG//tusD//era//lapA//ykgM//sgbH//lptC//osmF//uspG//mdtE//eamB//ymjB//ydiP//paaE//yiiD//etp//arnE//cysC//mdtO//gadX//fliK//glsB//lolD//narV//nikB//cysM//yhjC//ybhF//ugd//atoS//rihA//thrS//yihW//yfeD//yahB//exbD//mutH//dcyD//insB-4//dhaK//ilvE//holB//chbR//eutR//argH//ygjR//yraR//lpxM//clcA//fetB//ftsX//napC//yjjB//nfi//kdsC//ybcF//ldhA//relB//lpxM//yidL//sodC//rpsL//glcD//argH//hycH//rutA//rplM//pyrE//puuD//ampE//ykgF//cydB//napB//pphB//narH//hyfF//udp//arfB//ftsW//mdtD//ybcM//agaS//tufA//mngR//pdeK//prkB//yhjA//rpsK//selU//exuT//dnaA//gutQ//gadC//ansA//truD//hemD//insH-5//psuG//hypT//frdD//fepG//hlyE//yahD//nanS//yajD//yehA//agaI//dfp//yfcP//trxA//bhsA//purN//yfcV//hyaA//prlF//clcA//murQ//sstT//mnmC//kefB//cysC//purN//cysM//fadM//rbn//
