#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hrsA//yedF//yjbF//lacZ//
GO_0009108_6	bcp//setC//fumB//cysQ//bcr//opgC//sodB//dgoD//acnA//tsaC//araF//ytfE//suhB//pgi//yqiJ//tsaD//smrA//allD//manZ//rpsH//thiL//crcB//rep//yfdG//tatB//dkgB//ydcI//pliG//ahpC//ybdR//yifB//ydfG//rcnB//hisB//rlmM//uxaB//dnaN//ybiW//argH//yphC//clsC//pinQ//ychH//ymfK//lgoT//manA//ulaA//xylH//miaB//yadI//rcsA//panF//dsbB//yfiC//ascF//xapR//uidA//cbrA//queF//cirA//mdoG//ibaG//pdxB//upp//fliS//yrbG//nrdH//raiA//potG//luxS//exbB//araA//recE//bolA//sapB//kefF//tisB//rspB//nepI//ldtC//glpA//rimI//pdxY//selB//yjjV//hofN//glpT//hpf//paaH//ygeX//mltG//treC//exbD//mraY//bioD2//sufC//cysI//yfbR//gstB//rzpD//yjtD//rna//yihI//yedX//prpC//narY//ibsC//nuoB//recX//yghB//
GO_0009109_6	trpGD//gyrA//glyS//speB//hypT//
GO_0009110_5	gloB//flhC//yohC//ynfF//rnb//dusC//thiM//dtd//bcp//mprA//ybcF//aspA//srlA//yajL//oppD//dcuC//yfeW//pck//glpT//miaB//tatD//tldD//moaD//cydD//ahr//lrp//mog//ymgC//tyrR//apaH//ftsK//yabI//bdcA//ybiV//arnT//envZ//fadK//fre//ybhG//mmuP//iscX//dedD//gspE//cstA//ndh//infB//perR//recE//dcuS//cysS//ybjG//gph//fadL//ispA//elyC//yagJ//fhuB//
GO_0009111_5	yedA//curA//dxr//ttcA//
GO_0009112_5	leuB//lptD//ftp//hemL//tdcG//ileS//waaQ//erfK//ybbN//betT//speE//ilvC//yhhT//rnhB//abpA//deoB//ymfK//sutR//ascB//zwf//chbA//rlmM//surA//pstA//psd//yfdO//cdd//yoeE//ydcI//yccS//argG//gatY//waaU//sthA//yihU//hipA//
GO_0009113_5	ybfA//lolB//ydjH//nfuA//hisI//
GO_0009114_8	acrZ//
GO_0009116_5	acpH//manX//appB//ybiW//yeaK//wrbA//yjhC//kbp//frdC//djlC//glpF//atoC//yjhG//rihC//ribE//puuB//nagA//bacA//arnF//yrdA//dapF//ahpC//patA//pitB//zapC//pinE//fimZ//sfmD//glsB//cmoM//nrfE//ompR//infC//hybD//pdeD//yphB//nadA//holC//sohB//aaeR//
GO_0009117_6	lptD//eptC//yjgX//rpnD//frdD//ydfK//efeO//plaP//zapC//dgcQ//ribD//hflD//yidP//nfsB//queE//yafN//cof//ibsB//ftsL//mmuP//bioD1//rutF//hisG//ygfI//yajQ//ugd//ortT//waaA//htpX//glpX//amiD//sdiA//elfA//accD//yfdK//lplT//rhlB//ahr//dhaM//yebG//dapA//cdgI//argS//uspG//galR//cspA//queE//mdlA//fliG//caiE//secA//hisI//araH//nikA//galE//roxA//metH//glsA//acpS//upp//yjbE//garP//kdsC//flgJ//hemC//glsA//glnE//hycH//ulaC//ansA//nanK//thrC//yeaG//zntA//kdgK//fryB//yjiY//nuoG//coaA//dpiA//lptD//nikD//plsC//sstT//yfhH//potC//ynaI//ygcO//yraN//pstC//dpiA//alaA//rpnB//hcp//acrD//yfdR//holA//cydD//ynhG//wcaB//tehB//rna//ugd//osmC//
GO_0009119_6	tar//ghrB//rng//purN//tamB//fruB//ruvC//nhaA//kdgT//lsrC//kdgT//phr//zapD//ccmD//murE//bglB//phnI//sucC//elfD//fryB//glnL//srlA//basR//amiC//ugpB//csgF//gpp//bglF//ompL//bcsA//rpsK//sfmD//yceO//rplK//dcyD//
GO_0009120_6	groL//arsR//yfcQ//glsA1//
GO_0009123_6	rihB//yebZ//yahF//cysI//plsC//yqiI//tauA//yiiM//epmA//ilvH//rlmE//ygcR//msrA//yqiI//dnaN//ulaR//kdpB//skp//proQ//livF//treA//serB//mltD//pnuC//rzpR//mlaC//rplF//rfbD//fimC//tadA//mreB//maa//chbB//caiT//cusC//rutE//ivbL//yiaM//yedA//ansB//eamA//pflC//abgA//cobS//mtgA//mtr//
GO_0009124_7	aldB//ygeX//mscS//insI1//yccA//zitB//yihO//torI//napF//sgrT//ybdH//pgsA//fnr//galK//pgaA//ynaI//fumB//elfG//ssuD//ariR//glpC//rhaR//yfcV//pdhR//surA//tsaB//cmtB//yiaB//lhr//torA//ivy//mdtP//rplQ//motA//sbcC//gcvT//yehT//
GO_0009125_7	nagK//pcm//proX//gltB//secG//
GO_0009126_7	hsdR//relA//trkA//trpS//yidD//elfC//rlmB//yaiV//cmoB//yfdG//trg//yidR//minE//sdaC//wecE//rutC//rna//allB//pgaB//appY//moaD//pinE//ppiD//kch//relE//bioB//cmtB//deoC//menB//paaB//msrQ//yhiM//dacC//trpA//
GO_0009127_8	yaaU//ycgR//fabH//hokB//torZ//waaC//narG//gnd//nuoI//yfgJ//yidL//sixA//rnc//pbpG//lamB//gpmM//yegS//hisA//glnB//endA//rplX//rzpD//insB-2//zraS//rihB//fixA//acrZ//hfq//mepM//btuR//
GO_0009129_7	pckA//prpR//artM//prpC//purU//ssb//sspA//tonB//yfgI//arfB//
GO_0009130_8	lysA//yhjR//ybjI//ybjI//rbsA//
GO_0009131_8	metG//kduD//glcB//yeaG//hofC//
GO_0009132_6	hycB//fadD//hdeD//hyfR//ybaL//chbA//yibA//ybbW//pstS//cpdA//yoaA//mutM//appY//gloB//yfcP//puuR//fruA//mreC//wzb//proB//emrY//iscU//alsK//yfcP//allC//
GO_0009133_7	ada//mraZ//msbA//
GO_0009135_7	proV//yhbO//rcnB//obgE//hemE//nanR//acnA//pcm//dcyD//grxD//thrS//baeS//nagB//holE//hdeA//melR//hyfF//yahK//tomB//lit//sseA//yraJ//torA//
GO_0009136_8	fimG//
GO_0009138_7	yhbY//tnaB//
GO_0009139_8	hslJ//ubiI//
GO_0009141_6	trpE//ynfH//yheT//pcnB//envZ//casB//hypD//fadD//hicA//malY//yaaJ//sgcA//emrY//proW//glgB//ypdC//napF//gabD//rpnA//folD//leuC//feaB//insI3//ptsP//eptC//ynfH//ykgA//yobA//nagB//citE//rdgC//rutB//intE//bglF//lexA//trkG//kdgR//groS//
GO_0009142_7	epmB//pmbA//yhfS//nmpC//glnH//ribD//iscA//melA//leuE//sbcD//rsgA//clcB//rcnB//ypdF//nirD//yhfK//ttdA//tdk//tatD//dgcF//yqiI//gsiA//ybjN//fabG//acnA//ldcC//glvC//ykgA//
GO_0009143_7	infC//insH-6//uvrC//yoaA//
GO_0009144_7	fadD//oppD//topB//fucK//fumA//aroH//pgi//ansA//cecR//acnB//rlmA//yhcH//apaH//waaP//torA//malQ//rplX//bssS//dgcQ//bipA//metR//fepA//aspC//frdC//purR//yfdO//ymfA//rplJ//dnaX//hyaC//murR//
GO_0009145_8	lepB//argK//zntA//ghxP//uof//secD//pyrB//guaD//yefM//caiD//rpsR//rpsS//pyrD//ugd//glsA//crfC//coaA//araG//fau//holA//fes//ldtE//aroC//
GO_0009146_8	cueR//yciE//
GO_0009147_7	smpB//ykfM//rssA//cnu//
GO_0009148_8	sdhD//fadH//
GO_0009149_8	rutF//uacT//
GO_0009150_7	xylB//rlmG//tatD//frlB//yccS//pheP//puuC//yqhC//sgcX//yjhI//zwf//galR//ribE//insF-1//ydhC//nepI//rplR//ychH//fnr//yegV//lpxD//dcyD//elfC//btuE//talB//ftsI//yfdC//narP//yfaL//mdtC//cas1//topAI//alsK//frc//ppiD//ydfD//nrfG//cobU//ytfT//fimE//argI//csrD//fadM//hiuH//tusA//sdhB//pstB//trkA//
GO_0009151_7	yghW//ykfM//
GO_0009152_8	gltL//pyrL//ydiZ//rrrQ//tonB//hscB//hisC//manA//agaR//argT//sbmC//glsB//malP//marR//osmY//yjbE//yijE//ybjC//hslO//narW//bepA//phnK//mnmE//rimL//kgtP//osmF//entD//kgtP//mtgA//kdgK//yihU//yejB//livG//alr//ybdZ//idnO//deaD//
GO_0009155_7	hrsA//rfaC//
GO_0009156_8	artP//fabZ//dsbB//btuF//sucD//nagZ//zapD//ybeY//ispF//rimM//ccmG//ybiI//rssB//yehT//arfB//pyrE//treB//sfmF//nhaR//arcA//artI//paaF//modB//yiiD//feoC//bioC//lacI//ivy//gloA//rutF//yjiA//ybjG//tag//
GO_0009157_8	aldA//dtpC//iaaA//pflA//
GO_0009158_8	betA//lpxL//fimA//btuF//purC//
GO_0009161_7	dnaK//yraN//yibT//yiiE//iscX//ybdR//lpxM//yfgO//ppiC//cysH//lacY//bcp//aceA//mdtN//ilvB//dxs//yihW//sfmA//yidR//nfuA//hybG//artI//mepS//arnB//gstA//kilR//mdtL//ybaE//hypF//sbcB//yjjB//iscX//gph//gspE//yeeA//emrD//pyrH//creB//yegS//uvrA//dicC//casE//
GO_0009162_7	gloB//nanK//nuoB//etp//
GO_0009163_6	phnJ//dinB//melB//yggT//tig//dxr//holB//cheY//yfiR//speG//gnsB//yoeE//metN//flgK//betB//gsiA//paaK//moaD//dapA//
GO_0009164_6	yieH//rluF//hslR//bamE//sdaB//hisS//ybiA//ybdH//ykgA//tufA//yheT//ydiF//rzoD//
GO_0009165_7	ygfA//trkG//ulaF//cysQ//hscB//ygaZ//nadB//ulaD//yqiH//cas2//yajD//gstB//dsdA//rpsG//wecE//ydiV//narW//lysO//gltS//rsmI//treA//folP//nikA//cheA//uidA//rlmB//coaA//argI//sdaC//era//araA//lasT//ptsH//macA//nfsB//csgE//gatZ//ydiB//ftsB//groS//gcvT//acs//yhjD//hrpA//nuoG//narQ//ubiJ//hrpA//rbsK//hybG//ubiA//nadC//rplQ//fhuC//aspA//abgT//pykA//pheS//yddM//glpC//aer//yehX//tdcE//csgA//yjtD//sspB//alaS//hmp//tdcF//ghoS//grcA//
GO_0009166_7	rplK//allS//ivbL//adiC//appC//xylA//dgoT//ypdI//phoA//ytfQ//fklB//ilvE//aphA//skp//yihL//yiiM//yihQ//argB//frc//pykF//glcB//lolC//ilvD//trxC//emrE//yghG//insH-5//ybhI//pepT//ftsY//fkpA//
GO_0009167_8	nagB//speC//pth//lgoD//xylA//torC//speA//mdtI//ydhK//yieF//rsuA//tcyN//norW//lpxP//gatD//cspE//yiaA//flgB//panZ//gudX//ybhP//mtr//yhaO//bacA//miaB//ybiA//cadA//cdd//ycjQ//ybaM//hisF//rbbA//yhjG//pbpG//
GO_0009168_9	ygcW//nrfF//narK//arsR//miaB//hyfC//yhdH//cusA//nuoN//yaiP//yahD//rsfS//ybjX//dnaJ//yadC//chbC//ynfK//mdtE//nhaR//pyrC//mltC//nepI//mpaA//ubiC//zraS//trkG//cusB//ybeQ//dsdX//ymdB//
GO_0009173_8	preA//agaB//narL//mnmA//sufD//oppF//yheT//
GO_0009174_9	pheA//gyrB//
GO_0009175_9	epmC//nikE//yoeE//accB//trpS//
GO_0009176_8	cobU//hxpB//truA//
GO_0009177_9	grpE//dppB//degS//
GO_0009179_8	mhpB//opgG//lacZ//lit//sstT//holA//amiB//alr//rbsA//gsiA//elfG//argS//cmoB//cmtA//hybF//adiC//hypB//nuoF//chbR//garL//bepA//cusS//glvC//
GO_0009180_9	ytfQ//
GO_0009185_7	sstT//yihU//mazG//sgcA//gcvT//bcp//xseA//fepB//citC//yggF//dppA//sodC//dicB//kdgR//dcm//oxc//helD//moaC//metE//leuC//artM//emrB//yadG//ppsA//
GO_0009186_7	nusA//
GO_0009187_7	ettA//ypdI//
GO_0009188_8	fadE//eutA//
GO_0009189_8	clpS//
GO_0009190_8	pdxH//ibsD//
GO_0009193_8	trmA//
GO_0009194_9	rlmJ//
GO_0009196_8	malY//
GO_0009197_9	lptA//
GO_0009199_7	flgJ//baeR//mog//yjjX//ravA//rhaA//thiI//cyaY//arnA//fadA//mgtL//dinQ//cydD//serC//ybjN//clcB//tcyN//btuB//yjjB//epmB//tufB//yaiW//thiD//sgbU//minE//queE//rpmE//barA//yhjA//thiI//exoX//
GO_0009200_7	sxy//msrB//valS//preA//
GO_0009201_8	serC//intS//nuoH//yfdC//hybA//yddM//nrfD//ygaV//ssuC//modB//mdtN//nadE//dppB//leuA//queF//nei//cysU//pinQ//glvB//ubiG//endA//yfcG//mocA//purC//
GO_0009202_8	atpD//
GO_0009203_8	trpA//
GO_0009204_8	selU//lit//msrP//
GO_0009205_8	glpC//thrS//nagE//yghO//glpR//bipA//fdnG//mtgA//fadA//yfiE//nirB//fabH//pdhR//livK//recG//atoC//glsA//glpC//uxuA//insI-2//mngB//purU//folX//yqcG//gltX//lgoT//cueO//tcyL//gcvP//
GO_0009206_9	yjiA//nmpC//oxc//trmH//exuT//yhjV//yahO//ygfI//adiA//matP//menF//ftsP//betI//ybhI//parC//hybA//purT//cmoA//intA//entS//ligB//glnK//malK//
GO_0009208_8	atpH//yqjI//
GO_0009209_9	uxaA//
GO_0009210_9	asd//
GO_0009211_8	yaiV//rhaM//bioB//
GO_0009212_9	ycfH//
GO_0009213_9	ssuC//slyA//
GO_0009215_8	glcD//rpsG//
GO_0009217_9	dnaJ//nrdD//
GO_0009218_7	adiA//rbsC//fdoG//dppF//yaaY//xylE//yceD//trmL//rpsO//evgS//aspA//pinR//
GO_0009219_7	ybhP//plsB//ybhA//argT//yciF//
GO_0009220_8	zapB//alsB//rbbA//ibsB//tbpA//hdeB//
GO_0009221_8	tag//nemR//mepA//aaeB//
GO_0009222_7	pheT//ynfL//fepG//hisM//ispG//yiaM//
GO_0009223_7	gph//glgP//
GO_0009224_9	opgD//cspA//
GO_0009225_5	pspG//elaA//envY//ycbX//csiR//ddpA//pgk//pdeH//nikC//ynaE//prpD//tdcG//trmJ//rsfS//gcl//
GO_0009226_6	waaH//eutK//bamC//rffC//csgA//fklB//yadC//yfaU//proW//tufB//phnK//arfB//puuA//
GO_0009228_7	entE//gsiB//rplO//alsA//atpD//uvrA//fadR//pcm//cycA//pepQ//
GO_0009229_6	pepT//dkgA//
GO_0009231_6	yiaL//pgm//ycbU//ygeV//ycbX//uidR//rfaQ//
GO_0009233_6	mgrB//hsdM//wcaC//yehX//rlmL//yjiM//yidC//waaF//trpB//xisE//
GO_0009234_7	hxpB//metQ//sufA//cvrA//lacZ//gcd//grpE//ycgB//dxr//thiI//
GO_0009235_5	ynbC//glsA2//trmB//gudX//gcvA//zntR//
GO_0009236_6	frlC//pitB//cysA//pdeF//rluC//secM//
GO_0009237_4	cmk//purD//tesB//zapD//yiaU//mdtQ//dgcE//gluQ//cho//
GO_0009238_5	radA//mukB//garP//dinJ//ybfA//ynfL//azoR//feoC//mglC//
GO_0009239_6	yhcF//mdtF//potI//yebK//shiA//yhaV//yheT//ycbX//
GO_0009240_6	yjbB//rpmB//sufB//ygeV//cheB//
GO_0009242_6	ybbY//yeaG//yhhZ//fruK//xylA//ackA//nrdH//hypA//pdxY//ugd//ycbB//
GO_0009243_7	uhpC//
GO_0009244_7	rfaE//hxpB//tatB//yjiQ//rutG//uxuA//adk//elaD//hybA//glk//rffC//tauD//ydeP//allR//cusR//fepE//csdA//rcnB//glnK//gspE//rnlA//cysC//ubiG//ybcL//thiD//purR//ftsY//hxpA//rpsR//
GO_0009245_6	zraR//ycgV//mepM//hipB//ydeP//viaA//tyrA//rlmA//lyxK//lspA//
GO_0009246_6	btuE//rpmH//yfeW//ydfH//hrpA//mreB//yidP//cydC//ybcC//
GO_0009247_6	arfA//ydjE//glsA//trpE//mreB//mobA//lysC//mazF//yehT//moeB//deoA//dacA//
GO_0009249_6	alsA//gsiB//queA//
GO_0009250_7	fliG//torR//lolA//yggF//rimM//feaR//lpxM//galF//cbtA//yfdC//malF//parE//cysZ//yidA//
GO_0009251_7	holE//yehB//ibsA//edd//rpoS//aroP//
GO_0009252_7	yhbQ//poxB//rlmH//dacA//rpsD//nanT//msrA//speA//mdlB//ydaN//yidR//tcyP//nirB//rseP//tadA//soxR//degQ//gpsA//uof//gatZ//rutB//sfmC//focA//mglB//csgF//xanP//ynfF//lipB//gstB//btuB//pstC//ydfG//nimR//ccmE//ybaK//sfmC//folD//pheA//hemL//
GO_0009253_8	yccS//atpD//mntS//ubiD//ftsY//lpxD//yeaV//livK//htpG//pspD//
GO_0009254_8	wecE//mltG//idnO//fadJ//nagE//yciH//ymgA//gspJ//flgI//glpT//
GO_0009256_7	ynhG//wecB//rihC//fsr//
GO_0009257_8	gppA//pepN//gltX//yfbR//
GO_0009259_6	exuR//perR//cspE//ubiJ//abgA//nuoF//sbcC//yfbR//speA//btuR//cyoD//glcE//dppF//yceK//argR//rpmC//ybhA//ilvC//ogt//mdoD//bcsQ//hybO//dgkA//arfB//fdrA//adiY//patA//yfdR//dmsB//pinE//ycjD//radA//nuoH//ygaH//yiaF//ybaO//yihQ//seqA//mdlA//gyrB//epd//zinT//dmsA//galM//mppA//solA//cusR//baeR//rnlA//sbcC//nrdG//rpmJ//ybhD//coaE//hybE//opgH//gabD//ydiK//bssS//atoC//dkgA//
GO_0009260_7	pepB//ydjL//brnQ//rpsS//yegD//ttdT//mdlA//intE//hns//preA//thiC//recO//ycdX//rplJ//apaH//tabA//nemA//dsbG//fetB//ymdB//thrC//yiaT//dam//ttdA//ycjP//tktA//agaR//yiaT//yjaA//ileS//ghxP//lptD//hypE//yfaV//mrdB//acrA//pta//waaS//yggE//mngB//yfeD//trpS//fhuC//garL//
GO_0009261_6	rpmF//glcC//aslB//ydjL//rlmG//smpB//
GO_0009262_5	lysR//gfcE//yjeH//copA//basS//ascG//pdeH//ldcC//rarA//rpmC//arfB//rpiR//mdtE//
GO_0009263_6	hemG//dcuB//pnuC//nagZ//mlaC//dgcN//groL//lplA//yhfK//
GO_0009264_6	nimT//dhaK//panF//hybF//sufS//
GO_0009265_7	gcd//sgbH//fruK//nemA//bcsQ//
GO_0009266_4	sodC//rnb//ybdN//rnc//rnr//yihX//trmI//bamD//upp//yojI//alsK//recX//gltK//clcB//malX//glcB//yiaA//ycjQ//yoeB//bfr//ybdR//ugpB//lldD//pgrR//glnQ//prmB//ascG//ligB//bglH//agaW//ybgQ//ttcA//dgoA//rbsK//recA//galT//yaiW//yfiF//rcsB//narK//ilvI//pppA//acrZ//metG//lit//dsbA//pfkB//lptF//oxc//ascG//entE//gsiC//alsB//psd//pepB//bdcR//pheT//degQ//mlaD//waaO//copA//cysE//mpaA//pykA//rluB//hemN//udp//ydiK//tynA//xisR//rutD//ppiC//rclR//phnM//murD//ygfA//ahr//rplE//xylG//creC//hycH//nimT//
GO_0009267_5	dnaB//pheP//yghB//glnA//casC//codA//lpxB//trpS//elfD//galM//tehB//rpsJ//mngR//yraJ//gatD//gpmM//relA//casE//rpiB//wrbA//guaB//prlC//ydiK//wzc//fliG//srlE//
GO_0009268_4	skp//ycjY//yiaU//dut//yeeO//fetA//rpmF//yhhZ//dcuR//holB//fadK//oxc//frmR//cmoB//nikC//envR//bglB//yfdS//xerC//rhaT//yahB//nrfD//cobC//glyS//yfdR//hemB//rbsD//
GO_0009271_4	pntB//opgE//yihV//
GO_0009273_5	dinQ//ybdR//thrC//ubiF//phoA//hofC//mhpA//ppc//livK//satP//
GO_0009290_6	ptrA//argA//
GO_0009292_4	dusC//psuG//
GO_0009294_5	glpB//rapA//
GO_0009297_6	rcdA//sdhB//rsmJ//gnd//cspE//aroG//dnaX//luxS//mdtF//hupB//dcuB//oppB//frwC//tyrS//
GO_0009298_7	sdhA//ydhQ//msrQ//
GO_0009305_7	mdtP//
GO_0009306_4	idi//dmsB//fliD//solA//yraI//ilvH//acpT//
GO_0009308_5	zur//yagU//yidL//yebG//yiaF//arcA//pdxH//yfbS//appC//yeiE//rplQ//prmA//yqgB//ascF//sspB//xisE//kdgK//sgcB//yrdA//agaR//ybdG//nudC//ypdI//fadI//ilvL//cysS//rhaS//
GO_0009309_6	gudX//gshB//rnb//fetA//mntR//iap//fhlA//ettA//kdgT//betA//mtn//yfbR//ravA//narK//
GO_0009310_6	rfbX//ybaT//ruvC//dcuB//cpxA//iap//baeS//ftnA//yqjH//argE//grxD//insI1//mngB//
GO_0009311_5	gutM//gppA//ftsL//hdeD//shoB//fecB//feaR//rng//pheA//tusE//ymjB//ftsI//phnH//glvB//yciG//rhoL//priB//thiG//secE//pheT//selB//bglA//insI4//ydhK//mqsA//cpxA//ydjM//holC//cheZ//dgcN//yhjC//hisF//ilvB//paaH//murP//yjjQ//rlmG//fre//ribB//aidB//iraM//mlc//kdpE//fadA//pgpB//cof//aes//relE//xapB//cmk//yhaV//pgpC//flhE//
GO_0009312_6	tyrR//ppsR//gph//thyA//potB//yjiQ//cobS//eno//yfbS//cyoB//gcvP//tusB//bluF//dacA//ymgF//bssR//ybdZ//yeaE//ybjI//spoT//setA//fixC//yiaL//tatE//trkA//recC//mepA//xylR//hypF//tktB//rfaQ//recT//tldD//mrcB//yejE//puuR//sodB//rpsD//fimF//elfD//narH//ddpA//
GO_0009313_6	map//btuR//waaU//fadR//mhpC//yciV//sixA//yddM//fdhE//ygfX//
GO_0009314_4	prpB//xylE//mhpC//thiQ//rhoL//yjhP//lapA//gsiA//artI//speF//garD//amiA//mocA//cysQ//treA//yhjD//tauD//hokE//ytfQ//wcaB//ampE//yfbU//flgM//yfbS//waaP//queC//yjfP//yagE//mppA//nagK//gnsB//ychF//lolA//pliG//mqsR//hlyE//chpB//uup//pheM//ybdN//rmuC//feaB//ffh//thiC//bssR//gnsB//gcvH//emrB//moaB//uhpT//grpE//yjhG//rfaH//nlpE//lysR//yehA//rpsD//gabD//mdfA//dcuR//sixA//mdtA//phnH//phnP//gabD//yihV//pcnB//treR//casB//tcyN//uxaB//rnr//trmL//gabD//mglC//gltB//chbG//yhfK//osmF//phnK//birA//mutM//yhhZ//lpxP//rpsM//nusA//rlmG//sohB//cptB//melB//parE//ftsZ//
GO_0009372_5	csgB//secF//afuB//
GO_0009394_6	ompA//sufE//trg//dgoK//lysA//bglA//uspG//
GO_0009395_6	adk//
GO_0009396_6	mngA//ubiX//purB//torY//gspJ//mutS//cdsA//yraH//iap//metG//agp//
GO_0009397_6	hemE//ybhF//
GO_0009398_7	panD//
GO_0009401_7	xylG//narH//yegS//lptG//lspA//rbsB//ybeY//preA//insH-5//eptA//kdpE//pabC//glgA//plsX//glcC//cusB//pflA//slyA//nagZ//fliK//citE//uacT//yraN//gatB//dhaL//torZ//yjjV//trmI//kdgK//ycdX//hha//trxA//artM//cbrA//paoC//yahI//rhtC//cyoA//acrA//frwB//rfaG//selD//srlR//yebG//trkG//nanE//ybcL//ubiH//btuC//yheT//selD//rpsJ//
GO_0009403_5	nikE//
GO_0009404_4	rbbA//pgaC//yaaA//dnaB//ydhC//btuR//nrfA//insA-2//yqjA//mqsA//ypdB//nudC//ftnA//yedF//sutR//rplJ//ssuD//nrdE//gyrB//
GO_0009405_4	cdaR//spy//ulaB//
GO_0009407_3	yjiX//gpmM//ruvA//ydeE//csdA//tyrA//holC//nfi//fdhD//yhcD//speA//metN//ygbI//glmS//ihfB//mog//
GO_0009408_4	fruB//putA//frdD//sapD//hicB//kduD//ybdR//relA//hcaF//codB//ydeP//btuR//yqhD//yqiH//glnQ//ppiA//rnc//adiC//dppA//gmd//rplW//ycdY//ygjR//yeeL//dcuD//pyrH//rfbD//ydeO//yfcF//flgG//higA//setB//zupT//sgbE//ybhF//hxpB//yagJ//ykgF//nagD//gshA//mliC//yjjI//rpmF//glnE//fliD//asnS//ubiB//ybiO//yejE//smpB//idi//tdcR//rcsF//htpX//pgaD//fis//nikC//manX//hprR//flgI//
GO_0009409_4	lsrD//ycaO//aroE//parC//xisE//opgE//hpt//ycjW//secB//gsiA//rplJ//glvC//tcyN//yiaT//ybhF//sad//sdhA//glgS//
GO_0009410_4	uraA//
GO_0009411_6	nikR//mdtO//glrK//torD//upp//cyoE//cadB//thrL//rpsL//mcbA//iclR//rpmH//sutR//dmsA//csdA//yraJ//
GO_0009415_4	yfcR//
GO_0009416_5	fimF//tig//cnu//miaB//yqcC//fucI//hypT//putP//rpsI//rbsR//dgcZ//ygcO//hdeB//yfcQ//cdgI//dgcJ//ggt//mdtC//nlpD//
GO_0009423_8	yjiM//yqcC//yfdR//cspI//
GO_0009432_5	mrdA//hcaD//allS//rutD//ybbY//yfdG//cadA//eamB//deoC//pgaB//pgaB//epd//purT//apaH//recE//dedD//cbrA//hflK//yhjA//panE//trmI//rep//
GO_0009435_9	sugE//gdhA//yqhC//mltG//acs//manX//fmt//yafQ//rcdA//
GO_0009436_6	ybiO//asmA//ligA//ydiO//
GO_0009437_5	fdhE//yebQ//ftsB//csdE//panB//sapB//panB//
GO_0009438_5	hcaR//adeP//gntP//iscU//apaH//ldrB//mrdB//acnA//rpiA//hflX//melR//ydaV//trmD//ychH//rssA//iap//dnaX//queE//basS//exoX//ascF//csiD//ygiV//yhjB//bamE//manA//kduI//dcm//dxr//murR//
GO_0009439_5	pinQ//csrD//crp//
GO_0009440_6	entE//lpxP//gudD//
GO_0009441_5	gppA//purA//ftsL//hofP//phnH//
GO_0009442_7	rpsL//guaA//kgtP//insH-5//sufA//
GO_0009443_5	fimF//ybfA//cvpA//
GO_0009445_5	lptD//ftsP//sthA//nhaA//rpsR//patZ//ydaN//folP//rsgA//nanT//
GO_0009446_6	murD//sufE//
GO_0009447_6	dhaR//yfiE//efeO//ydgA//spoT//eutK//poxB//rplT//
GO_0009448_5	yaiP//ybjC//yfaX//chbR//
GO_0009450_6	speA//gabD//srlD//potG//
GO_0009451_6	aroL//glpK//ybhD//eutD//bcsQ//alsE//sgcR//pgaD//valS//otsB//scpC//hypC//ybgI//yjhI//lpp//appC//mrp//gadC//flhE//tatD//lacZ//nuoH//gutM//trpE//ompA//speC//ydjJ//lrp//cysN//iraD//bepA//sdaC//ydhC//glpF//yicJ//ackA//tdcF//yfgJ//atpF//ynfE//xanQ//dcd//ydaV//dcuC//zntA//qseC//mltG//aroF//rstB//citG//dedD//cpxA//rpmB//mdaB//yraJ//eco//garL//ybeF//cobU//tpx//valS//rimM//spy//yijE//ubiF//yhaV//fpr//waaQ//fepE//dhaM//ycjW//yddL//napA//rpsT//clsB//relB//modA//hrpA//yajD//bluF//recJ//entC//fliK//
GO_0009453_4	cynS//
GO_0009454_5	cyoC//
GO_0009593_4	gloA//hpf//
GO_0009597_5	ydiF//
GO_0009605_3	sdhC//murG//ompC//folC//rapA//sfmA//gntK//yhhZ//thrS//hpf//yahO//yejE//intS//waaH//mutH//yafE//yabI//rplP//ihfA//yciH//purT//rpmG//mscL//frdD//artM//thrS//recD//glnK//sixA//yihL//garK//rfaD//recQ//ispU//hprR//nirD//fsr//yebZ//yphD//vsr//ycfH//alkB//prmB//iraD//rplQ//clsC//ung//nanA//yraH//dppD//yfgJ//cobB//ydjH//yjcE//murD//nrdH//fhuC//yjhH//dicC//yghB//fliM//uhpC//hdhA//queF//secF//fre//rnc//shiA//bioC//phoR//rutF//recQ//cirA//frwB//yfeW//purL//ibsA//
GO_0009607_3	hexR//ampH//purF//rhtB//yqjA//ahpC//yihP//alaC//lapB//gmhB//ybeQ//yjjU//rpsB//tauC//
GO_0009615_4	lolA//tehA//rfaD//ydjH//yfdR//cmtB//yddG//comR//ubiI//tdk//apaH//yjjW//pgaC//potI//
