#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xthA//rfbC//ygiN//hyfA//
GO_0008616_8	gatB//rhaB//ydaN//ycdY//xapR//metB//ugpB//
GO_0008617_9	cycA//
GO_0008643_6	waaQ//dsdX//cusC//yiaJ//hxpA//fdoH//recT//crp//arnA//nrfC//argD//nirB//ypdF//ppk//proX//glrK//rne//kdgT//rsmI//hypA//elfA//rpiB//rutB//tolB//yhbO//waaU//rffC//nei//yddG//metI//aaeR//yjjG//lptD//speA//dinQ//rutC//rodZ//bioD2//mlaC//yohC//murR//pinR//degS//fdoG//folA//cysZ//nadC//pepA//yciH//yacG//uidC//dnaT//yibT//nagB//recD//ybjL//rzoD//ycaN//rplN//nusG//parC//pbpG//glgB//katG//yijO//metH//frwB//dcuR//folM//lpoB//recB//pth//ychH//astB//ulaD//murE//kup//narV//yihX//ygbL//ybhJ//trpD//ydiK//melA//tsaE//recC//yihS//tusD//bepA//napF//yfdG//yacG//dcuB//aaeR//dmsB//ompF//amiA//dmlA//otsB//acrA//yfaL//norV//bioD//yebQ//mppA//sfmF//rlmH//bssS//csdE//uidR//msrQ//mtgA//mutH//glcE//
GO_0008645_8	ycjP//yiaJ//mdh//mdtO//insE-1//yhdZ//tynA//uvrA//nfi//nuoF//uspC//lamB//ynfL//nanR//flhE//msrP//agaS//yfaU//moaC//hflD//lipA//lptC//gmk//ubiA//
GO_0008652_5	ycjP//mutS//lolD//rclA//tnaC//yeaD//ade//waaY//lasT//yggT//pmbA//lexA//tmcA//gspF//trmJ//yjjI//uxuA//napC//evgA//ribB//cyoD//lsrR//rsmG//fliA//guaC//rmuC//ompA//rtcB//deoR//mscK//mrcA//yihW//nikB//kdsD//flhD//ychO//ybfA//rbbA//yaiV//tadA//ftsA//rsmD//yqaE//nrdF//yahF//glcC//narJ//hrpA//yahK//mdtP//hemE//lspA//yiaU//tgt//trkG//galM//yjaZ//atpC//dcd//dhaM//treB//ydcR//pyrG//glpT//ybaE//rseC//rpsN//gspF//trmD//pphA//gcvH//kch//ydhJ//frdC//torR//metB//ligB//rayT//mrp//mutS//yciH//ihfA//purT//metB//yfiE//hscB//atoC//arsB//nupG//yiaL//yghB//glcE//sdaC//pheT//xylE//yjbE//lgoR//pbpC//ybdM//ulaF//pnp//abgR//uspB//yjiY//recD//prs//lacI//mscK//cysS//sfmH//dtd//hisI//atpD//orn//
GO_0008653_5	hupB//waaZ//thrB//murA//ibsB//thiM//sfmC//glmU//rutE//panB//rbbA//phr//insI1//
GO_0008654_5	ygiV//dpiA//pgpA//gltK//sapB//ada//insE-1//caiD//yfeO//fhuF//yciK//dinG//mgrB//nrdB//fdnG//ybiX//sodA//rpsS//gltD//yhcD//aaeR//fetB//priB//bcp//nuoL//map//yihR//sfmF//ccmC//ppk//dkgA//nagC//ynhF//frwB//yghW//
GO_0008655_5	cysM//dsdX//apaH//exuR//ygeR//nuoN//mocA//
GO_0009050_6	gnd//ybgP//
GO_0009052_6	yedP//napB//pheP//pabB//ydeM//dld//chbC//
GO_0009056_3	yjiM//hisH//ptsG//prpD//potH//rbn//pepA//menF//dmsB//nuoG//ynfF//murR//solA//ybaK//livG//upp//uxuA//dsbC//adiC//ydcT//asnC//nac//ytfQ//gltB//ycbV//malY//asr//galU//mrdB//yebC//xanP//ybcJ//ais//mdfA//oppB//secM//nikR//plsB//rmf//uhpT//dctA//yieL//ytfE//solA//pgi//putP//gadX//gsiA//ybiJ//fimH//mepH//pflB//queF//grpE//rhtA//serC//mutY//glvB//rutR//ydeP//ydcO//rlpA//ldrD//dxs//yqjI//xylR//acs//ftsE//intE//argB//nagA//asnC//sfsB//rlmG//yidK//mutS//gudP//cfa//thiG//phr//ybhS//atpD//ibpB//fucA//ydiB//ushA//glnP//corA//cbl//frdD//arcA//metH//arfA//yabI//mcbR//hslR//ycbU//rnb//tilS//cheW//prkB//recF//aidB//ribB//preA//nagK//mnmG//ilvH//nsrR//yidE//rtcB//coaD//dtpA//deoD//acrE//mcrB//ibsE//suhB//ycgV//cpdB//manA//yihV//yjjQ//amtB//ybgI//elyC//mdlB//yqcG//ubiF//ydeT//waaQ//gmk//yjbF//dpiB//aes//cspD//folD//yjcE//rfaE//dauA//uraA//rfaG//recJ//ycfL//ftsE//yidR//hybO//rhmD//ynfF//lsrR//rhsD//acrF//yidA//ycbX//trxC//sohB//shoB//rfaF//ybjX//ridA//adiA//tsf//alsB//yqcC//yidQ//gpsA//dmlR//diaA//fdnH//rlmJ//purD//fliA//nrdR//rplL//yneL//arnF//sbcC//tatC//tdcC//murP//yghB//narH//uspB//rffC//tauD//yfcA//rutC//gyrB//topAI//xylG//dnaG//ispU//tilS//nemR//modA//bssR//yfbU//ybhG//rimL//uraA//ruvB//cbeA//dgcJ//yjhB//dnaG//moeA//grxD//tdcR//baeR//mdtC//mltF//ydbD//yceO//avtA//torY//hofM//rhaT//ycfH//ftsQ//cobU//ybaO//paaC//pgaA//bglJ//tomB//aceF//hpt//dppC//citC//dcuD//yjiA//tisB//metB//yneE//fes//ansA//yehY//glpA//yidR//rplK//rfaQ//rsuA//amiD//iscS//spy//mtr//waaC//agaI//djlC//ychO//glnB//opgE//argF//flgM//yjcE//nepI//ugpA//yehT//rseB//napD//yhdH//avtA//cusR//lysC//emrB//iscA//gmd//thrS//oppB//trpGD//rpsA//garK//tktA//gcvH//yeaG//mgtA//mraZ//proA//allS//yneL//ybdH//recJ//recA//sugE//gatZ//yraJ//gpsA//nadB//osmY//rlmN//rsmD//arnT//argG//msrQ//nupX//serC//gph//hisI//envC//nanT//selD//yibA//wzc//fliL//pbpC//yjjB//nac//flgB//glyS//deoA//abgA//ygfI//yhcD//minE//aceK//glnS//purF//gatZ//spoT//yfcF//yidC//napB//creB//yhfK//fetB//dgcQ//yiaB//potH//fabG//rplR//paaG//tcyL//kduI//srlA//fkpA//galP//metK//arnB//entD//ycjP//hmp//sgcE//ytfQ//yiaM//gspE//uvrY//mtlR//trpB//sfmD//paaF//rfaQ//cusF//yegS//rffH//seqA//cpxP//dinD//yejB//ddlA//polB//ghrB//afuC//gabP//endA//fabZ//sspB//accC//lysO//csdA//fdoH//dgkA//potD//dmlR//gadW//ycaO//bioH//glpF//patA//rihC//hrsA//puuP//ftsB//yejA//deoA//dnaB//sdhA//malS//bglJ//ybdM//wecB//frmA//ygeA//chbB//yebG//tolB//rplL//yaaU//yiaJ//rpsG//ribB//ispU//gadA//focB//cysK//phoR//araG//xdhB//mdtF//insI-1//hslV//ispA//livJ//malQ//cpdA//ypdF//rhaA//
GO_0009057_5	pppA//dcuB//tauC//rhmR//yfaX//wcaB//patD//ycjY//pheA//nfuA//ssb//modA//ada//mrp//fre//ribA//potF//deoD//dppF//ygfZ//cadA//yciA//yaaA//rclA//yghW//rlmF//ydfH//rplR//nuoM//ispB//ydjK//mtlA//tsaE//rspB//ybcC//selA//basS//thrA//paaC//pgsA//tmcA//pgaB//cusF//gmk//mhpR//tamA//potI//maa//sxy//ycdX//recT//satP//treC//rimM//
GO_0009058_3	hcaF//ribE//emrK//skp//mazG//yfhH//yecS//agaD//mdtF//uvrB//elfA//cmtB//ymfA//ybaM//ygeX//ybhD//gutQ//puuB//mntH//intS//speB//rhaB//dgcM//pbpG//yajL//ftnA//cysI//pdeL//pspG//oppA//perR//tcyJ//cdgI//entC//rpsN//nirC//yqaA//dsbD//ykgA//iaaA//dbpA//fhuD//yahF//murJ//aer//ybjD//yfjV//lpxC//hokE//lysR//kdgK//cutC//xseB//alsC//intE//sppA//livM//mnmC//tyrS//ghxQ//narY//fixA//prpR//yejB//macB//sufE//ybdZ//dicA//bisC//xapB//uxuB//yihO//spy//ydcI//ytfP//hisA//ydfK//pspA//mqsR//yoaA//recO//dsbA//etp//phoE//sdhE//ycjY//rutD//glnA//pcnB//asd//nrdH//yedX//rihB//minE//ilvL//rsmA//yagI//selU//mazG//opgE//yjbF//xylA//ydhQ//infB//hsdM//ygcO//pgsA//ulaR//otsA//dnaX//dcyD//glpD//mnmC//ccmF//ackA//kbp//mnmG//thiE//exoX//hslJ//sgcC//tsgA//yqgB//recB//rimK//rplB//nusG//sanA//yhjX//scpB//nlpD//recG//hyfA//mdlB//pta//fadJ//sgrT//glxR//abgA//cyoC//cbeA//mutH//dinJ//cydC//hofN//aroH//sgbH//cysM//bioD//cpsB//ydeI//ftsQ//tynA//msrQ//rplY//nagK//soxR//ptsG//trxA//paaJ//patZ//crfC//nrfC//rnr//selD//yagG//bdcR//cra//hiuH//malG//mgtA//phnO//ispG//rsmA//oppF//folA//cvpA//mntH//rplY//emrY//ada//sfmD//argB//iap//nadK//sppA//cysK//galU//yaaJ//phoU//fnr//rutC//curA//valS//yggT//mrcB//crcB//nlpD//rclC//tatB//glvC//truC//nupX//nrdH//glnD//yfcQ//ybhA//aas//pspF//hypA//ilvB//ykfM//yfbR//ftsQ//argO//fucP//mepS//ade//dmlR//yjaZ//cydC//ndk//ydaN//fdx//yjtD//lapA//gltK//dinB//xylF//mgsA//psuT//hicB//proS//galT//nikB//yiiD//tufB//sdaA//rlmA//kdsA//rodZ//maeA//ybjG//pdhR//yfiR//purU//pgpA//aslB//yhhY//mntH//ynaI//parC//actP//hypE//fadD//cpsG//dam//codA//aidB//tolC//sbmA//cpsB//nadB//ansA//hslV//rcsB//csrD//uspF//chbR//yidH//lysU//selU//asmA//sgcE//yahD//iscS//csrA//pphA//rimP//yphF//scpC//yfiC//metI//mlaE//ybdM//mlaE//tisB//fdnH//yhaC//uxuA//ggt//yiiM//eutD//yfeW//lptB//secG//luxS//phnK//yddM//flhC//pstA//diaA//citX//xdhB//fdhF//phnP//ybhG//dgcZ//ydcZ//ftsI//pstB//yjbB//aroC//bglX//gltB//yihL//insB-2//iscX//holE//fadA//yceD//deoA//umpH//zitB//alsE//oppD//ddpA//yjhP//mlaF//dgkA//ptsI//tilS//motA//rcdA//sfmA//psuT//yohC//hpf//bcsA//fabB//potE//sdiA//ssb//fmt//eamA//mdtM//msrQ//cobS//rzpR//proV//yjfF//yneL//sfmD//prmC//ypdA//eamA//rfaD//lacI//citG//sohB//pppA//csgD//yiaO//cedA//panB//betI//surA//argE//yraH//folA//cdsA//yeeJ//kdgK//dinJ//opgC//dcuD//queE//mdtB//pdeK//lgoD//curA//ribB//sdiA//yedA//idi//proC//mdtL//creB//secE//cra//yedP//ybiH//deoC//yggF//yqiJ//lpxL//cmoA//mutS//ybhG//wecE//gpmA//cynX//tldD//gsiD//rep//afuB//pgk//bcp//leuA//sdaA//betB//ymgC//uxaB//hybA//hisD//gpt//ynfE//flgD//kdgK//rseP//yahN//dsbD//ymfA//rluC//mhpB//arsC//waaF//maoP//cadB//corA//rpoH//yggW//ydhQ//clcB//ssuE//citC//rbsD//grcA//aroK//ilvM//patD//rffM//rplJ//hupB//ybhJ//ydcI//hicA//tnaA//tus//slyA//ygcW//chbG//gutM//sfsB//pcm//plsX//gadC//cmtA//ogt//sugE//hslR//elyC//mgrB//yhgF//paaH//nsrR//guaA//ybjX//cpoB//argH//rlmA//ssuA//argT//dinI//xisR//yhjV//epmA//mrdB//menD//waaY//yfjV//murP//ydiO//fliS//zapD//yaaU//frwD//yajO//aceB//eptB//ygfZ//mutL//gadC//mug//yqhC//intQ//arcC//glpD//lpxB//ybaM//hyfA//hybE//mdtG//metG//cobT//mcrB//csrD//glgX//tus//cheA//thrB//fumB//mtr//ycbU//ghxP//greB//narZ//uhpB//yciE//tyrB//yqgF//insI-1//araA//rimP//ompT//elaD//basS//aaeR//dapD//torI//pgm//aroC//secE//yqaA//corA//minE//artP//umpG//aroD//speD//entH//cysE//fliG//rlmI//ybhJ//nrfC//deoR//sthA//hscB//ulaB//recT//mdlA//yfbR//rutA//flgG//gabD//cheA//chbA//yqiJ//cysS//trmA//ptsH//rrrD//metB//malP//rdgB//malI//ilvL//envC//holA//metB//bglX//yiiE//ung//essD//ynfK//sapA//rnb//plsX//flgG//agaC//yagG//lptE//acnA//ybiV//fmt//uxuA//csrD//ddpX//feaR//holA//ychH//gpp//gadC//nirC//xthA//lsrK//sgcA//secY//yggW//serB//envZ//yihI//mglC//ycdY//ygeA//ribE//treA//crl//mdtN//yfcU//pdxB//ybhI//yadN//yfhH//gcvR//cydC//qseB//fdhF//abpA//ampD//acnA//hcaT//cheB//sgcB//wbbK//yccS//rhtB//truB//hdeA//sucD//gloB//fecC//casD//yobA//ydiQ//murE//pinQ//bioD1//yhfK//sbmC//panE//yfiR//glgP//agaS//yraH//lipB//tatC//waaY//era//recN//ftsL//cysI//ibpA//nanT//yabI//bglB//aspS//iraP//mobA//srlA//hexR//amiC//cyoD//allC//yjhG//argP//shiA//cysQ//yafN//greA//yihI//rpmG//kdsC//uhpC//nrdG//gph//hisF//nanT//lgoR//ycfJ//yeeY//frwC//yraH//zraS//gspF//hypB//yifB//ssuB//rplY//poxB//queF//yeiG//appB//ompG//cheR//chbB//flhA//yqeF//trxC//ykgO//ycdY//ybaE//rmuC//gadB//ycaN//lsrC//fecA//ldtA//deoR//ydaV//yjtD//panD//rluD//nac//fnr//potH//ulaD//ptrA//fimZ//ykgA//srlB//plaP//moeB//glyS//fliK//ycbX//nuoG//glcC//entE//purR//ydcO//paaZ//csiD//glsA2//acrD//yciT//cysN//ybaQ//flgG//yieE//arfB//rpsB//accD//fucI//yafE//rho//pdeR//greA//atpD//pdxY//menI//yeaK//sbcB//mreC//truD//ascB//yjiY//mgrB//yehA//yggX//tolB//trpD//lptC//ubiJ//prmB//dsbD//
GO_0009059_5	yegV//acs//galS//yfeX//waaY//dgoT//gnsB//trpC//uvrC//rarA//yjfP//aroD//torI//cheA//amiA//chbF//bamA//adeP//fnr//speG//yggX//rpe//glrK//ftsY//iscR//guaC//frdD//yqiI//rplD//ydhC//eutB//yihT//pepB//acrF//rpnD//manA//lplA//purA//narK//ydfD//atpH//yafC//yfdC//xylH//fimE//rpsN//galT//purN//adeP//yggD//ydiP//rzoR//rlmD//argK//cadB//dmlR//panB//ebgR//recX//sapA//polA//tehA//glmS//fdnG//secY//arsC//pfkB//solA//ulaD//yihX//rplC//putP//dnaQ//rsmC//ftp//purD//ansB//nrdE//gspI//feoA//cheY//ubiH//tdcA//sgcB//cpdA//glnQ//fhuB//aslB//ydcI//pgrR//rimJ//yjcS//dauA//pstB//hyfF//mntP//yahD//lsrA//ihfB//maa//otsB//blc//dhaR//waaG//dacB//yihI//fliK//grxD//abgR//sulA//asr//idi//ynhF//gutM//leuO//yidD//glsB//lacZ//fkpA//gudX//hybA//dusC//etk//hemB//manX//livM//rbbA//pgrR//yjeI//ycgV//leuS//nepI//wecA//paaG//rsmH//caiF//argS//acrZ//abgT//yraK//recJ//fhuD//dsbC//mlaD//cysU//cspC//cedA//msbA//yiaU//tmcA//speA//ynaE//fumA//rhlE//waaL//rodZ//hyaB//araD//lysC//sgcR//fepD//tdcD//ttcA//fepE//rsuA//sutR//sapC//sppA//frdB//hldE//agaS//appB//ydcR//aroF//arsB//entE//yoaA//yejB//gloB//fliG//aaeR//eptA//uxuR//rnhB//blc//ybaM//pdxK//hycA//bdcR//fhuF//ftsX//hemE//ycaO//rspB//argR//recG//cysQ//trpD//hemA//minE//dtpA//yghB//ydiK//mutS//cof//ibsE//yahF//gldA//ogrK//mazF//kefF//insI-2//puuB//dicB//rho//rfaH//mipA//hemN//ugpC//ynaI//dgoR//lgoD//rbsK//nlpA//nanR//insA-1//argA//insI3//btuR//higA//ribC//rfaC//dosP//ynjA//gmd//mtlR//purC//intS//yecS//proP//narG//fepA//ybjC//htpG//xisR//cra//apt//rhlE//bcp//ydeO//holD//moaA//ydeO//qseC//chbG//rayT//frmR//fadD//tusB//nanT//secG//topA//gcd//dgoR//clsC//glnS//gatY//cysU//emrB//yebS//nei//rfaC//pepA//ygcO//ada//yeaD//mrcA//cstA//murF//btuB//rraB//valS//recE//rplM//hdfR//phnN//gsiD//ubiC//cdaR//ydeI//fepE//narK//idnK//umpH//ptrA//gmk//pepD//queE//iscX//hflX//insI-1//srlD//ymgA//purU//yheT//phoR//modB//fliK//epmA//ybiH//menF//allD//ycbX//proQ//lpxL//insI3//iclR//
GO_0009060_6	ptsN//miaA//yadV//bamD//ldtE//intQ//fabG//ilvE//paaZ//nemR//fliL//ldtC//ftsY//yfcA//zraS//mngR//glnL//rplE//mepM//uxuB//metH//dicC//gshB//araC//trpD//coaA//
GO_0009061_6	rsmF//sspA//agaS//mdtL//creB//rpiR//rcsC//edd//yraK//ymfK//torD//uhpT//secB//bcp//fimB//nadD//yqaB//ccmF//yccX//cusA//elaA//deoA//recA//creB//bhsA//yegV//nlpA//lipA//atpB//ybiA//cysN//ulaA//zur//xylA//pntB//cbrC//era//ycbV//macB//mocA//mreC//ddpX//xylE//bdm//trmA//ygaZ//prpD//cspB//murR//cobT//seqA//tehB//hycI//ymgF//lhr//
GO_0009062_6	frc//cbrA//ratA//lexA//pcm//dmlA//puuA//yagE//ypdF//sdhC//msbA//ptsP//tsaD//yehB//uhpB//tmcA//ybiJ//surA//agp//marA//alpA//
GO_0009063_5	ppsR//yciF//yqcC//yqjH//tyrS//frvA//cydB//pfkA//puuD//otsA//ascG//yfdR//trpA//dnaB//mlaF//rplE//rimO//yjjQ//hokB//ruvC//atpC//ycdY//speG//ycjD//ftsX//rfaH//yhaC//rarA//bcsQ//nirC//narV//msrC//galT//cysK//pepQ//yehA//argS//cyoB//nirD//srlR//degQ//gpt//gatD//trpA//otsA//tolA//rpoE//mazF//rpiR//tolR//ybhI//dfp//prfC//intS//ycjQ//
GO_0009064_6	tcyJ//ydjM//dhaR//sthA//macA//yhbX//paaA//hybA//brnQ//nagE//yfeO//ydcZ//hlyE//ralR//mpaA//dgcF//alaC//dgcM//rzpR//radD//ydeE//dapD//opgG//lpd//adeD//raiA//priB//panD//ykgM//yhfK//yejA//rplX//caiF//livM//napD//sgbE//yoeE//mepA//rimI//flgJ//ycfS//tag//agaV//aaeB//fdhE//ppc//
GO_0009065_7	insI1//yqjA//ycjR//adhP//tyrS//aldB//fliG//insA-2//feoC//otsB//hflC//yphC//rsmB//ddlB//mtlD//pdeH//pgpC//nuoB//
GO_0009066_6	mutM//ybeQ//yihT//rpmE//moeA//pagP//speC//nusG//rfaQ//puuD//lpxH//cpxR//fadB//ycgB//dgcF//ispH//hchA//ompR//ulaA//rzoR//torR//crl//ykgA//tehA//yafN//cutA//nuoF//yeiE//rihA//glnL//nmpC//bglJ//yhjB//ycjR//gltL//yhcH//yegD//blr//cspA//ansB//cysB//cheA//ynaE//kdgR//mhpD//gloB//dinI//chbB//
GO_0009067_7	pepA//tldD//metK//hisQ//fadJ//ppc//rclC//rluD//glnD//sbcB//yieH//xisE//ybiI//mnaT//tolA//nrdB//lsrB//ydcP//yddA//rplD//rhtB//citT//icd//bolA//hokB//hisB//
GO_0009068_7	yheT//mdtB//flhE//yihU//ygbN//ompF//yqaA//cyoC//hybC//yehU//nikA//nusG//ppx//
GO_0009069_6	ribF//uvrD//atoC//acs//tomB//mreD//dtpB//agp//frc//tdcG//ppx//yiiD//elfA//mliC//osmC//yjcS//cdsA//rzoD//wzb//melA//ydjJ//alaC//rimO//pbpC//bglB//atoC//gldA//nrdB//aer//rho//rffT//yjjI//rhtA//ygeW//bisC//dapA//
GO_0009070_7	lolC//ybiY//uspF//cobC//phnC//pyrL//waaY//yhbS//ybaE//hsdR//yjgX//amtB//ydjH//cysH//hdhA//hypA//wecA//dnaT//dps//pcm//
GO_0009071_7	kdpB//rfaF//nrdA//ydeM//glmU//nemR//amiC//ydiZ//qseC//ycdX//yhcN//hcaR//atoB//gltP//
GO_0009072_5	btuB//argI//bcr//sxy//glgX//ytfQ//fetA//clsA//glrK//mepA//tdcD//brnQ//yahB//yciV//fnr//xylG//nrdF//feaB//yahI//yfcP//yjhP//kbaZ//ybgP//tdcG//
GO_0009073_6	guaD//hiuH//tamA//dosP//ansA//hisD//pbpG//hybD//ymjB//hemD//djlC//gltI//ftsW//surA//ndk//lplA//hslO//yghB//yjiQ//kdpA//rluE//
GO_0009074_6	ydeP//deoR//pnuC//
GO_0009078_6	acnB//mscM//uspE//zapE//asnB//dacD//trmA//
GO_0009079_7	ppk//nlpA//citX//hyaA//
GO_0009080_7	artI//rpe//yddM//
GO_0009081_5	rpsA//kefC//elbB//sxy//cdh//dicC//btuE//ubiD//mmuP//betT//bamD//mdoD//argP//fadD//mntS//aroH//pabC//lysR//yiaF//ung//ihfB//rluB//
GO_0009082_6	dtpB//acs//malG//narJ//frdA//rimO//hypD//bhsA//aceB//malF//relE//fryC//sgcR//smpB//tsaE//valS//fimZ//kgtP//
GO_0009084_7	hipB//rhsD//crr//ribE//higA//glxK//gmhB//rnlB//insF-1//zur//insI-2//dcuS//yihL//shiA//ydeI//fur//lolE//uvrB//livJ//yfaE//pyrH//yiaM//ybaM//yaaY//gadW//
GO_0009085_8	glcA//cbpM//oppB//mnmC//amiA//hybG//argE//garD//pdeL//glnS//yehT//ftsH//
GO_0009086_7	csgF//opgB//dusB//menF//trkG//murI//norR//ftsA//yafS//
GO_0009088_8	cvrA//tamA//
GO_0009089_6	pgsA//yihI//hypA//mppA//rspB//ralR//csdA//ftsE//narK//
GO_0009090_8	prfC//yfaL//modC//yfcS//
GO_0009092_7	fliT//ydcR//deoB//ffh//hupA//yegD//
GO_0009093_7	hscA//ycjQ//cptB//dgkA//phoU//
GO_0009094_6	frlB//smrA//cutA//ftsX//
GO_0009095_7	mntH//ygeR//tyrA//uhpT//
GO_0009097_7	cusB//slt//csgF//mmuM//cheW//narU//fepB//
GO_0009098_7	ybdR//htpX//hisM//folP//adeD//smpB//ibsB//
GO_0009099_7	sad//ybhF//xylA//cstA//cspA//dgoD//yfiE//rlpA//allS//csdA//
GO_0009100_5	ybaM//ribB//narU//glnP//ydaC//
GO_0009101_6	lyxK//
GO_0009102_6	allC//ynfH//potG//osmF//pgk//agaV//atpC//yieL//thiG//mioC//yjiR//galF//paaX//
GO_0009103_6	crfC//oxc//ccmH//lldD//yehA//yjiX//skp//malI//fadJ//ytfT//asr//
GO_0009106_5	qseC//eamA//
GO_0009107_6	rbsB//shiA//
GO_0009108_6	kgtP//crcB//ydbD//phnL//ispU//cheY//mak//rhaM//sgcX//murG//lptE//mqsA//cysS//bioD2//ybhR//leuO//ydjL//lpxH//dmsA//xylH//yqaE//gatY//yeaD//pgpB//narU//hcaD//ansB//manY//truB//manX//rcnB//ampD//fimA//mak//galF//rimJ//rnc//pdxY//fruB//yidH//kdsD//rpsG//grxD//lacZ//recQ//cpsG//pabB//rplF//ubiJ//ldrB//sbp//sufD//pntB//yghW//rnc//ydjK//wzzE//msrP//mglA//ppiC//ribC//sbmA//bssR//pheM//ebgR//mcbR//norW//purC//yjiX//tktA//dld//fbp//parE//yidZ//xdhB//rseP//topB//yceD//ydeO//ybgQ//puuR//malZ//ogrK//ygiS//rpmB//glxK//rhaA//sdhB//astB//yceO//yieF//ybcJ//sfmH//cysG//gsiA//betT//ybcL//ascG//nadA//ynjA//waaC//argC//tyrB//serC//rplP//umuD//tusD//hisH//yqiH//ldcC//
GO_0009109_6	dapA//araH//xylH//yejA//frdD//
GO_0009110_5	menC//cpxR//ibsC//mrcB//yfgO//ybaK//alsK//flgE//ykgF//argF//fdrA//mreB//rhaT//rpsL//fis//queA//opgC//murC//ycjQ//opgC//yraK//fixB//ybiH//sdiA//yjgX//galM//sgcA//ubiJ//agaA//ansA//ompN//dxr//ulaB//ulaR//ybhJ//ynjA//murR//ravA//proS//xerC//bolA//tauA//ygfA//yehX//flgC//creC//metB//raiA//rnlB//ulaB//cheA//argB//lrhA//cysK//cecR//phnM//yieK//
GO_0009111_5	nuoH//polA//yadV//ptsH//
GO_0009112_5	mhpR//waaS//ygeV//menB//radA//betB//bssR//narK//kdpC//panE//degS//pagP//eutR//sufE//lipA//phoU//dmsC//ccmE//uvrC//dhaR//cheR//yiaB//chbA//ybaK//dnaB//ycjU//yjcS//wcaJ//adeQ//pyrD//nuoN//asnB//clpA//flgF//tdcA//fdoH//
GO_0009113_5	cspC//ybbY//gspE//xylE//narI//
GO_0009114_8	yoeE//
GO_0009116_5	yeaG//ybaO//gntP//mdtL//znuA//rffH//csgG//ddlA//rsfS//glpF//preA//srlA//ibaG//ybiO//csiR//pabB//mutY//thrA//torA//hisA//bamC//yeeA//nlpD//yjjW//bglX//ftsN//fabA//sucB//rcnB//ulaG//htpX//nemR//skp//hldE//nemA//yihX//envZ//dgoK//rlmL//slmA//
GO_0009117_6	yqjA//tauB//fhlA//yqcC//ldtB//yfeD//dnaG//seqA//mgsA//aroA//rbsC//yggF//rlmA//ymdB//ycjY//rfaQ//prpR//kdpB//chpS//cvpA//nanR//nikC//ompT//tatA//fadM//cydA//ydjH//yebC//ybeY//avtA//tsaB//arsR//gsiA//aroK//gltS//yqhC//ybhA//napC//infB//cnu//rnd//hyfR//bsmA//arnF//ybiV//hycI//sfmA//yegS//yfeO//flgF//thiD//yciA//tolQ//galM//clpS//mscK//ykfI//hypB//cysU//msrC//mioC//gor//lamB//rcdA//truA//elfG//dctA//ompR//fucA//sbcD//ftsW//fkpB//ravA//ascB//ycbV//ytfT//cusF//yibF//tolC//ygfX//carB//proC//torY//yfjV//degP//gabP//tus//treC//opgB//nrfD//rihA//iscR//priA//abpA//yahK//ddpA//sspB//infC//hisA//dgcE//nrdE//fecB//paaC//ssuB//
GO_0009119_6	pnp//gabP//tdcB//flgM//dgoA//ubiC//atpA//kilR//zapD//yjbH//rsmC//glk//acpH//sucD//rlmD//lpxM//rplN//yihO//leuC//rzpD//asnA//yfiE//cadA//alr//efeO//cmk//kdsA//yfcV//creC//rhtA//ccmA//ispG//ubiC//pdhR//atpA//
GO_0009120_6	tmcA//yphF//torI//lptF//
GO_0009123_6	aes//insK//ycjW//yqjA//rph//ackA//bepA//yjhI//mglA//yedL//znuC//glyA//surA//intZ//mgtA//yddG//ymgC//arcB//yiiE//sdaA//topB//yjhH//livJ//rsmJ//ytfE//grxD//rclB//hchA//cheW//paaA//hscA//tsaD//potI//sanA//ybdR//fadR//ybcF//rlmF//yqiJ//agaR//ftsI//emrB//yfcP//narH//uspF//hisA//
GO_0009124_7	bglJ//cheA//yihT//yadG//araB//soxR//cadC//hisH//acpH//abpA//opgB//eamB//ggt//rssB//rplO//elfC//hxpB//ispF//malZ//ygeA//recB//fpr//proS//recC//rpmE//yhjB//copA//blc//betI//metE//mltC//waaU//yiaU//upp//dosP//moaB//arnA//
GO_0009125_7	fhuD//sucA//thrS//yfhM//ybdO//
GO_0009126_7	mlaC//yhbO//pyrG//yfgO//essD//aes//fabB//atpE//kdgK//plsB//ftsW//kdpC//cas3//abpA//cdd//ygfZ//htpG//acrA//pfkA//npr//yafN//yfhH//gabP//asd//dppD//truA//ddpA//mlaD//parC//cysS//yegD//yqaB//adeP//mhpC//
GO_0009127_8	dcp//puuP//gph//rsuA//bdcA//rhmD//dkgA//sdiA//uof//pheA//lysO//nusG//allR//glsA1//murQ//uxuA//adiC//cysM//fadJ//dppA//bssS//yeaD//yagU//yehC//btuF//mhpR//amyA//deoD//cmoB//nsrR//
GO_0009129_7	ycjQ//feoB//lsrG//rplL//rssB//fimE//wcaB//araB//csgF//recE//
GO_0009130_8	mhpC//yejA//ghoT//ydhC//csgD//
GO_0009131_8	rpsP//tnaA//ulaD//xapA//pdxK//
