#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xylB//bdm//fliZ//ybiH//
GO_0008643_6	manX//fucI//ybhJ//narW//alaC//rplA//tdcG//yieE//mlaB//ushA//yigL//flhD//yghB//mdtC//bdm//greB//dgcZ//glvB//ydhC//iaaA//cysI//hisC//sodB//yadN//tdcB//abgR//lacZ//rpsB//yjfP//dtpB//nuoG//rppH//nudG//ykfM//caiT//ygbL//fliG//melR//dicB//queA//ydjH//yccS//phoP//priC//yejB//fryC//idnD//nikA//yieF//chbR//ribE//dut//rluD//ubiI//endA//flgJ//yehA//nikA//rnd//curA//yceK//agaA//btuC//yhdX//yehW//paoC//metF//alsA//yaaY//msrB//arfA//nlpA//acrA//crl//dps//pepN//dsdA//waaJ//asd//cadB//ade//higA//abpB//rarA//mdtN//znuA//elaB//dcyD//aer//ubiA//ahpC//oppF//yedA//rnt//speA//galR//hyfR//ydeM//fabB//cbpM//gatD//dcuS//nimT//bioP//arnE//ubiA//speG//ibsE//corA//rplN//deoC//trkH//potI//ispU//
GO_0008645_8	fbp//frvB//yebC//rplQ//hcaD//dppF//pinE//insI1//wzzE//hisH//glnL//lldR//dnaK//yhjA//pldB//uup//cysA//fdhE//flgH//fbaA//uidA//elfC//pgl//crfC//
GO_0008652_5	wecE//yjhG//ttdR//btuB//tsf//nrfA//uvrY//pncB//putA//glcD//glpG//cpsB//ssb//trpD//yciF//sfmF//dacB//ccmD//moeA//yoeE//clpX//trg//trpGD//pnuC//clcB//ascG//yhhT//mhpB//aldA//aroB//yjcE//lsrC//leuC//dinB//potC//sfmA//nadE//gadW//yhjD//dmsB//livJ//pabA//csrA//phnC//hypF//blr//kdpB//gloB//gatA//trpD//fhuD//rplD//arnD//paaZ//yeaD//higB//thiH//arcA//cysQ//stpA//bioD//yqgB//sbcD//ibaG//yciG//shiA//cusF//yadV//hicB//icd//iraP//malF//dnaX//hisC//cusR//bcr//priC//fryB//rbbA//ybhR//lit//ftsX//yfiF//hofP//yfcF//xylA//rpsP//yfeO//hdeB//cfa//yciG//pdeL//amtB//dld//gadB//garK//ligA//dsdA//ftnB//ybiV//sppA//ygbN//frwB//ogt//appA//glsA2//appC//fepB//elfD//nrdE//cmoM//clpP//dsdA//ppx//
GO_0008653_5	nikE//uidR//puuE//scpC//puuC//cdaR//bamE//mdtA//rpsI//puuB//yjhI//yihS//hcp//
GO_0008654_5	thiM//fsr//ddlA//moaC//rdgC//dacD//dam//gpr//waaG//prpR//queF//murQ//trmL//xseB//rodZ//gph//gcvR//zapB//ddpA//ulaC//rdgC//thiG//glnH//dgoA//menF//bamB//yrdA//potB//kdsB//lsrG//ompN//ybhF//gnsB//rihB//intQ//
GO_0008655_5	queE//yidP//cadC//tnaC//sdhD//yibF//purF//
GO_0009050_6	vsr//fumB//
GO_0009052_6	uup//citG//narZ//eutA//ppiD//dps//allS//
GO_0009056_3	gcvP//mltG//ygfA//speG//clpP//yhdX//purU//narJ//tcyL//frmA//aspS//selD//nhaR//yaiV//aphA//yihI//ybbY//mutM//rbsK//ribE//ugpB//gspE//ypdI//poxB//rpsP//argA//ssuB//artP//iap//nfi//radD//mdh//sufA//glnE//aroP//rplX//narY//ilvN//wzzE//fdoH//rdgC//dicB//folC//ybdH//wcaB//ilvC//eutB//yhcD//afuB//rplO//agaS//csdA//yhgF//mltA//yphD//napD//tatA//ubiH//mdtN//ybdG//paaX//lpxB//glnK//lpd//mreC//yahN//casD//miaB//waaZ//stpA//arsR//lldD//yhaM//yqhD//rlmL//yebZ//yaaY//yhdW//glnK//amiB//lysA//paaD//ypdC//norW//hofN//hscA//purF//ygaZ//ascG//wcaB//narL//tufB//lysS//argB//csgG//ydcP//endA//hybA//tauC//glxK//cyoA//bisC//pstA//glpX//yehB//nudB//wzc//yneL//cysW//parE//hisH//yeaG//ydfG//basR//bluR//dapA//minE//rplA//purU//hexR//folP//pepA//rimM//dnaT//rsmA//ybaT//treR//narK//ivbL//amiC//yghO//waaB//kdsA//ridA//yqgF//fixB//dgoK//mmuM//yihL//moaB//dcyD//rffH//mcbR//ompN//mntP//rpsB//frdC//yaaJ//yaaJ//yafN//ynfL//otsB//cheR//yqiI//dnaE//dtpA//ssuD//thiH//dnaX//lpxP//citC//rpsH//yjhH//yebG//tyrB//yjbB//ybhJ//hicB//ydgA//hybF//cysP//dgcE//mdh//dkgA//mdtK//gshA//ebgA//parC//murA//prfA//ldtE//cirA//rluA//gloC//holC//cyoE//ybhG//agaD//idnO//srlE//dctR//rhaD//yiaM//insI4//ghxP//lldP//ispU//ydiQ//tatE//yidQ//ahpC//cmoM//yfiC//rfaC//yiaL//fadK//yodD//yddA//emrK//mrr//glcA//ypdI//aceF//fabG//ahr//eutA//ybjG//rnc//dosP//entS//obgE//mntP//gspE//mipA//ygfZ//ycgR//sstT//alkA//uvrB//mnmC//fadE//ygfA//mrr//preT//crl//ybiO//ykgM//msrA//nrfE//ydcT//dgoR//csdA//mngB//yebC//pspA//prlF//yhaM//hisP//aer//fcl//livK//ais//ushA//wcaJ//yeeO//tauA//rpsH//mrp//cra//asmA//agaC//dppB//yjhP//ecpR//mhpR//sdhB//tus//ydeP//asnB//fkpA//mog//tbpA//cobB//yajD//pabA//mdtE//glgC//cdd//yqhC//asnB//xdhB//hybD//dgoR//mcrB//yfiC//ybjG//treC//tig//ampE//lsrC//csgE//ybaM//fryB//rihB//actP//galR//rzoR//rplE//insI4//rplA//pcm//pabA//idi//yehA//msrQ//yhbY//yqgF//yeaV//paaX//galU//psuG//arnE//aceA//yohC//csdA//hypB//serA//malK//yagF//fur//ycgV//dsdX//nikB//iscS//ilvL//fadL//tabA//fic//ygdG//gloA//ykgM//yheT//radD//etp//rpmC//mtfA//dsbA//yahO//bssR//yhiM//hpf//ygiW//kgtP//bglA//grpE//nanS//pyrF//lptC//ypdB//pgk//srlR//yfcF//mltB//yidD//chaA//betT//stpA//selA//sufC//rplK//abpA//yphB//yjiA//ssb//yobA//proP//ppx//yjiA//dicB//ynfF//aspA//pepB//mtlA//rhsD//abpB//ubiA//lepB//mscM//copA//aes//arnA//rpnD//abgA//rlmL//chbR//glvB//allC//uhpA//psuT//tauC//ribD//glcC//opgC//fadB//yrdA//gapC//mdtE//ycbB//yehD//ybiY//udp//yehB//ybjL//yggT//nrfC//bamC//hybG//envY//aroF//ycbV//moaA//cbpM//betT//hflD//ccmD//tynA//
GO_0009057_5	yraI//roxA//pagP//cusC//nanA//fhlA//fepA//ppsA//dgoA//ybdR//fhlA//nuoB//shiA//exbB//sfsB//aqpZ//rimM//ddlB//envY//fucI//zitB//dcuS//glgC//arsR//iraM//maoP//ycaN//napA//fis//cysQ//ppsA//lrhA//tyrS//ynfK//nagZ//rnd//frvA//pgpC//rffT//ybhF//rhaR//trpGD//ugpE//nagC//yhhZ//mcbA//xylE//ddlA//msrP//dcuB//folP//yiaF//dtpB//sgcA//
GO_0009058_3	selD//gnd//sohB//csdA//sdhC//aroA//yfdK//dgoD//yjtD//yraR//ydiF//nagZ//ydjM//aceK//tdcE//cmoA//cmoA//ycgR//hdhA//dxr//lon//dgoT//yphD//yraH//rihC//dcuR//fdhD//fiu//ydgA//glpG//fieF//aroH//srkA//frdA//secM//nrfB//serS//metE//grpE//bipA//tolA//uof//narP//waaJ//arnT//csiD//ynfH//sapF//eco//trmJ//ybdO//aroP//flgF//lgoD//hemH//hmp//yihR//fimB//deoC//murI//argT//fucA//ydjL//rhlB//ygbN//ydcS//rfbD//tsgA//yidE//xerD//rbfA//pdhR//astC//pyrF//marR//rpoH//holA//cysA//nuoE//hypF//mdtD//rplY//xylA//garL//ptsG//folC//tsaE//umpH//glvC//miaB//dgkA//polB//prc//rimL//kefC//lpxC//ygeA//yrfG//hisF//nlpE//idnK//hcaD//ycjQ//dinI//lgoR//fimE//glnH//ydhK//mltB//zraR//emrB//ddpA//ydcR//psuT//hcaB//hscA//poxB//aldB//hypD//recB//mntH//htpG//fetB//udp//yadG//ompN//yphD//arnD//lplT//dsdC//aqpZ//intZ//yddA//hisH//gspJ//panC//cysQ//ssuD//menD//fimF//cobT//purA//pspD//ybiI//ribD//rfbX//aroF//bluF//lacY//mcbA//bamC//yajQ//selB//citT//proP//oppF//rhmR//sucA//tnaB//ompL//asnB//purR//rsmD//nadE//rpsJ//hisP//yidZ//waaB//chbB//flgC//nirB//rplX//emrK//fixA//fimC//yajL//mltC//dcuR//gldA//ulaC//gapC//dmlR//ygiS//lolD//yrbG//coaD//trmO//nudC//speE//yjbE//malF//iraD//ydeO//clcA//appC//nfo//yghG//hemB//perR//yeeY//emrD//ilvD//napA//mog//manX//shoB//rsmA//rfaH//nusG//dkgB//waaU//lptF//dcyD//bluR//torY//aroD//ltaE//yodD//yhdW//cadB//fimZ//ftsZ//metR//hisB//mqsR//nadK//yqgB//dhaR//atoS//yphD//ahr//yraK//allS//malG//gluQ//xylE//ccmC//ymdB//mglA//flhC//hscA//yeiG//pfkA//dgt//sdhA//ygaH//holE//eutK//ygaZ//rseP//caiT//fhuD//ygaV//tyrR//frmA//yihT//gloA//phnJ//casE//gltB//pgaC//norV//ubiI//flgM//napC//yebC//fepG//ynfE//ebgR//paaZ//yfhM//trxA//preT//nuoN//pdeD//alaS//msrQ//acrE//sfsB//dppB//hdeB//rrrQ//opgE//thiG//hyfF//cpxR//cpoB//ftp//lysC//hycH//opgE//tyrA//aas//yadI//ais//agaW//acrA//ubiG//proQ//napD//ibpA//ravA//rplL//nemA//murG//hisC//fre//ibsB//yiaL//abpA//aspS//fkpA//aas//sfmA//glgA//proW//ebgA//ddlA//metG//ygjH//hisS//ivbL//glk//prmA//araB//lipA//yojI//waaL//pflB//csdA//dhaM//yefM//nagB//alsA//betB//menH//yhjD//mdtG//tcyJ//focA//lpxC//fabA//ycjP//dinJ//yddG//sseA//yedL//lptB//flhA//gudD//mlaE//tolB//recX//holC//umpG//malQ//srkA//acrD//yadC//lamB//hycA//zipA//yphB//kilR//lldP//frdC//yjbH//dedD//lpxC//blr//lsrR//alkB//artM//mngR//rcsB//topB//yadV//moaE//feoB//malK//frmA//lapB//dgt//recX//cspB//ygbN//polB//mmuP//pth//nikC//speB//yghB//wzyE//ubiI//cysS//frlA//tsgA//lsrR//mipA//rzoR//menB//pdxB//ygeR//ydhK//apaH//yhaO//mfd//yjcE//gfcE//mutL//sgcA//argB//ybgP//wzyE//mnmE//lepB//lexA//mscL//ldtA//glnB//grpE//bipA//recJ//gltS//galS//entB//malE//agaW//ymfA//yfbV//kduD//rnlB//hflK//ruvB//nirB//rffC//metH//cydB//yjiY//yejB//yafQ//elbB//curA//rcsB//betT//pheA//mepA//mtnN//speC//tyrS//argH//fadD//potH//fimH//tufA//glgC//cheR//truC//mdtM//ydeE//torS//yibF//opgE//arsR//purN//zinT//ackA//rplX//yggD//topB//dgcZ//dkgB//cspI//tsaD//ftsW//appY//fdnI//scpB//prpB//leuD//ycgV//dicB//alaA//yhjC//csgA//sbcD//ccmA//xisR//ttdR//gltL//ybdR//paaH//dosP//yfaE//ribF//ung//dapF//rho//bioH//frsA//rffM//agaR//rclA//hcaF//mglA//wcaC//rarA//treC//malG//uidA//nadC//fre//potG//yfgO//yohC//glnS//mscK//pyrE//rpmE//fimE//xylH//insI-2//yaaJ//ybiT//ribB//ybeY//recT//sufB//topA//folD//yfbU//mutS//yeiG//essD//aaeR//ybaQ//pstB//ykfM//pepN//yaaU//sgrT//infB//ubiI//hupB//mdtF//erpA//putA//cstA//mlaE//codA//puuP//rpmJ//citG//bcsA//zapD//lpxC//bluR//yedA//cmk//betB//cmtA//bioD2//rimO//yhcN//slyA//yiiE//marR//ybaM//ampG//rffT//alsA//yieK//agaD//yraN//truB//cpdA//ybdG//manX//cpdB//rnlA//ycjY//flgM//lpxM//ftnA//gluQ//fimB//fimC//ybiW//ibsD//uspC//mscL//abgT//ghxQ//sdhB//abgB//yidC//cysE//infC//yqgF//yfiF//eptA//ynaE//yacG//secD//rfaF//dctA//acrB//nuoL//ynjD//thrA//entB//tatE//rfaF//crr//araF//ybaE//rluE//appB//queE//argD//paaA//maa//dsbB//nuoN//thrL//rplQ//ais//fmt//ycfH//yebS//ybdH//mdtK//yqcC//rmuC//ushA//galR//zur//msbA//lpxK//cheR//patD//guaD//yfcR//ansB//zipA//waaC//cadA//diaA//gntR//leuO//gsiC//mtfA//murJ//yaaU//guaA//recT//nei//csgE//fecB//trpR//yfiR//sdiA//metN//yggF//garR//gshA//yciE//fic//nfuA//sbcC//yciH//mltB//ygeX//yjjX//bioP//pgaC//ascG//trg//citG//sstT//ygfI//nfuA//rpsS//rcsC//truC//nupC//srlR//murA//cysP//sgcC//hemE//lrhA//azoR//yahI//crp//argK//rpsD//tdcC//ydcP//yibH//arsB//ybiJ//flgJ//nuoF//yojI//yciH//serA//eco//hha//yfeX//mnmG//accA//cpsG//tusB//mngR//hypT//chaC//parE//dcuR//hypE//fadE//ftsA//ubiI//ychF//rplJ//rhtC//rplX//cyoD//mscK//rpsA//ccmD//insK//rplJ//flhE//nuoM//rplY//yciA//ygeV//xseB//cdd//ilvC//recG//narH//ssuC//zwf//hprS//ydeE//erpA//bamA//ndk//srlB//nrdG//surE//menF//ygfZ//dnaB//parE//bioD2//ygiS//lacI//pcnB//nadC//rseB//tsaB//yjbB//insB-2//hybD//
GO_0009059_5	srlB//menC//yfeO//rluC//pspG//rtcR//yoaA//ybbY//yhhZ//yedP//yhaO//mdtN//deoR//hofQ//rpsQ//degQ//mdtI//ispB//dgcT//yaaJ//ibsD//lpoA//bamC//bisC//ygbN//hisB//hiuH//cyoB//nuoL//etk//yeaE//yebS//tqsA//pncB//aceK//ybcL//yebS//torC//focA//mazG//flgB//rimJ//fabD//paaB//yfaV//yfcG//polB//sdaB//rspB//lpxL//ybjG//ibaG//csgB//glpG//yieF//tyrB//yfeX//murB//queD//mraZ//modC//recO//thiC//bdcR//msrP//nirB//menH//yjbE//luxS//rpsH//gabP//mtnN//ravA//insF-1//truA//nudB//hemN//phnP//yhfK//bglA//rfaD//dld//cobS//rzoD//moaA//pheS//ygiB//metK//dctR//rhaS//yhaV//nrdF//malZ//ymdB//ybeF//glnS//cydB//mreC//hpt//yehP//hyaC//garK//wecC//fnr//yiaF//pgaB//yejF//cmk//pckA//fryC//prpC//gltL//nlpI//uspG//fabR//ybjC//hiuH//ygeR//ggt//hexR//emrK//ydiP//parC//prfB//ygbN//dld//tufB//xthA//gadA//gutQ//yihX//fabB//prpC//ydcP//eptB//ybcL//dgcZ//dcm//ybbN//adeD//minD//asd//potF//fepD//exuT//puuR//cydC//yibA//comR//lrp//gntP//proC//glyS//asnC//fepC//ypdI//idi//yebQ//serB//pgsA//lepA//apaH//yadI//ligA//fdrA//yjiQ//purN//rutA//ldhA//clpP//yhcN//hflD//glcE//sapF//cbrA//iscR//bdm//nadC//priB//yqjI//atoS//paaK//rbfA//ygfZ//bcp//tag//yghB//mdtJ//ilvN//ybjG//radD//oxyR//kdpA//gspF//ccmF//cysB//intF//insK//hsrA//uspE//dppA//sfsA//rpsK//dppF//caiD//chbF//secD//parC//rne//murG//ompG//trpA//srlB//yccX//ispU//mtnN//yqgF//ydjJ//pyrB//yeiE//fadM//dtpC//yfcA//gcvH//eco//gnsB//zinT//nhaR//hisP//yeaE//symE//ybaK//mppA//ruvC//ygcO//ybhG//hslR//fecC//ampE//fnr//cheW//bglF//ldcC//cbpM//mutS//hisD//rfaG//mscS//yjbF//erfK//iap//araH//osmE//hscB//agaI//arcB//osmC//msrB//treF//gdhA//intE//melB//phnL//alpA//dcuS//yfcA//nudC//mtnN//ybjN//adk//yadG//dacB//cobB//fimA//ycgV//radA//ybiY//chbR//ydfH//phoU//nudF//fimA//rpsD//rpsS//ybiI//mukB//ddlA//gadE//rsmA//nagE//yfhH//yobA//rfaD//yjcE//adeD//acs//ydgA//pyrL//csdE//dnaG//yfaE//glcF//yqgF//yehC//dctR//entC//arcA//htpG//recA//yhhY//ychF//ligA//htpG//atoC//corA//lipA//torR//
GO_0009060_6	glmU//edd//yicJ//tmk//fumC//selD//yhaV//lipA//mipA//yobF//nirC//rnd//dtpD//dsbA//yieH//rbsR//clpA//talB//xylB//eptA//ispG//pntA//speA//galP//citC//folM//
GO_0009061_6	wzyE//ppiC//guaA//argI//cpsG//atpH//ybhA//rhmD//yfdK//syd//nikD//dcuB//rpoH//lepB//rpnA//hycH//pgrR//sapB//pgk//mog//zraS//bioC//kdpD//yddL//crr//cyoB//gutQ//rapA//bamB//tdcR//ribE//hofN//glnP//cadB//rodZ//tyrA//nikA//pflA//csrD//zntA//fadK//insH-5//cusC//glnA//livG//sucA//cheW//ispF//insB-2//rhaD//hypE//metQ//psuG//phr//livG//
GO_0009062_6	yfbU//cbrA//yiaA//uspG//torR//hpt//purR//accB//rbsK//dsbC//phnM//rcnR//proW//ynhF//udk//dacA//lrhA//glcC//dapA//ariR//ubiE//
GO_0009063_5	acpS//xylH//yijO//ydjH//cptB//pgaC//galM//rraB//nuoH//ydfG//rplM//kdsB//htpX//frlR//speF//glpR//htrE//pepT//tilS//ycaN//erfK//nrdI//arcC//rhlB//yahF//yrdA//ycfH//cydD//fucI//srlD//zapB//yfcR//ypdB//ariR//epd//leuC//phoP//ybgQ//tauC//dsbC//envR//yehB//aroG//yjbE//alaC//nanA//tilS//fliS//ssuD//rlmH//lit//ugpC//rnhA//ldrA//cra//
GO_0009064_6	ydiZ//ttdA//fdrA//ais//yejB//cheR//avtA//dxs//paaK//minC//mglA//metC//idnO//yeiG//yhdX//yqeF//paaA//yoeE//crl//zapB//oppB//atpB//nlpD//luxS//frsA//chpS//ttdR//ispG//yobA//msrP//pheS//metQ//ccmC//yedL//ribE//tdcR//amiA//guaD//arsC//cadB//ydcP//cyoD//rmuC//xanQ//yieL//rbsK//
GO_0009065_7	entE//argF//rnlA//afuB//ydeI//glsA1//ibsD//fdoI//bolA//mutM//cysA//ttdR//yhfS//ghoT//rpsE//ydcO//ghxQ//fnr//
GO_0009066_6	entH//ybiV//tehA//hcaB//frdA//degS//sucB//sgrR//ydjE//pabB//puuE//ruvB//secB//aceF//rbbA//ycaO//cbrC//pth//fryB//ftsY//cas2//galF//menE//afuC//ribF//ubiA//eptC//srlE//elbB//gppA//srlE//yccX//yojI//tpiA//metF//dppB//ptsN//pstC//manA//ddlB//glnL//arsR//narH//yeaK//chbF//rimP//serC//prfC//
GO_0009067_7	fepA//narY//tktB//tsr//argF//tamA//aldA//mdtJ//relB//setC//ybfA//lysC//nikD//pppA//sufD//cysB//ttdR//ydiK//yceD//ppc//degS//icd//nagZ//ychH//aaeA//mcrA//
GO_0009068_7	guaB//pfkB//cdaR//osmE//yciF//zraR//cusC//chbR//mtfA//ynfL//nrfE//glyA//ycjQ//
GO_0009069_6	dsdA//lldR//paaK//yahN//argD//cbrC//yejA//srlB//secB//iaaA//ydcM//waaY//mtnN//cdgI//dgoT//rlmI//azoR//mdh//xapA//proX//kdpA//ogrK//hemB//mltA//yahF//kdpF//araH//rplX//slyA//argK//paaG//cysN//pepD//kch//wzzB//ynfH//
GO_0009070_7	yneE//hyaA//artJ//yadV//ynhG//ybbW//agaD//dnaK//bglF//rpoH//nupX//frlR//sutR//yjeH//argE//fucO//insI-1//sbmC//yceD//nrdB//
GO_0009071_7	cydC//argK//waaH//secE//yrbG//msrP//rlmD//ydiK//rbn//mreC//murB//rlmN//rplT//gadC//
GO_0009072_5	ftsY//era//yphD//sapB//kdgT//lapA//sucD//rne//cusC//sufA//spy//atpF//yggE//pdxK//ygiN//sapD//trkA//ycdX//waaL//sufB//ompL//yfiF//cyoC//yhbO//
GO_0009073_6	tusE//dgcQ//recD//sgbE//aceA//yieH//yneL//dmsC//yebC//btuE//pstB//yphF//lpxL//zraR//ybiA//waaS//ynfE//hisP//glsA2//torA//yejF//
GO_0009074_6	gsiA//lysP//yieF//
GO_0009078_6	bdcA//rplM//cobS//nusG//alaE//gsiA//ybcF//
GO_0009079_7	acnB//yfaX//bamE//uspF//
GO_0009080_7	ydhK//ydcO//ggt//
GO_0009081_5	flgM//ybjC//moaE//abgR//yibA//yqgF//dcuC//gcvP//tcyL//speE//waaB//tyrS//tynA//ftsA//phnO//fruK//ddlA//ftsW//trpS//yqaE//patZ//lit//
GO_0009082_6	mobA//thiH//ibpA//dapF//acs//rrrD//dppB//yabI//xerC//selU//ydcO//ybdG//csgB//rfaE//ortT//menE//yacG//mipA//
GO_0009084_7	allB//umuD//dcm//galP//yaaJ//elfG//gntR//gpmA//fliA//exoX//cspG//asr//glmS//yebZ//murB//yqhD//ycbU//ulaA//topAI//arnA//rimJ//hpt//csgF//mtnN//gatB//
GO_0009085_8	waaC//katE//rpsE//insB-4//yfbU//glrR//fdhE//zapE//pinR//yoaA//chbG//infC//
GO_0009086_7	csrA//ybhD//lsrD//prpD//cysQ//dtpA//ycfJ//fadL//hemG//
GO_0009088_8	dhaR//tyrS//
GO_0009089_6	tgt//yfhH//srlA//ygaH//hyfA//garD//uxuA//cheR//malK//
GO_0009090_8	ldtD//priA//hemF//nirC//
GO_0009092_7	mglB//rlmH//yehP//cpdB//cusF//soxR//
GO_0009093_7	proC//preT//yqgB//flgJ//panE//
GO_0009094_6	rpsJ//araB//appA//dsdC//
GO_0009095_7	uxuB//cbrA//yeeJ//creC//
GO_0009097_7	hokB//cynX//serA//ybhR//yjiA//hda//wzc//
GO_0009098_7	pcm//nlpA//rbsB//yfaU//rpmB//lapA//cheA//
GO_0009099_7	yhaJ//yieL//pheM//cspI//prs//torD//rutF//rppH//yihX//bioB//
GO_0009100_5	cutA//gudX//fadB//ftsZ//aslB//
GO_0009101_6	ybbW//
GO_0009102_6	mrp//rbsR//yghW//rpsB//pldB//ftsI//lpxC//hybO//ebgA//hexR//acrD//ghoS//tap//
GO_0009103_6	queF//eutR//yggE//edd//fimZ//gabD//nuoH//pstS//nudG//sbmC//yfgI//
GO_0009106_5	mngA//yqiJ//
GO_0009107_6	caiT//hycH//
GO_0009108_6	rpsS//zwf//pliG//yfjV//uvrD//trxC//sfmD//ebgA//recR//epmA//caiT//casB//glnH//glpK//hyfR//gltP//yidK//tufB//ycjQ//yifB//dnaT//modB//fau//cyoB//secM//recJ//yigL//rihB//yfiE//yfhH//ispG//yhdW//torI//dcuB//paaG//dsdX//proW//pheP//rbsB//murE//melB//yfiR//lrhA//der//aroP//tauA//intS//motA//ugpC//greB//ftsW//talB//malQ//ytfQ//gudD//sgrR//suhB//ybjL//glnB//hslU//btuC//clpX//epd//mltF//rpsA//hda//insK//ygaV//rssA//ycjR//rhtA//ibpA//gldA//rbsA//ppiA//clpX//rsgA//opgH//proC//bsmA//glpD//holA//ilvM//htpX//tauD//ribF//thrS//curA//pheM//dgcZ//macB//dxr//yefM//napA//ribC//folP//dps//guaC//pitB//dppB//mdoD//fliA//yagG//ytfE//trpB//ybjC//rdgB//hflX//rimO//dcuB//
GO_0009109_6	tdcA//tnaB//intE//yafC//ubiE//
GO_0009110_5	yehA//sdhA//ydcP//frdD//dkgA//speA//ralR//uxaC//chbC//zinT//rluF//ydfG//fetA//rrrD//sulA//rhlE//ydcP//rhtB//tap//bglF//dtpD//cvrA//insA-1//gspE//yaiV//hybE//lgoT//atpF//gatD//rpe//zraR//yjtD//ppiD//kch//yibT//proV//mtfA//glnP//fbaA//argI//torZ//yibT//amtB//gapA//manY//yqeF//guaB//ycbU//napA//yihW//nmpC//ribB//waaP//pdxB//thiD//ugpC//dnaC//
GO_0009111_5	slyA//tonB//sucB//envZ//
GO_0009112_5	mdfA//yihV//gfcE//citT//ilvB//cobB//sdhE//yhdZ//pspG//ymgC//thiL//lsrB//infC//tatD//mdoD//dfp//yehD//ybhI//panZ//ydiZ//cdgI//ppc//fucA//yciG//mhpR//ompF//hofC//dgoK//nikD//ldcC//rnpA//fhuF//nfuA//yehT//glmS//fliA//
GO_0009113_5	era//dppF//yadV//ykfM//pyrG//
GO_0009114_8	frwD//
GO_0009116_5	xseA//manX//asr//mrcA//dgcE//yehB//ilvH//thiM//yjjG//galF//insI-2//hslJ//gatD//mntP//ypjD//yjjI//lpxC//nmpC//prc//glnB//sgcC//rpsP//phoE//hofN//dicC//proQ//corA//mepS//rpsT//dusB//yohD//phnK//pnuC//yafE//glpT//eutK//mprA//yhgH//putA//mcbR//
GO_0009117_6	nanK//ubiA//btuF//flhD//dctA//chbA//cysK//speA//aroP//rplL//ygdG//ruvA//araE//exoX//smrA//flgG//accB//dmlR//dnaQ//aldB//ahpC//uxuR//fabA//ykgF//pliG//bglA//cysA//bglA//paaD//xisR//tehB//mlc//solA//yfbV//nadK//bglH//murG//cydD//fepE//yhiM//yihR//alaE//ldrA//norV//rsmD//dkgB//pinQ//tolB//ybiI//lpoA//ybaE//mgrB//dsdC//uxuA//nadD//yfdK//zapB//trpA//cytR//nfuA//ugd//pdeL//xthA//gcvA//yjcS//gsiA//glyA//yebS//cmoB//rnlB//tolR//yoeB//trmB//ihfA//cas1//atoC//pphA//sthA//nrfF//metE//arcC//yhbO//surE//yajD//ybgI//trmA//adhP//cysM//tcdA//hsdR//yaiW//amtB//paaD//rssA//nlpE//cpdB//zraR//fadR//chbF//sapF//asnA//dinI//lpp//zapB//
GO_0009119_6	gutM//ldrD//tusA//leuB//ybgP//hyfC//yagG//mdtC//iscX//cbtA//ybgI//bioH//sufB//erfK//ogrK//aphA//mlc//atoB//crp//glnE//lolC//yfcP//yphB//clpB//zapC//mcrA//mutM//kdpD//menD//hcaC//pbpC//polB//agaI//flgC//dxs//
GO_0009120_6	cstA//sufE//sbmA//cycA//
GO_0009123_6	mcrB//pgrR//yfaU//yiiD//ftsL//phr//dgcF//cstA//glgX//torZ//hybA//tdcE//dinB//modB//sfmD//ygeW//pbpC//pstC//hisI//cdh//acpP//flhD//fabG//cysG//tnaC//yajR//yqiH//hupB//gutM//rssB//lepB//tomB//yfgO//recD//yfcA//tpx//deoA//hisB//narY//hemB//ilvC//cstA//rpsK//yehX//pfkB//pgi//
GO_0009124_7	xerD//rpsQ//yidE//yjjW//ttdR//yoaB//nhaB//uspG//hcp//obgE//rplR//serB//dtd//uhpT//fadH//dnaB//mog//tehA//ccmG//wzyE//nikD//ispG//tsaD//alaS//yfaL//alsK//ydiZ//recD//ybdZ//tsaE//ydhC//hsdR//rsuA//dsdX//alaS//yafC//fbp//
GO_0009125_7	bdm//yijE//secA//aroD//yciF//
GO_0009126_7	ybhG//tusD//hslV//pinR//sspA//mlaD//msrQ//mtr//kdpF//priC//gsiB//mhpT//lysR//yobA//dnaE//slmA//hypF//yqiG//melA//comR//rlmC//bglJ//glcD//rhlB//ldtE//yhhZ//purF//soxR//thrL//ispA//yggE//manY//hyaC//pitA//
GO_0009127_8	yfcP//dctA//yahD//uhpB//rutB//cysQ//nlpE//yadK//menC//gcvA//pspA//zitB//htpG//aldA//nuoE//bdm//rraA//hemG//sgbH//plaP//cas1//pgsA//uspF//dppC//yebK//elaB//dusC//menI//nrfB//proS//
GO_0009129_7	trpGD//ykfM//hokB//secY//ribC//mntR//ycaO//yehT//acrE//bioD//
GO_0009130_8	hyfF//bolA//paaA//pliG//cysE//
GO_0009131_8	hicB//bioP//gloA//ytfR//torZ//
GO_0009132_6	yqjI//fucI//rsmI//ycjU//yghG//xdhB//nepI//ubiH//torD//exuR//ybhS//lptD//aas//tusC//ulaF//srlA//fdnH//yjbB//ridA//rfbB//nikE//truC//priB//yggN//rplQ//
GO_0009133_7	nikA//tig//mhpC//
