#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	puuC//rplY//artM//fadB//
GO_0009314_4	sodA//iscR//yedA//rrrD//phnM//yjjW//bluF//alsB//cpxP//pyrH//frlB//araG//csgF//dauA//yidP//kefG//dgcM//mog//pldB//mglC//nanC//kduI//trxA//rsfS//yjhI//aaeR//rrrQ//dosP//galM//cysD//ribC//glrR//ydhC//fliD//intZ//xapA//flgI//cynT//mhpR//nrfB//acnA//ubiG//glsA2//kbaZ//metK//fliL//rpsL//ftsN//greB//hemF//yddA//agaD//deoC//fepG//ybiO//ycbX//pgi//ydjE//glk//ubiC//yjiA//metL//waaU//ybjI//bdm//ybiH//rlmH//cadC//yhbQ//yraH//prmC//yifB//flgA//yagG//sodC//rlmC//yfcG//gatY//fryA//pgaC//phoQ//ybfE//rhaD//crcB//insB-2//hisF//ldtA//gltL//ubiH//ugd//araF//yihW//
GO_0009372_5	dbpA//cynX//aas//
GO_0009394_6	ydjM//yegV//coaE//ydcR//rlmC//puuB//hemL//
GO_0009395_6	rpoD//
GO_0009396_6	trxA//hda//amiB//rlmM//ivbL//phoB//lplA//xapA//ugpC//flgH//tyrA//
GO_0009397_6	cysZ//rhmR//
GO_0009398_7	trkG//
GO_0009401_7	trpD//dinB//gltL//yhaO//metG//rpsH//fixC//corA//malP//nudF//fabA//tauB//mrdA//mdtB//entE//intE//ybjD//nanR//yhjR//eptC//lepA//eutK//ybeF//rutR//afuC//yccS//cyaY//pagP//recF//ftsP//insB-4//adhE//hslO//mdh//yjeI//abgR//greA//cheY//dnaT//recF//mtnN//ybhS//obgE//torC//ldhA//sanA//thrL//cysH//frdD//galE//ddlA//rseC//
GO_0009403_5	zapC//
GO_0009404_4	leuD//argH//rimP//moeB//grpE//atoS//waaU//tatC//prc//codA//nhaA//ygbI//rsmF//mntS//kdpC//ybcF//znuC//mdtM//yjjI//
GO_0009405_4	yeaV//lpxK//yfcR//
GO_0009407_3	pepB//ridA//yiaT//fhlA//cynS//dtpC//ampG//ptsG//fhlA//radD//trkA//yieF//eptC//seqA//menC//dedD//
GO_0009408_4	gnd//ygcW//mepA//clsC//pntB//tolQ//nanT//yqjI//gltP//rcnB//puuB//ygeX//pyrL//hyaA//nirC//artI//pheS//hisD//mnmG//hipA//potF//waaS//bepA//paaH//amiA//lptB//queF//gluQ//phnK//scpB//xseA//rbn//recO//glpG//lpxM//yahF//rutG//cynX//yjjX//chbG//erpA//btuC//yhjB//radA//tdcB//waaS//lhr//pldB//cyoE//serS//copA//ftsH//galK//yagI//rhaA//yiaO//bglH//waaP//hscA//narH//
GO_0009409_4	dut//rpsA//tauD//fimZ//gspE//hofC//cusF//frr//rplX//waaJ//ansA//hupA//ybjC//ddpX//rpsI//ftsW//dppB//cho//
GO_0009410_4	gpt//
GO_0009411_6	soxS//leuB//ampE//pepA//glmM//ycfL//melA//recQ//cysN//yihV//bglX//ycbB//csiD//yfaL//apt//paaF//
GO_0009415_4	lgoR//
GO_0009416_5	nimR//phoU//metB//yahB//narH//rnd//nfuA//ghrB//ycbB//murB//hisD//ytfT//paaB//mpaA//rcsF//rfaG//lpxT//ridA//kduI//
GO_0009423_8	rnd//dinB//prpD//glnQ//
GO_0009432_5	trmO//livJ//yidZ//hybA//glyS//rpsT//metK//tdcE//dicA//recJ//metF//ispF//proA//prlF//ibaG//ypdF//umpH//yadV//moeA//amiD//csgG//mdtK//
GO_0009435_9	pck//osmC//fpr//gapA//hupA//ybjN//secB//dgoA//mlaF//
GO_0009436_6	rsmA//rplK//argH//cysA//
GO_0009437_5	prlC//smrA//cadC//rutC//bamA//narH//lpd//
GO_0009438_5	radD//treR//eutB//ileS//soxS//nusA//menE//dnaE//trxC//atpD//csrA//yneL//clpA//hisB//ompC//cdd//yobA//ygjH//nanC//torD//kduD//lapB//asnB//flgH//ptsN//ybhF//pgrR//mntP//gcvR//emrB//
GO_0009439_5	rplA//lsrA//ypdI//
GO_0009440_6	yceD//tatE//aphA//
GO_0009441_5	cdh//ftsK//yijE//atpD//ilvN//
GO_0009442_7	yedA//acpT//hemG//ycbB//pdxB//
GO_0009443_5	kdgR//elfG//yhaJ//
GO_0009445_5	eutB//acpH//ptsI//dgcJ//chbG//zapC//bamA//lpxH//yedL//mdaB//
GO_0009446_6	nuoL//lgoT//
GO_0009447_6	csgG//garR//ptsI//fabH//pfkA//ybbY//purT//mdtL//
GO_0009448_5	ybhA//ariR//cadC//paaZ//
GO_0009450_6	acnA//eamA//aer//emrB//
GO_0009451_6	yjjU//lrhA//hisA//exoX//gcvH//pykA//dsbA//flgE//groL//eptB//ruvA//rsmF//ybhR//lptA//plsB//alkB//adiY//galR//nrdH//glnE//yagJ//bfr//adiA//dinI//yfjR//rlmN//talB//emrK//map//eutD//trmD//hypC//tnaC//pspD//yiaT//ilvB//ccmD//amtB//purT//phoR//kbp//glgA//lepA//ftsP//nusA//yhhY//lapA//cadC//ytfQ//ymfK//rluC//narI//ptsH//yfeD//relA//cysA//selB//yiaJ//cobS//galK//priB//yidE//phnP//pfkB//arnE//rarA//pgsA//tusD//pstS//tnaC//hisG//hisC//iscU//cspA//glnB//yihQ//efp//yfaE//lipA//ibaG//yneJ//mlaE//gluQ//
GO_0009453_4	hiuH//
GO_0009454_5	nudC//
GO_0009593_4	aroP//yfaU//
GO_0009597_5	trpA//
GO_0009605_3	yedX//nrfA//fimB//ydjJ//pheA//fadM//ariR//ybhI//rcnA//yghG//yieE//crfC//ibaG//gsiA//insA-2//nirB//ccmF//atpB//grpE//lsrG//yhjR//rplJ//ompG//mhpR//prkB//waaC//cspE//yggD//yegT//pepA//znuB//waaH//glgP//iscS//fadE//agaD//yadV//intZ//nusG//yhgF//azoR//yiiM//fimH//flgM//elaD//gntR//kdpC//ibsA//fucP//rbn//dfp//yciH//dacA//moaB//btuF//ybhF//rpnD//dnaT//yfaL//fecC//lon//hflK//wzc//pdeR//msrA//gapC//yjtD//hflD//rhaM//bssR//purN//yghG//holC//mhpC//yagG//dkgA//yhjG//
GO_0009607_3	adeD//tusB//livK//flgA//yedL//gltL//panE//oppA//fadH//priC//ykfI//ybiX//recF//icd//
GO_0009615_4	epd//nuoG//menD//yfbV//fabG//recT//ftsQ//frvA//erfK//holA//infC//sdhA//yggT//adk//
GO_0009628_3	atpE//lgoR//paaG//glpD//lpoB//nagZ//mukB//hprR//ilvL//idnK//paaZ//glsA//rpsK//pstA//dpiA//betA//fpr//yjbH//dgcQ//rpsO//ulaF//mdoG//nusG//sodA//ybiW//waaH//yecS//dgcE//yggD//rcsD//aaeA//ddpX//purA//rfaQ//btuC//ydeM//ybiJ//paaJ//gabT//dcd//ynfH//mepH//ilvE//proA//lsrA//gldA//clpX//opgE//dcuB//pabC//murJ//rplQ//hypT//yqiJ//cbpM//artM//bioD//yjhG//topB//hybB//bamE//ralR//ileS//surA//waaC//clpX//argT//cmk//kdpD//ubiH//bioD//gyrB//malF//mlaF//ygbL//malQ//hlyE//nirB//tonB//ydiB//fhuC//narL//gspI//panF//pdxH//gltX//yedL//murF//menC//thiG//dgcE//uhpA//hslO//torA//menD//yeeL//kefB//opgG//kup//ftsH//hcaB//alsB//nrdD//cynT//priB//ispF//sgrR//gltB//eutK//dcyD//kdpA//puuC//ybhP//ftnB//yiaJ//dhaL//sbcD//mepS//ilvC//yciH//rplM//surE//ibsA//uspE//dctR//yafQ//hcp//poxB//entB//ygcW//hybC//crl//lysS//rdgC//nanC//nrdA//secM//nrdE//rhaA//yceD//ycbV//wzc//hlyE//ldtC//citT//yhfK//gltK//aceF//umuD//nfi//agaS//fimG//mrcA//mgsA//feaR//gntU//argH//gor//cysD//creC//purC//ibsA//opgD//dgcJ//hybG//macB//nikR//deoA//dacD//rutD//frlA//cnu//uspF//dsdA//paaA//kgtP//pheS//ldcC//yfcV//qseB//paaH//hcaR//talB//gltK//rlmG//intA//modA//yfcQ//chpB//pinQ//glnL//yjhC//pabB//ybcJ//dhaK//yfdR//hokE//acnA//waaL//mutM//hofP//ybgP//yecS//tnaB//ydcZ//fepD//paaD//appB//argB//bioD//rhsD//frvB//rutF//yoaA//rbsB//rplN//sufD//osmC//iraM//pinQ//sdaB//iaaA//yceO//hdeB//ariR//amiB//brnQ//torC//mioC//codB//
GO_0009635_4	gnd//
GO_0009636_4	waaJ//ybiS//thiQ//mtlR//hypC//yggF//uspG//cynS//hiuH//yjcS//mglA//ykgO//rnlA//argI//sodA//yahN//yiaN//minE//ansB//atpB//tsx//soxS//ybhP//slt//pstS//fimD//yidA//puuA//arnD//nirB//ivbL//
GO_0009637_6	lepB//
GO_0009651_5	ycjU//ldrD//ygbL//priB//osmC//ynfF//
GO_0009653_3	agaA//
GO_0009696_4	gntU//
GO_0009697_5	adeQ//
GO_0009698_4	mlaF//
GO_0009712_6	truC//yaiV//ydfH//aroF//ychF//ulaR//rpnC//potG//hybC//sdhD//
GO_0009713_7	ycfJ//crr//ibsA//rfaH//mlaB//ygfZ//paaH//cdh//pflC//
GO_0009719_3	mutM//betT//yahD//
GO_0009730_5	kdpA//
GO_0009743_5	rnhA//
GO_0009785_5	recF//
GO_0009850_4	yjcO//xylG//upp//yfcR//yigB//narI//thrA//mrcA//galP//ypjD//lgt//guaD//ybaK//
GO_0009852_5	accB//gsiB//cobC//envY//rpmB//glgA//ugpE//uof//tar//lpxK//plsC//alsK//tynA//
GO_0009889_5	tpiA//cysB//yedF//phr//ynbD//bcr//ispH//glnB//emrK//lnt//accC//plsB//yegV//fadJ//katG//yieE//yrfG//yceK//phnL//rpiR//kdsD//mutT//uspG//ahr//torY//mgsA//rhaM//dnaB//yfdK//scpC//narX//ynbB//yqeF//ybaM//pspA//bluR//moaE//glyS//arsR//ycbV//ycbB//scpC//ptsI//entD//rdgC//alsB//ybiO//hdeD//tcyJ//ybdG//preA//rlmG//rpsA//poxB//fryB//mreB//hybA//rplD//nhaA//ybeY//crp//dgcF//torI//frvB//livF//pheM//livM//cysI//fkpB//tolA//frvR//dacA//rhmR//gcl//agaR//opgB//secD//cysI//pgsA//rayT//baeS//pgaB//pgaA//csdA//glgX//ydiO//mltC//yecS//secE//ydeI//arnT//rcnB//zapE//ydhJ//uxuA//gltS//frlR//ivbL//narI//ydhJ//sdaB//mpaA//murJ//bioD2//mtn//thiQ//galP//ldrB//queG//xapA//waaZ//frvA//rplQ//yiaB//flgH//uhpT//metC//yciK//arfA//mepA//purT//dppB//folM//tsf//rhaR//cspB//rplL//mdtB//fdoH//hscA//ybeY//gudP//murA//rlmA//kdgK//nanA//tusE//dcp//sapF//ivy//lsrC//ndh//lptE//prc//sufA//metC//zntA//aceK//alaE//lsrK//treB//pta//ybhD//ygaZ//paaZ//rsmF//thiG//atoB//rhaM//hflC//sgcE//tehA//btuF//rng//nrdI//yihI//menI//adiC//hrsA//mobA//cysP//iraM//yaiV//fhuD//yfcU//glpT//trpA//ydeI//dcuB//sapC//ygiN//glcF//pabA//hpf//pgi//yfcR//yijO//rof//mobA//nikB//elfG//fimB//ydeE//puuC//mdoG//rpsR//hcaF//rplD//yobA//torR//entB//hyi//lolD//ychF//ralR//srkA//ilvI//xapR//nudG//gmd//ydfD//umuC//ghoS//lysU//ygbL//malQ//ansB//lptD//afuC//upp//ftsH//yneE//agaI//fimF//tsaD//rpsR//radA//fepE//tsaE//wzyE//iscR//yciV//paoC//rsmE//ilvD//gcl//dgcN//nei//rimJ//ortT//fabD//tktB//recD//msbA//dinJ//mgtL//eutN//aspC//ivbL//ebgA//atpD//yigB//wcaC//ghrB//torY//nikA//ytfT//ycbV//baeS//guaD//thrB//rpoS//cyoA//azoR//nfsB//soxS//avtA//macB//ydcM//rffG//ybeF//curA//ppiC//cadA//ulaA//codA//leuE//waaS//pppA//ulaF//puuA//mnaT//yfhH//yihR//truC//caiF//yajL//fdrA//mrdB//cbeA//yahB//sbp//agaR//rhtA//cydA//crp//trpA//nsrR//dppC//entF//ymgF//mltA//yfbS//lysS//ybgP//fucP//moeB//yfjR//rluE//npr//mtlD//cpsG//gnsB//metE//epmC//xisR//
GO_0009890_6	nupC//sgcR//relB//metB//nfo//trpGD//mrdB//ppc//waaO//aroF//ihfB//fumA//pabA//recT//rsmJ//aroD//mmuM//polA//trg//bdcR//cmoA//mnmE//cutC//dsbB//lysU//cobU//ychF//murP//nrdR//speB//crl//thiL//yjhH//fepD//xylF//dmsC//lysS//torA//mepS//trxC//rzpR//ruvB//cspC//ulaG//phnL//kdgT//lsrA//ydiF//infC//yraJ//dnaQ//yqhD//frdA//lpp//fdhF//gmd//yfiF//lolC//pflB//nagE//glpB//elbB//ycgB//sohB//tadA//ssuC//dsbD//yehC//yedA//hisI//yrdA//rcnB//flgE//ydfD//yfdS//yodD//csgB//trpS//frdC//dsdC//perR//tus//yafE//opgH//yeeA//gntK//btuF//ychF//rluB//ebgR//pdxH//btuD//yciE//phnM//rsmF//appB//nimT//yadC//mreB//ydbK//carB//yhaV//rarA//thrL//ilvD//nikB//ptsG//garL//abgR//tyrR//insI1//btuE//carB//codA//rsmH//rsmD//ydiO//queF//moeA//uspG//yihI//
GO_0009891_6	nfi//tyrS//xylH//dkgA//elbB//livK//tatD//mltG//yddA//mcrB//borD//osmC//gmhB//gnsB//yneJ//rbn//paoC//cytR//csgF//waaA//ldtD//ddpX//ynhF//gabP//pdxA//kdgR//trmI//ydfH//glpC//atoS//fepC//gudD//yjgX//glvB//atpC//flgF//dtpA//ppsR//cynX//frc//opgB//fliS//mdtE//alsK//hofC//ahpC//yqiJ//hslR//dhaM//rsmC//tatE//thiG//pdxA//ybfE//ygiN//treF//yobF//solA//plsX//cheZ//nuoF//fhlA//ptsG//patZ//ycaN//psuT//thrA//ygbI//bsmA//uxuR//ubiH//yhbY//gudX//galR//waaG//adiA//rpsR//lnt//ycfL//rpsJ//gatD//feoC//ackA//
GO_0009892_5	ispA//ybjG//frwC//rbsC//rpnC//pstC//fepE//secG//mdtM//gntR//yecS//idnD//hemB//ygjK//yfgI//qseB//yrfG//waaH//mutM//fliT//gcvR//tusC//purU//malQ//tdk//purF//ybhD//cspG//mtr//rsmH//fdoI//phnK//insB-4//hicA//epmB//dgt//arsR//ccmD//cadA//ybaQ//ydjL//yfcF//malS//rmf//cueO//setC//flgH//hemF//acrZ//mreD//gcvR//yibT//ydcM//elaD//yfeD//dadA//aroF//yahK//zapA//nhaB//ynbC//nrdD//hemH//sdhE//ibpA//fruA//cmoB//hldE//ispG//gsiD//narK//yjtD//lrhA//pabB//cycA//nth//yajL//thiH//agaR//gutQ//lldD//mltC//oppA//yiiD//ycjU//gnd//insE-1//groL//hmp//ftsY//tsaE//citT//ybiS//fdnG//efeO//mntH//zntA//galE//dmsC//sgcR//rplM//tdcB//nanC//recC//ariR//rplT//cof//ybjL//hslJ//gstA//bepA//nirD//yidQ//yieF//flgK//tap//puuP//glcD//otsA//recQ//yidE//potC//uidR//menC//amiA//ribA//cpsG//frvA//crl//glxK//gshA//yddM//malG//yfeX//casE//slyD//scpB//dnaC//fdoG//nfuA//feaR//obgE//sgcB//rcsC//rzpD//infB//
GO_0009893_5	ydcS//bioD//yjjX//mlc//yebK//mtlD//fixA//fur//ilvA//napF//ibpB//yfbS//mdtJ//galE//murP//yfcV//acrD//rpoA//ydcM//ybjL//umuC//galM//recO//ycdY//hemB//priC//yfiC//aldA//yebK//chbF//ghoT//hipB//narK//sodA//elbB//thiI//ghoT//dam//fepE//fixA//rimM//fadL//hyaA//evgA//puuA//rpsJ//rarA//fimH//ygaV//ybiV//mobA//tcyP//kduD//cysD//arfA//fbp//thrB//gpr//garR//lysU//menB//rimP//eptA//infB//rlmD//menF//yigL//rpoH//selU//rpnB//barA//tatD//sad//mdfA//fur//tesB//codB//ynfL//ykgM//csdA//ypdB//thiH//phoU//yeeY//comR//yggP//ushA//yehC//gyrA//acpT//ydfH//arcB//uspC//lptB//dmsC//yjiR//hchA//acrR//iraD//
GO_0009894_5	ydfK//ccmG//entH//metN//acpT//acrR//yjjB//dinJ//hicA//insF-1//nagK//dnaE//cobU//ftsK//
GO_0009895_6	sfmD//cobS//nikE//minD//
GO_0009896_6	yciE//sufA//dnaE//
GO_0009966_5	efeO//
GO_0009968_6	atoC//
GO_0009970_6	rfaQ//zapA//yphD//
GO_0009972_10	uraA//
GO_0009991_4	rpe//puuR//garD//tsaD//iscA//rdgC//clpB//umuC//yicJ//cysD//ybiW//yejE//insI4//ycbX//ybcF//dcuS//tdcE//potE//flhD//recO//cysD//mltG//napB//hisQ//ampH//rsmF//cfa//nagZ//nuoE//gstA//mreC//clpS//asnC//degP//yghO//mntP//rne//yeiL//zitB//mntS//pstC//glpD//nagB//aroG//rluB//trmB//galM//uup//ccmD//citE//ybcM//gutM//yafC//ompW//araD//yfdC//adk//solA//gadW//phoU//gcd//msrQ//ykfI//
GO_0009992_5	pyrC//btuB//asnA//iraM//
GO_0010033_4	folM//kdgT//fdoI//yceK//hmp//rplP//yjhC//yfdO//yhjX//hemH//gsiD//diaA//narU//hofO//qseB//yhcD//feaB//livK//tomB//bglA//yahB//rayT//pcnB//thiM//pyrF//xanP//nanR//dhaK//nikE//oppB//mhpB//mscK//trkG//hypT//elaD//hmp//yahN//bamD//cynX//yggX//yiaL//rpsG//rffC//
GO_0010035_4	nudC//ribF//thiG//ydjK//abgR//yqgF//ompL//secA//fumB//yegS//yejE//rplQ//arnT//mdtK//chbF//yfaL//srlR//envC//argG//ibsA//rutE//dtpA//glrR//pdhR//yfgO//rhtB//alpA//dusB//cysD//cbl//ldtD//nlpI//rpsL//hcaR//yiiM//thrL//yphD//mltB//patZ//tehA//mdtE//fimE//potD//ribE//iap//flgJ//deoR//cheA//cynT//rpsM//fucP//mlaC//phoE//ydcP//yahF//ttdA//ydjE//tynA//rpoH//yjjV//dinJ//fhuF//eutN//hflK//gcvA//sxy//sapD//pfkB//mnaT//crp//entD//leuE//narH//lpxH//lgt//ilvN//
GO_0010038_5	murF//hcp//rfaB//deoD//lysA//psd//fepE//iscS//dkgB//dtpB//lpxH//exuT//cstA//fabA//aroF//ldtE//yhbX//mutS//gspF//ggt//rlmE//insI3//tdcD//nhaB//yciG//btuB//rplJ//rhaB//flgF//eptA//uof//folX//iscU//intE//obgE//mdtA//aceB//yjjX//pstA//thrC//tusA//rffT//hyaB//ybiI//mgsA//
GO_0010039_6	nuoN//sxy//nlpI//rlmE//proX//ybiW//ycdY//
GO_0010041_7	cbeA//yahO//xerD//narG//csiD//pcm//
GO_0010042_6	narI//yiaM//
GO_0010043_6	yfgO//fliD//sulA//fucA//gutM//oppA//
GO_0010045_6	gadC//fdhD//msrQ//
GO_0010106_6	metC//
GO_0010124_4	aidB//pheA//rpmG//ssuC//nimR//ynfH//gudD//hdeD//pheS//secE//nagE//rbsD//ybcF//
GO_0010133_7	yidZ//
GO_0010139_7	rnt//
GO_0010165_6	yneL//adeD//epmA//rpnD//eamB//rmf//fhuC//mdtN//iscX//citG//wbbK//nanT//torA//cysQ//rimJ//chbB//
GO_0010167_5	menD//yhjV//
GO_0010212_5	torI//bioA//yfcA//caiF//arnA//yfaE//srlA//ddpA//rlmH//rdgB//lon//yedP//menD//ubiH//treC//ydfK//cedA//yidE//psuT//rsmF//topB//yggF//plaP//yibH//nhaR//nlpE//sstT//elfA//
GO_0010226_6	tomB//
GO_0010243_5	patA//cra//acpT//rtcR//yeeO//emrY//birA//hypA//rhsD//yeeL//maeA//ibsE//ydeP//ssuD//yieL//ompA//
GO_0010269_5	cutC//
GO_0010272_6	murC//yajL//yjiR//ydaC//rhoL//ybhS//
GO_0010273_4	yeeJ//hpt//nrdB//ibsE//cheB//pheA//
GO_0010288_6	mdtF//
GO_0010312_3	zraS//
GO_0010332_6	phnJ//
GO_0010350_6	lyxK//flgB//
GO_0010438_6	minE//rzpR//yaaU//yggW//
GO_0010447_5	sufC//waaU//rbsC//cyoB//purN//dtd//yeaG//ydjJ//frwD//flgH//cyaY//mdoD//gabD//brnQ//gpt//zapA//yahN//arsC//cusF//sbcC//ynbC//
GO_0010466_7	yibF//rplW//
GO_0010468_6	lptA//rpiA//rpsJ//ulaA//pepD//clsA//solA//mlaF//lolC//fucK//dkgB//miaB//artJ//xapA//yjjV//ivbL//yjbG//msbA//marR//ubiE//slt//ybiT//hycA//yfcU//recX//ldtB//alaE//ydjL//gpmA//hisG//cas3//ydeP//glrR//rlmC//agaB//rlmM//nupC//pdeH//cytR//yneL//betI//rpoS//cysI//waaL//kduI//mdtC//glgS//citT//envZ//acrZ//nth//nusA//cnu//gntK//ycgV//gldA//rpmJ//dmlA//nirC//nirB//yihI//dcuB//ispH//ppsR//barA//pbpG//tsr//potB//nimR//dusB//csdE//ibsA//apaH//yfbU//hofO//priB//elbB//kdpF//gltD//lptE//sgrR//fiu//cbrC//suhB//dgt//cdsA//malP//dinB//kdgR//fruK//torY//garL//sgcX//entD//paaF//tbpA//fliM//pepD//gltS//yagF//pyrE//pyrF//proA//gadE//phnP//atpB//mliC//aaeB//tcyJ//sgcE//csgB//folX//yedP//cobU//puuR//elaB//tnaA//ggt//murG//rpe//cysD//yciH//dnaA//dgoA//flgK//yggE//panE//abgT//hemG//bamA//agaA//yjeH//tap//hupA//selD//ybdO//fimD//insH-6//ogt//ykgF//lpd//pntA//ptsI//agp//frlR//ftsQ//cpsG//phr//amiD//xanQ//bioH//sbmA//tatB//tgt//ycfH//cfa//crr//ybdZ//pepD//mnmG//purD//surA//fdhD//ppiD//araD//rhtA//ssuE//allS//macA//aldA//znuC//fkpB//rplA//caiF//queC//wzc//ibpA//nikC//gsiC//yieE//purL//bamE//cueR//acrR//hldE//flhD//cmk//rplT//ibaG//pgaC//tldD//rlmL//mpaA//yjiY//rraA//hofP//yeeL//yhjG//acnA//fimE//intE//glyS//purU//yihV//yehP//dctA//minC//nanK//rimJ//eutN//ycjD//rutC//pgpA//ynfE//yfdR//yciV//rluB//cytR//grcA//pspD//purU//nanK//cysQ//rpiB//setB//zur//rplN//cirA//pck//fkpA//insA-2//mdtN//yphF//waaJ//nagZ//rapZ//fumA//entF//ompC//ratA//aroA//rluB//gcvR//ynaI//rnlB//fdnG//ydaV//lpd//yhjG//yiaA//fabH//poxB//cysA//elaA//fdoH//ynbB//sdaB//metL//soxR//ydeE//ubiC//pyrH//lysR//evgS//tsgA//ybcQ//dosP//glnB//yjiY//proC//rluF//rcnB//wecE//ygfI//malY//puuB//yiaJ//coaA//pinR//ynjD//insH-6//ssuE//yidC//ycaO//recN//sdaA//betT//talB//gutQ//holD//ackA//mrcB//rraB//glpF//insI4//ycbU//dcm//umuD//rpe//idnO//hypE//dsbA//eutN//tsaB//holC//csrD//ychF//nrdH//pyrB//yphF//putP//cheZ//rluD//opgG//kdpE//selB//agaC//dmlR//
GO_0010498_6	recQ//
GO_0010501_7	afuC//nanR//waaS//bhsA//wcaC//ribF//nuoN//tehA//asnS//
GO_0010528_5	uof//
GO_0010556_6	nagA//ispG//nudB//yhaM//ygbL//grpE//prs//valS//acnB//ydiZ//zur//glcF//rplA//ubiF//eutB//moeA//hyi//dhaR//rzpD//ahr//norW//sufS//paaJ//pepN//ahr//rsfS//yjbB//queE//yfdO//dxr//thiG//yehP//oppC//csrD//phoE//aroC//yidA//glyA//hybB//livH//ssuC//actP//ycgB//kch//recC//map//evgS//ygeR//arcB//ybcL//glxR//puuD//rfaD//rffT//soxR//hisH//maa//curA//dcyD//mscS//tehA//tesB//mepM//yehX//metG//murA//rclC//appY//selD//nuoI//phoA//waaJ//ybdO//yiaT//paaC//pdeK//dgoR//fabZ//yhbO//ybbY//sgbE//ybeF//lhr//ydeO//ydiV//rplM//fepC//yieL//fumB//lpxH//torI//kdgR//ygeA//yjhC//dtpB//mioC//mutY//mlaB//tynA//mdh//tufB//sad//mgtL//sgbE//thiL//napA//rimM//cmoM//rluA//sapB//mog//wza//speC//rluB//glnK//yihP//arnA//dgcN//chbB//rsmG//yihP//ptsI//rpsM//mutY//metF//holE//ccmE//ybfE//ybiS//yebG//rlmL//yjhH//umpH//guaB//yidP//mgrB//rhaR//xerC//ygfX//tyrB//rnt//sugE//tmk//wzc//yhaC//evgS//mgsA//btuE//hokB//ulaA//hyfR//phnM//recX//glnS//cusR//azoR//bdcA//agaS//ybjG//yibH//ytfE//ycbX//uxaC//ybiV//ygcO//ubiA//hofM//nrdD//ydfK//yhbY//envR//nanT//pgl//smpB//ldrB//umpG//mazG//proV//yjjB//hicB//glpC//setC//patD//ftsL//hisF//araE//ftsW//amtB//dcuD//idnD//amiD//rclC//rlmN//paaA//rpsP//rmf//galK//ung//dtpC//yddM//mltG//aspA//tsx//osmE//chpS//fadA//yihX//galK//lapB//lysR//yciV//dmlA//yifB//ybcM//yqgF//gmd//ygjH//pphA//pnp//menB//fruK//rfaD//gatA//sfsB//ompF//rcnR//hchA//potF//pyrH//potE//groS//dinD//fes//appA//kdsB//rplI//yciK//yadN//yehB//rmuC//ybeQ//ispU//csiR//rhaR//truA//pyrD//lpxD//hyfC//hdeD//ptsP//dcuB//agaV//flhA//dgcF//wcaJ//gpr//rpsQ//gmk//gloB//yeeJ//cyoB//glsB//ghxP//rbsR//serB//acpT//idnO//groS//tdcG//ypjD//sfsA//murE//abgR//kup//thiQ//tabA//hyfA//pncB//argA//rpsK//osmC//mdh//aroE//aaeB//mltG//ilvB//frvR//phnC//rpsL//nagZ//glyA//ftsA//lgt//yaiW//ribE//nsrR//apaH//surE//xanP//malK//lptF//glnS//apt//sdhB//udk//glpB//yihV//arnE//nrdB//bacA//torR//pabC//
GO_0010557_7	cnu//yehB//mdtM//ynaE//yrfG//ackA//fepE//rsmH//yddL//hdfR//paoC//ybhP//casB//malS//dgcN//hemG//yraN//fabZ//atpA//tap//appB//ybhG//argD//glrK//xylG//thiH//acrZ//fliD//hemF//aroE//ycbX//mazG//pdeK//lnt//fes//ydbK//ttdA//gntP//kilR//nanK//yidD//gluQ//glmM//ybgQ//sodA//csdA//sodC//sdhB//lexA//gatZ//aroD//yadG//ycgV//nfo//iraP//yihI//phoU//yedP//elfG//slt//fdhD//waaB//waaA//alaE//mog//ddpX//rpsJ//rihA//prc//kduD//bioB//ptsP//dfp//lspA//truC//arnA//msrQ//acrD//nrfF//diaA//yddA//ygfZ//
GO_0010558_7	ddpA//puuB//frdC//livG//adhP//ychH//yhcN//ispU//waaP//hscA//add//phnM//ybiT//gadE//rplJ//ubiE//fliZ//rhaA//yraN//metI//nrdA//amiD//gatA//pbpC//skp//scpC//folM//mraZ//panZ//fecA//lnt//rdgB//ybgQ//sbp//gadB//dnaC//aphA//yedL//higA//nei//proC//ybiY//ydeE//fnr//tsaC//yfjR//nrfE//argO//livH//pgm//yegD//groL//ydiQ//nikB//rfaB//phoQ//rppH//pepT//lysA//torC//polA//eutD//clcB//narP//dinB//yafO//nikE//mepS//ulaB//cobU//tktB//ftsQ//mreB//yfeW//wzzB//ftsL//avtA//yebC//mutL//narI//sufE//betT//narP//ydjK//mtnN//mtgA//bglB//paaH//gloC//dicB//fdnH//zraR//yhaC//fruK//mqsR//yccA//sgbE//yihX//plsB//yfcP//paaA//puuB//mug//menC//rcsB//pgl//ibsC//paaK//ftsI//hofM//menB//acnA//ccmC//mnmE//fdhF//intF//yiaA//yfeR//panZ//opgH//
GO_0010562_7	csgE//waaO//
GO_0010563_7	bdm//cvrA//
GO_0010564_6	ibsD//xerD//gntP//yafN//rdgC//
GO_0010565_6	tdk//purD//opgB//puuP//fliG//rlpA//
