#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	map//yihV//trpR//yqjI//
GO_0009889_5	baeR//fabI//nhaA//mdtG//pmbA//yjiA//sbp//dnaC//dtpC//murJ//ydcP//yebZ//bioB//ftsK//mtn//galT//fepG//mutL//rluD//rplY//hscC//aroG//fucP//ydcT//sdhC//kdsB//atpH//yahB//tpx//alaS//ugd//nemA//chbG//eptA//waaQ//galK//rbsC//yeaK//dhaM//yfgI//grpE//rutF//dinG//yfjV//ybfE//fbp//yajO//xthA//cbtA//gshB//arnD//narK//ydcT//araF//sapD//sgcE//glpR//yhdZ//yfbU//tsf//psuT//metQ//plsX//arnT//katE//glnA//ihfB//yehU//trpGD//yhjA//ppk//pyrH//hybG//nanC//relE//smpB//fcl//adk//aroK//ybcJ//yihR//surE//erpA//tpiA//lexA//hycI//galR//araB//hisD//lptG//ydfK//rhaD//ulaR//yhiM//yihI//galE//ogrK//dnaK//torZ//lplT//cobB//lnt//ygfA//ribB//rpsT//dmsC//yafQ//folC//gspF//pgl//ybjC//sucB//nac//msrB//fadE//srlR//manZ//yjjG//fis//hemA//yibH//mhpC//ycdX//iscX//yobF//ulaR//mdtL//aroK//mutT//udk//yphC//holB//artI//ybjX//exuR//moeB//ibaG//ubiH//moeB//mnmA//mntR//tolQ//allB//metC//yaiV//kch//rhaR//znuB//gloB//waaG//uxaA//entA//eptB//hisM//hipA//rlmC//ybiI//paaK//yfaX//yraN//yehA//tufB//yeaV//thiG//frmR//glvC//mug//bamB//gspE//rhtC//zapA//hupB//sanA//pgpC//ybcL//arsR//eutN//crcB//pnp//hycA//mltD//spy//torY//gsiC//creC//tusD//cysQ//queE//ybeF//dinI//hslO//katG//pspG//ymgC//araH//casA//ppsR//yjiM//artQ//rutF//xanQ//ydeE//ytfT//xdhB//gspI//phnK//secD//patD//nirB//rffG//yiaF//artQ//mdtK//nepI//patZ//ligB//fhuC//leuD//thrA//cadB//kefF//fdnI//hslU//ssuA//fucI//dppC//hflD//ftsE//leuO//astC//rpsP//nudG//ycdX//yecS//comR//ymgF//fadL//murG//sugE//yihR//uhpC//argG//ybiY//mhpA//dsbB//ilvE//apt//dusB//znuB//yhdZ//torZ//yhbS//patD//dppA//yajL//dld//ddlB//trxA//yihI//araH//alsC//dppB//clpB//mngB//ybiH//shiA//cho//surE//exbB//gcvP//pheT//rsgA//alpA//ileS//puuD//eno//dsdC//yedA//aaeR//frlC//thrB//mrdA//mzrA//nhaB//yhgF//ycjW//rseC//thrS//rhsD//yedL//bfr//sbmA//csdE//crfC//potA//elfA//cspI//yjhG//yiiE//dedD//yfcQ//yrbG//yebK//frc//pdeR//tyrS//hcaT//trkH//ppx//rpmH//yjjV//fliT//clcA//dinG//yfcA//nrdR//
GO_0009890_6	uspE//ydeI//cysM//rrrQ//rnlB//trmO//iraD//thiQ//mdtF//alsC//rtcB//sufS//pldB//yidA//ulaR//yqjI//rplF//mdh//apt//yjbH//uacT//waaQ//hdeB//selD//ybeF//hemH//dtd//rpsP//argH//purF//mtlD//rpnA//dcm//rutD//sdaC//pdeR//valS//fumC//dtpD//ompT//uacT//kdgK//ydcS//hupA//ybaT//yjhI//sgcB//sgbU//frvR//iraM//ccmE//rclB//nuoI//moeA//yghB//glcD//clpB//malQ//hscC//tpiA//flgA//sgcE//xdhB//fhuB//decR//guaA//ftsA//yoeE//argR//panD//tdh//metF//fliM//mipA//ebgR//csrD//satP//yhjV//yoaB//melA//phoE//chiP//lolE//fnr//gcvT//trpGD//cheZ//psuG//garK//nusA//rutB//hlyE//rpmC//glnS//pfkA//waaQ//uxuB//glyA//ccmA//arsB//ynhF//trkG//speD//crcB//tesB//glyS//zraR//hipA//argB//flgM//priB//serA//yagU//csgF//hypC//lpd//purB//arnE//chiP//ptsN//gltS//
GO_0009891_6	cynS//yciA//fecD//yjiX//tufA//frdB//abgB//selU//ftsW//eutN//corA//mhpR//cca//pdxA//mngR//ydeE//uspC//zraR//ybgP//yjcS//sucA//yjjU//fetB//trpL//ansB//ttdA//putP//lsrK//yceO//ybfA//adeP//ygaZ//glpF//ygjH//sgcB//gppA//nhaB//rhaB//asnB//arnD//xylB//ribB//ldcA//rarA//feaB//fliL//metC//tnaC//mutT//proB//yhcN//elfD//srlB//miaA//aroB//adeP//yahI//ypjD//ccmE//curA//argI//yeiE//araD//ibaG//recN//lpxH//tcyP//rhaT//tar//trpL//efp//entE//livF//rrrQ//msrQ//matP//pgpA//ykgM//trxA//paaX//menA//thrC//sdaB//
GO_0009892_5	carA//hdhA//bcsA//rplJ//dgcQ//baeR//frsA//phoA//murD//dapF//yoeB//murE//htpX//rclC//ydbD//dnaK//kduI//dctR//ttdA//nrfA//roxA//etp//dnaJ//pliG//pitA//thiM//dhaR//rnb//tamB//ycfL//cytR//envY//metQ//fau//setB//ycbX//xdhB//narL//hcaB//bioD2//dsbD//insI4//entS//der//dgoT//yieH//yehT//hipA//azoR//ycbV//kdpB//lptC//shiA//ansA//speF//priB//cadC//cytR//potD//hpf//ompF//norR//yneL//thiG//rfaQ//ribC//yidZ//rlmL//zapE//eamA//thiM//yddM//mscK//waaQ//gadA//yagU//bssS//pdeD//yedF//rnb//ftnA//alaC//yadC//aidB//gcvT//dgkA//mfd//mglB//katE//mlaE//ygfA//mntH//avtA//hda//cbl//hicA//fadA//soxR//ggt//yadN//dsbA//pepN//yggW//fhlA//sapB//cspA//narP//rfaC//nfsB//ycdX//lgoT//cobU//ubiE//prfA//abgT//murF//gstB//ispA//hycA//yqeG//ldhA//fkpB//insE-1//narI//ssuA//torR//gspJ//rimM//ghoT//frsA//treR//prkB//appY//ddpX//soxS//fimC//gatZ//ecpR//rseB//ispU//entF//pta//mntH//cpxP//lacZ//yaaA//
GO_0009893_5	casB//hcaF//nuoM//sthA//lipA//hofP//bioA//nrdG//pheM//secF//gcvP//glrK//cobT//yafN//clsB//mscK//gcvA//yacG//bglX//casE//glnQ//dicB//tsf//ampH//pheS//fliD//fucK//araF//yabI//sdiA//rnhA//yecS//glnP//tynA//yiaO//endA//moaD//rarA//adk//mdtJ//maoP//insK//purA//ycgV//slyD//yhjG//uhpB//dcuD//lsrR//murF//sgrT//insF-1//dcp//arsC//surA//glpB//amtB//ybcQ//aspC//rplJ//ftnB//syd//galF//glgC//truA//dtpB//ynfK//rutC//ybaO//galR//ydcT//tdcE//yhhZ//rcsD//ugpE//yfeX//htpG//kefC//dhaR//proP//gltB//btuE//lysS//ygiN//rsmD//hxpA//hypB//yehB//araG//waaA//puuA//btuE//rplD//ahr//secB//truA//puuC//rffC//yqgF//
GO_0009894_5	sucB//wcaJ//lysS//lpxL//fetB//yajD//hsdM//rplW//nagK//syd//yiaJ//ybgI//dhaM//yecS//
GO_0009895_6	nupC//glyA//recC//yqjH//
GO_0009896_6	caiF//ymjB//rfe//
GO_0009966_5	waaF//
GO_0009968_6	rodZ//
GO_0009970_6	rfaE//zinT//lgoR//
GO_0009972_10	dnaB//
GO_0009991_4	fimE//ccmD//sxy//higA//ydhC//pbpC//hypF//xylF//dgoR//fabR//thiL//prmB//yiiE//ubiE//yfiC//ompR//cysM//yeaD//tamA//aroD//ybdM//dmlR//aroP//yehW//pyrB//pflB//malP//phnN//aroG//rlmE//idi//mdtN//rna//thrA//pyrG//tauD//kdsA//cusB//atoS//abgT//yhbO//metF//ycbV//gatA//tktA//fumC//ychF//uhpA//rppH//ydiP//aas//mutM//rplB//rlmM//ydcO//ghoS//treF//chbF//dacB//yqiH//fadM//iclR//rlmI//
GO_0009992_5	yieH//thrA//yjjQ//ydjM//
GO_0010033_4	chpB//lpxT//lpxB//pdeF//dgoT//uvrD//dgoT//fecB//bamB//yqiH//ompT//gshB//ispB//ispG//ptsI//ybjG//yieF//waaA//mazG//sgcC//arnA//betT//rpmE//glnL//ftsL//yebC//asnS//ychH//rseC//dmlA//araE//rhaS//gph//rpsE//yibT//glcB//yjiX//argE//sufS//ybhI//ftsW//pykF//dnaK//
GO_0010035_4	ttcA//glsA2//hisF//uxuR//sdhB//kduI//hflC//nrdG//paaX//ushA//ytfE//glpC//yhhT//sfsB//hicB//intF//ygbM//yhbX//fliL//bamC//tktA//glcA//ugpA//flgI//phr//hprS//cbrA//yjjB//puuC//scpC//recJ//yphC//araF//yddG//ypdI//rluA//clpA//rlmG//ycgR//insB-2//cheA//psuG//zinT//dsbG//yciH//yjjG//rfaC//mgtL//modC//pyrL//endA//ynfH//cadA//ppk//ppk//intE//insE-1//yjhG//oppD//nanC//acpS//dacB//dsbA//exbB//hicA//yiiM//aphA//ldrA//rbsB//acrF//yhaC//murR//yhjR//ccmF//ybjD//puuE//
GO_0010038_5	hypB//glvC//araH//plaP//modC//yhcH//ssuD//chpB//infC//fieF//zraR//yacG//thiM//galT//rplW//acrE//bipA//osmY//torY//yehW//hscC//arcC//cheA//yiaU//wzc//yghU//rbsC//rplA//mdoD//flgD//yghO//ubiX//uvrD//rpmJ//rpmE//ypjD//yadI//argT//fes//glcC//kdsB//hflD//mraY//yedA//gph//
GO_0010039_6	ybcL//glsB//rdgC//tolB//rpsH//srlE//ghrB//
GO_0010041_7	wzzE//rpe//ybbN//fepC//recF//leuA//
GO_0010042_6	aroE//recC//
GO_0010043_6	yfdS//insI-1//btuF//holB//ybaL//gstA//
GO_0010045_6	rdgB//hycA//cysA//
GO_0010106_6	paaB//
GO_0010124_4	glnS//ymgF//caiT//dinG//nadE//alr//caiE//hokB//csgD//moaE//rpsE//nagD//garL//
GO_0010133_7	dadA//
GO_0010139_7	ftsQ//
GO_0010165_6	add//kdpB//ligA//rne//intQ//frdC//fimG//glpF//fklB//ybaE//flgD//rclR//fumB//yidE//yhgF//hcaE//
GO_0010167_5	manZ//insI-2//
GO_0010212_5	yciH//queE//murF//nfi//flgE//chaC//arnB//aphA//ogt//patZ//ybeF//intS//srkA//leuS//eco//rpsA//yhhT//rbn//sucB//aqpZ//dcuC//rpnA//kch//rof//fliG//gstA//glpK//yaiP//
GO_0010226_6	yehA//
GO_0010243_5	dcm//pinR//flgI//caiB//yjiY//dnaQ//gspF//uvrD//rplE//lapB//bolA//nupG//puuD//fucP//rpe//glnH//
GO_0010269_5	yedA//
GO_0010272_6	pfkA//yafC//nuoF//yqiH//yfdC//umuD//
GO_0010273_4	insI4//dsbC//mhpC//mscM//ydjE//ilvA//
GO_0010288_6	clpX//
GO_0010312_3	polA//
GO_0010332_6	rpsN//
GO_0010350_6	opgG//entF//
GO_0010438_6	ispG//recG//yqaE//ompN//
GO_0010447_5	tcyJ//rluA//fhuD//fdhF//dkgA//acpP//proP//ynfK//mnmA//deoB//hofO//rpiR//yaaY//recJ//ygeX//yeiG//menA//hfq//prpR//sfsA//yihS//
GO_0010466_7	thiQ//rhtB//
GO_0010468_6	mdh//rhmD//bacA//glpR//rarA//ybfE//pflC//csgE//rluD//ugpA//eno//mscM//pntB//rplN//cydD//glpK//yejF//murD//cas1//ghrB//idnT//potI//yqaA//ybcF//mngA//yfeW//nrdA//yhjR//tdcE//dctA//appC//nrdG//tolQ//ytfE//narG//katG//yidH//pepN//bacA//pgaA//prc//ligB//bioC//ftsB//dacA//yihX//rpsQ//yagU//recX//uspE//nmpC//recG//fkpB//torA//coaE//nagZ//rplQ//ravA//frwD//cysZ//ilvC//cobT//rmf//iscU//dnaQ//alsA//recG//degS//paaA//yafN//betT//lgoT//artM//ubiC//ydeT//yggX//lpp//ndh//iaaA//dtpC//nanR//lysR//lpxC//lgoT//umuC//rhtC//bepA//waaQ//aroH//cysI//yaaJ//cysA//nudC//relA//crl//menI//rdgC//betT//ydjJ//gpmM//ndh//guaC//napD//frvA//mipA//tus//alsB//mfd//sbmC//abpA//cpdA//rpnD//ugd//garR//fkpA//aspC//yjbG//cyoD//yhbQ//rna//yphD//stpA//livG//livM//oxyR//sdhD//murR//yidA//ydbD//pyrL//rhmD//pflB//recG//ygaV//fhuC//yneJ//fimI//phoE//setA//ansA//dacA//ruvA//yhgF//nrfD//apt//flgE//mntR//ybjL//yheT//yjcS//yhjV//yefM//rbsC//cysI//clcB//setC//pntA//hcp//insA-1//ulaG//speF//yafC//ycaN//mqsA//hprS//flgM//lolD//chpB//manZ//creB//frwD//atoS//nikC//macB//katG//tktB//prfB//emrE//evgS//pgaA//pstC//dgt//yghW//glmS//sgcC//yiaN//xisR//hisH//yeiL//gadC//ogt//idnK//gcl//polB//ydjE//hofN//bfr//cvpA//hcaT//rssB//uspC//sgcA//umuC//gsiB//dcuR//mioC//mazG//betT//tdcE//bioD//mdtI//pgaD//rplA//lgt//lptF//tabA//hexR//rzpR//ybiY//sgcR//minD//ybcF//malS//yahD//ycaO//gadC//pheS//arcC//rdgC//ubiC//nrdE//adeD//livK//kdgK//hinT//sfmC//ibsC//ptsH//yeaG//ymdB//tolR//rpsO//thrS//rppH//pitA//gmd//yjhC//focA//ddpX//ycfS//yhjC//fadB//recJ//xdhB//dsdA//betA//crr//degP//sucD//napC//rph//ahpC//bsmA//rutG//rbsK//sbp//leuA//uraA//codA//ispA//nrdI//murD//uxaB//shoB//ortT//priC//waaP//rnd//yoaB//ftsL//wrbA//nuoH//rsmA//lysP//holD//osmF//rpmB//hemB//ybdM//prs//rlmD//queG//hfq//yhdX//zapA//mug//afuC//dctR//yacG//dcm//yggE//envY//rutE//metL//kdsD//ybcQ//ydeI//slyA//cspI//dicA//yabI//rsgA//gmhB//pgaA//pgsA//sfmC//agaR//relB//
GO_0010498_6	pgpC//
GO_0010501_7	dnaG//insI-1//yjaZ//rfaG//spy//agaW//flgB//yjiA//mltA//
GO_0010528_5	rutA//
GO_0010556_6	fepA//rlmG//uhpA//dgcZ//chbB//hybO//pyrE//ugpB//yfcU//sodC//fdrA//agp//ushA//lsrD//trpR//rimM//moaB//ldtA//rof//infC//recD//fixA//yfiF//hypD//yiiM//hypF//yihT//cpsB//speC//codA//rlmJ//ddpA//ydcZ//mtlR//treB//yebG//rmuC//yahF//cho//adhE//rrrD//ompC//cmk//metC//hcaF//yjhG//radD//yqeG//arsR//rfaE//mmuM//yifB//rbbA//cirA//ydcM//spy//yojI//tolQ//pheT//spy//kduD//agaV//ompR//yjbG//yqjH//adeP//csiR//dgcE//xanQ//grcA//arcA//atoS//fur//hofQ//ydcP//hyfC//tdcE//hipB//prc//ddpX//sppA//yeeJ//rpsL//yqhC//cheB//yjhP//ymfK//potI//nupG//nrdG//dnaC//nikR//atpA//yiaO//ldtA//blr//rbsC//kilR//ompG//tdcF//ccmC//wzb//ccmC//tar//rpsR//dnaA//ccmD//hisG//leuB//uvrD//wecA//rpmG//gutM//prmC//pncB//yihV//yneE//dnaC//ybhP//macB//citG//hscA//pinR//hexR//nikC//yebS//csdA//ytfE//nanC//napB//ttcA//ymdB//ybbY//yjaZ//ybeY//sapF//hprR//xylF//ybhI//kdsC//lolB//malG//ldtA//yjjU//xanQ//frsA//marR//agaV//gcvP//suhB//rseC//hpt//panF//ltaE//yqiH//yjiQ//cobS//yccX//ldtC//yijE//yadV//ycjP//rpoS//rsmI//gpmA//yciT//yodD//actP//yaaA//malI//pta//proB//sxy//yggW//garK//ralR//tar//emrD//rlmC//gltL//lolA//ybjG//yahO//atpC//mtlA//dgoK//fruK//ydiK//pdxA//yhdH//ais//mngA//ppiC//exuT//frlC//glmU//rlmL//umuC//ycdX//hdeB//fkpB//acpT//cycA//rnd//hipA//yccX//ascF//msrA//trg//hyaC//skp//oppA//glnB//prpC//ynhG//suhB//dedD//phoE//mglC//glpK//gabT//yojI//ygdG//ygbI//ispA//gyrA//ecpR//nupC//yhgF//recD//setC//emrB//hcaT//exuT//yhfS//yeiE//mglB//pcnB//ymfK//yagE//insF-1//plaP//frlR//lptD//pyrC//ulaC//hofO//ralR//aldA//hipB//agaV//gatZ//flgG//fliS//thiM//rluB//tolQ//ldrB//fhuF//yfdC//xapB//dnaX//paaG//hisI//mhpA//ugpB//rrrD//dnaA//rfaF//yceD//ydiV//cusF//mdtL//yfiE//bsmA//bssR//yihQ//acnB//rsmH//ulaF//paoC//ttdA//ybjD//glpC//gatD//lgt//frmR//argK//ydeO//ligA//pyrB//hxpB//malI//rsuA//rsfS//fetB//ihfA//ybiO//arnB//trg//casE//yaaJ//modB//tdcD//selB//yafS//degP//mngB//hycA//adeQ//yohC//sapD//
GO_0010557_7	metN//sfmH//kdpA//hrpA//iclR//dfp//lptD//galS//thrC//parC//dppD//tehB//spoT//cysU//yfdR//ccmD//wbbK//kbaY//panZ//glnA//treC//pspC//hcaC//rfaQ//dgcJ//hprS//deoC//yjhG//ivbL//mdaB//serC//deoB//rpoE//gnd//metE//yibA//speG//ribB//ybcJ//katG//pabB//mtfA//aroG//nagB//lolE//purN//uxaC//trxA//sdhD//csiD//sdhD//ytfQ//deoB//gadB//phoU//gcvA//pdxA//slyA//rpsP//ymgF//alsC//yibF//putP//ompC//yhdH//rplB//yejB//eamB//ompL//rdgB//yehX//icd//ynbB//rmuC//frlC//ybcQ//ydaV//ycfL//gspF//mltG//lsrA//aslB//
GO_0010558_7	sbp//setB//nrfA//rclA//gsiD//mntP//parC//ycaO//rihB//gpp//ybhF//insA-1//abgA//puuP//cadB//lpxH//frlC//waaO//pheP//crp//tusD//yqeG//acpT//ftsH//symE//truD//nfsB//wzb//gph//hisF//yggE//cyoB//slyA//ppiC//mtr//insA-2//dinI//pgaA//thiG//prfA//rihA//chpB//putA//trkH//rlmM//dppB//argG//zupT//uhpC//apaH//ygeR//betI//fcl//trmO//chbB//yhaV//prpR//setC//speD//fadB//hisD//abpA//aqpZ//idnO//oxyR//ssuD//rplK//glcA//yiiE//fpr//mtlD//rihA//fryC//recB//pstA//csgF//ydeT//hyaB//wzyE//ydjM//fruK//hycB//fadI//murB//entD//trmA//acpT//nhaB//yfaL//dgcM//treC//rplS//asnC//xapR//rnr//cadB//rlmC//caiD//ybfA//ygcW//trkH//tolQ//cysU//tsr//fabD//rbsC//ptsN//cusC//ghxQ//yddA//yddA//speD//bglF//xerC//rluA//glgP//sugE//yhjR//mepS//yidZ//
GO_0010562_7	casE//idnD//
GO_0010563_7	soxR//atpA//
GO_0010564_6	ghoS//ppiA//mzrA//bacA//hflC//
GO_0010565_6	pinE//araB//yfaL//yabI//ycfS//dsbD//
GO_0010604_6	murR//plaP//talB//rplL//yneL//lpxH//yeiE//cysM//galP//opgH//modB//rpsG//caiF//csgB//ruvA//tyrB//dtpC//melR//tyrR//rsmF//bglX//ompN//betB//flhA//dcuR//rplQ//leuS//lpp//gloA//yfaX//glsB//nikA//idnO//tqsA//tcyP//clpP//ybiV//cpdB//mtlD//rpsE//yqcG//potH//pflC//uvrA//era//emrB//frlB//purB//rplR//uxaA//argK//eptB//yggT//sgcE//selD//yqiJ//mtn//panC//ulaC//tsr//pheT//aroA//ddpA//mppA//tusA//flgJ//yiaN//higA//tdcD//torI//murC//malX//holD//dhaR//dpiB//fimG//selB//ypdA//tyrR//gppA//fadI//udk//frmA//gor//rlmN//rpsK//epd//ynfK//glgS//hypC//mutY//yhbY//yfcV//
GO_0010605_6	yagJ//oppF//cobS//cdsA//pabB//tatD//pitA//ygeA//metE//scpC//potA//purL//frlA//ascG//icd//lepA//sfmF//rpoA//rimO//uhpA//znuC//yjjG//nfi//gadC//ribA//arnB//rsmC//ybcC//yraK//zitB//rffM//fepE//trpD//sbp//dtpD//rplT//nlpE//mlaC//cysP//rpsS//yraN//hisP//lolB//pdhR//ygcR//gpt//prmC//yegV//yijE//hemG//ppc//artQ//dnaB//ibsA//gfcE//ydbK//mocA//argP//murI//mglA//uhpB//yciG//fsr//ptsP//iraD//ariR//sxy//aroP//mdaB//bluR//galK//rsmH//torY//yraK//elfC//ldrA//pheS//flgG//infC//tsf//gatB//napB//zwf//dsdX//cra//secB//rbsK//tnaB//yehD//aroL//groS//psuG//frvR//mreC//phnK//glpT//ynaI//yehC//hisH//rfaF//kdsC//ycaO//yjhP//thiI//secA//truC//hcaT//preT//mdtI//cbrA//yahD//dnaJ//gpmM//wzzE//dgcF//tauA//uup//bssS//ldtE//aspC//crr//minD//tnaB//sfsB//yahK//agp//cspG//chaC//norR//idnT//tilS//yjjX//ygeW//yiaU//iaaA//ftsH//mgsA//ydeE//nepI//rutD//ybhR//holC//yedP//ascB//
GO_0010608_7	nrfG//dsdA//tyrS//holD//ampH//sucD//cas3//ycjY//paaC//ftnB//ampG//sgcA//fdnH//nlpA//rplA//sixA//cyoB//sgbH//araC//ccmG//yjeI//bioH//yhjB//nagB//metN//parC//ygiS//dsbG//ppsR//gcvR//dgcQ//yaaU//msrP//alsK//ccmA//acpS//nrfB//ccmH//perR//setB//gppA//trmD//hemF//yihI//
GO_0010628_7	leuS//ddlB//paaA//pyrD//fetA//abpA//purF//ycfH//yaaY//appA//glnK//garL//betT//potI//betB//modC//ispF//ygiW//paaX//iscS//menB//argR//yfdO//ydcS//cycA//ispG//bglJ//ybaO//atpC//yjfF//kdpE//ybgI//malG//ypjD//fis//pmbA//nfi//mazG//adeD//bacA//rffH//dacC//galM//nirB//prc//csiD//gdhA//sspA//cbl//tolR//menH//rfaC//araE//gudX//pgaA//ansA//nlpA//hyi//yciH//pstS//rpmE//pgaA//frdD//yajD//agp//yraJ//kdsD//leuB//ybjD//dgkA//purN//sanA//fixC//panZ//fecA//seqA//rpsR//fabH//ybiO//rpsL//metE//fdoG//ubiE//
GO_0010629_7	yhcD//minC//prfC//murP//sapB//yjbG//gatC//yebC//ppsR//narZ//rlmN//truA//cbl//nikR//wcaB//hicA//ynhG//hycI//ydjM//yciT//ibsE//yahD//zwf//rbsD//cas1//ptsN//rluB//tsaC//dcuD//dgoA//marA//rimP//ybhP//alsA//arcC//recJ//ydhJ//yehC//rlmJ//yojI//nrfD//add//amyA//mhpR//rdgC//msrQ//melA//uvrY//rpnD//sgcE//hdeA//cheZ//rffH//proA//narQ//fadA//gloB//ppsA//focA//sspB//dmsA//zapD//gntT//dapD//lepA//rhtB//ldtE//deoB//selD//gcvT//rhmR//priA//aroC//hybB//allB//yggE//tusE//rpsJ//grpE//tauB//cysH//argD//ygbM//gspF//afuC//ybiA//waaL//ulaB//yraH//paaF//btuC//yhcN//rayT//cyaA//perR//rhlE//elfD//cusS//znuB//chaA//hdeD//dtd//pgaC//endA//yqaB//ybiI//katG//ydiO//focA//mreD//rlmC//rpmG//csgD//prfA//sufE//rpiA//rsmE//cysQ//agaR//hlyE//yfgO//minD//fkpB//aroD//phnG//phoA//rcnB//ttdT//
GO_0010638_7	dsbC//deoA//
GO_0010639_7	cheY//ycdX//rppH//
GO_0010646_5	sdhA//
GO_0010648_6	yfcR//
GO_0010675_6	rpnB//gsiD//lptA//cobC//ompW//paaC//
GO_0010676_7	hfq//hybE//
GO_0010677_7	hdfR//
GO_0010699_4	mrcB//rpsI//
GO_0010810_5	galR//mdtJ//
GO_0010817_4	lgt//intS//pckA//ygcO//fadK//yigB//ycfS//yghO//queA//tisB//sppA//rplP//hisB//ispG//
GO_0010827_7	yebK//
GO_0010829_7	narJ//
GO_0010876_4	paaD//
GO_0010906_6	dacB//pstS//
GO_0010907_7	mqsR//
GO_0010911_5	hsrA//insK//glcF//
GO_0010921_6	tolC//yfaX//fhuF//clpS//
GO_0010941_5	diaA//
GO_0010948_7	cpsG//pepN//
GO_0010951_8	dxs//hisD//
GO_0010962_7	secE//tcyJ//
GO_0010966_8	bluF//
GO_0010967_6	tatA//
GO_0010974_7	modA//
GO_0012501_4	ybbN//baeR//yihO//xylE//cynX//panF//nikB//yifB//ydiQ//napC//ypdB//msrC//potC//
GO_0014070_5	tcdA//gyrB//
GO_0015031_5	yggX//kch//ycgR//hyaC//ybdZ//nmpC//uxaB//selD//rpsN//chbF//lnt//mgtA//yfaV//ompF//pth//rbsB//evgA//kdgT//amyA//entS//pflC//alsB//mtlA//yceK//grcA//rep//sucD//hyfF//eco//narJ//tatC//yjjV//ychF//metL//purA//comR//waaJ//yejE//yedX//livJ//lsrK//
GO_0015074_6	nupC//purC//yjbH//lldR//elaA//yhgH//ilvE//
GO_0015628_5	hemB//satP//hns//mltG//yhjG//
GO_0015669_5	yjeH//
GO_0015670_6	mhpB//
GO_0015672_7	yciH//secB//ybjL//dps//metN//nuoM//sfmF//wzzE//yfeO//yjjB//ynhG//rpmF//nirC//aroH//frmA//ubiG//rlmG//narK//thrA//yggD//garP//yohC//sfmF//frwB//gyrA//bdcR//gsiC//hpf//gnd//amyA//uidR//yfeD//greA//allB//rhaD//ygiN//crl//rhaD//bolA//ilvD//msrA//thrL//patA//
GO_0015673_9	rplK//
GO_0015675_9	ybiX//ybjX//ftsN//lysA//znuC//ansA//glpR//caiD//
GO_0015679_10	lolC//frwC//
GO_0015682_8	pflA//alsB//crr//recN//ydeT//srlR//arsC//btuE//arsR//ydhC//rfe//glpX//
GO_0015684_9	leuE//lysP//phoQ//der//trkA//
GO_0015685_8	yiaB//mrr//tdcR//frsA//ydcO//ubiB//
GO_0015687_7	fabR//leuS//acpT//yjjG//
GO_0015688_6	ybhF//tdcR//aroA//mtn//murC//atpD//paaA//zapE//yadK//wzc//xylG//hexR//argB//rhtC//lexA//narI//ybiI//chaC//
GO_0015689_8	frmR//ghoT//hycB//
GO_0015691_9	smpB//udk//ykgA//hemN//
GO_0015692_8	ugpB//
GO_0015693_9	iscR//rfe//
GO_0015695_6	ynfF//trmH//ghoS//nudB//yedP//lepA//gmk//bsmA//proB//dppC//crcB//malP//bdm//iclR//ligA//rbfA//elaB//accA//ilvM//mdtN//yigB//ydaN//yiaL//idnO//ruvC//tmk//fdnI//rluF//leuS//rimP//
GO_0015696_6	emrY//flgI//dsdA//csdA//zapC//rlmG//gltI//degQ//yfcG//cysU//cobB//murP//sbmA//hyfA//ulaD//elaA//thiD//hisA//iap//yigL//malP//rffG//menH//aspS//secF//ldtA//maoP//abgR//gsiC//yieE//hisG//
GO_0015697_7	lacY//mltA//gyrA//setA//rrrQ//sgrT//yhbY//yjcE//agaC//ybaO//citC//cadC//xanP//
GO_0015698_7	ygiN//yajR//pdeD//cusA//livF//yihP//yidH//yieH//fau//tamB//ampG//malI//gabP//ppiA//ompC//mhpT//dgcF//gcvR//ccmH//glcA//yjcS//yobA//panD//map//polB//dhaM//thiM//fucP//hcaD//hycI//narH//yghO//yidH//potB//ptsP//obgE//alkB//ppiA//tauD//cirA//pgi//
GO_0015699_8	mepS//
GO_0015700_8	nrdI//creC//
GO_0015706_6	yfcG//tadA//yfcA//
GO_0015707_6	ydiV//rpsM//zraS//arnD//rplM//efeO//
GO_0015709_6	fiu//
GO_0015710_8	sbcC//rplI//
