#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	araH//thiH//idnT//garR//
GO_0006812_6	phnL//lsrB//cysQ//rhlB//yidR//rapA//zntR//ybhF//casB//metE//uxuB//lrp//hycH//gatY//rbfA//mutT//rplF//rpsP//truC//fkpB//fadJ//katE//tdcB//sfmH//astB//soxS//ynfF//trpGD//ugd//tdcR//lpp//cpdA//mpaA//fdhE//ribB//fryC//glgC//agaD//cobU//rrrQ//pheT//ftsP//abpB//yiaO//purF//tauD//dgcE//sbp//yajQ//lplT//nupG//ttdA//gabP//cueO//zraR//lpxB//cspE//pdxB//speG//mhpT//nupG//bamE//pepB//ampG//lpxT//yddM//feaR//gadE//focA//eno//malF//hslU//aidB//acrZ//mcbA//yqiH//rluF//pdxA//epmB//ybgQ//nudB//tktB//recO//sgcX//pcm//aceK//fadE//ymjB//hisC//scpC//ilvE//zupT//narH//cusS//pabC//yciH//bglH//yjjU//rplM//nfuA//arsR//narJ//cdgI//yjiM//sapB//ompR//galT//fucI//alsE//ptsN//dapD//hokB//hisM//hprR//dinD//yciF//nmpC//qseB//bglA//fetA//nuoM//ffh//argD//dacC//mdtF//hslR//rpsI//ynjA//uup//valS//yafC//ydiF//pspC//bglJ//ymfA//ldrB//aaeB//yfeR//ppiD//treF//yaaA//sspB//ynbB//narQ//rpmA//lhr//lysA//phoA//recT//phoU//btuC//fecD//yqjA//pgpA//xapR//entD//flgJ//mhpC//ycjD//topAI//argI//yfdC//yodD//caiT//rbsD//ccmF//rtcR//sgcX//glnL//yehT//glpR//
GO_0006813_8	yfbU//lysO//sodB//sutR//lpxB//narX//rffT//rraA//yedA//trkH//ybiO//frlB//leuC//lldD//xseB//mdtF//ybdM//
GO_0006814_8	yidE//gadC//cbpM//wzb//cutA//ghoS//fadR//xylA//rlmH//
GO_0006816_9	yidL//
GO_0006817_8	ydeP//yieK//eutN//aldA//ydgA//hybC//frdB//rplA//yieE//
GO_0006820_6	ydiQ//yciF//uspF//nupG//ihfB//mdtO//fadA//epmC//tdcB//ffh//cbl//yqaB//guaD//spoT//yfcG//ilvC//yodD//acs//ubiA//pitB//atoB//maeA//fetA//aceA//ompA//lysC//ybiI//zapA//arsB//phnG//elfD//ygiW//narZ//csiR//hypD//nagA//elyC//hofO//paaF//tig//ypdB//glnD//rhmR//tsx//ybiH//nanE//crr//fdx//gor//casD//puuP//nrdF//fabG//cadC//pdeF//frlC//mdfA//rutB//nrdD//yghO//lasT//ghxP//emrD//yihS//rsmF//nikA//yqaA//nikR//rbn//borD//fhuD//yqhC//yfbV//clcB//ttcA//mltA//ytfE//feaR//ilvM//yciK//torR//zupT//htpX//torC//lolA//grxD//hemF//dnaG//rnhA//xisR//ispF//gadX//abpB//ynbD//lpxD//eco//acpS//pstA//murG//ldtE//rplJ//purB//gabP//purD//hisF//fabD//flgK//hemF//tdcD//fliM//ygfX//cspB//ilvL//glnL//rhaR//rimI//ynjA//rutF//yidA//gshB//paaB//otsA//zupT//yrfG//pgpC//nrdA//yqaA//oppC//fabD//yeiL//rlmA//birA//fimA//glpG//narG//cheW//uvrY//qseB//ypdI//cytR//phnH//feoC//rcnA//idnO//nuoN//ybiV//hybC//nhaB//ribA//dfp//waaF//bipA//feaR//purT//nikD//malI//alsE//ttdB//rplC//ybaE//msrB//yegD//mglB//ompR//recR//glgA//rpsG//ompW//purD//yraK//bssS//ydfK//csgD//frsA//infC//recO//pck//
GO_0006821_8	yefM//nemR//blc//
GO_0006824_8	mraZ//yegS//aspS//xthA//
GO_0006825_9	queD//pagP//yqiH//yeeJ//baeR//glcF//fabA//
GO_0006826_9	ebgA//ycbU//ansA//uof//icd//ade//hybB//eutD//murE//malX//cysA//cmoA//csgE//bdcA//dacA//dnaQ//lpoB//
GO_0006828_9	gabT//glsA2//patA//
GO_0006829_9	xylE//murR//dnaA//ldrD//rhtB//fadH//phoB//rplW//glgS//
GO_0006833_6	hofQ//
GO_0006835_8	iap//erpA//yjjI//abgT//fruA//lpxP//bioP//phnJ//frlB//atoS//ykgF//ygeV//gadA//preA//
GO_0006836_5	yddL//dmlR//ssuD//dppD//rfbX//aas//cmoA//setB//alkA//gmd//
GO_0006846_7	nrdR//menE//
GO_0006847_8	hpt//
GO_0006855_6	yjjU//tyrB//sapB//csgB//mmuP//envZ//tgt//sufE//artM//glpB//uvrY//frdC//tsf//betB//waaS//ribC//sfmC//ybhA//pgaA//lsrC//adk//ispH//napC//ttcA//slmA//gutM//ddpA//deoB//rlmC//idi//ydiO//sgcE//grcA//yehB//fliA//iraP//yihQ//ddlB//yfiC//lexA//cpdB//yjfP//pdeR//ycjY//lgt//rnhB//glmS//csiR//polB//recT//dacA//ygcO//casA//rfaG//hyi//symE//yafQ//yafC//
GO_0006857_7	mdtO//ybhR//cpdA//pgi//narV//rhmD//yehX//cdd//zapE//sspB//yebC//dacC//yghB//elfD//pdeK//livH//waaU//ulaD//lgt//ydiB//rplX//glgB//pgaC//gudP//ubiF//yhhT//mraZ//
GO_0006862_7	ykfM//
GO_0006863_7	ftsB//fimB//caiB//argH//prfA//ribA//envY//codA//
GO_0006865_6	btuB//slyA//ilvE//nikB//sbmC//yajQ//hypT//hybG//yehP//wecA//arsR//chpB//yeiE//rutG//gpmM//ibsD//ghxQ//flhC//argI//eno//sthA//bamC//rusA//ydhK//hycA//rbsR//btuF//glcB//pheS//pmbA//helD//yafO//hupA//ybhF//narV//yaaY//uhpC//cydC//deoB//iscA//kgtP//yggT//ydcM//yhdH//lolB//recD//ynfF//citG//rimJ//yieF//exoX//yoaA//sbmA//cheZ//mdoG//yoeE//ettA//barA//rsuA//cbl//htpG//cpxA//yfdS//amiA//rpmF//lpcA//lpcA//yebG//phoE//rpoS//ycaO//melA//eutN//
GO_0006868_7	ygfA//dicB//rplM//
GO_0006869_6	yqiH//yciF//ybiY//yaiW//ftsH//cas2//ubiJ//abgB//pstA//exoX//ddpX//umuD//argC//msrA//yjhB//ftnB//glgS//degS//gpp//sstT//glgX//ydiK//ybhD//
GO_0006873_5	cbpM//codB//frsA//rluD//rimP//mlaF//holB//yhfS//dicC//gor//fecD//fdhD//dicC//sdaB//ygaV//rcsD//rhlB//cpsG//agaA//napB//rffC//rpmA//yjjU//tyrR//yaiW//tsaB//lgoR//rpiA//hofN//hofO//
GO_0006874_8	yphD//
GO_0006875_7	cadA//fliT//cobT//deoA//ilvI//fetB//yedL//yihX//galP//exoX//msrP//crp//nuoF//mngR//ykfM//argG//kdsB//yjbB//rihB//adiY//tehB//
GO_0006876_8	narI//
GO_0006878_9	fadL//matP//hisD//gmd//uspG//
GO_0006879_9	aroH//rplC//infB//iap//aspC//purU//ybcM//yjjB//glsB//xapA//kup//
GO_0006880_4	pgk//rplE//yfaU//
GO_0006882_8	cspG//
GO_0006883_8	bioD2//ydaV//yqcC//
GO_0006884_4	yggN//hemA//yihW//insI4//dnaT//
GO_0006885_9	citC//mhpD//hycA//guaB//cyaY//rstB//hyi//exbD//tdk//menB//cyoE//
GO_0006886_5	rlmG//yebK//asnC//srlA//hns//atpB//tauA//mtlA//gor//uidA//gstB//
GO_0006928_3	miaA//greB//mtlD//carA//sfsB//soxS//rpmE//waaP//yfeX//recE//yfcR//tdcF//phnG//glsB//ridA//potG//cdsA//greA//leuC//cecR//ytfQ//nikR//dgcT//rlmL//argA//lepB//alr//pgrR//ygfI//tbpA//tktA//yadV//putA//nimT//dicB//folP//rsmA//yqgB//trpE//udk//galE//dcd//dcp//emrE//
GO_0006935_4	yeeO//speF//yijE//hisS//gcvH//yciK//wbbK//yraN//frvR//ccmE//asnS//umpH//opgH//rimJ//entC//metI//
GO_0006950_3	amiB//ispF//yoaB//ymjB//paaJ//glnA//baeS//aceF//insA-1//mdoG//rseC//eutD//yqhC//glcC//proB//cas3//gmk//fecB//zntR//fliS//rfaH//kdgR//csgG//tusC//holD//yihW//dsdC//moaD//ispH//yiaT//mtlR//abpA//tyrS//nanT//ybcM//murG//arcB//ycjW//cydD//adiA//gloC//rseC//acpH//yfeO//panZ//cobC//skp//sbp//sgrR//etk//rluE//yegS//appA//dcp//ubiB//phoE//orn//parE//yqjI//narU//atpA//pgk//ymfA//rpsS//ydaN//dgcE//prc//recO//lpxD//yedA//opgG//uup//paaZ//glvC//mhpD//yidC//yjiY//minD//osmC//mngA//csrA//rpsS//yqiH//argT//ydiV//citX//cdd//gldA//sufC//ldrD//ynhF//hinT//prc//cra//sgcR//trmB//glmU//glgA//bipA//ychO//ttdB//yafS//nagA//csgB//ykgA//malX//rhmD//pspC//dcuB//mgtA//truB//ribF//idnK//dsbG//fepA//gpsA//yaaJ//gatA//ygjH//xylH//exuT//rdgB//lptB//prlF//endA//hybF//wecA//dmsC//glsA//ycjW//puuA//gstA//hemD//ygiV//frsA//dacC//mdtA//cysS//murQ//hxpA//cdsA//hypA//hemF//gabD//glpX//cydC//clpB//pgpC//mhpR//holB//ycjR//yhdJ//glpC//eptC//tktA//rne//tcyN//flgF//yqjI//pitA//yraN//alaA//yehC//perR//yobA//erpA//rep//rbsD//amiC//ydiF//phnJ//rpsA//truD//pgi//rpsI//eutN//uspG//arnB//pflB//ydcO//prc//kduD//tyrR//rsmG//uof//rhmD//rplE//sodA//cysW//yahD//accB//tig//yihV//ftsL//ybhI//potE//metC//slyA//clpA//yehW//nusA//recA//asd//garK//pflB//ompG//ygbM//yeaK//sfmC//bglJ//qseC//hmp//ygeX//tauA//pheT//atpG//zapC//potA//elyC//hycB//yafO//kefC//yiaN//cadA//caiB//dsdA//purN//rsfS//paaG//fadL//mrdA//pdeK//ddpA//nrdF//pepT//torR//priA//minE//rimM//pncB//rpoD//gmk//der//lpd//hscB//thiL//livM//glcE//yagJ//otsB//ravA//rhoL//ribE//yqhD//dcuS//murP//tauA//alaC//cheA//metB//yciA//pliG//sdaB//ssuC//baeR//flgB//uidR//zapC//kdgT//yihS//mtn//pyrL//cbpM//yidE//yieK//leuC//ybhG//sfmC//elbB//tufA//trmA//fabI//ttdA//focB//aceF//erpA//yehW//acrD//ppiD//ydcO//elfD//deoC//yibA//gcvA//dam//rcsB//rpsA//fadJ//trg//pdeH//acnA//ybaQ//zapD//yajL//ptsP//melR//lsrK//yggP//ypdC//rhlE//ansA//mutT//rclC//glnA//pnuC//sucB//malS//thrS//rfaF//ygeA//hslO//bdm//lipB//aroC//recX//cutA//cynX//npr//sgbH//ldcC//mdtB//chaA//ybhR//yneE//yidD//ybhF//rplR//ilvA//topB//ydiO//ftsQ//yafQ//hflK//entD//ybeY//gppA//ulaC//wzzB//dcuR//csrD//alaC//yjiQ//kch//btuC//rng//secA//yihT//rraA//yhaJ//yjhP//lrhA//pyrD//radD//rplL//yedP//spy//arnT//glmU//pdxA//ampG//fixC//gatC//mdtG//ycjD//yeaK//sulA//mmuP//hiuH//fadJ//flgH//yggW//fimE//ivy//rcnR//sufA//ubiI//pykF//tcyJ//sohB//pdeK//rpsG//mdtC//ybeY//fbaA//alr//uxuR//bluR//glnQ//nagD//yijE//yphB//abgA//arnE//degS//yehZ//ydfG//msrB//thiG//insH-5//tcyL//sfmF//agp//fdhF//codA//rplF//hcaR//rcsB//kdpE//elyC//yadI//prlF//ynfH//waaJ//secF//azoR//glnA//argS//rmf//pyrE//flgH//ytfQ//gnsB//cdsA//mltC//rutC//fhlA//pgm//ynfK//dinD//aceF//rph//fruK//rplL//narU//nimR//dinQ//mgrB//torC//pgaB//yeaK//yahB//lpoA//yejA//argD//sapA//rplQ//ybaE//leuA//rhaD//fdhF//mglA//mreD//dmsB//gatD//mak//shiA//yahO//proS//aroK//rsuA//elfD//yadV//ampH//rcsB//panC//ratA//allC//rhlB//ybdH//phnH//rclA//rutD//
GO_0006952_4	hslV//paaC//yefM//hypF//ydcP//ackA//sfmD//thiI//evgS//nrdB//sapF//abpA//
GO_0006970_4	waaC//rne//mscS//wrbA//yedP//cmoM//moaD//fimF//yaaU//nadA//tsaE//slyD//ariR//folD//flgI//fhuC//yjbB//aroL//rseB//ydjM//lpxP//adeD//yahI//ibsE//pspD//xdhB//cysQ//cadB//ygeX//ftnA//cadC//ydaC//intE//pepD//ldcA//ribA//lrhA//yhdZ//
GO_0006972_5	wecA//cysZ//casB//torY//ybeQ//infB//bglB//adeP//yhjA//alsA//acpH//thrS//topB//pstB//
GO_0006974_5	dkgA//yqhD//recG//queG//ompC//yiaF//yijO//hyaA//ccmF//casA//essD//yheT//ssuE//gapC//hisH//lsrB//idi//nuoI//dicA//rpsD//erfK//rpsM//phoE//hipA//nupG//cra//csiD//ebgA//patA//rhtA//yiaT//csgF//murB//rsfS//psd//ilvH//agaC//yehP//zapE//hemH//decR//xisR//mlaF//umpH//psuT//lpxB//glxR//arsB//glpB//dsdX//ulaA//csgD//narJ//cysH//accA//truD//mrr//rlmM//mnmE//ftsN//hyfF//dinB//mltC//ompW//glpA//cpxP//purC//rplC//epmB//rusA//metN//phr//pdeD//chbC//kdpC//hisM//narY//kdsB//cbpM//rsmA//uhpA//afuB//fliD//glcE//thiI//nupC//rlmB//yfgI//gcvA//arnF//hcaD//hscC//ispU//gatZ//psd//hdfR//btuE//msrA//yqgF//fiu//alr//serC//tauC//fimD//yiiE//umpH//cadA//cheY//aes//yhfS//ravA//ybaT//yfdG//ybcF//ybdR//ftsQ//lldD//oxc//yiiE//wzb//aroE//sufS//fiu//menI//glmM//nemA//sdhA//mepS//aspS//ydhJ//yehC//dctR//prs//malF//yciG//mcbA//rfaF//tauB//aes//proS//rluE//nanC//envR//msrB//metK//pbpC//yihI//fliZ//pabC//hybD//mrcA//dtpD//yhdW//ycfS//ybcL//argS//yghW//afuB//panE//acpP//cobU//mnmA//zapD//paaF//mrr//recT//alaC//ftsH//aspC//proW//patZ//gcvH//yeiE//cysI//lipA//yqeA//nrfC//aroB//ulaF//gltI//yedA//potD//znuB//mngA//lgoR//ycbV//flgG//rpnB//eutK//envY//cusR//yidH//ybiX//yjiY//dnaB//fadD//yjjX//mdtC//mlaE//uvrB//argE//dhaL//yhaO//ydeI//cutA//ompA//tsaD//pdxJ//citG//hofQ//narJ//sgrT//sucB//ynfE//ykgM//pitA//ispU//nei//kefG//acpT//livG//moaA//yfdK//cydD//exbB//tolA//dkgA//yedX//gntT//ahpC//tauC//ghrB//frdA//ybiI//speD//cstA//menA//wzzE//ffh//oppA//garL//ttcA//rlmG//perR//gnd//purN//
GO_0006979_4	bepA//lyxK//glnL//rbfA//hisG//rnhB//pstB//tatE//serC//yraR//phnN//osmE//hcaT//rplS//leuD//sufB//fixB//yihO//fhuD//sapC//sulA//fadK//surA//ycjQ//recE//wecA//mglC//treC//ychO//gstB//narJ//mutH//ydiP//hfq//yebZ//treB//trmA//pphA//mhpB//prlF//ydcT//pyrB//ybcQ//pgpA//fdnG//mglB//ilvL//mnmC//uxaB//xylA//ybcF//tmcA//uhpC//cobC//ssuA//dicB//yhjR//araH//frwC//cysW//yghO//oxc//narY//hicA//fimZ//sodA//bsmA//yegS//malI//arcA//fumB//hha//sbmC//cusB//ypdF//ydcI//dmlA//kup//clpA//cspC//cmk//rfbB//ispB//yehX//rfbD//opgC//
GO_0006986_5	umuD//cbeA//hsdM//barA//hcaC//mdaB//
GO_0006995_6	htpG//dppF//
GO_0006996_4	ftsN//pheP//yeeO//ftsZ//mscK//ybjD//hemG//ydfK//ygiW//yieH//proC//cadB//fkpB//ulaG//mioC//yobA//fdoH//phr//uraA//dcm//mreB//ydiB//gstB//btuB//ftsY//ybhG//ypdF//agaW//mreD//xapR//flgD//cca//pyrH//gntU//tbpA//rplL//mipA//ydjJ//ftnA//
GO_0007010_5	rplN//
GO_0007059_3	gabT//fhuC//prs//araD//hokB//fucA//wcaC//waaU//ycjY//glgC//
GO_0007062_4	mnaT//insA-1//csgD//miaA//
GO_0007154_3	proC//mngB//tnaA//mutM//preA//opgC//mcbR//waaZ//rph//yedL//rfaB//yjjB//cdd//agaI//ymfK//sgbE//yphD//paaJ//ybgI//yqhC//agaI//wecE//cho//nudB//gabT//malF//ygfZ//casC//rsuA//ybeF//rlmF//yhbX//lpxC//sdiA//nanE//hflD//rnlB//putA//srlA//psuT//mug//yfcR//tpiA//speA//ybiA//malI//frdA//ynbB//ftsA//coaA//ccmH//cheZ//rplL//caiD//acrD//
GO_0007155_3	galU//gstA//ydaN//aaeR//srlD//intS//hfq//hprR//minC//dinJ//clpP//yagU//wzyE//yigB//sdaA//yigL//mutY//yjtD//phoU//ypdI//tusE//xapR//arnF//puuD//yjtD//rmf//alkB//yfdC//queG//hisS//argC//hda//feoB//rpsL//ydfH//
GO_0007163_3	fabZ//
GO_0007165_3	folC//garR//rimL//cydB//yehD//narW//ybdM//tolR//atpF//ydgA//gnsB//ulaA//phnM//ycaO//ybiJ//paoC//fimE//araD//pdhR//ydhC//leuE//mqsR//rcsB//patD//metI//hofQ//ygiN//ybiO//hcaT//mgrB//thiI//tyrA//accC//rsuA//yfiE//mraY//yjbH//tauB//livM//bcp//gshB//pyrB//ygiW//yqeG//pepQ//ccmH//argT//waaH//plaP//metC//ydaV//cra//rhoL//yoaB//accC//dgcQ//hisM//rsmJ//rof//hyaB//
GO_0007166_4	ymfA//prkB//fadR//galK//
GO_0007215_5	fdoG//ftsI//btuC//lptD//
GO_0007231_4	yecS//
GO_0007234_5	queE//
GO_0007267_3	mtlA//dnaX//
GO_0007346_6	yjhG//atpB//phnK//
GO_0007584_4	phr//cysN//zraR//dusB//
GO_0008033_9	xylE//coaA//xylA//umpG//wzc//dgoT//yigB//mukB//waaL//srkA//yceD//dhaL//truB//fliZ//fhlA//malS//paaF//yjiA//afuC//alsK//rhaD//bssS//yidZ//fucA//nadE//yidD//otsA//yagJ//ybjD//ymdB//argB//zipA//lsrK//bglA//dinI//dgoA//yagI//argE//yjjG//idi//pstS//lysC//grpE//dld//rbn//mraZ//yhjR//yieK//yeiE//yohD//hflX//gcl//csgF//ptsN//fabD//nagD//
GO_0008104_4	nuoB//eptB//rzoD//proX//rfe//pheM//hyi//gabP//kdpA//mdtC//nuoH//sufB//mukB//ghoS//mcbA//trg//ldcC//gmd//rplP//pdxB//aroC//lpxC//yqeG//nrfA//trmB//bipA//acpP//mlaB//zapB//ybjD//ybhG//ilvD//dinQ//rplE//cptB//csgD//phoU//rsmG//lpxB//xanQ//kdpB//ghoS//nlpA//mglB//hisD//ygiW//puuA//sodB//rpsS//
GO_0008156_8	yggN//ibsA//abgT//ypdA//mmuP//otsB//
GO_0008202_5	cspG//
GO_0008206_5	rhmD//
GO_0008213_7	lolB//yhbQ//yfhH//amyA//torI//insI4//murR//yghU//
GO_0008216_5	leuD//ssb//rrrQ//
GO_0008219_3	bioD//yidL//menI//ascF//yceD//helD//dcm//trkH//yeeA//secY//tag//nrdD//pstS//map//kbaY//
GO_0008272_6	ais//dinG//yoeE//hisQ//yajD//yihI//elfC//
GO_0008295_6	cheW//yfiE//hypA//
GO_0008299_5	hemD//chpS//rpoD//cysU//ygaH//ldtB//
GO_0008360_4	hcaB//araE//pgi//comR//prfC//mgtA//prkB//mtn//fimE//efp//mukB//ydjM//abpB//ydeE//tatC//wecE//
GO_0008361_5	ldtB//mtn//alaS//crfC//lptB//
GO_0008380_8	gntP//
GO_0008610_5	dkgB//rfaQ//mdoG//yqeA//purR//yjiQ//insI-2//kdpB//aspA//rluE//lpd//uhpT//rplI//hsdM//yphF//clpX//rzoR//yohD//citE//galK//acnB//wecA//nrfF//wecA//secM//rhaD//yqjH//mltC//pgpC//ygbI//rbsK//ycfJ//yccS//intA//rplQ//guaC//rpmA//sodC//mdtC//wecA//rsmI//mdtF//phnN//amiB//panB//waaC//cydB//yhbY//proC//ldcA//phnO//sixA//yhjA//rbn//rhaT//rnd//cueR//preT//dkgB//nadB//ulaB//cusB//ubiF//fbaA//tabA//dgoD//epmA//
GO_0008614_5	cmoA//ribD//dsbD//rapZ//mioC//nuoN//yafE//
GO_0008615_6	atpA//nanA//speG//fabG//nagC//hicB//menC//
GO_0008616_8	plsX//ybaK//nsrR//ubiC//rhlE//nth//frlR//
GO_0008617_9	agaA//
GO_0008643_6	rne//paoC//yddG//glpK//phnO//eutD//yehB//ypdB//nrfG//cysB//uidR//mglC//trkA//paaC//sspA//murB//mpaA//yjfP//yagU//ftsQ//ligA//ygbL//dgoK//frlC//malX//mtr//bluR//rpsD//rpmA//yddL//ilvM//secF//cycA//yjhI//pspA//ytfR//yfiF//adeD//pbpC//hscC//sufB//hofO//gatD//surE//ubiF//ilvI//selB//wcaC//gloC//yraK//proW//hybG//ydiQ//lsrB//pphB//aphA//aroA//fadB//epd//secG//ilvC//yhfK//potD//ybiT//fucI//pmbA//glnL//ydjH//ybiA//dmsB//argC//ttdR//rsmC//ychH//waaG//rffH//asr//rplB//dgt//msbA//mocA//ybhF//rplW//glpF//polA//hofC//ygjR//dsbD//dnaB//wecE//tabA//cpsG//yedA//phoR//yceK//oppA//hemN//rlmL//sdaB//fepC//csiD//rhaD//pphA//alaE//yedX//lldD//rodZ//rplT//appB//diaA//hslJ//yhbX//glgA//cobB//
GO_0008645_8	fnr//cmtA//lsrR//poxB//carB//bcp//rpsK//crr//rclA//lsrC//pckA//yadV//yajR//aroB//endA//hypD//yidR//hyaC//dmlA//cobS//azoR//aroD//fic//puuE//
GO_0008652_5	fabA//yagG//arcB//blc//lacZ//priB//phnK//glpB//murJ//nhaB//glpA//yfdS//hslJ//tcyJ//bioB//htpX//rsmF//iraM//torC//yibA//hyaD//alsB//higA//purU//lldD//yiaF//sdiA//rnpA//garD//ykgM//tatA//srlB//rodZ//yghW//atpD//cobT//casE//ybdM//tcyL//pal//clpX//ydjJ//flgI//yjcS//yobF//ydfG//cysQ//fimC//yejB//slyA//yieL//trkH//vsr//clsB//cheR//iclR//pgpA//ulaE//rhsD//ydbD//yihO//pspD//rpsN//recA//pyrG//metK//rluB//gntR//ycjQ//tatE//potC//yehA//ybhD//ybaQ//rrrQ//tas//rlmF//araE//csgE//murI//melR//mscS//acpS//moaA//ompT//yeaE//nupC//creB//ybiJ//mutT//malS//tsaD//tauC//yjiY//rlmM//paaJ//yiaF//yeeY//nei//viaA//alsB//panF//insI3//mltG//ivy//wcaC//uvrB//ompC//cpxA//yebG//cobC//rpoD//mlaD//malP//
GO_0008653_5	bcsQ//ynbD//ycjU//gspE//ispA//chpB//frr//cra//hscB//xylA//fadA//frwD//bluF//
GO_0008654_5	argG//dxr//ilvE//trmH//yagE//mlc//cnu//ygiB//yihI//ispA//lpcA//rplL//holD//ydiP//uvrD//yjiM//yijO//arnT//folC//pheM//agp//lplT//mscK//ygbN//zraR//cspC//puuP//rsmB//folA//fucP//ldtB//ruvC//mtfA//rplE//tadA//
GO_0008655_5	dacB//ydiR//acs//insF-1//pdeK//mdoD//pyrF//
GO_0009050_6	uhpB//malI//
GO_0009052_6	dsdC//lpd//yadV//agaS//accC//yohC//ydiO//
GO_0009056_3	hdhA//rnt//umuD//ibaG//coaD//osmY//pdxA//cusB//elfC//lysO//adk//yhjC//yfbR//ispU//csdA//frdB//panZ//fkpB//mhpD//ydhK//fumB//ftsX//nikC//lpxM//ompT//ompN//greB//yahD//hofO//hyfF//epmB//yfiF//hpf//fdoH//thiH//sbmA//bglH//gudD//potH//pgk//pstC//yjiY//feoC//yagF//yahN//yiiM//yebZ//secA//zipA//rplK//rhlE//treF//waaS//cbtA//sppA//yaiP//perR//secF//ybiI//lsrD//ligA//lpxK//yfgJ//rplW//sdaC//tsaE//mdtQ//csrD//gyrB//ycaO//trkH//garR//pepA//betI//hybC//zitB//gutQ//lpxC//eamA//ypdI//wza//idnO//mnmC//tyrA//smpB//ivy//potD//dsbC//yjhI//nikR//glpF//atoS//fadE//pepQ//hslO//chbC//gpt//yibF//osmC//xapB//ttcA//pspF//fimI//hcaB//ascB//ydcS//insI3//recA//mipA//agp//fliZ//cynX//cspI//clsA//rpsR//rpsP//yqaE//yfdS//yhjC//pheM//cvrA//lgoD//rnlA//hemG//focA//ymgA//lldP//dctA//yfcG//yfcQ//zapC//cueO//nuoH//queF//tdcA//bglJ//sutR//yedP//yehC//sfsA//ymjB//mepH//livM//ybcQ//ubiX//wzzB//intA//erfK//glsA//yifB//kefC//cusB//lplA//fixB//ldrA//sad//nadC//pntA//rnhA//ygbI//aroK//potF//purC//ihfA//topA//mtlD//treR//yjbE//uvrD//yoeE//eamB//yciH//phnC//ddlA//recR//atpE//hisB//yieL//ynhG//iraM//ldhA//gabD//diaA//fepD//dppC//dhaK//melA//abpB//ycjD//asnB//tcyN//ettA//dbpA//efeO//dppA//yoeB//pagP//ulaE//umuC//yhhT//yfaV//rraB//ibsE//ydfD//arfB//atpD//ompW//cysQ//csiD//cbpM//rnhA//nuoF//sutR//yjiR//agaW//tcdA//yeiL//ygjH//cynS//dhaL//recA//zntA//murG//ssuB//chbA//truD//exbD//trkH//ytfT//ypdF//arsB//tdk//murC//sodC//rbsR//rplE//flhC//galU//yhcF//trpL//cbrC//ddlB//mrr//wecB//rimO//ettA//nagZ//glcA//patD//norV//btuC//hisD//mlaB//yeeY//hypT//glnH//ndk//dicC//hisA//crl//ydjJ//panD//nanS//yfdO//flgC//phoP//yjjU//manA//gutM//xanQ//kdpF//recC//gadW//tag//uxuB//ynfE//insH-6//tus//cedA//pspF//cpoB//wecC//tcyN//rfaH//eco//lolD//ycfL//actP//ytfE//dbpA//cysC//fdoH//satP//psd//dsbG//bglJ//pdxJ//rsmI//zitB//hycI//napF//prpR//moaC//fadJ//nuoE//moeA//relE//ugpA//pdeK//ybgQ//flhE//prpB//rzoD//cpsG//ybhF//ydcM//hypE//thiH//rsmA//glpA//actP//mdtC//insF-1//gadC//tig//yhdZ//hxpB//sad//acnA//accA//adiA//ynhF//ubiC//smrA//yhiM//ptsP//ogrK//cysE//cdd//thrA//arsR//serB//coaE//gltX//dbpA//hicA//hprS//yehZ//ybiA//sixA//hycB//nanK//hrsA//fadD//rfaQ//ampG//tsaC//recE//ivbL//cstA//rraA//caiE//ugpB//serS//yihT//yneL//ompT//agaB//mraY//yjhG//copA//hchA//rplW//ynfL//rhlB//sutR//yeaE//patD//bcsQ//proX//rarA//ppc//spoT//yrbG//rhmR//caiE//hisS//dmsB//astB//ycbU//waaY//abpA//menH//lhr//gltP//cfa//glrR//fucP//emrE//ynjD//intS//menF//sdiA//zntR//udp//bioP//mukB//setC//sucB//dcuC//frmR//ybeQ//pldB//pinQ//basS//gltP//
GO_0009057_5	prmC//nagD//pgaA//envZ//rdgC//elfD//rpsR//nuoN//ypdA//csgA//sgcB//feoA//avtA//rfbB//ybaM//yphC//hdfR//hybO//fixB//sfmH//yjhH//mlaB//prmC//hycB//uxuR//frdA//lsrR//paaE//hisC//priA//yadC//plsX//asnB//yphC//aroL//corA//bdcA//mcrA//metN//nirB//ybhG//ilvI//glrR//uvrY//ispA//thiD//hmp//smrA//cdaR//hxpA//bcsQ//rfaE//bepA//holD//
