#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mgrB//mdtB//icd//yqgB//
GO_0010035_4	mntR//kbaZ//cydD//mreC//recN//selD//narI//kup//ycjU//mgtL//yjjQ//glsB//folP//yfeX//curA//iap//pstC//rdgC//rmuC//thrC//mcrA//ortT//sucD//folE//etp//yddM//hypT//ydiQ//cmoM//cpxP//gltI//cpxR//hyi//yidZ//dpiA//nuoE//nfuA//yieL//rhtC//rlmM//uvrD//rho//minE//nikR//dnaJ//luxS//afuC//pldB//fucI//nrfC//nanR//yqhC//lhr//pdxH//ybaT//manX//yciG//ydcS//yhgH//acrA//gcd//mrp//alpA//rfaB//yidQ//casA//mdaB//intZ//alaE//ydfH//dedD//ascF//yijO//lysC//clsA//dcuC//
GO_0010038_5	alsA//dmlR//lexA//creB//xerD//metF//sdaA//csgE//deoC//cdaR//ychO//chiP//norR//napC//ilvI//rnb//tktA//moeA//ynjD//pepQ//rpmA//rpsO//ybjD//cadC//secE//livK//nudF//manY//crp//ynfH//yafC//yieH//trpA//phnN//yjbG//tomB//syd//hflC//aqpZ//yjeI//ribC//ugpE//ydjH//wzzB//fnr//
GO_0010039_6	yafQ//gltL//insH-6//mzrA//fepC//aceK//rsgA//
GO_0010041_7	dacC//ynjD//mog//agaC//asnC//lldD//
GO_0010042_6	tdcA//nlpD//
GO_0010043_6	gatC//hisA//sufB//ybiY//tyrR//bioD2//
GO_0010045_6	kduI//priA//nudC//
GO_0010106_6	mglA//
GO_0010124_4	yhaC//wza//ybdO//mreB//yihL//asnB//rssB//yfdR//yhcH//icd//paaG//mukB//satP//
GO_0010133_7	moaC//
GO_0010139_7	glcE//
GO_0010165_6	yehX//ibpA//yadM//fecD//dnaN//fecB//tesB//nepI//yibF//rcsA//bglJ//sanA//rclC//rpsO//mutH//yefM//
GO_0010167_5	nuoF//yebZ//
GO_0010212_5	waaF//yihU//hycB//leuB//yggT//aaeR//ydgA//yrbG//frvR//ygbI//degP//pdeR//rhaB//hemB//dxr//tamA//rseC//ybgP//rplY//lspA//recR//lacZ//priA//viaA//folP//rclR//rpoH//yhdX//
GO_0010226_6	hns//
GO_0010243_5	yidP//adeD//nirC//ssuA//yjfF//relA//idnO//eutA//yedP//gstA//abgT//rlpA//rpsR//ansB//lpp//sad//
GO_0010269_5	ybjX//
GO_0010272_6	idnO//fadR//kdgK//trmA//tauD//yfjR//
GO_0010273_4	dtpA//ydbK//lipB//ydiK//nusA//phr//
GO_0010288_6	pykA//
GO_0010312_3	kbaZ//
GO_0010332_6	hyaC//
GO_0010350_6	dsdA//lpxB//
GO_0010438_6	artM//mutL//gcd//fdnI//
GO_0010447_5	sfmF//ttdT//treF//ascG//putP//ftsP//cirA//fetB//dedD//rpiB//agaS//folE//ssuA//glyS//yfdG//recT//yqeF//luxS//ynjA//der//tar//
GO_0010466_7	rpoE//uidR//
GO_0010468_6	rrrQ//hybC//rodZ//setB//glsA//rbfA//yohC//hybG//manZ//pabB//ulaD//cysD//pth//yqjI//pdhR//yebC//argC//nikA//ftsY//surE//ackA//fabI//insI4//rplO//era//hrsA//ldhA//trpD//ybjL//hslJ//fimI//basS//dld//erfK//lepB//ygfZ//yfbR//moaC//nhaB//hfq//pyrE//secF//nth//proB//rsmD//mraZ//potD//cusA//bglX//waaG//ptsI//leuA//cmoA//glcF//fhuB//tamB//secY//xylA//hisH//yidH//yebZ//betB//cmoM//xylF//hcaF//cysB//codA//xapA//uspG//stpA//yfcA//phnG//rsmC//acrD//ymgC//preT//kdgR//nagB//minD//rtcR//waaC//menD//rtcR//sfmC//fadB//acpP//ychO//eptC//rplO//hupA//cheB//fetA//tilS//cmtB//clcA//hprS//kdpD//hpt//lpxM//rbsK//oppC//gltX//kefF//lptC//dppA//appY//yfgI//ulaD//rihC//glnB//hofP//folP//ybjN//ispA//ltaE//ggt//dicC//iscA//waaG//araE//ygbM//pnp//dppA//yeaK//setB//trmD//feaB//ftsQ//rtcR//gsiB//fhuD//bamE//hisS//rffT//hypA//glvB//fdhF//napD//elyC//thiG//idnD//xseB//dmlA//znuC//sdiA//yfcA//malY//gadA//lpxD//insF-1//hdeA//ddlA//leuB//abpA//prc//atpD//dtpC//sfmD//alaE//ftsE//rpmB//ydeT//htpG//nrfA//fepG//nanK//yejE//codA//atpA//lysP//nadC//proC//bluF//pgaA//gsiB//rlmF//sdaC//hisC//ybhF//plsC//arsC//spy//ppiA//yadC//yadV//yehA//rclA//rfbX//yejA//ypdF//ldrD//epd//acnB//livJ//cobC//dcuA//adeQ//rcdA//ghxP//degP//leuO//yfbV//codA//tilS//tdcB//hcaC//epd//pdeR//aroD//yiaN//yddM//erfK//aceK//etp//livG//aroA//fumC//pflB//nagK//spy//wcaB//rpmC//ccmE//yedP//zur//clsC//appC//chbR//yqiI//abpA//tauA//argO//bcsA//mdtJ//hokE//trpA//trmJ//yebC//rluD//gmk//cas3//ydeP//gltP//prfC//iaaA//rsmH//ynfK//garD//dhaR//paoC//dgoD//yciF//lysU//yfiR//tsf//phoR//clpS//fdoG//yegV//hcp//uxaA//fumC//rcsD//cydD//thiP//mtlR//xapA//dcd//yieL//setA//opgD//plaP//eutN//kilR//map//xanQ//slyA//menF//yfhH//trmO//ihfB//waaA//rsuA//kdgR//tamA//sanA//mdtL//kdpF//ispA//bglJ//garL//znuA//cbpM//ycgV//srlD//asmA//ycfH//cysH//gntK//ygiN//thrL//csrA//fes//glcC//leuE//argH//norW//iscA//rimJ//cyoE//dapD//kup//phoB//ydeP//lepB//insK//rraA//ugpB//
GO_0010498_6	yggX//
GO_0010501_7	cobT//rclC//rppH//glxK//groS//dusC//mioC//ygbI//lapA//
GO_0010528_5	narX//
GO_0010556_6	glnE//araH//gmhB//lplT//feoC//eco//yagF//nuoE//appB//lit//hisP//truB//yijO//clsA//yghO//clpX//kdpA//ygiN//gutQ//glvB//glpA//tsgA//holA//cho//rpsA//cyoA//yagG//gutM//mraY//rclC//pspC//speG//potB//trmH//glnS//ribB//pitA//ssuA//ynfH//csgB//caiD//argB//yeiG//yfhM//kdpF//basR//citG//amyA//rfaQ//casE//rnhA//yidZ//cysG//dacA//intF//ubiC//ycdY//rclR//glgX//nudC//pitA//fiu//dinQ//ugpA//dinJ//secD//rplK//dctA//sppA//nusA//yfeW//rmuC//tufA//yahI//lexA//rhlE//yfeW//flgM//yfaL//opgG//alr//rhtA//nudC//recQ//malG//yhjV//dcyD//pnp//crr//lepA//relE//cysB//hsdM//arfB//mgsA//paaJ//ybeQ//mdlB//gcvA//waaF//rppH//suhB//surA//agaW//casC//ymgA//ibsA//hslV//mepH//ydiK//ydiQ//rnpA//uvrB//fetB//rhsD//rpe//dacB//pliG//rhaS//dinQ//lldD//yggW//mnmG//ftnA//rpmH//nrdB//yjaZ//ybcC//rplF//raiA//narG//nmpC//glnS//oppC//yihU//ybhP//yadK//waaQ//yidA//pcm//satP//ybaQ//potF//rbn//tehB//ydfH//ccmG//entA//dgcZ//yfaV//pdxJ//rhaB//ccmF//araD//fhuC//csgB//rseC//hrpA//rffC//mgtA//cysK//dsdX//waaO//speE//yrbG//entS//eco//fimH//cysP//rffM//elfD//gadB//rpe//casA//arcC//mtgA//yqcC//yheT//holE//sodA//yehC//rhtC//ynfK//livF//gudD//trpB//sgrT//pitB//thiL//trkH//entA//glpX//trmO//xylA//cyaA//rdgB//nuoE//rpsK//galU//ulaB//citC//queE//sufC//gstB//mtn//insH-5//relA//waaZ//dfp//rpoH//nanA//ydiZ//slt//araC//ibpA//bepA//spy//nagZ//yrfG//ccmG//aroF//cytR//phoA//yieL//cheA//yjhI//insH-6//ansA//pckA//mazG//dam//hisP//yjeH//yiaU//yhaO//lysS//sdhB//ymgF//cysG//greB//slyA//prpC//hyfC//alsK//cueR//allS//rhlB//nrfB//yhcN//mglC//mgsA//ynhG//epmC//hsrA//mtlR//gspE//pyrE//yfiR//yecS//gsiB//cynX//ribF//tnaA//pgaD//fdhD//nupC//hypC//uxaB//pyrB//pgpA//tsx//pdeD//ubiG//hpt//rluB//emrE//lysR//bcsA//proX//fdnH//sdaA//trmI//fliL//trkH//rho//hypD//rplO//cyoE//narP//argB//amiC//hybB//gntP//cysA//rsmA//alsE//lptB//mdtF//recF//glnA//dmsC//cof//hipB//aspS//lsrD//hycI//mipA//ybbN//yciT//ispB//efp//brnQ//
GO_0010557_7	ssuC//ispA//mnmE//srlE//yjjI//brnQ//ttcA//trpD//cobU//yhcH//prpR//rnb//mdtA//cysZ//envZ//frdB//kdpA//ogt//slyA//hisB//katE//ygjH//parE//dsbB//rluC//kduI//hslJ//ybiY//yiiM//secY//ligA//hipB//murG//msrQ//bdcR//waaA//nanT//ftsB//pagP//bamB//ccmE//cdd//allD//ftsI//etp//nlpD//uhpB//pcnB//gadA//alsA//cmoB//glpB//fadM//uacT//fepA//clpS//uxuA//leuE//nikE//feoB//afuB//bioA//cadA//ilvL//kefF//insE-1//yddA//nhaB//apaH//dgt//comR//uidR//speE//yiaA//hns//fbaA//ychH//ilvI//mlaF//yddM//gloB//panB//
GO_0010558_7	ycdY//tehA//nfo//ssb//sbmA//pinQ//plaP//dinQ//ydcT//sdhA//prkB//lysS//entA//paaK//gltK//bfr//slyA//pykA//appB//yegT//gldA//ybjX//fepD//udp//clpX//phoE//yqiI//lipB//nei//xylB//ihfA//kdgT//ftsI//pbpG//cbrC//ydcT//rpe//ccmD//dnaX//gluQ//murP//blr//ycbX//afuB//ykfM//fumA//hflX//mltG//nadA//astC//rrrQ//lexA//lipA//menF//dtpB//nusG//aroF//rpmA//gph//mgtA//bamE//casC//fdx//barA//aldA//mraY//rseB//cdgI//yfcS//fadI//mtgA//caiE//aroD//phoQ//mocA//hemA//nudC//osmY//ycgB//mntH//cysZ//dtpA//nrfG//potH//dacC//ubiA//purA//yedL//thiI//yhcH//nadB//gfcE//yhjV//yegV//fepA//pitA//apaH//ybhP//ydhK//rspB//phoU//yjaZ//potF//yqaE//ccmE//cheZ//atpH//ygiS//glnH//menH//ghrB//ibsA//pyrG//xylH//sgcB//flgI//gnd//secE//yagJ//znuA//
GO_0010562_7	minE//rhaA//
GO_0010563_7	lyxK//nirC//
GO_0010564_6	rlmJ//fabB//pyrL//lepB//trkG//
GO_0010565_6	betB//fpr//ptrA//asr//gutQ//menD//
GO_0010604_6	mlc//bisC//artQ//ldtB//rluE//nanC//recE//hemL//mioC//waaB//yidD//nrdE//tolB//poxB//rep//elfA//topB//holA//zapB//trpD//cysI//slmA//ygcR//asnC//ycjD//gabT//yhbY//yhhZ//ydgA//citC//motA//znuB//ypdA//efp//agaC//betI//iscU//cydA//ytfP//paaJ//yjcE//frmR//iraP//yccS//ybaM//nuoG//ymgF//yggE//fryB//mltF//lsrA//ynhG//aspS//tas//sthA//pbpC//evgA//rpnC//mgrB//fecD//yhjC//eutD//recC//leuD//rimP//codA//dcyD//hscC//ydiV//yieH//asnA//ansB//ydjH//dgcF//der//yagF//dinQ//paaB//dsbB//ymjB//gmk//nadK//recG//tqsA//pspD//sgcB//rnc//prlC//cyoA//pheA//glrR//frwC//pyrG//
GO_0010605_6	nrfC//argS//gntP//yahN//roxA//csrD//tldD//ampG//menI//pgaD//gadC//mltD//dgcN//mdtF//hflC//waaG//cusB//gatA//ydiQ//eptC//yjfP//rhmR//uhpA//ugpA//dcuB//prfB//mreD//ampH//nikB//rfaD//msrQ//cmk//obgE//ldtE//mrdA//lpxL//chpB//hyaB//frvA//mdtC//ghoS//kgtP//lptC//umuC//tcyJ//yfcV//pdeK//rpoH//dicB//ppiD//potB//ybdN//fabR//rutR//fliA//trpD//yidZ//ychH//yiaA//mipA//rpoD//eutA//gcvT//ttdR//gdhA//lpxL//mepS//ilvD//tauD//insI-2//fadJ//fimG//birA//rpnC//insI3//fucI//motA//cdaR//abgB//phoR//ybfA//ynfE//nei//betA//eptC//pheP//yqiH//sugE//dcyD//ubiC//dgoR//rpsD//rclB//hyaA//tonB//uraA//cheB//tar//yobA//cbl//gcvA//mlaB//soxR//mlaD//cusA//rpmA//pdhR//ybiY//ssuB//adhE//rcdA//avtA//ybiY//nepI//rayT//hldE//rlmH//yqaA//tatB//ycgV//treB//ymjB//yidD//fhuC//glcD//yqcC//yehU//rluD//thrL//metH//uspB//dhaL//yddL//yfcP//pliG//mdtN//xseA//yjhB//nuoG//nirC//cusS//trmO//ycfH//yehT//
GO_0010608_7	nanK//yggD//yieK//rseP//cysW//csgB//rraB//sdhB//hprS//ynfF//aroD//yfaE//mltF//ibsA//panB//rhaM//hxpA//fadH//lgoD//kduI//ibsB//yadM//holB//aaeR//yieH//tnaA//malY//cusF//lipA//mhpT//ghrB//sxy//ansB//argC//flgJ//deaD//cvrA//rzpD//bipA//glnK//dkgA//hisB//speD//thiP//
GO_0010628_7	rusA//sdhA//yehZ//rsfS//malZ//tas//trpB//epmB//gatY//insA-2//psuT//pntA//borD//pdeL//flhC//yeaK//dtpB//cutC//tonB//mocA//tdcB//ribF//artJ//allC//lysS//thiC//glpF//tatA//hybC//yebK//yehY//pspF//murI//dpiB//ribA//yqjA//decR//topAI//paaX//recA//nadB//fucO//yjcE//rnr//evgA//hypD//idi//ydeP//lptE//fimF//hscB//glyA//ydcO//syd//putA//tbpA//ppiC//manZ//uvrB//thiE//ygbM//trg//nusA//ydcO//amtB//malX//artI//ldhA//adiY//trmH//pagP//zwf//yafN//hpf//metF//fucO//dapB//nuoN//lplA//map//ygbN//ydgA//torS//
GO_0010629_7	radA//curA//caiD//menE//pitB//ptsI//etp//suhB//minE//dusC//rhoL//rutC//hflC//carA//cspG//fimC//pgi//glcA//hipA//miaA//dcp//dhaK//gloB//metK//deoC//yceO//nirC//yfdR//mdtG//tolC//betI//gapA//parE//fdoH//topA//dam//murQ//yciH//pspF//mrdA//mrcA//tilS//yhgH//ykgF//csiR//nsrR//dtpA//yiaM//moeB//hmp//lepA//dicB//ldrB//betI//mdaB//dcuC//ydiQ//yraJ//ybiO//creB//ibsD//yiiE//evgA//ilvH//paaJ//kdpF//mutT//rof//pykA//uvrY//cynT//hicB//ulaE//rpnC//secF//fic//copA//cbeA//nrdH//nadD//mrdA//mtlD//sgbH//menC//fucA//paaX//clsB//argA//fabR//rplD//flhC//yjbB//cfa//parE//narV//ygaZ//nfsB//menA//rdgC//pepT//xylB//rpiR//fucO//prpR//ydjK//ibsC//gabD//uxaA//prfC//tadA//frlB//rnt//yadN//fbp//rcsD//tus//argA//sdaB//moaC//oppA//zraR//ibpB//rplE//hrpA//ydfH//dacB//rclC//agaR//
GO_0010638_7	amyA//cydC//
GO_0010639_7	rihB//sapC//lacI//
GO_0010646_5	ldcC//
GO_0010648_6	yhcF//
GO_0010675_6	iclR//xseA//glcF//yohD//iaaA//tolA//
GO_0010676_7	glnB//argI//
GO_0010677_7	gpt//
GO_0010699_4	srlD//lolE//
GO_0010810_5	tcyL//iaaA//
GO_0010817_4	betB//dinJ//adk//cpxP//mdtI//maeA//napD//kefB//pabA//tyrR//yafN//dgcQ//mcbA//zntR//
GO_0010827_7	flgA//
GO_0010829_7	yedX//
GO_0010876_4	nepI//
GO_0010906_6	hcaR//murR//
GO_0010907_7	yhjB//
GO_0010911_5	yiiE//kbaY//ygiV//
GO_0010921_6	gutQ//rne//pinE//araB//
GO_0010941_5	crcB//
GO_0010948_7	cycA//nanE//
GO_0010951_8	ygaV//nirC//
GO_0010962_7	ydfD//gpsA//
GO_0010966_8	pgpC//
GO_0010967_6	mreD//
GO_0010974_7	hybA//
GO_0012501_4	hyfC//mdfA//nudB//nupX//yehW//arnE//sapF//sfmH//kdgK//ynbD//mnaT//yidH//yraR//
GO_0014070_5	msrC//yjjQ//
GO_0015031_5	narW//mcbR//wecC//ycgR//yqeA//arcB//yceO//dcuR//rluB//secM//yfeD//rarD//ugpB//yehW//eutR//ugpE//arsB//ldrA//malQ//tufB//ribE//fixC//corA//yibA//cpxA//mtn//cusS//yefM//glnB//lpxB//yfhM//glmU//xylB//nusA//cnu//gatZ//xylE//yafS//ulaC//yjfF//ytfQ//
GO_0015074_6	tolA//gatZ//ydaN//yfiR//grcA//elfG//birA//
GO_0015628_5	menC//ydeI//lpoA//fumB//atpE//
GO_0015669_5	glnL//
GO_0015670_6	ssuD//
GO_0015672_7	nrdH//yfdG//cheW//pcnB//paaJ//ftnB//gltX//kbaZ//dxs//lapA//phr//gadB//ygcW//nlpI//rpsK//xisR//yghB//atpH//bioD2//dnaJ//cheZ//rbsK//hupB//rplX//otsA//csgB//tsaE//yagE//hyaB//afuC//bamC//parE//pntB//fdrA//pphB//ibsB//ebgA//murP//afuB//tabA//tamB//mrdB//rsmH//
GO_0015673_9	tmcA//
GO_0015675_9	eutN//fepA//bioP//yajL//tatD//deaD//umpG//hipB//
GO_0015679_10	hybC//frlA//
GO_0015682_8	emrE//glcA//cysB//dnaX//rsmB//nlpA//dgcE//serC//melB//ydfG//alr//gspJ//
GO_0015684_9	cusS//frlB//yadV//yiiM//fcl//
GO_0015685_8	cdh//ydjK//fimA//bisC//gudX//hipA//
GO_0015687_7	moeA//feoC//mdlA//glpC//
GO_0015688_6	napA//yeeA//atpH//atpD//umuC//alsA//lpp//zitB//rhlE//yaiW//gudX//glxR//zitB//infC//yedF//rlmG//parE//fdnG//
GO_0015689_8	yhcD//mnmG//sgbU//
GO_0015691_9	wzc//ypdB//hyi//yjjI//
GO_0015692_8	frlR//
GO_0015693_9	kdsD//tsx//
GO_0015695_6	hisS//hdeA//wcaC//narP//opgE//artQ//pcnB//gadC//ybdH//serS//melB//codB//tatA//nadB//acrB//yhbS//fur//setB//melA//ycfH//acpP//coaA//lptE//rlmJ//rpiB//parC//ypdB//trpD//serB//yhjX//
GO_0015696_6	srlD//glpT//rplR//rplM//ydiP//gspF//murD//livF//birA//rfbB//fimG//cheY//gstB//hrpA//hypA//rplJ//pdeK//tatC//rcsB//phnC//tusE//tag//glmU//trxC//cbrA//rffT//moaE//galK//nudB//mraZ//lptE//
GO_0015697_7	yidE//rplQ//yphF//mepA//thiG//hdeA//nmpC//ubiF//purL//lsrB//uhpC//yddG//yidK//
GO_0015698_7	atoB//adiY//lolB//appA//pgrR//trpR//luxS//gmhB//rpsP//yjcS//fixB//focA//sutR//kefF//nuoL//argO//trmH//nagE//yehY//tamA//cspE//cycA//agaB//hisP//yeeA//glmM//ynbC//yghW//ppsA//msrA//fixB//hcaD//degQ//rraA//adiA//yjjQ//ydiB//ybhJ//ihfB//rpsO//lspA//
GO_0015699_8	dgkA//
GO_0015700_8	dppF//flhA//
GO_0015706_6	panD//dnaQ//ybiT//
GO_0015707_6	yfcP//agaA//sgbE//rplE//ybjX//fic//
GO_0015709_6	speG//
GO_0015710_8	yjiQ//nagA//
GO_0015711_6	dppA//psuG//adk//fucA//arcA//priC//yraR//secD//hemG//bioF//ybfA//glnL//lptF//rpmA//rplO//fliS//acrF//kduI//hisQ//fhuC//emrD//pdxA//hisM//phoP//ghoS//fliG//yjjW//mdtJ//accC//gmhB//ygbI//flhD//rsmI//hcaF//rna//yiaO//murQ//fumA//nagD//dgoD//wecA//rpsT//nudF//bipA//hinT//hisG//tyrS//pdxY//sodB//mdtA//aroB//gmk//yaaA//dppD//rhtA//gntT//alaC//cysQ//ydeP//ccmH//yjfP//ptsN//rmuC//degQ//rsmG//rluE//yiaF//ascG//tatB//nmpC//lpoB//hpt//mdoG//hyaB//ychH//ydcZ//gutM//queF//brnQ//ybjN//glsA2//yjiM//ybiY//yjhH//entE//oppD//thrB//selA//rcsD//tabA//yfiF//glpT//narX//ychO//dctR//yfhM//hybD//glsA2//ibsE//frlB//elfA//fepD//recC//aaeB//alsE//miaA//argF//aroF//fliT//atoS//ydiP//ibaG//yjhP//ybaQ//kefC//hyaB//bsmA//hxpB//ahpC//ldhA//kdpD//lpoA//yodD//csgA//hprS//hcp//glgC//ybdM//fliK//cydC//arnT//yjhP//lptD//mscK//cptB//ydeP//tusA//ypdI//dacD//cdgI//arsR//panB//yhdJ//fau//
GO_0015712_7	hsdM//
GO_0015718_8	metL//moaE//tatD//rutE//prlC//envC//rzoD//deaD//ompC//ygiN//ykgO//dxr//yeaK//rpsP//mutH//hybF//secF//eptA//thrC//hupA//cysM//tatB//insA-2//gatZ//
GO_0015721_7	cstA//mtfA//
GO_0015724_7	rlmA//aceK//ftsK//
GO_0015726_8	clpS//
GO_0015727_7	ygjK//panF//
GO_0015733_7	nmpC//
GO_0015734_6	glnB//rclC//cpsB//
GO_0015735_8	dhaM//
GO_0015736_9	fhuF//
GO_0015739_7	agaC//
GO_0015740_9	ydjJ//moaA//patZ//yadC//ssuC//mipA//ompF//yqjI//cedA//
GO_0015741_10	yjeI//holA//
GO_0015743_10	nikB//
GO_0015744_6	insI-2//yfiC//yhcD//
GO_0015747_6	ygbL//
GO_0015748_6	lhr//yfeX//ldrB//lsrG//yhfK//ahpC//ravA//entC//cbrC//gstB//glnQ//clpS//yjjV//rho//yfiF//
GO_0015749_7	tmk//waaC//potG//glcE//moaE//dkgB//tusA//ligB//slyD//pepN//dinG//cueR//tyrR//ilvD//ybhP//hemN//rnlB//glpX//lacZ//rpiR//ydcP//zapA//rpmC//rlmF//ccmF//rrrQ//recX//nudF//ghrB//entF//rfaQ//hsdM//norR//htpX//gapA//uhpB//ybiY//glcE//ydiO//rpsI//nuoG//ushA//coaA//epmB//lptC//
GO_0015750_8	rbsK//narX//znuB//selD//amiC//dgcZ//cdh//corA//bluR//rhaS//sfmD//metQ//cobT//
GO_0015751_9	dinB//cydB//yddA//yjaZ//yhdZ//exuT//
GO_0015752_9	hemG//nupX//bamA//hslJ//minE//ygfA//
GO_0015753_9	cysN//hslU//ybhJ//
GO_0015754_9	waaB//xseB//bisC//
GO_0015755_9	ybhJ//nrdG//flgI//sfmA//mhpT//kbaY//tktA//zapC//atpE//rpsS//mraZ//
GO_0015756_9	melR//hyi//
GO_0015757_9	phoR//gshA//hxpA//ygfA//nuoE//ibsB//intZ//
GO_0015760_8	garK//
GO_0015761_9	insH-5//ralR//allS//
GO_0015762_9	cirA//
GO_0015764_7	modC//rplJ//pepA//nrdF//
GO_0015765_8	lolD//ssuA//lptC//yfcP//
GO_0015766_8	ybaQ//mog//sad//yiaF//rraB//ralR//glcE//cdgI//rlmJ//ppx//uxaA//lacI//hycB//tsaB//
GO_0015767_9	dmlA//emrY//yggN//insF-1//
GO_0015768_9	lysO//eno//glsA1//rpoD//glmM//talB//
GO_0015769_9	nanK//
GO_0015771_9	guaD//znuA//dhaR//bioA//
GO_0015772_7	proC//mgtL//hdeB//yfcP//yiaO//yciF//cutA//cstA//fdoI//sbcB//mnaT//prlC//iraM//sodB//fimF//ccmG//ymgF//
GO_0015774_7	yjgX//dkgB//tus//prmB//tsgA//nimR//
GO_0015778_7	ddlB//
GO_0015791_7	fimB//ycgV//ymfK//prkB//kdgT//yhaJ//cmoB//yihR//
GO_0015793_7	purL//tusB//
GO_0015794_7	hipA//rph//xylB//csiR//dnaK//
GO_0015795_7	uvrB//
GO_0015796_7	mtlD//rpsG//ycjY//livM//
GO_0015797_7	lplT//rpmF//
GO_0015800_7	dcuC//yiaT//caiD//ruvA//
GO_0015801_7	xdhB//mepM//tabA//rnr//cysB//livJ//elfC//tas//
GO_0015802_7	uidA//fadI//mtr//moaB//aroL//araA//yihS//
GO_0015803_7	yedP//pntB//nrdH//mutM//rimM//mmuP//slyD//kdpC//secA//ydiB//proV//
GO_0015804_7	mmuP//aphA//ybdO//kefC//hisI//ulaA//hcaT//yrbG//csgE//yhaJ//selB//hybD//yphD//treC//borD//mtr//sxy//mgtA//folD//hokB//putA//glmU//dgcE//ynfK//hcaC//rpsM//livJ//dacA//htpX//ygbN//kdgR//recX//hemA//
GO_0015806_6	ybcF//
GO_0015807_7	lspA//trmI//hemE//gmd//rarA//hyi//ydcT//yjfF//yehX//ushA//yahD//rlmN//rdgC//torS//frr//fimG//sulA//ycjY//ridA//sbcD//trxA//gpmM//rffM//yjiR//ruvA//nrfB//dcd//ynfL//iraD//yqaB//aas//sdaB//ybhF//leuC//lapB//yjcE//miaB//xylH//
GO_0015808_8	sdaC//motA//
GO_0015809_7	yieH//basS//mcbR//mdtJ//mdtQ//yoeB//
GO_0015810_8	gntR//pyrH//
GO_0015811_7	xapR//ddpA//truC//yhdH//ybjG//
GO_0015813_6	yghB//hemG//exbB//
GO_0015814_7	dgcZ//
GO_0015816_6	rutR//
GO_0015817_7	fdhD//
GO_0015818_7	hrsA//glpB//mdtB//dnaC//ompR//yjaA//nagZ//
GO_0015820_7	hchA//wcaB//yidR//frdC//recE//rimJ//rplO//mioC//yihI//
GO_0015821_7	phnP//fepG//waaA//aroK//lamB//
GO_0015822_7	artJ//recR//
GO_0015823_7	yaaJ//ychF//trpL//argT//ybeQ//paaA//map//
GO_0015824_7	tcdA//yiaT//
GO_0015825_8	rplT//
GO_0015826_7	uhpB//yaaY//rpnB//
GO_0015827_7	phnO//mscS//ddpA//
GO_0015828_7	glnH//birA//
GO_0015829_7	yfeD//yiaU//ydcR//cdsA//argB//mepA//vsr//tig//ddpX//
GO_0015830_7	yebG//feoA//ybiJ//
GO_0015833_6	treC//purU//hybC//nrfD//frmR//rnhB//trmL//rsmD//sdhE//rpiA//lapB//appY//yiaN//pntB//yqgF//fryC//plsC//ynaE//rpsI//sspA//trkH//lysS//ttdR//mdtA//yebK//yieL//carB//adeD//mgtA//gfcE//vsr//yiiD//yqaE//ispB//ppiD//atpF//proA//ibpA//lipA//pitB//ftsL//chbA//nagE//rseP//mutL//entF//recA//frdD//cdh//pdxY//dcd//glvB//rpsR//aroA//psuT//lptD//metG//metQ//yfcR//trkH//ydaC//cbrC//ilvL//sgcX//pyrE//wzyE//yhjG//ligB//yqjI//tsaC//sgcC//sfmC//smpB//ydgA//yqcC//csgE//elfG//bluF//
GO_0015834_7	nadE//dmsC//ftp//rpsM//lacI//
GO_0015835_6	argC//dgoK//lsrA//rplX//
GO_0015836_7	bolA//abgB//entH//
GO_0015838_8	fimA//rcsA//insH-5//rarD//yiaN//sufS//sufE//pgpA//ydcO//yieF//ydcR//thrA//eutK//
GO_0015839_7	mntP//
GO_0015846_6	murR//mppA//adiY//yqeA//aes//hisD//parE//menB//ccmC//ais//mepH//yddL//gcvR//frwD//pspF//paaE//bcsQ//
GO_0015847_7	phoR//fabI//glnP//treC//cysW//ubiB//chiP//hybE//rplO//livM//yhjV//uhpC//rcsA//rcsA//fixC//
GO_0015848_7	yfdC//gatC//adhP//entC//cspC//hcaE//
GO_0015849_6	ais//oppD//norW//ydjE//hxpB//bacA//ppsR//appY//upp//sixA//livK//secF//lapB//bglB//sdhB//guaC//ibpA//msrQ//fdoH//murJ//nadA//ykfI//mraZ//mdtK//cysA//rfaF//appC//sfsB//macA//dgcJ//galE//yibT//rpsD//yhgF//paoC//sdiA//aidB//mscS//prmC//dbpA//gutQ//gudD//flhE//tamA//ygbI//yiaO//mutS//ymfA//rpsN//narX//livF//arnD//smpB//yfeR//dnaN//tdh//mltC//tilS//adiY//nuoH//chaC//yajD//cbl//mtfA//nikR//fryB//bioP//ydhQ//pheM//yghU//rlmF//xerD//bamB//lpxM//hfq//tauD//rdgC//psuG//minE//rfbX//yqiJ//hldE//clcB//ugpB//infB//yidL//ldrD//hisQ//hchA//dppD//fruA//argE//dsdA//fetA//ampE//ybiH//cas2//mutS//galM//degQ//rplE//ilvE//ccmF//tdcB//fepG//nhaB//nlpA//wbbK//hofP//preT//insA-1//elfC//hybG//oxyR//yhdZ//
