#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gcd//nadA//dnaA//hypA//
GO_0008615_6	yihI//rfaD//sulA//yeeA//fabZ//yqcC//hscB//
GO_0008616_8	tbpA//cdd//rfbD//yrdA//hsdM//cysS//minD//
GO_0008617_9	ydjH//
GO_0008643_6	norR//recQ//pdeH//yeeO//cpsG//dacB//bglF//rpiB//trpD//yhhZ//rlmF//yneJ//yfeX//cysH//mltD//aspC//glnH//mdtG//dinG//pstC//mqsA//gltP//metN//sapF//uspE//csiD//queF//nhaR//gltD//sfsB//rplE//yhbX//yraH//mnmC//hyfA//ccmD//ecpR//ubiD//adiY//ttcA//rfaD//ydfG//iraP//prmA//trmA//kch//nupG//mlaD//ytfT//fliM//mdoG//rpsO//pntB//dgoR//yehW//yfeD//yieH//ugpA//cas1//yagF//lexA//evgA//rsmI//lysR//fimD//chbB//trmA//frlA//leuC//rpmA//cheY//pdxK//nagK//rfbD//yciK//yciA//hcaR//macB//speD//argI//rhaD//asd//cyoB//ascF//ttdR//tusA//hldE//deoD//gudP//secY//cysA//lysA//argC//sfmD//ynaI//rihB//setC//serS//uxuR//yghW//rsmA//ghxQ//flgM//yejF//ygaH//fimB//yebS//feaB//yhaJ//csgD//nuoI//minE//cpxP//ppiD//
GO_0008645_8	uhpA//spy//moaB//ydcT//galE//treB//groS//evgS//hyaC//yadN//murR//trxA//emrE//rlmE//arcB//adhE//btuF//valS//alaS//deoC//betI//nrfD//rtcB//nrdF//
GO_0008652_5	essD//ydiV//rcsF//yfaV//greB//arnF//yihT//bioD1//ihfB//asd//bglX//rsmE//otsA//yccS//trmH//ygaZ//rplX//ygfI//chbF//arcA//kdpD//tyrB//eptA//ydjM//potI//gsiB//yhjG//yjjQ//pyrE//mtlD//kgtP//mnaT//abgB//cbtA//miaA//raiA//fumC//alaS//wecE//flgA//gltP//csdE//yajL//fetA//idnK//casC//plaP//ygaZ//exuT//aroB//cynS//ubiA//ybdZ//uxuA//pyrF//mscM//xylH//frwD//sthA//ybhS//ftsE//yqaE//plaP//trmI//yadM//rpsT//rutD//leuE//yqhD//parC//bssR//recX//oxyR//yaiW//mscM//insK//ybaL//lldD//dhaK//rne//aphA//ulaD//nagC//yejA//ybjC//cedA//sgcE//yodD//alr//argA//rplT//glnS//malF//fieF//ugpE//ydbK//rplO//lptB//ygiV//ynjA//ycfS//ybiI//entA//pphB//ogt//acrR//sdaC//yehA//acrD//fucP//cobT//mltG//alaA//hldE//
GO_0008653_5	mtlR//eutK//hslJ//sohB//tar//trmB//hypB//rsgA//zntR//aroE//insF-1//sugE//yiaA//
GO_0008654_5	ais//tolQ//ccmH//fimI//leuS//potD//nuoG//rpe//dgoT//chbF//ugpA//rimO//mgsA//leuD//clsA//yadN//murR//umpG//hisA//fabB//rfaH//rcsC//yiaT//yhjA//greB//hrsA//fdrA//dhaK//aslB//fimI//nusG//glnE//gatA//ampG//fdoI//
GO_0008655_5	ade//lsrA//frlR//rsuA//ibsB//hybF//metH//
GO_0009050_6	proC//mdtN//
GO_0009052_6	hemD//yhjC//rnpA//ydiV//hokB//yhdW//yhdW//
GO_0009056_3	eco//cpxR//fadB//ibpB//rihC//sdhE//mdtD//hypB//ilvA//wrbA//fdnH//ilvN//ygcR//ydhC//ftnB//tolC//mntR//cspA//hipB//cyoC//ugpB//frwD//glsA2//ligB//ykgO//yihI//dgoD//brnQ//glrK//yjiY//osmY//tcyL//rpsL//ydjH//ldtA//rnhA//sgbU//cyoE//dcuA//frmR//rpmJ//ptrA//borD//acrD//gudD//putA//acnB//ycbV//higA//orn//argC//frlR//pspC//yoaB//mdtE//kbaZ//mraZ//pdeR//ycjP//rbsD//psd//yehY//dgkA//rhaS//msrQ//purB//truA//casE//gmk//metQ//rffH//prfA//rsmI//ispG//ynaE//moeB//mtgA//ubiB//cpdA//ybjC//pheT//bcr//iscA//topAI//csiR//tehA//entE//ycaN//hicB//ibpA//cbrC//proQ//mrp//iraD//dsdX//potB//wzzE//rluC//lolE//opgH//codA//yfcQ//kefC//tgt//mdtG//ygfA//pepN//lolC//fabR//xseA//waaY//gloC//rssA//glnD//rbbA//ybhI//sugE//ribD//mhpR//ulaR//proB//fdoI//yjcS//marR//azoR//hscA//ubiJ//ytfR//erpA//mprA//yefM//metH//dpiB//rhmD//speG//allC//rnhB//xseA//ybiW//gatD//purT//cysD//phoP//folD//agaR//hokB//manY//malE//galM//yeeA//folD//rutF//ulaF//ggt//yahF//rpsE//infB//corA//folP//scpB//narY//phnO//actP//flgA//nanA//msrB//satP//fadH//ydeT//ubiA//tdcB//rfe//acrR//yeiE//xapA//yiaM//iraP//lolD//yneL//cpoB//trpC//uof//xylA//udk//ybbW//mdoG//asnA//metC//kdgT//narW//rutD//ybfE//yieK//cysU//rpmB//galR//potH//yddG//argF//nanT//malK//potB//mukB//panB//fixA//lgt//epmA//dgcF//pal//hcaC//ybdM//tabA//rimI//nirB//mdtI//ftsN//yceD//btuF//asnS//rimI//tauA//envY//ortT//osmF//rbsD//abgT//aaeA//yfcV//leuO//insK//flgE//dhaR//ybaT//murQ//yifB//gcvH//rnd//bluR//cpoB//thrA//yraN//ftsY//betB//ybhS//yegV//ypdF//cas1//selU//nusA//ppc//eamA//dcm//holA//mtn//murD//eutR//yggP//coaE//epd//rplK//wrbA//mhpA//ldrA//clsC//oxyR//rfbC//rihB//cheB//hslV//mliC//fhuD//bamC//ccmD//ldcC//ecpR//zwf//purF//ydcO//pspF//ibsE//prpD//ghoT//prpR//dadA//cadC//rna//fabI//yaiP//rpiB//yfaX//metE//ubiH//phoP//tqsA//yajQ//nikC//gyrA//gntK//secD//acrA//phnJ//galE//yneL//rpmC//glvC//eutA//yjfP//yqiG//appC//kdsC//actP//cdaR//yhfK//menE//mdtB//rne//flgK//sgcB//ygiS//tehB//rplY//yejB//ygeX//cbrC//rffC//yhjB//prpC//frmB//pepQ//bglH//ykgM//rplJ//yeiL//rbsC//dppF//msrC//narU//mukB//lpoA//ydbK//mug//nanS//cyoA//purT//ygbL//osmY//ybbY//treB//malS//garL//garP//ydbK//rlmF//oppC//glsB//proS//mntH//acrZ//proW//marR//yehX//cbpM//metQ//rluE//nanT//mreB//yfhH//dnaE//fadB//uidA//ymdB//pykF//rutG//hybO//ldtD//hisB//yeaV//rpoE//sbp//yihR//mepH//intS//slmA//hslV//wzzB//nrdD//yejB//rutF//hprR//yebK//citE//glgX//malP//malP//zapB//entB//xapR//waaC//yeiG//rtcR//yihT//ldrD//bioD1//cobS//nuoB//opgH//recA//ybcL//nrdF//nrfA//rclB//dppB//yfgI//leuE//glpB//hha//
GO_0009057_5	mntR//rlmJ//alaC//nimT//serC//yohD//ydhQ//tatE//phoQ//trpR//cusC//hisB//osmE//mreD//gmk//frmA//tufA//azoR//tehB//citG//proQ//mtnN//kefF//selB//hofC//rcsF//gadX//kch//dgcZ//cfa//cysS//deoR//iclR//aslB//sdhD//gabD//mhpT//hofC//csrD//ybdH//spy//yghW//rimI//rpsN//aroF//cspE//citX//yhjD//dtpB//nrfG//yecS//livK//ispG//pitA//
GO_0009058_3	hycA//panC//aqpZ//cdd//yfcF//rsmC//nuoL//yccX//rplW//hypF//ygbI//secY//yegV//ybdR//citE//ilvA//nrdE//nrfD//surA//kdpF//ybiY//lolE//setC//ychO//sucC//clpA//yehD//acpP//ygdG//hyaA//agaR//prc//prfB//cvpA//moaD//envC//cyoA//iap//rnc//cobS//mngB//gpr//osmE//accC//bcr//trmO//dsdC//torC//priB//selD//cynX//ccmE//hipA//acpT//brnQ//ybcQ//bfr//dgcJ//kdgT//chbA//aroB//argD//atoS//glpA//lgoT//nrfG//dmlA//yiiD//rffT//rlmL//rffH//panB//xylA//yjbE//leuA//rihC//tap//napB//parC//cmtB//ribC//fetA//ugpA//rcsC//yhgH//hcaR//fadL//ruvA//rnpA//pepB//oppC//dgoK//thiQ//yhgH//sapD//argH//mcbR//cmoM//amiD//yhfK//tqsA//ynbC//wecA//ygcO//trmD//yhjR//frdB//focB//yggD//yadM//frvR//fumA//napD//dnaJ//ybdM//yjjV//fepG//frmR//ymfK//fucK//entC//hmp//caiE//dsbB//dhaR//ttdR//aroD//mocA//yqiJ//asd//kdgK//flgM//moaB//rpmG//yhbS//metC//glcB//yjjV//rcsF//ubiH//pspA//pspC//ybhR//rpsP//thrS//lexA//mglA//dgt//bglF//mocA//hipB//wcaC//ycdY//rhmR//rpmC//cysM//yfeW//pyrF//evgS//sdaB//tdcA//dgoK//rcdA//flhC//yjjU//pcnB//arsR//potC//mcrB//yfcU//gmk//ybdM//ssuB//rpsA//tsgA//nagK//rhaA//oppF//cysP//torS//gspE//ubiA//ccmC//eno//acrA//ccmD//sixA//pdeD//dgcQ//alaE//fliD//chiP//xylH//yohC//gor//eptA//mlaE//flhD//ivy//nrfC//pflB//mfd//mdtM//dnaB//cas2//prfA//dgkA//ypdB//glcC//phnN//kch//tldD//cpsB//mscS//ycbB//cptB//tgt//ygfX//aspC//ftp//rimO//ubiX//kbaZ//fhuB//comR//yidR//mscM//yafC//nrdR//sufC//hpt//fbp//pdxA//prlF//purN//tilS//yfdS//malQ//ykgA//ilvD//trpB//waaY//tpiA//mrdB//nupX//intS//yajD//yaaU//mltB//mipA//ibsA//exbD//ackA//arnT//tusD//thiE//dnaT//ybeF//yebQ//yghW//sbmA//yeiE//recD//yfhH//pepQ//perR//ydbD//hdeD//tcyL//ydjL//treF//purD//fimI//ilvE//aaeR//ghoT//rlmN//hcp//accC//lsrD//cadA//cof//metK//nudF//rrrD//rlmD//yiaM//aroK//iscR//dcm//yhbY//tusC//ppiA//fecB//abgB//tatA//cheR//codA//sohB//kdgR//yebQ//livG//mdtD//cspC//recX//miaB//purN//fimE//moeA//fliK//rpsJ//rnb//yagI//uacT//galF//yceK//yqjH//gpt//yidR//iaaA//mcbR//caiF//clsA//entH//lsrB//artJ//ybcC//nudG//sppA//frr//ycbU//rbsK//rhtC//fucK//qseB//serB//guaB//rfbX//rplX//wzyE//glcA//envY//hscB//tatD//dsdA//purN//frlA//gcd//yadC//ybdH//yjjW//phoA//rplF//mdtG//patZ//lsrC//yidE//dnaC//recG//rplE//intE//uxaC//ygcW//prs//gspJ//xylE//waaU//ybaT//dxr//uvrA//yqcG//trxA//glnB//betB//lipA//nfuA//yjjG//epmA//yhgF//nrdG//nadK//puuE//rclR//arnF//ycaN//yadV//hcaD//pitB//yhdZ//ycbU//yiaB//minC//mreD//prc//yjbE//glmS//sfsA//rtcB//rplE//sgbH//aroE//cysZ//ycgV//pdeL//tldD//ypdA//ftnB//mukB//yfdK//clcB//ycjQ//xylR//fimB//intE//iraD//secA//tolA//lapB//napB//fixB//ypdF//yjiA//yobF//surA//hcaT//pykF//yehX//mdtK//trmD//uspB//mcbR//cyoA//yehU//bioP//hyfA//pepB//queG//cspB//chaC//mutY//gltB//rayT//eco//kdgR//cysS//csdE//pbpG//rpmJ//gadB//ycdY//pdeL//tadA//yeaV//ssuA//pyrC//agaD//yciF//dauA//yqjA//pcm//yhfS//yraR//nupG//thrB//ulaA//ccmH//proW//rplE//mdtQ//murD//map//ompR//cas2//ybjN//trg//phoB//arsC//fabR//ycfH//rplF//yciG//gpr//lptE//uhpA//hrpA//actP//manX//fis//yciE//yibH//allB//bcsQ//thrL//holC//cas3//elfC//rpsI//pal//glpB//glpC//rfbD//cmoA//yadC//mrdA//actP//mppA//amyA//trkH//acnB//dinG//rseB//zipA//prpC//yhcF//mdtK//yjbB//rnpA//fieF//lysA//fepB//livK//basR//yciV//nadC//intQ//rpsE//trmJ//tolA//ynfK//cheB//eco//mnmG//cusC//opgE//ileS//nrfB//artP//yahF//hofP//puuR//ygdG//yieE//citC//fimG//ycgV//purB//fdnI//yddG//nagA//kdgK//sspB//alsE//rplS//sdaA//topA//yphD//tsf//yhcN//sodB//fhuF//chbB//ompF//rbsR//mepM//csdA//rstB//rrrD//glpA//surA//yehD//csgB//dut//entF//fadJ//potG//yggE//tcyL//nuoE//cdaR//malZ//selB//yfcV//ubiA//apt//cbpM//secB//torC//prlC//yjeH//waaZ//pncB//ulaD//ruvC//prkB//mutS//tufA//yihT//phnG//tbpA//rayT//ydcP//yfaX//nadE//rfaH//srlD//lolD//ydjH//curA//sufS//dgoR//exuT//dsdC//aroC//tyrS//glpA//gspJ//torC//fabH//kdgR//ivbL//npr//pgsA//ldtC//kup//murF//frlB//uvrC//pgsA//cysZ//insH-5//aceK//fimE//frlC//epmC//eco//fliM//mntP//rluB//trkG//hexR//focA//gph//uhpT//yjeI//srlA//cvrA//purR//rnc//pyrH//ilvC//rpmE//csrA//kdpC//uvrD//rpsE//paaE//tolB//xthA//ybjI//tyrA//waaO//yjgX//agp//tsaB//pepB//yiaB//yciV//hyfR//bioH//clpP//cdgI//recC//tyrA//ynfL//sapA//topA//tdcB//ybdH//yfdO//rng//hisS//flhA//phr//citC//ydiK//pstA//ribE//setC//codB//yciT//yijO//ilvN//era//ybcQ//hdeB//fdnI//speG//ygiB//nupC//glsB//ghoT//dbpA//ygiV//lsrB//asnC//allR//kefF//yeaK//recF//yafO//torC//agaA//clsA//dnaN//acrZ//mog//sdaB//ynjA//ydeE//idnO//yjeI//norW//gatY//proS//iaaA//clpB//preA//aldB//yijO//yhfS//hprS//csgA//ilvN//metF//dusB//rutB//aas//tsr//rutE//ispG//tsr//mzrA//raiA//atpA//hupB//caiD//hyfF//yeeA//yajO//rcnB//frc//yafS//fixA//ptrA//argD//flgJ//ftp//bisC//ccmG//ridA//astB//priC//edd//livH//ompR//maoP//cyoA//
GO_0009059_5	infC//lptC//raiA//glgP//ftsK//pgaD//gabP//cadA//entE//ilvC//pdhR//yiaT//thrA//hflC//lpp//gyrA//atpC//slmA//dusB//pgpB//ugpA//hybO//puuD//yiaA//ynbD//rbbA//clcA//yqaE//appC//folM//gpr//clpX//betI//gabP//rlmF//dnaG//hcaB//lgoD//gltX//tsaC//mdtQ//amiA//pepN//chaA//yggF//atoS//clsC//ytfR//yggF//ychF//bluR//csgG//rdgB//yihX//serC//paaA//nhaA//mntP//btuF//rlmI//pitB//hcaT//yajL//rpnA//yjiA//fimD//holB//murC//gabP//holC//yfiE//hypA//fdoI//dkgB//glgS//yehC//nudB//dmsC//yigB//ydfK//waaG//norW//puuA//queF//ibsB//sthA//surA//yjhB//lptG//maa//nanT//ykgM//mmuP//cheZ//ldrB//evgA//fixA//panE//pepA//glpF//hxpA//ssuE//yedX//rdgB//lapA//arnB//uidR//leuE//mliC//arcB//parE//phoP//yddM//yoeB//yedP//nupC//ghrB//gspJ//srlA//rsmC//malZ//yafC//kdgK//sdhA//pdeL//sgcC//pstA//amtB//mdh//mhpA//mtlA//araD//csdA//evgA//cadB//exoX//yfjV//allC//yidQ//ybhF//artP//sdhE//hyfC//pta//ygbL//sgrT//proB//dgcN//sgbE//nac//ssuC//fecC//fepD//phnP//aspA//kdsC//mgtL//ilvA//yejA//gntR//cyoA//arnT//yahN//rimJ//fhuB//secM//ygbN//ycjR//lplA//xerC//metQ//tdcR//sgcR//hybF//nuoE//cynT//dsdX//mscM//yegS//wzzE//yoeE//frdB//hflX//xylF//gph//sbcB//tus//alsC//yjiR//ndk//amiB//sgcA//rluC//yqeF//ygbM//nanA//mglB//yhfK//nlpA//glcF//malG//yejF//frmA//uhpB//elaA//plsB//prfB//trxC//narY//bioH//kgtP//galR//zipA//yhbS//ydfK//zur//nrdR//elbB//bamB//gapA//uvrD//yqiH//rplL//frlB//xthA//leuA//trpS//rpmE//blr//yidK//proX//yhaC//preA//yqjA//hsrA//hyfR//ybaE//dkgB//mipA//yfcS//ftsA//blc//ydcI//cra//entB//waaU//gntP//arfB//yfdC//ptsN//pdeH//ybhA//yhgF//ygfA//dinG//cyoA//tdcE//ftsE//tolR//ascB//epd//menF//rlmA//uspF//tusE//rusA//yhcH//ubiC//yjiY//sixA//waaC//dgoR//ygiW//aceK//iaaA//cysH//yieH//tdk//hexR//azoR//plsB//rbsA//cynT//dnaG//narH//mdtB//rhtB//yidP//malK//yiaL//tig//seqA//caiD//ortT//rfaG//fdnI//ampE//purU//ynfL//asnB//mepS//kdpC//galE//yfhH//gspF//ettA//ddlB//hofC//frlB//gpmM//hicB//prmC//tolB//ileS//rsuA//moaB//rplJ//
GO_0009060_6	mlaD//ybgI//rpoH//potD//dacD//ghrB//yfiC//glgC//yahB//cueO//narK//rlmJ//prpB//narI//tqsA//abgT//yjcE//gshB//sucC//sdaB//fhuB//lptC//insI-2//topAI//abgR//tdcD//
GO_0009061_6	recO//ratA//betT//gatB//nagC//gloB//ygjH//holD//alkA//nmpC//treB//phr//yjjQ//cusS//lldD//pliG//ssb//psd//ldrD//arnE//mutL//macB//appY//allD//yfbR//betB//bioD//cheB//kdpA//sodA//zwf//thyA//slmA//talB//rpsK//trmL//rsmE//hybO//fumC//asmA//rplA//fhuC//gnsB//lyxK//ybjN//sodB//uvrC//tatC//rtcB//xerC//napF//mgrB//ypjD//ynbB//mltB//
GO_0009062_6	rlpA//yjhH//pdxK//cmtB//frwD//glpT//nrdH//dcp//uspC//ybjN//csrA//nupC//ftsN//chbR//bamE//insI3//lpxM//metQ//ybjG//trkA//dppC//
GO_0009063_5	mlaE//ygiV//rzpD//mscM//ygjR//opgG//yneE//rsfS//yoeE//ytfT//argR//zipA//glnD//lpxK//yggD//ompF//ydjL//rimK//entE//deaD//yheT//hcaT//mreB//lsrB//srkA//thiH//frsA//rpnD//uhpT//ssuA//btuR//tnaC//fliS//fetA//ydgA//rclA//yehD//sgcB//ytfR//guaA//tpiA//flgJ//appC//dacB//viaA//metB//speA//fadI//torC//rppH//dgcE//torD//yhhT//appC//ybiS//
GO_0009064_6	lpcA//rlmM//waaP//kdgR//mtlA//rnhB//eamA//gor//rpoE//ybcJ//nirD//sspB//apaH//zur//folC//pspA//oppA//rfbC//fimE//tdk//dauA//tolC//gpr//yjbG//sufE//yggW//rplY//mltF//potH//yejF//lgoR//yjhI//ycbX//ade//tig//rplK//uidR//yjgX//cyaY//ompF//dsdC//srmB//nagK//cpsG//garD//hofO//
GO_0009065_7	gltL//fieF//fhuD//cpdA//csdA//argA//smrA//erpA//ecpR//rsuA//sthA//tabA//accD//pncB//eamA//mreD//gor//recJ//
GO_0009066_6	ygbI//gnsB//mdtP//ygcW//trpGD//ubiE//yafO//bcsQ//ytfE//recX//ygbL//flhD//metK//ynaE//ndh//tcyP//putP//ypdF//wzc//kdpD//lolA//rhaS//cueO//rpmA//alsK//mmuM//kdpC//cspI//yqiI//nupG//hflC//glcB//norV//bcsA//csiR//yfiR//fre//eptC//yedF//tdcC//hypT//lepB//galU//ypdF//insF-1//hyi//pcnB//murA//
GO_0009067_7	purD//alr//acnA//mnmA//gspF//lyxK//tolR//cobT//yibH//metK//sbcB//tag//rimM//gpmA//ynfH//cydA//feoA//xisR//glxR//rnt//hipA//tsaC//yjhG//bcr//glpF//ygcR//
GO_0009068_7	ptsI//cpoB//ygiW//betB//nrdE//sgcE//cysE//hypD//fumB//hokE//nagB//priB//aroL//
GO_0009069_6	hybC//yehA//ppiC//tdcF//yfaU//nrfA//yeiG//gdhA//emrE//nikA//cyoC//adeQ//galU//opgB//napD//cysB//ribB//yahK//purA//hypD//lyxK//gltP//cmoM//hypB//osmY//lipA//rpsO//ydjJ//hda//frmA//tsf//tauB//gsiA//crl//uvrY//bioF//
GO_0009070_7	plsB//lplT//apaH//gltK//argG//ycjQ//tmk//yggW//exoX//manX//mdtJ//fdrA//dhaR//pyrB//mltF//cbtA//oppA//hybO//yciG//dxs//
GO_0009071_7	coaA//glcE//roxA//ppiC//hyaC//pheS//manZ//dgcN//lsrK//ptsI//phnO//casE//tsx//mdtA//
GO_0009072_5	rluF//yehZ//sapC//dgcE//flgM//pdxA//bdm//yfeW//yhdZ//znuA//metQ//otsA//mprA//cpxA//fhuB//yiaN//mgtL//sdaB//rssB//ulaG//thrC//ruvC//trkA//btuF//
GO_0009073_6	ldcA//mdtC//roxA//tamB//tpiA//yagG//ydhQ//recE//appB//pdeF//ligA//xylB//rodZ//cydC//paaZ//ygfZ//frr//clsB//xdhB//dtpB//yghO//
GO_0009074_6	rhaS//oppA//artI//
GO_0009078_6	rpsQ//ybiV//appB//yjfF//phoB//nrfD//ycbB//
GO_0009079_7	ynfF//ygjK//xerC//dgcQ//
GO_0009080_7	lpxP//araA//ygdG//
GO_0009081_5	msrP//dsbC//bglX//fucO//ilvL//nepI//thiI//fliZ//putA//queF//waaB//ydbK//cpdA//mnmG//cadA//ybiJ//nei//oppA//waaC//torS//rpmH//ttdA//
GO_0009082_6	yiaM//sufD//csgE//pheS//rhaB//nrdR//leuB//emrE//bepA//waaG//guaC//yhjR//wzb//rpsT//ghxP//bepA//chpB//rne//
GO_0009084_7	ydeI//yccA//nrdA//prfB//hofO//yaiP//ftp//rlmG//dicC//fucI//cydB//udk//sgcE//yobF//acrZ//ssuC//ssuD//hslR//recX//ybaK//yidA//yjbG//srlB//hslO//rpsH//
GO_0009085_8	araH//yfcA//glmS//mobA//abgA//ilvL//yeeY//dacC//pyrL//cysZ//frdB//ybhR//
GO_0009086_7	hcaC//elaA//ralR//cadA//yihQ//lspA//purL//rplE//lsrD//
GO_0009088_8	hflK//ulaG//
GO_0009089_6	acrB//purC//aldA//sbmA//lsrC//agaR//fadM//fabG//ibsC//
GO_0009090_8	fadL//alpA//proW//oppA//
GO_0009092_7	cheW//uhpT//yciG//xylR//flgG//caiF//
GO_0009093_7	ymgA//gmhB//insA-2//hemH//yciA//
GO_0009094_6	fepA//yajO//fdnG//yihQ//
GO_0009095_7	fumB//mntP//glsB//hycI//
GO_0009097_7	creB//tusC//lplA//rplA//tolR//nikB//mscL//
GO_0009098_7	yehX//btuR//cbpM//potI//allD//psuG//sutR//
GO_0009099_7	hokB//alaS//secE//queF//zitB//ygaZ//recO//hybO//ybiV//sdiA//
GO_0009100_5	ppiC//yjaA//yidK//ugpC//yrbG//
GO_0009101_6	hpt//
GO_0009102_6	rutA//parC//yfaV//yggT//uhpT//hypA//fiu//mntP//tyrR//csdA//decR//hicA//exoX//
GO_0009103_6	araE//mgrB//ykgF//glvC//nrfE//degP//yoaB//bamC//argO//ortT//psuG//
GO_0009106_5	evgA//ompG//
GO_0009107_6	tsaE//secB//
GO_0009108_6	hyaC//feoB//nimR//aidB//rcdA//araD//hiuH//yodD//dnaQ//rlmF//ilvD//yfdO//selU//yneE//yghW//fdoG//deoB//rrrQ//yiaN//creB//ybhF//arsB//nagD//ybhD//flgD//gpt//casD//ibsE//hybA//ptsI//uhpT//dnaT//hisS//sodC//narY//btuB//tdh//betI//valS//dtpB//ahr//prpC//truD//cheR//fdrA//clpP//cedA//glmU//mcrA//zwf//lpoB//yobA//trmJ//nusG//frr//lysR//hflX//cusR//ybdO//fabG//rbsR//ybaK//araH//rfaH//pal//relB//pykF//ybhR//erfK//dsbB//cynT//yjfP//ppiA//purL//gspF//degS//rffC//mzrA//hldE//setC//yhjX//atpG//insH-5//adiC//ydeO//yedL//mlaD//yeaE//uvrY//gluQ//alsC//yjjV//ygiS//ppiD//ahpC//rpsD//yjcS//frwD//hiuH//osmY//argO//cnu//frlA//nlpA//hmp//ackA//ygiB//efp//lepA//hisG//
GO_0009109_6	yiaO//csrD//gatA//secD//aroD//
GO_0009110_5	ybiY//yadI//mreC//ychH//narG//rpoA//rnhA//yebC//gadB//pabA//ybiW//galM//kbp//hrpA//mhpT//nrfA//insI-1//yhjB//prpB//ftnA//recA//yahK//cadA//envZ//pdeH//mcbA//elbB//yrfG//ygiN//leuA//torD//yidQ//priA//gabT//adk//waaC//ybdO//umuD//ygaV//ettA//fcl//hha//hisF//rhlB//emrD//ygdG//dcuD//greB//ldcA//bssS//livM//nmpC//glpB//rffH//rimO//hemB//mocA//
GO_0009111_5	yidK//glcB//hipB//clpP//
GO_0009112_5	tcyN//yaaA//rimM//pgpB//mmuP//dsdX//emrE//cmtA//ugd//yieF//dacC//yneJ//bcr//pckA//yhdJ//iraD//otsB//ompC//dtd//ybaQ//yjcE//tdcC//roxA//pgaD//maa//ycgV//motA//tauB//hisG//citX//ssuC//yqgF//rph//narZ//yqhD//pdxH//
GO_0009113_5	cynS//ldcC//yfaU//yjfP//hokB//
GO_0009114_8	srlB//
GO_0009116_5	sbcC//puuC//btuE//ygeW//yfaX//hypF//yehC//rplE//nupC//tusB//pspF//ypdC//rimI//ymfK//holA//gspE//rfbX//rng//gltP//gspJ//holD//ykgF//agaD//flgB//aspS//topA//kdpD//mltG//agaC//cysH//ftp//mazF//recC//csrD//tsgA//pspA//sulA//lysU//fabR//leuC//
GO_0009117_6	aroH//nrdG//ulaB//rutD//xylR//dhaL//xylF//lrhA//iaaA//dsbA//pyrC//amtB//fhlA//rlmE//ubiJ//wcaJ//ahr//speF//ybcM//zupT//smpB//yhbQ//puuB//yiaF//menI//potF//exbB//btuD//dadA//srmB//pdeL//glgB//folX//tdcB//ydfG//idnD//fabH//rplL//rsmF//fimD//ycgB//priA//ycfJ//ydaN//pinQ//cdh//holE//narH//ydbD//sgbU//phnO//fliM//hyaD//cmoB//cysM//betI//nrfD//umuD//fadB//rplQ//pppA//sdhE//yidQ//agaS//rclB//cbeA//rlmL//rcsD//cobB//prmB//purL//norR//rbsC//ygaZ//paaF//mscM//crl//valS//cynT//der//gpr//gcvA//manX//ybbW//queD//azoR//mntP//ynfE//nikE//hybO//tehA//rpsO//nirC//araD//yiaO//mdtO//tbpA//rzoR//lysU//minD//hemB//gatB//cueR//fecD//
GO_0009119_6	bamB//gsiA//rfbB//sfsA//yciG//pagP//aidB//malX//ybdR//lsrG//viaA//araA//mdlB//secA//proS//envZ//cysP//hchA//secM//dppD//rfbC//afuC//narU//glpT//hybF//lplT//lspA//creC//yhbQ//cueO//casB//gltI//rcnB//argR//dgcJ//
GO_0009120_6	yehC//cas3//kduI//pdeD//
GO_0009123_6	mscM//pntB//glrK//folA//rcnA//kefB//yihU//gcvR//thiG//gltI//ubiA//glxK//yihO//mdaB//hybE//nusA//gloB//potH//queF//citC//hypD//allS//ydiK//intA//ygiB//talB//cdsA//rsuA//arnE//ffh//gspE//lsrR//ribC//rzoD//mutH//nupX//ytfQ//ynfH//mtgA//mukB//mrcA//mutM//sbmC//nudC//bssR//gldA//
GO_0009124_7	fdoH//acpS//ibpB//dapA//bcsQ//nlpA//yiaT//glxK//waaQ//lacI//pstB//zapB//uvrA//frlC//ftp//rhaD//dpiB//pgm//yqcG//phnL//xylG//glnK//gabP//sucA//efeO//nuoB//flgK//ibsA//yehW//lptC//yraH//yhaM//asmA//deoR//prmC//sgcE//setB//
GO_0009125_7	waaY//mepM//copA//ybaO//rihC//
GO_0009126_7	ubiI//ftsX//yihL//ribA//wbbK//hdfR//greB//thiH//recJ//yjiY//ubiD//chbA//ppiA//pphA//ubiF//ybdN//mngA//flgH//dusB//yhfS//rsuA//rplQ//fre//fliK//rfbX//folE//iraM//kefG//adiA//bglX//hycH//hslJ//truD//hybO//
GO_0009127_8	pyrD//panF//pgaA//dapA//fkpA//sapB//exuR//ybhR//yijE//rnr//rlmM//zraS//nrfB//gcvR//sutR//pgrR//yagU//uspF//pepB//yedP//rutR//fdoI//rfbX//rraB//nrdR//thiE//yidQ//adeD//ychH//uxaB//
GO_0009129_7	yfiR//helD//rpe//fimZ//ydbD//insH-6//frwB//paaF//lnt//pgrR//
GO_0009130_8	rluF//rplB//yahO//adiY//hofN//
GO_0009131_8	umpH//mog//bcr//ydiK//pagP//
