#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgrR//ygeW//metI//ilvD//
GO_0009058_3	xylE//tolQ//mdtK//rutR//nrfA//pdeH//thrC//wcaB//ynfL//afuC//fliT//upp//yphC//soxR//nikE//yjbG//pgpC//shiA//hmp//fpr//mprA//nanE//betT//pdxK//hha//hyaB//narK//soxS//rnr//mdtK//nimT//prfC//argF//mgtA//yneJ//plsC//nadK//fabB//holB//ibsE//ibsA//emrD//tdcF//dapB//yrbG//aaeR//kefG//yjiQ//purF//gsiD//hicA//ebgR//lipB//rutD//fecC//marA//fmt//nadA//purB//allC//ybjC//mqsR//mhpT//yafO//kdgR//glpD//topB//spy//norW//ade//glcA//gnd//yqaE//ydcM//rnhA//garL//orn//cheZ//sufA//yihQ//fucO//vsr//dedD//acrB//ghoT//yeeY//dkgB//ilvD//ldtD//rbsA//tdcB//lysR//gspJ//csdA//treF//intA//eno//dkgA//pstA//galF//fucA//helD//yddM//essD//psd//yhaO//hypA//ydjL//lpoA//waaA//nlpE//vsr//hda//yiaL//rnb//ggt//yqeF//focA//hicA//adiY//recN//bamE//yojI//fryA//nlpE//uvrD//frwC//rhsD//sdhE//hycA//perR//queE//prlF//xseB//mhpD//nupG//gutQ//kdpE//hexR//menA//acpT//hflX//pal//narH//glcC//dicB//ibpB//ybdO//yfcA//dgcZ//mzrA//mtnN//csiR//yjiM//ybiH//tatA//alsC//hybE//rrrD//tufA//bdm//yaaU//mscL//dcuB//fadK//livJ//ligB//parC//yfbU//eutB//adeQ//flgG//priC//hisM//hsdR//lpcA//argD//rluC//holD//paaB//aspC//yjbH//yghW//kbp//glrK//ppsR//lpxP//glnP//ccmG//lpxB//rplC//rutE//degQ//rlpA//rfbC//rnt//dhaR//coaA//ttdB//rhlE//minE//phnM//hupA//dnaT//relA//pbpG//ydjE//yciA//pheM//fepB//sdiA//alaA//hofQ//waaA//gatY//ibaG//yhjA//bamA//ydcI//yjjW//cpxA//trpR//sgbU//proS//yneL//recG//thiL//lgt//ybdH//cysM//gdhA//yghB//gspI//narJ//dmsC//aspC//pyrD//frwD//appC//putA//seqA//ybdO//yqjI//tdcA//citG//dgoD//yiaT//uhpA//pdeF//yedF//yrfG//yidZ//insI1//ugpE//rcdA//yiaJ//yigB//bamE//mdtN//ybiO//xylH//cysU//rplC//yraH//adeP//yfaE//ycfL//fadH//yfgJ//relB//ebgA//dinD//wrbA//malE//sapF//uidA//pspC//narW//rplK//rtcR//ispG//uhpB//yfcF//glsA2//epmB//fdoG//ydbD//yeiE//ychO//acrD//ycjR//hupB//ascB//ubiG//tatA//ygbM//fcl//miaB//phnK//ldrB//gcvT//metH//dacD//tyrB//yciG//cbpM//ypdB//mmuM//agaS//yhjX//dmsB//livJ//gloA//ccmC//hcp//proB//bssS//rof//ompW//surE//yidK//lysR//xanQ//csgD//dgoK//hpt//yobF//nrfE//tusC//zapE//frwC//melB//purN//yaaA//tolC//nrfG//phoR//purL//rep//argR//mdtN//nrdB//uxuR//cbl//wecA//potC//csrA//yjiA//dcuD//rpsL//ssuA//cysM//mdlA//yafC//sfmC//dicA//rarA//afuC//lpd//narG//kdsC//atpA//nrdG//yhbO//recE//lptF//mhpD//yjeI//rcnB//yqeA//dppC//secM//rsmC//hflK//ybbN//pepB//garR//yafO//appC//yraK//intE//lptB//flhC//mngR//yghW//yihI//sdhE//sbcB//dinQ//rdgC//ygjK//cynX//fimF//uspF//yfiF//eutD//torC//cadB//fruB//arfB//cysM//dsbB//dinB//tyrR//mepH//bssS//ribE//ybhJ//ybhP//glsA1//cas1//plsX//ydiP//entD//yehC//ligA//yjcE//lptC//sdhB//gadB//poxB//pspC//gatZ//glpA//agaC//tmk//trmD//trkA//rffH//frdA//yfaU//efp//ynfF//atpG//yhhY//rplW//nlpI//hslV//lspA//treA//fliM//tas//glcE//minC//ydiB//yjbB//cadC//murF//ydiP//agaV//ydeE//ygiW//yedP//malP//accB//ftsW//aroE//lyxK//yjaZ//thiI//sspB//hybD//selD//agaI//sad//aceB//dsbC//tdcA//glnQ//gabT//mak//nanE//ykgA//aceK//eutN//cmoA//ghoT//uxuA//nagK//lhr//folM//rtcB//nanK//rpsK//otsA//acrA//fdhD//rhaS//tmk//fadH//avtA//nfsB//chbA//gudD//yeeJ//rutB//yfbS//insI3//ulaC//gshA//moaB//qseC//cusC//casA//cadC//rplW//fixC//mocA//recQ//torR//lpcA//paaA//yehD//ade//ydaC//map//rplQ//narZ//nikE//trmO//nadK//spy//mtlR//yqiJ//speF//degS//ydjL//umuC//acnB//zapD//fepB//wzzB//fepE//chbG//uspE//yfcA//mlaF//ycgV//atpE//dmlA//ratA//mlaE//sutR//rpnD//yjhG//fimC//pflC//paaJ//rpmJ//pabC//hscB//nmpC//srlA//ydaN//dkgA//uvrC//ulaF//yeaK//yidH//melA//ghrB//appA//leuD//pdxY//lysU//mutH//frmB//yceO//paaG//exbB//manA//paaZ//ycfS//yneE//rseB//yihO//yghO//intS//dgoA//sfmF//dnaJ//yhbS//ddlB//ydfG//ompR//rpmF//mnmA//galU//lptC//sfmH//rpsL//fdhF//ydiO//clsC//dnaX//narV//casC//hypT//mreB//yhjB//rimL//tilS//agaC//murJ//cho//icd//grcA//chaC//queE//gshB//fryB//rhaM//rplS//rpsO//pntA//umuC//ybhI//yeiE//yhhY//miaA//glgA//rfbX//rsgA//gatZ//actP//fimG//rffH//xylA//comR//def//yajL//hisP//xapR//malI//yraH//yfdG//chpB//dctR//setB//deoD//torI//gatD//sxy//bamE//dppB//sxy//yhdX//priC//ydeM//yeiG//ycjU//moaD//gntR//frdB//rsuA//parC//pphA//puuB//feoC//relB//uxuA//mlaC//opgB//fryA//selB//tyrA//minC//yeaE//insH-5//nikB//ynbD//flhE//garD//kch//rpsK//yneJ//bioB//fklB//phnG//yhdW//opgE//ade//yajD//frdC//sspA//uxaB//pal//feaR//hofP//ygiV//ldcA//rhoL//gfcE//guaB//sgrT//sspA//treR//dnaK//ilvB//aslB//mreD//der//rsmH//bdcA//argO//nikC//sgcX//rfbC//flgB//yihU//kdsA//yfbV//tehB//glcA//ybgI//yjgX//hemF//pntB//trkA//cysD//mppA//csgG//fau//uidR//mdh//tatB//ydhK//lldP//idnK//ygbM//mhpB//frr//cysD//chpS//chbR//gcl//ptsP//sbcC//maa//yfbV//asnB//yeaD//rlmA//ydiR//hisF//moaE//rnlA//nudF//rsmJ//dgoA//gdhA//yeaK//rhtC//hyaA//waaU//uvrA//cydB//insH-5//ydiZ//glyS//yjgX//pldB//pgrR//glgX//rutD//sapB//ybaK//
GO_0009059_5	gudP//polA//yeaD//ymfA//ydcR//skp//glyS//ydaV//bhsA//yfbS//ansA//truA//hyaA//prfC//tomB//ydcO//lptF//cysB//proS//ung//flgD//ycjR//mazG//aspS//glnQ//rsuA//pyrL//tusD//folX//ycaN//sgrR//ade//sugE//trpC//prpD//yciG//amiD//pyrL//ushA//yehW//solA//hofN//yqcG//tauC//glgS//dnaN//xylR//yfcP//kdpC//hisP//hybB//ascF//raiA//glpG//nirC//artJ//btuD//ycbV//rplQ//hisH//purF//ygbM//thiH//tomB//dgoK//fdhD//srlE//sfmD//rpnB//nuoE//recR//artM//oppF//add//dinI//gutQ//nrdE//rcsA//flgG//carB//mazF//relB//trmI//mzrA//ubiH//dgcN//ratA//nfuA//hisM//upp//yegS//lolD//minC//mrdA//yfgJ//udk//glnH//sapF//yoaB//yihX//yehU//rpsN//iscA//gsiC//ybdM//wcaJ//fryC//queA//ybjX//yabI//aas//yjiR//cspA//paaC//mhpA//araH//malZ//appC//yjjW//yjcO//ivbL//ybdR//trpS//metF//lysA//fnr//mntR//yejE//fixB//ygeW//yigL//dapD//dmlA//hemL//tusB//yidZ//nusG//livH//fabD//ampE//rffM//yfaX//rutD//ybhA//dmsB//lacI//coaD//radD//sfsB//aspA//rnr//htpG//yihI//agaB//malE//tauC//yqjI//kduI//galE//tig//mtn//iap//yqhD//uup//zur//glxR//trpGD//yeaD//lysR//ygbL//zur//cadA//dtpC//ynfK//ybhS//rcsB//umuC//prlF//insI1//yefM//rsmF//rfbD//rimM//pheP//prpB//nfo//yjjG//yfgI//yghB//mlaC//uxaA//ybiW//gmd//dsbG//yraH//aroK//ftp//sucD//tdh//pykF//ydiV//pheM//ygdG//galS//glgA//mglC//aceK//atpF//cysU//yadN//dcd//mzrA//chbC//menH//lsrA//gltI//waaL//lptE//fimD//tcyN//cpoB//glgC//ralR//rdgB//dgcZ//metL//pstB//bglA//zntA//sspA//yphB//nrfC//yadK//rihB//ygcR//yneL//orn//mnmC//mlaF//ftsK//argC//dxr//rraA//pepT//dgoK//insB-2//glnP//nmpC//cysB//waaJ//fetA//patZ//lgoT//cspA//yjiA//ribB//nmpC//gutQ//hybC//ybgP//argH//glsA//ndk//citG//osmE//rplI//ydeE//cysP//ynbC//cusA//hyfC//ilvL//hycB//torA//pntA//poxB//rph//kdpB//ybhR//tdcE//phoP//eutK//fucK//rpsM//wecA//uvrY//yfiE//rpmG//ftsQ//yegV//afuC//flgE//cysW//yedX//tar//yihR//opgE//sad//appC//rhmD//trpC//hrsA//trmH//cysN//dsdA//dxr//yfbV//csgB//ybiO//ilvI//lsrC//mrr//yfcF//yafN//nudC//entH//fadH//
GO_0009060_6	xapA//dgt//cysW//mlaC//yceK//cyoA//aroE//rhaB//trxC//symE//smpB//adiC//aceK//rsmA//manZ//mltD//sdhC//gudX//tyrA//tnaB//cysQ//ydaC//prmC//glcA//galM//accC//
GO_0009061_6	mlaF//ridA//frwB//glxK//gltK//wzzE//gsiB//nanE//tdcC//phnC//rne//thiM//sufD//gcvA//mgtA//proB//rpsI//fhuB//tcyP//yddL//hisG//nsrR//hemH//yejB//mltA//rhtA//ygiS//moeB//hupA//yceD//ftsI//cydB//gutQ//rimP//zur//uvrD//ulaR//elyC//tdh//gatB//cusS//ymgA//mnaT//putP//entC//yajD//umpG//ubiA//mgtA//rfbB//rarD//casD//yigB//recN//exbB//
GO_0009062_6	puuB//ulaB//hycH//yihW//tktB//gltX//hxpA//fliT//ettA//hybC//yjjG//speF//trmL//cynS//bdm//yadN//ecpR//rutE//recF//umuC//mgsA//
GO_0009063_5	glnK//nrfF//entF//adeD//bdcA//ybiJ//tyrR//yehX//yjtD//mdtB//rnr//ydcI//hinT//cynS//uvrY//yjgX//btuR//fliS//yiaL//aroC//fimI//yciG//ydjK//insF-1//nirB//intZ//ynfE//flgJ//ytfE//lplT//rcnB//araA//rpoA//yafS//mraZ//deaD//gapC//putP//ddpX//rlmD//norR//metG//mnmA//crp//setB//yihO//rcdA//malG//flhA//hmp//maa//yddM//yfcQ//aer//ybhA//
GO_0009064_6	yqeA//rarA//yhaM//aspC//yphF//mhpA//mocA//treA//waaQ//nlpE//gltI//pflC//entD//yddA//sucC//serS//fabA//yehB//kbp//rfaD//cvpA//ppsA//casB//rutA//yfcG//yadC//ortT//ybiO//hdeA//cdd//ydcR//bepA//moaE//galU//galT//aceF//yejB//rpoH//sbp//trkA//yehX//ibpA//dgoK//trpE//ynfE//hemD//
GO_0009065_7	fucP//csdE//ykfM//etk//ydiB//rhaB//phnK//iraP//yajL//rutF//fimC//yohC//pcm//yhbO//hfq//efeO//slyD//yjcO//
GO_0009066_6	guaC//eutN//lpxM//frdD//rlmF//ribF//kbaY//rpsJ//gltK//agp//eutA//glsA2//rpe//rmuC//ompC//yhhT//comR//ndh//mqsA//ynbD//yjjV//yhjX//yfdG//radA//dicA//rbsD//yqgB//dcuB//yjiM//ihfA//yahB//mdtN//cecR//epd//lrhA//wzzE//yobF//mrcA//xthA//envC//phnG//ymjB//ygiS//sdiA//carB//thiQ//hsdM//fimB//
GO_0009067_7	ampH//mdoD//guaB//essD//artQ//pgrR//fucI//pspD//ybaO//yjiX//torD//eamA//thrB//cheY//yjcO//insA-2//atpE//ftsN//dkgB//yraR//prpD//ybaK//yfiR//atpH//lplT//pck//
GO_0009068_7	waaS//garK//narH//der//bacA//fhuD//gdhA//envY//msrC//adeD//narI//glxK//pspG//
GO_0009069_6	zapE//mgsA//fadA//pgaA//ybdH//yeaV//tdh//sfsB//oppC//sucA//qorA//prs//mtn//torR//norV//bcsA//yphC//relA//artJ//rarA//cysS//rutC//aceK//ypdB//yjhH//napA//cadB//frmA//ubiG//ccmH//nrdF//pdeL//proP//artM//ldrD//ydjL//
GO_0009070_7	iap//uraA//kdsC//cbpM//ebgR//srmB//ybcC//dhaM//yfcQ//mntS//ilvD//prpD//allR//ybcC//ycdY//yehZ//speD//paaZ//queD//yqeG//
GO_0009071_7	ydiF//mug//citG//argG//narQ//argT//yidR//melB//lapA//metC//mdtG//dppF//minE//nirC//
GO_0009072_5	ybjL//bamE//uhpB//yjjV//uspB//yhbO//gatB//dcuC//scpC//manZ//pepQ//chaC//rpsT//ygiW//rrrQ//cydA//sgcC//mtlR//mhpA//ydiV//ubiJ//fiu//mobA//yajQ//
GO_0009073_6	gcvP//ibsA//gloA//glmS//nikD//hisS//ynfK//ompF//fhuC//mcbA//hlyE//recX//ynbC//napB//ribA//aroA//yagI//chbG//ygcR//arcB//yhaJ//
GO_0009074_6	torI//trpS//amiD//
GO_0009078_6	recD//lysC//yihL//dctR//hdfR//rffM//ygfA//
GO_0009079_7	hybB//queF//rbsD//yeeO//
GO_0009080_7	garD//eco//rnlB//
GO_0009081_5	ydiK//rpoE//nirD//malS//mdtM//nimT//csrD//argD//xdhB//yiiM//allB//pgaD//panE//dinI//rhaA//ppk//dinI//recN//yiiD//yohC//xseA//waaU//
GO_0009082_6	trmH//recR//mepM//chbG//ybiY//lpcA//flgI//mtgA//cas1//rpnA//glcC//wza//recF//uspF//lpxD//tdk//carB//envR//
GO_0009084_7	yjiR//pdeK//hha//csdA//pyrH//hrsA//rbn//mdtQ//atoB//btuB//hpt//manX//raiA//entS//ydfG//kup//ubiE//barA//yajR//cas2//yieE//htpG//cobB//gshB//nanK//
GO_0009085_8	ileS//purD//lapA//opgD//ribD//paaC//rplE//napD//ycjU//pyrD//gyrA//mutM//
GO_0009086_7	lpoA//emrD//mppA//gpsA//holD//yciV//katE//yfdG//yedX//
GO_0009088_8	plsB//tyrA//
GO_0009089_6	ydeE//cysS//cstA//ycdY//gatA//yeaE//pspD//dnaQ//malS//
GO_0009090_8	rlmC//coaA//apt//ycfS//
GO_0009092_7	priB//aaeA//fepA//speC//guaC//mtr//
GO_0009093_7	msrQ//kdpF//ynfH//fdoI//pspD//
GO_0009094_6	ybeQ//lnt//yraR//ibsD//
GO_0009095_7	lptC//viaA//ycaN//nrdA//
GO_0009097_7	hslU//moaB//nfsB//hisB//rpe//yahN//ycgR//
GO_0009098_7	rplJ//osmC//ybaQ//rimI//ycgB//ygcO//ilvA//
GO_0009099_7	glk//proB//xylH//cydD//yghB//dgoD//suhB//moaB//rhaM//tar//
GO_0009100_5	uhpB//lsrG//mipA//flgC//ftsP//
GO_0009101_6	yjbB//
GO_0009102_6	pgaC//rbsK//gpp//pdeH//pta//lacY//yjjQ//mltF//tyrS//tauC//ampG//fis//fabZ//
GO_0009103_6	gyrB//argB//add//mtlD//flgF//ybeY//yefM//ynjA//lpoB//pyrB//rpsS//
GO_0009106_5	paaH//fadD//
GO_0009107_6	yhaM//nagE//
GO_0009108_6	dsbB//gcvT//hdeB//yadC//argP//srlD//pflB//cysN//pta//nrfF//galM//yfcP//entD//puuR//clsC//rpiB//ygcW//cbrC//pth//yehT//surA//pmbA//pntA//yqjH//glnS//yadN//rffH//nrfE//era//bioD1//atpF//hokE//fhuF//metF//rapA//yahB//fdoG//adk//deoC//ydfD//murA//mgsA//pdxY//proS//yfhM//pstS//fepA//hinT//ychO//hcp//pyrL//blc//ybcJ//yqeF//speA//sfmH//udk//ldtD//insB-4//plsB//yiaT//surE//arcC//mnmC//yrbG//rlmI//yebG//holD//galP//yebC//hypE//ung//fumB//gsiC//metK//trpS//nrfF//add//glvB//panF//ispB//sdhE//yodD//fes//otsA//feoB//asr//yggE//hyi//fdx//amiC//ybgQ//yfjR//cpsG//bdcA//umpH//ribF//mlc//cysB//arcB//abgT//csrA//pgaC//ydfH//hxpA//ptsI//mngB//degS//pdeH//gcvA//
GO_0009109_6	nadC//emrK//ugpC//ykgO//ymgA//
GO_0009110_5	mdfA//insF-1//nupX//pdeF//hha//yoeE//yehX//fliS//ffh//tap//phnH//mscM//torD//aroF//fic//napB//ccmE//nrdD//dhaK//murP//ydfK//hisD//gntK//rpoH//yehW//waaZ//yfhH//ptsH//fabB//pgsA//ybhD//sucB//hybD//malX//dpiB//rhoL//narL//rho//cspG//tyrB//glgA//dgcZ//yecS//stpA//yjbF//dicB//yciT//cheZ//uspG//udp//napB//xylB//tcyJ//ftsH//betT//ychF//yiaA//
GO_0009111_5	uspC//hyaD//sufD//rfbB//
GO_0009112_5	iscX//rbsA//xisR//dauA//paaK//mdtP//nanR//ftsP//kdsD//yehP//leuD//phoA//recA//fieF//sgrT//ykfM//nrdG//psd//glrR//dnaG//yhjR//crl//paaZ//secF//eamA//dnaG//hda//glgX//yehU//yijO//ftsA//ydhK//fixC//mrdA//bioP//glnK//
GO_0009113_5	abpB//fumC//mobA//metC//prmA//
GO_0009114_8	scpC//
GO_0009116_5	trpS//ispH//dadA//cyaY//folX//arcC//yhaC//acrA//btuB//osmY//sdhD//mog//gsiD//ybiX//yggX//eco//rcsB//nusA//thiG//narW//ymgF//lapB//yehX//flgJ//cynX//trpS//glyA//fruA//carA//sdhA//aroG//nrdI//tolQ//ychO//yghG//pliG//umpG//ytfT//sbcB//yehC//
GO_0009117_6	pyrE//ygiV//parE//cbrA//ebgA//thiP//cmoM//leuB//ggt//dgcT//yciA//opgH//rhaS//ynjA//livK//ybiW//rnt//speA//rihC//tag//yjiX//potI//yqeF//ascF//ygjH//sgrT//leuA//hycH//feaR//dtpB//caiE//clpX//yhbQ//yihW//fdoI//purC//narX//shiA//glpK//folD//psuG//dtpA//dgcQ//mrcA//bglB//yajD//ygjR//narZ//ihfB//yfhM//arsR//aidB//cusC//topA//ssb//osmY//cbrC//phnL//rmuC//secG//rutR//potH//clpX//cobS//rof//xylB//acpP//bglB//yqeG//yhhT//rpsT//chiP//rcnB//yieE//essD//speE//gloC//rpsK//mutL//yajR//ydfG//dinQ//caiD//xylF//rfbX//rof//uhpB//cheR//dgoA//sucD//tsf//yiaJ//yadG//hflX//yciE//hcaT//ompG//mtr//lolA//psd//entA//rnlA//ribA//bhsA//
GO_0009119_6	sucD//caiF//modA//rsmG//queE//truA//araH//tsaD//yiaO//setC//asnA//yedL//acrF//flgC//glnL//torA//rnpA//bipA//arcC//folX//cysP//yobA//yfiE//dcm//sufS//narZ//mrdA//hdeD//metN//dapD//pgk//speG//abgR//pitB//rpoS//
GO_0009120_6	bcp//napA//obgE//ppsR//
GO_0009123_6	xapA//hpt//cheR//glnB//yebK//gpsA//sbmA//paaD//ybaL//fepA//dicC//lolA//uhpT//waaU//ykfM//yiiE//citG//yeaE//uup//cheY//adeD//ygaV//nudB//sfmC//wzb//pgpA//bioC//arnF//ibsD//waaF//fadJ//rnpA//ldrD//obgE//ung//tmk//lldP//tehA//nrfC//nrdE//accD//mzrA//uspF//holE//yjhP//ftsA//
GO_0009124_7	fis//lptD//abgT//ftsQ//flgI//focB//dinD//rlmF//helD//dtd//ygbI//ymfA//yhaJ//eutR//aspC//pdxY//rnc//nuoH//ibpA//mhpB//yidZ//gudP//clsA//nikR//rspB//slyA//mhpT//flgB//ldtC//dcuR//napA//livK//tynA//sanA//dgoT//cbtA//yjhG//
GO_0009125_7	ilvE//lsrC//yahO//tmk//hisI//
GO_0009126_7	pepT//ykgM//qseC//tusB//allC//sanA//rpsB//yodD//flgD//fkpB//pgaD//ygeR//cysN//argE//wecB//fadM//thiM//rihC//tehB//galP//yhcN//ftnA//ypdA//hslU//mmuM//folE//hypC//metE//efeO//scpB//purN//nirD//cutA//nrdE//
GO_0009127_8	ydcR//hcaD//ptrA//slyA//uhpA//bacA//ykgA//trpS//higB//ttcA//ynfH//yidP//murJ//gcvP//wecC//trpGD//ribC//fieF//rlmD//waaF//yrdA//mdaB//tktB//narI//frmA//nirB//gntK//tyrB//gntU//lsrA//
GO_0009129_7	rnb//mraZ//atpB//rpnA//argA//ybfE//selD//lexA//fiu//rhmR//
GO_0009130_8	rsmF//ispA//alaC//zwf//rsmG//
GO_0009131_8	exoX//flgB//wecE//sutR//erfK//
GO_0009132_6	yiaA//wbbK//eptA//dppD//fepC//folP//cmoM//pflC//yeiE//ogt//yfaU//mgtL//sbmC//argE//greA//ftsX//sdhE//hisM//dinD//ptsP//yieF//nikA//yajL//gatD//lnt//
GO_0009133_7	hybE//tolR//rnhA//
GO_0009135_7	tqsA//ralR//garK//manX//moaE//opgD//nudF//sdaB//sgrR//glgC//metI//waaG//sapA//ycjD//recT//rpe//entH//nlpE//yfbU//ulaF//rpmJ//pyrC//rpmB//
GO_0009136_8	yhcN//
GO_0009138_7	yeeL//melR//
GO_0009139_8	hslO//intZ//
GO_0009141_6	acrB//lysS//manA//fdoG//rluF//lamB//fruB//rppH//fdhE//nudC//rsmF//tusA//pgaC//thiM//fhuB//yceD//fryC//lptD//pabC//ydjL//murA//cysS//ddlB//rpmA//cca//flhD//yihT//lacZ//lpxT//iaaA//cytR//rnpA//ubiD//hmp//cptB//mscM//yccA//ftsN//
GO_0009142_7	gabT//glpG//hisS//yiaJ//dsbB//alpA//nfuA//yddM//fepD//ilvI//sbp//yaaJ//yagJ//cysK//yfbR//yegS//tolA//ubiI//csdA//yggX//ytfT//ycaO//glnA//ftnB//solA//csrD//rpnB//ccmA//
GO_0009143_7	ygcW//eutK//rffC//rclC//
GO_0009144_7	yfbR//sufA//dinQ//ydiR//cspE//fis//recO//kdgT//cydB//acrE//ynhF//ugpC//mdfA//speB//pagP//ftsL//folP//cobT//ymfK//citC//lon//pepD//dmlR//alsC//rpmG//dgoT//radD//mrcB//mutS//menD//prc//
GO_0009145_8	rplR//comR//acpT//ndk//xylE//ydcP//rimJ//xisE//yajD//fabI//rutD//ygaZ//cysM//ompA//adeP//gatB//pagP//ygjR//yfaU//cho//kch//malG//prlF//
GO_0009146_8	pflB//gadC//
GO_0009147_7	waaP//queG//nmpC//glnK//
GO_0009148_8	topB//nemR//
GO_0009149_8	potD//yahK//
GO_0009150_7	fadH//ydjJ//tdcG//malE//allB//zapA//astC//hflC//yahF//rutG//osmY//xdhB//rsuA//lptC//ilvC//ushA//crcB//kdpF//trg//cobB//lsrK//erpA//yfaU//trpB//msrQ//cobS//kdsC//lgoT//envZ//chbC//rzoR//rstB//yeaD//wecA//prs//ilvI//mntH//ilvH//rihA//waaQ//lapB//alr//lolA//sohB//ygcR//greB//pykF//mdtN//
GO_0009151_7	cynT//tsgA//
GO_0009152_8	rcsB//ynhG//zntR//comR//tehB//yhdZ//ascG//alaC//yagI//yfcR//ynfE//fis//parE//dgoD//rpoA//serS//nadC//rcsA//insI-2//ynjA//cysC//rplL//rhmR//lpxB//yfcV//yeeA//yaiP//pheP//modC//gltB//galM//ulaB//ldtC//priC//ygbL//hyaB//dcuA//
GO_0009155_7	wbbK//yhjC//
GO_0009156_8	trpC//ascF//ycbV//bluF//groL//dfp//rssB//narY//yfhH//ulaF//gshB//purL//srmB//hscB//rplJ//gcd//hybO//sapF//rplK//sdiA//nrfA//elfG//thiI//wzzB//exoX//gabD//astC//rfbB//gutQ//rne//yjcE//gloC//dacD//
GO_0009157_8	hyfA//fdhF//ulaB//yghW//
GO_0009158_8	entH//sdiA//allD//pheP//entE//
GO_0009161_7	yfcF//clpS//cpsG//rpoS//kdpF//cheW//yihP//marA//kdgT//symE//allR//polA//nanS//lysP//maeA//ybjI//ade//ydfK//srmB//hypE//mdtQ//ffh//yfiE//rutB//proV//torY//ibpA//hyfA//ygfZ//kbaZ//polB//tynA//chbA//cysW//cheA//hsdR//yieH//nikR//hisM//dcuA//recJ//glk//
GO_0009162_7	glmU//hflD//rhaD//mgsA//
GO_0009163_6	appC//ompG//uspB//glpX//gnd//sanA//zur//xdhB//mdtB//aceK//puuB//dgoK//ygaH//osmC//fabR//ibsD//znuC//nagB//lldP//
GO_0009164_6	phnL//fimD//gltP//gntK//recN//wzyE//gsiB//aroD//lipA//agaI//cpoB//speC//nmpC//
GO_0009165_7	bhsA//fliD//kbaY//tdcG//livK//yghU//rfaC//glpX//mazF//tamB//fdx//phnL//cbrC//rluD//ydeI//nusA//dsbC//setC//uspF//mlaB//rpsP//yihW//zapA//wcaJ//hyfF//tap//cho//ubiE//pck//yjcS//uxuB//deoA//sgcR//yafS//yfcP//znuA//cbeA//cspA//yhiM//yjjX//paaF//insI1//hicA//sdhC//mltF//lpoB//yadI//ugpA//alsC//holB//epmB//fumB//ydgA//zntA//speG//ettA//yghU//araD//glnD//frlC//sdaC//ynbD//rpsE//treA//trmI//yaaY//ccmC//yfcP//emrB//treF//yehD//
GO_0009166_7	tilS//recD//nuoH//tsaE//livJ//udk//ileS//lpxC//tilS//cpxR//fadJ//zinT//aceF//dxr//rfbX//iap//mscS//selD//yjgX//ybhR//gpsA//ynbD//dctA//murJ//eptB//hypD//mtlA//uspC//tehB//era//rfbB//
GO_0009167_8	aroK//yedP//rpnC//pgk//thiH//yneL//apt//galT//gcvP//hyfF//rpsE//mtlD//kduD//alsC//radD//entC//ydiP//gcvR//kilR//mrr//cysN//dcyD//nadA//sgrT//insI-2//fimG//rclB//fiu//marR//hybB//oppB//cynT//rnlB//rbsR//
GO_0009168_9	hokE//kefF//hisQ//era//yebG//chpS//ycgR//ycbU//abpB//rfbX//aslB//chiP//yghU//fimZ//rarA//citC//ycfL//lapA//rpoE//yajL//msrA//cueR//bioD//mgsA//mdaB//ispH//narW//cas1//pgpC//efeO//
GO_0009173_8	cbtA//mepS//ndk//hisA//cmk//narQ//hyfC//
GO_0009174_9	dppC//malF//
GO_0009175_9	rplP//znuB//ftsB//xisR//ibaG//
GO_0009176_8	thiL//gloB//katG//
GO_0009177_9	ftsW//yheT//yiiM//
GO_0009179_8	phoQ//ftsE//gntP//glcB//proA//ccmH//brnQ//hda//intS//sodC//yiiD//ytfQ//talB//insF-1//chbR//fixC//appC//dtpA//ygcW//mdtM//mnmC//fixA//yheT//
GO_0009180_9	artM//
GO_0009185_7	lysO//rbbA//atoB//garR//aroK//yjjU//narG//ybaQ//cysW//opgE//tdcA//ulaD//qseB//yciV//trmJ//iap//rplI//sppA//aroA//sfmF//yebK//hupA//cysH//panZ//
GO_0009186_7	rplD//
GO_0009187_7	dhaK//yedA//
GO_0009188_8	leuS//ulaR//
GO_0009189_8	rpmJ//
GO_0009190_8	opgG//glpA//
GO_0009193_8	trmO//
GO_0009194_9	tdcA//
GO_0009196_8	rfaE//
GO_0009197_9	cdh//
GO_0009199_7	frsA//yfeO//malY//rpoA//cysU//aldB//znuA//dmsB//rihB//alsK//nhaR//rbfA//yhdW//rnr//satP//cheY//recG//ygbN//macA//arsR//ftsW//ybhP//ppiD//yheT//pinQ//rffM//yceO//ldhA//zapB//ptsN//frwD//
GO_0009200_7	rpoE//torS//ralR//nfo//
GO_0009201_8	waaA//ybhR//phoP//pbpG//sucD//ygfA//cysE//rihA//melR//xylR//tyrB//fdnH//ycjP//dcuR//cbpM//fsr//ybaT//zapB//hofM//fpr//wecA//yhgF//mutL//folA//
GO_0009202_8	mrdA//
GO_0009203_8	queA//
GO_0009204_8	fumA//yojI//viaA//
