#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tar//glk//dgoR//sapD//
GO_0009058_3	ppiD//ompT//nirD//chbA//artM//yahK//hicA//sufS//corA//uspB//ycaO//hisC//yfcV//yafO//uidA//yadK//yfeR//tdcR//intS//ftsW//oppC//ycgV//yeaG//tas//nikB//pth//frc//rfaQ//mmuP//infB//recF//ybdO//lpxH//rutE//srkA//motA//mcrA//obgE//wzzB//proS//ilvN//prmA//lgoD//phnH//ynbD//phnK//yqeF//mepS//ttdB//sufA//kdsD//luxS//ygjH//hflC//queA//rsmJ//rlmH//potH//moaE//hyaD//ygeX//marA//potC//pncB//gntR//yibF//dmsA//cysD//bcp//gnd//cueO//hybG//glmU//argS//yccA//sbcC//ybcC//argT//truC//hflK//potE//yeaG//tnaB//nepI//ftnA//glnB//hldE//fabG//yihO//pitA//rimM//trkG//chbR//ydfD//gltK//ycdX//cydB//astC//clpX//dacA//btuR//yciG//cca//yejF//oppD//npr//yoeE//ygjR//nadB//frr//yhjA//yjiR//queD//envZ//ulaR//pdeR//decR//cas1//lsrD//solA//yfcF//rzpR//puuB//helD//hybE//trmD//grpE//yihT//dapA//yggW//ydjE//cysC//nagB//eutA//yqaE//murD//ribF//topB//fepA//ralR//yedA//asnC//lspA//mutY//pmbA//uspB//yadM//yaaU//nrdG//garL//rplM//cbpM//yibH//ruvB//cspA//uxuR//lysP//yejA//priA//yiiM//srlA//coaE//yceD//malK//dmlA//secY//hybG//argI//wzyE//fabB//rlpA//nuoB//murF//mglA//yjcE//relE//rpmF//yidR//hisB//proA//dnaQ//grxD//emrY//paaH//lpp//mraY//ydcR//trmI//rfaF//fucO//rayT//rhtA//ynfK//intE//ybjI//rimJ//kefB//fumC//moaB//garD//nuoI//rpsA//fieF//ymfA//dauA//creC//glgC//ydeO//rplQ//thiC//appC//rrrD//chbR//wcaJ//queA//gatY//fucK//yoaA//manZ//ybiX//rlmF//ribC//holB//entS//dcuS//ytfE//ubiX//thiD//cysS//glnE//lldP//murG//speF//tsaB//yqhD//folM//fecC//thrL//kdsD//hisS//lgoT//ykgO//nuoN//ldtD//edd//mutM//yfhM//nikE//cobB//dcp//allD//mltA//cpoB//fabR//sapA//hisI//ydeE//kefG//lgoR//lgoD//mgrB//intZ//fryB//epd//ytfT//ycfS//mepM//waaJ//rseB//eptB//mcbR//nrfE//cca//gspI//ompA//fecC//nirB//wecA//gcvH//recJ//aspC//flhD//atpE//chbG//prpB//smrA//psuT//recF//ibaG//glrR//ulaF//hslR//mgtA//hisG//glgC//yfgI//rodZ//paaE//yidR//yjjU//cheA//lpoB//tauB//yghG//speB//pgaB//hybF//mazG//uxuR//mdtD//hycA//yjaA//rimJ//otsA//ydjE//tsgA//yeeY//fadA//metL//ssuE//hslV//moeB//metQ//skp//cysD//radA//elaD//glnP//ynfL//holE//dppB//ampH//elbB//speC//nfuA//dgkA//ftnB//ygbM//murC//dinD//nrfE//uvrA//tig//appY//pitA//menH//yfeO//tonB//yjfF//yfdS//rlmM//polA//fepG//xylR//lolE//nuoE//ade//tcyJ//paaX//def//ariR//ackA//hycH//cbrA//abpA//exuT//yajL//flhA//glgS//zipA//yaaU//cpxA//zapB//dhaR//hyfR//casC//yadM//yagU//mglC//bglB//rlmJ//ydiZ//mrcB//zraS//yrbG//livF//wcaC//xylH//queD//nemA//apaH//uvrD//rlmD//mcbA//iap//serA//xanQ//ampD//hexR//efeO//yjbF//maoP//flgK//sbmC//arcA//uxuA//entC//tatD//fliT//yraR//ydeP//uhpT//oppD//fixB//speC//mcbA//napB//rdgC//yghB//glpR//rrrQ//dcuD//sodA//fecD//insH-6//rcsB//yggT//asr//kdpB//argK//yqcC//lapB//amiA//trpE//cpdA//efeO//glgC//aceF//rutD//tdcB//clsA//pdeF//cyaA//hsdR//sgcB//trmD//rplN//kdgK//hyi//argC//ralR//yidH//prpR//tsr//pyrE//lepB//tamB//rsgA//deoD//prfB//xylB//fur//sdaB//livH//yaaY//creB//yagI//dppA//yhhZ//znuC//mazF//accB//ycgR//nikD//rimO//pheA//gloA//hypD//tamB//hupA//appY//ypdC//preT//yceO//pyrE//miaB//eutA//gpmA//ycbB//perR//cysK//miaA//xylA//yhbS//ykfM//nac//fhlA//metG//yidA//nlpD//mdtG//tsr//pgpB//ynhF//nagC//lptG//otsA//yjjI//yojI//tyrA//fepD//dsbC//minD//glcD//mreB//potE//pck//mepA//casC//ulaG//sufE//bluF//flgI//mipA//csgG//yqjI//dcm//cynT//kdsA//ydcS//hycI//napC//ydfG//sthA//amtB//prfC//cdsA//rcsF//aes//rhaT//acrA//cmoM//yaaJ//ruvB//paaE//yadM//xapR//fecA//chbA//lsrG//nlpA//bioP//degS//yeiE//garD//dmsA//psuT//phr//yraH//rpoD//yfcP//lpxK//dauA//fabI//hldE//mrcB//casB//rimJ//holE//sgcX//ugpB//nrfG//araH//phoB//eamA//bsmA//frlR//yjjV//cmoM//glmS//frsA//prmB//kdpD//araE//setB//ftsI//ydeM//yiiE//potB//ligB//fliD//appA//lgoR//hda//tas//hns//ppsR//fimE//dps//rimO//yidE//prlF//gadE//gpsA//murD//gshA//yfiE//panF//yjiA//bamA//cspG//rbsA//flgC//tsaC//yjhC//tktB//cyaA//hcaF//aceB//ubiF//cobT//yghB//csrD//rpsO//narW//hisM//ygeA//rpsM//nepI//pcnB//envR//ydiP//ebgR//aspA//emrE//helD//viaA//nrfF//frdD//rsmH//xisR//ftsZ//ybgQ//yobA//pldB//uspG//yiaJ//rsmC//panB//envR//smpB//glpB//hybB//ybiH//yrdA//rpsK//cecR//narU//rcnR//tcyP//nhaR//recT//cspG//mnmA//hyi//polB//ymgA//nagZ//uvrB//ynfH//dxr//gsiC//iraM//yjfP//panC//folE//hxpB//thrA//ynfE//zinT//luxS//uspC//frsA//crl//yraH//alsE//bioP//pyrH//lpxT//gmk//rlpA//orn//cnu//yfjV//treB//yaiV//rayT//fimA//ftsK//yghG//rhlB//trpS//deoC//cydD//mngR//ogt//casD//rfe//ygbN//flgB//yqeA//gcvT//tusE//rlmM//dinD//ymgA//yafQ//cmtB//ydiF//rapZ//treC//yaaU//nrdE//amtB//appB//ynfH//rarD//mdfA//yhdX//insK//rimM//oppF//rpsA//arnT//accA//dinI//allS//ulaD//ttdB//rcnR//clpP//allS//fur//gltP//cpoB//ligA//carB//era//trmH//rluA//rssB//iraD//nemA//ygjR//glmU//leuC//ytfR//hinT//intQ//suhB//fimG//ypdF//mepA//sgrT//ubiB//livH//nagZ//
GO_0009059_5	tonB//feaB//paaD//tusE//ykgF//mdtB//ygeW//rluB//map//yiaJ//ttdT//insE-1//dmlA//mntS//caiT//treB//scpC//hemE//arnA//yahN//yfcR//bfr//mlaD//radD//sfmH//acrB//ybhF//xanP//degS//metK//fimE//ybbY//nikB//paaH//srkA//torC//infB//yiaT//cusR//cheB//bcsA//sutR//ariR//ycjY//maa//atpD//dgkA//intQ//srlA//fimH//nrfC//uspE//prlC//gpmA//yedX//ycbU//lptC//ycjD//rluE//yjaA//rplA//flgD//ymgC//rlmF//emrB//cmtA//cdh//fadK//bglF//yhbX//ycdY//lpxT//rbsC//rpmJ//idnO//rbbA//gpt//tcyJ//glnP//queF//mepH//bepA//ycaO//eutD//rsmG//lepA//dinQ//gudD//opgB//treR//trkG//iaaA//nfi//arcC//chbA//paaB//yfeD//truA//yigL//glrR//garP//gspI//accA//rcdA//rplB//rfbD//atpG//ydiV//rbsR//yoaA//rplJ//ycjU//norW//cmoA//pstC//cdgI//zupT//rlmG//ygjR//ybaK//hybE//ymgF//afuB//ycgR//rfaE//bcsQ//yfbR//ppiD//yfcS//srkA//fau//ruvA//yafE//sspB//yihL//ygaV//aroB//secD//lolD//ftsZ//lrp//emrE//cpdB//yibT//ahr//pepB//uhpC//yieL//yghU//yojI//idnO//caiF//yfbR//rbbA//ynhF//yehB//yhiM//yddM//pgpB//luxS//yidK//ybiX//yjbH//nagE//insB-2//kdpC//ulaD//slyA//ycgR//yifB//selB//yjbF//selU//yggX//frlA//rfaC//lolD//yciV//accA//yjhP//hisB//rcdA//sgbU//trpC//fimA//mmuP//uxuA//dacB//gltX//ssuB//cyoC//ccmC//sapF//rluF//yqiI//fepC//panZ//hcaF//btuF//mepA//rplX//lysO//purA//hofO//fabD//trpL//ygiV//katG//lsrR//btuC//mdfA//hcaC//lldP//folD//yibH//yacG//lptC//yafS//suhB//yfiF//yjjI//mlaF//aspS//exuT//ivbL//rbfA//rpsB//scpC//fbaA//agaB//rlmN//nrfD//phoQ//gntT//tpiA//ygfZ//waaY//aroG//rluC//relB//mnmE//ybaO//ulaA//ynhG//radD//waaQ//zapB//ydbK//cspG//nikE//paaE//tktA//erpA//flhA//fabZ//yadI//lpxB//manY//atpE//codB//hyaB//nusA//fieF//pbpC//purC//aslB//ybjD//sodA//frlR//fepG//lysC//narL//opgH//nuoG//yigB//cecR//ybhF//lptE//yhdX//rplX//ribE//insE-1//flhD//yoeE//murR//dacD//fabA//blr//moaA//csgF//yedX//rsmB//mhpD//gpp//pflC//araF//rlmI//rpsM//ygfZ//umpH//htpX//wcaJ//pdxJ//ybiJ//crr//uacT//ydaN//wza//yhbS//mhpB//cysN//phoB//ynfL//hokB//hisH//phnI//mutY//
GO_0009060_6	ascF//ispF//deoA//fecB//trpS//tsr//ispF//mgtA//opgH//phnJ//eutB//murA//fimD//fryC//malZ//rutF//ypdA//dnaA//rfaH//ghxP//hsrA//mdlB//gadA//pdeH//glcE//rbsK//
GO_0009061_6	rplW//rtcB//nagC//serB//rodZ//tcyN//aaeR//appB//glvB//yiiE//otsB//rpoH//hycB//yiaU//rcnR//hyfC//etp//rplO//rnlA//tadA//deaD//coaD//ispA//yjbB//yiaL//narZ//malF//elaA//secM//hycB//exuT//rpsP//ebgR//yahB//gcd//fliZ//ycjW//rsmG//thiG//caiT//mdlA//mrp//ycjR//priA//ibsD//focB//nanA//yneE//yifB//betI//rlmM//dnaJ//flhD//fmt//tdcG//
GO_0009062_6	lgoR//cusB//fhlA//glpB//paoC//lgoT//aroD//sucD//fimD//rzoR//mutT//bamA//rapZ//ldcC//dkgB//sbmA//yhaJ//ftsA//ulaB//ubiG//caiD//
GO_0009063_5	dsdA//sad//kdpB//iscX//gor//ydjL//phnN//fabZ//fabZ//dpiA//norR//rfaC//frdD//amiA//ytfP//cstA//malZ//psd//rnd//yehC//epmA//dgoK//argS//mukB//rpsK//fdrA//potD//tamA//mlaD//oppC//tsx//phnN//frdA//dsbC//avtA//rpsL//yidQ//metI//eamA//tcyN//flgF//secF//tauC//yqaB//thiE//rpsI//gph//yijO//yibF//lysP//ribE//pgaC//yihW//yfeW//puuA//
GO_0009064_6	tynA//xylR//mngA//ydcI//sgcR//mglA//tyrB//dedD//mglC//torA//ybgI//pdeF//agaI//insB-4//cspI//fadD//folP//caiT//thiD//deoB//recB//pgaD//rplO//pgsA//rplK//ahpC//ycfH//pal//fdoH//lolE//insK//pntA//mdtP//maoP//leuA//ydgA//pfkA//mnmA//ravA//ybcJ//waaQ//hypF//flgI//ttdT//ynfH//tauD//
GO_0009065_7	potC//phnI//trpA//yiaA//recG//tolC//eutN//ybjX//ybhI//agaB//deaD//ansB//creC//treF//dppC//era//ssuE//yebK//
GO_0009066_6	aspC//ldtC//arnF//xthA//codB//srkA//yebS//rpmG//ivbL//folA//ecpR//rffC//ycgB//rhlB//ycbV//atpD//nemA//yraK//rnlA//pitA//rimM//rnd//mltG//agaV//tufA//cadC//hyaD//yqjI//yagI//waaJ//flgJ//rffG//oxyR//ypdF//speD//flgM//dsbC//yciE//yafS//ddlA//hycI//feoC//nrdR//rihC//fliS//rmf//mrp//pinE//
GO_0009067_7	slt//ypdC//rcnA//treC//rutF//dedD//ybgQ//codA//fixC//rpoA//glmM//bglB//galS//hemG//phoA//yfeX//panZ//manZ//yhjG//lpxC//dmsB//allD//frwD//tdcC//ccmF//qseC//
GO_0009068_7	fcl//nuoL//lpp//sufD//yidQ//ynjD//ykfI//ddlB//cytR//thiH//dgoT//ascG//ycjP//
GO_0009069_6	ydfG//tnaB//secM//yrfG//aceB//hemA//recO//ybcJ//metF//greB//galP//puuD//fdx//alaE//bglF//folE//rnlA//trmD//ybdO//waaL//dhaM//phnG//nrfF//ugpB//ruvC//hcaR//narH//sanA//rsmD//caiD//hdeB//idi//leuO//modB//hisB//yebQ//
GO_0009070_7	hokB//surA//ssuA//narZ//cusC//yphB//yfaE//cheB//ftnB//aidB//yieF//focB//yfbV//ybdZ//cysE//epmA//sgcR//yidA//dcm//rnc//
GO_0009071_7	yddL//xylG//ygbL//dapF//dinQ//metL//umuC//tusD//acpT//mak//ldhA//pykF//cdd//lgoR//
GO_0009072_5	lpoB//dbpA//phoB//ubiA//der//selA//atoB//narQ//ubiG//ydiQ//argB//folX//ais//folX//pyrG//potC//zupT//pspC//ulaR//moaA//grpE//cbeA//arnT//nadB//
GO_0009073_6	yidR//cadA//degS//sgcR//narV//ilvL//ydiR//dsbB//metK//hicB//ykgO//iraP//yibH//gpt//flgM//modA//ratA//mug//ubiH//ydiO//fabH//
GO_0009074_6	rtcR//dgoD//ybdR//
GO_0009078_6	osmY//yedP//dmsA//ddlA//rimL//pntA//rho//
GO_0009079_7	lolE//yahO//gltB//gltL//
GO_0009080_7	degS//pdxB//ssuE//
GO_0009081_5	hemD//pphA//rplL//ycdX//dinJ//glgP//rpiR//nagC//dhaR//lacI//fepD//nuoG//satP//flgC//panC//arcB//fhuD//ascG//dnaE//rpsI//ypjD//ldcA//
GO_0009082_6	ydjJ//fimI//queC//ddlA//hypE//otsA//csgB//rluF//yoeB//yahN//chiP//ubiC//potB//diaA//fcl//hemH//bluR//dcuC//
GO_0009084_7	rutF//speA//bglB//sdiA//menA//rhaD//rplC//yhjV//pstA//nrdR//insE-1//rpoE//ydeT//sgbH//yqeF//yegT//ygfA//lptA//nagK//rng//fryB//pcnB//rdgC//mnmC//gatC//
GO_0009085_8	gatY//ybcQ//mpaA//uxuA//aspA//puuA//lpxC//holD//sapD//yqaA//rpnA//ypjD//
GO_0009086_7	ycjR//agaI//rlmM//pyrH//hrpA//yeaG//rplJ//hemN//rzoD//
GO_0009088_8	dapD//ispU//
GO_0009089_6	yadV//speA//rcnR//yiaL//yehP//gyrB//malY//mhpR//lsrB//
GO_0009090_8	ansA//nuoN//codB//ibsB//
GO_0009092_7	nrfE//cyoA//tyrB//pspF//recG//setC//
GO_0009093_7	csdA//appY//ubiX//ibpA//yiaL//
GO_0009094_6	gadW//purL//tsf//ybdR//
GO_0009095_7	yhdH//arfA//thiI//yjiA//
GO_0009097_7	nupG//hisS//xdhB//pspA//rplT//mnmA//rne//
GO_0009098_7	fabR//ybjN//cobT//ldrD//rfbX//araD//waaS//
GO_0009099_7	dgoK//hupA//rpsJ//yadN//ygiS//uvrB//ygaH//rpsN//citT//adiY//
GO_0009100_5	gatY//rlmM//htrE//kbaY//gdhA//
GO_0009101_6	paaJ//
GO_0009102_6	dapB//hyfF//bacA//ascF//sspB//yejF//mipA//allR//waaF//patZ//hrpA//entH//mhpD//
GO_0009103_6	ybcL//yjeI//rluD//ftsW//ndk//rnpA//slmA//btuE//glk//rplN//cynT//
GO_0009106_5	hcaE//ybcM//
GO_0009107_6	asnC//sspA//
GO_0009108_6	nlpE//gadC//dpiA//yoaA//feoC//yccX//clsB//putA//yiaN//glsB//yeiE//moaC//hicA//mdlA//prpC//hdfR//serB//rpsD//gabD//metL//preT//fcl//nuoM//ppsR//yhbY//trxA//ilvN//rplY//fdnG//ydgA//cobU//ycdY//pheS//rpsA//artM//tktA//mscL//mutS//amiD//etk//gstB//acrA//recO//dinJ//ybjD//priA//ubiJ//yhaM//dppC//thrS//ydeO//fhuD//yraR//ybhI//yfaV//yejF//dcm//fsr//fpr//rimM//artQ//mscL//purR//nupG//fryA//yobF//fsr//arcC//fsr//bcsQ//yjbH//gutQ//pgpC//yafN//ydaV//yedF//tbpA//tusB//nanC//yadG//cysI//acpH//ilvA//yhcH//glnB//pdxK//sapD//yfeO//ettA//fdnG//fdnI//ytfE//dsdX//hdhA//emrY//ibsE//gntR//fepD//sucB//glpF//tyrR//symE//cpxP//aaeA//araC//cusF//ansA//trmL//kefB//lpxT//
GO_0009109_6	uvrD//yfiR//afuC//tsr//sgcR//
GO_0009110_5	mtnN//pgk//ade//ybjL//yqiI//mreC//fliG//lrp//bioB//fepB//relA//fdrA//frwD//yihR//ydcO//frdA//cobS//fadR//ssb//bamB//hns//rpoA//torY//rdgC//kdsA//pbpC//yqeG//livF//epd//hcaC//elfC//menI//ybcL//puuC//atpA//yidH//nagK//sgcB//glsA2//torR//hcaE//abgT//rplA//nikA//nrfF//uhpA//ycjP//ldtE//tsr//hscC//yfdR//rplM//tas//cspE//priB//melA//ycjW//
GO_0009111_5	yehU//yceO//cbl//rfaC//
GO_0009112_5	selA//mgsA//adiC//lolA//rfaG//yjjQ//pykA//ybiJ//cpoB//bcsA//garP//ykfI//priA//ykfI//rimJ//yehB//tauD//ygiW//cynT//tdcG//gatY//eptA//yaaU//mobA//nadB//ynfH//chbF//poxB//mrcA//rpoE//yfdO//fimI//elfA//lsrG//groL//ybcL//
GO_0009113_5	glcA//nemA//ftsL//citC//putA//
GO_0009114_8	pstB//
GO_0009116_5	iclR//kup//kbaZ//uhpC//rpmG//rpsT//hns//nusG//mscK//mdtA//etk//rnd//gntP//yeiG//yidC//metH//narW//iscX//ftsZ//yfbR//yidP//yjjG//ydgA//hfq//ycfS//ybeF//lon//yhgH//yciV//gpmM//tyrA//sdhC//recQ//ispH//pheT//uspG//gcd//yfdR//lysS//ilvB//
GO_0009117_6	ccmD//eno//malI//yjaZ//garR//malF//ilvA//murR//ybhG//yhdH//fliM//creC//rnc//hsdR//syd//pheA//gpt//cirA//insB-2//preT//rlmE//pabC//zitB//paaE//tolC//dgt//thiM//mfd//rluD//serC//lptD//gpt//katE//moeA//rodZ//der//era//ugpB//emrE//flgJ//yqhC//selD//erpA//pepN//creC//nemA//rimO//hofQ//gadE//coaA//sgcR//thiH//hyaD//aer//frlR//nudF//mdfA//frwD//hypB//yeaK//grpE//bamA//metI//gpt//dnaA//pgpB//paaD//yjjB//nanR//ydhQ//dsbG//rplC//rpiR//ilvD//bacA//hsdM//norR//mdtM//fixB//slmA//crfC//dacD//uhpC//mliC//pheS//ygjK//dgoD//rsmJ//ynfE//frmA//ynfE//metK//ccmH//dctA//yfcQ//acpP//mobA//yqaE//mdoG//moaA//prs//blc//rihC//fliZ//
GO_0009119_6	acrD//metN//edd//ilvB//norV//panD//ybjC//panE//rraB//torY//mnaT//yieL//ompA//xylF//bamB//rnt//murP//ilvI//yneL//fkpB//map//hypD//tufA//perR//csgB//nth//garR//rpsA//plsC//wrbA//yfbU//adeP//metC//yefM//tpiA//
GO_0009120_6	nlpA//higA//sugE//yeiG//
GO_0009123_6	hpf//yihW//trxA//rpmB//rimI//adk//pdxB//glnE//arsR//yraN//uxaC//dbpA//yqiI//cdd//rraA//essD//ydjK//yadK//maa//dgoD//gluQ//aidB//mdtJ//feoC//gltP//udp//mtlA//gsiC//yeeO//phoR//pdeK//ybiI//pspD//pphB//metN//fliS//hcp//narW//rcnA//ppk//bamA//yhjA//ldcC//kduI//setC//yoaB//
GO_0009124_7	gcvT//lplA//ybaL//cspI//tig//mtfA//yhfS//moeA//tsx//yagI//rpsK//fbaA//yeaV//trmO//hcaT//pgrR//moaD//potC//yhbO//fimC//yigB//flgA//nlpI//ycdX//nirC//djlC//cdgI//rpsT//glpD//priA//fieF//mepM//acnA//araH//thrL//diaA//ung//
GO_0009125_7	moeB//gutQ//allC//dbpA//galT//
GO_0009126_7	puuD//yqeF//polB//mlaD//tolC//yahD//dnaG//cas2//ygbI//rsmB//elfD//ileS//gntP//ispH//cyoD//acpS//hupA//insH-5//torY//rpsN//abgA//yheT//yggN//zapB//alsE//psuG//metK//kbaY//ybhR//ydiR//tsgA//rnlA//yjjQ//iap//
GO_0009127_8	tyrB//yfaV//dusC//queD//mscL//ampH//phnP//potI//alaC//rplS//hisI//hycI//glnD//argR//tisB//caiE//mqsR//dppB//nrdF//pinR//lipA//acrD//pdxY//tdcB//mdtN//rplE//proS//prmC//yigL//hofQ//
GO_0009129_7	yhbO//gltI//nudF//eutR//alpA//aceK//agaS//dsdA//aceK//pyrC//
GO_0009130_8	yqcG//cynT//moeA//sapF//ydeE//
GO_0009131_8	rlmG//rbn//alsK//waaS//sdhE//
GO_0009132_6	sdaB//hdeA//oppB//nanA//xanP//yeaE//hicB//ydhJ//rffH//ydjH//cas2//folP//ygfX//ybbN//torD//envC//yodD//hisP//ybhD//frwD//amtB//tdcE//yfbR//yhjB//agp//
GO_0009133_7	thiP//pstB//ypdA//
GO_0009135_7	accA//yobF//flgM//tesB//rcsB//deoC//rfaF//malI//accA//aspC//torZ//yidQ//gldA//pdeH//rep//ppsA//yjcO//yfdR//dctR//lsrA//secM//ydaC//tusB//
GO_0009136_8	amiD//
GO_0009138_7	yqcG//dapF//
GO_0009139_8	yidH//edd//
GO_0009141_6	lsrK//ispH//gstB//dapB//maoP//cobB//ychO//yneE//hemH//sfsA//relA//yaiP//xerC//dtpB//csgE//rbsA//codA//amiA//hyfR//treC//betI//atpE//dhaK//gpmA//nfsB//rbn//aphA//yadM//dppC//proV//holC//dinD//ssuC//ydiO//rlmF//kduD//glyA//cheY//
GO_0009142_7	rplD//nudF//yfaE//ubiD//argA//rstB//tatB//yeaE//ybhD//guaD//rclR//frsA//ybiJ//bglB//pgaC//yciG//yggE//frmB//galR//yggE//btuC//mnmE//hchA//ydeM//patA//trpD//dgt//rutC//
GO_0009143_7	gutM//yadV//aqpZ//hupB//
GO_0009144_7	frmA//hxpA//yeeO//coaD//rbsK//uvrD//wzb//yheT//ydjL//uraA//trkA//abpB//patD//yqhD//groS//xylH//cusC//ybjX//dgcF//xerD//trmB//guaA//flgA//nmpC//yehC//mscK//rfaQ//hflC//cca//rhmR//yijE//
GO_0009145_8	yiaF//ybjL//hflD//bioD//clpX//mscK//frlB//yagI//dbpA//hisC//hisS//argT//aceK//yqeG//yidE//ldtB//clcB//yfiF//ugpB//artP//ulaA//groL//cusB//
GO_0009146_8	wzb//grpE//
GO_0009147_7	ybbW//mnmC//rseC//mdtQ//
GO_0009148_8	ynfL//rpmA//
GO_0009149_8	ybaO//rclR//
GO_0009150_7	rcnA//yidQ//fhuF//lplA//rpmC//yqcC//yieE//potD//pgaB//soxR//tatB//narP//rihB//citC//uspC//malE//prpR//yidK//yidQ//hicB//ycaN//ybhJ//nanE//rsmH//hyfA//yfcQ//comR//kefF//sdaC//murG//oppA//erfK//yeiE//tcyL//rof//yfeX//sgrR//rarD//phnG//yqgF//ompR//zur//glgS//metC//thiG//mdaB//pitA//argI//
GO_0009151_7	ssuA//ybcC//
GO_0009152_8	crr//iscX//ydiO//ygfX//cpxR//ybjI//nikA//fecA//lsrD//asnC//tesB//tcdA//rplY//mlaF//abgA//nupG//evgA//livK//yjfF//nanR//frdB//umuD//phoA//mlaB//ecpR//yjiM//dnaA//abgT//ygdG//ppsR//dapB//adeQ//minD//flgD//hprS//ybeF//yfhM//
GO_0009155_7	fieF//ydhC//
GO_0009156_8	hldE//torY//hofC//cdh//cobT//rplK//murB//mppA//ynhG//malQ//thiH//yhjA//fixA//fadK//holA//kdpF//lysP//yegV//ynbC//kgtP//secD//curA//garD//yrdA//rhtC//sbcB//thiC//rplD//rrrD//talB//yhhY//puuE//casD//
GO_0009157_8	priB//iscS//yfcU//rplW//
GO_0009158_8	alsB//fucK//crp//iclR//menF//
GO_0009161_7	ygfI//blc//yccX//alsK//fadM//nrdE//amiB//hycH//rplS//lldD//yjbB//pepA//ycjD//mipA//guaB//ynhF//hokE//atpE//rhaS//pheA//acpP//gntR//argP//rpmF//ydeT//dtpA//proP//pdxK//sapD//hxpA//mrdB//ispG//dppA//cspC//ybaO//yccS//parE//chbF//arfA//gltK//lolD//arcB//
GO_0009162_7	dsbB//fliZ//rsmB//prmB//
GO_0009163_6	frvA//rayT//gntK//rluA//pepA//hofP//yahF//arsB//mnmG//codB//ykfM//fixA//envZ//ibsD//tdcA//rmuC//ybbN//ilvN//argO//
GO_0009164_6	iscU//thiG//rluC//yojI//yidA//essD//bioC//exuT//dgcT//ycfS//ftsB//yjiY//queG//
GO_0009165_7	fimA//etp//glnB//zntA//manZ//acpS//yedF//argA//yhaV//truD//ulaE//afuC//osmF//rlmI//lnt//intE//hemA//yibA//napF//mscK//speB//cdh//yieE//mak//tadA//sapA//atpC//yghW//yeeO//ycaN//exuR//insA-1//allC//fucO//kdpA//lepA//yjiM//fucI//dsdX//trpGD//rpsL//galU//fabD//hha//allS//tamA//tsr//menD//rsmE//gutM//ompA//panZ//adeP//yfiF//sgcA//aceF//yafS//phnC//yraH//ybaK//clcA//argO//osmF//agaC//frwD//sgrT//sucD//yadN//srlR//torI//ada//
GO_0009166_7	hslO//flgC//surE//emrD//dctR//yafO//rnd//slt//gpt//bisC//cysC//ydjK//yadM//cysW//tcdA//tdk//cysW//rstB//cyaY//tolA//panE//umpH//bioD2//yibA//dsdA//mdtP//pdxB//alsB//alsK//wecA//thiD//
GO_0009167_8	rutG//ydjE//atpG//waaP//kdpF//yiiE//yiaL//dgoD//rnpA//eptB//yjhG//wza//hypE//cysC//mngB//yihU//yggP//trpR//phnJ//recA//rlmH//hns//livM//lptC//ruvA//hha//yieH//perR//folC//tdcD//livG//srlR//rapZ//rcsA//
GO_0009168_9	glgB//gltD//ybhI//murB//fruK//mepS//nagB//glpA//prc//flhE//fsr//recQ//nuoF//ndh//hypF//mppA//ihfA//gppA//minC//csgA//yqeG//rluA//ypdF//pphA//yggD//rimP//lgoD//yibF//ydfG//uhpT//
GO_0009173_8	xylG//thiH//rfaB//yjjV//nrfD//moaE//ispF//
GO_0009174_9	waaZ//nagB//
GO_0009175_9	amtB//yhaC//dsbA//dcp//yibT//
GO_0009176_8	agaC//lgt//orn//
GO_0009177_9	tsr//hokE//tdcE//
GO_0009179_8	mdtL//tusC//ndh//rpiA//metI//pheP//trpD//cyaA//yabI//baeR//uhpB//chpS//rnr//ydhQ//crfC//trmJ//citT//fabH//ybiJ//dtpB//rapZ//matP//rlmD//
GO_0009180_9	nuoM//
GO_0009185_7	exuR//rplM//fis//ibsB//fdrA//ycfH//yhdH//thrS//frvA//tnaA//katE//rluD//afuB//htpG//ackA//mnaT//rpsM//asnA//dam//sfmF//melR//yagG//entE//sgcE//
GO_0009186_7	potC//
GO_0009187_7	yibT//rffM//
GO_0009188_8	yqjI//ynjD//
GO_0009189_8	hmp//
GO_0009190_8	sufB//ilvH//
GO_0009193_8	basS//
GO_0009194_9	chbR//
GO_0009196_8	frwB//
GO_0009197_9	yjcO//
GO_0009199_7	hha//aes//cvrA//dfp//macB//sufS//hemG//appA//yidA//aroE//murA//ppiC//mog//mtlR//mntS//hisB//shiA//csrD//trxC//sfmA//htpX//yhaJ//yihQ//der//mprA//yqhD//coaA//rffM//seqA//ydcO//ycgR//
GO_0009200_7	dppB//chbC//pyrB//eutB//
GO_0009201_8	sthA//yraJ//pdxA//ybhA//abgT//hisH//fmt//nfsB//fumB//copA//glnA//dppB//flgI//argG//mdtG//araD//envZ//kdpE//glgX//ypdI//wcaC//araC//ibsB//ansB//
GO_0009202_8	agp//
GO_0009203_8	casA//
GO_0009204_8	pdeF//cbl//mhpB//
