#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	eutR//fnr//cbrC//aroD//
GO_0010556_6	gadX//yggW//ulaF//proS//lipA//lacI//gatY//fimF//yfaU//rfaQ//dppF//agp//tolA//surE//tsaC//tdcB//cysG//ivbL//glpX//mqsR//pheP//chbG//rhaT//ssuA//pykA//tusC//yhjC//oppF//mutL//mdtI//zraR//dpiA//ivbL//yjiA//fpr//sgcE//bioD1//yqaA//pinE//tpiA//ompT//ycgV//acnA//proB//nrfB//rsmE//ugpC//galE//yfbU//viaA//aroF//ynfL//lldR//frvR//emrY//ypjD//yraJ//trpR//gltD//yidC//gatD//ppsR//tehB//pepT//arsC//leuB//tcyN//hisS//fepB//pfkA//zinT//yieH//mhpB//acrZ//allB//xerC//ispA//qseC//ilvD//cusF//rimP//menI//malG//surA//tdcG//ybcQ//thiP//trxA//waaL//fdoH//mnmG//narI//nagZ//ymdB//rsmD//sutR//nrdA//manA//pflC//dsdA//fdhE//gltD//hemB//yjjX//hflK//ascG//katE//chbC//hypD//yjhC//napB//mdoD//yfjR//dcuS//proB//lldD//serS//cpdB//cmtA//yggT//mtnN//rfbX//acrR//znuA//pflA//mcbA//rfaF//cyoB//yaaJ//otsB//frdA//tsr//lpcA//sdhE//glnE//pyrB//nrfG//iraD//hybG//rdgC//oppD//xylF//ydiF//ratA//cyoC//dppA//cueO//rppH//yrbG//dmsB//ampE//dnaG//abpA//nupC//hcaR//dcm//rluB//abgA//insE-1//preA//tbpA//panE//yejE//malZ//creB//hisS//panD//cmtA//gltI//fruA//rrrQ//yeiG//dnaC//codA//alsC//ubiC//glgB//tcyJ//gcvT//ynfH//ygiW//ilvI//cfa//soxR//accD//nrdA//frmB//trpS//asr//yjfF//manX//glgP//hypT//csrD//dapA//gsiA//rssB//umpG//ompT//yeiG//cadB//ybjG//hypC//pgpB//dapD//queF//cmoB//sdhD//cspB//baeS//xisE//mgsA//ydjH//fepB//srlD//gadA//chaC//pfkB//dnaX//pykF//rplO//exuT//rtcB//tatE//leuS//tufA//adeQ//ybdZ//hyfA//ybcF//cvpA//uspC//rplE//yedX//yeeA//dppB//mrcB//tqsA//dgoR//holA//artQ//pheT//narU//nrfC//yddL//ompG//yphC//ybcM//lplT//rcdA//rcnA//rfbC//rluE//malX//malS//purB//atpH//ubiA//astC//phoP//fixC//yiaL//yhcD//aroH//murC//ssuA//lacZ//kdpD//epmC//leuA//ypjD//pstS//mtn//mrdB//pphB//sbp//mepH//sdhD//nrfD//narP//deoB//luxS//arnT//helD//zraR//polA//yggN//ldtA//coaA//glxR//hipA//holC//rof//cho//waaP//torC//tsaC//lsrC//aqpZ//lldD//ykfM//rutC//rpsP//frwD//dnaC//otsB//potG//rplQ//moeA//gldA//prpR//yphF//
GO_0010557_7	glcB//intF//hrpA//ynfL//yefM//iclR//rna//hyaD//yccA//sfmF//ldrA//yhjC//cysS//hemG//citG//nrdD//rcsD//yhjA//pntB//murP//iraP//acnA//yahN//mtn//ldcA//bhsA//hupA//rplO//yqjA//rplF//caiB//flgM//cas2//betI//wzzE//ycgR//cysG//yrfG//pta//ampE//mltD//folP//lpxB//pspG//yhfS//flhD//rcsD//ycjU//edd//yphC//rbbA//slyA//betI//idnO//hsrA//yiaA//insF-1//gadA//hpf//ynaI//frvB//yjbG//gspI//dsdX//focB//pdxB//recD//tatD//citX//fetA//uup//pdxH//rimI//asnA//recA//fecA//arnT//pheT//minC//tyrS//yjbF//tbpA//
GO_0010558_7	yefM//rplD//yaiV//ulaE//ppsA//npr//frdD//argK//insI-2//livK//narX//yhdZ//ydjJ//pagP//hdhA//sgcR//srlB//sgcX//mmuM//marR//bamC//rfaF//wecB//rsmC//phoB//exuT//opgG//nrfB//fre//guaC//torC//gsiB//lpoB//hybF//dctR//glnK//yqiG//modA//murF//sdaC//cbrC//leuC//preA//treA//nanK//csgF//mrcA//bdm//kdpD//yfcS//sufD//rcnR//yfjR//sgrT//ydfD//btuD//codB//metK//oppB//fdhF//agaC//fucI//uspB//hybA//kdgT//tcyL//fsr//yidP//basR//glrR//yggF//frdB//entB//zapE//yiiM//tdcC//selA//fliA//ygjR//rbfA//tilS//waaL//tauD//fadM//aspA//prpC//pnp//yaaY//plsC//yphB//acs//yraN//yjjV//yhfK//cusS//pspF//fklB//hisM//dgcE//tauC//ibsA//sbcB//rpsD//ttdA//mdtP//hyfC//yfeO//umuC//rssA//adiA//sspA//ybjN//lrhA//relA//ghoT//alaE//glmS//yhjA//paoC//rclC//
GO_0010562_7	ydiP//msrA//
GO_0010563_7	infB//gabP//
GO_0010564_6	btuB//yhiM//ccmF//livH//glk//
GO_0010565_6	nanT//creB//yeeA//srkA//malF//fdx//
GO_0010604_6	raiA//cysN//rbfA//ygiS//hipA//yijE//mntH//malK//ldhA//yadM//yfeR//ibsB//fpr//acpT//wza//sufB//fdnI//rplO//potB//pdhR//rsuA//yraK//yfaE//ydiR//rclB//treF//murQ//ldrA//tnaC//hlyE//argA//nuoL//ydjJ//moaE//mutL//mntS//yjcO//yaaA//ralR//ydfK//ybgI//ptsP//trmL//efp//abgA//yieK//yciG//yihP//lpxP//ygfZ//mltF//rsmG//yahB//dsbB//mutH//emrB//afuC//ptrA//mcbR//galS//cbl//hdeB//ytfE//xylR//pheT//glpD//clcB//yigB//msrB//mepH//proV//pcnB//agaV//tgt//ssuA//dpiA//yfdK//yidK//narK//mdtM//fliG//hipB//dapD//bolA//argE//yajQ//mutM//bioF//lacZ//xapA//phnM//aroA//gltD//
GO_0010605_6	ftsL//tolB//amyA//uvrA//rpiR//cusA//csgF//sbmC//hldE//lysS//emrB//srkA//cyoA//nimT//ycdX//ydiB//tsf//bioD2//yfgJ//pbpC//rplX//clcA//hybD//narV//mppA//dgoA//argF//kdgK//yfdO//oppD//glk//mntR//rbsB//ldtA//yhaM//ymdB//gsiC//scpB//asnB//hcaR//envY//mntR//yqaE//fucI//mtlR//aceF//fdnG//arcB//sstT//cbeA//casE//mhpD//narY//ompL//treB//chiP//hokB//btuE//lpd//dinQ//elaA//ygcW//ruvA//yrdA//leuO//yiaA//umpG//adk//gltI//hypD//ydaN//wecE//waaC//yphB//waaS//hslU//ymgC//yhdJ//phoE//tabA//yhaC//paaZ//envR//hycB//thiM//alaS//yjbG//flgD//kefB//ydcZ//dcuS//rutG//rlmJ//cpxP//yadC//lapB//rluB//nfsB//yigL//thiE//tdcG//zapA//mdtE//rna//ydcM//cpdA//polA//ygfA//moaD//yjiQ//sfsA//lysP//gshA//tig//fadI//sfmF//yehD//cysD//ade//intZ//cycA//gsiC//lldP//flgJ//yehW//cytR//mnmG//phnK//tusB//hrpA//folE//cpsB//cusB//leuA//ydiK//mntR//leuS//ompF//copA//metK//yqcC//flgI//yobA//mtlA//
GO_0010608_7	metE//ycjQ//asnB//ptsG//rpiB//tas//fimE//galF//cspG//yeaG//acpH//frvB//ppiD//fliA//yhjR//yfcQ//phnC//fepD//rcsF//thrS//ihfA//cheY//yihU//ccmF//sbmA//fabI//ddlB//yeiE//fucA//adhE//asr//yehX//ycaN//yahK//clpS//yegD//glnK//fcl//murI//ycbU//mioC//glnK//ibsE//rfaG//
GO_0010628_7	asr//sfmC//lacY//pgaA//glsA1//ydcT//pal//citX//yjcO//opgH//glpG//mtlD//fhuF//artI//plsX//mtgA//purR//nupX//hrpA//sdhC//lptD//copA//exbD//ydhJ//miaB//add//rbsR//era//menB//abpB//hdfR//serB//tdcG//glyS//lhr//aaeB//srlD//yghB//barA//fepE//rutC//fes//mlaF//pepD//ligB//gudP//prpB//sucB//bssS//bisC//frmR//shiA//acrE//phnI//umpG//manX//fbaA//dcuC//rimL//mog//hisS//cueR//ycfS//dinB//surE//ygcW//nadD//flhD//ytfR//agaR//srlR//rpsR//livH//lptE//hupB//waaS//metC//ykfI//frlB//cysG//fixC//rluF//eamA//
GO_0010629_7	cyaY//idnT//nupC//cbrC//sufA//lit//nuoI//uvrY//pmbA//phoP//garD//queE//yhcN//proQ//araD//rplS//kefF//sbcC//rpsL//rclB//paaC//serC//tsaC//torZ//focA//rpsL//pitB//prpD//eutK//ybdO//zraS//mltF//minC//pepA//yiaA//yceD//dctA//ybgI//tcdA//mmuM//treF//oppB//rlmA//infB//kdpF//potG//smpB//dtpB//bluF//cyoD//yajQ//ydcI//wrbA//lexA//argA//cspD//hybG//abgT//hprS//csdA//ptsH//gcvT//uvrY//rpsK//gyrA//pntB//queA//deoC//mocA//iscU//nrfF//lptG//ybcL//gudD//ubiX//hflK//yehU//cysB//rayT//tehA//ispH//pyrD//sxy//gcvR//yafN//nhaA//rnb//narU//gltX//ydjK//mntS//degP//ugpE//phnG//dld//queD//tmcA//xapR//yfdK//gmhB//nadA//gyrA//potD//rhmD//pepN//yggD//narZ//rpmJ//ygbL//mtn//puuE//ytfE//mdtK//ycbX//ybcQ//panC//adhE//mgsA//kgtP//atpB//guaB//rplR//cspD//rffG//curA//rpmG//mdtK//ygbN//
GO_0010638_7	rssA//rlmM//
GO_0010639_7	srlB//yejF//cyoC//
GO_0010646_5	motA//
GO_0010648_6	pepT//
GO_0010675_6	yneE//ibsB//sdhC//thiQ//yhaJ//yeiG//
GO_0010676_7	mobA//yjcO//
GO_0010677_7	mglA//
GO_0010699_4	ldtD//tqsA//
GO_0010810_5	emrE//yebS//
GO_0010817_4	hcaE//rpoD//aceK//rarD//torR//eco//mglA//cysK//dmlA//yheT//rrrQ//rbsK//ascB//yiaU//
GO_0010827_7	mhpB//
GO_0010829_7	raiA//
GO_0010876_4	gntT//
GO_0010906_6	yahK//rbbA//
GO_0010907_7	djlC//
GO_0010911_5	nfi//atpA//dnaQ//
GO_0010921_6	tsgA//menE//melB//yjiX//
GO_0010941_5	ivbL//
GO_0010948_7	mtlA//ycjY//
GO_0010951_8	rpsT//ykgA//
GO_0010962_7	rsgA//htpX//
GO_0010966_8	ibsA//
GO_0010967_6	rpiA//
GO_0010974_7	nrdA//
GO_0012501_4	udk//metB//cyoC//tatB//rpmA//dmsA//ftsB//ycfH//yihX//ilvD//gadB//alaE//patA//
GO_0014070_5	lpxB//yceO//
GO_0015031_5	glcE//priC//mnmE//ygiB//sucA//mdlA//cysA//yhaO//bcr//putA//cadA//dauA//yidQ//yqiJ//wecE//sdhB//entE//rplN//secG//yadV//lysA//yafO//yhdH//cysP//yfeX//rsmB//lplT//tcyJ//dnaQ//rfbD//xisE//cyoD//nuoE//bfr//yqhD//fabA//yhdW//hslO//panE//ygbN//eamA//
GO_0015074_6	soxR//tatC//phr//moaC//ddlB//hldE//miaB//
GO_0015628_5	msbA//nikB//aphA//elfG//ptsH//
GO_0015669_5	hofO//
GO_0015670_6	oppA//
GO_0015672_7	rnlA//hyaC//pdeR//cas1//dsbA//puuB//ppiC//pspA//rffC//ppiD//mdtF//yggX//glgB//hslJ//flgE//patZ//gcvA//ybdM//rpmB//acnA//yciA//yafN//shiA//yhfK//srlE//glcB//uspB//glgP//glpF//yebK//pheT//yhcD//rzpR//hemB//idnO//rutB//ubiG//rplI//cas2//lysO//rph//tatD//hemA//
GO_0015673_9	gltS//
GO_0015675_9	rplT//tufB//cysH//recE//hcaR//ravA//kdpE//atpH//
GO_0015679_10	srlB//csrA//
GO_0015682_8	btuB//amiA//rpsT//satP//rpsP//feoB//znuB//ccmD//ompW//crl//alaC//tehA//
GO_0015684_9	malX//dam//rlmN//zipA//exuR//
GO_0015685_8	rpoS//mhpA//intF//ybgP//ampG//garK//
GO_0015687_7	agaR//dsdA//rplO//gpt//
GO_0015688_6	araG//cadB//adhE//rcsD//eutK//tisB//kdsA//trmO//atpG//nudF//intZ//xapR//fadB//cbrA//aaeA//rsmJ//yajL//rpe//
GO_0015689_8	tauC//rhlE//yhdW//
GO_0015691_9	fmt//hofQ//yahK//yjjG//
GO_0015692_8	lgoD//
GO_0015693_9	folD//yjhG//
GO_0015695_6	yhdZ//fixC//gshB//cyoC//nhaA//pnp//yibF//pyrC//chbG//ccmH//rpsP//opgH//rimI//nuoF//yfiR//tamA//tufA//moaE//serS//fklB//cobU//modA//hcaB//idi//aroK//abgR//yfaU//yhhZ//gcl//rfbB//
GO_0015696_6	gdhA//ccmC//cysN//entA//yiaJ//yajD//prkB//phnM//glmU//dicA//rplE//lipA//ridA//glpD//casD//rsuA//guaC//yhjG//intZ//ibsA//intA//fimB//rfaF//flhD//thiP//hofO//dapF//ybjN//aceF//cbtA//ybcF//
GO_0015697_7	slt//yggT//kduD//fdoG//cysE//ibsB//lpxL//thrS//rpiB//yhaJ//acpS//flgH//rhaB//
GO_0015698_7	malQ//hybC//rho//nrfA//artM//phnL//helD//rpmB//fhlA//metF//iscR//fryC//nrfE//kdpD//rmuC//yqeG//nsrR//fumC//sspB//prfC//yjfF//tsaE//lptD//rpsA//ydcT//casA//yhjB//mdh//glxK//hofM//ybiX//lpcA//araA//yjjW//gatY//uxaB//mfd//deoA//clpX//rhlE//casD//
GO_0015699_8	rlmB//
GO_0015700_8	mlaB//rsmJ//
GO_0015706_6	tonB//sspA//nrfA//
GO_0015707_6	yadG//tktA//mdtQ//sodC//hokE//norR//
GO_0015709_6	hslR//
GO_0015710_8	pdeL//yidQ//
GO_0015711_6	tonB//tdh//glpC//aroC//ldcA//gltK//ychF//mzrA//lptD//gpsA//nagC//gppA//gfcE//ydeO//insI-2//nuoB//cadA//coaA//ssuC//deoC//ogt//sufB//rsmI//yegD//elaD//hpt//rodZ//phoR//hsdM//ftsP//glnP//aas//yfgO//ybiW//glcD//puuB//xerD//lsrC//thyA//dbpA//recO//frvA//fliD//putP//tatC//yqcC//tag//yhiM//fadB//ygfI//pabB//mntR//leuS//insK//yihS//ynjA//ynhG//trpA//nusA//pnuC//mltG//aaeR//sdhB//yehY//serS//idnD//minE//rlmB//murE//rbsA//ydcT//valS//pabB//rbsR//frdB//phoU//csdE//cdaR//ddpA//tdcG//uhpC//katE//cspE//cbtA//ybdZ//mnmG//lexA//sucC//setB//atoS//exuT//gldA//msbA//tusD//yjaA//ycjD//narI//ybhD//groS//yccS//priB//yfdG//rplX//flgM//rpe//rnr//cysM//uxuR//cysC//rbsB//phnL//fryA//ybdM//oppD//gltX//lacZ//ccmE//recQ//lpd//recB//tabA//rplF//recR//uxuR//dapA//eutB//frdD//ftsX//tyrB//qseC//rhtA//pncB//cpsB//rbn//yecS//pyrF//btuD//osmF//ybgQ//hofP//yfaU//argE//narU//ybgI//
GO_0015712_7	maoP//
GO_0015718_8	citT//deoD//bglB//dtpB//yojI//yfaL//leuA//galP//yafE//ytfT//tatE//menH//trmB//fhuC//dacB//dctA//ileS//adiA//recB//allR//dgcT//yphD//flgE//gcvA//
GO_0015721_7	aer//aaeB//
GO_0015724_7	codA//citC//def//
GO_0015726_8	ybiV//
GO_0015727_7	hyfR//scpC//
GO_0015733_7	narV//
GO_0015734_6	focA//argT//gcvT//
GO_0015735_8	insF-1//
GO_0015736_9	bdcA//
GO_0015739_7	rpsM//
GO_0015740_9	phr//tomB//ybcJ//fliZ//glpF//paaA//allS//syd//abpA//
GO_0015741_10	kbp//elaA//
GO_0015743_10	uspG//
GO_0015744_6	ubiD//ycgB//ccmA//
GO_0015747_6	yedA//
GO_0015748_6	ygiN//orn//gpp//macA//yhfK//insH-6//chbF//fadM//rplT//yajR//dicA//ytfR//ompC//tsf//dosP//
GO_0015749_7	emrD//livM//hycB//yqjA//fumA//glnB//modA//citX//dtd//hypT//glpF//adhP//ygfI//bssR//prfA//chaC//tig//yfhM//aroH//yfiR//yidP//kdsD//ybcJ//cobC//appA//mngA//bipA//bhsA//narJ//serS//cpoB//yqiJ//pepA//yfdR//ybcM//ddpA//ydfH//gudP//truC//coaD//araD//galT//sgcX//nsrR//mdtI//
GO_0015750_8	ldtA//rfaC//ribD//fhuB//msrA//nrfA//ygjR//fadL//ibaG//cysS//yjiR//yajR//sspA//
GO_0015751_9	mlaE//leuA//ftsW//narU//flgE//dgcQ//
GO_0015752_9	hemG//otsB//glnH//glpR//ydiQ//mdlB//
GO_0015753_9	blc//thiD//feoA//
GO_0015754_9	yehU//iclR//hyaD//
GO_0015755_9	maeA//qorA//bglH//sapB//phoE//elaD//fkpA//carB//sodC//ybhG//cirA//
GO_0015756_9	sfsA//ybbN//
GO_0015757_9	leuS//gcvA//ivy//rsmB//appY//hybE//pinR//
GO_0015760_8	phoE//
GO_0015761_9	lpxC//srkA//lgoD//
GO_0015762_9	secM//
GO_0015764_7	fepG//ppk//acpS//phoP//
GO_0015765_8	kbaY//putP//chbG//bioD2//
GO_0015766_8	frlR//rlmB//serS//yehA//phnH//lpxK//potB//panC//argP//tauB//tdcR//fabA//thrA//dsdA//
GO_0015767_9	dps//ydjH//fimD//yoaA//
GO_0015768_9	aaeB//malI//tatC//pgpA//dgt//sgrT//
GO_0015769_9	folP//
GO_0015771_9	potC//entH//dgoT//dfp//
GO_0015772_7	pnp//gmk//glcB//eamB//pck//dppB//rluD//tsaC//ivbL//idnO//ompL//sutR//cedA//pheS//lysR//ygiN//ybiT//
GO_0015774_7	nadK//aroG//dgcT//hycB//tsaC//metE//
GO_0015778_7	kdpB//
GO_0015791_7	rpsG//evgS//ddlB//cysE//ffh//aroG//rplQ//rhaA//
GO_0015793_7	trmA//dsdA//
GO_0015794_7	yjtD//bssS//gltI//rnlA//bioF//
GO_0015795_7	fimI//
GO_0015796_7	fdnG//pncB//pykF//rsfS//
GO_0015797_7	cpsG//cdaR//
GO_0015800_7	ftsN//hlyE//mtlA//dgkA//
GO_0015801_7	flhC//narQ//dmlR//ldtE//ymgA//flgJ//dcuB//purL//
GO_0015802_7	lgt//argD//prmB//yqaA//sgcC//ribA//queD//
GO_0015803_7	nimR//narL//sstT//yihI//cysZ//yhjC//bioP//ybiJ//pheS//ybhS//cobU//
GO_0015804_7	nudF//lhr//lit//sfmA//dnaC//panC//malX//chaA//lpxD//sohB//ykgA//purD//srlA//dgoT//yfeX//yraK//citG//ybiI//trpS//emrE//ldrA//tolA//preT//pgpA//ssb//alaE//rutA//yaaU//atoB//hcaB//rpoE//pgaC//paaX//
GO_0015806_6	tamA//
GO_0015807_7	thiD//yifB//yoeE//yiaU//metC//thiC//ydjH//yfaL//nhaR//yrfG//yfgJ//nuoH//srlB//ycjP//yciA//icd//hscB//nrdF//srlR//phoP//yacG//xylE//smrA//oppA//der//secG//entS//bacA//lacY//rlmA//nudC//cedA//hipA//pabB//ydcM//accA//flhA//yneJ//
GO_0015808_8	uhpT//yehX//
GO_0015809_7	kdgT//mgtL//btuE//groL//yadM//pmbA//
GO_0015810_8	arsC//tyrA//
GO_0015811_7	argH//glgA//bioP//add//paaF//
GO_0015813_6	yebZ//fdnI//ulaC//
GO_0015814_7	uhpT//
GO_0015816_6	prmA//
GO_0015817_7	tdcE//
GO_0015818_7	yfcA//umpG//yhiM//ttdR//tonB//speB//alaA//
GO_0015820_7	zntA//hypD//proX//yggX//nlpA//narZ//hpf//ihfB//ybhS//
GO_0015821_7	aaeA//agaI//folX//dnaT//rhaD//
GO_0015822_7	rpoS//polB//
GO_0015823_7	bamD//adk//flgA//narY//ychF//acs//ycfJ//
GO_0015824_7	hupB//mlaE//
GO_0015825_8	iclR//
GO_0015826_7	lipB//recG//norW//
GO_0015827_7	accB//glnS//pykA//
GO_0015828_7	prpB//tufB//
GO_0015829_7	fimD//glpK//hupA//fabZ//solA//mreC//argA//yodD//csiD//
GO_0015830_7	yhjV//yraK//edd//
GO_0015833_6	entC//rpsT//fliL//yidR//dgoT//trpL//glnE//fiu//argI//hslJ//talB//ffh//ldrB//rfaG//ydcI//abpB//crcB//ugpE//rutR//metI//yoaA//melR//intQ//tsaB//pdeD//yihS//tabA//glpG//ldtD//scpC//cutA//msbA//trpD//mrcA//mrdA//yhfS//plsB//lysC//grpE//wcaC//appA//ybhJ//ybiJ//dnaG//gpr//bioB//hyfC//rfbB//bepA//fadE//glnB//yghB//argC//parC//amyA//yidL//fadD//yphF//msrP//pepB//yegD//norW//ruvA//perR//caiF//hemE//fkpB//yjtD//xylB//gluQ//ynbB//dgcJ//endA//phoU//rfaF//skp//rlmA//atpD//
GO_0015834_7	gpmA//rclR//dgoD//yhaV//acpP//
GO_0015835_6	paaD//hslO//hsdM//sufE//
GO_0015836_7	fkpA//artI//nirB//
GO_0015838_8	dusC//clsB//fdnH//exbD//dinQ//soxR//clcB//cas3//zraR//ubiJ//fdx//ybgQ//elyC//
GO_0015839_7	ftsP//
GO_0015846_6	yiaF//metF//ygbM//aroP//yjiA//rpmE//yphB//epd//thiP//proP//yjhI//parC//waaG//adeP//rbsR//sapA//yhjG//
GO_0015847_7	cra//setA//ugpC//srlD//hyaB//zapE//ybdM//fdhE//frlR//yjjI//ddpX//sohB//yehA//ybhR//kdpF//
GO_0015848_7	sapD//sapA//xapR//napD//soxS//yhjB//
GO_0015849_6	alaA//trmD//ydcP//recQ//glcC//eamB//rpiR//dbpA//basR//phnH//lolC//gltB//wzzB//decR//appY//fadH//yahB//uvrA//pbpG//ybdO//bepA//yahF//lepB//pgaA//recE//rlmN//mtgA//yadN//chbG//uxaC//gadE//apt//cstA//hdeD//pbpG//rplK//kbaY//iaaA//yhaC//ulaG//nrfC//ubiH//yfcU//ttdT//ttcA//aceA//dinQ//puuB//metE//murE//fabH//cydA//cpdB//ubiD//hemG//yjbH//add//rne//gnd//uspE//yejE//yceD//lysO//hlyE//ydaV//opgC//pgpC//deoD//rpsS//gpsA//mutT//yodD//gatC//arsC//yihO//uraA//yfcA//glvB//hofP//pyrH//mutM//rna//cobU//fixB//rpsA//ccmH//hisP//ygiW//araD//trpE//syd//hofP//dctR//rpmF//pphB//nikR//rfaH//nlpE//adiY//adeQ//ygjK//pabC//fryC//rplY//yajL//lpxB//add//ydbK//recX//cysN//rpmJ//yjfP//fimH//ydjK//mutM//
GO_0015850_6	grpE//nagC//yibT//rplQ//glgX//rbfA//dgcT//ftsA//nagB//ygcO//nuoG//malZ//thiE//rnb//phnC//scpB//bfr//ubiI//rutA//narV//apaH//cusC//ycjP//
GO_0015851_6	yfbR//uspE//glyA//katE//ybaO//mfd//yjbE//caiD//intQ//lacZ//yegD//treA//
GO_0015853_8	dcuS//acpS//
GO_0015854_8	grcA//garP//
GO_0015855_7	apaH//recE//yebQ//
GO_0015856_8	ydfH//
GO_0015857_6	yobA//yijO//
GO_0015858_7	ygjR//shiA//trpA//truD//dnaA//tabA//uhpT//hemG//rseB//
GO_0015860_7	yhdJ//ykfI//
GO_0015861_9	trxA//ymfK//
GO_0015862_9	pinQ//tdcD//
GO_0015863_8	yiaN//
GO_0015864_8	hybA//hflK//
GO_0015871_6	atoC//pepT//pgaD//yoeB//opgB//
GO_0015878_6	hslV//
GO_0015879_9	gatY//
GO_0015882_7	ycjU//pyrH//fucI//
GO_0015886_6	yiaB//mgsA//aroK//bioD//murI//ltaE//dsdX//allB//narG//
GO_0015887_7	acrB//
GO_0015888_6	ssuA//
GO_0015889_6	crl//yihT//tatB//scpC//lldD//ycbB//mltD//
GO_0015891_6	clsA//paaD//serS//yfcG//torA//mltA//nfsB//patA//ydcO//mreD//gatB//rfaF//artQ//gloB//cnu//
GO_0015893_5	ibsC//yqeF//djlC//ddpX//hybF//priC//yjtD//emrB//yjbE//argG//thiH//mtlA//ddpX//yqeG//yhbO//talB//deoC//exbB//fhuC//flgE//yfiF//yfbU//aspC//rpsB//fabA//citG//rpoD//phnH//fsr//yeaV//ycjQ//glnD//fabA//gstA//yehX//ybiX//eco//cirA//rlmM//ygiN//yecS//rimM//ribD//sfmF//dcuB//rpmF//yqaB//yieF//dinB//ydjH//selD//tadA//rbsK//frlB//ansB//pspG//ypdB//yceD//menC//sfmD//gutQ//pykA//secE//cysK//lpoA//lacI//rihB//yidR//yiaU//yoaA//mltD//ftsW//yihI//dacB//hcaB//tpx//aspA//mraY//yqjA//bglF//kdgT//chbA//moaB//nikD//rihB//bdm//yegV//alpA//clcB//yahF//gpmM//idnK//glmS//ldrA//yraH//ahpC//ilvB//
GO_0015906_6	argH//araF//hofO//gapA//hha//
GO_0015908_7	hybA//tehB//
GO_0015909_8	ygfX//
GO_0015912_8	arsR//
GO_0015914_7	nagC//oppC//slyD//fliK//mprA//lapB//yfgJ//
GO_0015920_7	appB//folC//yjhH//argT//pal//mfd//ugpB//dcm//fes//
GO_0015931_6	yrfG//hybA//arnA//gudP//waaQ//nrdI//aes//ortT//rnt//treA//yfdC//kefC//
GO_0015936_6	thrS//sucA//fbp//trxA//
GO_0015937_7	arsB//rluC//epmB//tdcR//
GO_0015939_5	yhjC//phoR//ariR//cspB//umuD//
GO_0015940_6	ftp//ygfA//appB//gadB//aaeA//
GO_0015942_6	glnS//glxK//leuO//rcnB//pstS//fepA//mtlA//epmB//sucB//
GO_0015944_4	clsB//uup//aspA//mdtK//yciE//pta//yghU//
GO_0015949_5	ptrA//nanS//ybfA//yfaX//gcvP//znuB//ftsY//ycbB//yhdH//yagG//nuoG//yaiP//yedL//modA//acpS//secG//napC//xapA//udk//lysU//sufC//sdhC//uxuR//moaE//
GO_0015950_6	rlmL//grpE//alkA//
GO_0015951_7	hflC//tolC//
GO_0015968_6	yihS//
GO_0015969_8	sgbH//symE//
GO_0015980_4	ydcS//dhaK//ygcW//hybG//cbpM//pinE//ebgA//mltG//topAI//mltF//yoaA//fhuD//cof//dgoT//ygeW//narX//gudP//ascG//hipA//ytfP//yedF//hsdR//glyA//ompW//kdgT//rfbB//lrhA//ddlA//truA//yceO//mutH//folX//ycjD//nadD//rhaD//mrdB//mppA//tusE//emrD//plaP//csrA//insA-2//bamC//dapD//hexR//pspF//yahO//gsiA//ptrA//amtB//hyfA//dctR//rdgB//rnd//yccS//eptB//rplI//rimO//appA//rlmE//fixB//pldB//aer//creC//yggF//bamB//hisP//ilvI//actP//yfeR//ihfA//rluC//ydeO//hemB//yfcS//yahF//atpC//xanQ//dam//yaaU//ortT//malX//phnK//rplJ//glnP//rutG//
GO_0015985_9	bssS//nrdR//yjjI//glnP//
GO_0015986_7	sgbU//mdlA//slt//bglJ//
GO_0015988_9	mrdA//tdcF//rpmC//ycfH//cusC//tauA//cdsA//hypC//
GO_0015990_10	lldP//yphC//syd//gspF//yhfK//ykfM//cptB//higB//
GO_0016024_7	rpsA//
GO_0016032_5	narZ//hpf//serS//rarD//priC//nsrR//panB//nagD//frdD//fimE//ybiA//dppC//pfkA//pflB//puuC//argK//frr//rcsF//
GO_0016036_6	deoA//xerC//gatA//accB//cycA//uspF//
GO_0016042_5	sdhE//lptG//sohB//dmsC//yhdX//fucK//cadB//gltP//aroD//yihL//higA//sppA//dsbA//yhjG//mdtB//phoP//norV//gltB//ygfX//creC//nrdE//aspS//lptC//ydhJ//
