#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	diaA//sapD//lsrK//ralR//
GO_0016053_5	ybgP//rhlE//rffM//cysC//deoC//murC//garK//ybjD//rfbC//pykF//rppH//ompW//fimF//serA//lamB//rpsH//sgcA//degP//eco//ftsH//ilvB//cysH//yajR//sucA//agaD//pyrF//truC//trmD//slmA//fadJ//nupX//pnp//ddpA//sthA//bdm//grcA//alkB//napC//ydcO//ruvC//slyD//betI//menF//deoR//glrK//ydeM//sugE//nadA//rluA//cra//nadE//rna//mngB//codA//mdtE//yhcN//uxaA//yobA//feoA//yohC//yfdG//insB-2//yiiE//yhaV//fabR//yjeI//radD//pdeD//glyS//pepT//fetA//ffh//fabR//grpE//frsA//mreC//ychF//cydB//rpoD//dacA//rcsA//glpF//cynX//paaD//menI//pheP//caiE//ymfK//tolR//ydhC//crcB//yeiL//ariR//tusD//nth//csdE//srlE//pbpG//amiD//amiC//uspC//tufB//pyrH//thiM//acrE//ymgA//glmS//zitB//araE//yraK//intQ//torZ//yajD//preT//fucK//leuC//amtB//dkgB//mepS//glpX//shiA//paoC//pckA//tktA//gcl//rhaB//kbp//adhP//fdx//cyoA//mdtG//garP//mdtE//frlB//frmR//nemR//sucD//mdtD//gyrA//insH-6//trxC//rclA//putP//yjjV//pgaD//nagD//tusC//tusD//mug//gatB//rbsK//ycdY//cspC//mdtF//pgrR//gntR//dmlA//tmk//treF//clpA//dam//trmJ//glxK//fliS//rbsC//nikA//mhpR//ruvA//rssA//umuC//holB//ampE//dacD//hfq//mepS//rimJ//aroE//nikD//hdeA//epmB//proA//arsC//kgtP//cmtB//ligA//eutB//ykfM//hycH//apaH//
GO_0016054_5	uspE//rcnR//lptG//ftsZ//fis//smrA//sdaA//yheT//mutL//citE//dmsC//garR//mglC//mtnN//aspC//intF//prpC//nikC//cysQ//rzpD//narP//yaaA//argK//xylF//rffC//nagZ//tehA//secM//msbA//ruvB//yihT//ybeY//ydeT//sgcA//mprA//lolA//chaA//uraA//yhbY//rluC//serC//shoB//ygfI//arfA//mhpR//polB//prpD//rplK//pepB//ybhG//hdhA//phoP//srkA//speG//ygfI//pal//nuoB//pinR//ssuA//lsrG//dfp//alpA//asnC//yfaV//map//wecE//phnM//potE//yfiR//csrA//sgcX//clsC//frdA//cpsB//pagP//yfhM//lhr//btuE//ubiX//pyrG//pabB//nikD//yggT//panC//sfsB//flgC//adeD//gmd//abgR//puuD//prpR//nhaB//cpdA//hisP//ychH//atpH//exbB//mdtA//pgaD//xylB//cysG//recF//leuE//mraY//araF//ycbV//bcp//cydD//modC//trmH//hisQ//ybjL//dppA//idi//tonB//deoD//waaY//rtcB//yadM//pabC//yjbB//rfbB//fliZ//cynX//phnJ//bssR//ygdG//ygfA//fimI//yafC//mzrA//ycaO//ltaE//nupX//potE//yrfG//gapA//fimG//prfA//epmC//ygeA//viaA//yhbQ//fimA//insK//yfdO//frwC//nuoI//slmA//uidC//yejF//mlc//ynbD//sstT//rpoD//
GO_0016070_6	pagP//cydA//garD//insB-4//aroA//frdD//yhbX//mnaT//ybjC//aldA//ribF//yidP//purT//clpB//iaaA//pspC//puuB//hypA//ascF//cobB//yahB//clpP//abgB//eno//moeA//mukB//citG//rffT//nirD//apaH//glrK//xapA//arnB//htpX//thiP//rfe//manY//yrfG//insA-1//kduD//hemG//lysU//tilS//moaB//dcm//aqpZ//rfbX//hns//yqeG//xseA//fhuC//mraZ//cdaR//glyA//rffH//lgoD//ydjH//deoD//asnC//rpsB//hisM//yfaV//adeQ//pth//livK//narZ//hisD//rlmJ//udk//rimO//betT//cspC//yehA//leuE//trpE//ybjL//acnA//arcA//potA//recE//frvA//glxK//yfbV//degP//rfbX//wzb//rfbC//parC//moaB//emrE//trg//ygeA//prlC//higB//casD//rluC//pgpA//rffM//adeQ//flgB//dinB//pphB//epmB//ybgI//betT//brnQ//selA//rayT//nikE//livM//dnaB//torY//sufE//sad//rssB//atoS//dinQ//fliL//zipA//ompF//hypE//alkB//xapR//yfeX//argH//alsA//yhjG//roxA//narV//fucA//crcB//btuB//dnaG//gspJ//yhjR//gltD//rayT//ybeQ//agaD//csgD//yijO//selA//ibsA//lldD//zapA//tauB//dnaT//ung//ybaL//yqiG//yegV//hypE//yqjI//cspA//ruvB//gstA//ndh//pyrB//cysN//fadJ//phoP//lyxK//caiT//obgE//yabI//feoC//rtcR//dcyD//uup//setB//yfcQ//yddA//abgB//narW//ralR//ampD//argB//rnt//kbaZ//dsbA//miaA//treB//accC//ompT//rlmB//bhsA//rpnD//citT//arnE//tsaC//yiaU//ykgM//cmoB//fhlA//pheA//selB//murP//uxaB//scpB//entA//cpsG//alaE//patZ//nei//ydiV//yihW//fmt//fryB//rfaF//yhaC//gsiD//argT//thrS//fliL//ybcQ//yidH//carA//lamB//ybjI//fabA//ccmD//rfaQ//sodC//speD//yagG//htrE//gshA//tktB//rluE//yphF//yihW//iscR//sulA//dhaR//mtfA//yidD//rspB//hyi//uspF//yhaO//purA//ycjP//yhbQ//gltI//lysP//gltX//yidZ//yqiH//yhjD//menA//uxaB//fkpA//gntT//hypF//yeiL//fucI//yebC//kdsA//kup//fumC//murQ//aaeA//gudD//secY//xylA//wzc//hisA//yhfS//potC//yfbS//mlc//hcaT//ansB//hisD//dicC//rplD//parE//mtn//opgE//yebK//yidC//yagJ//nuoF//dgkA//yjiM//mrcB//msrC//metK//cysE//yehW//murJ//argR//menD//lysA//
GO_0016071_7	ybiA//xdhB//viaA//yfdO//ppk//sbcB//smrA//hscC//yceD//pckA//gdhA//yejA//rlpA//yiiE//trmD//
GO_0016072_8	rlmC//csgE//atpH//yjiA//cmk//prs//galU//casB//rtcB//ygdG//sbcC//arfB//argD//pdeK//coaA//appC//rplC//prfB//yhhZ//bluF//nsrR//hupB//mzrA//yhhT//cspA//ydhJ//tynA//fliK//ynbD//lsrA//ybiV//kdsD//yjbB//lpoB//trkG//yeaE//sucD//melA//flgJ//ydhC//cysP//tsaB//lolA//asmA//
GO_0016075_8	btuB//ispA//
GO_0016078_8	ilvH//
GO_0016093_5	dnaQ//ycfL//
GO_0016094_6	paaD//sfmF//
GO_0016114_6	lyxK//
GO_0016137_6	higA//
GO_0016139_7	ydbK//
GO_0016226_5	murF//ffh//rcnB//fdnG//insH-6//dsbG//speG//dcuA//fucP//ddlB//dnaA//hdhA//pstC//cynS//fliS//yhfS//cpdA//ydaV//
GO_0016259_7	yagF//hemD//yaaU//modB//
GO_0016260_8	yfbR//modA//rapA//
GO_0016310_6	insB-2//phnP//msrQ//ralR//mepS//yggP//yfiE//rluE//crcB//treC//acrF//aaeA//ycfL//fucA//nanE//rffH//xthA//araF//yfcG//frc//insE-1//hisH//radD//ykfM//appA//bacA//modC//phoR//selB//ibsE//rcsA//fdoG//rclC//flgK//rplN//bcr//ddpA//glpD//insF-1//ccmE//rbn//greB//ydaN//aceB//livK//rplS//narP//hflC//cysK//lsrK//zipA//fdoH//guaC//mdtD//umpH//livH//cusC//lptG//metL//metG//uvrB//hda//dcm//xylH//ycaN//pfkA//fes//rsfS//ldtC//ubiB//rpmE//nfuA//malF//yggF//nanE//sgcC//cbrA//murI//rfaE//acrE//dnaQ//xylR//yiiM//ascF//yhjX//ygiB//feoC//phnC//ybaQ//insA-1//cheA//trpGD//mdtD//cpdB//nlpI//abgR//yggF//ghoT//adiC//recB//ruvA//ubiC//ribC//pitB//rssA//ulaG//paaF//deaD//hprS//helD//lptA//metG//rstB//ubiH//aldB//csgD//thiQ//
GO_0016311_6	yigB//higB//dxr//ydhC//rbbA//rsmJ//nrfC//glpC//coaD//spy//ydcT//ycbV//exuT//ynfK//rnlB//ybaK//pdeD//ymgA//yiaF//guaD//fdnI//dgcM//recX//yhjB//ypdA//yfaU//yafQ//tsr//hcaE//chbR//thiL//cyaY//rhlE//nuoH//hemE//guaB//mdtK//acrF//ung//moaD//fdnG//rpsR//yagJ//uacT//yeeL//hisB//fklB//appA//ypdB//yajO//ridA//yhjV//aroP//galS//yebQ//yehU//xylG//cspB//patA//hofO//aroL//
GO_0016458_3	trpE//coaA//
GO_0016477_4	ycaN//
GO_0016485_6	nuoL//mocA//arfA//gmk//gcvA//apt//ybeF//napD//rrrQ//
GO_0016540_7	yaaY//scpB//
GO_0016553_7	gshA//
GO_0016556_7	marA//
GO_0016579_7	queE//
GO_0016998_5	ttdB//
GO_0016999_5	rpsS//ycjU//yeaE//ligA//hslJ//metG//flgB//argT//rhtA//cydB//ybjD//bioA//cdaR//uidA//lamB//cusB//bdcA//rpmE//mhpR//argO//ydjM//acrE//rsmG//dnaN//atpC//proP//moaE//rhaS//ftsZ//ydiB//phnH//tnaA//rpoA//araA//ydcP//yeaK//glyS//mepA//cueO//mdtI//norV//mdfA//rimL//ygjH//sad//flhE//dtpA//yegT//insI4//lsrK//ygeV//era//asnS//glnK//stpA//pyrG//
GO_0017000_5	sgcB//leuE//nfo//lnt//hyi//lptF//
GO_0017001_5	cmoM//napC//aphA//ychF//epmA//pspA//cysC//thrB//fadL//secA//yfbV//glnB//btuB//sbp//yeaG//pdxK//ygiW//narI//glk//yjeI//araG//
GO_0017003_8	pyrB//rsuA//rffH//ybgQ//mrp//torA//
GO_0017004_7	ybbW//hcaE//adiC//hyi//lon//crfC//yehT//ggt//cspE//cpsB//ugd//
GO_0017006_7	rsmG//ygfX//cpxA//pphA//glxK//clpA//
GO_0017013_7	citX//narI//
GO_0017038_6	ycbV//purU//yjiX//
GO_0017144_4	flhD//kdsA//xylA//csdA//ybiT//rbsC//fimE//rplD//yddA//srlA//tmcA//ygcW//pspF//dgcF//frmB//ompT//tamB//yfcA//yraJ//alkA//nac//tcdA//yhjX//paaA//asnB//sdaA//gor//narG//purL//ldrD//ubiI//insI-2//sgrR//cra//kdsA//sspB//waaQ//yiiD//lptD//purF//btuD//talB//betB//hypB//dnaB//aroH//lsrK//hisS//syd//arnT//ybdM//ycbX//paaE//pcm//prmC//yihI//hofQ//yfcF//hrpA//malQ//caiT//rbsA//fepC//hcp//pgaA//zinT//patZ//yciH//aes//ycjY//ibpB//csrD//yqjI//uvrC//lacZ//ymfK//aroL//yfjR//yedF//ispB//glnB//yihS//hslU//uidC//cycA//menH//metQ//trpL//nagE//tatE//pfkA//prmC//rpnD//sad//nagC//zapA//yebZ//yggP//fieF//torZ//fryC//dadA//bdcA//cvpA//ilvM//rcsC//dmlA//fliS//waaS//crfC//cra//fnr//yjeH//yajD//menB//ompN//tonB//phnH//hmp//ydfK//ghxQ//potB//mdoD//iraP//menB//pyrD//exbD//abpB//speD//frlB//hofC//tdk//fadK//pspC//recA//murJ//yciA//yjfP//glnQ//yadC//pgm//rraB//paaF//ftsI//tmcA//proA//yeiG//nhaA//ynaI//yehC//proB//cydA//lsrB//cdgI//ynfF//tyrR//lipB//yhbO//fimG//rlmA//agaR//lldR//waaG//hslU//queA//cysM//hsdR//ydiK//rhaA//tsaC//recE//dsdC//rpoE//oxyR//scpB//dtd//yieK//rlmF//chaA//lysP//rcsA//argI//dadA//dtpC//speC//oppB//trmB//rssA//bglB//sspB//gmk//ybaE//yneL//frwC//thiD//selU//yebC//rhlB//ribB//
GO_0017148_8	ygfA//prmA//idnT//gloB//osmF//xapR//entA//mepH//osmY//recB//bioD//puuA//acpH//rodZ//otsA//yqcC//hyfA//fepG//hinT//yadC//mazG//folE//yafO//napA//
GO_0017185_8	tcyP//
GO_0017189_7	nikB//
GO_0017198_7	epmA//
GO_0018011_7	glsA2//
GO_0018012_8	paaX//
GO_0018022_6	intF//
GO_0018023_7	ispB//
GO_0018063_8	ssuD//dam//mngR//rpsG//atoC//
GO_0018065_7	cysI//djlC//aas//cusR//pliG//
GO_0018070_8	bioD2//hisF//
GO_0018104_8	tpiA//etk//murG//pliG//ydeP//ttcA//sbmA//fiu//
GO_0018105_8	srmB//kefB//rpmF//
GO_0018106_8	sapA//rpsD//mlaC//otsA//glvB//gloB//agaI//cmk//folD//gcvR//norR//dinQ//rpsB//csgG//fadM//satP//ftsP//tusE//ydiP//hcaB//ompF//hprS//cadB//ynaE//potD//prlC//yqcG//wecA//luxS//
GO_0018108_8	acs//thiG//nikR//ygcO//dcyD//
GO_0018117_8	prfA//
GO_0018125_6	rraA//
GO_0018126_7	gspJ//
GO_0018130_5	rlmN//baeS//nrfC//srlB//ydeI//mutH//yieF//entA//hemH//syd//creB//ileS//glrR//bdcA//pal//tdcA//psd//mreC//nimR//yafC//plsC//lpcA//sapD//nadK//evgS//rnhB//trpA//murA//ibaG//tktA//glvC//rsmA//yqjH//ygfI//nadA//djlC//fpr//gpsA//ybjD//rtcR//torR//yegT//mlaE//yaaU//ompT//ftsI//acrF//rfbX//hcaF//rclC//ubiE//yafO//entC//ispF//lsrB//pflB//glnA//yjjQ//gor//fetB//adiA//pstC//treR//ybiW//abgB//frdC//yidA//decR//ygjK//potB//waaC//yhjC//pspD//soxS//gadX//garR//purC//purB//speB//minC//caiF//fes//aphA//queF//glsA//arnA//ynfK//menA//hcaF//prpR//ubiE//hofQ//betI//mepM//mqsA//ptsP//tdcG//entF//stpA//xylH//dtpD//ubiH//ycfL//mglC//ygcW//fieF//phnG//mnmE//rlmD//orn//yhiM//pgpC//yiiD//prfA//gltK//katE//cdd//ydeP//fdnI//sgbE//yrbG//ung//cbrC//ygdG//hisI//mug//sfmH//prlC//mcrB//rnc//thiI//evgA//sgcE//dppC//dnaA//hdhA//yagI//recO//leuD//mtnN//uspC//alsA//pstA//ydiV//radA//dtpA//clpX//fumC//waaF//dnaA//fhuF//aaeB//ydeP//cof//ybjL//blc//mfd//ivy//yidC//hycH//lptB//frlR//ybdN//ppsR//mdtB//nrdE//rlmN//aqpZ//murF//yhcH//yfbS//opgD//arnE//mdh//hypE//insB-2//livJ//yqiI//arnF//aroK//rihC//hdhA//envZ//yiaA//gsiC//yegD//ydcI//cydD//metC//malZ//acnB//ftsL//map//aas//argB//mltB//ybbW//ftsN//astC//mocA//dmsA//exbB//insB-4//caiE//yhhT//rpsK//cpsB//secD//rlmJ//rfe//tolC//dinD//deaD//yggN//insK//dgcF//curA//ldhA//tauC//tsaB//rutB//cheB//norW//cobT//cheB//ybdR//lpoA//potI//trmH//trpC//lolD//znuA//cobS//rpsE//xanP//lgoT//zupT//miaA//perR//hslU//cysK//rplT//tsx//yjiM//ridA//dbpA//csgE//fecB//ydhC//qseC//paaZ//sdiA//cfa//garL//mepM//msrA//thrS//ybfA//yjhC//yfcU//ynfL//bglB//fbaA//yhcN//thrA//fepD//mzrA//nimR//yjiA//erpA//yfiE//ribA//flhD//ybhR//ibsC//rplQ//rlmF//atpD//psd//ycbU//nrfB//gshB//sapC//bcsA//dhaL//ybbY//afuB//rfbC//yaaY//ndh//entS//hemN//trpA//torD//rdgB//hycH//yfiF//trpR//asnB//yiiE//yqhC//purN//degS//yieF//yfjR//rpsN//dhaR//nuoF//afuB//yjhP//macB//corA//asnS//iraM//ruvB//rplE//phnG//ydcI//basS//efp//rlmD//secA//gatY//tar//zupT//gstB//phnL//patA//elfD//mdtC//mtr//etk//argE//radA//napA//folP//mcrA//yfcU//ftsE//glpA//ygiS//pstS//cspI//entA//chbC//yhaM//soxR//alaE//moaE//alaS//cadC//hslU//wzb//glpA//fadD//cas3//nikE//sfmH//rlmC//nhaR//ilvE//cra//nuoB//pinQ//dacA//tap//ygcR//cpxP//frvR//nrdF//mltA//
GO_0018131_6	ykgO//rng//
GO_0018160_8	rpnC//
GO_0018175_7	mtfA//
GO_0018193_7	ymgC//dam//secA//waaY//higB//mtnN//hemD//flgK//hisH//flhD//adiA//sbmA//pphA//tusA//gatD//pflB//acs//dcuR//topA//yceO//tnaB//nfuA//mprA//araG//sdaC//ampD//yhjX//ftsI//ycaO//symE//yfcS//ybeQ//yhdZ//ygjK//yieF//pyrC//yahF//patD//recG//yfeX//dgcE//metR//puuB//tas//pspG//kbp//fucK//ulaD//intE//rplP//pyrG//lepA//ygaZ//glpD//nuoL//sdaA//betB//rplS//nrdB//dsbG//casD//mutY//sgcE//nadA//cdgI//ybhR//cysM//waaZ//ybjN//caiT//cmoM//
GO_0018194_8	tag//pabB//
GO_0018195_8	hsdM//
GO_0018197_8	lysA//uhpT//
GO_0018198_8	yigL//fdnG//cdgI//rsmI//rhtC//zapC//narZ//idnO//
GO_0018202_8	yegD//cas3//lgoR//dinQ//lrp//rihB//thiG//macA//leuD//recF//hchA//ubiE//accB//cbeA//mdtL//pepT//lsrA//nikA//uidC//argI//frlR//sbmA//yefM//bssR//yieL//yqcC//rof//dgoR//yghO//
GO_0018205_8	lspA//fre//nagC//rhsD//manX//napB//dnaB//intE//rfaF//tpx//agaW//
GO_0018206_8	hslO//
GO_0018208_8	tcdA//kdsA//pinQ//rfaQ//tgt//yciA//surA//cheA//
GO_0018209_8	ydiP//rmuC//potH//yfhM//cobT//gltP//ftsI//
GO_0018212_8	lsrD//gpsA//tolA//ilvN//rsmD//
GO_0018215_7	acpT//yedL//
GO_0018246_8	hemN//
GO_0018247_9	yahD//
GO_0018249_7	menE//
GO_0018282_7	lasT//yhaO//
GO_0018283_6	dgcJ//def//
GO_0018298_7	maeA//
GO_0018307_7	yebS//
GO_0018315_8	rhaT//
GO_0018339_9	phnK//cysZ//
GO_0018345_8	ybhI//
GO_0018364_6	sgcA//symE//
GO_0018378_9	chbB//ygcO//ygiB//
GO_0018393_10	lpxC//puuR//
GO_0018394_9	mltB//purN//cysI//
GO_0018410_8	tauB//
GO_0018909_5	yadG//
GO_0018937_4	hcp//
GO_0018958_5	aroD//lit//lexA//cmk//tauD//yeiL//lipA//dauA//gspE//xerD//moaC//
GO_0018960_4	pgaB//
GO_0018962_6	ilvI//hyaA//gldA//fepD//ydcP//
GO_0018973_5	tolC//satP//
GO_0018974_6	hisB//flgI//
GO_0019042_6	idnT//
GO_0019043_6	rrrQ//pdxJ//arcA//
GO_0019046_6	sodA//agaV//rna//
GO_0019048_6	pgpA//bdm//dcuC//norV//
GO_0019062_5	recB//
GO_0019068_6	kgtP//cedA//
GO_0019076_6	emrE//wecE//ydcZ//atpF//
GO_0019184_7	tatC//folP//speE//aroB//rcsC//gloA//hemB//pdxY//ypdF//truB//
GO_0019216_6	ftsK//mscK//ndh//sixA//
GO_0019217_7	yidC//elyC//abgA//
GO_0019219_6	rpoD//argP//aroB//rpoA//trpR//rutB//pabC//cmoB//mzrA//ybaE//folD//yfgJ//napC//ygaV//guaA//ynbC//thrS//rffM//hscC//phnC//rnb//ssuD//lyxK//abpB//xerD//priB//frmA//ygiN//mngB//gltI//tusA//yciG//frwD//fhlA//trpD//trmL//crcB//skp//cspB//hexR//ybaM//ompN//yiaT//moaC//waaB//cysZ//bssR//kgtP//ygfZ//yibF//pheS//yqaA//mdoD//atpB//nirB//pspA//preA//creB//artM//nepI//murP//speA//dadA//aroH//malP//cheY//waaG//gltD//yciT//fabA//rssB//yfcS//uxaB//prfA//umpG//fliT//tsr//panF//entS//argE//kduI//exbD//asd//cbpM//arcA//ubiI//mutL//pgrR//puuP//maoP//insF-1//ycdX//rlmB//ftsQ//yifB//xthA//nirC//bssS//glnL//argD//ygeR//rhoL//ynjD//surE//fdoI//yqaA//yhdJ//rarA//csgF//yfaE//yddA//yjiQ//miaB//sufB//recN//dgcF//ampD//prkB//ruvC//cas1//yddL//ycgR//xerD//kefC//pppA//yaiW//rbsK//prc//ilvM//ydiB//folX//purN//citE//ybjL//ybjC//asr//yohD//glcD//fucO//insI3//tufA//cydD//bglF//hemB//yhhY//udk//dacC//proX//nanT//yhfK//baeS//ascF//lptC//ffh//uxuA//hcaF//tehA//mngA//trmO//pckA//mtlA//ompG//mepH//yjjB//rffC//yidH//gcvA//hisF//luxS//tar//yadV//gutQ//mepS//chaC//cheB//yidH//ybjD//ydcR//tas//ybbY//gspE//fryA//aceA//queD//glyS//ykgM//mqsA//metL//truC//fcl//opgG//gatD//hyaC//uup//rlmA//yieK//iraM//lpxP//yciF//narH//yijE//iscU//bssS//aceA//lplT//rutR//ibsE//yjjV//gloB//afuB//ybeY//pitB//insI1//moeB//wecE//bolA//argO//trxC//leuA//pbpG//yhbY//kdpA//cadC//udp//ssuA//fruA//mdtJ//hflX//artP//lldD//yfiF//ymjB//yneL//purL//waaB//brnQ//cspG//mlaC//nrdB//bdcA//mdtK//yqjI//carB//uspF//lolD//btuD//yiaJ//narQ//flgD//raiA//macA//hdeB//uvrA//ddpX//entA//uspC//btuC//pgaA//appY//nrfF//fumB//mlaD//yidK//tnaA//dnaX//aceF//iscX//metK//metF//fadD//mnmC//insI3//yfaL//dnaJ//yaaU//prmC//yjhI//nanE//tig//yggD//xanQ//ybaQ//trpE//yqgF//fliZ//yjjQ//pntB//yijO//glpX//flgF//opgB//hipB//
GO_0019220_7	mdh//yihT//prmC//mutS//ybiJ//pflC//chbA//norR//hypF//yhjA//
GO_0019222_4	nagA//ahpC//mpaA//lplT//setB//dgcE//mobA//yihX//glnP//rpiB//fnr//atoB//yfeW//dgcN//gnsB//agaI//alr//atoC//greB//fabB//glpC//yeeJ//mntH//dpiA//ribE//fimB//bfr//fimG//rplA//ybgQ//htpX//lolB//cydB//gntU//rna//thiE//mdtG//ogrK//uxaA//rplP//yafE//rodZ//lipA//murF//ydiB//ubiD//malP//ispU//umpH//xerC//cysK//cspD//holA//ppsR//ydfH//rhtB//yfiF//sgcE//kdsA//ribB//trpR//hinT//yagG//dgcT//phnK//ybjX//wecE//rhaB//flgH//nmpC//cusS//caiT//ldcA//mltB//zitB//ubiG//fixB//gltS//bioA//pgk//hdeB//crl//ybhD//topB//rtcB//wcaB//htpX//setB//ravA//mdoG//ybaM//yehU//gsiA//ugd//lpcA//fdhF//ytfE//yiiD//yihT//nusG//sbp//cusR//aer//glcE//rlmA//cdaR//ykgA//polB//hisB//ybjN//hdhA//glmM//bamC//livF//znuB//ybaL//tqsA//hflD//lsrD//yajR//argO//casD//sucB//nanS//lolB//tusD//tbpA//nagK//flhD//mhpA//yrfG//yfcF//tonB//evgS//tsaE//bglX//queC//birA//narY//hisB//cheB//sxy//ttdT//kdpF//cysE//nirC//cusA//pepA//intF//dgoK//lacI//putA//tolB//mscM//fruK//afuB//rpsD//yehZ//hisM//ymfA//lpxC//fabG//sbmC//hcaB//ydfH//glrR//sfmF//rhtC//cbl//murF//psuG//rssB//waaG//yhbX//surE//phnN//adhE//ybfA//hipA//amtB//dcm//yhdX//sufE//ygjH//ugpE//galK//rplS//tsaC//rcdA//bdcA//infB//yggD//cbeA//ribB//rpmF//ycbX//ygcO//bsmA//ykgF//dnaN//aroL//ptsH//gcvR//ycfS//ybcL//dgoD//kefB//ybdR//argH//bioB//pheA//yhgF//phnK//argF//yajD//fabR//hiuH//dauA//mdtQ//mrcA//yciK//fadD//xseA//insI-1//shoB//agaR//cas1//fepA//rbfA//nikD//mglC//hofC//yqjA//acrA//yejA//ybjX//fucP//ydcP//aroL//yagJ//dmlA//grcA//glcA//prlF//fimZ//waaJ//norV//mlaF//lhr//yoaA//tyrA//paaH//ccmH//pdxA//gabT//yraI//ptsN//thrB//xisE//insI3//metH//tatC//ynhG//purU//baeR//insF-1//fadH//hyfC//fhuB//yjjW//zapD//spy//ybiA//rhaB//cynX//lysO//ydjK//prfB//sfmA//nudB//fimG//panE//rpsG//gntU//ettA//flgD//yccS//speD//yjcE//djlC//galF//pflA//yadC//yidH//ampG//sgcX//aspA//ivbL//lyxK//deoB//alpA//pmbA//relA//xisE//bioP//rutR//dgcT//uvrY//hyaB//ppiA//prfC//blc//ravA//yehP//frlC//rluF//tgt//puuB//ygeA//coaE//ybhG//yadI//yhjA//uvrC//rlmJ//ihfA//yhbQ//pspC//leuO//epmA//afuC//yqhC//rpsG//ybhG//tcyL//glcE//purL//obgE//rho//poxB//murJ//uacT//aroH//dnaC//rplJ//mdtL//tolB//waaA//lhr//folA//clpP//yebS//yacG//ppiC//yfgO//gudX//yhcF//katG//pliG//entH//crl//map//cheZ//uvrY//fucO//pliG//minD//yceO//rseP//atoB//dsdC//
GO_0019242_6	ldrA//
GO_0019243_7	frwB//apt//gadX//rplN//ybaO//curA//fetA//trkA//htpG//prkB//mlaD//hisF//cydB//rpsJ//allS//mdtK//dacC//tatD//malG//mmuM//ygiN//sgcB//mdtF//ispG//
GO_0019249_6	ynaI//
GO_0019250_7	ushA//
GO_0019262_6	folD//lgoT//exbD//aphA//prlC//ydjH//ileS//
GO_0019264_7	yaaJ//
GO_0019272_9	folE//cca//
GO_0019284_7	nikC//feaR//sfsB//
GO_0019285_5	chaC//prmA//
GO_0019288_6	basS//dcuD//xylH//recD//
GO_0019290_5	rlmJ//folD//pepA//secA//mgsA//yicJ//ffh//hypD//
GO_0019292_8	araF//
GO_0019294_6	ssuD//deoB//kdpD//flgA//
GO_0019299_6	frc//hcaT//lysR//msrA//ygjK//waaZ//emrY//
GO_0019301_7	potA//mdtP//argF//secB//suhB//thiL//mdtQ//
GO_0019303_7	creB//pckA//
GO_0019305_7	ybdZ//
GO_0019309_7	preA//
GO_0019313_6	gntK//torC//mdtI//
GO_0019314_7	fliZ//relA//fadB//
GO_0019316_8	ppsR//allB//lptF//
GO_0019317_7	rpoD//zntR//rph//insI1//hha//nuoH//
GO_0019318_5	lpxT//ytfT//cysC//kilR//hupA//yadN//yabI//prkB//hisG//amiC//nikB//fliZ//pdeF//pstB//bglF//ycjU//hemN//ilvM//uspF//sfmC//zupT//ybaM//aidB//acrZ//yjiM//creB//tatD//ssuB//pppA//yafE//yibH//rnhB//trmI//yhiM//glnK//ldhA//uspF//ansA//fepG//mutM//nadK//secY//hybC//hcaC//fadH//flgC//
GO_0019319_6	frwC//hemG//lsrG//wzb//ygiB//pckA//chbG//phoP//yidE//asd//
GO_0019320_6	insA-2//sapD//atoS//ispF//aroP//osmE//yfcQ//lysA//ssuC//malP//acs//lldD//yiiD//mdtE//prpD//chbF//bisC//tilS//fecD//dapD//hscA//cspI//glcC//sgcC//hemF//coaE//gpmM//
GO_0019321_5	kdpF//uidR//hslO//wzb//rfaD//mhpD//aceK//modC//yaaU//yidZ//iscS//rspB//fabD//msrA//mgsA//ydaN//cysH//pth//ptrA//srkA//cysK//yiaA//leuD//gatY//rfaQ//
GO_0019323_6	aroC//sufD//fimB//ygfX//deoC//tatE//kefF//ddlB//dgcE//ndk//nuoM//allC//clpA//nei//torI//ybdZ//citC//prfB//
GO_0019324_6	ilvI//mltD//mnmA//raiA//sthA//
GO_0019326_4	pyrB//mdtB//
GO_0019336_6	araC//sufC//
GO_0019343_8	ghoT//
GO_0019344_7	modC//yjaA//rrrD//pliG//yhaV//ilvD//sgrT//
GO_0019346_7	ydiF//
GO_0019353_8	dauA//ybdM//rfe//adiA//
GO_0019354_6	fdhE//
GO_0019355_8	araG//casB//yegV//rhmR//sbmA//
GO_0019359_8	malK//modB//ybaK//rlmD//ydiQ//cspD//mdtA//ubiF//agaC//lysS//rplR//bioB//uhpT//mutT//gor//idnK//insB-4//alkB//ygcR//glnS//hslV//tgt//dnaA//zupT//shoB//rpnA//ariR//yebQ//
GO_0019362_6	dctR//acrZ//dppA//rnlA//pdxJ//aroH//rarD//sdhE//tadA//yjbG//phnM//priA//ade//uxaB//cysD//elyC//glgB//yfaE//apaH//rclR//ade//ydhJ//ldcA//dnaK//citC//hslO//dnaN//birA//ihfB//mdtF//fabA//hemF//rclB//cysK//ynbB//hycI//pncB//ykgA//
