#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rbsD//cobS//cysQ//ascB//
GO_0016043_3	dppF//eamA//flhA//aes//fimD//bhsA//yneJ//cbeA//atoC//cmtB//rnhB//argK//ymgF//ybiI//rarD//torR//fabA//hdeA//prpR//garD//hisB//mnmG//coaE//ydbD//rcsC//leuS//cyoC//lipB//rutF//yedF//clcB//cvpA//glxK//cho//acpP//yiaL//glpD//bdcR//dgcT//kefC//uacT//djlC//smrA//rnd//glmM//cynS//dcuC//intZ//yajO//evgA//yojI//yjjI//ndk//glnQ//hupA//rpsG//nuoF//uvrD//fucA//fdnH//fadK//yihP//mtlD//hflK//insI-1//ygaZ//appC//valS//folX//yeiG//torC//dcuD//dgt//ygiN//thiC//gstB//glnA//mcbA//phnJ//yihT//metH//cspI//fdoH//rsgA//acrR//livJ//dcm//ybiY//pflC//hipA//ompW//tusE//iscX//yoaB//nadD//norV//ybaE//ydcR//puuP//dedD//glgP//dhaM//fadI//evgS//nuoB//thrC//pdeK//nagB//ygfX//rnpA//cstA//yheT//arnA//ttdB//mtfA//tqsA//rppH//pspC//fic//dsdX//yajO//waaA//mug//yidL//sxy//hypE//mtn//ispH//yqaA//nanA//moaE//ettA//entE//yfaU//yejE//phnC//kduI//msrQ//pgrR//hda//ycaO//rodZ//ybcQ//dapB//argF//ydiV//yjiR//nhaA//waaH//yqeG//trpE//oppB//fumC//hslV//der//yciK//yhaJ//ydhK//fdoI//polB//thiD//kefC//sgcA//yfhM//astB//gsiD//ttdT//pgaD//rpoA//galF//pgpA//glrR//mdtP//aqpZ//rpmF//melB//ttcA//malS//dapF//dicC//yfdK//preA//dppA//mutH//adk//argP//dnaN//ribD//rbsA//nlpA//yfcV//lpd//ybiW//cho//fecB//ihfA//hypT//sixA//cysM//tmcA//alpA//speG//araD//gyrB//cusA//bdcR//nikB//yjbF//argP//tusA//
GO_0016051_5	yraN//glpA//phoR//bacA//kdpD//cysW//hslV//bepA//hslV//tsaD//manX//trpB//arnF//mreC//xylB//glrK//tcdA//yigB//fimI//adeQ//mdoG//ykfM//priA//flhA//yagJ//hha//cadA//potF//mdtK//ydjM//adeP//garK//dgkA//yhjR//dgcM//gadB//secF//yafS//dcuR//pykF//nhaR//napF//purF//gltP//proW//ykfI//bioD2//nimT//ydeO//allS//yhhT//rstB//araD//glgS//flgC//metN//hisM//ychO//shiA//kup//sdhC//aroL//yhaO//rplS//artJ//ddpX//acrZ//sgrT//ynbD//ynhF//gcvH//yneJ//rraA//lpoA//clpX//mprA//sfmH//ybdH//nudB//gshA//tatB//adiC//yeiL//pepN//sgcC//aroD//gatY//fhlA//mgrB//appC//kdsD//hyaB//intA//ssb//pta//yfiR//dinJ//torR//yfcV//yghG//malZ//marA//metE//
GO_0016052_5	artP//ydcO//rsuA//relA//epmC//gntP//uvrA//pnuC//ydjK//hycI//zapB//ygiB//lplT//eutD//gmd//ispU//fecB//xisE//yggF//iscR//fryC//rsmB//ebgA//dgcT//nuoF//insF-1//kdgR//ung//gpsA//hemL//bioD1//cobB//wecE//nuoM//yobF//aldA//rhaM//rffH//ftnB//rfaQ//ttdR//purD//dtpB//cheZ//mtlR//feaB//kbp//flgK//yagI//scpB//rpsE//cysM//cmoM//hycH//raiA//dnaJ//ompA//potH//opgB//ygiW//focA//oppF//wzzB//umuC//livH//wecC//gcvT//hyaB//yedL//cmoM//prmB//yceO//mltF//cusF//ydiK//rpe//thrS//intE//cspB//gntT//flgJ//queG//insB-2//fbaA//slt//nrdF//ykgO//tyrA//exbD//exbB//rpiA//accD//mcrB//acrF//pgl//emrD//pflB//torS//ynbB//folD//udp//ydhC//sodC//queF//paaJ//ybcL//nikA//mdaB//ybcC//mdtJ//rlmB//ebgA//flgM//cbeA//hcaB//
GO_0016053_5	chaC//mnmE//xerD//uvrD//nanA//abpB//glrK//yadV//raiA//ispG//dsbC//rlmB//lhr//folX//aceK//argE//sgcR//rluF//yfbR//leuE//hofC//csdA//rlmD//mepH//mlaE//appC//speC//rluF//yedP//mtgA//radD//argE//phnI//narI//yfcS//tusD//nuoN//yedA//srlB//avtA//yihW//hisG//araC//flgA//argS//tcyP//mtn//hdhA//gspI//yiaJ//narV//dcd//purN//dcuD//ahpC//dgoD//hybE//pitB//ynfE//glyA//ydiV//ftsH//yahI//sufE//yafN//rnhB//degS//norW//tolC//yhgF//arnA//yiaU//yraH//lpp//mazF//cysP//exuT//ompR//umuD//bglX//kdsA//hslR//hicA//ubiB//tufA//truC//asnB//gmhB//ytfP//dps//xapA//ribA//rhaS//yhbY//dapF//waaQ//tufA//skp//ompA//rclR//evgS//parC//pspD//appA//yeiL//borD//sdhD//btuF//ddpA//iscU//gpr//ygfI//galM//cusA//yaaY//yajR//roxA//fsr//rnpA//yjiA//nagA//chaC//ppk//yjjW//rhaR//yjcO//yjiX//insA-1//nrdH//aceB//atpB//yhjD//yphF//flhD//hyaD//trmA//tdcA//yhdZ//hipA//glpK//tmcA//rsgA//insF-1//bdcR//rmf//yifB//iraD//yiaU//yhfK//feoC//glk//folD//kdgR//asnA//ettA//rpsT//cnu//higA//psd//yehB//truD//yehC//ycjW//ydaV//ydjM//miaB//katG//nuoE//cytR//cobU//casC//recQ//ubiF//bamD//moaB//ubiJ//ybjN//yieL//yciG//yhjV//ttdB//csrA//thiQ//dnaE//ybiS//dadA//tolR//rseC//dcyD//
GO_0016054_5	yeaK//sspB//uup//hda//mhpT//acpT//yahI//hokE//yhjD//cpxA//rpmC//secE//ydeM//rsmA//osmC//yqaE//thiP//malK//yjiX//yiaO//qseC//yghG//cdh//wecE//yjcS//cydC//hycA//potH//putP//pyrB//ybjC//rcdA//menH//ycbU//idnD//yeeJ//trmJ//recA//yfeR//zipA//casD//rfbB//yfhH//ybaL//sdaA//rplF//nudF//leuA//narJ//lolE//ttdB//entB//nrfA//frsA//flhA//rhmD//yfaE//iscU//msrA//yhjX//ubiC//dapB//nusA//modA//argS//ompC//gspJ//idnT//accC//rna//maa//phnG//frdB//aroD//yobF//ygeX//yjbB//dtpD//yfeO//glpB//patA//ydjL//gcvP//bacA//lysA//waaJ//lplT//rep//ybcM//ynjD//lrhA//acrA//kefG//glnK//ddlA//ung//glgX//pgpC//bglJ//sbmC//dppC//yhcH//chaA//mqsA//srlD//yjiM//dinJ//ompR//htrE//dnaJ//ftsQ//cyoD//groL//entE//ibsC//pyrL//basS//mdlB//degS//lsrK//phnI//ybhG//ycgR//cueO//dhaK//yddM//yphB//narL//ydcT//ftsX//ymfA//menE//nanC//dcuA//yceO//ykgF//greB//gntP//yhhZ//argO//upp//manA//mgrB//garK//cpdB//yceK//yfdG//hlyE//metE//murC//yjbH//hslV//yqiJ//glpX//cyoE//
GO_0016070_6	aceB//trmO//ydcR//dusC//pflA//rimM//endA//stpA//waaC//malX//mdtP//nrfB//ynfH//yjeI//argR//smpB//ugpB//hcaF//menE//aer//pgaB//insH-6//yoeE//alaA//exuR//btuC//ccmG//rpiR//uidA//ybiV//cysZ//yhdJ//ychO//cbpM//mazF//proV//ais//hypD//cpxR//yjeH//dcuB//argG//moeB//focA//pyrD//elaA//pgl//nlpA//yfdS//matP//uxuR//tusB//accA//ttdT//yeaE//fruK//ffh//rimJ//htrE//nikC//fhuF//mqsA//nfo//mtr//trpA//cusR//atpA//yghW//yehZ//cobC//rnd//rsmB//yfdS//napA//mngA//recC//ibsA//cmk//yhdH//ydcM//ypdF//cmoA//mdoD//yajO//rlmH//npr//fbp//hycA//narV//fkpB//scpB//pgaB//xylG//ftsL//atoB//nupX//gfcE//waaO//cutA//cstA//ykgM//bioC//yjcO//dnaA//slyA//fdnG//melA//pgaA//trpS//bcsA//tyrA//ghxP//dgkA//yrfG//glpB//tatD//hypB//hipA//thrC//rplA//elyC//dnaJ//gsiC//ribA//ykgM//frwD//flhC//mnaT//kefC//leuD//hofP//rhmR//ilvL//ynfK//pgpC//yihP//lolA//lptG//mukB//lspA//aspS//ycjP//argS//rapA//dinQ//phoP//hns//nuoI//manA//tyrS//frwC//pyrE//rpmH//epd//pepA//rhaB//yhfS//ytfR//yggE//metQ//atpG//yafO//gatY//ldtB//ebgA//sspB//htrE//uidR//fes//fimB//degQ//ebgA//tus//rimJ//dxs//rbsD//prs//intZ//dpiA//fadD//ybeY//ldhA//codB//pdeL//hybO//rffM//yiaM//ompA//argI//azoR//cysS//bglH//nepI//lit//csgB//macB//ompL//thiH//ftsB//dacC//fimZ//malG//ldtE//fliT//yadG//pspD//adiC//puuA//yihW//mntP//yjbE//fabA//fumA//sppA//cysB//wcaC//hypA//yqaE//ugpC//ldrB//frlB//phoB//ecpR//menB//rsgA//gmk//caiB//dacC//nsrR//arsC//arsC//insI1//yedP//fimF//bssR//ralR//yccX//cobC//sgcA//erfK//ynbC//pstC//yihQ//tap//asnA//mqsA//rplR//pdxY//gpr//tauA//tatA//rclB//ycfJ//nuoB//ynjA//fucO//iraM//ydcO//bcr//pgaB//dut//fryB//osmC//hycI//yphB//sodA//ymgF//pepB//bacA//amiA//yahI//artJ//mlaD//allB//grpE//glcB//selU//gabT//lamB//etk//yneJ//btuE//aqpZ//gstB//yegV//yceD//srlD//recT//hslR//rfbB//yebK//ybdM//thrB//cas3//
GO_0016071_7	clsA//tcyP//lysC//glvB//rppH//yqiI//gppA//cysS//yqjA//uvrD//iscU//cpxP//gcvP//sulA//allS//
GO_0016072_8	rnc//yeiG//dgcM//ansB//flgI//rpsG//fadH//yhfS//moaA//tgt//dnaC//ydiQ//tatB//rcnR//frdD//deaD//mlc//yheT//puuP//yahO//yfaX//yidH//yfcR//mocA//hisB//flgB//fhuD//galP//dnaT//erfK//queG//rfe//recX//hlyE//ycfH//ptrA//sufA//torS//dnaK//rlmG//narG//araC//ydgA//dnaE//
GO_0016075_8	frlB//gldA//
GO_0016078_8	fhuF//
GO_0016093_5	tadA//rhtC//
GO_0016094_6	purC//mntS//
GO_0016114_6	ycjY//
GO_0016137_6	cheW//
GO_0016139_7	dgcN//
GO_0016226_5	yhfK//blc//ppiD//sbp//apaH//pgaC//znuC//galF//tisB//yfaL//ygbI//pal//ampG//ydfH//lptD//glsA1//tmk//yciF//
GO_0016259_7	pyrD//fadE//caiE//ligB//
GO_0016260_8	preT//dnaT//mobA//
GO_0016310_6	yihQ//aslB//yneL//glnB//cheY//adhE//azoR//flgI//avtA//bioH//fabR//feoB//bioA//sugE//ycfL//dnaN//raiA//lrp//chbB//fepC//ybbN//yceO//malQ//rlmJ//yjcE//osmE//mcrB//ldcA//ccmD//rhmR//kdpC//lrhA//narK//cof//tcyN//rseP//abpA//ubiC//csgG//cheZ//hemG//argG//thiE//allS//fes//glpK//pspC//ddlA//ubiX//trmL//trpL//nemR//lolE//ogrK//lipB//arnD//avtA//yrdA//bsmA//fabZ//cra//dgcQ//hypF//ydhQ//yagI//ymjB//glnK//mscS//ghrB//lpp//hflD//cadB//yciK//argT//wecE//glpA//menD//ygfI//lgoT//recC//yqjH//rlmL//yfcU//yhjV//nrdR//paaA//cas2//dps//glnA//ibsB//rplK//yeeA//yciE//yhjR//lpxM//ykgA//sfmA//secA//waaH//mraY//atpG//hycH//ygeV//pflC//yciG//pitB//garL//ettA//ybeQ//narK//hisM//flhA//mrr//leuE//smrA//panF//rimO//
GO_0016311_6	bdcA//fecC//hupB//queD//bsmA//sbcD//tauA//nrdE//trg//ydcS//dnaK//yqiG//malY//pdhR//lolC//gshA//puuB//dhaM//rtcR//sanA//dtpD//lsrC//pyrH//rutG//rutE//hemG//yphC//phnJ//yjhP//dcuR//xylE//yejF//rplW//dpiA//kilR//glvB//pyrF//ppsA//ybbN//hisD//aldB//puuB//sgrR//flhE//appY//citE//trpS//sodA//mscL//rpsG//cytR//fecA//waaG//mutM//rfbB//bcr//ulaF//insI3//ttdT//leuO//ompN//
GO_0016458_3	galE//tgt//
GO_0016477_4	glvC//
GO_0016485_6	cnu//frlA//ybdG//crl//caiE//fryC//plaP//dcuC//gluQ//
GO_0016540_7	msrQ//acs//
GO_0016553_7	pckA//
GO_0016556_7	dacD//
GO_0016579_7	gutM//
GO_0016998_5	ybaK//
GO_0016999_5	ribF//tcyN//rfbC//cyaY//epd//gltS//moeB//rsmJ//leuC//fdnH//mrr//eptC//hisD//cdd//nhaA//hemB//cynX//ybiH//galM//add//sxy//mdtG//rhaD//ycbX//allB//lysC//nrfC//alaC//argI//mhpC//iap//pta//argI//ribD//mscM//aaeA//dapB//hsdR//trpB//waaQ//yihV//aqpZ//potI//mltD//yecS//yihI//arfB//livG//leuE//lgoR//tauD//kefG//corA//alaC//ftsK//ybaE//
GO_0017000_5	acrE//uraA//flgC//fur//mocA//bioF//
GO_0017001_5	kdpA//yhjR//yjbB//phnO//yhjA//ilvD//nfuA//greB//paaF//gsiD//proV//secM//abgA//ftsA//hemD//yhdJ//srmB//pntA//ycjW//hybG//rimI//
GO_0017003_8	yqeF//umuD//mdtN//ribF//pspD//sgcA//
GO_0017004_7	glgX//slmA//nanS//tcyP//yjjV//lpxH//yiaL//asnC//dsbD//ybdM//yhjD//
GO_0017006_7	dmsA//maa//yhaM//rdgC//hisF//cbpM//
GO_0017013_7	galE//mdoG//
GO_0017038_6	flhD//crfC//surA//
GO_0017144_4	tdcA//rzoD//abgB//argD//yeiE//menH//fliM//yigB//sufB//cueR//cyoC//ynbB//tcyN//hxpB//yraK//dauA//lolA//ftsX//purU//fimI//nuoH//yihT//dicB//nikA//rpsA//chbF//ybbY//dapB//trpC//znuB//nagA//tolA//rluC//hemC//sapC//mlaE//gpr//bioD//marR//pgpB//phnP//ghxQ//lpxD//selA//kdpA//ynfH//ibpB//rimK//tatD//yggX//iraD//yiaF//yagI//wzzE//mnmA//yajQ//efeO//gnsB//yihI//gltB//lpxM//dnaB//gltX//carB//ycbB//fdnH//ampE//ubiX//trmI//hybE//gmd//osmC//mpaA//ymfA//yfiC//dnaX//yfcA//fdoI//rcsD//ygiV//secF//sgbH//selB//yjjW//dsbC//cvrA//ydeO//lptC//narV//lepB//nlpE//lysU//aceF//priC//agaV//rutG//yhbQ//dxs//rclA//secB//fdhE//fbaA//yhjD//ulaD//cynT//ung//ampH//trpD//srkA//nimR//glpG//yegT//rplA//yidE//casC//bcr//gsiD//scpB//mglB//yihP//nagZ//gntK//yfhM//ssuB//sfsB//proV//ompR//trmB//focA//hisH//ytfQ//fimB//sufD//ybeF//focB//hemC//radD//hemL//tisB//hyaA//edd//pheP//sgcA//ybdZ//ybaL//lpxH//btuR//mdlB//flgB//cbrC//ycjW//gpmA//ribF//moaD//arsR//cbrA//yejE//fimG//agaD//ampE//mlc//bamA//pdxB//prmA//tar//dhaM//pepA//rpsE//ldcA//bamC//yedA//glpB//ffh//atpA//yhfK//nusA//ycfS//hcaC//abpB//glsA1//ynfF//glgX//mtnN//ulaB//arnB//ybgQ//dhaL//cydA//rbn//ampH//csgG//cusB//mdtF//arnA//potB//dusB//mlaB//ispH//hybA//
GO_0017148_8	yjjV//rarD//ydeT//rlmM//uhpB//shoB//oppB//aslB//speC//kduD//xapB//rpsE//frmR//tsx//ibsC//gabD//atpH//xapR//nhaA//rpsL//radD//yeiG//hisD//ghxQ//
GO_0017185_8	potE//
GO_0017189_7	uspB//
GO_0017198_7	osmF//
GO_0018011_7	ydhC//
GO_0018012_8	ddpA//
GO_0018022_6	hycI//
GO_0018023_7	cueR//
GO_0018063_8	uvrB//argI//rplB//tdcD//ygcW//
GO_0018065_7	lpd//norW//fepD//uvrA//ynfH//
GO_0018070_8	yedF//ftsH//
GO_0018104_8	trpL//hypD//moeA//ygeA//bioD1//maeA//fixB//rmuC//
GO_0018105_8	dapD//aroB//rseP//
GO_0018106_8	ompF//mfd//nrdA//insA-1//eptA//sgbH//pmbA//yegT//lit//arsC//fepE//yhdW//pntB//trkG//ptsP//mrdA//ydaC//fryA//ygeA//alr//hcaT//sgcC//pfkB//rfbB//lamB//yedF//pdeK//malI//modA//
GO_0018108_8	rhmR//rplJ//ypdC//nlpD//hda//
GO_0018117_8	ansB//
GO_0018125_6	xseA//
GO_0018126_7	mnmC//
GO_0018130_5	ltaE//ybjX//rsmJ//sgcX//alsB//murJ//yggX//fixC//sspA//iraM//rluA//mdh//ibsB//potI//idi//rseC//fepE//ykgF//dsbB//frwD//artI//fabG//sdhA//pgpA//yigL//holC//actP//elfD//ccmG//sodC//ybiW//lasT//sbmC//dcuS//rutR//glpD//kduI//emrK//aroK//sulA//fecD//yneE//queF//hyaB//fabB//yahO//dnaK//appY//yfdR//gadW//agaB//glnP//rsmF//fixB//ybgQ//tynA//yggT//htrE//ydjK//hemH//ubiJ//ahpC//yjbE//acrF//blc//aceA//asd//ftsB//lnt//purT//yiaU//ldrB//gntU//asr//nrdR//arsR//moaD//serC//fimC//rapA//tmk//katE//galS//accD//fliT//hokB//setB//trpR//cyoC//srlA//rpoS//selD//nemR//gadB//mdtK//nrdD//dapF//tsaB//rfbX//zitB//pal//opgB//era//dppD//pmbA//yfiC//ybcQ//cysN//rrrD//flgF//yafQ//ydaV//ynaI//arnE//dnaG//rph//dtpD//alpA//parE//cbrC//basR//dnaA//rplD//yedA//truC//rspB//envC//yahD//tsgA//folM//frlC//wecC//dxr//deoC//dhaR//setB//ruvB//yghW//nupC//narW//ybeF//ybdO//bfr//paaB//chbC//rarD//xerC//tusA//rbbA//nlpI//nupG//argH//yfaL//rcsD//gyrB//thrL//mglB//grcA//argT//csdE//caiD//rhtB//hdhA//ccmC//barA//dsbD//tag//tmcA//infB//lsrK//nuoH//ynbC//ubiJ//sgbE//panF//leuA//mtfA//mak//znuA//ptsN//mtfA//ttdB//lsrC//evgS//thiG//aslB//priA//glsA//pepA//uspC//ynfK//ydcI//rpsG//yraH//yebG//queA//lsrD//ftsY//fhuB//pfkA//xseB//ybiO//pdeH//rlmL//fadK//yeeA//pstB//yqcC//ybfA//pgi//hcaE//hemC//tdcR//gsiD//diaA//ycbX//ynjA//hycI//yqiG//ompL//bsmA//frvB//afuC//galS//ompC//ettA//tauA//leuS//glcA//ispH//ldtC//uvrY//ftsW//rbfA//matP//ybcQ//pdhR//ftsI//ccmF//ybaE//fumC//ompA//chaA//osmC//gudX//ychH//bglJ//pepD//pmbA//kup//sspB//narK//ybiI//wecA//hslO//mglB//insI1//preA//mug//cbrA//phoR//ldrA//menB//nsrR//glvB//dcuA//csrD//rfbX//rhaA//glmS//rsmG//tdcE//leuO//pdhR//queD//glcC//lysU//fadL//ccmG//pheM//ybiO//gabT//yciF//pgaA//ybiS//bdm//nrdD//norW//menB//metK//alr//ascF//ybcQ//rdgB//yrbG//deoR//dcyD//yfcG//purA//aroP//talB//cydC//katE//dhaK//acrA//yfeR//gcvP//pgsA//cfa//yidZ//yfcG//ydcR//csgD//crr//gabP//mprA//suhB//fhlA//btuD//uxaB//yagI//ybdH//yiaF//tdcR//ftsW//hxpB//mazF//apaH//cytR//uhpT//lpp//borD//yehB//ycjR//lsrD//pntA//cedA//ymgA//yqcG//rimP//ilvH//yagG//ldcC//lptG//iscU//mltA//rnb//gntT//tdcA//yohD//mcrA//flhD//dgcN//menH//argC//eutN//allD//yjiA//csgB//ydeI//tktB//yrdA//dusC//ykfM//dnaA//fes//znuB//epmA//bioD1//rlmB//glxK//
GO_0018131_6	yeeO//ydgA//
GO_0018160_8	yrfG//
GO_0018175_7	mmuM//
GO_0018193_7	hsdM//wzyE//uvrC//infC//yehY//deoR//patA//ribA//yeaG//fdoG//uidA//nupC//cynT//ubiG//fetB//ytfQ//mdtB//hemA//oxc//metK//nanE//tilS//menC//asr//ptsN//asnA//ychO//ampE//nrdR//yraK//lldR//cspI//rutA//polB//yneL//emrB//nth//dmsA//mog//hflK//mgrB//flgD//rtcB//abgT//amiA//yadC//guaB//clpS//elfG//ydjH//serS//ynjA//fabA//actP//murI//ydiK//pdeR//argP//bioF//hpt//bioH//ubiJ//purF//moaA//yeiE//ydaC//mcbA//yobA//rpmA//pncB//fabH//
GO_0018194_8	dhaM//lolE//
GO_0018195_8	cpoB//
GO_0018197_8	phoQ//groS//
GO_0018198_8	vsr//lldP//ybgI//mdfA//sucC//fkpA//lysS//mraZ//
GO_0018202_8	ybjX//hisP//gadA//yjbE//zapD//argT//lplT//ihfA//artP//pfkB//yneJ//secY//gpmM//mltA//cspG//hypA//tktB//mazG//ygeX//pth//dgcJ//puuD//pdeH//umpG//fimA//pfkB//yqcC//yjaZ//sfmC//
GO_0018205_8	idi//yidE//rffM//yajQ//lysP//yidH//ansB//cynS//ydiO//argO//hipB//
GO_0018206_8	yqhC//
GO_0018208_8	yciH//bolA//glpR//frvB//hdeB//ilvL//lpxC//lhr//
GO_0018209_8	rfbX//xseB//nikA//rnb//purN//rplX//lsrA//
GO_0018212_8	yfcU//cpsB//ydbD//degP//insH-5//
GO_0018215_7	hpf//hinT//
GO_0018246_8	galE//
GO_0018247_9	pphB//
GO_0018249_7	yigB//
GO_0018282_7	fimF//waaQ//
GO_0018283_6	alkA//yggX//
GO_0018298_7	gsiB//
GO_0018307_7	phnH//
GO_0018315_8	nrfB//
GO_0018339_9	elfA//nrdI//
GO_0018345_8	pldB//
GO_0018364_6	rcsD//yafE//
GO_0018378_9	slmA//ttdR//nudC//
GO_0018393_10	yihV//dpiA//
GO_0018394_9	bamD//fadI//cdsA//
GO_0018410_8	kch//
GO_0018909_5	plsX//
GO_0018937_4	intS//
GO_0018958_5	gltX//hflK//menC//ptrA//ascF//mdtA//ldcC//chiP//proX//astB//hflK//
GO_0018960_4	qseB//
GO_0018962_6	casD//nanS//nagE//btuC//murR//
GO_0018973_5	rsmD//idnT//
GO_0018974_6	hofN//cysG//
GO_0019042_6	bcsQ//
GO_0019043_6	mutM//rsmA//cobT//
GO_0019046_6	ribD//kdpF//hipA//
GO_0019048_6	gutQ//atpG//rhaT//rfaB//
GO_0019062_5	rfaH//
GO_0019068_6	hybB//rutR//
GO_0019076_6	yohC//lpxL//ubiJ//bdm//
GO_0019184_7	yceO//rhaB//rluD//bcp//ycjP//purA//kdsC//nagE//ilvC//gcvR//
GO_0019216_6	tnaB//ftsP//fnr//hemF//
GO_0019217_7	ppsR//murI//tdcD//
GO_0019219_6	srlE//atpD//ydiV//ychF//trkH//gyrB//ftsE//fecC//fdrA//pphB//dinD//raiA//waaS//rfaC//mipA//mocA//yceD//ispH//ycfL//lpxB//caiF//dacB//rplX//ghoS//uvrY//intS//ldtE//clpA//hyi//fdnG//cyoC//puuE//ypjD//gltI//uhpT//metE//eptA//betA//lptG//hiuH//thiQ//ndh//ppiA//menI//asnA//cobB//rhaS//amiB//yrdA//flhE//argS//elfC//ydhQ//rplA//yajL//dnaQ//eutB//dadA//ldtB//galF//gudX//tsgA//gfcE//potF//caiE//creB//ulaE//yggF//speG//glnS//truD//rplI//ybhS//ydeP//baeS//ybjL//pcnB//xapR//fumB//ubiX//xylA//nrdI//dhaR//malS//rfbB//ydfK//guaD//nrdB//glpB//yfiC//deoA//lnt//ycjY//ilvI//ghxQ//kduD//yadK//iscS//dcuC//panZ//betB//truB//hpf//glpA//yjgX//yagU//upp//yoeE//frmA//kdgT//cyoA//proB//rpmC//ftsX//ygfX//tnaB//hisB//mdtM//tnaB//rhmD//fimE//glpG//yhjR//yfiR//hyfF//ynfH//ypdB//hns//pgsA//hsrA//yjbE//nlpE//ygdG//leuE//rraB//ruvA//lasT//rpsP//rpsM//gltI//ytfE//torR//dusC//purF//decR//mak//hycI//melA//preT//yqiJ//appB//cysW//frlR//ibsB//metK//gdhA//uxuR//glpC//yjfP//rpiA//mipA//frc//lptE//hflK//ivbL//cspC//mdtG//glnL//dinJ//artM//narY//intE//cysW//caiF//flgD//dcuA//yohD//rnt//fdoI//ppx//frmR//gltD//purC//glnB//yqiI//ybjL//umpH//sgcA//mepH//xylB//elfG//fumB//rlmG//puuA//mmuM//add//basR//elfG//ybbW//poxB//yifB//yibH//ybiJ//yoaB//cysD//envC//mreB//araD//mdtM//dnaQ//hlyE//fabR//tufB//guaB//tolB//yqiG//cysE//ribD//trmO//oppC//dnaB//metC//ycfL//yraN//dxs//ygeW//ppiD//idnD//ybdH//holB//sseA//soxS//yadC//hofO//ypdC//allB//dgcM//tap//uraA//yggF//ribE//mnmA//pykF//alpA//ilvA//yijO//erfK//gloC//yaaU//insH-6//rlmJ//hisH//torR//rfaE//fdrA//sfmH//torY//cueR//tolB//glgC//lldD//trg//lsrG//putP//fbp//cra//ilvE//argO//mtnN//glnB//yraK//secE//ecpR//ybcM//tatA//eutB//yjeI//yjhG//degS//rsmE//ubiC//fkpA//rplT//soxS//yfiF//lplT//mhpB//nudB//nth//rpnC//greA//mdtA//
GO_0019220_7	tdh//eutA//lapA//fsr//pdxK//rpsO//cpsG//lldD//fadI//tabA//
