#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	hprR//b3290//b3264//b2622//
GO_0010038_5	b1987//b0798//b1444//b2330//b3447//b0774//b1221//b4362//b1728//b2435//b2563//b2312//b2526//b2049//b2910//b3781//b4479//b2209//b1822//b3155//b3752//b2702//b3919//b4097//b2262//b2342//b3718//b3701//b2706//b3935//b0794//b0173//b2022//b2548//b1447//b3192//b1716//b1188//b2551//b2411//b3737//b0637//b2546//b2580//b3879//
GO_0010039_6	b3936//b3790//b1873//b4428//b0902//b1597//b2837//
GO_0010041_7	b0473//b0156//b4316//b1613//b1697//b1652//
GO_0010042_6	b3064//b2677//
GO_0010043_6	b4394//b1814//b3901//b2779//b4306//b3143//
GO_0010045_6	b3252//b3700//b3582//
GO_0010106_6	b1210//
GO_0010124_4	xisR//b2365//b2198//b1397//b3408//b4377//b2193//b1781//b2262//b2949//b2233//b0066//b3428//
GO_0010133_7	b2565//
GO_0010139_7	b2627//
GO_0010165_6	b0497//b1024//b3406//b1678//b3643//b1046//b3765//b1391//b3135//b2285//b1781//b0388//b2010//b2175//b3128//b1835//
GO_0010167_5	b3685//b0263//
GO_0010212_5	b0333//b0733//b1449//b0312//b1249//b4015//b2292//b1314//b0930//b2810//b4480//b4194//b2659//b0754//b3673//b3138//b4316//b0330//b0431//b0281//b1259//b1959//b4050//b1807//b0639//b1477//b3779//b2533//
GO_0010226_6	b3431//
GO_0010243_5	b0331//b3164//b2542//b0765//b2235//b2415//b2441//b2533//b1921//b0996//b3136//b3809//b3940//b0399//b2889//b3451//
GO_0010269_5	b0296//
GO_0010272_6	b0962//b0473//b3265//b0353//b1970//b2428//
GO_0010273_4	b1379//b0741//b0860//b2389//b2674//b2159//
GO_0010288_6	b0777//
GO_0010312_3	b1536//
GO_0010332_6	b0956//
GO_0010350_6	b0635//b3498//
GO_0010438_6	b3343//b3667//b2877//b2134//
GO_0010447_5	b3689//b1588//b4550//b3627//b1507//b3011//b2061//b4266//b2162//b2718//b3580//b3906//b2839//b1753//b0742//b4258//b0484//b1343//b2165//b0027//b4682//
GO_0010466_7	b0613//b3942//
GO_0010468_6	b1735//b0597//b2777//b2037//b3547//b2697//b1731//b3368//b2741//b1182//b3838//b2310//b2587//b4191//b1487//b1348//b0557//b2938//b1912//b0123//b2067//b2079//b4170//b3475//b1021//b2715//b1662//b2708//b3057//b0576//b3990//b4124//b0636//b1536//glsB//b3666//b2782//b2624//b3249//b1441//b0639//b2106//b2799//b0034//b0765//b2366//b3366//b3478//b3849//b0973//b3822//b0440//b0688//b2180//b1833//b0566//b3807//b3481//b2156//b4314//b4324//b4042//b3344//b4024//b1100//b0879//b1298//b2340//b1284//b0098//b0111//b2344//b1819//b3401//b2208//b1218//b3426//b3571//b3703//b2975//b4027//b0586//b0213//b1544//b3559//b3288//b0708//b2086//b3491//b2494//b2144//b0587//b4036//b3345//b3431//b0730//b4565//b3040//b0717//b2715//b3082//b0063//b1531//b3542//b0210//b3986//b0692//b1289//b0518//b3303//b1047//xisR//b2082//b0433//b1831//b3682//b0133//b4099//b2232//b1071//b2785//b3458//b1223//b0068//b1799//b2903//b0612//b4122//b4302//b0404//b2733//b3608//b0714//b1663//b2436//b4358//b4209//b0172//b0328//b0151//b1277//b1782//b0063//b0141//b0169//b3408//b2148//b1290//b4180//b2662//b3423//b2817//b2904//b0805//b3391//b1552//b2718//b3126//b4231//b1258//b3673//b3931//b1211//b1294//b0595//b0889//b1433//b1439//b4080//b2494//b1658//b4252//b4174//b0754//b0438//b3430//b1296//b3549//b4506//b4357//b2528//b3558//b2788//b0896//b2130//b0304//b0200//b2428//b3249//b0261//b2818//b0241//b0870//b0935//b4290//b3364//b2774//b3905//b2569//b0639//b3993//b1262//b1264//b0830//b3563//b3460//b1202//b1610//b0530//b1645//b0959//b2342//rpnC//b3168//b1807//b3721//b2777//b3121//b3699//b4237//b0854//b0158//b3258//b1819//b1158//selU//b1636//b2659//b2675//b0404//b0124//b4554//b3630//b2961//b2245//b2245//b4196//b3907//glsB//b2541//b0031//b3232//b3447//b3252//b0135//b3012//b3812//b2307//b2082//b0959//b2958//b2180//b1763//b3025//b2930//b0439//b0045//b1654//b0008//b2213//b3501//b2144//b2937//b4550//b2185//b3940//b2714//b2441//b0287//b0066//b0260//b4288//b0988//b2678//b2980//b4243//b1041//b2584//b0980//b4114//b1981//b1622//b3456//b4094//b3050//b0010//b0958//b1785//b4269//b4702//b2587//b1570//b3989//b1397//b3023//b3294//b2217//b1278//b0779//b3609//b4539//b2907//b3738//b2278//b3486//b4209//b2703//b3900//b1037//b4151//b0162//b1920//b1110//b0783//b0061//b2257//b1118//b1112//
GO_0010498_6	b0751//
GO_0010501_7	b2688//b3846//b4464//b4077//b0240//arcC//b1900//bioD2//b1391//
GO_0010528_5	b2770//
GO_0010556_6	b0191//b2819//b0979//b1360//b3578//b2147//b3554//b0480//b3877//b0042//b0570//b4180//b1035//b2290//b0604//b3363//b4119//b1304//b0750//b0284//b1385//b3513//b3926//b1833//b1344//b4682//b4224//b2316//b3619//b2215//b1683//b2067//b2144//b0002//b4111//b4267//b0087//b2829//b1663//b4039//b1182//b4090//b2698//b1729//b0841//b2136//b0887//b4374//b0771//b1664//b0076//b1059//b3303//b3949//b0423//b3850//b2760//b2577//b4245//b4111//b0182//b2269//b2514//b4227//b0962//b4302//b0091//b0177//b2933//b1926//b0328//b4249//b4559//b1089//b3143//b1313//b4371//b1753//b2174//b2544//b3628//b1014//b2041//b0462//b2874//b4027//b1328//b1270//b2163//b1048//b0607//b2995//b3491//b1798//b3062//b2918//b3742//b1081//b1507//b0621//b3208//b2701//b1329//b0676//b2770//b0784//b3710//b1830//b0514//b2699//b3349//b3511//b0094//b3403//b2029//b3559//b1010//b1096//b2631//b0632//b0160//hprS//b1723//b1304//b3791//b0316//b2314//b1865//b3359//b4098//b3463//b1333//b3554//b3406//b1126//b0441//b0945//b3232//b3800//b1086//b2429//b2617//b0134//b3116//b3516//b0155//b3749//b4280//b0160//b1071//b1812//b0630//b0734//b4326//b1575//b0375//b1767//b1107//b0301//b0106//b4321//b3623//b0762//b2422//b4265//b0491//b3193//b1054//b0854//b2935//b0902//b3093//b1882//b3480//b3998//b1602//b1049//b0687//b0083//b3271//b1299//qorA//b0910//b1488//b2614//b4382//b2630//b2544//b4354//b0367//b1679//b1394//b3176//b2996//b0083//b0398//b3680//b2961//b1610//b1901//b1925//b0113//b4484//b4453//b1340//b3895//b4151//b0608//b3605//topAI//b3266//b1238//b2257//b4111//b2340//b2037//b2687//b0460//b1015//b4305//b2582//b3985//b0318//b4074//b2548//b1759//b3878//b0655//b1858//b2144//b1540//b3816//b0168//b2126//b4118//b0042//b3366//b2924//b4153//b1094//b3163//b2614//b3666//b4375//b0445//b3844//b0445//b1184//b3624//b4398//b4171//b2224//b0444//b3533//b2366//b3224//b0481//b1961//b0383//b1697//b3127//b1886//b3592//b1658//b1062//b2891//b1840//b4015//b1348//b0487//b0002//b3919//b1645//b1198//b2287//b1783//b0509//b1324//b3781//b3093//b3279//b4133//b2792//b0728//b4198//b3742//b3785//b2552//b1576//b2382//b1167//b3616//b1639//b1496//b0642//b3022//b0483//b1262//b2667//b0912//b2109//b0738//b0207//b0577//b2519//b3021//b4235//b1380//b3469//b2835//b2010//b3880//
GO_0010557_7	b0730//b0902//b0124//b3833//b2028//b0908//b1091//b3213//b4618//b2904//b0096//b1377//b3244//b3576//b3421//b2687//b0397//b1011//b1211//b0924//b2819//b3423//b3391//b2661//b0314//b3162//b3144//b2233//b1293//b2563//b1448//b1724//b3300//b0177//b0425//b1132//b0830//b3023//b2061//b1220//b0741//b3653//b2011//b2476//b2615//b3778//b4235//b1415//b2211//b3732//b0311//b3741//b1227//b1919//b0595//b0921//b2339//b3704//b3181//b0782//b1009//b1301//b2717//b0599//b0852//b1301//b2110//b0597//b0755//b1694//b1838//b2867//b2195//b3291//b1953//b4255//b0339//b2624//b0225//b0709//b3252//b0543//
GO_0010558_7	b2662//b0121//b2703//b1841//b2992//b3206//b2924//b2698//b3554//b0770//b0608//b2263//b0863//b0566//b1185//b1293//b2113//b3231//b3891//b2726//b0232//b3775//b2746//b3019//b3783//b1833//b1914//b4464//b3950//b4361//b1513//b0895//b2308//b3155//b1301//b1478//b0287//b0437//b3954//b1776//b2830//b2260//b0287//b2369//b1611//b4305//b2217//b2552//b2336//b3312//b4316//b0264//b0836//b3228//b2960//b4510//b2052//b1039//b1441//b1633//b1763//b0726//b3048//b3426//b1469//b1864//b2213//b1109//b0783//b1678//b2130//b2302//b0035//b2674//b2565//b4355//b3224//b3423//b1682//b1623//b2600//b3288//b0281//b3781//b2526//b2760//b4133//b0195//b4039//b0674//b3588//b3661//b1692//b4147//b2964//b4313//b3682//b2578//b0907//b3326//b1756//b1860//b1900//b3945//b2347//b4159//b0475//b1327//b2198//b3240//b1544//b3223//b1709//b4361//b0399//b1384//b3353//b0459//b2724//b2282//
GO_0010562_7	b1902//b3685//
GO_0010563_7	b3621//b3847//
GO_0010564_6	b0842//b2381//b4460//b0875//b0131//
GO_0010565_6	b3543//b1198//b3447//b2903//b2469//b4313//
GO_0010604_6	b1970//b1292//b3404//b4241//b0649//b3900//rhmD//b0729//b2706//b0394//b3563//b2386//b4180//b0831//b4316//b1389//b1655//b2506//b3731//b3558//b1378//b2344//b2567//b3894//b0427//b0388//b2697//b0853//b2133//b1943//b0073//b0062//b0212//b3583//b0444//b3603//b3721//b3619//b3222//b0059//b4467//b2840//b0925//b1377//b3203//b3146//b0539//b3753//b3721//b0948//b1766//b1411//b1266//b1465//b3519//b2333//b3066//b0808//b1281//b1046//b3850//b1597//b1676//b0763//b0094//b1617//b3528//b0116//b0074//b1698//b3869//b1476//b2552//b4243//b4511//b4187//b0225//b2503//b2924//b1131//b3066//b2379//b1924//b0535//b0585//b3474//b3782//b3300//b0155//b0484//b1291//b0934//b0034//
GO_0010605_6	b0890//b2539//b1645//b4094//b1336//b3621//b0959//b3264//b0914//b3680//b1807//b2708//b0714//b0438//b3687//b1209//b1182//b0346//b0717//b0045//b2178//b1807//b3357//b4259//b1468//b2965//b3253//b0213//b0859//b0796//b3331//b4346//b0962//b0047//b3584//b2954//b2506//b3430//b3594//b1039//b1010//b2516//b1271//b3724//b0029//b3138//b0256//b4004//b3496//b1993//b1018//b2291//b1433//b3744//b0587//b3124//b3469//b0635//b4249//b4544//b1432//b4666//b2740//b3232//b1162//b0110//b2194//b2865//b2998//b0887//b2277//b2839//b1393//b1285//b1078//b0483//b0741//b1476//b2151//b4478//b3541//b3676//b4222//b2258//b1905//b4510//b0083//b3447//b0104//b0840//b2399//b3847//b1238//b3046//b2750//b3956//b2248//b2727//b0231//b3745//b0874//b0728//b1743//b1592//b4077//b0242//b0185//b4243//b3521//b3129//b2728//b2738//b0401//b2867//b0357//b4100//b2762//b0714//b3528//b1973//b4128//b4024//b0524//b0928//b0420//b3224//b2718//b3454//b1860//b3752//b3877//b2724//b0254//b2496//b1538//b0173//b0585//b1344//b4081//b2960//b1022//b4478//b3998//b4147//
GO_0010608_7	b3087//b0531//b3607//b1533//b2518//b3905//b4409//b0172//b2603//b0345//b2477//b3901//b2032//b3682//b3023//topAI//b4386//b4189//b0141//b4093//b0826//b3676//b2711//b0751//b1393//b0083//b4550//b3406//b2750//b2975//b1013//b0554//b2132//b0886//b3935//b2199//b4168//b4355//b0064//b0774//b1615//b4557//b2514//b2717//
GO_0010628_7	b0662//b2241//bioP//b1821//b0822//b2540//b3584//b3282//b2976//b2518//b0675//b3134//b4081//b3282//b1477//b1678//b1870//b4453//b0840//b3030//b2840//b2243//b2739//selU//b2913//b1593//b4327//b4481//b0997//b3829//b4169//b2542//b4222//b3636//b0436//b2898//b2752//b0300//b2536//b3032//b2178//b2727//b2422//b0774//b4510//b2998//b0852//b1855//b3417//b1209//b4116//b1393//b4094//b2540//b0963//b1370//b3081//b2674//bioP//b2242//b3417//b2266//b2782//b1096//b1281//b2682//b4477//maoP//b2785//b2701//b0301//b2431//b0264//b3137//b3729//b1126//b2062//b1912//b3140//b4258//b3041//b2219//b1814//
GO_0010629_7	b3133//b1481//b3750//b0852//b2559//b3588//b2529//b0630//b1686//b2383//b2060//b1002//b2606//b1614//b1061//b2971//b0153//b2564//b3513//b2896//b0269//b2697//b0184//b0268//b0862//b2630//b2869//b1271//b3691//b0311//maoP//b2841//b1823//b2236//b3668//b2975//b1277//b3451//b1045//b0146//b1479//selU//b3183//b0806//b2164//b4124//b0638//b3500//b1317//b3450//b2149//b3967//b4033//b3849//b2518//b1047//b3526//b4196//b0447//b1427//b3364//b2496//b2220//b2264//b3142//b2538//b3794//b3786//b1123//b3301//b1684//b2746//b1973//b0830//b0882//b3080//b0890//b3749//b0413//b0439//b0822//b2380//b3296//b0842//b2784//b3463//b3012//b0509//b3441//b3430//b1779//b1520//b2557//b1781//b2492//b1649//b0657//b1194//b3932//b2554//b0675//b2399//b3392//b2009//b0191//b0972//b4232//b2246//b2817//b3872//b1141//b1831//b0388//b3578//b0307//b0030//b3892//b4112//b3316//b4481//b4014//b0135//b2930//b3980//b3318//b2235//b3496//b2388//
GO_0010638_7	b4231//b0066//
GO_0010639_7	b3389//b4133//b3400//
GO_0010646_5	b2182//
GO_0010648_6	b1738//
GO_0010675_6	b1507//b1194//b2843//b3299//b4144//b3981//
GO_0010676_7	b2559//b2492//
GO_0010677_7	b0594//
GO_0010699_4	b3900//b0409//
GO_0010810_5	b2178//b3393//
GO_0010817_4	b4034//b0740//b2517//b0838//b0465//b2683//b2753//b2715//b3689//b2067//b1664//b2996//b2111//b4098//
GO_0010827_7	b1606//
GO_0010829_7	b1507//
GO_0010876_4	b0777//
GO_0010906_6	b3963//b4080//
GO_0010907_7	b1856//
GO_0010911_5	b2456//b2255//b0133//
GO_0010921_6	b0812//b3734//b3063//b2196//
GO_0010941_5	b2438//
GO_0010948_7	b0445//b1842//
GO_0010951_8	b4055//b4485//
GO_0010962_7	b1976//b2703//
GO_0010966_8	b3410//
GO_0010967_6	b4039//
GO_0010974_7	b4362//
GO_0012501_4	b1304//b1337//b0734//b2839//b1018//b4077//b2663//b2556//b4144//b0010//b0685//b2435//b2817//
GO_0014070_5	b1655//b2174//
GO_0015031_5	b1469//b0867//b4324//b3113//b1411//b3957//b2019//b3941//b2989//b3410//b3345//b1257//b1497//b3091//b1512//b2245//b4213//b1133//b0539//b0970//b4316//b2094//b0921//b1473//b3526//b0221//b3927//b1280//b4513//b2438//b0683//b4069//b3824//b0871//b2561//b0993//b3258//b1701//b2308//b3791//b3518//
GO_0015074_6	b3404//b0478//b0091//b0151//b2369//b0420//b1874//
GO_0015628_5	b4100//b0948//b3162//b4050//b3009//
GO_0015669_5	b2526//
GO_0015670_6	insI1//
GO_0015672_7	hexR//b0446//b3005//b1817//b1259//b2382//b4298//b0024//b3600//b0131//b1163//b3432//b3341//b0069//b1329//b2168//b3360//b0064//b1174//b3702//b1123//b2430//b4067//b3616//b4373//b0798//b2387//b3279//b0427//b3731//b2791//b1160//b0315//b3909//b0813//b3464//b1610//b1824//b2349//b1776//b2278//b0167//b0116//
GO_0015673_9	b4468//
GO_0015675_9	b2594//b0655//b3567//b3478//b2537//b3708//b0511//b1890//
GO_0015679_10	b0154//b4421//
GO_0015682_8	b3156//b0531//b2746//b1924//b0098//b1409//b3819//b3563//b2916//b1235//b2159//b4117//
GO_0015684_9	b1474//b1772//b2323//b3313//b3091//
GO_0015685_8	b0478//b3464//b4053//b2539//b3542//b3893//
GO_0015687_7	b0153//b3889//b2512//b1719//
GO_0015688_6	b0349//b1961//rpnC//b2349//b2019//b4133//b3983//b0696//b0635//b0340//b0555//b3224//b2677//b2990//b3390//b3311//b2042//b1594//
GO_0015689_8	b4155//b2389//b3839//
GO_0015691_9	insI1//b1247//b4018//b0907//
GO_0015692_8	b2837//
GO_0015693_9	b1259//b3094//
GO_0015695_6	b3343//b2315//b3312//b3839//b1896//b2135//b3320//b4119//b0146//b3733//b2367//b0808//b1926//b2215//b4421//b3875//b2587//b2255//b3386//b4096//b4144//b2558//b3891//b4074//b3481//b1272//b0030//b3642//b1738//b4376//
GO_0015696_6	b0504//b3141//b3135//b2761//b4401//b3668//b3731//b3298//b4052//b0161//b0024//b2780//b3175//b1159//b2698//b0990//b2830//b0903//b4123//b1264//b1886//b3417//b2640//b2708//b2558//b2759//b0810//b3309//b3982//b4073//b3871//
GO_0015697_7	b2782//b2601//b1380//b1922//b3689//b0803//b2308//b4357//b0675//glsA1//b3260//b1220//b0740//
GO_0015698_7	b2731//b4019//b1783//b4032//b0061//b3040//b3736//b1569//b4532//b3046//b3241//b2148//b1798//b2507//b1075//b1748//b3040//b3349//b0889//b1176//b1939//b1920//b2697//b0895//b1058//b0649//b3294//b0695//b1235//b3028//b3141//b3294//b2896//b3093//b0921//b4237//ftp//b3417//b0062//b3458//b3997//
GO_0015699_8	b0007//
GO_0015700_8	b0823//b3544//
GO_0015706_6	b1166//b1676//b2064//
GO_0015707_6	b1187//b4317//b2107//b4374//b3135//b3200//
GO_0015709_6	b0813//
GO_0015710_8	b1103//b0473//
GO_0015711_6	b3182//b4251//b0764//b4241//b0662//b0077//b2964//b2074//b1888//b0401//b0410//b0723//b3671//b3657//b3606//b3784//b4080//b1392//b0484//b0908//b2387//b3222//b3657//b3599//b0948//b3176//b4015//b0810//b3645//b1978//b0852//b3070//b2151//b2888//b2498//b1778//b3734//b1702//b4319//b0066//b3005//b0750//b3478//b4376//b0398//b1241//yjgX//b0820//b0839//b2993//b1714//b2062//b4249//b0436//b3357//b2601//b3226//b2921//b1959//b4351//b1265//b0822//b0015//b2292//b3035//b2758//b3791//b4146//b4255//b4702//b1575//b4075//b3068//b4366//b0817//b0763//b2577//b2666//b4238//b2519//b2313//b0337//b3634//b0935//b3074//b4377//b3195//b4382//b1817//b1107//b0832//b2524//b0826//b2604//b1606//b3400//b0048//b0323//b2677//b1917//b3534//b4175//b2939//b3712//b2143//b3447//b1475//b2627//b1343//b1211//b1552//b0353//b3313//b0341//b1888//b2379//b3477//b2185//b4069//b0759//b0628//b2269//b0823//b0738//b3712//b4131//b1849//b0623//b3819//b1212//b4122//b4291//b0855//b2365//b0061//b4115//b3047//b0900//b0854//b3866//b0398//b0350//b2366//b4177//
GO_0015712_7	b2163//
GO_0015718_8	b2595//b3985//b0710//b1840//b0726//b2561//b3659//b1800//b0997//b1487//b1684//b0077//b4478//b0507//b0902//b0034//b4394//b1261//b3350//b2726//b4468//b3542//b1303//b0730//
GO_0015721_7	b2023//b2095//
GO_0015724_7	b4052//b4120//b4073//
GO_0015726_8	b2574//
GO_0015727_7	b4222//b3229//
GO_0015733_7	b3221//
GO_0015734_6	b3170//b3952//b2370//
GO_0015735_8	b1387//
GO_0015736_9	b0245//
GO_0015739_7	b4513//
GO_0015740_9	b1392//b1046//b2939//b1415//b0002//b3423//b1329//b0887//b1787//
GO_0015741_10	b3834//maoP//
GO_0015743_10	b0771//
GO_0015744_6	b3343//b2798//b2494//
GO_0015747_6	b3269//
GO_0015748_6	b3459//b3671//b3728//b1609//b2962//b3037//b0070//b2496//b4084//b3110//b0091//b2845//b3788//b3243//b2451//
GO_0015749_7	b0006//b2294//b0907//b2330//b1822//b0242//b1888//b4085//b0465//b2751//b0840//b3892//b2126//b1609//b4085//b1200//b3734//b1799//b1611//b2735//b2957//b3095//b0553//b3665//b3543//b0102//b3826//b1296//b0804//b1261//b2057//b2067//b1047//b3860//b2111//b2997//b4169//b0811//b3017//b0908//b0636//b0462//b2955//b1550//b2921//
GO_0015750_8	b1098//b1226//b2782//b1141//b2542//b0954//b3574//b2996//b4198//b0177//b1399//b1342//b0912//
GO_0015751_9	b4480//b3526//b2361//b4372//b4071//b4131//
GO_0015752_9	b4083//b0572//b3451//b0135//b3942//b3525//
GO_0015753_9	b4027//b1429//b3662//
GO_0015754_9	b4033//b2380//b1375//
GO_0015755_9	b0426//b3299//b0281//b3331//b2421//b3526//b4019//b0554//b0820//b2608//b3559//
GO_0015756_9	b2154//b2364//
GO_0015757_9	b3885//b0896//b1021//b3747//b2041//b0930//b1207//
GO_0015760_8	b3113//
GO_0015761_9	b3541//b2316//b4326//
GO_0015762_9	b1615//
GO_0015764_7	b0614//b2027//b1686//b3887//
GO_0015765_8	b2100//bioD2//b3279//b0153//
GO_0015766_8	b2698//b2383//b4299//b0383//b0207//b2751//b4637//b0349//b4357//b3391//b3604//b2278//b1336//b0677//
GO_0015767_9	b4362//b3735//b2870//b1978//
GO_0015768_9	bioD2//b0819//b3672//b1854//b1973//b1466//
GO_0015769_9	b3875//
GO_0015771_9	b1945//b1712//b4464//b0963//
GO_0015772_7	b0121//b3177//b4355//b0907//b1263//b4054//b4260//b1991//b0424//b1554//b1533//b2576//b0710//b1128//b0237//b2715//b4195//
GO_0015774_7	b3308//b1293//b3463//b3146//b3401//b3974//
GO_0015778_7	b1104//
GO_0015791_7	b2609//b1186//b2837//b0462//b1900//b2339//b3231//b3298//
GO_0015793_7	b0450//b2733//
GO_0015794_7	b0840//b0110//b2327//b2822//b1819//
GO_0015795_7	b3140//
GO_0015796_7	b3686//b3965//b0912//b2078//
GO_0015797_7	b2421//b1384//
GO_0015800_7	b1281//insI1//b4054//b1780//
GO_0015801_7	b3782//b0356//b3221//b3105//b3359//b1884//b0339//b3726//
GO_0015802_7	b3084//b2258//b1743//b3782//b1800//b0207//b1091//
GO_0015803_7	b2557//b1595//b1692//b1376//b0287//b0878//b1041//b1767//b1286//b3072//b2368//
GO_0015804_7	b2518//b2937//b1256//b3966//b2806//b3236//b0630//b1710//b0524//b3834//b0896//b4137//b1606//b2236//b0034//b0604//b0210//b3877//b1634//b1220//b2758//b2292//b1707//b0186//b3132//b4029//b3725//b3543//b0151//b4399//b0776//b2106//b2698//
GO_0015806_6	b0123//
GO_0015807_7	b3358//b0109//b1539//b2542//b3405//b1049//b3708//b1748//b3399//b1809//b2064//b4471//b2382//b0924//b2502//b2436//gapC//b3559//b3048//b1981//b1584//b0771//b3515//b2615//b3736//b4357//b3894//b2570//b1960//b2715//b3227//b1693//b2206//b1200//b0383//b3512//b3469//b0323//
GO_0015808_8	b0630//b0741//
GO_0015809_7	b0192//b3288//b0727//b4241//b3236//b3685//
GO_0015810_8	b0802//b4151//
GO_0015811_7	b3734//b0264//b0155//b4014//b2716//
GO_0015813_6	b4474//b3918//b0084//
GO_0015814_7	b2903//
GO_0015816_6	b1709//
GO_0015817_7	b3824//
GO_0015818_7	b2108//b0010//b3736//b2023//b0957//b2793//b0822//
GO_0015820_7	b2971//b3654//b1584//b3516//b3363//b3076//b3361//b0086//b3766//
GO_0015821_7	b1075//b3199//b2564//b1564//b1411//
GO_0015822_7	b0414//b3141//
GO_0015823_7	b1002//b3742//b2748//b3588//b1384//b2236//b3672//
GO_0015824_7	b1467//b3288//
GO_0015825_8	b2608//
GO_0015826_7	b2062//b0303//b2520//
GO_0015827_7	b1533//b0875//b0060//
GO_0015828_7	b1569//b3553//
GO_0015829_7	b3958//b0091//b0762//b0636//b1714//b1826//b0785//b0728//b1131//
GO_0015830_7	b2699//b1785//b0167//
GO_0015833_6	b0587//b3514//b0831//b1002//b4392//b2134//b0679//b1511//b1300//b1614//b1188//b3867//b3234//b3255//b0627//b1058//b3074//b0565//b2170//b2349//b3457//b2143//b0741//b1769//b2185//b2065//b2748//b2269//b2150//b3563//b1824//b1709//b2175//b2374//b2757//b0467//b1249//b0859//b2133//b2144//b1410//b0912//b1076//b3064//b2412//b1612//b2421//b2341//b0574//b4260//b3232//b2921//b0305//b0975//b2918//b2507//b1521//b4337//b2151//b4267//b3690//b0908//b3067//b3408//b2005//b2829//b4289//b3191//b0008//b3603//b2843//b1104//b0127//b1662//b4073//b3996//b0740//b3740//
GO_0015834_7	b4391//b3116//b0774//b3551//b3569//
GO_0015835_6	b2813//b0068//b0460//b2822//
GO_0015836_7	b1861//b1987//b4076//
GO_0015838_8	b1285//b4208//b2882//b3846//b3932//b4340//b2781//b3371//b4613//b0997//b3034//b1037//b1261//
GO_0015839_7	b2061//
GO_0015846_6	b3579//b3709//b0198//b2810//b3307//b0154//b2135//b1819//b3750//b2079//b1185//b0173//b3703//b1347//b4154//b0156//b1216//
GO_0015847_7	b0954//b3771//b0112//b1244//b4363//b1034//b0796//b4350//b2315//b3836//b4043//b0382//b3752//b2336//b3228//
GO_0015848_7	b2811//b4290//b0571//b1319//b1569//rpnA//
GO_0015849_6	b2277//b1679//b0808//b2333//b0464//b0754//b1136//b3227//b0972//b3185//b0064//b0059//b4377//b3843//b1275//b1449//b1012//b3543//b2069//b3615//b1188//b3462//b3040//b2519//b3701//b1680//b0659//b2017//b1594//b3654//b2666//b3911//b2194//b0032//b0514//b2107//b3221//b2702//b1855//b4050//b1086//b1265//b3458//b2311//b2827//b1651//b0507//b1576//hxpA//b2537//b4371//b3996//b0653//b2493//b3712//b0618//b1970//b3907//b4087//b1779//b2710//b2202//b1038//b3037//b3574//b0652//b4024//b1650//b2297//b3903//b1468//b1220//b3671//b0127//b2904//b1216//selU//b2893//b0214//b3494//b1277//b4363//b0938//b1863//b1650//b2497//b1645//b0650//b1895//b3972//b3296//b3066//b4481//b3365//b2383//b2765//b1415//b3935//b2871//b2164//b4138//b3781//b1520//b4317//b3416//b2378//b2697//b0315//b4195//b2788//b1985//b0781//hxpB//b0685//b3691//
